Block,Time,L_NR_2012_04,L_NR_2012_07,L_NR_2020_02,LT-05,L_NR_2019_11,SH-07,LT-35,LT-36,L_NR_2012_02,SH-06,LT-31,L_NR_2012_01,LT-59,L_NR_2018_61,L_NR_2023_04,L_NR_2019_05,L_NR_2020_06,L_NR_2019_19,L_NR_2021_16,L_NR_2022_10,L_NR_2021_12,L_NR_2021_15,L_NR_2023_07,L_NR_2019_07,L_NR_2020_07,L_NR_2019_06,L_NR_2021_17,L_NR_2021_13,L_NR_2023_10,L_NR_2022_08,L_NR_2021_14,L_NR_2022_09,L_NR_2020_05
19,04:30-04:45,269.920000,73.590000,5.440000,115.160000,6.870000,23.300000,0.000000,0.000000,221.690000,23.300000,0.000000,74.660000,6.950000,7.2,29.500000,0,22.61,0,0,71.88,0,0,0,0,22.61,0,0,0,0,40,0,71.88,67.82

20,04:45-05:00,269.920000,73.590000,5.440000,115.160000,6.870000,23.300000,0.000000,0.000000,221.690000,23.300000,0.000000,74.660000,6.950000,7.2,29.500000,0,22.22,0,0,71.88,0,0,0,0,22.22,0,0,0,0,40,0,71.88,66.66

21,05:00-05:15,269.920000,73.590000,5.260000,115.160000,6.870000,23.300000,0.000000,0.000000,221.690000,23.300000,0.000000,74.660000,6.950000,7.2,29.500000,0,21.44,0,0,54.67,0,0,0,0,21.45,0,0,0,0,30.55,0,54.67,64.32

22,05:15-05:30,269.920000,73.590000,5.260000,115.160000,6.870000,23.300000,0.000000,0.000000,221.690000,23.300000,0.000000,74.660000,6.950000,7.2,29.500000,0,20.94,0,0,54.48,0,0,0,0,20.94,0,0,0,0,31.88,0,54.48,62.83

23,05:30-05:45,269.920000,73.590000,5.260000,115.160000,7.180000,23.300000,0.000000,0.000000,221.690000,23.300000,0.000000,74.660000,7.100000,7.2,29.500000,0,19.88,0,0,55.18,0,0,0,0,19.89,0,0,0,0,33.22,0,55.18,59.65

24,05:45-06:00,269.920000,73.590000,5.260000,115.160000,7.180000,23.300000,0.000000,0.000000,221.690000,23.300000,0.000000,74.660000,7.100000,7.2,29.500000,0,19.52,0,0,38.58,0,0,0,0,19.52,0,0,0,0,34.11,0.18,38.58,58.56

25,06:00-06:15,269.920000,73.590000,5.260000,115.160000,7.030000,24.490000,0.000000,0.000000,221.690000,24.490000,0.000000,74.660000,7.100000,7.2,29.500000,3.55,19.53,0.370196,0,38.55,0,0,0,1.45,19.52,0,0,0,0,32.71,1.66,38.55,58.58

26,06:15-06:30,269.920000,73.590000,5.260000,115.160000,7.030000,24.490000,0.010000,0.010000,221.690000,24.490000,0.010000,74.660000,7.100000,7.2,29.500000,8.75,19.52,3.926026,0,38.23,0,0,0,3,19.51,0,0,0,0.33,31.79,3.79,38.23,58.55

27,06:30-06:45,269.920000,73.590000,5.260000,115.160000,7.030000,24.490000,0.140000,0.150000,221.690000,24.490000,0.140000,74.660000,7.100000,7.2,29.560000,15.49,19.28,9.459482,2,37.77,2.1,1,2,8,19.26,0,1,0.42,0.7,31.55,0.3,37.77,57.83

28,06:45-07:00,269.920000,73.590000,5.260000,115.160000,7.030000,24.490000,0.470000,0.480000,221.690000,24.490000,0.470000,74.660000,7.100000,7.2,29.560000,25.45,19.11,15.353392,6,37.44,6.29,2,6,15,19.1,15.3,3,1.26,3,31.22,1.5,37.44,57.33

29,07:00-07:15,269.920000,73.590000,5.080000,115.160000,6.870000,24.490000,0.960000,0.970000,221.690000,24.490000,0.960000,74.660000,6.950000,7.2,29.560000,30.38,18.72,21.4324,11,37.28,13.34,4,13,22,18.72,29.78,6,2.67,6.12,30.88,3,37.28,56.16

30,07:15-07:30,269.920000,73.590000,5.080000,115.160000,6.870000,24.490000,1.550000,1.590000,221.690000,24.490000,1.550000,74.660000,6.950000,7.2,29.560000,28.65,18.37,27.979024,18,36.77,21.13,7,22,28.65,18.37,28.65,9,4.22,10.1,20.25,5.99,36.77,55.12

31,07:30-07:45,269.920000,73.590000,5.080000,115.160000,6.870000,24.490000,2.350000,2.410000,221.690000,24.490000,2.350000,74.660000,6.950000,7.4,29.560000,30.17,18.11,35.938238,25,24.22,38.27,7,33,30.16,18.1,30.17,13,7.65,14.69,20.21,8.99,24.22,54.33

32,07:45:08:00,269.920000,73.590000,5.080000,115.160000,6.870000,25.900000,3.190000,3.280000,221.690000,25.900000,3.190000,74.660000,6.950000,7.64,29.560000,30.67,17.78,43.332416,33,23.88,53.02,12,46,30.66,17.76,30.67,17,10.6,19.26,20.34,16.21,23.88,53.33

33,08:00-08:15,269.920000,73.590000,5.080000,115.160000,6.870000,25.900000,4.180000,4.290000,221.690000,25.900000,4.180000,74.660000,6.950000,7.38,29.560000,31.83,14.03,50.570722,33,23.22,68.53,15.2,63,31.84,14.03,31.83,16,13.71,27,20.11,22.54,23.22,42.09

34,08:15-08:30,269.920000,73.590000,5.080000,115.160000,6.870000,25.900000,5.120000,5.250000,221.690000,25.900000,5.120000,74.660000,6.950000,7.38,29.560000,32.17,13.57,58.072062,37,22.88,86.83,19,74,32.16,13.59,32.17,18,17.37,31,19.73,29.21,22.88,40.72

35,08:30-08:45,269.920000,73.590000,5.080000,115.160000,6.870000,25.900000,6.050000,6.200000,221.690000,25.900000,6.050000,74.660000,7.100000,7.38,29.500000,32.17,12.96,65.924114,41,22.55,106.03,22,91,32.16,12.94,32.17,21,21.21,39,19.09,35.86,22.55,38.87

36,08:45:09:00,269.920000,73.590000,5.080000,115.160000,6.870000,25.900000,6.950000,7.120000,221.690000,25.900000,6.950000,74.660000,7.100000,7.38,29.500000,32.17,12.33,73.571584,43,22.22,123.54,24.5,105,32.16,12.34,32.17,22,24.71,45,18.4,42.33,22.22,37

37,09:00:09:15,269.920000,73.590000,5.540000,115.160000,6.720000,25.900000,7.790000,7.980000,221.690000,25.900000,7.790000,74.660000,7.100000,7.38,29.450000,32.33,11.84,70.756146,49,21.88,140.19,27.8,116,32.34,11.85,32.33,25,28.04,49,17.65,48.42,21.88,35.53

38,09:15-09:30,269.920000,73.590000,5.540000,115.160000,6.720000,25.900000,8.790000,9.010000,221.690000,25.900000,8.790000,74.660000,7.100000,6.9,29.450000,32.33,11.71,76.32857,55,32.16,157.28,30.8,130,32.34,11.71,32.33,27,31.46,55,10.2,54.26,32.16,35.12

39,09:30-09:45,269.920000,73.590000,5.540000,115.160000,6.720000,25.900000,10.490000,10.750000,221.690000,25.900000,10.490000,74.660000,6.950000,6.87,29.450000,32.33,9.42,82.329642,61,31.59,172.44,33.5,140,32.34,9.43,32.33,30,34.49,60,9.78,59.78,31.59,28.27

40,09:45-10:00,269.920000,73.590000,5.540000,115.160000,6.720000,25.900000,11.210000,11.490000,221.690000,25.900000,11.210000,74.660000,6.950000,6.87,29.410000,32.33,9.1,87.220126,64,31.12,186.19,35.5,151,32.34,9.1,32.33,32,37.24,64,9.47,64.64,31.12,27.31

41,10:00-10:15,269.920000,73.590000,5.360000,115.160000,6.720000,25.900000,11.820000,12.120000,221.690000,25.900000,11.820000,74.660000,6.950000,6.87,29.410000,32.33,8.86,91.86706,72,30.51,198.63,37.5,161,32.34,8.85,32.33,36,39.72,69,9.11,76.89,30.51,26.57

42,10:15-10:30,269.920000,73.590000,5.360000,115.160000,6.720000,25.900000,12.310000,12.620000,221.690000,25.900000,12.310000,74.660000,6.950000,6.87,29.410000,32.33,8.53,94.672756,80,43.34,208.83,38,168,32.34,8.55,32.33,40,41.76,72,8.83,81.25,43.34,25.6

43,10:30-10:45,269.920000,73.590000,5.360000,115.160000,6.720000,30.710000,12.740000,13.050000,221.690000,25.360000,12.740000,74.660000,6.950000,6.87,29.410000,32.33,8.29,123.33372,89,40.01,210,39.5,175,32.34,8.29,32.33,44,42,75,8.5,85.16,40.01,24.87

44,10:45-11:00,269.920000,73.590000,5.360000,115.160000,6.720000,30.710000,13.080000,13.410000,221.690000,25.360000,13.080000,74.660000,6.950000,6.87,29.410000,32.67,8.19,125.067796,91,38.34,210,39.7,182,32.66,8.18,32.67,45,42,78,12.67,87.23,38.34,24.56

45,11:00-11:15,269.920000,73.590000,5.260000,115.160000,6.870000,30.710000,13.360000,13.690000,221.690000,24.910000,13.360000,74.660000,6.790000,7.94,24.460000,32.67,19,126.470644,93,36.67,187.71,41.5,186,32.66,19.01,32.67,46,37.54,79,12.6,89.11,36.67,57.01

46,11:15-11:30,269.920000,73.590000,5.260000,115.160000,6.870000,30.710000,11.950000,12.240000,221.690000,24.910000,11.950000,74.660000,6.790000,7.93,24.460000,32.67,19.34,128.633368,91,32.01,191.88,42,186,32.66,19.33,32.67,46,38.37,79,12.83,90.8,32.01,58.01

47,11:30-11:45,269.920000,73.590000,5.260000,115.160000,6.870000,30.710000,12.330000,12.630000,221.690000,24.910000,12.330000,74.660000,6.790000,7.81,24.460000,32.67,19.71,130.308992,90,30.01,194.38,43.5,186,32.66,19.72,32.67,45,38.87,79,13.04,92.33,30.01,59.13

48,11:45-12:00,269.920000,73.590000,5.260000,115.160000,6.870000,30.710000,12.520000,12.840000,221.690000,24.910000,12.520000,74.660000,6.790000,7.71,24.460000,32.67,20.74,129.724472,89,28.67,198.54,40.5,186,32.66,20.73,32.67,44,39.71,79,13.24,92.32,28.67,62.22

49,12:00-12:15,269.920000,73.590000,5.720000,115.160000,7.030000,30.710000,12.730000,13.050000,221.690000,24.910000,12.730000,74.660000,7.100000,7.41,24.460000,32.67,22.05,109.129884,79,48.51,200.21,40.5,186,32.66,22.05,32.67,39,40.04,79,13.26,92.33,48.51,66.15

50,12:15-12:30,269.920000,73.590000,5.720000,115.160000,7.030000,30.710000,13.170000,13.490000,221.690000,24.910000,13.170000,74.660000,7.100000,7.41,24.460000,32.67,23.13,103.576944,79,47.84,200,40.5,186,32.66,23.12,32.67,40,40,79,21.75,92.35,47.84,69.39

51,12:30-12:45,269.920000,73.590000,5.720000,115.160000,7.030000,30.710000,13.170000,13.500000,221.690000,24.910000,13.170000,74.660000,7.100000,7.41,24.460000,32.67,26.04,100.527698,80,47.17,200,42.5,179,32.66,26.04,32.67,40,40,76,21.01,85.91,47.17,78.12

52,12:45-13:00,269.920000,73.590000,5.720000,115.160000,7.030000,30.710000,13.160000,13.490000,221.690000,24.910000,13.160000,74.660000,7.100000,7.41,24.460000,32.67,25.92,100.401052,81,46.51,200,42.5,179,32.66,25.92,32.67,41,40,76,20.51,85.85,46.51,77.75

53,13:00-13:15,269.920000,73.590000,5.720000,115.160000,7.410000,30.710000,14.240000,14.590000,221.690000,24.910000,14.240000,74.660000,7.180000,7.41,25.420000,32.67,25.8,102.758616,76,64.48,200,42.5,179,32.66,25.8,32.67,38,40,76,20.01,85.86,64.48,77.39

54,13:15-13:30,269.920000,73.590000,5.720000,115.160000,7.410000,30.710000,14.280000,14.640000,221.690000,24.910000,14.280000,74.660000,7.180000,7.41,25.420000,32.67,25.64,104.999276,77,63.26,227.92,42.5,179,32.66,25.64,32.67,39,45.58,76,19.34,85.85,63.26,76.92

55,13:30-13:45,269.920000,73.590000,5.720000,115.160000,7.410000,30.710000,14.240000,14.600000,221.690000,24.910000,14.240000,74.660000,7.330000,7.73,25.420000,32.67,25.46,88.1651,79,63.75,227.92,42.5,179,32.66,25.45,32.67,39,45.58,76,28.34,85.68,63.75,76.37

56,13:45-14:00,269.920000,73.590000,5.720000,115.160000,7.410000,30.710000,13.860000,14.200000,221.690000,24.910000,13.860000,74.660000,7.330000,8.12,25.420000,32.67,25.38,84.90153,81,64.27,227.92,42,179,32.66,25.37,32.67,40,45.58,76,28.01,84.62,64.27,76.13

57,14:00-14:15,269.920000,73.590000,5.820000,115.160000,7.860000,30.710000,13.530000,13.880000,221.690000,24.910000,13.530000,74.660000,7.330000,8.47,27.340000,32.67,28.26,82.553708,81,64.79,227.92,41,175,32.66,28.26,32.67,40,45.58,75,27.95,82.7,64.79,84.79

58,14:15-14:30,269.920000,73.590000,5.820000,115.160000,7.860000,30.710000,13.190000,13.520000,221.690000,24.910000,13.190000,74.660000,7.330000,8.92,27.340000,32.67,28.32,78.71536,81,64.43,227.92,40,168,32.66,28.31,32.67,40,45.58,72,27.67,80.58,64.43,84.96

59,14:30-14:45,269.920000,73.590000,5.820000,115.160000,7.410000,30.710000,12.670000,12.990000,221.690000,19.570000,12.670000,74.660000,7.560000,9.74,27.340000,32.67,28.39,74.009974,81,64.33,221.13,39,161,32.66,28.39,32.67,41,44.23,69,27.62,78.68,64.33,85.18

60,14:45-15:00,269.920000,73.590000,5.820000,115.160000,7.410000,30.710000,12.150000,12.450000,221.690000,19.570000,12.150000,74.660000,7.560000,10.53,27.340000,32.67,28.29,65.816952,82,64.86,209.11,38.5,154,32.66,28.3,32.67,41,41.82,66,26.67,75.04,64.86,84.88

61,15:00-15:15,269.920000,73.590000,6.000000,115.160000,7.410000,30.710000,11.690000,11.980000,221.690000,19.570000,11.690000,74.660000,7.720000,11.63,27.340000,32.67,28.06,70.424918,89,64.27,177.44,30,158,32.66,28.07,32.67,45,35.49,67,26.01,71.04,64.27,84.19

62,15:15-15:30,269.920000,73.590000,6.000000,115.160000,7.410000,30.710000,11.190000,11.480000,221.690000,19.570000,11.190000,74.660000,7.720000,11.08,27.340000,32.67,27.67,62.183186,87,66.28,175.28,29,147,32.66,27.67,32.67,43,35.06,63,25.89,66.59,66.28,83

63,15:30-15:45,269.920000,73.590000,6.000000,115.160000,7.410000,30.710000,10.490000,10.740000,221.690000,19.570000,10.490000,74.660000,7.720000,11.52,27.340000,32.67,27.38,54.438296,79,67.22,160.13,28,137,32.66,27.39,32.67,40,32.02,58,26.18,61.71,67.22,82.14

64,15:45-16:00,269.920000,73.590000,6.000000,115.160000,7.410000,30.710000,9.680000,9.920000,221.690000,19.570000,9.680000,74.660000,7.720000,11.74,27.340000,32.67,27.04,46.410888,73,66.35,112.8,27,126,32.66,27.04,32.67,36,22.56,54,26.34,56.21,66.35,81.12

65,16:00-16:15,269.920000,73.590000,6.280000,115.160000,7.780000,30.710000,6.030000,6.180000,259.690000,19.570000,6.030000,74.660000,7.870000,12.07,28.300000,32.67,26.34,40.18575,69,66.86,100.3,24,112,32.66,26.34,32.67,35,20.06,48,26.94,50.57,66.86,79.02

66,16:15-16:30,269.920000,73.590000,6.280000,115.160000,7.780000,30.710000,5.450000,5.590000,259.690000,23.200000,5.450000,74.660000,7.870000,11.93,28.300000,32.67,25.84,33.502738,63,65.81,87.8,22,98,32.66,25.84,32.67,32,17.56,42,27.39,44.64,65.81,77.52

67,16:30-16:45,269.920000,73.590000,6.280000,115.160000,7.780000,30.710000,4.820000,4.940000,259.690000,23.200000,4.820000,74.660000,7.560000,11.47,28.300000,32.67,25.23,26.702822,61,66.11,72.31,19,84,32.66,25.22,32.67,30,14.46,36,27.41,38.57,66.11,75.68

68,16:45-17:00,269.920000,73.590000,6.280000,115.160000,7.780000,30.710000,4.180000,4.290000,259.690000,19.570000,4.180000,74.660000,7.560000,15.66,28.300000,33,24.65,20.273102,55,64.9,58.96,16,74,25,24.65,33,28,11.79,31,13.36,32.17,64.9,73.95

69,17:00-17:15,269.920000,73.590000,6.640000,115.160000,8.400000,30.710000,3.410000,3.500000,259.690000,19.570000,3.410000,74.660000,7.870000,14.65,28.300000,30.48,14.83,12.12879,53,30.17,43.4,13.06,63,20,14.84,22.31,26,8.68,27,13.61,25.6,30.17,44.49

70,17:15-17:30,269.920000,73.590000,6.640000,115.160000,8.400000,30.710000,2.630000,2.680000,259.690000,19.570000,2.630000,74.660000,7.870000,13.66,28.300000,20.15,14.59,8.611928,31,30.13,33.95,12.17,49,15,14.58,10.4,16,6.79,21,14.04,19.21,30.13,43.76

71,17:30-17:45,269.920000,73.590000,6.640000,115.160000,8.400000,30.710000,1.970000,2.020000,259.690000,9.970000,1.970000,74.660000,7.870000,12.66,28.300000,14.3,13.94,4.120866,26,30.16,24.52,9.34,35,8.74,13.95,0.36,13,4.9,15,15.28,12.85,30.16,41.83

72,17:45-18:00,269.920000,73.590000,6.640000,115.160000,8.400000,30.710000,1.340000,1.380000,259.690000,9.970000,1.340000,74.660000,7.870000,11.65,28.300000,5.88,13.44,2.123756,19,29.71,16.27,8,25,2.7,13.44,0,10,3.25,10,15.78,7.18,29.71,40.32

73,18:00-18:15,269.920000,73.590000,7.020000,115.160000,8.400000,30.710000,0.810000,0.830000,259.690000,0.000000,0.810000,74.660000,8.110000,11.05,28.300000,0,13.5,0.68194,11,28.09,11.83,7,14,0,13.51,0,6,2.37,6,15.79,0.94,28.09,40.51

74,18:15-18:30,269.920000,73.590000,7.020000,115.160000,8.400000,30.710000,0.400000,0.410000,259.690000,0.000000,0.400000,74.660000,8.110000,15.74,28.300000,0,13.67,0,6,27.63,7.86,4,7,0,13.67,0,3,1.57,3,10.8,0.31,27.63,41.01

75,18:30-18:45,269.920000,73.590000,7.020000,115.160000,8.400000,30.710000,0.110000,0.110000,259.690000,0.000000,0.110000,74.660000,8.110000,15.31,28.300000,0,14.34,0,0,31.51,3.88,3,0,0,14.33,0,0,0.77,0.15,10.8,0,31.51,43.01

76,18:45-19:00,269.920000,73.590000,7.020000,115.160000,8.400000,30.710000,0.000000,0.000000,259.690000,0.000000,0.000000,74.660000,8.110000,14.53,28.300000,0,14.34,0,0,31.21,0.23,1,0,0,14.33,0,0,0.05,0,11.07,0,31.21,43.01

77,19:00-19:15,269.920000,73.590000,6.090000,115.160000,8.550000,30.690000,0.000000,0.000000,259.690000,0.000000,0.000000,74.660000,7.960000,13.73,28.300000,0,14.5,0,0,30.88,0.1,0,0,0,14.51,0,0,0.02,0,11.22,0,30.88,43.51

78,19:15-19:30,269.920000,73.590000,6.090000,115.160000,8.550000,30.690000,0.000000,0.000000,259.690000,0.000000,0.000000,74.660000,7.960000,13.33,28.300000,0,8.38,0,0,30.22,0.05,0,0,0,8.37,0,0,0.01,0,7.42,0,30.22,25.12

79,19:30-19:45,269.920000,73.590000,6.090000,115.160000,8.550000,29.750000,0.000000,0.000000,259.690000,0.000000,0.000000,74.660000,7.960000,12.67,28.300000,0,8.59,0,0,29.42,0.02,0,0,0,8.59,0,0,0,0,7.42,0,29.42,25.77

80,19:45-20:00,269.920000,73.590000,6.090000,115.160000,8.550000,29.750000,0.000000,0.000000,259.690000,0.000000,0.000000,74.660000,7.960000,11.96,28.300000,0,8.44,0,0,18.67,0,0,0,0,8.44,0,0,0,0,7.42,0,18.67,25.33

81,20:00-20:15,269.920000,73.590000,6.280000,115.160000,8.400000,29.750000,0.000000,0.000000,259.690000,0.000000,0.000000,74.660000,7.960000,13,28.300000,0,7.95,0,0,18.67,0,0,0,0,7.96,0,0,0,0,7.42,0,18.67,23.85

82,20:15-20:30,269.920000,73.590000,6.280000,115.160000,8.400000,29.750000,0.000000,0.000000,259.690000,0.000000,0.000000,74.660000,7.960000,12.32,28.300000,0,7.83,0,0,19.4,0,0,0,0,7.84,0,0,0,0,7.42,0,19.4,23.5

83,20:30-20:45,269.920000,73.590000,6.280000,115.160000,8.400000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.960000,11.55,28.300000,0,7.52,0,0,19.54,0,0,0,0,7.52,0,0,0,0,7.42,0,19.54,22.57

84,20:45-21:00,269.920000,73.590000,6.280000,115.160000,8.400000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.960000,7.2,28.300000,0,7.45,0,0,19.62,0,0,0,0,7.44,0,0,0,0,7.42,0,19.62,22.34

85,21:00-21:15,269.920000,73.590000,6.180000,115.160000,7.940000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.720000,7.2,27.340000,0,7.33,0,0,20.2,0,0,0,0,7.34,0,0,0,0,7.42,0,20.2,22

86,21:15-21:30,269.920000,73.590000,6.180000,115.160000,7.940000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.720000,7.2,27.340000,0,7.33,0,0,15.96,0,0,0,0,7.34,0,0,0,0,7.42,0,15.96,22

87,21:30-21:45,269.920000,73.590000,6.180000,115.160000,7.940000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.720000,7.2,27.340000,0,7.33,0,0,16.66,0,0,0,0,7.34,0,0,0,0,7.42,0,16.66,22

88,21:45-22:00,269.920000,73.590000,6.180000,115.160000,7.940000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.720000,7.2,27.340000,0,7.33,0,0,16.84,0,0,0,0,7.34,0,0,0,0,7.42,0,16.84,22

89,22:00-22:15,269.920000,73.590000,6.090000,115.160000,7.630000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.720000,7.2,29.410000,0,7.33,0,0,16.86,0,0,0,0,7.34,0,0,0,0,7.42,0,16.86,22

90,22:15-22:30,269.920000,73.590000,6.090000,115.160000,7.630000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.720000,7.2,29.410000,0,7.33,0,0,17.04,0,0,0,0,7.34,0,0,0,0,7.42,0,17.04,22

91,22:30-22:45,269.920000,73.590000,6.090000,115.160000,7.630000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.720000,12.32,29.410000,0,8,0,0,17.2,0,0,0,0,7.99,0,0,0,0,10.78,0,17.2,24

92,22:45-23:00,269.920000,73.590000,6.090000,115.160000,7.630000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.720000,11.55,29.410000,0,8.27,0,0,17.21,0,0,0,0,8.27,0,0,0,0,11.54,0,17.21,24.82

93,23:00-23:15,269.920000,73.590000,5.900000,115.160000,7.630000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.560000,11.01,29.450000,0,8.59,0,0,17.36,0,0,0,0,8.6,0,0,0,0,12.22,0,17.36,25.77

94,23:15-23:30,269.920000,73.590000,5.900000,115.160000,7.630000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.560000,10.25,29.450000,0,8.94,0,0,17.39,0,0,0,0,8.93,0,0,0,0,12.89,0,17.39,26.82

95,23:30-23:45,269.920000,73.590000,5.900000,115.160000,7.630000,29.750000,0.000000,0.000000,259.690000,29.750000,0.000000,74.660000,7.560000,9.25,29.450000,0,9.28,0,0,17.54,0,0,0,0,9.27,0,0,0,0,13.22,0,17.54,27.83

