Column1,Block,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/4503,NR/2024/23890/C,NR/2024/23891/C,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5428,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/1868,GNA/WR/2024/11/01/4200,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5444,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/9061,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/5474,NR/2024/23889/C,NR/2024/23769/A/42664,WR/2024/24788/A/42792,NR/2024/23845/A/42685,NR/2024/23420/A/42659,NR/2024/23809/A/42663,Total
25,06:00-06:15,17.27,8.64,0,0,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,0,5.76,0,0.96,0.43,4.8,181.44000000000003

26,06:15-06:30,17.27,8.64,0,0,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,0,5.76,0,0.96,0.43,4.8,181.44000000000003

27,06:30-06:45,17.27,8.64,0,0,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,0,5.76,0,0.96,0.43,4.8,181.44000000000003

28,06:45-07:00,17.27,8.64,0,0,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,0.26,5.76,0,0.96,0.43,4.8,181.70000000000002

29,07:00-07:15,17.27,8.64,0,0,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,0.68,5.76,0,0.96,0.58,4.8,182.27000000000004

30,07:15-07:30,17.27,8.64,0,0,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,1.11,5.76,0,0.96,0.58,4.8,182.70000000000005

31,07:30-07:45,17.27,8.64,0,0,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,1.63,5.76,0,0.96,0.58,4.8,183.22000000000003

32,07:45-08:00,17.27,8.64,0,0,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,2.25,5.76,0,0.96,0.58,4.8,183.84000000000003

33,08:00-08:15,17.27,8.64,0,0,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,2.86,5.76,0,0.96,0.96,4.8,184.83000000000004

34,08:15-08:30,17.27,8.64,0,0,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,3.46,5.76,0,0.96,0.96,4.8,185.43000000000004

35,08:30-08:45,17.27,8.64,0,0,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,4.08,5.76,0,0.96,0.96,4.8,186.05000000000004

36,08:45-09:00,17.27,8.64,0,0,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,4.68,5.76,0,0.96,0.96,4.8,186.65000000000003

37,09:00-09:15,17.27,8.64,42.22,10.56,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,5.2,5.76,0,0.96,0.86,4.8,239.84999999999997

38,09:15-09:30,17.27,8.64,42.22,10.56,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,5.7,5.76,0,0.96,0.86,4.8,240.34999999999997

39,09:30-09:45,17.27,8.64,42.22,10.56,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,6.17,5.76,0,0.96,0.86,4.8,240.81999999999996

40,09:45-10:00,17.27,8.64,42.22,10.56,26.91,25.91,3.39,8.64,0,0,25.91,26.91,25.91,0,0,6.56,5.76,0,0.96,0.86,4.8,241.20999999999998

41,10:00-10:15,17.27,8.64,42.22,8.25,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,6.93,5.76,0,0.96,0.86,4.8,239.18

42,10:15-10:30,17.27,8.64,42.22,8.54,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,7.25,5.76,0,0.96,0.86,4.8,239.79000000000002

43,10:30-10:45,17.27,8.64,42.22,8.83,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,7.51,5.76,0,0.96,0.86,4.8,240.34000000000003

44,10:45-11:00,17.27,8.64,42.22,9.02,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,7.88,5.76,0,0.96,0.86,4.8,240.90000000000003

45,11:00-11:15,17.27,8.64,42.22,9.21,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,8.22,5.76,0,0.96,0.86,4.8,241.43000000000004

46,11:15-11:30,17.27,8.64,42.22,9.4,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,8.1,5.76,0,0.96,0.86,4.8,241.50000000000003

47,11:30-11:45,17.27,8.64,42.22,9.5,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,8.17,5.76,0,0.96,0.86,4.8,241.67

48,11:45-12:00,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,7.86,5.76,0,0.96,0.86,4.8,241.46000000000004

49,12:00-12:15,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,8.01,5.76,0,0.96,0.86,4.8,241.61

50,12:15-12:30,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,8.03,5.76,0,0.96,0.86,4.8,241.63000000000002

51,12:30-12:45,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,7.96,5.76,0,0.96,0.86,4.8,241.56000000000003

52,12:45-13:00,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,7.73,5.76,0,0.96,0.86,4.8,241.33

53,13:00-13:15,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,7.56,5.76,0,0.96,0.77,4.8,241.07000000000002

54,13:15-13:30,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,7.52,5.76,0,0.96,0.77,4.8,241.03000000000003

55,13:30-13:45,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,7.29,5.76,0,0.96,0.77,4.8,240.8

56,13:45-14:00,17.27,8.64,42.22,9.5,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,7.15,5.76,0,0.96,0.77,4.8,240.56

57,14:00-14:15,17.27,8.64,42.22,9.5,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,6.79,5.76,0,0.96,0.96,4.8,240.39

58,14:15-14:30,17.27,8.64,42.22,9.5,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,6.43,5.76,0,0.96,0.96,4.8,240.03

59,14:30-14:45,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,6.1,5.76,0,0.96,0.96,4.8,239.8

60,14:45-15:00,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,5.62,5.76,0,0.96,0.96,4.8,239.32000000000002

61,15:00-15:15,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,5.14,5.76,0,0.96,0.86,4.8,238.74

62,15:15-15:30,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,4.44,5.76,0,0.96,0.86,4.8,238.04000000000002

63,15:30-15:45,17.27,8.64,42.22,9.6,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,3.87,5.76,0,0.96,0.86,4.8,237.47000000000003

64,15:45-16:00,17.27,8.64,42.22,9.69,26.91,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,3.25,5.76,0,0.96,0.86,4.8,236.94

65,16:00-16:15,17.27,8.64,29.94,16.41,24.08,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,2.65,5.76,0,1.92,0.77,4.8,228.82

66,16:15-16:30,17.27,8.64,20.34,12.57,24.08,25.91,3.3,8.64,0,0,25.91,26.91,25.91,0,0,1.95,5.76,0,1.92,0.77,4.8,214.67999999999998

67,16:30-16:45,17.27,8.64,11.13,9.21,24.08,25.91,3.3,8.64,0,0,25.91,24.08,25.91,0,0,1.49,5.76,0,1.92,0.77,4.8,198.82000000000002

68,16:45-17:00,17.27,8.64,3.74,6.43,24.08,25.91,3.3,8.64,0,0,25.91,24.08,25.91,0,0,1.11,5.76,0,1.92,0.77,4.8,188.27

69,17:00-17:15,17.27,8.64,0,0,24.08,25.91,3.3,8.64,0,0,25.91,24.08,25.91,0,0,0.74,5.76,0,1.92,0.58,4.8,177.54

70,17:15-17:30,17.27,8.64,0,0,24.08,25.91,3.3,8.64,0,0,25.91,24.08,25.91,0,0,0.38,5.76,0,1.92,0.58,4.8,177.17999999999998

71,17:30-17:45,17.27,8.64,0,0,18.98,25.91,3.3,8.64,0,0,25.91,18.98,25.91,0,0,0.18,5.76,0,1.92,0.58,4.8,166.78

72,17:45-18:00,17.27,8.64,0,0,18.98,25.91,3.3,8.64,0,0,25.91,18.98,25.91,0,0,0,5.76,0,1.92,0.58,4.8,166.6

73,18:00-18:15,17.27,8.64,0,0,18.98,25.91,3.39,8.64,50,0,25.91,18.98,25.91,150,0,0,5.76,38.38,1.92,0.62,4.8,405.11

74,18:15-18:30,17.27,8.64,0,0,18.98,25.91,3.39,8.64,50,0,25.91,18.98,25.91,150,0,0,5.76,38.38,1.92,0.62,4.8,405.11

75,18:30-18:45,17.27,8.64,0,0,18.98,25.91,3.39,8.64,50,0,25.91,18.98,25.91,150,0,0,5.76,38.38,1.92,0.62,4.8,405.11

76,18:45-19:00,17.27,8.64,0,0,18.98,25.91,3.39,8.64,50,0,25.91,18.98,25.91,150,0,0,5.76,38.38,1.92,0.62,4.8,405.11

77,19:00-19:15,17.27,8.64,0,0,0,25.91,3.48,8.64,50,0,25.91,0,25.91,150,0,0,5.76,38.38,1.92,0.62,4.8,367.24

78,19:15-19:30,17.27,8.64,0,0,0,25.91,3.48,8.64,50,0,25.91,0,25.91,150,0,0,5.76,38.38,1.92,0.62,4.8,367.24

79,19:30-19:45,17.27,8.64,0,0,0,25.91,3.48,8.64,50,0,25.91,0,25.91,150,0,0,5.76,38.38,1.92,0.62,4.8,367.24

80,19:45-20:00,17.27,8.64,0,0,0,25.91,3.48,8.64,50,0,25.91,0,25.91,150,0,0,5.76,38.38,1.92,0.62,4.8,367.24

81,20:00-20:15,17.27,8.64,0,0,0,25.91,3.48,8.64,50,0,25.91,0,25.91,200,0,0,5.76,38.38,1.92,0.62,4.8,417.24

82,20:15-20:30,17.27,8.64,0,0,0,25.91,3.48,8.64,50,0,25.91,0,25.91,200,0,0,5.76,38.38,1.92,0.62,4.8,417.24

83,20:30-20:45,17.27,8.64,0,0,0,25.91,3.48,8.64,50,0,25.91,0,25.91,200,0,0,5.76,38.38,1.92,0.62,4.8,417.24

84,20:45-21:00,17.27,8.64,0,0,0,25.91,3.48,8.64,50,0,25.91,0,25.91,200,0,0,5.76,38.38,1.92,0.62,4.8,417.24

85,21:00-21:15,17.27,8.64,0,0,0,25.91,3.48,8.64,50,0,25.91,0,25.91,200,0,0,5.76,38.38,1.92,0.62,4.8,417.24

86,21:15-21:30,17.27,8.64,0,0,0,25.91,3.48,8.64,50,0,25.91,0,25.91,200,0,0,5.76,38.38,1.92,0.62,4.8,417.24

87,21:30-21:45,17.27,8.64,0,0,0,25.91,3.48,8.64,50,0,25.91,0,25.91,200,0,0,5.76,38.38,1.92,0.62,4.8,417.24

88,21:45-22:00,17.27,8.64,0,0,0,25.91,3.48,8.64,50,0,25.91,0,25.91,200,0,0,5.76,38.38,1.92,0.62,4.8,417.24

89,22:00-22:15,17.27,8.64,0,0,0,25.91,3.48,8.64,50,87.2,25.91,0,25.91,200,261.61,0,5.76,38.38,1.92,0.62,4.8,766.0499999999998

90,22:15-22:30,17.27,8.64,0,0,0,25.91,3.48,8.64,50,87.2,25.91,0,25.91,200,261.61,0,5.76,38.38,1.92,0.62,4.8,766.0499999999998

91,22:30-22:45,17.27,8.64,0,0,0,25.91,3.48,8.64,50,87.2,25.91,0,25.91,200,261.61,0,5.76,38.38,1.92,0.62,4.8,766.0499999999998

92,22:45-23:00,17.27,8.64,0,0,0,25.91,3.48,8.64,50,87.2,25.91,0,25.91,200,261.61,0,5.76,38.38,1.92,0.62,4.8,766.0499999999998

93,23:00-23:15,17.27,8.64,0,0,0,25.91,3.48,8.64,50,87.2,25.91,0,25.91,200,261.61,0,5.76,38.38,1.92,0.62,4.8,766.0499999999998

94,23:15-23:30,17.27,8.64,0,0,0,25.91,3.48,8.64,50,87.2,25.91,0,25.91,200,261.61,0,5.76,38.38,1.92,0.62,4.8,766.0499999999998

95,23:30-23:45,17.27,8.64,0,0,0,25.91,3.48,8.64,50,87.2,25.91,0,25.91,200,261.61,0,5.76,38.38,1.92,0.62,4.8,766.0499999999998

96,23:45-24:00,17.27,8.64,0,0,0,25.91,3.48,8.64,50,87.2,25.91,0,25.91,200,261.61,0,5.76,38.38,1.92,0.62,4.8,766.0499999999998

