Column1,Time,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/8954,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/8068,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/3877,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/05/01/9252,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/2474,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/16/9317,GNA/NR/2025/05/01/6957,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/16/1698,GNA/NR/2025/05/01/6363,L_NR_2019_19
64,15:45-16:00,42.82,75.9,0,29.67,116.32,75.9,53,47,59,27,29,33,33,49.6,23.27,88.99,29.67,28.67,33,8.88,0,0,26.7,31.28,26.7,5.98,10.63,6.93,69.15,7.79,11.85,115.53,201.31,100.65,28.98,273.16,13.53,10.18,17.56,8.86,7.86,0,0,0,0,14.49,82.12,164.24,10.18,0,0,20.53,0,56.86

65,16:00-16:15,43.02,76.63,0,30,106.63,76.63,48,42,54,24,25,33,25,38.97,21.33,90,30,28.67,33,4.35,0,0,26.7,31.28,26.7,3.24,10.63,6.93,69.15,7.79,12.21,73.62,220.63,100.65,28.98,273.16,13.53,8.84,17.56,9.25,6.83,0,0,0,0,14.49,82.12,164.24,8.84,0,0,20.53,0,51.36

66,16:15-16:30,42.82,76.27,0,30.33,96.82,76.27,41,37,51,21,21,33,20,34.55,19.36,91.01,30.33,29,33,4.35,0,0,26.7,31.28,26.7,3.24,10.63,6.93,69.15,7.79,12.21,73.32,239.95,100.65,28.98,273.16,13.53,7.31,17.56,9.25,5.64,0,0,0,0,14.49,82.12,164.24,7.31,0,0,20.53,0,46.04

67,16:30-16:45,46.62,77,0,30.67,87.28,77,31,28,43,16,15,33,15,24.04,17.46,91.99,30.67,32.27,33,4.35,0,0,26.7,31.28,26.7,3.24,10.63,6.93,69.15,7.79,12.21,72.38,261.43,100.65,28.98,273.16,13.53,6.51,17.56,9.25,5.03,0,0,0,0,14.49,82.12,164.24,6.51,0,0,20.53,0,43.27

68,16:45-17:00,46.62,77.73,0,31,77.61,77.73,27,24,38,13,13,33,12,22.6,15.52,93,31,32.63,33,4.35,0,0,26.7,31.28,26.7,3.24,10.63,6.93,69.15,7.79,12.21,71.67,261.43,100.65,28.98,273.16,13.53,5.59,17.56,9.25,4.32,0,0,0,0,14.49,82.12,164.24,5.59,0,0,20.53,0,37.16

69,17:00-17:15,46.62,77.73,0,31.33,52.14,77.73,22,19,29,11,11,33,10,20.43,10.43,94.01,31.33,33,33,4.35,0,0,26.7,31.28,26.7,3.24,10.63,7.12,69.15,8.57,12.66,71.14,239.95,100.65,28.98,273.16,13.53,3.43,17.56,9.63,2.65,0,0,0,0,14.49,82.12,164.24,3.43,0,0,20.53,0,31.11

70,17:15-17:30,46.62,79.2,0,31.67,44.26,79.2,18,16,23,9,8,31.28,8,17.58,8.85,94.99,31.67,33,33,4.35,0,0,26.7,31.28,26.7,3.24,10.63,7.12,69.15,8.57,12.66,70.46,239.95,100.65,28.98,273.16,13.53,3.23,17.56,9.63,2.49,0,0,0,0,14.49,82.12,164.24,3.23,0,0,20.53,0,25.19

71,17:30-17:45,46.62,79.2,0,31.67,36.11,79.2,12,10,17,6,7,22.49,1,12.94,7.22,94.99,31.67,33,23.19,4.35,0,0,26.7,31.28,26.7,3.24,10.63,7.12,69.15,8.57,12.66,70.46,239.95,100.65,28.98,273.16,13.53,2.47,17.56,9.63,1.91,0,0,0,0,14.49,82.12,164.24,2.47,0,0,20.53,0,19.65

72,17:45-18:00,46.62,80.67,0,31.67,28.14,80.67,10,7,13,5,6,14.74,0,8.76,5.63,94.99,31.67,33,13.79,4.35,0,0,26.7,31.28,26.7,3.24,10.63,7.12,69.15,8.57,12.66,70.46,201.31,100.65,28.98,273.16,13.53,1.9,17.56,9.63,1.47,0,0,0,0,14.49,82.12,164.24,1.9,0,0,20.53,0,14.31

73,18:00-18:15,46.62,81.03,0,33.5,16.1,81.03,7,3,8,3,5,0,0,4.14,3.22,100.5,33.5,33,0,4.35,28.98,5.8,26.7,30.28,26.7,3.24,10.63,7.12,60.08,9.35,13.36,70.46,201.31,100.65,28.98,273.16,13.53,1.37,17.56,10.02,1.06,67.63,0,0,5.8,14.49,82.12,164.24,1.37,0,19.32,20.53,14.49,7.42

74,18:15-18:30,46.62,81.03,0,33.5,0.67,81.03,4,1,5,2,3,0,0,2.64,0.13,100.5,33.5,33,0,4.35,28.98,5.8,26.7,30.28,26.7,3.24,10.63,7.12,69.15,9.35,13.36,70.46,201.31,100.65,28.98,273.16,13.53,0.92,17.56,10.02,0.71,67.63,0,0,5.8,14.49,82.12,164.24,0.92,0,19.32,20.53,14.49,4.53

75,18:30-18:45,46.02,81.03,0,33.5,0.67,81.03,1,0,2,1,1,0,0,1.19,0.13,100.5,33.5,33.37,0,4.35,28.98,5.8,26.7,30.28,26.7,3.24,10.63,7.12,69.15,9.35,13.36,70.46,201.31,100.65,28.98,273.16,13.53,0,17.56,10.02,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,2.01

76,18:45-19:00,46.22,81.03,0,33.33,0.67,81.03,0,0,1,0,1,0,0,0.48,0.13,100.01,33.33,33.37,0,4.35,28.98,5.8,26.7,31.28,26.7,3.24,10.63,7.12,69.15,9.35,13.36,115.53,201.31,100.65,28.98,273.16,13.53,0,17.56,10.02,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0.08

77,19:00-19:15,46.02,82.13,0,33.17,0.67,82.13,0,0,0,0,0,0,0,0,0.13,99.49,33.17,33.37,0,11.01,28.98,5.8,26.7,31.28,26.7,7.72,10.63,7.12,69.15,10.12,14.25,70.46,201.31,100.65,28.98,273.16,13.53,0,26.08,10.4,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

78,19:15-19:30,46.82,83.6,0,33,0,83.6,0,0,0,0,0,0,0,0,0,99,33,33.37,0,11.01,28.98,5.8,26.7,31.28,26.7,7.72,10.63,7.12,69.15,10.12,14.25,70.46,201.31,100.65,28.98,273.16,13.53,0,26.08,10.4,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

79,19:30-19:45,46.42,84.33,0,34.65,0,84.33,0,0,0,0,0,0,0,0,0,103.95,34.65,36.7,0,11.01,28.98,5.8,29,30.78,25.55,7.72,10.63,7.12,69.15,10.12,13.23,66.28,201.31,100.65,28.98,273.16,13.53,0,26.08,10.4,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

80,19:45-20:00,46.02,85.07,0,34.48,0,85.07,0,0,0,0,0,0,0,0,0,103.41,34.48,36.7,0,11.01,28.98,5.8,29,30.78,25.55,7.72,10.63,7.12,69.15,10.12,13.23,66.28,201.31,100.65,28.98,273.16,13.53,0,26.08,10.4,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

81,20:00-20:15,47.02,86.9,0,34.48,0,86.9,0,0,0,0,0,0,0,0,0,103.41,34.48,36.7,0,11.01,28.98,5.8,29.5,30.28,24.6,7.72,10.63,0,69.15,7.01,13.68,66.28,201.31,100.65,28.98,273.16,13.53,0,26.08,10.02,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

82,20:15-20:30,47.02,85.8,0,34.3,0,85.8,0,0,0,0,0,0,0,0,0,102.9,34.3,36.7,0,11.01,28.98,5.8,29.5,30.28,24.6,7.72,10.63,0,69.15,8.96,13.68,66.28,201.31,100.65,28.98,273.16,13.53,0,26.08,10.02,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

83,20:30-20:45,43.02,86.17,0,35.65,0,86.17,0,0,0,0,0,0,0,0,0,106.93,35.65,36.7,0,15.54,28.98,5.8,29.5,30.28,24.6,10.46,10.63,0,69.15,8.96,13.68,66.28,201.31,100.65,28.98,273.16,13.53,0,26.08,10.02,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

84,20:45-21:00,43.02,86.17,0,35.1,0,86.17,0,0,0,0,0,0,0,0,0,105.28,35.1,36.7,0,15.54,28.98,5.8,29.5,30.28,24.6,10.46,10.63,0,69.15,8.96,13.68,66.28,201.31,100.65,28.98,273.16,13.53,0,26.08,10.02,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

85,21:00-21:15,43.02,85.43,0,39.33,0,85.43,0,0,0,0,0,0,0,0,0,118.01,39.33,36.7,0,15.54,28.98,5.8,29.5,28.26,29.5,10.46,10.63,0,69.15,8.96,13.68,66.28,201.31,100.65,28.98,273.16,13.53,0,26.08,9.63,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

86,21:15-21:30,43.02,85.8,0,39.33,0,85.8,0,0,0,0,0,0,0,0,0,118.01,39.33,36.7,0,15.54,28.98,5.8,29.5,28.26,29.5,10.46,10.63,0,69.15,8.96,13.68,66.28,201.31,100.65,28.98,273.16,13.53,0,26.08,9.63,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

87,21:30-21:45,43.02,86.53,0,39.33,0,86.53,0,0,0,0,0,0,0,0,0,118.01,39.33,36.7,0,15.54,28.98,5.8,29.5,27.76,29.5,10.46,10.63,0,87.14,8.96,13.68,66.28,261.43,100.65,28.98,273.16,13.53,0,26.08,9.63,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

88,21:45-22:00,42.02,87.63,0,39.33,0,87.63,0,0,0,0,0,0,0,0,0,118.01,39.33,36.7,0,15.54,28.98,5.8,29.5,27.76,29.5,10.46,10.63,0,87.14,8.96,13.68,66.28,261.43,100.65,28.98,273.16,13.53,0,26.08,9.63,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

89,22:00-22:15,41.02,85.79,0,39.33,0,85.79,0,0,0,0,0,0,0,0,0,118.01,39.33,36.7,0,11.01,28.98,5.8,29.5,28.26,29.5,7.72,10.63,0,87.14,8.57,13.5,66.28,261.43,100.65,28.98,273.16,13.53,0,26.08,9.4,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

90,22:15-22:30,39.82,83.73,0,39.33,0,83.73,0,0,0,0,0,0,0,0,0,118.01,39.33,36.7,0,11.01,28.98,5.8,29.5,28.26,29.5,7.72,10.63,0,87.14,8.57,13.5,66.28,261.43,100.65,28.98,273.16,13.53,0,26.08,9.4,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

91,22:30-22:45,39.62,84.12,0,35.4,0,84.12,0,0,0,0,0,0,0,0,0,106.2,35.4,33.03,0,11.01,28.98,5.8,29.5,28.26,29.5,7.72,10.63,0,69.15,8.57,13.5,66.28,201.31,100.65,28.98,273.16,13.53,0,26.08,9.4,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

92,22:45-23:00,39.42,82.86,0,35.4,0,82.86,0,0,0,0,0,0,0,0,0,106.2,35.4,33.03,0,11.01,28.98,5.8,29.5,27.76,29.5,7.72,10.63,0,69.15,8.57,13.5,66.28,201.31,100.65,28.98,273.16,13.53,0,26.08,9.4,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

93,23:00-23:15,39.02,81.7,0,35.4,0,81.7,0,0,0,0,0,0,0,0,0,106.2,35.4,33.03,0,11.01,28.98,5.8,29.5,28.76,29.5,7.72,10.63,0,49.18,8.57,13.23,66.28,145.57,100.65,28.98,273.16,13.53,0,26.08,9.4,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

94,23:15-23:30,39.02,79.42,0,35.4,0,79.42,0,0,0,0,0,0,0,0,0,106.2,35.4,33.03,0,11.01,28.98,5.8,29.5,28.76,29.5,7.72,10.63,0,49.18,8.57,13.23,66.28,145.57,100.65,28.98,273.16,13.53,0,26.08,9.4,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

95,23:30-23:45,38.82,79.08,0,35.4,0,79.08,0,0,0,0,0,0,0,0,0,106.2,35.4,33.03,0,11.01,28.98,5.8,29.5,28.76,29.5,7.72,10.63,0,49.18,8.57,13.23,66.28,145.57,100.65,28.98,273.16,13.53,0,26.08,9.4,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

96,23:45-24:00,39.02,79.53,0,35.4,0,79.53,0,0,0,0,0,0,0,0,0,106.2,35.4,33.03,0,11.01,28.98,5.8,29.5,28.76,29.5,7.72,10.63,0,49.18,8.57,13.23,66.28,145.57,100.65,28.98,273.16,13.53,0,26.08,9.4,0,67.63,0,0,5.8,14.49,82.12,164.24,0,0,19.32,20.53,14.49,0

