Block,Time Block,NLCIIST1,NJPC,NLCIIST2,NAPP,NLCEXP,KHSTPP-I,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KUDGI,KISHANGANGA,KGSU1AND2,KGSU3AND4,FSTPP I & II,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_CRF,ANTA_CRF,AURY_RF,DADRI_GF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,ANTA_GF,DHAULIGNGA,DULHASTI,DADRT2,VALLURNTECL,JHAJJAR,UNCHAHAR2,UNCHAHAR4,TALST2,TEHRI,TANAKPUR,UNCHAHAR1,TANDA2,TALA,UNCHAHAR3,TelanganaSTPP,URI2,URI,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,RAPPB,RAMPUR,RAPPC,NTPL,PARBATI3,SIMHST2,RIHAND1,SINGRAULI_HYDRO,SALAL,SEWA2,SINGRAULI,RSTPSU1TO6,RSTPSU7,RIHAND3,SASAN,RIHAND2,SIMHST1,NLCTS2EXP,NNTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
17,04:00-04:15,0,0,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,316.19,0,268.1,37.23,0,0,0,2.22,18.64,0,0,23.12,0,28.42,34.44,12.52,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,25.66,0,134.1,0,0,59.67,378,114.01,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,316.19,0,268.1,37.23,0,0,0,2.22,18.64,0,0,23.12,0,28.42,34.44,12.52,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,25.66,10.11,134.1,0,0,59.67,378,114.01,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,316.94,0,267.27,35.13,0,0,11.25,2.22,18.42,0,0,21.73,0,28.42,34.44,12.52,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,378,114.01,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,316.94,0,267.27,35.13,0,0,11.25,2.22,18.42,0,0,21.73,0,28.42,34.44,12.52,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,25.66,15.18,134.1,0,0,59.67,378,114.01,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,316.94,0,268.1,40.69,0,0,22.5,2.22,20.02,0,0,25.33,0,28.42,34.44,6.26,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,378,114.01,0,0,0,0,0,0,0,0

22,05:15-05:30,0,19.08,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,316.94,0,268.1,40.69,0,0,33.74,2.22,20.02,0,0,25.34,0,28.42,34.44,6.26,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,378,114.01,0,0,0,0,0,0,0,0

23,05:30-05:45,0,41.82,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,8.77,15.82,344.99,0,287.1,40.69,0,0,33.74,2.22,20.02,0,0,25.34,0,28.42,34.44,6.26,0,0,19.2,0,0,0,24.61,0,0,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,378,114.01,0,0,0,0,0,0,0,0

24,05:45-06:00,0,67.36,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,8.77,15.82,325.79,0,287.69,40.69,0,0,33.74,0.24,20.02,0,0,25.34,0,28.42,34.44,6.26,0,2.55,19.2,12.51,0,0,24.61,0,0,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,378,114.01,0,0,0,0,0,0,0,0

25,06:00-06:15,0,67.36,0,19.48,0,43.71,0,8.52,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,8.77,15.82,435.38,0,306.89,40.69,0,0,33.74,0.24,20.02,0,0,25.34,0,28.42,38.16,12.52,9.29,12.64,19.2,12.89,0,0,24.61,0,0,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,378,114.01,0,0,0,0,0,0,0,0

26,06:15-06:30,0,89.82,0,19.48,0,43.71,0,17.04,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,17.54,31.64,435.38,0,364.49,40.69,0,0,45,0.24,20.02,0,0,25.34,0,28.42,38.16,12.52,18.58,25.29,19.2,26.93,0,0,24.61,0,3.67,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,378,114.01,0,0,0,0,0,0,0,0

27,06:30-06:45,0,112.27,0,19.48,0,43.71,0,37.49,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,26.31,47.45,435.38,0,399.27,40.69,0,0,45,0.24,20.02,0,0,25.34,0,28.42,38.16,18.78,27.9,37.93,19.2,40.46,0,0,24.61,0,3.67,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,387.45,114.01,0,0,0,0,0,0,0,0

28,06:45-07:00,0,134.74,0,19.48,0,43.71,0,37.49,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,26.31,47.45,435.38,0,417.26,40.69,0,0,45,0.24,20.02,0,0,25.34,0,28.42,38.16,18.78,27.9,37.93,19.2,40.46,0,0,24.61,0,15.88,0,88.32,0.72,66.93,15.18,134.1,0,0,59.67,394.09,114.01,0,0,0,0,0,0,0,0

29,07:00-07:15,0,134.74,0,19.48,0,43.71,0,37.49,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,26.31,47.45,435.38,0,417.26,40.69,0,0,45,0.24,14.8,0,0,25.34,0,28.42,34.44,18.78,27.9,37.93,19.2,40.46,0,0,24.61,0,15.88,0,88.32,0.72,66.93,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

30,07:15-07:30,0,134.74,0,19.48,0,43.71,0,37.49,142.37,0,0,0,0,0,0,0,17.47,0,0,0,0,0,0,0,0,0,0,0,0,26.31,47.45,356.38,0,357.28,35.08,0,0,45,0.24,14.8,0,0,21.84,0,28.42,34.44,18.78,27.9,37.93,19.2,40.46,0,0,24.61,0,15.88,0,88.32,0.72,66.93,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

31,07:30-07:45,0,134.74,0,19.48,0,43.71,0,37.49,142.37,0,0,0,0,0,0,0,15.69,0,0,0,0,0,0,0,0,0,0,0,0,26.31,47.45,312.13,0,286.68,29.05,0,0,45,5.53,12.95,0,0,17.42,0,28.42,34.44,18.78,27.9,37.93,19.2,40.46,0,0,24.61,0,0,0,88.32,0.72,66.93,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

32,07:45-08:00,0,134.74,0,19.48,0,34.7,0,37.49,107.43,0,0,0,0,0,0,0,12.84,0,0,0,0,0,0,0,0,0,0,0,0,26.31,47.45,312.13,0,231.62,27.62,0,0,45,5.53,12.95,0,0,17.32,0,28.42,34.44,18.78,27.9,37.93,19.2,40.46,0,0,24.61,0,0,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

33,08:00-08:15,0,112.27,0,19.48,0,28.59,0,17.04,85,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,17.54,31.64,312.13,0,231.62,22.66,0,0,45,5.53,12.77,0,0,15.02,0,28.42,38.16,6.26,18.58,37.93,19.2,40.46,0,0,24.61,0,0,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

34,08:15-08:30,0,89.82,0,19.48,0,28.59,0,8.52,88.42,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,17.54,15.82,312.13,0,231.62,22.38,0,0,45,5.53,12.77,0,0,13.94,0,28.42,38.16,6.26,9.29,37.93,19.2,40.46,0,0,24.61,0,0,0,88.32,0.72,12.83,15.18,134.1,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

35,08:30-08:45,0,67.36,0,19.48,0,28.59,0,8.52,89.32,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,8.77,0,312.13,0,231.62,22.38,0,0,45,5.53,12.77,0,0,13.94,0,28.42,38.16,6.26,0,25.29,19.2,40.46,0,0,24.61,0,0,0,75.21,0.72,12.83,15.18,122.18,0,0,59.67,394.2,91.48,0,0,0,0,0,0,0,0

36,08:45-09:00,0,44.91,0,19.48,0,28.86,0,8.52,90.04,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,0,8.77,0,312.13,0,231.62,22.38,0,0,33.74,5.53,12.77,0,0,13.94,0,28.42,38.16,6.26,0,12.64,19.2,40.46,0,0,24.61,0,0,0,75.21,0.72,12.83,15.18,122.18,0,0,59.67,394.2,91.48,0,0,0,0,0,0,0,0

37,09:00-09:15,0,44.91,0,19.48,0,27.49,0,8.52,78.31,0,0,0,0,0,0,0,11.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.5,0,231.62,22.38,0,0,33.74,0.24,13.28,0,0,13.94,0,28.42,34.97,6.26,0,12.64,19.2,23.51,0,0,24.61,0,0,0,75.21,0.72,12.83,15.18,122.18,0,0,59.67,394.2,91.48,0,0,0,0,0,0,0,0

38,09:15-09:30,0,22.45,0,19.48,0,27.49,0,8.52,83.66,0,0,0,0,0,0,0,11.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.5,0,231.62,22.38,0,0,22.5,0.24,13.28,0,0,13.94,0,28.42,34.97,6.26,0,12.64,19.2,23.51,0,0,24.61,0,0,0,75.21,0.72,12.83,15.18,122.18,0,0,59.67,394.2,91.48,0,0,0,0,0,0,0,0

39,09:30-09:45,0,22.45,0,19.48,0,27.49,0,8.52,83.66,0,0,0,0,0,0,0,11.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.5,0,231.62,22.38,0,0,11.25,0.24,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,11.76,0,0,24.61,0,0,0,75.21,0.72,12.83,15.18,122.18,0,0,59.67,394.2,91.48,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,19.48,0,27.49,0,8.52,83.66,0,0,0,0,0,0,0,11.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.5,0,231.62,22.38,0,0,11.25,0.24,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,75.21,0.72,12.83,10.11,122.18,0,0,59.67,394.2,91.48,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0.24,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,75.21,0.72,12.83,3.2,122.18,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0.24,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,75.21,0.72,12.83,3.2,122.18,0,0,59.67,394.2,114.01,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,68.14,0.72,12.83,3.2,104.07,0,0,59.67,394.2,98.23,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,54.19,0.72,12.83,3.2,104.07,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,12.83,3.2,73.76,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,12.83,3.2,73.76,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,12.83,3.2,73.76,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,12.83,3.2,73.76,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,25.66,3.2,73.76,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,25.66,3.2,73.76,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,25.66,3.2,73.76,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,25.66,3.2,73.76,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,25.66,3.2,73.76,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,25.66,3.2,73.76,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,25.66,3.2,101.41,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,25.66,3.2,101.41,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,0,0.49,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,25.66,3.2,104.07,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.53,0,228.91,22.38,0,0,10.94,0.49,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,25.66,3.2,104.07,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,302.53,0,228.91,22.38,0,0,11.13,0.49,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,25.66,3.2,104.07,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,19.48,0,24.5,0,8.52,78.31,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82,302.53,0,228.91,22.38,0,0,22.5,0.49,13.28,0,0,13.94,0,28.42,34.97,6.26,0,0,19.2,0,0,0,24.61,0,0,0,49.04,0.72,25.66,3.2,104.07,0,0,43.76,394.2,75.71,0,0,0,0,0,0,0,0

