Block,Time Block,NLCIIST2,NLCIIST1,NLCEXP,NJPC,KKNPPU2,KOLDAM,KHSTPP-II,KISHANGANGA,KKNP,MAPS,KOTESHWR,NAPP,KUDGI,KHSTPP-I,DADRI_LF,DADRI_RF,DADRI_GF,BSIUL,BRBCL,CHAMERA2,CHAMERA1,DULHASTI,DADRT2,DHAULIGNGA,JHAJJAR,KGSU3AND4,FSTPP I & II,KGSU1AND2,ANTA_RF,ANTA_LF,AURY_LF,AURY_GF,AURY_RF,ANTA_CRF,ANTA_GF,DADRI_CRF,AURY_CRF,VALLURNTECL,URI2,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,UNCHAHAR2,URI,TEHRI,TANAKPUR,SINGRAULI_HYDRO,TANDA2,SIMHST2,TelanganaSTPP,TALA,SINGRAULI,TALST2,CHAMERA3,RAPPB,RIHAND2,SASAN,RIHAND1,SIMHST1,RAMPUR,RSTPSU1TO6,NLCTS2EXP,RAPPC,RSTPSU7,NNTPP,SALAL,SEWA2,NTPL,RIHAND3,PARBATI3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,0,0,0,161.84,0,3.88,52.67,1.39,0,0,37.42,43.68,0,24.72,0,0,0,0,14.18,28.55,27.21,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,35.2,11.85,0,14.53,23.28,42.77,68.64,12.59,0,0,0,0,10.11,105.62,0,20.7,0,117.88,333.41,44.84,0,3.43,0,0,58.33,0,0,81.03,0,0,123.58,3.4,0,0,0,0,0

13,03:00-03:15,0,0,0,161.84,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,13.57,28.55,27.21,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,42.77,68.64,11.17,0,0,0,0,10.11,105.62,0,20.7,0,117.88,333.41,44.84,0,3.43,0,0,58.33,0,0,76.88,0,0,123.58,3.4,0,0,0,0,0

14,03:15-03:30,0,0,0,161.84,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,13.85,28.55,27.21,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,47.58,68.64,11.17,0,0,0,0,10.11,105.62,0,20.7,0,117.88,333.41,44.84,0,3.43,0,0,58.33,0,0,76.88,0,0,123.58,3.4,0,0,0,0,0

15,03:30-03:45,0,0,0,161.84,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,13.71,28.55,27.21,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,47.58,68.64,11.17,0,0,0,0,9.97,105.62,0,16.34,0,117.88,333.41,44.84,0,3.43,0,0,58.33,0,0,76.88,0,0,123.58,3.4,0,0,0,0,0

16,03:45-04:00,0,0,0,161.84,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,17.18,21.68,27.21,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,47.58,68.64,11.17,0,0,0,0,9.97,105.62,0,16.34,0,117.88,333.41,44.84,0,3.43,0,0,58.33,0,0,76.88,0,0,123.58,3.4,0,0,0,0,0

17,04:00-04:15,0,0,0,161.84,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,16.57,21.68,27.21,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,42.77,68.64,11.17,0,0,0,0,9.97,105.62,0,16.34,0,117.88,333.41,44.84,0,3.43,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

18,04:15-04:30,0,0,0,161.84,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,17.63,21.68,27.21,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,42.77,68.64,11.17,0,0,0,0,9.97,105.62,0,16.34,0,117.88,333.41,44.84,0,3.43,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

19,04:30-04:45,0,0,0,161.84,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,19.37,21.68,27.21,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,68.64,11.17,0,0,0,0,9.82,105.62,0,16.34,0,117.88,333.41,44.84,0,3.43,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

20,04:45-05:00,0,0,0,161.84,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,19.37,21.68,27.21,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,47.58,68.64,11.17,0,0,0,0,9.68,105.62,0,16.34,0,117.88,333.41,44.84,0,3.43,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

21,05:00-05:15,0,0,0,136.28,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,19.37,21.68,27.21,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,47.58,68.09,11.17,0,0,0,0,9.54,105.62,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

22,05:15-05:30,0,0,0,136.28,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,19.37,21.68,27.21,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.17,0,0,0,0,9.39,105.62,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

23,05:30-05:45,0,0,0,136.28,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,19.37,21.68,27.21,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.17,0,0,0,0,9.11,105.62,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,6.81,0,0,0,0,0

24,05:45-06:00,0,0,0,136.28,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,19.37,21.68,25.25,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.17,0,0,0,0,8.82,105.62,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,52.41,0,0,0,0,0

25,06:00-06:15,0,0,0,136.28,0,3.88,70.8,1.39,0,0,28.07,43.68,0,30.39,0,0,0,0,19.37,21.68,25.25,52.1,365.45,39.13,111.47,0,10.44,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.17,0,0,0,0,8.68,105.62,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,52.41,0,0,0,0,0

26,06:15-06:30,0,0,0,136.28,0,3.88,70.8,1.39,0,0,28.07,43.68,0,30.39,0,0,0,0,19.37,21.68,13.01,52.1,365.45,39.13,111.47,0,10.44,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,47.58,65.87,11.17,0,0,0,0,8.54,105.62,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,52.41,0,0,0,0,0

27,06:30-06:45,0,0,0,136.28,0,3.88,70.8,1.39,0,0,28.07,43.68,0,30.39,0,0,0,0,19.37,21.68,13.01,52.1,365.45,39.13,111.47,0,10.44,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,47.58,65.87,11.17,0,0,0,0,8.54,105.62,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,52.41,0,0,0,0,0

28,06:45-07:00,0,0,0,136.28,0,3.88,70.8,1.39,0,0,28.07,43.68,0,30.39,0,0,0,0,19.34,21.68,12.62,52.1,365.45,39.13,111.47,0,10.44,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.17,0,0,0,0,8.54,105.62,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,52.41,0,0,0,0,0

29,07:00-07:15,0,0,0,136.28,0,3.88,70.8,1.39,0,0,28.07,43.68,0,30.39,0,0,0,0,19.37,21.68,12.62,52.1,365.45,39.13,111.47,0,10.44,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.17,0,0,0,0,8.54,110.89,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,40.83,0,0,0,0,0

30,07:15-07:30,0,0,0,136.28,0,3.88,70.8,1.39,0,0,28.07,43.68,0,30.39,0,0,0,0,19.37,21.68,12.62,52.1,365.45,39.13,111.47,0,10.44,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.17,0,0,0,0,8.68,116.18,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,6.81,0,0,0,0,0

31,07:30-07:45,0,0,0,136.28,0,3.88,70.8,1.39,0,0,28.07,43.68,0,30.39,0,0,0,0,19.37,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.17,0,0,0,0,8.82,120.7,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,4.09,0,0,0,0,0

32,07:45-08:00,0,0,0,136.28,0,3.88,70.8,1.39,0,0,28.07,43.68,0,30.39,0,0,0,0,18.94,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.17,0,0,0,0,8.82,120.7,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,4.09,0,0,0,0,0

33,08:00-08:15,0,0,0,136.28,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,19.37,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.17,0,0,0,0,8.68,120.7,0,16.34,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,17.01,0,0,0,0,0

34,08:15-08:30,0,0,0,136.28,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,19.37,28.55,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.17,0,0,0,0,8.68,120.7,0,20.7,0,117.88,333.41,44.84,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,17.01,0,0,0,0,0

35,08:30-08:45,0,0,0,136.28,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,19.37,28.55,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.41,0,0,0,0,8.82,109.37,0,20.7,0,117.88,333.41,32.06,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

36,08:45-09:00,0,0,0,136.28,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,19.37,28.55,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.41,0,0,0,0,8.82,109.37,0,20.7,0,117.88,333.41,32.06,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

37,09:00-09:15,0,0,0,136.28,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,19.37,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.53,0,0,0,0,8.82,109.37,0,16.34,0,117.88,333.41,32.06,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

38,09:15-09:30,0,0,0,136.28,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,0,19.37,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.53,0,0,0,0,8.82,109.37,0,16.34,0,117.88,333.41,32.06,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

39,09:30-09:45,0,0,0,136.28,0,3.88,58.94,1.39,0,0,28.07,43.68,0,29.29,0,0,0,0,19.37,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.53,0,0,0,0,8.82,109.37,0,16.34,0,117.88,333.41,32.06,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

40,09:45-10:00,0,0,0,136.28,0,3.88,65.21,1.39,0,0,28.07,43.68,0,29.29,0,0,0,0,18.62,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.53,0,0,0,0,8.82,109.37,0,16.34,0,117.88,333.41,32.06,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

41,10:00-10:15,0,0,0,136.28,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,6.39,18.86,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.53,0,0,0,0,8.82,82.76,0,16.34,0,104.16,333.41,45.51,0,2.97,0,0,58.33,0,0,76.88,0,0,123.58,14.97,0,0,0,0,0

42,10:15-10:30,0,0,0,136.28,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,6.39,19.37,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.53,0,0,0,0,8.82,82.76,0,16.34,0,104.16,333.41,45.51,0,2.97,0,0,58.33,0,0,76.88,0,0,119.09,14.97,0,0,0,0,0

43,10:30-10:45,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,6.39,15.15,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.53,0,0,0,0,8.82,94.1,0,16.34,0,104.16,333.41,45.51,0,2.69,0,0,58.33,0,0,76.88,0,0,103.59,14.97,0,0,0,0,0

44,10:45-11:00,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,6.39,15.62,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,65.87,11.53,0,0,0,0,11.33,94.1,0,16.34,0,104.16,333.41,45.51,0,2.69,0,0,58.33,0,0,76.88,0,0,100.69,14.97,0,0,0,0,0

45,11:00-11:15,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,12.63,17.1,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,68.64,11.53,0,0,0,0,11.33,94.1,0,16.34,0,104.16,333.41,45.51,0,2.69,0,0,58.33,0,0,76.88,0,0,100.69,14.97,0,0,0,0,0

46,11:15-11:30,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,12.63,14.18,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,68.64,11.53,0,0,0,0,11.33,94.1,0,16.34,0,104.16,333.41,45.51,0,2.69,0,0,58.33,0,0,76.88,0,0,100.69,14.97,0,0,0,0,0

47,11:30-11:45,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,12.63,14.04,21.68,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,68.64,11.53,0,0,0,0,11.33,98.64,0,10.35,0,104.16,333.41,45.51,0,2.69,0,0,58.33,0,0,76.88,0,0,99.72,3.4,0,0,0,0,0

48,11:45-12:00,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,12.63,17.52,14.28,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,68.64,11.53,0,0,0,0,11.33,98.64,0,10.35,0,104.16,333.41,45.51,0,2.69,0,0,58.33,0,0,76.88,0,0,99.72,3.4,0,0,0,0,0

49,12:00-12:15,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,12.63,19.37,14.28,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,51.49,11.53,0,0,0,0,11.33,77.28,0,10.35,0,104.16,333.41,45.51,0,2.69,0,0,58.33,0,0,76.88,0,0,99.72,3.4,0,0,0,0,0

50,12:15-12:30,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,12.63,19.37,14.28,0,52.1,365.45,39.13,111.47,0,8.23,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,34.32,11.53,0,0,0,0,11.33,77.28,0,10.35,0,104.16,333.41,45.51,0,2.69,0,0,58.33,0,0,76.88,0,0,99.72,3.4,0,0,0,0,0

51,12:30-12:45,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,6.31,16.61,14.28,0,52.1,365.45,39.13,111.47,0,8.15,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,34.32,11.53,0,0,0,0,11.33,77.28,0,10.35,0,117.88,366.09,45.51,0,2.69,0,0,58.33,0,0,76.88,0,0,123.58,3.4,0,0,0,0,0

52,12:45-13:00,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,6.31,17.8,14.28,0,52.1,365.45,39.13,111.47,0,8.15,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,34.32,11.53,0,0,0,0,11.33,89.36,0,10.35,0,117.88,373.72,45.51,0,2.69,0,0,58.33,0,0,76.88,0,0,123.58,3.4,0,0,0,0,0

53,13:00-13:15,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,6.31,18.69,14.28,0,52.1,365.45,39.13,111.47,0,8.08,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,34.32,11.53,0,0,0,0,11.11,77.28,0,10.35,0,115.02,381.35,44.26,0,2.69,0,0,58.33,0,0,76.88,0,0,120.4,14.97,0,0,0,0,0

54,13:15-13:30,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,6.31,19.37,14.28,0,52.1,365.45,39.13,111.47,0,8.08,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,34.32,11.53,0,0,0,0,11.11,77.28,0,10.35,0,115.02,388.97,44.26,0,2.69,0,0,58.33,0,0,76.88,0,0,120.4,14.97,0,0,0,0,0

55,13:30-13:45,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,6.31,19.37,14.28,0,52.1,365.45,39.13,111.47,0,8.08,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,34.32,11.53,0,0,0,0,8.68,77.28,0,10.35,0,115.02,388.97,44.26,0,2.69,0,0,58.33,0,0,76.88,0,0,120.4,14.97,0,0,0,0,0

56,13:45-14:00,0,0,0,123.75,0,3.88,52.67,1.39,0,0,28.07,43.68,0,24.72,0,0,0,6.31,17.83,14.28,0,52.1,365.45,39.13,111.47,0,7.75,0,0,0,0,0,0,0,0,0,0,0,32.91,11.85,0,14.53,23.28,43.3,51.49,11.53,0,0,0,0,8.68,106.17,0,10.35,0,115.02,398.95,44.26,0,2.69,0,0,58.33,0,0,76.88,0,0,120.4,14.97,0,0,0,0,0

