Block,Time,RIHAND3,SEWA2,JHAJJAR,AURY_LF,RAMPUR,URI2,RIHAND1,AURY_CRF,KOTESHWR,AURY_RF,BSIUL,DADRI_GF,SINGRAULI,ANTA_RF,UNCHAHAR2,RIHAND2,TEHRI,KISHANGANGA,DADRI_CRF,URI,TANAKPUR,TANDA2,UNCHAHAR1,PARBATI3,DULHASTI,RAPPB,KOLDAM,ANTA_LF,CHAMERA1,GANDHAR-NAPM,MOUDA_II,KSTPS I&II,KAPS,SIPAT II,DADRI_RF,MOUDA,SASAN,KHSTPP-I,VSTPS III,VSTPS IV,KSTPS7,SOLAPUR,DADRT2,ANTA_GF,KAWAS-ComGas,ANTA_CRF,UNCHAHAR4,GANDHAR-RLNG,KAWAS-RLNG,SIPAT I,VSTPS II,RAPPC,CHAMERA2,TALA,KHSTPP-II,CHAMERA3,UNCHAHAR3,KAWAS-zLIQ,DADRI_LF,NJPC,VSTPS I,KAWAS-NAPM,GADARWARA-I,LARA-I,GANDHAR-ComGas,NAPP,SALAL,SINGRAULI_HYDRO,GANDHAR-APM,AURY_GF,FSTPP I & II,KHARGONE-I,KAWAS-APM,DHAULIGNGA,BRBCL,VSTPS V,TAPS-II,SIMHST2,NLCTS2EXP,KGSU1AND2,RSTPSU7,NLCIIST2,NTPL,TALST2,NNTPP,RSTPSU1TO6,NLCEXP,KGSU3AND4,KUDGI,MAPS,VALLURNTECL,NLCIIST1,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,121.902020,16.552026,432.349566,0.000000,2.771215,33.382780,77.048149,0.000000,25.594036,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.514219,0.000000,48.930384,0.617122,2.351036,21.380065,69.590485,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,143.621073,2.256009,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,38.212934,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,0.71,0.23,2.29,0.77,1.55,0,0,0,0,0

84,20:45-21:00,121.902020,16.552026,432.349566,0.000000,2.349064,33.382780,77.048149,0.000000,24.570274,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.458347,0.000000,48.930384,0.617122,2.351036,21.380065,52.192864,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,121.821445,2.256009,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,28.659701,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.19,7.53,1.61,2.10,0.71,0.23,2.29,0.77,1.55,0,0,0,0,0

85,21:00-21:15,121.902020,16.552026,432.349566,0.000000,2.349064,33.382780,77.048149,0.000000,24.570274,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.458347,0.000000,48.930384,0.617122,2.351036,21.380065,9.367950,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,121.821445,2.256009,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,19.106467,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.20,7.53,1.61,2.10,0.00,0.23,2.29,0.77,1.55,0,0,0,0,0

86,21:15-21:30,121.902020,16.552026,432.349566,0.000000,2.349064,33.382780,77.048149,0.000000,24.570274,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.458347,0.000000,48.930384,0.617122,2.351036,21.380065,3.345696,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,121.821445,2.256009,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,19.106467,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.21,7.53,1.61,2.10,0.00,0.23,2.29,0.77,1.55,0,0,0,0,0

87,21:30-21:45,121.902020,16.552026,432.349566,0.000000,2.349064,33.382780,77.048149,0.000000,24.570274,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.458347,0.000000,48.930384,0.617122,2.351036,21.380065,3.345696,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,121.821445,2.276401,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,19.106467,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.21,7.53,1.61,2.10,0.71,0.23,2.29,0.77,1.55,0,0,0,0,0

88,21:45-22:00,121.902020,16.552026,432.349566,0.000000,2.349064,33.382780,77.048149,0.000000,24.570274,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.458347,0.000000,48.930384,0.617122,2.351036,21.380065,3.345696,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,121.821445,2.276803,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,19.106467,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.21,7.53,1.61,2.10,0.71,0.23,2.29,0.77,1.55,0,0,0,0,0

89,22:00-22:15,121.902020,16.552026,432.349566,0.000000,2.778024,33.382780,82.209028,0.000000,25.594036,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.514219,0.000000,48.930384,0.000000,2.351036,21.380065,3.345696,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,146.185735,2.276803,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,28.659701,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.41,3.64,2.92,0.21,7.53,1.61,2.10,0.71,0.23,2.29,0.81,1.55,0,0,0,0,0

90,22:15-22:30,121.902020,16.552026,432.349566,0.000000,2.778024,33.382780,89.123606,0.000000,25.594036,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.514219,0.000000,48.930384,0.000000,2.351036,21.380065,3.345696,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,146.185735,2.276803,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,28.659701,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.41,3.64,2.92,0.21,7.53,1.61,2.10,0.71,0.23,2.29,0.81,1.55,0,0,0,0,0

91,22:30-22:45,121.902020,16.552026,432.349566,0.000000,2.778024,33.382780,90.877303,0.000000,25.594036,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.514219,0.000000,48.930384,0.863970,2.351036,21.380065,0.000000,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,146.185735,2.276803,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,28.659701,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.41,3.64,2.92,0.21,7.53,1.61,2.10,0.71,0.23,2.29,0.81,1.55,0,0,0,0,0

92,22:45-23:00,121.902020,16.552026,432.349566,0.000000,2.349064,33.382780,90.877303,0.000000,25.594036,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,29.817089,2.514219,0.000000,48.930384,0.863970,2.351036,21.380065,0.000000,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,121.821445,2.276803,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,28.659701,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.21,7.53,1.61,2.10,0.71,0.23,2.29,0.77,1.55,0,0,0,0,0

93,23:00-23:15,121.902020,16.552026,432.349566,0.000000,1.613704,33.382780,90.877303,0.000000,16.789688,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,48.930384,0.863970,2.351036,21.380065,0.000000,51.937806,0.000000,4.100521,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,83.844720,2.287199,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,28.659701,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.21,7.53,1.61,2.10,0.71,0.23,2.29,0.77,1.55,0,0,0,0,0

94,23:15-23:30,121.902020,16.552026,432.349566,0.000000,1.239217,33.382780,90.877303,0.000000,16.789688,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,48.930384,0.863970,2.351036,21.380065,0.000000,51.937806,0.000000,3.075391,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,39.769426,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,64.116551,2.287199,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,19.106467,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.21,7.53,1.61,2.10,0.71,0.23,2.29,0.77,1.55,0,0,0,0,0

95,23:30-23:45,121.902020,16.552026,432.349566,0.000000,0.762595,33.382780,90.877303,0.000000,16.789688,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,48.930384,0.863970,2.351036,21.380065,0.000000,51.937806,0.000000,2.050261,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.328843,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,39.456339,2.287199,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,19.106467,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.21,7.53,1.61,2.10,0.82,0.23,2.29,0.77,1.55,0,0,0,0,0

96,23:45-24:00,121.902020,16.552026,432.349566,0.000000,0.381296,33.382780,90.877303,0.000000,16.789688,0.000000,18.943759,0.000000,138.769784,0.000000,41.956548,116.284815,28.591728,2.458347,0.000000,48.930384,0.863970,2.351036,21.380065,0.000000,51.937806,0.000000,1.594646,0.000000,40.609675,0.000000,3.383514,2.860953,0.799281,1.801965,0.000000,1.867362,266.648625,40.354270,1.888156,2.585733,1.292867,3.413167,0.000000,0.000000,0.000000,0.000000,1.375498,0.000000,0.000000,5.119751,1.872044,57.136865,42.042477,0.000000,140.922377,30.552328,25.975960,0.000000,0.000000,19.728169,2.287199,0.000000,2.068586,4.102703,0.000000,42.539088,51.501002,1.055656,0.000000,0.000000,18.210150,3.413168,0.000000,9.553234,10.839401,1.279076,2.691439,1.78,0.84,1.92,1.87,0.40,3.64,2.92,0.21,7.53,1.61,2.10,0.82,0.23,2.29,0.77,1.55,0,0,0,0,0

