Block,Time,L_NR_2019_19,L_NR_2018_61,LT-35,L_NR_2019_06,L_NR_2019_05,LT-31,L_NR_2020_05,L_NR_2020_06,SH-06,L_NR_2020_02,L_NR_2021_15,L_NR_2020_07,L_NR_2023_04,L_NR_2012_02,L_NR_2022_09,L_NR_2021_12,L_NR_2012_01,L_NR_2019_11,L_NR_2021_13,L_NR_2021_17,LT-36,L_NR_2012_04,L_NR_2023_07,SH-07,L_NR_2019_07,L_NR_2021_14,L_NR_2022_08,L_NR_2023_10,L_NR_2012_07,L_NR_2022_10,L_NR_2021_16,LT-05,LT-59
25,06:00-06:15,0.46752,24.42,0.000000,5.86,0,0.000000,93.83,31.28,31.050000,6.810000,0,31.27,29.960000,202.160000,74,0,101.630000,7.180000,0,0,0.000000,272.870000,0,13.160000,6.27,0,29.78,0,53.360000,74,1,56.590000,7.260000

26,06:15-06:30,3.43822,24.91,0.010000,12.76,0,0.010000,87.99,29.33,31.050000,6.810000,0,29.34,29.960000,202.160000,59.09,0,101.630000,7.180000,0,2,0.010000,272.870000,1,13.160000,9.62,0,23.83,0.58,53.360000,59.09,3,56.590000,7.260000

27,06:30-06:45,6.818,25.62,0.190000,20.22,1,0.190000,84.81,28.27,31.050000,6.810000,1,28.28,29.960000,202.160000,59.09,1.66,101.630000,7.180000,0.33,2,0.190000,272.870000,3,13.160000,14.83,0.33,24.29,1.78,53.360000,59.09,5,58.210000,7.260000

28,06:45-07:00,10.714,26.35,0.610000,30.66,16.48,0.610000,86.82,28.94,31.050000,6.810000,2,28.93,29.960000,202.160000,59.09,6.96,101.630000,7.180000,1.39,4,0.620000,272.870000,8,13.160000,21.54,1.67,24.89,3.92,53.360000,59.09,9,58.210000,7.260000

29,07:00-07:15,15.30154,26.61,1.250000,28.15,28.15,1.250000,86.83,28.94,31.050000,6.670000,4,28.95,29.960000,202.160000,59.09,15.53,101.630000,7.180000,3.1,6,1.280000,272.870000,16,13.160000,28.15,3.33,25.5,6.44,53.360000,59.09,11,58.210000,7.020000

30,07:15-07:30,19.94752,16.01,2.020000,28.65,28.65,2.020000,105,35,31.050000,6.670000,7,35,29.960000,202.160000,75,27.48,101.630000,7.180000,5.49,8,2.080000,272.870000,25,13.160000,28.65,6.67,36.67,10.32,53.360000,75,17,58.210000,7.020000

31,07:30-07:45,24.60324,16.2,3.010000,30.16,30.17,3.010000,105.38,35.12,31.050000,6.670000,9,35.13,29.960000,202.160000,75,42.18,101.630000,7.180000,8.44,11,3.080000,272.870000,38.5,13.160000,30.17,10,36.67,16.5,53.360000,75,22,58.210000,7.020000

32,07:45:08:00,29.24922,17.24,4.090000,30.66,30.67,4.090000,108.31,36.1,31.050000,6.670000,13,36.11,29.960000,202.160000,75,58.77,101.630000,7.020000,11.75,13,4.180000,272.870000,53,25.550000,30.67,18.03,36.67,22,44.170000,75,26,58.210000,7.020000

33,08:00-08:15,33.9439,18.35,5.240000,31.84,31.83,5.240000,110.07,36.69,31.050000,6.670000,15.95,36.7,29.960000,202.160000,75,77.15,101.630000,7.020000,15.43,17,5.380000,272.870000,67,25.550000,31.83,25.07,36.67,28,44.170000,75,34,33.290000,7.020000

34,08:15-08:30,38.63858,19.47,6.420000,32.16,32.17,6.420000,111.51,37.17,31.050000,6.670000,21.49,37.17,29.960000,202.160000,75,96.09,101.630000,7.020000,19.22,19,6.580000,272.870000,81,25.550000,32.17,32.49,36.67,34,44.170000,75,38,33.290000,7.020000

35,08:30-08:45,43.42092,20.01,7.570000,32.16,32.17,7.570000,116.22,38.74,31.050000,6.670000,23.25,38.75,29.960000,202.160000,75,114.92,101.630000,7.020000,22.98,23,7.760000,272.870000,95,25.550000,32.17,39.88,23.82,40,44.170000,75,46,33.290000,7.020000

36,08:45:09:00,48.46624,9.22,8.700000,32.16,32.17,8.700000,118.71,39.57,31.050000,6.670000,26.25,39.56,29.960000,202.160000,76.61,132.87,101.630000,7.020000,26.57,24,8.920000,272.870000,109,25.550000,32.17,47.08,24.4,46,44.170000,76.61,47,33.290000,7.020000

37,09:00:09:15,43.0508,10.53,9.760000,32.34,32.33,9.760000,72.77,24.26,31.050000,6.580000,30.25,24.25,28.870000,202.160000,78.35,150.57,101.630000,7.020000,30.11,26,10.000000,272.870000,112,25.550000,32.33,53.86,25.4,48,44.170000,78.35,52,33.290000,6.870000

38,09:15-09:30,47.2877,11.55,10.760000,32.34,32.33,10.760000,77.66,25.89,31.050000,6.580000,32.25,25.88,28.870000,202.160000,66.08,167.63,101.630000,7.020000,33.53,29,11.030000,272.870000,126,25.550000,32.33,60.35,26.11,54,44.170000,66.08,57,33.290000,6.870000

39,09:30-09:45,51.80706,12.9,11.650000,32.34,32.33,11.650000,82.68,27.56,31.050000,6.580000,35.25,27.55,26.930000,202.160000,67.75,182.36,101.630000,7.020000,36.47,30,11.950000,272.870000,137,25.550000,32.33,66.49,27.55,58,44.170000,67.75,60,33.290000,6.870000

40,09:45-10:00,55.15762,14.04,12.450000,32.34,32.33,12.450000,85.25,28.42,31.050000,6.580000,36.25,28.4,26.930000,202.160000,68.5,193.47,101.630000,6.870000,38.69,31,12.770000,272.870000,147,25.550000,32.33,71.9,28.74,63,44.170000,68.5,63,33.290000,6.870000

41,10:00-10:15,57.38808,7.64,13.130000,32.34,32.33,13.130000,87,29,31.050000,6.160000,38.25,28.99,26.930000,202.160000,69.08,204.94,46.570000,6.870000,40.99,33,13.470000,272.870000,158,25.550000,32.33,76.89,30.04,67,43.880000,69.08,67,33.290000,6.790000

42,10:15-10:30,58.69324,7.61,13.680000,32.34,32.33,13.680000,89.13,29.71,31.050000,6.160000,40.05,29.71,26.930000,202.160000,69.75,218.38,46.570000,6.870000,43.67,35,14.020000,272.870000,168,25.550000,32.33,81.25,20.08,72,43.880000,69.75,71,33.290000,6.790000

43,10:30-10:45,59.87178,7.72,14.150000,32.34,32.33,14.150000,90.5,30.17,31.050000,6.160000,40.25,30.16,26.930000,202.160000,70.08,231.98,46.570000,6.870000,46.39,36,14.510000,272.870000,175,25.550000,32.33,85.16,20.42,75,43.880000,70.08,72,33.290000,6.790000

44,10:45-11:00,60.83604,7.8,14.540000,32.66,32.67,14.540000,92,30.67,31.050000,6.160000,40.95,30.65,22.900000,202.160000,71.75,238.99,46.570000,6.870000,47.8,37,14.900000,272.870000,182,25.550000,32.67,87.23,20.75,78,43.880000,71.75,74,58.210000,6.790000

45,11:00-11:15,61.29382,7.77,14.840000,32.66,32.67,14.840000,93.45,31.15,31.050000,6.160000,42.75,31.15,22.900000,202.160000,72.75,238.99,46.570000,6.870000,47.8,38,15.210000,272.870000,186,25.550000,32.67,89.11,21.08,79,43.880000,72.75,77,58.210000,6.790000

46,11:15-11:30,60.9724,8.87,15.060000,32.66,32.67,15.060000,95.11,31.7,31.050000,6.160000,43.75,31.71,22.900000,202.160000,74.42,238.99,46.570000,6.870000,47.8,38,15.430000,272.870000,189,25.550000,32.67,90.8,21.15,81,43.880000,74.42,77,58.210000,6.790000

47,11:30-11:45,61.39122,9.63,15.140000,32.66,32.67,15.140000,96.12,32.04,31.050000,6.160000,44,32.05,22.900000,202.160000,75.08,238.99,46.570000,6.870000,47.8,38,15.510000,272.870000,189,25.550000,32.67,92.33,21.22,81,43.880000,75.08,76,58.210000,6.790000

48,11:45-12:00,62.41392,10.43,15.220000,32.66,32.67,15.220000,98.78,32.92,31.050000,6.160000,44.5,32.93,22.900000,202.160000,76.08,238.99,46.570000,6.950000,47.8,38,15.600000,272.870000,189,25.550000,32.67,92.32,30.42,81,43.880000,76.08,76,58.210000,6.790000

49,12:00-12:15,85.26396,11.17,15.230000,32.66,32.67,15.230000,101.84,33.95,31.050000,6.060000,44.5,33.94,22.900000,262.540000,76.75,238.99,46.570000,6.950000,47.8,38,15.600000,272.870000,189,25.550000,32.67,92.33,30.72,81,43.880000,76.75,76,58.210000,6.790000

50,12:15-12:30,83.21856,11.66,15.170000,32.66,32.67,15.170000,104.58,34.86,31.050000,6.060000,44.5,34.86,22.900000,262.540000,78.42,238.99,46.570000,6.950000,47.8,39,15.550000,272.870000,189,25.550000,32.67,92.35,30.81,81,43.880000,78.42,77,58.210000,6.790000

51,12:30-12:45,80.1602,14.45,15.170000,32.66,32.67,15.170000,107.11,35.7,31.050000,6.060000,44.5,35.7,22.900000,262.540000,78.5,238.99,46.570000,6.950000,47.8,40,15.560000,272.870000,189,25.550000,32.67,92.38,31.21,81,43.880000,78.5,79,58.210000,7.410000

52,12:45-13:00,77.60832,16.21,15.170000,32.66,32.67,15.170000,111.18,37.06,31.050000,6.060000,44.5,37.06,22.900000,262.540000,78.5,238.99,46.570000,7.100000,47.8,41,15.550000,272.870000,189,25.550000,32.67,92.32,31.41,81,43.880000,78.5,81,58.210000,7.410000

53,13:00-13:15,75.485,18.13,15.130000,32.66,32.67,15.130000,114.36,38.12,31.050000,6.060000,44.5,38.13,22.900000,262.540000,78.5,238.99,46.570000,7.100000,47.8,41,15.510000,272.870000,189,25.550000,32.67,92.32,31.81,81,43.880000,78.5,83,33.290000,7.650000

54,13:15-13:30,74.35516,19.28,15.110000,32.66,32.67,15.110000,115,38.33,31.050000,6.060000,44.5,38.34,22.900000,262.540000,78.5,238.99,46.570000,7.100000,47.8,41,15.480000,272.870000,189,25.550000,32.67,92.31,32.17,81,43.880000,78.5,83,33.290000,7.650000

55,13:30-13:45,92.61766,28.05,15.070000,32.66,32.67,15.070000,115,38.33,31.050000,6.060000,44.5,38.34,22.900000,262.540000,78.75,238.99,46.570000,7.100000,47.8,41,15.440000,272.870000,189,25.550000,32.67,92.13,32.33,81,43.880000,78.75,83,58.210000,7.650000

56,13:45-14:00,88.31258,28.54,14.660000,32.66,32.67,14.660000,115,38.33,31.050000,6.060000,44,38.34,22.900000,262.540000,79.42,238.99,46.570000,7.330000,47.8,42,15.020000,272.870000,189,25.550000,32.67,90.99,32.69,81,43.880000,79.42,83,58.210000,7.650000

57,14:00-14:15,82.75104,29.14,14.330000,32.66,32.67,14.330000,115,38.33,31.050000,6.060000,42.4,38.34,25.810000,214.030000,80.08,238.99,101.630000,8.100000,47.8,40,14.680000,272.870000,182,25.550000,32.67,88.92,33.98,78,53.360000,80.08,80,58.210000,7.960000

58,14:15-14:30,76.6538,29.81,13.950000,32.66,32.67,13.950000,115,38.33,31.050000,6.060000,41.5,38.34,25.810000,202.160000,80.08,238.99,101.630000,8.100000,47.8,39,14.310000,272.870000,179,25.550000,32.67,86.64,34.13,76,53.360000,80.08,79,58.210000,7.960000

59,14:30-14:45,69.82606,30.48,13.410000,32.66,32.67,13.410000,115,38.33,31.050000,6.060000,40,38.34,25.810000,202.160000,80.08,234.56,101.630000,8.100000,46.91,37,13.740000,272.870000,172,25.550000,32.67,84.6,34.13,73,53.360000,80.08,73,58.210000,7.960000

60,14:45-15:00,63.44636,31.78,12.850000,32.66,32.67,12.850000,115,38.33,31.050000,6.060000,39,38.34,25.810000,202.160000,80.08,225.98,101.630000,8.100000,45.19,33,13.170000,272.870000,165,25.550000,32.67,80.69,34.28,70,53.360000,80.08,66,58.210000,7.960000

61,15:00-15:15,44.18064,34.35,12.370000,32.66,32.67,12.370000,115,38.33,31.050000,6.250000,38,38.34,25.810000,202.160000,80.08,215.33,101.630000,9.260000,43.06,32,12.670000,272.870000,154,25.550000,32.67,76.38,34.17,66,53.360000,80.08,64,58.210000,7.960000

62,15:15-15:30,41.03462,20.47,11.840000,32.66,32.67,11.840000,115,38.33,31.050000,6.250000,37,38.34,25.810000,202.160000,76.67,203.57,101.630000,9.260000,40.71,31,12.140000,272.870000,144,25.550000,32.67,71.6,36.67,61,53.360000,76.67,62,58.210000,7.960000

63,15:30-15:45,37.41134,21.73,11.100000,32.66,32.67,11.100000,110,36.67,31.050000,6.250000,34.5,36.66,25.810000,202.160000,76.67,190.13,101.630000,9.260000,38.03,30,11.370000,272.870000,133,25.550000,32.67,66.36,36.67,57,53.360000,76.67,61,58.210000,7.960000

64,15:45-16:00,33.44716,23.06,10.250000,32.66,32.67,10.250000,110,36.67,31.050000,6.250000,32,36.66,25.810000,202.160000,76.67,175.81,101.630000,9.260000,35.16,28,10.500000,272.870000,123,22.860000,32.67,60.44,36.67,52,53.360000,76.67,56,58.210000,7.960000

65,16:00-16:15,29.71674,24.47,9.230000,32.66,32.67,9.230000,110,36.67,31.050000,6.530000,29.5,36.66,25.810000,250.670000,76.67,160.58,101.630000,10.030000,32.12,25,9.460000,272.870000,109,25.550000,32.67,54.38,36.67,46,53.360000,76.67,50,58.210000,8.590000

66,16:15-16:30,26.3467,25.94,8.160000,32.66,32.67,8.160000,110,36.67,31.050000,6.530000,27,36.66,25.810000,262.540000,76.67,143.38,101.630000,10.030000,28.68,22,8.360000,272.870000,98,25.550000,32.67,48,36.67,42,53.360000,76.67,44,58.210000,8.590000

67,16:30-16:45,20.49296,27.8,7.110000,32.66,32.67,7.110000,110,36.67,31.050000,6.530000,24,36.66,25.810000,131.270000,76.67,125.74,101.630000,10.030000,25.15,19,7.290000,272.870000,84,22.860000,32.67,41.47,36.67,36,53.360000,76.67,38,58.210000,8.590000

68,16:45-17:00,16.74306,29.94,6.000000,33,33,6.000000,110,36.67,31.050000,6.530000,21,36.66,25.810000,131.270000,78.33,108.71,101.630000,10.030000,21.74,20,6.150000,272.870000,74,22.860000,30.73,34.59,36.67,31,53.360000,78.33,39,58.210000,8.590000

69,17:00-17:15,13.43146,32.67,4.900000,33,33,4.900000,105,35,31.050000,7.040000,18,35,26.780000,131.270000,78.33,89.21,101.630000,10.030000,17.84,17,5.020000,272.870000,63,22.860000,17.76,27.53,36.67,27,53.360000,78.33,35,58.210000,9.750000

70,17:15-17:30,9.253,33.28,3.760000,33,18.32,3.760000,105,35,31.050000,7.040000,17,35,26.780000,131.270000,78.33,71.24,101.630000,10.030000,14.25,16,3.860000,272.870000,49,22.860000,6.27,20.65,36.51,21,74.390000,78.33,33,58.210000,9.750000

71,17:30-17:45,5.41544,33.64,2.820000,15.4,7.67,2.820000,105,35,31.050000,7.040000,12,35,26.780000,131.270000,78.33,53.95,64.690000,10.030000,10.79,15,2.880000,272.870000,39,22.860000,1.05,13.82,35.43,16,74.390000,78.33,31,58.210000,9.750000

72,17:45-18:00,2.56162,42.08,1.920000,8.38,1.3,1.920000,105,35,31.050000,7.040000,9,35,26.780000,131.270000,78.33,38.08,64.690000,10.030000,7.62,14,1.970000,272.870000,28,22.860000,0.05,7.72,34.45,12,74.390000,78.33,27,58.210000,9.750000

73,18:00-18:15,2.08436,41.74,1.170000,0,0,1.170000,102.51,34.17,31.050000,7.370000,7,34.17,25.810000,131.270000,78.33,24.32,64.690000,10.030000,4.86,12,1.190000,272.870000,18,22.860000,0,1.01,33.6,7,74.390000,78.33,25,58.210000,9.990000

74,18:15-18:30,0.42856,41.27,0.570000,0,0,0.570000,99.01,33,31.050000,7.370000,4,33.01,27.750000,131.270000,78.34,13.87,64.690000,10.030000,2.77,9,0.590000,272.870000,11,22.860000,0,0.33,28.67,4,74.390000,78.34,17,58.210000,9.990000

75,18:30-18:45,0,40.88,0.140000,0,0,0.140000,99.51,33.17,31.050000,7.370000,3,33.17,27.750000,131.270000,77.67,6.14,64.690000,10.030000,1.23,7,0.150000,272.870000,4,13.160000,0,0,27.42,1,74.390000,77.67,13,58.210000,9.990000

76,18:45-19:00,0,40.34,0.000000,0,0,0.000000,98.51,32.84,31.050000,7.370000,1,32.83,27.750000,131.270000,77.01,1.22,64.690000,10.030000,0.24,6,0.000000,272.870000,1,13.160000,0,0,26.67,0,74.390000,77.01,11,58.210000,9.990000

77,19:00-19:15,0,39.95,0.000000,0,0,0.000000,96.62,32.21,31.050000,7.690000,0,32.21,27.750000,131.270000,76.34,0.35,64.690000,10.030000,0.07,4,0.000000,272.870000,0,13.160000,0,0,25.4,0,74.390000,76.34,9,56.310000,10.150000

78,19:15-19:30,0,39.34,0.000000,0,0,0.000000,95.73,31.91,31.050000,7.690000,0,31.91,26.780000,131.270000,76,0,64.690000,10.030000,0,1,0.000000,272.870000,0,13.160000,0,0,24.19,0,74.390000,76,3,56.310000,10.150000

79,19:30-19:45,0,39.29,0.000000,0,0,0.000000,94.31,31.44,31.050000,7.690000,0,31.43,26.780000,131.270000,75.77,0,64.690000,10.030000,0,0,0.000000,272.870000,0,0.000000,0,0,27.01,0,74.390000,75.77,1,56.310000,10.150000

80,19:45-20:00,0,38.3,0.000000,0,0,0.000000,92.81,30.94,31.050000,7.690000,0,30.93,26.780000,131.270000,75.53,0,64.690000,10.030000,0,0,0.000000,272.870000,0,0.000000,0,0,26.76,0,74.390000,75.53,0,56.310000,10.150000

81,20:00-20:15,0,38.28,0.000000,0,0,0.000000,95.31,31.77,31.050000,7.840000,0,31.77,26.780000,131.270000,75.34,0,64.690000,9.640000,0,0,0.000000,272.870000,0,0.000000,0,0,25.41,0,74.390000,75.34,0,56.310000,10.150000

82,20:15-20:30,0,37.85,0.000000,0,0,0.000000,94.81,31.6,31.050000,7.840000,0,31.61,26.780000,131.270000,75.01,0,64.690000,9.640000,0,0,0.000000,272.870000,0,0.000000,0,0,24.41,0,74.390000,75.01,0,56.310000,10.150000

83,20:30-20:45,0,37.72,0.000000,0,0,0.000000,94.31,31.44,31.050000,7.840000,0,31.43,26.780000,131.270000,74.34,0,64.690000,9.640000,0,0,0.000000,272.870000,0,0.000000,0,0,23.44,0,74.390000,74.34,0,56.310000,9.920000

84,20:45-21:00,0,42.02,0.000000,0,0,0.000000,93.81,31.27,31.050000,7.840000,0,31.27,26.780000,131.270000,73.67,0,64.690000,9.640000,0,0,0.000000,272.870000,0,0.000000,0,0,18.41,0,74.390000,73.67,0,56.310000,9.920000

85,21:00-21:15,0,42.02,0.000000,0,0,0.000000,69.62,23.21,31.050000,7.840000,0,23.21,26.780000,131.270000,63.34,0,64.690000,8.880000,0,0,0.000000,272.870000,0,0.000000,0,0,18.15,0,74.390000,63.34,0,56.310000,8.970000

86,21:15-21:30,0,42.02,0.000000,0,0,0.000000,68.51,22.84,31.050000,7.840000,0,22.83,26.780000,131.270000,63.93,0,64.690000,8.880000,0,0,0.000000,272.870000,0,0.000000,0,0,18.14,0,74.390000,63.93,0,56.310000,8.970000

87,21:30-21:45,0,42.02,0.000000,0,0,0.000000,68.01,22.67,31.050000,7.840000,0,22.67,26.780000,131.270000,63.41,0,64.690000,8.880000,0,0,0.000000,272.870000,0,0.000000,0,0,18.1,0,74.390000,63.41,0,56.310000,8.970000

88,21:45-22:00,0,42.02,0.000000,0,0,0.000000,69.01,23,31.050000,7.840000,0,23.01,26.780000,131.270000,62.77,0,64.690000,8.880000,0,0,0.000000,272.870000,0,0.000000,0,0,18.05,0,74.390000,62.77,0,56.310000,8.970000

89,22:00-22:15,0,42.02,0.000000,0,0,0.000000,69.51,23.17,31.050000,7.650000,0,23.17,28.870000,131.270000,62.75,0,64.690000,8.880000,0,0,0.000000,272.870000,0,31.050000,0,0,18.41,0,74.390000,62.75,0,56.310000,8.970000

90,22:15-22:30,0,42.02,0.000000,0,0,0.000000,70.43,23.48,31.050000,7.650000,0,23.47,28.870000,131.270000,62.66,0,64.690000,8.880000,0,0,0.000000,272.870000,0,31.050000,0,0,19.19,0,74.390000,62.66,0,56.310000,8.970000

91,22:30-22:45,0,41.62,0.000000,0,0,0.000000,72.67,24.22,31.050000,7.650000,0,24.22,28.870000,131.270000,63.06,0,64.690000,8.880000,0,0,0.000000,272.870000,0,31.050000,0,0,20.29,0,74.390000,63.06,0,56.310000,8.740000

92,22:45-23:00,0,40.02,0.000000,0,0,0.000000,75.6,25.2,31.050000,7.650000,0,25.2,28.870000,131.270000,63.37,0,64.690000,8.880000,0,0,0.000000,272.870000,0,31.050000,0,0,17.67,0,74.390000,63.37,0,56.310000,8.740000

93,23:00-23:15,0,40.02,0.000000,0,0,0.000000,77.89,25.96,31.050000,7.460000,0,25.96,28.910000,131.270000,64.03,0,64.690000,8.720000,0,0,0.000000,272.870000,0,31.050000,0,0,18.01,0,74.390000,64.03,0,56.310000,8.740000

94,23:15-23:30,0,36.08,0.000000,0,0,0.000000,72.51,24.17,31.050000,7.460000,0,24.17,28.910000,131.270000,64.54,0,64.690000,8.720000,0,0,0.000000,272.870000,0,31.050000,0,0,18.67,0,74.390000,64.54,0,56.310000,8.740000

95,23:30-23:45,0,35.6,0.000000,0,0,0.000000,74.01,24.67,31.050000,7.460000,0,24.67,28.910000,131.270000,65.25,0,64.690000,8.720000,0,0,0.000000,272.870000,0,31.050000,0,0,19.01,0,74.390000,65.25,0,56.310000,8.740000

