Time,Block,NR/2023/18083/C,WR/2023/20254/A/1285,NR/2023/17901/A/1243,NR/2023/17905/A/1233,WR/2023/18560/A,NR/2023/16187/A,WR/2023/18560/A/II,WR/2023/20256/A/1287,NR/2023/17064/A,NR/2023/18082/C,NR/2023/18085/C,Total
16,03:45-04:00,2.570000,0.000000,0.430000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.1

17,04:00-04:15,2.570000,0.000000,0.430000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.1

18,04:15-04:30,2.570000,0.000000,0.430000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.1

19,04:30-04:45,2.570000,0.000000,0.430000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.1

20,04:45-05:00,2.570000,0.000000,0.430000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.1

21,05:00-05:15,2.570000,0.000000,0.430000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.1

22,05:15-05:30,2.570000,0.000000,0.430000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.1

23,05:30-05:45,2.570000,0.000000,0.430000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.1

24,05:45-06:00,2.570000,0.000000,0.430000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.1

25,06:00-06:15,2.570000,0.000000,0.430000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,0,0,204.93

26,06:15-06:30,2.570000,0.000000,0.430000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,0,0,204.93

27,06:30-06:45,2.570000,0.000000,0.430000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,0,0,204.93

28,06:45-07:00,2.570000,0.000000,0.430000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,0,0,204.93

29,07:00-07:15,2.570000,0.000000,0.580000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,0.38,0,205.46

30,07:15-07:30,2.570000,0.000000,0.580000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,0.42,0,205.5

31,07:30-07:45,2.570000,0.000000,0.580000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,0.54,0,205.62

32,07:45:08:00,2.570000,0.000000,0.580000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,1.21,0,206.29

33,08:00-08:15,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,50.000000,1.58,0,157.04

34,08:15-08:30,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,50.000000,1.97,0,157.43

35,08:30-08:45,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,50.000000,2.32,0,157.78

36,08:45:09:00,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,50.000000,2.7,0,158.16

37,09:00:09:15,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,50.000000,3.26,24.1,182.82

38,09:15-09:30,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,50.000000,3.78,24.1,183.34

39,09:30-09:45,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,50.000000,4.05,24.1,183.61

40,09:45-10:00,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,50.000000,4.81,24.1,184.37

41,10:00-10:15,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,50.000000,4.92,24.1,184.48

42,10:15-10:30,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,50.000000,5.3,24.1,184.86

43,10:30-10:45,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,50.000000,5.67,24.1,185.23

44,10:45-11:00,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,50.000000,5.68,24.1,185.24

45,11:00-11:15,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,5.97,24.1,235.53

46,11:15-11:30,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,6.04,24.1,235.6

47,11:30-11:45,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,6.55,24.1,236.11

48,11:45-12:00,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,6.87,24.1,236.43

49,12:00-12:15,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,4.11,24.1,233.67

50,12:15-12:30,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,4.9,24.1,234.46

51,12:30-12:45,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,6.49,24.1,236.05

52,12:45-13:00,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,5.09,24.1,234.65

53,13:00-13:15,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,3.95,24.1,233.51

54,13:15-13:30,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,4.59,24.1,234.15

55,13:30-13:45,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,4.94,24.1,234.5

56,13:45-14:00,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,5.13,24.1,234.69

57,14:00-14:15,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,6.15,24.1,235.71

58,14:15-14:30,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,4.34,24.1,233.9

59,14:30-14:45,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,4.08,24.1,233.64

60,14:45-15:00,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,3.07,24.1,232.63

61,15:00-15:15,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,1.18,24.1,230.74

62,15:15-15:30,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,1.12,24.1,230.68

63,15:30-15:45,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,1.14,24.1,230.7

64,15:45-16:00,2.570000,0.000000,0.960000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,2.71,24.1,232.27

65,16:00-16:15,2.570000,0.000000,0.630000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,2.31,0,207.44

66,16:15-16:30,2.570000,0.000000,0.630000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,1.62,0,206.75

67,16:30-16:45,2.570000,0.000000,0.630000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,1.04,0,206.17

68,16:45-17:00,2.570000,0.000000,0.630000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,0.39,0,205.52

69,17:00-17:15,2.570000,0.000000,0.580000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,0.33,0,205.41

70,17:15-17:30,2.570000,0.000000,0.580000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,0.23,0,205.31

71,17:30-17:45,2.570000,0.000000,0.580000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,0,0,205.08

72,17:45-18:00,2.570000,0.000000,0.580000,1.930000,0.000000,0.000000,100.000000,0.000000,100.000000,0,0,205.08

73,18:00-18:15,2.570000,55.000000,0.630000,1.930000,100.000000,0.000000,0.000000,25.000000,100.000000,0,0,285.13

74,18:15-18:30,2.570000,55.000000,0.630000,1.930000,100.000000,0.000000,0.000000,25.000000,100.000000,0,0,285.13

75,18:30-18:45,2.570000,55.000000,0.630000,1.930000,100.000000,0.000000,0.000000,25.000000,100.000000,0,0,285.13

76,18:45-19:00,2.570000,55.000000,0.630000,1.930000,100.000000,0.000000,0.000000,25.000000,100.000000,0,0,285.13

77,19:00-19:15,2.570000,55.000000,0.630000,1.930000,100.000000,0.000000,0.000000,25.000000,100.000000,0,0,285.13

78,19:15-19:30,2.570000,55.000000,0.630000,1.930000,100.000000,0.000000,0.000000,25.000000,100.000000,0,0,285.13

79,19:30-19:45,2.570000,55.000000,0.630000,1.930000,100.000000,0.000000,0.000000,25.000000,100.000000,0,0,285.13

80,19:45-20:00,2.570000,55.000000,0.630000,1.930000,100.000000,0.000000,0.000000,25.000000,100.000000,0,0,285.13

81,20:00-20:15,2.570000,55.000000,0.580000,1.930000,100.000000,0.000000,0.000000,25.000000,0.000000,0,0,185.08

82,20:15-20:30,2.570000,55.000000,0.580000,1.930000,100.000000,0.000000,0.000000,25.000000,0.000000,0,0,185.08

83,20:30-20:45,2.570000,55.000000,0.580000,1.930000,100.000000,0.000000,0.000000,25.000000,0.000000,0,0,185.08

84,20:45-21:00,2.570000,55.000000,0.580000,1.930000,100.000000,0.000000,0.000000,25.000000,0.000000,0,0,185.08

85,21:00-21:15,2.570000,55.000000,0.580000,1.930000,100.000000,0.000000,0.000000,25.000000,0.000000,0,0,185.08

86,21:15-21:30,2.570000,55.000000,0.580000,1.930000,100.000000,0.000000,0.000000,25.000000,0.000000,0,0,185.08

87,21:30-21:45,2.570000,55.000000,0.580000,1.930000,100.000000,0.000000,0.000000,25.000000,0.000000,0,0,185.08

88,21:45-22:00,2.570000,55.000000,0.580000,1.930000,100.000000,0.000000,0.000000,25.000000,0.000000,0,0,185.08

89,22:00-22:15,2.570000,55.000000,0.580000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,194.25

90,22:15-22:30,2.570000,55.000000,0.580000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,194.25

91,22:30-22:45,2.570000,55.000000,0.580000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,194.25

92,22:45-23:00,2.570000,55.000000,0.580000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,194.25

93,23:00-23:15,2.570000,0.000000,0.580000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.25

94,23:15-23:30,2.570000,0.000000,0.580000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.25

95,23:30-23:45,2.570000,0.000000,0.580000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.25

96,23:45-24:00,2.570000,0.000000,0.580000,1.930000,100.000000,34.170000,0.000000,0.000000,0.000000,0,0,139.25

