Block,Time Block,AURY_CRF,ANTA_CRF,DADRI_CRF,ANTA_RF,AURY_RF,ANTA_LF,DADRI_RF,AURY_LF,DADRI_LF,AURY_GF,ANTA_GF,DADRI_GF,NLCTS2EXP,PARBATI3,RIHAND3,RIHAND1,NNTPP,RAPPC,NTPL,RAPPB,NLCIIST1,NLCIIST2,RAMPUR,RIHAND2,NJPC,NLCEXP,NAPP,SEWA2,SIMHST2,SINGRAULI_HYDRO,TelanganaSTPP,SASAN,SINGRAULI,TANDA2,TEHRI,TALST2,SIMHST1,TALA,TANAKPUR,RSTPSU1TO6,RSTPSU7,SALAL,UNCHAHAR4,UNCHAHAR1,URI,URI2,UNCHAHAR2,VALLURNTECL,UNCHAHAR3,KHSTPP-I,KKNP,KISHANGANGA,KHSTPP-II,KKNPPU2,KOTESHWR,KOLDAM,KGSU3AND4,KUDGI,MAPS,KGSU1AND2,JHAJJAR,BRBCL,DHAULIGNGA,BSIUL,CHAMERA1,CHAMERA2,DULHASTI,FSTPP I & II,DADRT2,CHAMERA3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,4.87,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,27.93,0,7.69,32.93,31.96,33.3,0,20.86,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,12.06,0,12.54,0,0,15.85,15.38,481.3,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,4.87,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,25.71,0,7.69,32.93,31.96,33.3,0,20.86,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,12.18,0,6.27,0,0,15.85,15.38,481.3,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,4.93,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,25.71,0,7.69,32.93,31.96,33.3,0,20.86,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,12.9,0,6.27,0,0,15.85,15.38,481.3,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,5,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,25.71,0,7.69,32.93,28.47,33.3,0,20.86,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,15.26,0,6.27,0,0,15.85,15.38,481.3,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,10.13,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,25.71,0,7.69,32.93,28.47,33.3,0,20.86,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,14.91,0,6.27,0,0,15.85,15.38,481.3,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,10.13,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,25.71,0,13.52,32.93,28.47,40.77,0,25.39,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,17.36,0,6.27,0,0,15.85,15.38,481.3,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,10.13,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,25.71,0,13.83,32.93,28.47,40.77,0,25.39,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,17.07,0,6.27,0,0,15.85,15.38,481.3,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,10.13,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,25.71,0,13.83,32.93,28.47,40.77,0,25.39,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,16.52,0,6.27,0,0,15.85,15.38,481.3,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,10.13,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,25.71,0,13.83,32.93,28.47,40.77,0,25.39,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,18.33,0,6.27,0,0,15.85,15.38,481.3,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,10.13,0,0.7,0,402.81,100.18,0,9.99,0,0,0,0,0,0,25.71,0,13.83,32.93,28.47,40.77,0,25.39,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,19.24,8.79,6.27,0,0,15.85,15.38,481.3,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,10.13,0,0.7,0,402.81,100.18,0,20,0,0,0,0,0,0,25.71,0,13.83,32.93,28.47,40.77,0,25.39,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,19.24,8.79,6.27,0,0,15.85,15.38,481.3,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,10.13,0,0.7,0,402.81,100.18,0,20,0,0,0,6.03,0,0,25.71,0,17.57,32.93,28.47,40.77,0,25.39,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,19.24,8.79,6.27,0,0,15.85,15.38,481.3,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,22.5,0,41.71,15.21,0,0.7,0,402.81,100.18,0,20,0,0,0,6.03,0,0,25.71,0,17.57,32.93,28.47,40.77,0,25.39,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,19.24,8.79,6.27,0,0,15.85,15.38,481.3,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,22.5,0,41.71,15.21,0,0.7,0,402.81,100.18,0,20,0,0,0,6.03,0,0,25.71,0,17.57,32.93,28.47,40.77,0,25.39,44.08,0,0,142.65,0,6.17,0,0,0,0,0,473.43,19.24,17.57,6.27,0,3.21,15.85,15.38,550.61,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,45,0,41.71,15.21,0,0.7,0,402.81,100.18,0,30.36,0,0,0,6.03,0,0,25.71,0,17.57,32.93,28.47,40.77,0,25.39,44.08,0,0,142.65,0,6.17,0,0,0,0,0,529.18,19.24,17.57,6.27,0,12.67,15.85,15.38,550.57,0,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,119.59,88.49,0,51.03,0,0,0,0,0,114.24,58.3,0,41.71,15.21,0,0.7,0,402.81,100.18,0,41.08,0,0,0,6.03,0,0,25.71,0,14.71,38.24,28.47,32.71,0,20.38,44.08,0,0,142.65,0,6.17,0,0,0,0,0,535.47,19.24,17.57,6.27,11.78,12.67,15.85,15.38,442.91,9.31,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91,119.59,88.49,0,51.03,0,0,0,0,0,114.24,63.04,0,41.71,15.21,0,0.7,0,402.81,100.18,0,41.08,0,0,0,6.03,0,0,25.71,0,14.71,38.24,28.47,32.71,0,20.38,44.08,0,0,142.65,0,17.07,0,0,0,0,0,535.47,19.24,17.57,12.54,26.98,25.34,31.7,15.38,436.24,18.61,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,0,0,0,0,0,0,31.84,119.59,88.49,0,51.03,0,0,0,0,0,114.24,112.13,0,41.71,15.21,0,0.7,0,402.81,100.18,0,41.08,0,0,0,6.03,0,0,25.71,0,14.71,38.24,28.47,32.71,0,20.38,44.08,0,0,142.65,0,37.56,0,0,0,0,0,535.47,19.24,17.57,18.81,40.54,38,47.55,15.38,436.24,27.95,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,31.84,119.59,88.49,0,51.03,0,0,0,0,0,114.24,135,0,41.71,15.21,0,0.7,0,402.81,100.18,0,41.08,0,0,0,6.03,0,0,25.71,0,14.71,38.24,28.47,32.71,0,20.38,44.08,0,0,142.65,0,37.56,0,0,0,0,0,535.47,19.24,26.37,18.81,40.54,38,47.55,15.38,436.24,27.95,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,0,0,0,0,0,0,31.84,119.59,88.49,0,51.03,0,0,0,0,0,114.24,135,0,41.71,15.21,0,0.7,0,402.81,100.18,0,41.08,0,0,0,0,0,0,12.85,0,14.71,32.93,28.47,32.71,0,20.38,44.08,0,0,142.65,0,37.56,0,0,0,0,0,535.47,19.24,26.37,18.81,40.54,38,47.55,15.38,436.24,27.95,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,0,0,0,0,0,0,31.84,119.59,88.49,0,51.03,0,0,0,0,0,114.24,135,0,41.71,15.21,0,0.7,0,402.81,100.18,0,41.08,0,0,0,0,0,0,12.85,0,14.71,32.93,28.47,32.71,0,20.38,44.08,0,0,142.65,0,37.56,0,0,0,0,0,501.07,19.24,26.37,18.81,40.54,38,47.55,15.38,436.24,27.95,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91,119.59,88.49,0,51.03,0,0,0,0,0,114.24,135,0,41.71,15.21,0,0.7,0,402.81,100.18,0,41.08,0,0,0,0,0,0,14.53,0,11.17,32.93,28.47,25.12,0,15.78,35.38,0,0,114.47,0,37.56,0,0,0,0,0,463.81,19.24,26.37,18.81,40.54,38,47.55,13.37,382.15,27.95,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,119.59,88.49,0,51.03,0,0,0,0,0,114.24,112.49,0,41.71,15.21,0,0.7,0,402.81,100.18,0,41.08,0,0,0,0,0,0,68.18,0,11.17,32.93,28.47,25.12,0,15.78,35.38,0,0,114.47,0,17.07,0,0,0,0,0,391.52,19.24,17.57,6.27,23.56,25.34,31.7,11.34,365.87,18.61,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,112.49,0,41.71,15.21,0,0.7,0,402.81,100.18,0,41.08,0,0,0,0,0,0,68.18,0,9.03,32.93,28.47,22.42,0,13.97,24.55,0,0,78.46,0,8.53,0,0,0,0,0,338.76,19.24,17.57,6.27,23.56,25.34,15.85,11.33,361.78,9.31,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,90,0,41.71,15.21,0,0.7,0,402.81,100.18,0,30.36,0,0,0,0,0,0,68.18,0,9.03,38.24,28.47,22.42,0,13.97,24.55,0,0,78.46,0,8.53,0,0,0,0,0,338.76,19.24,8.79,6.27,11.4,25.34,15.85,11.33,361.78,9.31,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,67.5,0,41.71,15.21,0,0.7,0,402.81,100.18,0,30.36,0,0,0,0,0,0,14.53,0,9.03,38.24,28.47,22.42,0,13.97,24.55,0,0,78.46,0,8.53,0,0,0,0,0,338.76,19.24,8.79,12.54,0,12.67,15.85,11.33,361.78,9.31,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,45,0,41.71,10.13,0,0.7,0,402.81,100.18,0,20.11,0,0,0,0,0,0,12.85,0,9.03,38.24,28.47,22.42,0,13.97,24.55,0,0,78.46,0,8.53,0,0,0,0,0,338.76,19.24,8.79,12.54,0,12.67,15.85,11.33,361.78,9.31,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,22.13,0,41.71,10.13,0,0.7,0,402.81,100.18,0,20.11,0,0,0,0,0,0,12.85,0,9.03,38.24,28.47,23.45,0,16.45,24.55,0,0,94.77,0,8.53,0,0,0,0,0,338.76,19.24,8.79,12.54,0,12.67,15.85,11.33,361.78,9.31,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,10.13,0,0.7,0,402.81,100.18,0,9.88,0,0,0,0,0,0,12.85,0,9.03,32.93,28.47,23.45,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,12.67,15.85,11.33,361.78,9.31,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,5.07,0,0.7,0,402.81,100.18,0,9.88,0,0,0,0,0,0,12.85,0,9.03,32.93,28.47,23.45,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,12.67,15.85,11.33,361.78,9.31,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,5.07,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,12.85,0,9.03,32.93,28.47,23.45,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,12.67,15.85,11.33,361.78,9.31,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,5.07,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,12.85,0,9.03,32.93,28.47,23.45,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,12.67,15.85,11.33,361.78,9.31,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,5.07,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,12.85,0,9.03,32.93,28.47,23.45,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,12.67,15.85,11.33,361.78,9.31,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,12.85,0,11.54,33.45,28.47,25.12,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,12.67,15.85,11.33,361.78,9.31,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,12.85,0,11.54,33.45,28.47,25.12,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,12.67,15.85,11.33,361.78,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,12.85,0,11.54,33.45,28.47,27.32,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,12.67,15.85,11.33,361.78,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,12.85,0,11.54,33.45,28.47,27.32,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,18,0,12.54,0,12.67,15.85,11.33,361.78,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,12.85,0,11.54,33.45,28.47,27.32,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,18.96,0,12.54,0,12.67,15.85,11.33,361.78,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,12.85,0,9.06,33.45,28.47,27.32,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,12.67,15.85,11.33,361.78,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,0.24,0,0,12.85,0,9.06,33.45,30.68,27.32,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,0,0,11.33,361.78,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,0.24,0,0,12.85,0,9.06,33.45,30.68,27.32,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,0,0,11.33,361.78,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,6.03,0,0,12.85,0,9.06,32.93,30.68,27.32,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,0,0,11.33,304.07,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,6.03,0,0,12.85,0,9.06,32.93,30.68,27.32,0,16.45,29.95,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,12.54,0,0,0,11.33,304.07,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,6.03,0,0,12.85,0,9.06,32.93,28.47,27.32,0,16.45,27.29,0,0,95.71,0,8.53,0,0,0,0,0,338.76,19.24,0,6.27,0,0,0,11.33,304.07,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,6.03,0,0,12.85,0,9.06,32.93,28.47,27.32,0,16.45,27.29,0,0,95.71,0,8.53,0,0,0,0,0,338.76,19.24,0,6.27,0,0,0,11.33,304.07,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,12.85,0,9.06,33.45,28.47,27.32,0,16.45,27.29,0,0,95.71,0,8.53,0,0,0,0,0,338.76,19.24,0,6.27,0,0,0,11.33,304.07,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.59,88.49,0,51.03,0,0,0,0,0,114.24,0,0,41.71,0,0,0.7,0,402.81,100.18,0,0,0,0,0,0,0,0,12.85,0,9.06,33.45,28.47,27.32,0,16.45,27.29,0,0,95.71,0,8.53,0,0,0,0,0,338.76,19.24,0,6.27,0,0,0,11.33,304.07,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.87,84.06,0,51.03,0,0,0,0,0,103.12,0,0,41.71,0,0,0.7,0,402.81,99.51,0,0,0,0,0,0,0,0,12.85,0,9.06,33.45,28.47,27.32,0,16.45,27.29,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,6.27,0,0,0,11.33,304.07,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.01,84.97,0,51.03,0,0,0,0,0,105.2,0,0,41.71,0,0,0.7,0,402.81,92.89,0,0,0,0,0,0,0,0,12.85,0,9.06,33.45,28.47,27.32,0,16.45,29.91,0,0,97.47,0,8.53,0,0,0,0,0,338.76,19.24,0,6.27,0,0,0,11.33,304.07,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.01,84.79,0,51.03,0,0,0,0,0,105.2,0,0,41.71,0,0,0.7,0,402.81,92.89,0,0,0,0,0,0,0,0,12.85,0,9.06,33.45,28.47,27.32,0,16.45,29.71,0,0,95.38,0,8.53,0,0,0,0,0,338.76,19.24,0,6.27,0,0,15.85,11.33,304.07,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.1,84.59,0,51.03,0,0,0,0,0,103.92,0,0,41.71,0,0,0.7,0,402.81,92.89,0,0,0,0,0,0,0,0,12.85,0,9.06,33.45,28.47,27.32,0,16.45,29.16,0,0,95.38,0,8.53,0,0,0,0,0,338.76,19.24,0,6.27,0,0,15.85,11.33,304.07,0,0,0,0,0,0

