Block,Time Block,BRBCL,CHAMERA2,CHAMERA1,BSIUL,NAPP,KUDGI,NLCEXP,MAPS,NLCIIST1,NJPC,NLCIIST2,KOTESHWR,KOLDAM,KKNPPU2,DULHASTI,DADRT2,JHAJJAR,CHAMERA3,DHAULIGNGA,FSTPP I & II,KGSU1AND2,KISHANGANGA,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNP,DADRI_RF,AURY_RF,URI2,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,DADRI_LF,URI,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,RAPPC,RIHAND2,TALA,SASAN,RIHAND1,RAPPB,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,RAPPD,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,TEHRI,TelanganaSTPP,UNCHAHAR1,TANDA2,UNCHAHAR3,TALST2,UNCHAHAR2,TANAKPUR,TEHRIPSP,NTPL,PARBATI3,PARBATI2,RAMPUR,NNTPP,NLCTS2EXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,241.12,0,40.85,13.82,0,6.71,0,43.8,126.8,0,0,0,35.99,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,12.58,324.71,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,5.34,18.77,0,30.59,12.61,100.04,0,52.93,24.72,5.46,0,0,0,0,0,0,0

7,01:30-01:45,11.75,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,241.12,0,40.85,13.82,0,6.71,0,43.8,126.8,0,0,0,30,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,13.26,324.71,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,5.34,18.77,0,30.59,12.61,100.04,0,52.93,24.72,5.46,0,0,0,0,0,0,0

8,01:45-02:00,12.88,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,241.12,0,40.85,13.82,0,6.71,0,43.8,126.8,0,0,0,30,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,13.26,324.71,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,5.34,18.77,0,30.59,12.61,100.04,0,52.93,24.72,5.46,0,0,0,0,0,0,0

9,02:00-02:15,12.95,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,12.11,0,6.71,0,43.8,126.8,0,0,0,30,0,0,0,0,0,17,0,0,0,0.8,0,0,0,63.27,120.52,13.26,324.71,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,11.86,3.63,16.13,0,23.77,12.61,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

10,02:15-02:30,12.71,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,11.01,0,6.71,0,43.8,126.8,0,0,0,30,0,0,0,0,0,17,0,0,0,0.8,0,0,0,63.27,120.52,13.26,324.71,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,11.86,2.51,16.13,0,23.77,12.61,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

11,02:30-02:45,12.31,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,241.12,0,40.85,13.82,0,6.71,0,37.75,114.3,0,0,0,30,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,13.26,324.71,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,12.61,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

12,02:45-03:00,12.71,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,241.12,0,40.85,13.82,0,6.71,0,37.75,114.3,0,0,0,30,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,13.26,324.71,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,12.61,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

13,03:00-03:15,12.33,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,241.12,0,40.85,13.82,0,6.71,0,37.75,114.74,0,0,0,35.99,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,13.26,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

14,03:15-03:30,13.97,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,241.12,0,40.85,13.82,0,6.71,0,37.75,114.74,0,0,0,35.99,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,13.26,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

15,03:30-03:45,14.76,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,11.01,0,6.71,0,37.75,114.3,0,0,0,35.99,0,0,0,0,0,3.18,0,0,0,0.8,0,0,0,63.27,120.52,13.26,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,11.86,2.51,16.09,0,23.61,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

16,03:45-04:00,17.75,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,11.01,0,6.71,0,37.75,114.3,0,0,0,30,0,0,0,0,0,3.18,0,0,0,0.8,0,0,0,63.27,120.52,13.26,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,11.86,2.51,16.09,0,23.61,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

17,04:00-04:15,16.18,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,11.07,0,6.71,0,43.8,142.68,0,0,0,30,0,0,0,0,0,3.18,0,0,0,0.8,0,0,0,63.27,120.52,13.26,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,11.86,2.51,16.27,0,26.73,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

18,04:15-04:30,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,11.07,0,6.71,0,43.8,142.68,0,0,0,30,0,0,0,0,0,3.18,0,0,0,0.8,0,0,0,63.27,120.52,13.26,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,11.86,2.51,16.09,0,23.61,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

19,04:30-04:45,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,11.01,0,6.71,0,43.8,142.68,0,0,0,35.99,0,0,0,0,0,17,0,0,0,0.8,0,0,0,63.27,120.52,7.58,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,11.86,2.51,16.09,0,23.61,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

20,04:45-05:00,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,11.01,0,6.71,0,43.8,142.68,0,0,0,35.99,0,0,0,0,0,38.24,0,0,0,0.8,0,0,0,63.27,120.52,7.45,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,11.86,2.51,16.09,0,23.61,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

21,05:00-05:15,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,11.01,0,6.71,0,43.8,142.68,0,0,0,35.99,0,0,0,0,0,38.24,0,0,0,0.8,0,0,0,63.27,120.52,7.22,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,11.86,2.51,16.09,0,23.61,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

22,05:15-05:30,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,11.01,0,6.71,0,43.8,142.68,0,0,0,30,0,0,0,0,0,17,0,0,0,0.8,0,0,0,63.27,120.52,6.88,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,11.86,2.51,16.09,0,23.61,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

23,05:30-05:45,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,14.54,0,6.71,0,43.8,142.68,0,0,0,30,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,6.43,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

24,05:45-06:00,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,14.54,0,6.71,0,43.8,142.68,0,0,0,30,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,6.13,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

25,06:00-06:15,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,16.82,0,6.71,0,43.8,142.68,0,0,0,30,0,0,0,0,0,17,0,0,0,1.47,0,0,0,63.27,120.52,5.83,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

26,06:15-06:30,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,16.82,0,6.71,0,43.8,142.68,0,0,0,30,0,0,0,0,0,17,0,0,0,1.47,0,0,0,63.27,120.52,5.68,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

27,06:30-06:45,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,16.82,0,4.46,0,43.8,142.68,0,0,0,30,0,0,0,0,0,17,0,0,0,1.47,0,0,0,63.27,120.52,10.84,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

28,06:45-07:00,16.99,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,16.82,0,4.46,0,43.8,142.68,0,0,0,30,0,0,0,0,0,17,0,0,0,1.47,0,0,0,63.27,120.52,10.54,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

29,07:00-07:15,16.81,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,16.82,0,4.46,0,43.8,142.68,0,0,0,30,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,5,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

30,07:15-07:30,17.96,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,14.54,0,4.46,0,43.8,142.68,0,0,0,30,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,4.87,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

31,07:30-07:45,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,15.01,0,4.46,0,38.42,142.68,0,0,0,30,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,5.22,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

32,07:45-08:00,17.96,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,15.01,0,4.46,0,38.46,126.64,0,0,0,30,0,0,0,0,0,17,0,0,0,1.46,0,0,0,63.27,120.52,5.22,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

33,08:00-08:15,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,15.01,0,4.47,0,38.46,126.64,0,0,0,30,0,0,0,0,0,14.86,0,0,0,1.46,0,0,0,63.27,120.52,10.88,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

34,08:15-08:30,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,15.01,0,4.47,0,38.46,126.64,0,0,0,30,0,0,0,0,0,14.86,0,0,0,1.46,0,0,0,63.27,120.52,10.88,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.48,2.51,18.77,0,30.59,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

35,08:30-08:45,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,12.75,0,4.47,0,38.46,126.64,0,0,0,32.25,0,0,0,0,0,38.24,0,0,0,0.8,0,0,0,63.27,120.52,11.75,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.09,2.51,17.05,0,28.66,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

36,08:45-09:00,17.53,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,12.75,0,4.47,0,38.46,126.64,0,0,0,32.25,0,0,0,0,0,38.24,0,0,0,0.8,0,0,0,63.27,120.52,11.75,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.09,2.51,17.05,0,28.66,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

37,09:00-09:15,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,12.75,0,4.47,0,38.46,126.64,0,0,0,32.25,0,0,0,0,0,17,0,0,0,0.8,0,0,0,63.27,120.52,11.88,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.09,2.51,17.05,0,28.66,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

38,09:15-09:30,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,12.75,0,4.47,0,38.46,126.64,0,0,0,32.25,0,0,0,0,0,17,0,0,0,0.8,0,0,0,63.27,120.52,12.16,259.77,45.5,0,0,0,0,0,37.56,0,107.56,67.08,18.3,125.88,79.24,0,14.09,2.51,17.05,0,28.66,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

39,09:30-09:45,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,12.75,0,4.47,0,38.46,126.64,0,0,0,32.25,0,0,0,0,0,17,0,0,0,0.8,0,0,0,63.27,120.52,9.27,259.77,45.5,0,0,0,0,0,37.56,0,107.56,65.96,18.3,125.88,79.24,0,14.09,2.51,17.05,0,28.66,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

40,09:45-10:00,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,101.16,234.68,0,40.85,12.75,0,2.24,0,38.46,126.64,0,0,0,32.25,0,0,0,0,0,17,0,0,0,0.8,0,0,0,63.27,120.52,9.27,259.77,45.5,0,0,0,0,0,37.56,0,107.56,65.96,18.3,125.88,79.24,0,14.09,2.51,17.05,0,28.66,11.46,100.04,0,38.63,24.72,5.46,0,0,0,0,0,0,0

41,10:00-10:15,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,104.35,242.44,0,40.85,12.75,0,0.62,0,38.46,126.64,0,0,0,32.25,0,0,0,0,0,38.24,0,0,0,1.27,0,0,0,63.27,120.52,9.27,259.77,45.5,0,0,0,0,0,37.56,0,107.56,65.96,18.3,125.88,79.24,0,14.49,5.34,17.69,0,29.39,11.46,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

42,10:15-10:30,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,104.35,242.44,0,40.85,12.75,0,0,0,38.46,126.64,0,0,0,32.25,0,0,0,0,0,38.24,0,0,0,1.27,0,0,0,63.27,120.52,9.27,259.77,45.5,0,0,0,0,0,37.56,0,107.56,65.96,18.3,125.88,79.24,0,14.49,5.34,17.69,0,29.39,11.46,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

43,10:30-10:45,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,104.35,242.44,0,40.85,12.75,0,0,0,38.46,126.64,0,0,0,32.25,0,0,0,0,0,21.24,0,0,0,1.27,0,0,0,63.27,120.52,9.27,263.75,45.5,0,0,0,0,0,37.56,0,105.41,65.96,18.3,125.88,79.24,0,14.49,5.34,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

44,10:45-11:00,16.6,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,104.35,242.44,0,40.85,12.75,0,0,0,38.46,126.64,0,0,0,32.25,0,0,0,0,0,21.24,0,0,0,1.27,0,0,0,63.27,120.52,9.27,276.98,45.5,0,0,0,0,0,37.56,0,105.41,65.96,18.3,125.88,79.24,0,14.49,5.34,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

45,11:00-11:15,17.16,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,104.35,242.44,0,40.85,12.75,0,0,0,29.86,85.99,0,0,0,32.25,0,0,0,0,0,21.24,0,0,0,1.27,0,0,0,63.27,120.52,9.27,300.83,45.5,0,0,0,0,0,37.56,0,100.72,63.72,18.3,125.88,79.24,0,14.49,4.2,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

46,11:15-11:30,16.4,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,104.35,242.44,0,40.85,12.75,0,0,0,29.86,85.99,0,0,0,32.25,0,0,0,0,0,21.24,0,0,0,1.27,0,0,0,63.27,120.52,9.27,324.49,45.5,0,0,0,0,0,37.56,0,100.72,63.72,18.3,125.88,79.24,0,14.49,4.2,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

47,11:30-11:45,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,104.35,242.44,0,40.85,12.75,0,0,0,29.86,85.99,0,0,0,32.25,0,0,0,0,0,21.24,0,0,0,1.27,0,0,0,63.27,120.52,9.27,367.31,45.5,0,0,0,0,0,37.56,0,100.72,61.5,18.3,125.88,79.24,0,14.49,4.2,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

48,11:45-12:00,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,36.87,104.35,242.44,0,40.85,12.75,0,0,0,29.86,85.99,0,0,0,32.25,0,0,0,0,0,21.24,0,0,0,1.27,0,0,0,63.27,120.52,9.27,378.83,45.5,0,0,0,0,0,37.56,0,100.72,61.5,18.3,125.88,79.24,0,14.49,4.2,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

49,12:00-12:15,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,104.35,242.44,0,40.85,12.75,0,0,0,29.86,85.99,0,0,0,32.25,0,0,0,0,0,17,0,0,0,1.27,0,0,0,63.27,120.52,9.27,378.83,45.5,0,0,0,0,0,37.56,0,100.72,0,18.3,125.88,79.24,0,14.49,4.2,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

50,12:15-12:30,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,104.35,242.44,0,40.85,12.75,0,0,0,29.86,85.99,0,0,0,32.25,0,0,0,0,0,17,0,0,0,1.27,0,0,0,63.27,120.52,9.27,378.83,45.5,0,0,0,0,0,37.56,0,100.72,0,18.3,125.88,79.24,0,14.49,4.2,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

51,12:30-12:45,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,104.35,242.44,0,40.85,12.75,0,0,0,29.86,85.99,0,0,0,32.25,0,0,0,0,0,12.75,0,0,0,1.27,0,0,0,63.27,120.52,9.27,378.83,45.5,0,0,0,0,0,37.56,0,100.71,0,18.3,125.88,79.24,0,14.49,4.2,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

52,12:45-13:00,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,104.35,242.44,0,40.85,12.75,0,0,0,29.86,85.99,0,0,0,32.25,0,0,0,0,0,12.75,0,0,0,1.27,0,0,0,63.27,120.52,9.27,378.83,45.5,0,0,0,0,0,37.56,0,100.71,0,18.3,125.88,79.24,0,14.49,4.2,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

53,13:00-13:15,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,104.35,242.44,0,40.85,12.75,0,0,0,38.46,126.64,0,0,0,32.25,0,0,0,0,0,14.86,0,0,0,1.27,0,0,0,63.27,120.52,9.27,378.83,45.5,0,0,0,0,0,37.56,0,100.7,0,18.3,125.88,79.24,0,14.49,5.34,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

54,13:15-13:30,18.04,0,40.55,0,23.31,0,0,0,0,169.14,0,43.37,8.3,0,0,104.35,242.44,0,40.85,12.75,0,0,0,38.46,126.64,0,0,0,32.25,0,0,0,0,0,14.86,0,0,0,1.27,0,0,0,63.27,120.52,9.27,378.83,45.5,0,0,0,0,0,37.56,0,100.7,0,18.3,125.88,79.24,0,14.49,5.34,17.69,0,29.39,9.49,100.04,0,0,24.72,5.46,0,0,0,0,0,0,0

