Block,Time Block,KKNPPU2,KHSTPP-I,KHSTPP-II,KGSU1AND2,KGSU3AND4,FSTPP I & II,JHAJJAR,KOLDAM,KOTESHWR,BSIUL,CHAMERA1,BRBCL,DADRT2,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,URI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,ANTA_CRF,UNCHAHAR2,ANTA_RF,AURY_LF,DADRI_GF,DADRI_LF,AURY_GF,DADRI_CRF,ANTA_LF,AURY_CRF,AURY_RF,ANTA_GF,DADRI_RF,KISHANGANGA,KKNP,TelanganaSTPP,TALST2,TEHRI,TANAKPUR,TALA,TANDA2,RAPPB,RIHAND2,SASAN,SIMHST2,RIHAND1,SINGRAULI_HYDRO,SIMHST1,RAMPUR,RSTPSU1TO6,SINGRAULI,RAPPC,RSTPSU7,SALAL,SEWA2,RIHAND3,NLCEXP,KUDGI,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NAPP,NNTPP,NTPL,PARBATI3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,31.6,65.81,0,0,8.79,276.31,0,8.53,0,0,17.5,187.7,0,0,0,0,1.07,0,11.55,0,18.11,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,114.22,324.61,0,88.49,0,0,0,0,112.09,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

7,01:30-01:45,0,31.6,65.81,0,0,8.79,276.31,0,8.53,0,0,15.73,187.7,0,0,0,0,1.07,0,11.55,0,18.11,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,114.22,324.61,0,88.49,0,0,0,0,112.09,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

8,01:45-02:00,0,31.6,65.81,0,0,8.79,276.31,0,8.53,0,0,15.4,187.7,0,0,0,0,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,114.22,324.61,0,88.49,0,0,0,0,115.94,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

9,02:00-02:15,0,24.55,65.81,0,0,6.64,276.31,0,8.53,0,0,17.32,187.7,0,0,0,0,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

10,02:15-02:30,0,24.55,65.81,0,0,6.64,276.31,0,8.53,0,0,16.46,187.7,0,0,0,0,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

11,02:30-02:45,0,24.55,65.81,0,0,6.64,276.31,0,8.53,0,0,16.22,187.7,0,0,0,0,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

12,02:45-03:00,0,24.55,65.81,0,0,6.64,276.31,0,8.53,0,0,14.95,187.7,0,0,0,0,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

13,03:00-03:15,0,24.55,65.81,0,0,6.64,276.31,0,8.53,0,0,14.9,187.7,0,0,0,0,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

14,03:15-03:30,0,24.55,65.81,0,0,6.64,276.31,0,8.53,0,0,16.46,187.7,0,0,0,0,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

15,03:30-03:45,0,24.55,65.81,0,0,6.64,276.31,0,8.53,0,0,15.95,187.7,0,0,0,0,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

16,03:45-04:00,0,31.6,65.81,0,0,8.79,276.31,0,8.53,0,0,19.24,187.7,0,0,0,0,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

17,04:00-04:15,0,36.89,77.6,0,0,8.79,276.31,0,8.53,0,0,19.24,187.7,0,0,0,0,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

18,04:15-04:30,0,36.89,78.43,0,0,8.79,276.31,0,8.53,0,0,19.24,187.7,0,0,0,0,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

19,04:30-04:45,0,36.89,78.43,0,0,8.79,276.31,0,8.53,0,0,19.24,245.4,0,0,0,15.85,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

20,04:45-05:00,0,43.49,95.09,0,0,8.79,276.31,0,8.53,0,0,19.24,266.56,0,0,0,15.85,1.07,0,11.55,0,4.27,13.96,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

21,05:00-05:15,0,43.49,95.09,0,0,8.79,276.31,0,8.53,0,0,19.24,293.49,0,0,0,15.85,1.07,0,15.42,0,4.27,18.84,0,22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

22,05:15-05:30,0,43.49,95.09,0,0,10.32,276.31,0,8.53,0,0,19.24,341.44,0,0,0,15.85,1.07,0,17.64,0,4.27,22.79,0,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,12.29,0,119.57,0,0,0,18.22,0,0,0,41.91,0,0,0,0,0,0,0,0

23,05:30-05:45,0,43.49,95.09,0,0,10.32,276.31,0,8.53,0,0,19.24,389.53,0,0,0,15.85,1.07,0,17.64,0,4.27,22.79,0,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,53.64,0,119.57,0,0,0,36.43,0,0,0,41.91,0,0,0,0,0,0,0,0

24,05:45-06:00,0,43.49,95.09,0,0,10.32,291.43,0,8.53,0,0,19.24,437.62,3.2,0,0,15.85,1.07,0,17.64,0,4.27,22.79,0,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,53.64,0,119.57,0,0,0,54.65,0,0,0,41.91,0,0,0,0,0,0,0,0

25,06:00-06:15,0,43.49,95.09,0,0,11.25,352.45,0,8.53,6.27,0,19.24,485.71,12.67,0,8.78,31.7,1.07,0,17.64,0,4.27,25.18,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,0,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,53.64,0,119.57,0,0,0,91.08,0,0,0,41.91,0,0,3.67,0,0,0,0,0

26,06:15-06:30,0,43.49,95.09,0,0,11.25,423.19,0,25.6,6.27,0,19.24,537.63,12.67,6.12,15.88,47.54,1.07,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,0,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,53.64,0,119.57,0,0,0,112.48,0,0,0,41.91,0,0,15.92,0,0,0,0,0

27,06:30-06:45,0,43.49,95.09,0,0,11.25,424.15,0,38.31,12.54,11.55,19.24,576.1,25.33,27.95,35.15,47.54,25.48,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,0,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,53.64,10.14,119.57,0,0,0,134.98,0,0,0,41.91,0,0,15.92,0,0,0,0,0

28,06:45-07:00,0,43.49,95.09,0,0,11.25,424.15,0,38.31,12.54,26.98,19.24,613.59,25.33,27.95,35.15,47.54,25.48,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,0,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,53.64,10.14,119.57,0,0,0,134.98,0,0,0,41.91,0,0,15.92,0,0,0,0,0

29,07:00-07:15,0,43.49,95.09,0,0,11.25,337.43,0,38.31,12.54,26.98,19.24,656.7,25.33,27.95,35.15,47.54,25.48,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,0,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,12.29,10.14,119.57,0,0,0,134.98,0,0,0,41.91,0,0,15.92,0,0,0,0,0

30,07:15-07:30,0,43.49,95.09,0,0,11.25,432.21,0,38.31,12.54,26.98,19.24,656.7,25.33,27.95,35.15,47.54,3.18,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,0,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,10.14,119.57,0,0,0,134.98,0,0,0,41.91,0,0,15.92,0,0,0,0,0

31,07:30-07:45,0,43.49,95.09,0,0,11.25,442.76,0,38.31,12.54,26.98,19.24,656.7,25.33,27.95,35.15,47.54,1.6,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,6.03,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,10.14,119.57,0,0,0,134.98,0,0,0,41.91,0,0,15.92,0,0,0,0,0

32,07:45-08:00,0,43.49,95.09,0,0,11.25,442.76,0,38.31,12.54,13.51,19.24,656.7,25.33,27.95,35.15,47.54,1.6,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.86,0,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,10.14,119.57,0,0,0,100.19,0,0,0,41.91,0,0,3.42,0,0,0,0,0

33,08:00-08:15,0,43.49,95.09,0,0,11.25,442.76,0,18.97,6.27,13.51,19.24,656.7,25.33,1.84,17.78,31.7,1.6,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.91,0,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,79.15,0,0,0,41.91,0,0,0,0,0,0,0,0

34,08:15-08:30,0,43.49,95.09,0,0,11.25,442.76,0,8.53,6.27,0,19.24,656.7,25.33,0,8.9,31.7,1.6,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.91,1.11,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,63.76,0,0,0,41.91,0,0,0,0,0,0,0,0

35,08:30-08:45,0,43.49,95.09,0,0,11.25,442.76,0,8.53,6.27,0,19.24,656.7,25.33,0,0,31.7,25.48,0,19.77,0,18.11,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,1.11,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,43.71,0,0,0,41.91,0,0,0,0,0,0,0,0

36,08:45-09:00,0,43.49,95.09,0,0,11.25,442.76,0,8.53,6.27,0,19.24,656.7,12.67,0,0,31.7,25.48,0,19.77,0,18.11,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,1.11,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,21.86,0,0,0,41.91,0,0,0,0,0,0,0,0

37,09:00-09:15,0,43.49,95.09,0,0,11.25,442.76,0,8.53,0,0,19.24,656.7,0,0,0,31.7,25.48,0,19.77,0,18.11,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,1.11,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

38,09:15-09:30,0,43.49,95.09,0,0,11.25,442.76,0,8.53,0,0,19.24,656.7,0,0,0,15.85,3.18,0,19.77,0,18.11,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

39,09:30-09:45,0,43.49,95.09,0,0,11.25,439.88,0,8.53,0,0,19.24,656.7,0,0,0,15.85,3.18,0,19.77,0,10.35,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

40,09:45-10:00,0,43.49,95.09,0,0,11.25,439.88,0,8.53,0,0,19.24,656.7,0,0,0,15.85,1.6,0,19.77,0,10.35,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

41,10:00-10:15,0,43.49,95.09,0,0,11.25,442.76,0,8.53,0,0,19.24,657.04,0,0,0,0,3.18,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

42,10:15-10:30,0,43.49,95.09,0,0,11.25,424.15,0,8.53,0,0,19.24,657.04,0,0,0,0,3.18,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

43,10:30-10:45,0,43.49,95.09,0,0,11.25,368.37,0,8.53,0,0,19.24,639.23,0,0,0,0,7.65,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

44,10:45-11:00,0,43.49,95.09,0,0,11.25,291.43,0,8.53,0,0,19.24,624.8,0,0,0,0,7.65,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

45,11:00-11:15,0,43.49,95.09,0,0,11.25,276.31,0,8.53,0,0,19.24,593.07,0,0,0,0,7.65,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

46,11:15-11:30,0,43.49,95.09,0,0,9.72,276.31,0,8.53,0,0,19.24,581.52,0,0,0,0,7.65,0,17.04,0,4.27,21.88,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

47,11:30-11:45,0,43.49,95.09,0,0,9.72,276.31,0,8.53,0,0,19.24,569.02,0,0,0,0,7.65,0,19.76,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

48,11:45-12:00,0,43.49,95.09,0,0,9.72,276.31,0,8.53,0,0,19.24,530.91,0,0,0,0,7.65,0,19.77,0,4.27,25.38,0,40.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,114.22,324.61,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

49,12:00-12:15,0,43.49,95.09,0,0,9.72,276.31,0,8.53,0,0,19.24,477.41,0,0,0,0,12.74,0,17.98,0,4.27,21.88,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,114.22,334.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

50,12:15-12:30,0,43.49,95.09,0,0,9.72,276.31,0,8.53,0,0,19.24,444.51,0,0,0,0,12.74,0,17.04,0,4.27,21.88,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,114.22,348.51,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

51,12:30-12:45,0,43.49,95.09,0,0,9.7,276.31,0,8.53,0,0,19.24,452.98,0,0,0,0,7.65,0,17.04,0,4.27,21.88,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,114.22,357.02,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

52,12:45-13:00,0,43.49,95.09,0,0,9.7,276.31,0,8.53,0,0,19.24,410.31,0,0,0,0,7.65,0,17.04,0,4.27,21.88,0,35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

53,13:00-13:15,0,43.49,95.09,0,0,8.77,276.31,0,8.53,0,0,19.24,340.3,0,0,0,0,7.65,0,14.8,0,4.27,19.28,0,30.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

54,13:15-13:30,0,43.49,95.09,0,0,8.77,276.31,0,8.53,0,0,19.24,296.52,0,0,0,0,7.65,0,14.8,0,4.27,19.28,0,30.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,114.22,357.07,0,88.49,0,0,0,0,121.16,51.99,0,8.94,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

55,13:30-13:45,0,43.49,95.09,0,0,8.77,276.31,0,8.53,0,0,19.24,277.74,0,0,0,0,7.65,0,14.8,0,4.27,19.28,0,30.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,53.64,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

56,13:45-14:00,0,43.49,95.09,0,0,8.77,276.31,0,8.53,0,0,19.24,269.14,0,0,0,0,7.65,0,14.8,0,4.27,19.28,0,30.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,53.64,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

57,14:00-14:15,0,43.49,95.09,0,0,8.77,276.31,0,8.53,0,0,19.24,266.11,0,0,0,0,7.65,0,14.8,0,4.27,19.28,0,30.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,53.64,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

58,14:15-14:30,0,43.49,95.09,0,0,10.32,276.31,0,8.53,0,0,19.24,272.41,0,0,0,0,7.65,0,17.53,0,4.27,22.79,0,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,12.29,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

59,14:30-14:45,0,43.49,95.09,0,0,10.32,276.31,0,8.53,0,0,19.24,278.41,0,0,0,0,7.65,0,17.53,0,4.27,22.79,0,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81,1.72,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

60,14:45-15:00,0,43.49,95.09,0,0,10.32,276.31,0,8.53,0,0,19.24,298.54,0,0,0,0,7.65,0,17.53,0,4.27,22.79,0,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.97,1.72,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

61,15:00-15:15,0,43.49,95.09,0,0,10.32,322.63,0,8.53,0,0,19.24,373.79,0,0,0,0,3.71,0,17.53,0,4.27,22.79,0,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,1.72,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

62,15:15-15:30,0,43.49,95.09,0,0,10.32,361.1,0,8.53,0,0,19.24,375.56,0,0,0,0,3.71,0,17.53,0,4.27,22.79,0,36.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.91,1.72,0,0,0,114.22,357.07,0,78.87,0,0,0,0,121.16,51.99,0,1.35,0,119.57,0,0,0,0,0,0,0,41.91,0,0,0,0,0,0,0,0

