Block,Time,NR/30092023/26122029/SH-06,NR/01112023/30112023/HP-09,NR/03112023/30112023/IEX-231101-05680,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/03112023/30112023/HPX-TAMDLY-011123-05147,WR/01102023/01102023/L_NR_2020_06,NR/01102023/22052037/LT-59,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/30042040/GNA_LT_35,WR/01102023/16072048/L_NR_2022_08,NR/02112023/15112023/D20231102NR21539,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2022_09,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/31032046/L_NR_2020_05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01112023/30112023/HP-10,NR/01102023/06022042/L_NR_2012_02,L_NR_2019_19,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07
69,17:00-17:15,30.860000,0.000000,48.220000,144.68,96.450000,30.860000,48.220000,9.75,1.940000,7.21,25,10,2.000000,1.000000,0,29.49,1.000000,8.45,48.220000,271.270000,101.020000,18.38,25.080000,29.25,2.230000,5,223.460000,260.990000,2.888622,1.030000,1,1.67,7,4,5,18.38,2.85,9.75,0,5.9,0.000000,83.000000

70,17:15-17:30,30.860000,0.000000,48.220000,144.68,118.050000,30.860000,48.220000,8.34,1.940000,7.21,18,7,2.000000,0.600000,0,20.31,0.600000,7.8,48.220000,271.270000,101.020000,17.93,25.080000,25.05,2.230000,1,223.460000,260.990000,0.77808,0.610000,0,0.33,9,5,3,17.93,0.95,8.35,0,4.06,0.000000,83.000000

71,17:30-17:45,30.860000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,7.53,1.940000,7.21,14,6,2.000000,0.310000,0,11.12,0.310000,7.27,48.220000,271.270000,101.020000,13.75,26.040000,22.6,2.230000,0,223.460000,260.990000,0,0.320000,0,0,6,3,2,13.75,0.1,7.53,0,2.22,0.000000,83.000000

72,17:45-18:00,30.860000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,7.21,1.940000,7.21,4,1,2.000000,0.120000,0,4.71,0.120000,9.51,48.220000,271.270000,101.020000,14.34,26.040000,21.63,2.230000,0,223.460000,260.990000,0,0.130000,0,0,1,1,1,14.34,0,7.21,0,0.94,0.000000,83.000000

73,18:00-18:15,30.860000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,7.16,1.940000,7.21,0,0,2.000000,0.000000,0,1,0.000000,9.45,48.220000,271.270000,101.020000,14.42,26.040000,21.5,2.230000,0,93.470000,260.990000,0,0.000000,0,0,0,0,0,14.42,0,7.17,0,0.2,0.000000,83.000000

74,18:15-18:30,30.860000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,7.16,1.940000,7.21,0,0,2.000000,0.000000,0,0,0.000000,8.2,48.220000,271.270000,101.020000,26.84,26.040000,21.5,2.230000,0,93.470000,260.990000,0,0.000000,0,0,0,0,0,26.84,0,7.17,0,0,0.000000,83.000000

75,18:30-18:45,30.860000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,7.16,1.940000,7.21,0,0,2.000000,0.000000,0,0,0.000000,7.84,48.220000,271.270000,101.020000,26.51,26.040000,21.5,2.230000,0,93.470000,260.990000,0,0.000000,0,0,0,0,0,26.51,0,7.17,0,0,0.000000,83.000000

76,18:45-19:00,30.860000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,14.34,1.940000,7.21,0,0,2.000000,0.000000,0,0,0.000000,7.51,48.220000,271.270000,101.020000,34.17,26.040000,42.97,2.230000,0,93.470000,260.990000,0,0.000000,0,0,0,0,0,34.17,0,14.32,0,0,0.000000,83.000000

77,19:00-19:15,30.860000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,14.5,1.860000,7.21,0,0,2.000000,0.000000,0,0,0.000000,7.2,48.220000,271.270000,101.020000,33.84,26.040000,43.53,2.280000,0,93.470000,260.990000,0,0.000000,0,0,0,0,0,33.84,0,14.51,0,0,0.000000,83.000000

78,19:15-19:30,30.860000,0.000000,48.220000,144.68,67.520000,30.860000,48.220000,16.43,1.860000,7.21,0,0,2.000000,0.000000,0,0,0.000000,7,48.220000,271.270000,101.020000,43.47,26.040000,49.27,2.280000,0,93.470000,260.990000,0,0.000000,0,0,0,0,0,43.47,0,16.42,0,0,0.000000,83.000000

79,19:30-19:45,30.860000,0.000000,48.220000,144.68,67.520000,9.060000,48.220000,16.61,1.860000,7.21,0,0,2.000000,0.000000,0,0,0.000000,7,48.220000,271.270000,101.020000,42.63,26.040000,49.83,2.280000,0,93.470000,260.990000,0,0.000000,0,0,0,0,0,42.63,0,16.61,0,0,0.000000,83.000000

80,19:45-20:00,30.860000,0.000000,48.220000,144.68,67.520000,9.060000,48.220000,16.89,1.860000,7.21,0,0,2.000000,0.000000,0,0,0.000000,7,48.220000,271.270000,101.020000,55.17,26.040000,50.65,2.280000,0,93.470000,260.990000,0,0.000000,0,0,0,0,0,55.17,0,16.88,0,0,0.000000,83.000000

81,20:00-20:15,30.860000,0.000000,48.220000,144.68,67.520000,24.390000,48.220000,16.93,1.860000,7.21,0,0,1.920000,0.000000,0,0,0.000000,7,48.220000,271.270000,101.020000,54.51,26.040000,50.81,2.280000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,54.51,0,16.94,0,0,0.000000,68.030000

82,20:15-20:30,30.860000,0.000000,48.220000,144.68,67.520000,24.390000,48.220000,16.9,1.860000,7.21,0,0,1.920000,0.000000,0,0,0.000000,7,48.220000,271.270000,101.020000,53.84,26.040000,50.71,2.280000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,53.84,0,16.9,0,0,0.000000,68.030000

83,20:30-20:45,30.860000,0.000000,48.220000,144.68,67.520000,25.480000,48.220000,16.81,1.860000,7.21,0,0,1.920000,0.000000,0,0,0.000000,7,48.220000,271.270000,101.020000,52.51,26.040000,50.4,2.280000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,52.51,0,16.8,0,0,0.000000,68.030000

84,20:45-21:00,30.860000,0.000000,48.220000,144.68,67.520000,25.480000,48.220000,16.74,1.860000,7.21,0,0,1.920000,0.000000,0,0,0.000000,7,48.220000,271.270000,101.020000,51.17,26.040000,50.19,2.280000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,51.17,0,16.73,0,0,0.000000,68.030000

85,21:00-21:15,30.860000,0.000000,48.220000,144.68,67.520000,25.480000,48.220000,16.38,1.860000,7.21,0,0,1.920000,0.000000,0,0,0.000000,7,48.220000,271.270000,101.020000,49.84,25.080000,49.14,2.230000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,49.84,0,16.38,0,0,0.000000,68.030000

86,21:15-21:30,30.860000,0.000000,48.220000,144.68,67.520000,25.480000,48.220000,16,1.860000,7.21,0,0,1.920000,0.000000,0,0,0.000000,7,48.220000,271.270000,69.530000,47.84,25.080000,47.97,2.230000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,47.84,0,15.99,0,0,0.000000,68.030000

87,21:30-21:45,30.860000,0.000000,48.220000,144.68,67.520000,25.480000,48.220000,15.21,1.860000,7.21,0,0,1.920000,0.000000,0,0,0.000000,8.66,48.220000,231.480000,60.460000,45.17,25.080000,45.58,2.230000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,45.17,0,15.19,0,0,0.000000,68.030000

88,21:45-22:00,30.860000,0.000000,48.220000,144.68,67.520000,25.480000,48.220000,14.67,1.860000,7.21,0,0,1.920000,0.000000,0,0,0.000000,8.66,48.220000,192.900000,48.220000,41.84,25.080000,44.01,2.230000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,41.84,0,14.67,0,0,0.000000,55.570000

89,22:00-22:15,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,14.62,1.780000,7.21,0,0,1.840000,0.000000,0,0,0.000000,8.66,48.220000,192.900000,48.220000,40.17,25.080000,43.87,2.230000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,40.17,0,14.62,0,0,0.000000,55.570000

90,22:15-22:30,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,12.94,1.780000,7.21,0,0,1.840000,0.000000,0,0,0.000000,8.66,48.220000,192.900000,48.220000,39.17,25.080000,38.87,2.230000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,39.17,0,12.96,0,0,0.000000,55.570000

91,22:30-22:45,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,12.97,1.780000,7.21,0,0,1.840000,0.000000,0,0,0.000000,8.66,48.220000,231.480000,48.220000,33.5,25.080000,38.93,2.230000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,33.5,0,12.98,0,0,0.000000,55.570000

92,22:45-23:00,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,13.03,1.780000,7.21,0,0,1.840000,0.000000,0,0,0.000000,8.66,48.220000,231.480000,48.220000,32.96,25.080000,39.09,2.230000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,32.96,0,13.03,0,0,0.000000,55.570000

93,23:00-23:15,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,13.47,1.780000,7.21,0,0,1.840000,0.000000,0,0,0.000000,8.66,48.220000,192.900000,48.220000,32.56,25.080000,40.43,2.230000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,32.56,0,13.48,0,0,0.000000,55.570000

94,23:15-23:30,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,13.83,1.780000,7.21,0,0,1.840000,0.000000,0,0,0.000000,8.66,48.220000,192.900000,48.220000,32.56,25.080000,41.49,2.230000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,32.56,0,13.83,0,0,0.000000,55.570000

95,23:30-23:45,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,14.66,1.780000,7.21,0,0,1.840000,0.000000,0,0,0.000000,8.66,48.220000,192.900000,48.220000,32.56,25.080000,43.97,2.230000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,32.56,0,14.66,0,0,0.000000,55.570000

96,23:45-24:00,26.030000,38.210000,48.220000,144.68,71.760000,26.030000,48.220000,15.08,1.780000,7.21,0,0,1.840000,0.000000,0,0,0.000000,8.66,48.220000,192.900000,48.220000,32.56,25.080000,45.24,2.230000,0,93.470000,205.350000,0,0.000000,0,0,0,0,0,32.56,0,15.08,0,0,0.000000,55.570000

