Block,Time Block,RSTPSU1TO6,RIHAND3,RIHAND2,KISHANGANGA,KHSTPP-I,KHSTPP-II,DULHASTI,FSTPP I & II,KGSU3AND4,JHAJJAR,KGSU1AND2,NLCIIST2,NLCTS2EXP,NNTPP,CHAMERA2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,DHAULIGNGA,DADRT2,RAMPUR,RAPPC,NTPL,PARBATI3,RIHAND1,PARBATI2,RAPPB,RAPPD,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,TANDA2,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,ANTA_CRF,TALA,TALST2,TANAKPUR,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,SEWA2,SINGRAULI_HYDRO,SIMHST1,SIMHST2,SINGRAULI,RSTPSU7,SALAL,SASAN,NAPP,KOTESHWR,KKNP,NLCEXP,KKNPPU2,KUDGI,NLCIIST1,KOLDAM,NJPC,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,0,123.58,117.85,8.2,43.01,141.71,57.44,19.71,0,381.34,0,0,0,0,47.12,9.65,40.69,12.59,33.79,10.57,470.16,5.31,66.67,0,37.03,76.73,29.02,0,20.91,36.78,25.91,0,41.46,49.03,31.14,2.56,20.63,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,140.71,0,64.5,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

10,02:15-02:30,0,123.58,117.85,8.2,43.01,141.71,57.44,19.71,0,333.08,0,0,0,0,47.12,10.39,40.69,12.59,33.79,10.57,461.65,5.31,66.67,0,37.03,76.73,29.02,0,20.91,36.78,25.91,0,41.46,49.03,31.14,2.56,20.63,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,140.71,0,64.5,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

11,02:30-02:45,0,123.58,117.85,8.2,43.01,141.71,57.44,19.71,0,246.2,0,0,0,0,47.12,11.7,40.69,12.59,33.79,10.57,442.34,5.31,66.67,0,37.03,76.73,29.02,0,20.91,36.78,25.91,0,41.46,49.03,31.14,2.56,20.63,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,140.71,0,64.5,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

12,02:45-03:00,0,123.58,117.85,8.2,43.01,141.71,57.44,19.71,0,246.2,0,0,0,0,47.12,13.21,40.69,12.59,22.52,10.57,403.73,5.31,66.67,0,37.03,76.73,29.02,0,20.91,36.78,25.91,0,41.46,49.03,31.14,2.56,20.63,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,140.71,0,64.5,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

13,03:00-03:15,0,123.58,117.85,8.2,43.01,141.71,57.44,19.71,0,246.2,0,0,0,0,47.12,12.39,40.69,12.59,22.52,10.57,295.13,5.31,66.67,0,37.03,76.73,29.02,0,20.91,36.78,25.91,0,41.46,49.03,29.75,2.56,20.63,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,140.71,0,76.63,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

14,03:15-03:30,0,123.58,117.85,8.2,43.01,141.71,57.44,19.71,0,246.2,0,0,0,0,47.12,13.49,40.69,12.59,22.52,10.57,225.98,5.31,66.67,0,37.03,76.73,29.02,0,20.91,36.78,25.91,0,41.46,49.03,29.75,2.56,20.63,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,140.71,0,76.63,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

15,03:30-03:45,0,123.58,117.85,8.2,43.01,141.71,57.44,19.71,0,246.2,0,0,0,0,47.12,15.08,40.69,12.59,22.52,10.57,148.75,5.31,66.67,0,37.03,76.73,29.02,0,20.91,36.78,22.94,0,36.74,49.03,29.75,2.56,18.03,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,140.71,0,76.63,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

16,03:45-04:00,0,123.58,117.85,8.2,43.01,141.71,57.44,19.71,0,246.2,0,0,0,0,47.12,14.87,40.69,12.59,22.52,10.57,76.36,5.31,66.67,0,37.03,76.73,29.02,0,20.91,36.78,22.94,0,36.24,49.03,29.75,2.56,18.03,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,140.71,0,76.63,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

17,04:00-04:15,0,90.39,94.21,8.2,35.26,113.59,57.44,16.18,0,237.48,0,0,0,0,47.12,16.99,40.69,12.59,22.52,10.57,46.77,5.31,66.67,0,37.03,58.52,29.02,0,20.91,36.78,17.33,0,27.81,49.03,29.75,2.09,13.84,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

18,04:15-04:30,0,90.39,94.21,8.2,35.26,113.59,57.44,16.18,0,237.48,0,0,0,0,47.12,17.94,40.69,12.59,22.52,10.57,46.77,5.31,66.67,0,37.03,58.52,29.02,0,20.91,36.78,17.33,0,27.81,49.03,29.75,2.09,13.84,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

19,04:30-04:45,0,90.39,94.21,8.2,35.26,113.59,57.44,15.81,0,237.48,0,0,0,0,47.12,19.31,40.69,12.59,22.52,10.57,46.77,5.31,66.67,0,37.03,58.52,29.02,0,20.91,36.78,17.33,0,27.81,49.03,29.75,2.09,13.84,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,38.7,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

20,04:45-05:00,0,90.39,94.21,8.2,35.26,113.59,57.44,15.81,0,237.48,0,0,0,0,47.12,19.31,40.69,12.59,22.52,10.57,46.77,5.31,66.67,0,37.03,58.52,29.02,0,20.91,36.78,17.33,0,27.81,49.03,29.75,2.09,13.84,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08,1.02,0,0,126.53,0,38.7,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

21,05:00-05:15,0,90.39,94.21,8.2,35.26,113.59,57.44,15.81,0,237.48,0,0,0,0,47.12,19.31,40.69,12.59,22.52,10.57,46.77,5.31,66.67,0,37.03,58.52,29.02,0,20.91,36.78,17.33,0,27.81,49.03,29.75,2.09,14.02,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17,1.02,0,0,126.53,0,38.7,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

22,05:15-05:30,0,90.39,94.21,8.2,35.26,113.59,57.44,15.81,0,237.48,0,0,0,0,47.12,19.31,40.69,12.59,22.52,21.12,46.77,5.31,66.67,0,37.03,58.52,29.02,0,20.91,36.78,17.33,0,27.81,49.03,29.75,2.09,14.02,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17,1.02,0,0,126.53,0,38.7,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

23,05:30-05:45,0,90.39,94.21,8.2,35.26,113.59,57.44,15.81,0,237.48,0,0,0,0,47.12,19.31,40.69,12.59,22.52,21.12,46.77,5.31,66.67,0,32.59,58.52,29.02,0,20.91,36.78,17.33,0,27.81,49.03,29.75,2.09,14.02,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17,1.02,0,0,126.53,0,38.7,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

24,05:45-06:00,0,90.39,94.21,8.2,35.26,113.59,57.44,15.81,0,237.48,0,0,0,0,47.12,19.31,40.69,12.59,22.52,21.12,46.77,5.31,66.67,0,32.59,58.52,29.02,0,20.91,36.78,17.33,0,27.81,49.03,29.75,2.09,14.02,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.01,1.02,0,0,126.53,0,38.7,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

25,06:00-06:15,0,90.39,94.21,8.2,35.26,113.59,57.44,15.81,0,237.48,0,0,0,0,47.12,19.31,40.69,12.59,22.52,21.12,46.77,5.31,66.67,0,32.59,58.52,29.02,0,20.91,36.78,17.33,0,27.81,51.15,29.75,2.09,14.02,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,38.7,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

26,06:15-06:30,0,90.39,94.21,8.2,35.26,113.59,57.44,15.81,0,237.48,0,0,0,0,47.12,19.31,40.69,12.59,22.52,21.12,4.3,5.31,66.67,0,32.59,58.52,29.02,0,20.91,36.78,17.33,0,27.81,51.15,20.76,2.09,14.02,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,38.7,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

27,06:30-06:45,0,90.39,94.21,8.2,35.26,113.59,57.44,15.81,0,237.48,0,0,0,0,47.12,19.31,40.69,12.59,22.52,21.12,26.98,5.31,66.67,0,32.59,58.52,29.02,0,20.91,36.78,14.69,0,23.22,51.15,20.76,2.09,11.9,0,0.72,0,0,0,6.05,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,51.6,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

28,06:45-07:00,0,90.39,94.21,8.2,35.26,113.59,57.44,15.81,0,237.48,0,0,0,0,47.12,19.31,40.69,12.59,22.52,21.12,4.3,5.31,66.67,0,32.59,58.52,29.02,0,20.91,36.78,14.69,0,23.89,51.15,20.76,2.92,11.99,0,0.72,0,0,0,6.05,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,51.6,404.24,24.88,10.07,0,0,0,0,0,6.94,133.53,0,0,0,0,0,0

29,07:00-07:15,0,90.39,94.21,8.2,35.26,113.59,57.44,10.74,0,237.48,0,0,0,0,47.12,19.31,27.12,12.59,22.52,21.12,4.3,5.31,66.67,0,32.59,58.52,29.02,0,20.91,36.78,16.36,0,23.89,51.15,20.76,2.92,11.9,0,1.44,0,0,0,6.05,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,6.53,133.53,0,0,0,0,0,0

30,07:15-07:30,0,90.39,94.21,8.2,35.26,113.59,57.44,10.74,0,237.48,0,0,0,0,47.12,19.31,27.12,12.59,22.52,21.12,4.3,5.31,66.67,0,32.59,58.52,29.02,0,20.91,36.78,16.36,0,23.89,51.15,20.76,2.92,11.9,0,0.87,0,0,0,6.05,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,6.31,133.53,0,0,0,0,0,0

31,07:30-07:45,0,90.39,94.21,8.2,29.19,99.72,57.44,10.74,0,237.48,0,0,0,0,47.12,19.31,27.15,12.59,22.52,21.12,4.3,5.31,66.67,0,32.59,58.52,29.02,0,20.91,36.78,16.36,0,24.95,51.15,20.76,2.92,11.9,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,4.21,133.53,0,0,0,0,0,0

32,07:45-08:00,0,90.39,94.21,8.2,24.63,99.72,57.44,10.74,0,237.48,0,0,0,0,47.12,19.31,24.4,12.59,22.52,21.12,4.3,5.31,66.67,0,32.59,58.52,29.02,0,20.91,36.78,16.36,0,24.95,51.15,19.84,2.92,11.9,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,4.01,133.53,0,0,0,0,0,0

33,08:00-08:15,0,90.39,94.21,8.2,27.13,87.85,57.44,10.74,0,237.48,0,0,0,0,31.4,19.31,12.2,12.59,11.27,21.12,4.3,5.31,66.67,0,32.59,58.52,29.02,0,20.91,36.78,16.36,0,24.95,51.15,10.38,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,1.86,133.53,0,0,0,0,0,0

34,08:15-08:30,0,90.39,94.21,8.2,27.13,87.85,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,21.12,4.3,5.31,66.67,0,32.59,58.52,29.02,0,20.91,36.78,16.36,0,24.95,51.15,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,1.86,133.53,0,0,0,0,0,0

35,08:30-08:45,0,90.39,94.21,8.2,27.13,87.85,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,21.12,4.3,5.31,66.67,0,16.29,58.52,14.5,0,20.91,36.78,16.36,0,24.95,51.15,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.62,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

36,08:45-09:00,0,90.39,94.21,8.2,27.13,87.85,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,21.12,4.3,5.31,66.67,0,16.29,58.52,14.5,0,20.91,36.78,16.36,0,24.95,51.15,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.62,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

37,09:00-09:15,0,90.39,94.21,8.2,27.78,89.49,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,21.1,4.3,5.31,66.67,0,16.29,58.52,14.5,0,20.91,36.78,16.36,0,24.95,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.62,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

38,09:15-09:30,0,90.39,94.21,8.2,27.78,89.49,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,21.1,4.3,5.31,66.67,0,16.29,58.52,14.5,0,20.91,36.78,16.36,0,24.95,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.62,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

39,09:30-09:45,0,90.39,94.21,8.2,27.78,91.14,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,18.88,11.27,21.1,4.3,5.31,66.67,0,16.29,58.52,14.5,0,20.91,36.78,16.36,0,24.95,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.62,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

40,09:45-10:00,0,90.39,94.21,8.2,27.78,91.14,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,18.88,11.27,10.57,4.3,5.31,66.67,0,16.29,58.52,14.5,0,20.91,36.78,16.36,0,24.95,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.62,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

41,10:00-10:15,0,90.39,94.21,8.2,27.78,91.14,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,18.88,11.27,0,4.3,5.31,66.67,0,16.29,58.52,14.5,0,20.91,36.78,16.36,0,24.95,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

42,10:15-10:30,0,90.39,94.21,8.2,27.78,91.14,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,18.88,11.27,0,4.3,5.31,66.67,0,16.29,58.52,14.5,0,20.91,36.78,16.36,0,24.95,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

43,10:30-10:45,0,90.39,94.21,8.2,27.78,91.14,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,18.88,11.27,0,4.3,5.31,66.67,0,16.29,58.52,10.89,0,20.91,36.78,16.36,0,24.95,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,18.24,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

44,10:45-11:00,0,90.39,94.21,8.2,28.04,91.14,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,18.88,11.27,0,4.3,5.31,66.67,0,16.29,58.52,10.89,0,20.91,36.78,16.36,0,24.95,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,12.17,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

45,11:00-11:15,0,90.39,94.21,8.2,28.96,96.82,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,18.88,11.27,0,4.3,5.31,66.67,0,16.29,61.78,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,6.08,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

46,11:15-11:30,0,90.39,94.21,8.2,28.96,96.82,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,18.88,11.27,0,4.3,5.31,66.67,0,16.29,61.78,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

47,11:30-11:45,0,90.39,94.21,0,28.96,96.82,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,0,4.3,5.31,66.67,0,16.29,61.78,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

48,11:45-12:00,0,90.39,94.21,0,28.96,96.82,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,0,4.3,5.31,66.67,0,16.29,61.78,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

49,12:00-12:15,0,90.39,94.21,0,28.96,96.82,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,0,4.3,5.31,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,95.42,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

50,12:15-12:30,0,90.39,94.21,0,28.96,96.82,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,0,4.3,5.31,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,95.42,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

51,12:30-12:45,0,90.39,94.21,0,28.96,96.82,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,0,4.3,5.31,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

52,12:45-13:00,0,90.39,94.21,0,28.96,96.82,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,0,4.3,5.31,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,133.53,0,0,0,0,0,0

53,13:00-13:15,0,90.39,94.21,0,28.96,96.82,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,0,4.3,4.25,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,106.83,0,0,0,0,0,0

54,13:15-13:30,0,90.39,94.21,0,28.96,96.82,57.44,10.74,0,237.48,0,0,0,0,15.71,19.31,0,12.59,11.27,0,4.3,4.25,66.67,0,0,58.52,10.89,0,20.91,36.78,16.36,0,28.8,49.03,0,2.92,13.11,0,0.8,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,126.53,0,76.63,404.24,24.88,10.07,0,0,0,0,0,0,106.83,0,0,0,0,0,0

