Block,Time,LT-05,L_NR_2019_11,SH-06,L_NR_2023_04,LT-59,LT-36,L_NR_2012_02,SH-07,LT-35,LT-31,L_NR_2012_07,L_NR_2012_04,L_NR_2012_01,L_NR_2020_02,L_NR_2018_61,L_NR_2020_06,L_NR_2020_07,L_NR_2022_08,L_NR_2021_13,L_NR_2019_07,L_NR_2022_09,L_NR_2019_05,L_NR_2022_10,L_NR_2021_17,L_NR_2020_05,L_NR_2021_12,L_NR_2021_14,L_NR_2019_19,L_NR_2019_06,L_NR_2021_15,L_NR_2021_16
11,02:30-02:45,115.790000,6.910000,0.000000,0.000000,10.400000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,17.93,20.05,20.05,17.01,0,0,57.12,0,57.12,0,60.15,0,0,0,0,0,0

12,02:45-03:00,115.790000,6.910000,0.000000,0.000000,10.400000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,17.12,19.46,19.47,17.12,0,0,55.87,0,55.87,0,58.38,0,0,0,0,0,0

13,03:00-03:15,107.270000,6.910000,0.000000,0.000000,10.400000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,15.28,24.72,24.72,16.17,0,0,55.12,0,55.12,0,74.17,0,0,0,0,0,0

14,03:15-03:30,98.770000,6.910000,0.000000,0.000000,10.400000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,14.92,24.26,24.25,15.57,0,0,53.51,0,53.51,0,72.78,0,0,0,0,0,0

15,03:30-03:45,90.250000,6.910000,0.000000,0.000000,10.400000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,14.39,23.23,23.21,17.37,0,0,57.33,0,57.33,0,69.68,0,0,0,0,0,0

16,03:45-04:00,81.730000,6.910000,0.000000,0.000000,10.400000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,14.89,21.74,21.73,17.72,0,0,53.32,0,53.32,0,65.21,0,0,0,0,0,0

17,04:00-04:15,80.410000,6.750000,0.000000,0.000000,10.400000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,13.97,21.1,21.1,17.25,0,0,53.3,0,53.3,0,63.29,0,0,0,0,0,0

18,04:15-04:30,80.410000,6.750000,0.000000,0.000000,10.400000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,13.08,20.89,20.9,17.58,0,0,51.58,0,51.58,0,62.67,0,0,0,0,0,0

19,04:30-04:45,80.410000,6.750000,0.000000,0.000000,10.400000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,25.75,21.09,21.11,17.91,0,0,50.57,0,50.57,0,63.28,0,0,0,0,0,0

20,04:45-05:00,80.410000,6.750000,0.000000,0.000000,10.400000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,25.31,20.78,20.76,17.19,0,0,50.53,0,50.53,0,62.33,0,0,0,0,0,0

21,05:00-05:15,80.410000,6.750000,0.000000,0.000000,10.400000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,24.52,25.06,25.05,17.55,0,0,55.95,0,55.95,0,75.18,0,0,0,0,0,0

22,05:15-05:30,88.930000,6.750000,0.000000,0.000000,10.400000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,23.88,24.77,24.79,17.75,0,0,58.74,0,58.74,0,74.32,0,0,0,0,0,0

23,05:30-05:45,97.430000,6.750000,0.000000,0.000000,7.370000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,22.41,24.39,24.39,18.12,0,0,59.64,0,59.64,0,73.18,0,0.03,0,0,0,0

24,05:45-06:00,105.950000,6.750000,0.000000,0.000000,7.370000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,22.08,24.15,24.14,17.75,0.01,0,54.09,0,54.09,2,72.44,0.07,0.1,1.092672,0,0,4

25,06:00-06:15,115.790000,6.520000,0.000000,0.000000,10.090000,0.000000,200.990000,0.000000,0.000000,0.000000,58.840000,271.290000,101.040000,0.000000,21.55,23.73,23.71,17.67,0.37,1.23,51.54,8.88,51.54,3.33,71.18,1.84,1.27,1.931688,5.52,0.48,6.67

26,06:15-06:30,115.790000,6.520000,0.000000,0.000000,10.090000,0.450000,200.990000,0.000000,0.430000,0.430000,58.840000,271.290000,101.040000,0.000000,21.3,24,23.99,17.63,1.43,1.89,50.36,16.78,50.36,4.33,72,7.16,3,4.526784,13.8,1.33,8.67

27,06:30-06:45,115.790000,6.520000,0.000000,0.000000,10.090000,0.880000,200.990000,0.000000,0.860000,0.860000,58.840000,271.290000,101.040000,0.000000,21.91,24.06,24.07,18.45,2.38,5.36,61.78,25.48,61.78,6,72.19,11.9,4.93,7.502364,23,2.91,12

28,06:45-07:00,115.790000,6.520000,0.000000,0.000000,10.090000,1.400000,200.990000,0.000000,1.380000,1.380000,58.840000,271.290000,101.040000,0.000000,21.91,24.55,24.56,17.83,3.31,9.82,61.08,33,61.08,8,73.66,16.54,7.23,10.946232,33,4.64,16

29,07:00-07:15,115.790000,6.520000,0.000000,0.000000,10.090000,2.090000,200.990000,0.000000,2.040000,2.040000,58.840000,271.290000,101.040000,0.000000,22.14,22.39,22.39,17.3,4.51,15.18,61.13,33,61.13,11.67,67.18,22.55,10.33,14.994972,33,6.84,23.33

30,07:15-07:30,115.790000,6.520000,0.000000,0.000000,10.090000,2.890000,200.990000,0.000000,2.830000,2.830000,58.840000,271.290000,101.040000,0.000000,14.2,20.71,20.71,16.32,6.59,22.85,58.5,32.76,58.5,13.33,62.13,32.97,14.43,19.716876,32.76,9.38,26.67

31,07:30-07:45,115.790000,6.520000,0.000000,0.000000,10.090000,3.790000,200.990000,0.000000,3.700000,3.700000,58.840000,271.290000,101.040000,0.000000,14.55,20.66,20.66,16.19,9.17,30.67,49.49,30.66,49.49,15,61.99,45.88,19.43,23.160744,30.67,12.03,30

32,07:45:08:00,115.790000,6.520000,0.000000,0.000000,10.090000,4.900000,200.990000,0.000000,4.780000,4.780000,58.840000,271.290000,101.040000,0.000000,14.43,20.58,20.59,15.05,12.19,31,48.52,31,48.52,19.66,61.75,60.95,24.93,28.360692,31,14.78,39.34

33,08:00-08:15,107.270000,6.520000,0.000000,0.000000,10.090000,5.920000,200.990000,0.000000,5.780000,5.780000,34.730000,271.290000,101.040000,0.000000,14.24,16.72,16.72,12.92,16.25,32.33,47.75,32.34,47.75,22.66,50.16,81.28,30.77,33.9021,32.33,19.56,45.34

34,08:15-08:30,70.380000,6.520000,0.000000,0.000000,10.090000,6.990000,200.990000,0.000000,6.820000,6.820000,34.730000,271.290000,101.040000,0.000000,14.23,17.04,17.05,12.53,20.16,32.33,47.23,32.34,47.23,25.33,51.13,100.79,36.7,39.775212,32.33,23.16,50.67

35,08:30-08:45,70.380000,6.520000,0.000000,0.000000,10.320000,8.040000,200.990000,0.000000,7.850000,7.850000,34.730000,271.290000,101.040000,0.000000,14.35,16.92,16.93,12.52,23.34,32.33,46.72,32.34,46.72,28.66,50.76,116.71,42.47,45.336132,32.33,26.43,57.34

36,08:45:09:00,70.380000,6.520000,0.000000,0.000000,10.320000,8.840000,200.990000,0.000000,8.620000,8.620000,34.730000,271.290000,101.040000,0.000000,14.54,10.66,10.67,13.02,26.81,32.33,30.07,32.34,30.07,30.33,31.99,134.04,48.33,50.984856,32.33,29.34,60.67

37,09:00:09:15,70.380000,6.520000,0.000000,0.000000,10.320000,9.450000,200.990000,0.000000,9.220000,9.220000,34.730000,271.290000,101.040000,0.000000,26.21,10.96,10.95,7.95,29.75,32.33,30.66,32.34,30.66,32,32.87,148.75,53.87,58.496976,32.33,31.98,64

38,09:15-09:30,70.380000,6.520000,0.000000,0.000000,10.320000,9.930000,200.990000,0.000000,9.680000,9.680000,34.730000,271.290000,101.040000,0.000000,26.54,11.4,11.41,8.33,32.76,32.33,30.88,32.34,30.88,33.66,34.21,163.78,59.2,63.931068,32.33,34.28,67.34

39,09:30-09:45,70.380000,6.520000,0.000000,0.000000,10.320000,10.260000,200.990000,0.000000,10.010000,10.010000,34.730000,271.290000,101.040000,0.000000,26.85,12.33,12.34,8.55,35.9,32.33,31.55,32.34,31.55,35.33,37,179.49,64.2,69.667596,32.33,39.47,70.67

40,09:45-10:00,70.380000,6.520000,0.000000,0.000000,10.320000,10.440000,200.990000,0.000000,10.180000,10.180000,49.710000,271.290000,101.040000,0.000000,27.34,13.38,13.37,8.63,38.29,32.33,32.11,32.34,32.11,37.33,40.13,191.44,68.57,75.189492,32.33,41.98,74.67

41,10:00-10:15,70.380000,6.520000,0.000000,0.000000,10.320000,10.640000,200.990000,0.000000,10.380000,10.380000,49.710000,271.290000,101.040000,0.000000,27.81,13.81,13.79,8.99,40.82,32.33,32.81,32.34,32.81,39.33,41.42,204.09,72.77,79.36506,32.33,43.8,78.67

42,10:15-10:30,70.380000,6.520000,0.000000,0.000000,10.320000,10.770000,200.990000,0.000000,10.510000,10.510000,49.710000,271.290000,101.040000,0.000000,28.04,14.12,14.12,9.19,43.22,32.33,33.45,32.34,33.45,40,42.36,216.12,76.83,81.99918,32.33,44.84,80

43,10:30-10:45,115.790000,6.520000,0.000000,0.000000,10.320000,10.770000,200.990000,0.000000,10.510000,10.510000,58.840000,271.290000,101.040000,0.000000,28.64,14.13,14.12,9.71,45.27,28.94,34.81,28.93,34.81,41,42.38,226.38,77.87,77.36508,28.93,45.62,82

44,10:45-11:00,115.790000,6.520000,0.000000,0.000000,10.320000,10.770000,200.990000,0.000000,10.510000,10.510000,58.840000,271.290000,101.040000,0.000000,28.87,14.51,14.5,9.96,47.03,28.94,36.11,28.93,36.11,41.66,43.51,235.14,83.6,78.311412,28.93,46.15,83.34

45,11:00-11:15,115.790000,6.520000,0.000000,0.000000,10.320000,10.770000,200.990000,0.000000,10.510000,10.510000,58.840000,271.290000,101.040000,0.000000,19.48,14.95,14.96,12.24,49.26,29.26,37.51,29.27,37.51,41.66,44.86,246.3,83.8,78.847992,29.27,47.69,83.34

46,11:15-11:30,115.790000,6.520000,0.000000,0.000000,10.320000,10.770000,200.990000,0.000000,10.510000,10.510000,58.840000,271.290000,101.040000,0.000000,19.94,15.02,15.02,12.52,49.26,29.26,38.99,29.27,38.99,41.66,45.07,246.3,86.7,78.97482,29.27,48.59,83.34

47,11:30-11:45,115.790000,6.520000,0.000000,0.000000,10.320000,10.770000,200.990000,0.000000,10.510000,10.510000,58.840000,271.290000,101.040000,0.000000,20.88,15.58,15.57,13.13,49.26,29.26,40.74,29.27,40.74,41.66,46.73,246.3,87.03,84.106476,29.27,49.33,83.34

48,11:45-12:00,115.790000,6.520000,0.000000,0.000000,10.320000,10.770000,200.990000,0.000000,10.510000,10.510000,58.840000,271.290000,101.040000,0.000000,21.48,16.98,16.97,13.67,49.26,29.26,42.01,29.27,42.01,41.66,50.94,246.3,87.2,88.906428,29.27,49.72,83.34

49,12:00-12:15,115.790000,6.520000,0.000000,0.000000,10.320000,10.770000,261.020000,0.000000,10.510000,10.510000,55.950000,271.290000,101.040000,0.000000,23.08,16.9,16.91,14.09,49.26,29.26,38.99,29.27,38.99,41.66,50.71,246.3,87.53,88.43814,29.27,49.62,83.34

50,12:15-12:30,115.790000,6.520000,0.000000,0.000000,10.320000,10.770000,261.020000,0.000000,10.510000,10.510000,55.950000,271.290000,101.040000,0.000000,36.08,16.36,16.37,9.06,49.26,29.26,39.73,29.27,39.73,41.66,49.09,246.3,87.63,91.930788,29.27,49.32,83.34

51,12:30-12:45,115.790000,6.520000,0.000000,0.000000,10.320000,10.770000,261.020000,0.000000,10.510000,10.510000,55.950000,271.290000,101.040000,0.000000,37.08,15.71,15.71,9.2,49.26,29.26,40.57,29.27,40.57,39.33,47.13,246.3,87.33,92.067372,29.27,50,78.67

52,12:45-13:00,115.790000,6.520000,0.000000,0.000000,10.320000,10.770000,261.020000,0.000000,10.510000,10.510000,55.950000,271.290000,101.040000,0.000000,37.68,15.74,15.73,9.26,49.26,29.26,41.83,29.27,41.83,39,47.22,246.3,87.67,91.940544,29.27,50,78

53,13:00-13:15,94.600000,6.520000,0.000000,0.000000,10.320000,10.770000,261.020000,0.000000,10.510000,10.510000,55.950000,271.290000,101.040000,0.000000,39.48,15.2,15.2,9.48,49.26,29.26,42.93,29.27,42.93,38.66,45.6,246.3,87.3,91.2186,29.27,50,77.34

54,13:15-13:30,70.380000,6.520000,0.000000,0.000000,10.320000,10.770000,261.020000,0.000000,10.510000,10.510000,55.950000,271.290000,101.040000,0.000000,41.41,15.69,15.69,9.75,49.26,29.26,44.29,29.27,44.29,38.33,47.07,246.3,86.97,89.921052,29.27,49.02,76.67

55,13:30-13:45,94.600000,6.520000,0.000000,0.000000,10.320000,10.770000,261.020000,0.000000,10.510000,10.510000,55.950000,271.290000,101.040000,0.000000,42.29,16.51,16.51,10.04,49.26,29.26,45.61,29.27,45.61,38,49.53,246.3,86.53,103.237992,29.27,47.87,76

56,13:45-14:00,115.790000,6.520000,0.000000,0.000000,10.320000,10.770000,261.020000,0.000000,10.510000,10.510000,55.950000,271.290000,101.040000,0.000000,42.91,17.32,17.33,10.38,49.26,29.26,47.85,29.27,47.85,37.66,51.97,246.3,85.3,97.667316,29.27,46.57,75.34

57,14:00-14:15,115.790000,6.520000,0.000000,29.900000,10.320000,10.770000,239.580000,0.000000,10.510000,10.510000,55.950000,271.290000,101.040000,0.000000,32.89,24.26,24.25,10.85,49.26,29.26,50.34,29.27,50.34,39.66,72.77,246.3,84.67,91.872252,29.27,46.1,79.34

58,14:15-14:30,115.790000,6.520000,0.000000,29.900000,10.320000,10.770000,210.640000,0.000000,10.510000,10.510000,55.950000,271.290000,101.040000,0.000000,33.68,24.55,24.56,11.43,49.26,29.26,52.59,29.27,52.59,39,73.66,246.3,83.13,85.862556,29.27,44.74,78

59,14:30-14:45,115.790000,6.520000,0.000000,29.900000,10.320000,10.770000,220.290000,0.000000,10.510000,10.510000,55.950000,271.290000,101.040000,0.000000,34.68,24.83,24.83,11.73,47.56,29.26,55.28,29.27,55.28,38.33,74.49,237.8,81,79.90164,29.27,43.06,76.67

60,14:45-15:00,115.790000,6.520000,0.000000,29.900000,10.320000,10.770000,239.580000,0.000000,10.510000,10.510000,55.950000,271.290000,101.040000,0.000000,42.04,24.77,24.79,12.11,46.04,29.26,59.17,29.27,59.17,37.66,74.32,230.23,77.8,73.921212,29.27,41.28,75.34

61,15:00-15:15,115.790000,6.520000,0.000000,29.900000,10.320000,10.770000,261.020000,0.000000,10.510000,10.510000,73.970000,271.290000,101.040000,0.000000,42.7,24.66,24.67,12.42,44.14,29.26,60.23,29.27,60.23,35.66,73.99,220.68,74.33,52.301916,29.27,39.35,71.34

62,15:15-15:30,115.790000,6.520000,0.000000,29.900000,10.320000,10.650000,261.020000,0.000000,10.390000,10.390000,73.970000,271.290000,101.040000,0.000000,42.81,28.39,28.38,21.95,41.93,29.26,64.1,29.27,64.1,33.33,85.16,209.67,70.57,49.843404,29.27,37.22,66.67

63,15:30-15:45,115.790000,7.820000,0.000000,29.900000,10.320000,10.490000,261.020000,0.000000,10.230000,10.230000,73.970000,271.290000,101.040000,0.000000,42.44,28.23,28.21,22.27,39.49,29.26,64.6,29.27,64.6,31.66,84.68,197.48,66.57,46.29222,29.27,34.84,63.34

64,15:45-16:00,115.790000,7.820000,0.000000,29.900000,10.320000,10.230000,261.020000,0.000000,9.980000,9.980000,73.970000,271.290000,101.040000,0.000000,42.55,28,28.01,22.53,37.04,29.26,65.27,29.27,65.27,30,84.01,185.18,62.27,42.750792,29.27,32.38,60

65,16:00-16:15,115.790000,7.820000,0.000000,29.900000,10.320000,9.750000,261.020000,0.000000,9.510000,9.510000,73.970000,271.290000,101.040000,0.000000,42.02,28.2,28.19,22.53,34.02,29.26,65.26,29.27,65.26,26.33,84.59,170.08,57.1,39.46302,29.27,29.68,52.67

66,16:15-16:30,115.790000,7.820000,0.000000,29.900000,10.320000,9.230000,261.020000,0.000000,9.020000,9.020000,73.970000,271.290000,101.040000,0.000000,42.07,28.33,28.33,22.61,31.34,20.99,65.23,33,65.23,25,84.99,156.68,52.3,36.419148,33,26.83,50

67,16:30-16:45,115.790000,7.820000,0.000000,29.900000,10.320000,8.620000,261.020000,0.000000,8.410000,8.410000,73.970000,271.290000,101.040000,0.000000,43.13,28.58,28.59,22.69,28.56,7.61,65.73,33,65.73,28.66,85.75,142.78,47,27.0729,33,24.08,57.34

68,16:45-17:00,115.790000,7.820000,0.000000,29.900000,10.320000,7.750000,261.020000,0.000000,7.550000,7.550000,73.970000,271.290000,101.040000,0.000000,43.19,28.88,28.89,22.75,25.29,2.18,66.05,33,66.05,25.66,86.65,126.44,41.07,24.809508,33,21.4,51.34

69,17:00-17:15,115.790000,7.820000,0.000000,29.900000,10.320000,6.840000,261.020000,0.000000,6.680000,6.680000,73.970000,271.290000,101.040000,0.000000,43.18,28.91,28.9,22.97,21.56,0.75,65.9,33,65.9,22.66,86.72,107.78,35.2,22.272948,33,20.35,45.34

70,17:15-17:30,115.790000,7.820000,0.000000,29.900000,10.320000,5.450000,261.020000,0.000000,5.320000,5.320000,73.970000,271.290000,101.040000,0.000000,43.11,28.93,28.93,23.16,18.51,0,66.5,33,66.5,19.33,86.79,92.56,29.77,19.46322,31.28,17.24,38.67

71,17:30-17:45,115.790000,7.820000,0.000000,28.940000,10.320000,4.230000,261.020000,0.000000,4.130000,4.130000,73.970000,271.290000,101.040000,0.000000,43.06,28.95,28.96,23.13,15.15,0,67.86,21.74,67.86,16,86.86,75.77,24.27,16.477884,18.4,14,32

72,17:45-18:00,115.790000,7.820000,0.000000,28.940000,10.320000,3.290000,261.020000,0.000000,3.210000,3.210000,73.970000,271.290000,101.040000,0.000000,43.07,28.99,28.99,23.41,11.65,0,67.71,12.44,67.71,2.67,86.96,58.26,19.17,13.21938,11.04,10.9,5.33

73,18:00-18:15,115.790000,7.820000,0.000000,29.900000,10.320000,2.510000,261.020000,0.000000,2.440000,2.440000,73.970000,271.290000,101.040000,0.000000,43.08,28.95,28.96,23.27,9.15,0,68.12,0,68.12,4.33,86.86,45.76,14.43,8.63406,0,8.16,8.67

74,18:15-18:30,115.790000,7.820000,0.000000,28.940000,10.320000,1.820000,261.020000,0.000000,1.790000,1.790000,73.970000,271.290000,101.040000,0.000000,43.22,26.79,26.78,20.77,7.21,0,61.12,0,61.12,5.67,80.36,36.05,10.47,6.019452,0,5.85,11.33

75,18:30-18:45,115.790000,7.820000,0.000000,30.870000,10.320000,0.870000,261.020000,0.000000,0.850000,0.850000,73.970000,271.290000,101.040000,0.000000,43.29,26.73,26.73,20.75,5.17,0,60.78,0,60.78,5,80.19,25.84,6.4,2.985336,0,3.99,10

76,18:45-19:00,115.790000,7.820000,0.000000,30.870000,10.320000,0.550000,261.020000,0.000000,0.540000,0.540000,73.970000,271.290000,101.040000,0.000000,43.32,26.68,26.69,20.18,3.31,0,60.59,0,60.59,2.33,80.06,16.55,0.33,0.858528,0,2.43,4.67

77,19:00-19:15,115.790000,7.820000,0.000000,30.870000,10.320000,0.300000,261.020000,0.000000,0.290000,0.290000,73.970000,271.290000,101.040000,0.000000,43.88,26.35,26.36,19.45,1.99,0,59.53,0,59.53,1,79.06,9.96,0.03,0,0,1.28,2

78,19:15-19:30,115.790000,7.820000,0.000000,30.870000,10.320000,0.030000,261.020000,0.000000,0.030000,0.030000,73.970000,271.290000,101.040000,0.000000,43.54,26.33,26.35,19.45,0.93,0,59.21,0,59.21,0.33,79,4.63,0,0,0,0.36,0.67

79,19:30-19:45,115.790000,7.820000,0.000000,31.830000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,43.16,20.62,20.63,15.47,0.13,0,48.51,0,48.51,0.33,61.88,0.65,0,0,0,0,0.67

80,19:45-20:00,115.790000,7.820000,0.000000,30.870000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,42.75,20.21,20.2,15.16,0,0,48.11,0,48.11,0,60.62,0,0,0,0,0,0

81,20:00-20:15,115.790000,8.050000,0.000000,30.870000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,43.65,20.12,20.12,14.72,0,0,47.77,0,47.77,0,60.36,0,0,0,0,0,0

82,20:15-20:30,115.790000,8.050000,0.000000,30.870000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,43.09,20.06,20.04,14.41,0,0,47.54,0,47.54,0,60.17,0,0,0,0,0,0

83,20:30-20:45,115.790000,8.050000,0.000000,30.870000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,43.86,20.01,20.02,13.41,0,0,47.44,0,47.44,0,60.03,0,0,0,0,0,0

84,20:45-21:00,115.790000,8.050000,0.000000,31.830000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,43.21,19.98,19.98,11.53,0,0,47.23,0,47.23,0,59.94,0,0,0,0,0,0

85,21:00-21:15,115.790000,7.980000,0.000000,31.830000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,43.12,20.09,20.08,10.14,0,0,47.87,0,47.87,0,60.26,0,0,0,0,0,0

86,21:15-21:30,115.790000,7.980000,0.000000,30.870000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,41.51,23.34,23.34,18.58,0,0,53.63,0,53.63,0,70.02,0,0,0,0,0,0

87,21:30-21:45,115.790000,7.980000,0.000000,0.000000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,41.51,22.64,22.63,18.45,0,0,52.63,0,52.63,0,67.9,0,0,0,0,0,0

88,21:45-22:00,115.790000,7.980000,0.000000,0.000000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,41.77,21.46,21.48,18.49,0,0,51.34,0,51.34,0,64.39,0,0,0,0,0,0

89,22:00-22:15,115.790000,7.900000,0.000000,0.000000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,40.85,21.11,21.1,18.61,0,0,51.69,0,51.69,0,63.32,0,0,0,0,0,0

90,22:15-22:30,115.790000,7.900000,0.000000,0.000000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,41.1,21.71,21.71,17.75,0,0,52.71,0,52.71,0,65.14,0,0,0,0,0,0

91,22:30-22:45,115.790000,7.900000,0.000000,0.000000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,42.74,20.24,20.25,16.78,0,0,50.12,0,50.12,0,60.73,0,0,0,0,0,0

92,22:45-23:00,115.790000,7.900000,0.000000,0.000000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,42.44,20.82,20.82,17.22,0,0,50.82,0,50.82,0,62.47,0,0,0,0,0,0

93,23:00-23:15,115.790000,7.750000,0.000000,0.000000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,41.68,21.76,21.77,17.54,0,0,51.58,0,51.58,0,65.29,0,0,0,0,0,0

94,23:15-23:30,115.790000,7.750000,0.000000,0.000000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,37.28,22.27,22.29,17.75,0,0,52.07,0,52.07,0,66.82,0,0,0,0,0,0

95,23:30-23:45,115.790000,7.750000,0.000000,0.000000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,36.67,22.39,22.39,18.17,0,0,52.27,0,52.27,0,67.18,0,0,0,0,0,0

96,23:45-24:00,115.790000,7.750000,0.000000,0.000000,10.320000,0.000000,261.020000,0.000000,0.000000,0.000000,73.970000,271.290000,101.040000,0.000000,36.08,22.48,22.46,18.87,0,0,52.5,0,52.5,0,67.43,0,0,0,0,0,0

