Block,Time,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/26012024/26012024/HPX-TAMCTG-250124-05913,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/26012024/26012024/DD20240126NR22384,NR/01102023/30042040/GNA_LT_36,NR/01012024/31012024/HP-26,NR/01012024/31012024/HP-27,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/31032024/ ChanjuII,NR/20122023/29022024/IEX_LDC_231218_00501,NR/26012024/26012024/HPX-TAMCTG-250124-05912,NR/06012024/31012024/NVVN/OA/16855,NR/01012024/31012024/HP-28,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01012024/31012024/52,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/19072037/LT-05,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,NR/05012024/31012024/SJVN050124NR1341,NR/05012024/31012024/SJVN050124NR1342,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02012046/L_NR_2021_17
52,12:45-13:00,30.760000,99.600000,0.000000,0.000000,0.650000,5.770000,1.380000,55.660000,0.990000,11.530000,219.150000,30.760000,270.340000,14.230000,14.230000,0.000000,14.580000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,94.190000,6.730000,45,45.83,0,13.33,32.5,13.33,91,6.67,85.28,46,6.34,6.66,32.5,20.19,23.07,20,229.17,13.73,182,150.625062,78,32.5,0

53,13:00-13:15,30.760000,99.600000,0.000000,0.000000,0.650000,5.770000,1.380000,69.210000,0.990000,11.530000,219.150000,25.310000,270.340000,14.230000,14.230000,0.000000,14.580000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,65.930000,6.730000,45,45.83,0,13.33,32.5,13.33,89,6.67,91.12,45,6.34,6.66,32.5,20.19,23.07,20,229.17,13.45,182,149.060303,78,32.5,0

54,13:15-13:30,30.760000,86.510000,0.000000,0.000000,0.650000,5.770000,1.380000,48.660000,0.990000,11.530000,219.150000,25.310000,270.340000,14.230000,14.230000,0.000000,14.580000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,65.930000,6.730000,45,45.83,0,13.33,32.5,13.33,89,6.67,91.12,44,6.34,6.66,32.5,20.19,23.07,20,229.17,13.13,182,146.494487,78,32.5,0

55,13:30-13:45,30.760000,67.280000,0.000000,0.000000,0.650000,5.770000,1.380000,48.660000,0.990000,11.530000,204.290000,25.310000,270.340000,15.250000,15.250000,0.000000,15.630000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,65.930000,6.730000,45,45.83,0,13.33,32.5,13.33,87,6.67,91.12,44,6.34,6.66,32.5,20.19,23.07,20,229.17,18.67,186,143.45244,79,32.5,0

56,13:45-14:00,30.760000,48.060000,0.000000,0.000000,0.650000,5.770000,1.380000,48.660000,0.990000,11.530000,175.460000,25.310000,270.340000,14.920000,14.920000,0.000000,15.290000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,65.930000,6.730000,45,45.83,0,13.33,32.5,13.33,85,6.67,89.84,43,6.34,6.66,32.5,20.19,23.07,20,229.17,18.33,182,139.778658,78,32.5,0

57,14:00-14:15,30.760000,48.060000,0.000000,0.000000,0.650000,5.770000,1.380000,48.660000,1.070000,11.530000,150.900000,25.310000,230.690000,14.410000,14.410000,0.000000,14.770000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,65.930000,6.730000,45,45.83,0,13.33,32.5,13.33,84,6.67,89.37,42,6.34,6.66,32.5,20.19,23.07,20,229.17,21.74,175,135.045505,75,32.5,0

58,14:15-14:30,30.760000,48.060000,0.000000,0.000000,0.650000,5.770000,1.380000,48.660000,1.070000,11.530000,150.900000,25.310000,192.240000,13.790000,13.790000,0.000000,14.130000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,65.930000,6.730000,45,45.83,0,13.33,32.5,13.33,80,6.67,88.51,40,6.34,6.66,32.5,20.19,23.07,20,229.17,23.28,168,129.466799,72,32.5,0

59,14:30-14:45,30.760000,48.060000,0.000000,0.000000,0.690000,5.770000,1.380000,48.660000,1.070000,11.530000,150.900000,25.310000,230.690000,12.980000,12.980000,0.000000,13.300000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,65.930000,6.730000,45,45.83,0,13.33,32.5,13.33,77,6.67,86.96,38,6.34,6.66,32.5,20.19,23.07,20,229.17,24.68,161,122.478838,69,32.5,0

60,14:45-15:00,30.760000,48.060000,0.000000,0.000000,0.690000,5.770000,1.380000,48.660000,1.070000,11.530000,150.900000,25.310000,230.690000,12.290000,12.290000,0.000000,12.600000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,65.930000,6.730000,43,45.83,0,13.33,32.5,13.33,71,6.67,84.53,36,6.34,6.66,32.5,20.19,23.07,20,229.17,26.53,151,114.693919,64,32.5,0

61,15:00-15:15,30.760000,46.200000,0.000000,0.000000,0.690000,5.770000,1.430000,48.660000,1.070000,11.530000,175.460000,25.310000,230.690000,11.500000,11.500000,0.000000,11.790000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,65.930000,6.730000,41,43.44,0,15.17,32.5,15.17,67,8.59,80.56,33,11.84,8.58,32.5,20.19,23.07,25.76,217.2,27.14,140,102.554888,60,32.5,0

62,15:15-15:30,30.760000,46.200000,0.000000,0.000000,0.690000,5.770000,1.430000,48.660000,1.070000,11.530000,204.290000,25.310000,270.340000,10.490000,10.490000,0.000000,10.740000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,84.770000,6.730000,37,40.47,0,15.84,32.5,15.84,61,8.92,76.01,31,11.71,8.92,32.5,20.19,23.07,26.76,202.36,27.14,126,93.137177,54,32.5,0

63,15:30-15:45,30.760000,75.030000,0.000000,0.000000,0.690000,5.770000,1.430000,62.200000,1.070000,11.530000,219.150000,25.310000,270.340000,9.280000,9.280000,0.000000,9.520000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,34,37.77,0,16.51,32.5,16.51,55,9.25,70.83,27,11.62,9.26,32.5,20.19,23.07,27.76,188.82,28.74,112,82.873913,48,32.5,0

64,15:45-16:00,30.760000,99.600000,0.000000,0.000000,0.690000,5.770000,1.430000,62.200000,1.070000,11.530000,219.150000,25.310000,270.340000,8.020000,8.020000,0.000000,8.220000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,31,34.57,0,16.84,32.5,16.84,47,9.42,64.79,24,11.4,9.42,32.5,20.19,23.07,28.26,172.86,29.14,98,71.580435,42,32.5,0

65,16:00-16:15,30.760000,81.700000,0.000000,19.220000,0.690000,5.770000,1.430000,62.200000,1.070000,11.530000,219.150000,25.310000,270.340000,6.910000,6.910000,0.000000,7.100000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,27,31.08,0,17.17,33,17.17,40,9.59,58.23,20,11.18,9.58,33,20.19,23.07,28.76,155.39,18.23,84,59.907916,36,22.7,0

66,16:15-16:30,30.760000,99.600000,0.000000,19.220000,0.690000,5.770000,1.430000,62.200000,1.070000,11.530000,219.150000,25.310000,270.340000,5.410000,5.410000,0.000000,5.560000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,24,27.3,0,17.41,33,17.41,31,9.7,51.02,16,10.18,9.71,33,20.19,23.07,29.11,136.5,18.34,70,48.031298,30,9.5,0

67,16:30-16:45,30.760000,86.510000,0.000000,19.220000,0.690000,5.770000,1.430000,61.240000,1.070000,11.530000,219.150000,0.000000,270.340000,3.970000,3.970000,0.000000,4.070000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,20,23.13,0,17.55,32.92,17.55,23,8.33,34.01,12,9.51,8.34,23.35,0,0,25,115.67,18.59,56,37.243208,24,1.9,0

68,16:45-17:00,30.760000,86.510000,0.000000,20.190000,0.690000,5.770000,1.430000,61.240000,1.070000,11.530000,219.150000,0.000000,270.340000,2.570000,2.570000,0.000000,2.640000,77.520000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,15,18.8,0,17.84,30.07,17.84,13,8.5,26.2,7,8.84,8.5,12.41,0,0,25.5,93.98,19.02,39,27.232638,16,0,0

69,17:00-17:15,30.760000,67.280000,102.850000,21.150000,0.690000,5.770000,1.430000,61.240000,0.950000,11.530000,219.150000,30.760000,270.340000,1.790000,1.790000,0.000000,1.820000,77.520000,0.000000,18.260000,1.370000,8.170000,48.060000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,10,14.34,0,18,15.45,18,10,8.67,17.67,5,8.18,8.66,6.74,0,0,26,71.7,19.44,21,16.804151,9,0,0

70,17:15-17:30,30.760000,48.060000,102.850000,21.150000,0.690000,5.770000,1.430000,61.240000,0.950000,11.530000,219.150000,30.760000,270.340000,1.140000,1.140000,0.000000,1.170000,77.520000,0.000000,18.260000,1.370000,8.170000,48.060000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,6,9.96,0,18.05,5.48,18.05,3,8.83,7.43,1,7.51,8.84,2.24,0,0,26.5,49.83,20.01,11,9.787033,4,0,0

71,17:30-17:45,30.760000,48.060000,102.850000,23.070000,0.690000,5.770000,1.430000,61.240000,0.950000,11.530000,219.150000,22.650000,270.340000,0.640000,0.640000,193.970000,0.660000,77.520000,0.000000,18.260000,1.370000,8.170000,48.060000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,5,6.11,0,18.42,0,18.42,1,9,4.91,1,7.34,9,0,0,0,27,30.57,20.16,2,5.374607,1,0,0

72,17:45-18:00,30.760000,48.060000,102.850000,24.030000,0.690000,5.770000,1.430000,61.240000,0.950000,11.530000,219.150000,22.650000,270.340000,0.290000,0.290000,193.970000,0.300000,77.520000,0.000000,18.260000,1.370000,8.170000,48.060000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,2.69,3.18,0,19,0,19,0,9.17,0.85,0,7.34,9.16,0,0,0,27.5,15.93,20.11,0,0.884429,0,0,0

73,18:00-18:15,18.800000,81.700000,143.220000,24.030000,0.690000,5.770000,1.430000,61.240000,0.000000,11.530000,216.930000,30.760000,270.340000,0.070000,0.070000,193.970000,0.080000,0.000000,0.000000,18.260000,1.290000,8.170000,48.060000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0.83,0,17.01,0,17.01,0,9.17,0.02,0,7.34,9.16,0,0,0,27.5,4.16,20.48,0,0,0,0,0

74,18:15-18:30,18.800000,81.700000,143.220000,24.030000,0.690000,5.770000,1.430000,61.240000,0.000000,11.530000,216.930000,30.760000,270.340000,0.000000,0.000000,193.970000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,48.060000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0.18,0,17.51,0,17.51,0,9.33,0,0,7.34,9.34,0,0,0,28,0.93,20.94,0,0,0,0,0

75,18:30-18:45,30.760000,81.700000,143.220000,24.030000,0.690000,5.770000,1.430000,61.240000,0.990000,11.530000,216.930000,30.760000,270.340000,0.000000,0.000000,193.970000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,48.060000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0,0,17.67,0,17.67,0,9.67,0,0,7.34,9.66,0,0,0,29,0,23.6,0,0,0,0,0

76,18:45-19:00,30.760000,81.700000,143.220000,24.030000,0.690000,5.770000,1.430000,61.240000,0.990000,11.530000,216.930000,30.760000,270.340000,0.000000,0.000000,193.970000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,48.060000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0,0,18.01,0,18.01,0,10.33,0,0,7.34,10.34,0,0,0,31,0,23.94,0,0,0,0,0

77,19:00-19:15,23.790000,95.740000,143.220000,24.030000,0.690000,5.770000,1.430000,61.240000,0.990000,11.530000,216.930000,23.790000,270.340000,0.000000,0.000000,193.970000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,48.060000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0,0,18.34,0,18.34,0,10.83,0,0,7.34,10.84,0,0,0,32.5,0,24.32,0,0,0,0,0

78,19:15-19:30,23.790000,95.740000,143.220000,24.030000,0.690000,5.770000,1.430000,61.240000,0.990000,11.530000,216.930000,23.790000,270.340000,0.000000,0.000000,193.970000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,48.060000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0,0,18.67,0,18.67,0,11.33,0,0,7.34,11.34,0,0,0,34,0,24.67,0,0,0,0,0

79,19:30-19:45,23.790000,95.740000,143.220000,24.030000,0.690000,5.770000,1.430000,61.240000,0.990000,11.530000,216.930000,23.790000,270.340000,0.000000,0.000000,193.970000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,48.060000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0,0,16.67,0,16.67,0,12,0,0,7.66,12,0,0,0,36,0,26.14,0,0,0,0,0

80,19:45-20:00,23.790000,95.740000,143.220000,23.070000,0.690000,5.770000,1.430000,61.240000,0.990000,11.530000,216.930000,23.790000,270.340000,0.000000,0.000000,193.970000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,48.060000,48.060000,0.000000,0.000000,96.120000,48.060000,115.290000,6.730000,0,0,0,17.33,0,17.33,0,12.5,0,0,8.66,12.5,0,0,0,37.5,0,26.28,0,0,0,0,0

81,20:00-20:15,23.790000,97.080000,0.000000,23.070000,0.690000,5.770000,1.380000,61.240000,0.950000,11.530000,219.150000,23.790000,270.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,0.000000,48.060000,115.290000,6.730000,0,0,0,17.67,0,17.67,0,11.67,0,0,7.66,11.66,0,0,0,35,0,26.94,0,0,0,0,0

82,20:15-20:30,23.790000,81.700000,0.000000,23.070000,0.690000,5.770000,1.380000,61.240000,0.950000,11.530000,219.150000,23.790000,270.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,0.000000,48.060000,115.290000,6.730000,0,0,0,18,0,18,0,12,0,0,8,12,0,0,0,36,0,26.94,0,0,0,0,0

83,20:30-20:45,23.790000,67.280000,0.000000,23.070000,0.690000,5.770000,1.380000,61.240000,0.950000,11.530000,219.150000,23.790000,270.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,0.000000,48.060000,115.290000,6.730000,0,0,0,30.67,0,30.67,0,12.33,0,0,11.66,12.34,0,0,0,37,0,27.07,0,0,0,0,0

84,20:45-21:00,23.790000,62.480000,0.000000,23.070000,0.690000,5.770000,1.380000,61.240000,0.950000,11.530000,219.150000,23.790000,270.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,0.000000,48.060000,115.290000,6.730000,0,0,0,31.33,0,31.33,0,13,0,0,11,13,0,0,0,39,0,26.8,0,0,0,0,0

85,21:00-21:15,23.790000,96.120000,0.000000,23.070000,0.690000,5.770000,1.380000,61.240000,0.950000,11.530000,219.150000,23.790000,270.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,0.000000,48.060000,115.290000,6.730000,0,0,0,41.33,0,41.33,0,17,0,0,12.34,17,0,0,0,51,0,29.28,0,0,0,0,0

86,21:15-21:30,23.790000,96.120000,0.000000,23.070000,0.690000,5.770000,1.380000,61.240000,0.950000,11.530000,219.150000,23.790000,270.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,0.000000,48.060000,115.290000,6.730000,0,0,0,38.33,0,38.33,0,17.17,0,0,12,17.16,0,0,0,51.5,0,29.07,0,0,0,0,0

87,21:30-21:45,23.790000,96.120000,0.000000,23.070000,0.690000,5.770000,1.380000,61.240000,0.950000,11.530000,219.150000,23.790000,270.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,0.000000,48.060000,115.290000,6.730000,0,0,0,37.33,0,37.33,0,17.33,0,0,11.66,17.34,0,0,0,52,0,28.73,0,0,0,0,0

88,21:45-22:00,23.790000,96.120000,0.000000,23.070000,0.690000,5.770000,1.380000,61.240000,0.950000,11.530000,219.150000,23.790000,270.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260000,1.290000,8.170000,0.000000,48.060000,0.000000,0.000000,0.000000,48.060000,115.290000,6.730000,0,0,0,33.33,0,33.33,0,17,0,0,11,17,0,0,0,51,0,28.3,0,0,0,0,0

89,22:00-22:15,25.870000,67.280000,0.000000,23.070000,0.690000,5.770000,1.380000,47.690000,0.950000,11.530000,204.290000,25.870000,270.340000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.290000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,84.770000,6.730000,0,0,0,26.67,0,26.67,0,13.33,0,0,9.34,13.34,0,0,0,40,0,27.93,0,0,0,0,0

90,22:15-22:30,25.870000,48.060000,0.000000,23.070000,0.690000,5.770000,1.380000,61.240000,0.950000,11.530000,196.520000,25.870000,270.340000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.290000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,65.930000,6.730000,0,0,0,25,0,25,0,12.5,0,0,9,12.5,0,0,0,37.5,0,27.34,0,0,0,0,0

91,22:30-22:45,25.870000,48.060000,0.000000,23.070000,0.690000,5.770000,1.380000,61.790000,0.950000,11.530000,196.520000,25.870000,270.340000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.290000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,94.190000,6.730000,0,0,0,23.33,0,23.33,0,11.67,0,0,7.66,11.66,0,0,0,35,0,26.74,0,0,0,0,0

92,22:45-23:00,25.870000,48.060000,0.000000,23.070000,0.690000,5.770000,1.380000,48.240000,0.950000,11.530000,196.520000,25.870000,270.340000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.290000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,85.710000,6.730000,0,0,0,21.67,0,21.67,0,11.33,0,0,7.34,11.34,0,0,0,34,0,26.2,0,0,0,0,0

93,23:00-23:15,25.870000,48.060000,0.000000,23.070000,0.690000,5.770000,1.380000,48.240000,0.950000,11.530000,196.520000,25.870000,270.340000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.290000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,77.230000,6.730000,0,0,0,28.33,0,28.33,0,13,0,0,9,13,0,0,0,39,0,27.14,0,0,0,0,0

94,23:15-23:30,25.870000,48.060000,0.000000,23.070000,0.690000,5.770000,1.380000,48.240000,0.950000,11.530000,181.660000,25.870000,230.690000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.290000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,68.750000,6.730000,0,0,0,27.33,0,27.33,0,12.5,0,0,8.66,12.5,0,0,0,37.5,0,26.54,0,0,0,0,0

95,23:30-23:45,25.870000,48.060000,0.000000,23.070000,0.690000,5.770000,1.380000,48.240000,0.950000,11.530000,152.820000,25.870000,192.240000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.290000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,70.070000,6.730000,0,0,0,26,0,26,0,11.67,0,0,8.34,11.66,0,0,0,35,0,25.88,0,0,0,0,0

96,23:45-24:00,25.870000,48.060000,0.000000,23.070000,0.690000,5.770000,1.380000,48.240000,0.950000,11.530000,152.820000,25.870000,148.680000,0.000000,0.000000,0.000000,0.000000,152.330000,57.240000,18.260000,1.290000,8.170000,0.000000,48.060000,24.500000,0.000000,0.000000,48.060000,70.070000,6.730000,0,0,0,25,0,25,0,10.83,0,0,8.34,10.84,0,0,0,32.5,0,25.54,0,0,0,0,0

