Block,Time,CHAMERA3,FSTPP I & II,KISHANGANGA,KKNP,KUDGI,PARBATI3,ANTA_RF,AURY_GF,KOLDAM,NJPC,NNTPP,RIHAND2,SASAN,SIMHST2,UNCHAHAR2,CHAMERA2,DULHASTI,KHSTPP-I,KOTESHWR,NTPL,PARBATI2,RSTPSU1TO6,VALLURNTECL,ANTA_CRF,DADRI_RF,KGSU3AND4,MAPS,NLCIIST1,NLCIIST2,RAMPUR,RIHAND3,TANDA2,UNCHAHAR1,ANTA_GF,ANTA_LF,AURY_LF,BSIUL,DADRT2,KHSTPP-II,KKNPPU2,RAPPC,RAPPD,SIMHST1,TANAKPUR,TEHRIPSP,DADRI_CRF,DADRI_GF,KGSU1AND2,NAPP,NLCEXP,RAPPB,SINGRAULI,SINGRAULI_HYDRO,URI,AURY_CRF,AURY_RF,CHAMERA1,DHAULIGNGA,RIHAND1,RSTPSU7,TALA,TelanganaSTPP,UNCHAHAR3,DADRI_LF,BRBCL,JHAJJAR,NLCTS2EXP,SALAL,SEWA2,TALST2,TEHRI,UNCHAHAR4,URI2
9,02:00-02:15,35.09,20.8,8.71,0,0,0,51.93,0,10.65,181.16,0,126.8,348.98,0,45.1,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,12.81,62.39,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,22.08,0,27.99,0,24.99,670.85,0,85.41,18.93,0,45.04,2.39,40.23

10,02:15-02:30,35.09,20.8,8.71,0,0,0,51.93,0,10.65,181.16,0,126.8,348.98,0,45.1,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,12.81,62.39,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,22.08,0,27.99,0,24.99,670.85,0,85.41,18.93,0,45.04,2.39,40.23

11,02:30-02:45,35.09,20.8,8.71,0,0,0,51.93,0,10.65,181.16,0,126.8,348.98,0,45.1,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,12.81,62.39,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,22.08,0,27.99,0,24.99,670.85,0,85.41,18.93,0,45.04,2.39,28.96

12,02:45-03:00,35.09,20.8,8.71,0,0,0,51.93,0,10.65,181.16,0,126.8,348.98,0,45.1,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,590.85,148.3,0,68.39,26.14,0,12.81,62.39,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,22.08,0,27.99,0,24.99,670.85,0,85.41,18.93,0,45.04,2.39,28.96

13,03:00-03:15,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.1,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,6.87,21.83,0,0,0,19.8,590.85,148.3,0,68.39,26.14,0,12.81,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,30.46,0,27.99,0,24.99,670.85,0,81.92,18.93,0,45.04,2.39,32.18

14,03:15-03:30,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,19.8,590.85,148.3,0,68.39,26.14,0,12.81,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,30.46,0,27.99,0,24.99,670.85,0,81.92,18.93,0,45.04,2.5,32.18

15,03:30-03:45,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,19.8,590.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,36.43,0,82.27,42.15,43.85,93.3,0,30.46,0,27.99,0,24.99,670.85,0,81.92,18.93,0,45.04,3.98,32.18

16,03:45-04:00,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,36.43,0,82.27,42.15,43.85,93.3,0,30.46,0,27.99,0,24.99,670.85,0,81.92,18.93,0,45.04,3.98,32.18

17,04:00-04:15,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,36.43,0,82.27,42.15,43.85,93.3,0,30.46,0,27.99,0,24.99,670.85,0,81.92,18.93,0,33.77,3.98,32.18

18,04:15-04:30,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,36.43,0,82.27,42.15,43.85,93.3,0,30.46,0,27.99,0,24.99,670.85,0,81.92,18.93,0,33.77,3.98,32.18

19,04:30-04:45,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,36.43,0,82.27,42.15,43.85,93.3,0,30.46,0,27.99,0,24.99,670.85,0,81.92,18.93,0,33.77,3.98,32.18

20,04:45-05:00,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,590.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,36.43,0,82.27,42.15,43.85,93.3,0,30.32,0,27.99,0,24.99,670.85,0,81.92,18.93,0,33.77,3.98,32.18

21,05:00-05:15,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,44.31,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,29.58,0,27.99,0,24.99,670.85,0,81.92,18.93,0,33.77,3.98,32.18

22,05:15-05:30,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,44.31,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,29.58,0,27.99,0,24.99,670.85,0,81.92,18.93,0,33.77,3.98,32.18

23,05:30-05:45,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,44.31,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,29.73,0,27.99,0,24.99,670.85,0,81.92,18.93,0,33.77,3.98,32.18

24,05:45-06:00,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,44.31,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,29.58,0,27.99,0,24.99,670.85,0,81.92,18.93,0,33.77,3.98,32.18

25,06:00-06:15,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,44.31,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,6.61,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,29.58,0,27.99,0,24.99,670.85,0,81.92,18.93,0,33.77,2.39,32.18

26,06:15-06:30,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,44.31,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,29.58,0,27.99,0,24.99,670.85,0,81.92,18.93,0,33.77,2.83,32.18

27,06:30-06:45,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,44.31,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,29.42,0,27.99,0,24.99,670.85,0,81.92,18.93,0,33.77,3.98,32.18

28,06:45-07:00,35.09,20.8,8.71,0,0,0,52.32,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,44.31,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,29.42,0,27.99,0,24.99,670.85,0,81.92,18.93,0,22.52,3.98,32.18

29,07:00-07:15,35.09,20.8,8.71,0,0,0,51.93,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,44.31,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,30.37,0,27.99,0,24.99,670.85,0,81.92,18.93,0,11.25,3.98,30.57

30,07:15-07:30,35.09,20.8,8.71,0,0,0,51.93,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,44.31,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,42.15,43.85,93.3,0,30.37,0,27.99,0,24.99,670.85,0,81.92,18.93,0,0,3.98,30.57

31,07:30-07:45,35.09,20.8,8.71,0,0,0,51.93,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,35.33,0,82.27,42.15,43.85,93.3,0,30.37,0,27.99,0,24.99,670.85,0,80.76,18.93,0,0,3.98,30.57

32,07:45-08:00,35.09,20.8,8.71,0,0,0,51.93,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,35.33,0,82.27,42.15,43.85,93.3,0,30.37,0,27.99,0,24.99,670.85,0,80.76,18.93,0,0,3.98,30.57

33,08:00-08:15,35.09,20.8,8.71,0,0,0,51.27,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,35.33,0,82.27,42.15,43.85,93.3,0,30.67,0,27.99,0,24.99,670.85,0,80.18,18.93,0,0,3.98,30.57

34,08:15-08:30,35.09,20.8,8.71,0,0,0,51.27,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,6.52,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,35.33,0,82.27,42.15,43.85,93.3,0,30.67,0,27.99,0,24.99,670.85,0,80.18,18.93,0,0,3.98,30.57

35,08:30-08:45,35.09,20.8,8.71,0,0,0,51.27,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,52.36,0,82.27,42.15,43.85,93.3,0,30.67,0,27.99,0,24.99,670.85,0,80.18,18.93,0,0,3.98,30.57

36,08:45-09:00,35.09,20.8,8.71,0,0,0,51.27,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,52.36,0,82.27,42.15,43.85,93.3,0,31.99,0,27.99,0,24.99,670.85,0,80.18,18.93,0,0,3.98,30.57

37,09:00-09:15,35.09,20.8,8.71,0,0,0,51.27,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,52.36,0,82.27,42.15,43.85,93.3,0,32.28,0,27.99,0,24.99,670.85,0,80.18,18.93,0,0,3.98,27.35

38,09:15-09:30,35.09,20.8,8.71,0,0,0,51.27,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,52.36,0,82.27,42.15,43.85,93.3,0,32.28,0,27.99,0,24.99,670.85,0,80.18,18.93,0,0,3.98,27.35

39,09:30-09:45,35.09,20.8,8.71,0,0,0,51.27,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,39.75,0,82.27,42.15,43.85,93.3,0,32.28,0,27.99,0,24.99,670.85,0,80.18,18.93,0,0,3.98,27.35

40,09:45-10:00,35.09,20.8,8.71,0,0,0,51.27,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,39.75,0,82.27,42.15,43.85,93.3,0,32.28,0,27.99,0,24.99,670.85,0,80.18,18.93,0,0,3.98,27.35

41,10:00-10:15,35.09,20.8,8.71,0,0,0,51.27,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,3.85,0,0,0,0,25.42,0,0,155.58,1.13,39.75,0,82.27,28.1,43.85,95.47,0,31.69,0,27.99,0,24.99,670.85,0,80.18,18.93,0,0,3.98,40.23

42,10:15-10:30,35.09,20.8,8.71,0,0,0,51.27,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,3.85,0,0,0,0,25.42,0,0,155.58,1.13,39.75,0,82.27,14.05,43.85,95.47,0,31.69,0,27.99,0,24.99,670.85,0,80.18,18.93,0,0,3.98,40.23

43,10:30-10:45,35.09,20.8,8.71,0,0,0,51.27,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,3.85,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,80.18,18.93,0,0,3.98,40.23

44,10:45-11:00,35.09,20.8,8.71,0,0,0,51.27,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,3.85,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,80.18,18.93,0,0,3.98,40.23

45,11:00-11:15,35.09,20.8,8.71,0,0,0,50.62,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,53.45,12.62,0,0,3.98,40.23

46,11:15-11:30,35.09,20.8,8.71,0,0,0,50.62,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,53.45,6.31,0,0,3.98,40.23

47,11:30-11:45,35.09,20.8,8.71,0,0,0,50.62,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,53.45,0,0,0,3.98,30.57

48,11:45-12:00,35.09,20.8,8.71,0,0,0,50.62,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,38.64,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,53.45,0,0,0,3.98,30.57

49,12:00-12:15,35.09,20.8,8.71,0,0,0,49.95,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,30.91,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,66.82,0,0,0,3.98,30.57

50,12:15-12:30,35.09,20.8,8.71,0,0,0,49.95,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,30.91,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,30.57

51,12:30-12:45,35.09,20.8,8.71,0,0,0,49.95,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,30.91,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,32.18

52,12:45-13:00,35.09,20.8,8.71,0,0,0,49.95,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,30.91,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,32.18

53,13:00-13:15,35.09,20.8,8.71,0,0,0,49.95,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,30.91,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,32.18

54,13:15-13:30,35.09,20.8,8.71,0,0,0,49.3,0,10.65,181.16,0,126.8,348.98,0,45.62,48.9,0,45.53,10.44,0,0,0,0,0,52.04,0,0,0,0,7.04,132.37,7.07,21.83,0,0,0,13.04,690.85,148.3,0,68.39,26.14,0,11.91,0,0,0,0,25.42,0,0,155.58,1.13,30.91,0,82.27,0,43.85,95.47,0,31.26,0,27.99,0,24.99,670.85,0,81.92,0,0,0,3.98,32.18

