Column1,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,GNA/NR/2024/09/01/4802,GNA/NR/2024/09/01/6566,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/6020,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/7196,GNA/NR/2024/09/01/2171,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/8090,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7119,NR/30092023/26122029/SH-06,GNA/NR/2024/09/01/3451,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17
7,01:30-01:45,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,5.22,32.94,8.81,13.87,30.78,100.94,17.482,24.0835,41.18,24.0835,0,0,7.33,0,22,6.34,0,0,7.34,0,0,24.21,0,0,0,0,0,0,0,0

8,01:45-02:00,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,5.22,32.94,8.81,13.87,30.78,100.94,17.482,24.0835,41.18,24.0835,0,0,7.17,0,21.5,6.34,0,0,7.16,0,0,24.01,0,0,0,0,0,0,0,0

9,02:00-02:15,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,5.03,32.94,8.81,13.87,31.29,100.94,17.482,24.0835,41.18,24.0835,0,0,7.17,0,21.5,6.34,0,0,7.16,0,0,24.01,0,0,0,0,0,0,0,0

10,02:15-02:30,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,5.03,32.94,8.81,13.87,31.29,100.94,17.482,24.0835,41.18,24.0835,0,0,7.17,0,21.5,6.34,0,0,7.16,0,0,23.81,0,0,0,0,0,0,0,0

11,02:30-02:45,68.34,235.98,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,5.03,32.94,8.81,13.87,31.29,100.94,17.482,24.0835,41.18,24.0835,0,0,7.17,0,21.5,6.34,0,0,7.16,0,0,23.61,0,0,0,0,0,0,0,0

12,02:45-03:00,68.34,226.29,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,5.03,32.94,8.81,13.87,30.78,100.94,17.482,24.0835,41.18,24.0835,0,0,7.17,0,21.5,6.34,0,0,7.16,0,0,22.81,0,0,0,0,0,0,0,0

13,03:00-03:15,68.34,226.29,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.84,0,8.81,13.87,29.76,100.94,17.482,24.0835,41.18,24.0835,0,0,7.17,0,21.5,6.34,0,0,7.16,0,0,25.01,0,0,0,0,0,0,0,0

14,03:15-03:30,68.34,226.29,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.84,0,8.81,13.87,29.76,100.94,17.482,26.8708,41.18,26.8708,0,0,7.17,0,21.5,6.34,0,0,7.16,0,0,24.61,0,0,0,0,0,0,0,0

15,03:30-03:45,68.34,226.29,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.84,0,8.81,13.87,29.76,100.94,17.482,26.8708,41.18,26.8708,0,0,7.17,0,21.5,6.34,0,0,7.16,0,0,24.21,0,0,0,0,0,0,0,0

16,03:45-04:00,68.34,226.29,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.84,0,8.81,13.87,30.28,100.94,17.482,26.8708,41.18,26.8708,0,0,7.17,0,21.5,6.34,0,0,7.16,0,0,23.81,0,0,0,0,0,0,0,0

17,04:00-04:15,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.66,0,8.81,13.69,30.28,100.94,17.482,26.8708,41.18,26.8708,0,0,7.17,0,21.5,6.34,0,0,7.16,0,0,30.02,0,0,0,0,0,0,0,0

18,04:15-04:30,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.66,0,8.81,13.69,30.28,100.94,17.482,26.8708,41.18,26.8708,0,0,7.17,0,21.5,6.34,0,0,7.16,0,0,30.22,0,0,0,0,0,0,0,0

19,04:30-04:45,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.66,0,8.81,13.69,30.28,100.94,17.482,26.8708,41.18,26.8708,0,0,8.33,0,25,10,0,0,8.34,0,0,26.61,0,0,0,0,0,0,0,0

20,04:45-05:00,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.66,0,8.81,13.69,30.28,100.94,17.482,26.8708,41.18,26.8708,0,0,8.33,0,25,9.34,0,0,8.34,0,0,26.61,0,0,0,0,0,0,0,0

21,05:00-05:15,68.34,206.91,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.66,0,8.81,13.69,30.28,100.94,17.482,26.8708,41.18,26.8708,0,0,8.33,0,25,8.66,0,0,8.34,0,0,26.61,0,0,0,0,0,0,0,0

22,05:15-05:30,68.34,206.91,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.66,0,8.81,13.69,29.76,100.94,17.482,26.8708,41.18,26.8708,0,0,8.33,0,25,8,0,0,8.34,0,0,26.41,0,0,0,0,0,0,0,0

23,05:30-05:45,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.66,0,8.81,13.69,29.26,100.94,17.482,26.8708,41.18,26.8708,0,0,8.17,0,24.5,7.34,0,0,8.16,0,0,26.01,0,0,0,0,0,0,0,0

24,05:45-06:00,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.66,0,8.81,13.69,29.27,100.94,17.482,26.8708,41.18,26.8708,0,0,8,0,24,6.66,0,0,8,0,0,25.61,0,0,0,0,0,0,0,0

25,06:00-06:15,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.48,0,8.81,13.23,29.27,100.94,17.482,24.8044,41.18,24.8044,0,4,7.67,0,23,6.34,4.17,0,7.66,14.59,1,25.21,1,1,1,0.31,0.82,1.57,1.5,0

26,06:15-06:30,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0,0,41.18,2.06,0,0,4.48,0,8.81,13.23,29.27,100.94,17.482,24.8044,41.18,24.8044,0,9,7.33,0,22,6.34,11.21,0,7.34,25.64,2,25.01,4,1,2,0.84,2.92,4.2,6.14,1

27,06:30-06:45,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,0.71,0.72,41.18,2.06,0,0.71,4.48,0,8.81,13.23,29.27,100.94,17.482,24.8044,41.18,24.8044,0,12,7.33,0,22,6.34,18.25,0,7.34,31.48,5,24.61,7,3,3,1.59,4.94,7.98,11.31,3

28,06:45-07:00,87.39,263.06,273.96,70.62,82.36,20.59,0,18.54,82.36,1.03,1.05,41.18,2.06,0,1.03,4.48,0,8.81,13.23,29.27,100.94,17.482,24.8044,41.18,24.8044,0,16,7.33,0,22,6.34,29.11,0,7.34,29.11,8,24.41,14,6,5,2.58,7.94,12.88,16.59,4

29,07:00-07:15,68.34,206.91,232.54,70.62,82.36,20.59,0,18.54,82.36,1.49,1.53,41.18,2.06,0,1.49,4.48,0,8.81,13.23,28.26,100.94,17.482,26.8703,41.18,26.8703,0,19,7.33,0,22,6.34,29.1,0,7.34,29.1,10,24.01,21,9,7,4.01,10,20.05,22.75,5

30,07:15-07:30,68.34,206.91,193.78,70.62,82.36,20.59,0,18.54,82.36,2.01,2.05,41.18,2.06,0,2.01,4.48,0,8.81,13.23,28.26,100.94,17.482,26.8703,41.18,26.8703,0,26.4,7.33,0,22,6.34,26.4,0,7.34,26.4,12,24.01,28,12,8,5.9,13,29.53,30.08,6

31,07:30-07:45,68.34,206.91,150.67,70.62,82.36,20.59,0,18.54,82.36,2.57,2.64,41.18,2.06,0,2.57,4.48,0,8.81,13.23,28.26,100.94,17.482,26.8703,41.18,26.8703,0,28.73,7.33,0,22,6.34,28.74,0,7.34,28.73,20,27.81,46,19,11,8.38,17,41.88,37.19,10

32,07:45-08:00,68.34,206.91,150.67,70.62,82.36,20.59,0,18.54,82.36,3.35,3.43,41.18,2.06,0,3.35,4.48,0,8.81,13.23,28.26,100.94,17.482,26.8703,41.18,26.8703,0,29.4,7.33,0,22,6.34,29.4,0,7.34,29.4,27,27.41,56,24,16,10.86,20,54.3,44.58,13

33,08:00-08:15,57.84,171.15,150.67,70.62,82.36,20.59,0,18.54,82.36,4.15,4.24,41.18,2.06,0,4.15,4.28,0,8.81,13.23,28.26,51.63,17.482,26.8703,41.18,26.8703,0,30.07,7.33,0,22,6.34,30.06,0,7.34,30.07,34,27.21,70,30,20,14.18,24,70.91,51.36,16

34,08:15-08:30,57.84,171.15,150.67,70.62,82.36,20.59,0,18.54,82.36,4.93,5.05,41.18,2.06,0,4.93,4.28,0,8.81,13.23,28.26,51.63,17.482,26.8703,41.18,26.8703,0,31.73,7.33,0,22,6.34,31.74,0,7.34,31.73,41,26.81,84,36,23,17.22,31,86.09,57.27,19

35,08:30-08:45,57.84,171.15,150.67,70.62,82.36,20.59,0,18.54,82.36,5.73,5.87,41.18,2.06,0,5.73,4.28,0,8.81,13.23,28.26,51.63,17.482,26.8703,41.18,26.8703,0,32.67,7.33,0,22,6.34,32.66,0,7.34,32.67,47,30.02,98,42,26,20.44,37,102.2,62.65,23

36,08:45-09:00,57.84,171.15,150.67,70.62,82.36,20.59,0,18.54,82.36,6.49,6.66,41.18,2.06,0,6.49,4.28,0,8.81,13.23,28.26,51.63,17.482,26.8703,41.18,26.8703,0,32.67,7.33,0,22,6.34,32.66,0,7.34,32.67,54,30.42,112,48,29,23.81,45,119.05,67.85,26

37,09:00-09:15,57.84,171.15,150.67,70.62,82.36,20.59,0,18.54,82.36,7.19,7.36,41.18,2.06,0,7.19,4.28,0,8.81,13.23,28.26,51.63,17.482,26.8703,41.18,26.8703,0,33,7.33,0,22,6.34,33,0,7.34,33,61,30.82,126,54,32,27.24,55,136.2,73.75,29

38,09:15-09:30,57.84,171.15,150.67,70.62,82.36,20.59,0,18.54,82.36,7.85,8.05,41.18,2.06,0,7.85,4.28,0,8.81,13.23,28.26,51.63,17.482,26.8703,41.18,26.8703,0,33,7.33,0,22,6.34,33,0,7.34,33,68,31.22,140,60,34,30.33,59,151.63,80.15,32

39,09:30-09:45,57.84,171.15,150.67,70.62,82.36,20.59,0,18.54,82.36,8.91,9.14,41.18,2.06,0,8.91,4.28,0,8.81,13.23,28.26,51.63,17.482,26.8703,41.18,26.8703,0,33,7.33,0,22,6.34,33,0,7.34,33,73,25.01,151,64,38,33.18,65,165.89,86.15,35

40,09:45-10:00,57.84,171.15,150.67,70.62,82.36,20.59,0,18.54,82.36,10.03,10.28,41.18,2.06,0,10.03,4.28,0,8.81,13.23,28.26,51.63,17.482,26.8703,41.18,26.8703,0,33,7.67,0,23,6.34,33,0,7.66,33,78,25.61,161,69,40,35.82,72,179.1,91.38,37

41,10:00-10:15,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,10.99,11.25,41.18,2.06,0,10.99,4.48,0,8.81,13.23,28.26,51.63,17.482,26.8703,0,26.8703,0,33,7.42,0,22.25,6.34,33,0,7.41,33,81,26.41,169,73,41,38.1,77,190.5,95.62,39

42,10:15-10:30,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,12.15,12.45,41.18,2.06,0,12.15,4.48,0,8.81,13.23,28.26,51.63,17.482,26.8703,0,26.8703,0,33,7.44,0,22.33,6.34,33,0,7.45,33,86,28.01,179,76,43,40.2,81,200.99,99.26,41

43,10:30-10:45,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,12.83,13.15,41.18,2.06,0,12.83,4.48,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.47,0,22.41,6.34,33,0,7.47,33,88,30.02,182,78,44.5,42.6,85,212.99,102.31,42

44,10:45-11:00,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,14.18,14.52,41.18,2.06,0,14.18,4.48,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.5,0,22.5,6.34,33,0,7.5,33,90,32.02,186,79,45.5,44.52,86,222.58,104.82,43

45,11:00-11:15,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,14.59,14.95,41.18,2.06,0,14.59,0,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,0,21.5,6.34,33,0,7.16,33,91,34.02,189,81,45.5,45.23,89,226.15,105.56,44

46,11:15-11:30,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,14.73,15.1,41.18,2.06,0,14.73,0,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,0,21.5,6.34,33,0,7.16,33,91,36.02,189,81,45.5,45.23,90,226.15,103.44,44

47,11:30-11:45,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,15.27,15.65,41.18,2.06,0,15.27,0,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,0,21.5,6.34,33,0,7.16,33,91,38.01,189,81,46.5,45.23,90,226.15,102.65,44

48,11:45-12:00,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,15.27,15.65,41.18,2.06,0,15.27,0,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,0,21.5,6.34,33,0,7.16,33,91,39.01,189,81,46.5,45.23,90,226.15,104.07,44

49,12:00-12:15,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,15.27,15.65,41.18,2.06,0,15.27,0,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,3.81,21.5,6.34,33,3.81,7.16,33,91,40.01,189,81,46.5,45.23,90,226.15,101.85,44

50,12:15-12:30,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,15.27,15.65,41.18,2.06,0,15.27,0,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,3.81,21.5,6.34,33,3.81,7.16,33,91,41.01,189,81,46.5,45.23,90,226.15,100.07,44

51,12:30-12:45,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,15.27,15.65,41.18,2.06,0,15.27,0,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,4.33,21.5,6.34,33,4.33,7.16,33,91,42.01,179,76,46.5,45.23,90,226.15,97.54,44

52,12:45-13:00,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,15.27,15.65,41.18,2.06,0,15.27,0,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,4.33,21.5,6.34,33,4.33,7.16,33,91,43.01,179,76,46.5,45.23,90,226.15,94.82,44

53,13:00-13:15,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,15.27,15.65,41.18,2.06,0,15.27,4.94,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,8,21.5,6.34,33,8,7.16,33,90,43.01,175,75,42,45.23,86,226.15,91.75,43

54,13:15-13:30,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,15.27,15.65,41.18,2.06,0,15.27,4.94,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,8,21.5,6.34,33,8,7.16,33,90,43.01,175,75,42,45.23,86,226.15,87.97,43

55,13:30-13:45,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,15.27,15.65,41.18,2.06,0,15.27,4.94,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,8,21.5,6.34,33,8,7.16,33,88,43.01,175,75,41,45.23,83,226.15,84.95,42

56,13:45-14:00,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,14.78,15.14,41.18,2.06,0,14.78,4.94,0,8.81,13.23,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,8,21.5,6.34,33,8,7.16,33,88,43.01,175,75,41,45.23,83,226.15,80.39,42

57,14:00-14:15,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,14.35,14.7,41.18,2.06,0,14.35,5.22,0,8.81,13.51,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,8,21.5,6.34,33,8,7.16,33,87,43.01,175,75,40,45.23,78,226.15,76.24,42

58,14:15-14:30,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,13.88,14.23,41.18,2.06,0,13.88,5.22,0,8.81,13.51,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,8,21.5,6.34,33,8,7.16,33,87,43.01,175,75,38,44.98,77,224.91,71.66,41

59,14:30-14:45,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,13.36,13.69,41.18,2.06,0,13.36,5.22,0,8.81,13.51,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,8,21.5,6.34,33,8,7.16,33,78,43.01,163,70,38,43.65,73,218.26,68.57,37

60,14:45-15:00,57.84,171.15,150.67,70.62,0,20.59,0,18.54,82.36,12.84,13.16,41.18,2.06,0,12.84,5.22,0,8.81,13.51,29.27,51.63,17.482,26.8703,0,26.8703,0,33,7.17,8,21.5,6.34,33,8,7.16,33,74,43.21,155,67,37,40.85,73,204.24,66.5,36

61,15:00-15:15,57.84,171.15,193.78,70.62,0,20.59,0,18.54,82.36,12.12,12.43,41.18,2.06,0,12.12,5.59,0,8.81,13.51,29.27,100.94,17.482,26.8703,0,26.8703,0,33,9.17,8,27.5,8.66,33,8,9.16,33,73,43.21,147,63,35,38.77,63,193.86,59.66,35

62,15:15-15:30,57.84,171.15,193.78,70.62,0,20.59,0,18.54,82.36,11.35,11.62,41.18,2.06,0,11.35,5.59,0,8.81,13.51,30.28,100.94,17.482,26.8703,0,26.8703,0,33,9.17,8,27.5,8.66,33,8,9.16,33,68,43.41,133,57,32,36.09,58,180.43,55.75,32

63,15:30-15:45,68.34,206.91,193.78,70.62,0,20.59,0,18.54,82.36,10.48,10.75,41.18,2.06,0,10.48,5.59,0,8.81,13.51,29.27,100.94,17.482,24.0835,0,24.0835,0,33,9.17,8,27.5,8.66,33,8,9.16,33,66,43.21,123,52,29,33.65,56,168.23,52.23,32

64,15:45-16:00,68.34,206.91,193.78,70.62,0,20.59,0,18.54,82.36,9.03,9.25,41.18,2.06,0,9.03,5.59,0,8.81,13.51,28.25,100.94,17.482,24.0835,0,24.0835,0,33,9.17,8,27.5,8.66,33,8,9.16,33,61,43.41,112,48,26,31.28,53,156.4,49.15,29

65,16:00-16:15,68.34,206.91,193.78,70.62,0,20.59,0,18.54,82.36,8.37,8.58,41.18,2.06,0,8.37,5.22,0,8.81,13.97,28.25,100.94,17.482,24.0835,0,24.0835,0,33,9.33,8,28,9,33,8,9.34,33,58,44.01,109,46,26,29.73,49,148.67,45.25,27

66,16:15-16:30,68.34,206.91,193.78,70.62,0,20.59,0,18.54,82.36,7.46,7.64,41.18,2.06,0,7.46,5.22,0,8.81,13.97,28.25,100.94,17.482,24.0835,0,24.0835,0,33,9.5,8,28.5,9,33,8,9.5,33,51,44.01,95,40,25,27,47,134.98,40.43,24

67,16:30-16:45,68.34,206.91,193.78,70.62,0,20.59,0,18.54,82.36,6.72,6.89,41.18,2.06,0,6.72,5.59,0,8.81,13.97,28.25,100.94,17.482,24.0835,0,24.0835,0,33,9.67,11.67,29,9.34,33,11.67,9.66,33,46,44.01,95,40,23,24.83,33,124.17,35.04,22

68,16:45-17:00,68.34,206.91,193.78,70.62,0,20.59,0,18.54,82.36,5.79,5.93,41.18,2.06,0,5.79,5.59,0,8.81,13.97,28.25,100.94,17.482,24.0835,0,24.0835,0,23,9.67,11.67,29,9.34,33,11.67,9.66,33,39,44.01,81,34,19,21.63,32,108.13,28.88,19

69,17:00-17:15,68.34,206.91,193.78,70.62,82.36,20.59,0,18.54,82.36,4.76,4.87,41.18,2.06,0,4.76,6.06,0,8.81,13.97,29.27,100.94,17.482,24.0835,41.18,24.0835,0,16,9.5,11.67,28.5,9.34,33,11.67,9.5,33,34,44.01,77,33,16,14.03,27,70.18,22.6,16

70,17:15-17:30,68.34,206.91,193.78,70.62,82.36,20.59,0,18.54,82.36,3.89,4,41.18,2.06,0,3.89,6.06,0,8.81,13.97,30.28,100.94,17.482,24.0835,41.18,24.0835,0,8,9.33,11.67,28,9.34,27.2,11.67,9.34,33,27,44.01,63,27,12,11.68,20,58.43,16.54,13

71,17:30-17:45,68.34,206.91,232.54,70.62,82.36,20.59,0,18.54,82.36,2.94,3,41.18,2.06,0,2.94,6.06,0,8.81,13.97,30.28,100.94,17.482,24.0835,41.18,24.0835,0,3,9.17,10,27.5,9.34,20.41,10,9.16,33,20,44.01,53,22,9.5,8.78,15,43.89,11.07,10

72,17:45-18:00,68.34,206.91,273.96,70.62,82.36,20.59,0,18.54,82.36,2.17,2.23,41.18,2.06,0,2.17,6.06,0,8.81,13.97,31.29,100.94,17.482,24.0835,41.18,24.0835,0,0,9.17,10,27.5,9.34,14.7,10,9.16,25.66,15,44.01,39,16,7,6.39,13,31.98,6.68,7

73,18:00-18:15,68.34,235.98,273.96,70.62,82.36,20.59,0,18.54,82.36,1.66,1.71,41.18,2.06,0,1.66,6.34,0,8.81,13.97,30.78,96.9,17.482,24.0835,41.18,24.0835,0,0,9.17,10,27.5,9.34,0,10,9.16,0,8,31.22,18,7,7,4.91,12,24.54,4.05,4

74,18:15-18:30,68.34,235.98,273.96,70.62,82.36,20.59,0,18.54,82.36,1.22,1.25,41.18,2.06,0,1.22,6.34,0,8.81,13.97,30.78,96.9,17.482,24.0835,41.18,24.0835,0,0,9.17,10,27.5,9.34,0,10,9.16,0,3,31.82,11,4,5,3.28,8,16.39,2.33,2

75,18:30-18:45,68.34,235.98,273.96,66.45,82.36,20.59,0,18.54,82.36,0.57,0.59,41.18,2.06,0,0.57,6.34,0,8.81,13.97,31.29,96.9,17.482,24.0835,41.18,24.0835,0,0,9.17,10,27.5,9.34,0,10,9.16,0,1,32.22,7,3,3,1.86,6,9.3,0.54,1

76,18:45-19:00,68.34,206.91,273.96,66.45,82.36,20.59,0,18.54,82.36,0.34,0.35,41.18,2.06,0,0.34,6.34,0,8.81,13.97,31.29,96.9,17.482,24.0835,41.18,24.0835,0,0,9.17,10,27.5,9.34,0,10,9.16,0,0,33.22,4,1,2,0.58,4,2.91,0,0

