Block,Time,NR/02112023/15112023/D20231102NR21539,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/03112023/30112023/IEX-231101-05680,NR/30092023/31122025/SH-07,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01112023/30112023/HP-10,NR/01102023/19072037/LT-05,NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01112023/30112023/HP-09,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,SR/01112023/30112023/KSEB_BYPL-NOV23,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10
69,17:00-17:15,48.310000,74.090000,1.290000,2.150000,48.310000,8.590000,48.310000,231.280000,111.110000,271.740000,8.590000,28.990000,0.000000,1.630000,1.290000,2.550000,0.000000,0.000000,1.320000,261.450000,13.33,5,0,3,13.33,0,19,7.21,4,23.76,6.33,17.5,2,5.88,8.81,6.34,2.76,144.93,10,4.75,4.493874,7.5

70,17:15-17:30,48.310000,74.090000,0.590000,2.150000,48.310000,8.590000,48.310000,231.280000,111.110000,271.740000,8.590000,28.990000,0.000000,2.100000,0.590000,2.550000,0.000000,0.000000,0.610000,261.450000,13.33,1,0,6,13.33,0,19,7.21,3,12.36,6.33,14,3,5.88,6,6.34,0.92,144.93,3,2.47,0.700344,6

71,17:30-17:45,48.310000,74.090000,0.220000,2.150000,48.310000,10.040000,48.310000,231.280000,115.910000,271.740000,30.920000,28.990000,0.000000,2.100000,0.220000,2.550000,0.000000,0.000000,0.230000,261.450000,13.33,0,0,5,13.33,0,19,7.21,1,5.22,6.33,7,2,5.88,3.33,6.34,0,144.93,0,1.04,0.243175,3

72,17:45-18:00,48.310000,74.090000,0.040000,2.150000,48.310000,30.920000,48.310000,231.280000,115.910000,271.740000,30.920000,28.990000,0.000000,2.100000,0.040000,2.550000,0.000000,0.000000,0.040000,261.450000,13.33,0,0,1,13.33,0,19,7.21,0,1.17,6.33,3.5,1,5.88,1,6.34,0,144.93,0,0.23,0,1.5

73,18:00-18:15,48.310000,74.090000,0.000000,2.000000,48.310000,30.920000,48.310000,49.290000,118.260000,271.740000,30.920000,28.990000,0.000000,2.100000,0.000000,2.550000,0.000000,0.000000,0.000000,261.450000,9.28,0,0,0,9.28,0,19,7.21,0,0,6.33,0,0,6,0.33,6.34,0,144.93,0,0,0,0

74,18:15-18:30,48.310000,74.090000,0.000000,2.000000,48.310000,30.920000,48.310000,49.290000,118.260000,271.740000,30.920000,28.990000,0.000000,2.100000,0.000000,2.550000,0.000000,0.000000,0.000000,261.450000,9.63,0,0,0,9.63,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

75,18:30-18:45,48.310000,74.090000,0.000000,2.000000,48.310000,30.920000,48.310000,49.290000,118.260000,271.740000,30.920000,28.990000,0.000000,2.100000,0.000000,2.550000,0.000000,0.000000,0.000000,261.450000,10.03,0,0,0,10.03,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

76,18:45-19:00,48.310000,74.090000,0.000000,2.000000,48.310000,30.920000,48.310000,49.290000,118.260000,271.740000,30.920000,28.990000,0.000000,2.100000,0.000000,2.550000,0.000000,0.000000,0.000000,261.450000,10.16,0,0,0,10.16,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

77,19:00-19:15,48.310000,74.090000,0.000000,1.920000,48.310000,30.920000,48.310000,49.290000,118.260000,271.740000,10.040000,28.990000,0.000000,2.100000,0.000000,2.550000,0.000000,0.000000,0.000000,261.450000,10.36,0,0,0,10.36,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

78,19:15-19:30,48.310000,74.090000,0.000000,1.920000,48.310000,30.920000,48.310000,49.290000,118.260000,271.740000,10.040000,28.990000,0.000000,2.100000,0.000000,2.550000,0.000000,0.000000,0.000000,261.450000,10.05,0,0,0,10.05,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

79,19:30-19:45,48.310000,74.090000,0.000000,1.920000,48.310000,30.920000,48.310000,49.290000,118.260000,271.740000,10.040000,28.990000,0.000000,2.100000,0.000000,2.550000,0.000000,0.000000,0.000000,261.450000,9.35,0,0,0,9.35,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

80,19:45-20:00,48.310000,74.090000,0.000000,1.920000,48.310000,30.920000,48.310000,49.290000,118.260000,271.740000,10.040000,28.990000,0.000000,2.100000,0.000000,2.550000,0.000000,0.000000,0.000000,261.450000,8.59,0,0,0,8.59,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

81,20:00-20:15,48.310000,74.090000,0.000000,1.850000,48.310000,20.480000,48.310000,49.290000,118.260000,271.740000,20.470000,28.990000,0.000000,2.100000,0.000000,2.510000,0.000000,0.000000,0.000000,261.450000,8.28,0,0,0,8.28,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

82,20:15-20:30,48.310000,74.090000,0.000000,1.850000,48.310000,20.480000,48.310000,49.290000,118.260000,271.740000,20.470000,28.990000,0.000000,2.100000,0.000000,2.510000,0.000000,0.000000,0.000000,261.450000,7.97,0,0,0,7.97,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

83,20:30-20:45,48.310000,74.090000,0.000000,1.850000,48.310000,20.480000,48.310000,49.290000,118.260000,271.740000,20.470000,28.990000,0.000000,2.100000,0.000000,2.510000,0.000000,0.000000,0.000000,261.450000,7.62,0,0,0,7.62,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

84,20:45-21:00,48.310000,74.090000,0.000000,1.850000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,28.990000,0.000000,2.100000,0.000000,2.510000,0.000000,0.000000,0.000000,261.450000,7.71,0,0,0,7.71,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

85,21:00-21:15,48.310000,74.090000,0.000000,1.920000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,28.990000,0.000000,1.710000,0.000000,2.510000,0.000000,0.000000,0.000000,261.450000,8.07,0,0,0,8.07,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

86,21:15-21:30,48.310000,74.090000,0.000000,1.920000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,28.990000,0.000000,2.020000,0.000000,2.510000,0.000000,0.000000,0.000000,261.450000,8.59,0,0,0,8.59,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

87,21:30-21:45,48.310000,74.090000,0.000000,1.920000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,28.990000,0.000000,2.020000,0.000000,2.510000,0.000000,0.000000,0.000000,261.450000,8.83,0,0,0,8.83,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

88,21:45-22:00,48.310000,74.090000,0.000000,1.920000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,28.990000,0.000000,2.020000,0.000000,2.510000,0.000000,0.000000,0.000000,261.450000,8.94,0,0,0,8.94,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

89,22:00-22:15,48.310000,74.090000,0.000000,1.920000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,28.990000,0.000000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,261.450000,9.91,0,0,0,9.91,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

90,22:15-22:30,48.310000,74.090000,0.000000,1.920000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,28.990000,0.000000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,261.450000,11.08,0,0,0,11.08,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

91,22:30-22:45,48.310000,74.090000,0.000000,1.920000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,28.020000,0.000000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,261.450000,11.32,0,0,0,11.32,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

92,22:45-23:00,48.310000,74.090000,0.000000,1.920000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,28.020000,0.000000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,261.450000,11.99,0,0,0,11.99,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

93,23:00-23:15,48.310000,74.090000,0.000000,1.850000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,28.020000,0.000000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,261.450000,12.47,0,0,0,12.47,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

94,23:15-23:30,48.310000,74.090000,0.000000,1.850000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,28.020000,0.000000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,261.450000,12.89,0,0,0,12.89,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

95,23:30-23:45,48.310000,74.090000,0.000000,1.850000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,27.050000,0.000000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,261.450000,12.78,0,0,0,12.78,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

96,23:45-24:00,48.310000,59.080000,0.000000,1.850000,48.310000,24.790000,48.310000,49.290000,118.260000,271.740000,24.780000,27.050000,0.000000,2.020000,0.000000,2.510000,0.000000,76.800000,0.000000,215.380000,12.71,0,0,0,12.71,0,19,7.21,0,0,6.33,0,0,6,0,6.34,0,144.93,0,0,0,0

