Block,Time,CHAMERA2,CHAMERA3,KHSTPP-I,NAPP,PARBATI3,RIHAND2,RSTPSU7,SEWA2,SIMHST1,SINGRAULI,URI2,AURY_CRF,DADRT2,DHAULIGNGA,KGSU1AND2,KHSTPP-II,MAPS,NLCTS2EXP,RAPPD,TALA,UNCHAHAR1,VALLURNTECL,ANTA_LF,AURY_LF,DADRI_CRF,CHAMERA1,DULHASTI,FSTPP I & II,JHAJJAR,KKNP,NJPC,RAPPB,TANAKPUR,TEHRI,TelanganaSTPP,UNCHAHAR2,DADRI_RF,KOLDAM,NLCIIST1,RIHAND1,UNCHAHAR4,ANTA_GF,BSIUL,KGSU3AND4,KUDGI,NLCIIST2,NTPL,PARBATI2,RAMPUR,UNCHAHAR3,AURY_GF,KISHANGANGA,NLCEXP,RAPPC,SINGRAULI_HYDRO,ANTA_RF,AURY_RF,BRBCL,KOTESHWR,RSTPSU1TO6,SASAN,TANDA2,DADRI_GF,DADRI_LF,KKNPPU2,NNTPP,RIHAND3,SALAL,SIMHST2,TALST2,URI,ANTA_CRF
56,13:45-14:00,48.81,35.03,45.53,25.24,8.44,124.58,0,0,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,4.7,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,5.64,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1.02,49.2,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,81.92,0,0,51.01,0

57,14:00-14:15,48.81,35.03,45.53,25.24,39.28,124.58,0,0,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,3.82,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,5.64,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1.02,48.55,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,81.92,0,0,51.01,0

58,14:15-14:30,48.81,35.03,45.53,25.24,39.28,124.58,0,0,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,3.82,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,5.64,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1.02,48.55,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,81.92,0,0,51.01,0

59,14:30-14:45,48.81,35.03,45.53,25.24,39.59,124.58,0,0,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,3.82,21.94,0,0,0,0,0,58.69,20.8,360.11,0,180.89,0,5,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1.02,48.55,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

60,14:45-15:00,48.81,35.03,45.53,25.24,39.59,124.58,0,0,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,3.82,21.94,0,0,0,0,14.05,58.69,20.8,360.11,0,180.89,0,5,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1.02,48.55,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

61,15:00-15:15,48.81,35.03,45.53,25.24,39.59,124.58,0,0,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,3.82,21.94,0,0,0,0,14.05,58.69,20.8,360.11,0,180.89,0,5.64,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1,48.55,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

62,15:15-15:30,48.81,35.03,45.53,25.24,39.59,124.58,0,0,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,3.82,21.94,0,0,0,0,28.1,58.69,20.8,360.11,0,180.89,0,5.64,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1,48.55,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

63,15:30-15:45,48.81,35.03,45.53,25.24,39.59,124.58,0,0,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,3.82,21.94,0,0,0,0,28.1,58.69,20.8,447.11,0,180.89,0,5.64,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1,48.55,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

64,15:45-16:00,48.81,35.03,45.53,25.24,39.59,124.58,0,0,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,3.82,21.94,0,0,0,0,28.1,58.69,20.8,447.11,0,180.89,0,5.64,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1,48.55,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,80.18,0,0,51.01,0

65,16:00-16:15,48.81,35.03,45.53,25.24,9.2,124.58,0,0,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,4.12,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,5.64,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1,47.89,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,79.01,0,0,51.01,0

66,16:15-16:30,48.81,35.03,45.53,25.24,9.2,124.58,0,0,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,4.12,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,5,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1,47.89,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,79.01,0,0,51.01,0

67,16:30-16:45,48.81,35.03,45.53,25.24,9.2,124.58,0,0,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,4.12,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,5,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1,47.24,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,79.01,0,0,51.01,0

68,16:45-17:00,48.81,35.03,45.53,25.24,23.02,124.58,0,6.3,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,4.12,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,5,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1,47.24,80.77,20,10.43,0,405,5.7,0,0,0,0,130.79,79.01,0,0,51.01,0

69,17:00-17:15,48.81,35.03,45.53,25.24,23.02,124.58,0,6.3,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,4.12,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,5,0,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1,47.24,80.77,20,10.43,0,405,5.7,0,0,0,0,95.79,79.01,0,0,51.01,0

70,17:15-17:30,48.81,35.03,45.53,25.24,23.02,124.58,0,6.3,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,4.12,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,5,10.11,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1,47.24,80.77,20,10.43,0,405,5.7,0,0,0,0,95.79,79.01,0,0,51.01,0

71,17:30-17:45,48.81,35.03,45.53,25.24,23.02,124.58,0,6.3,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,4.12,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,5,10.11,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1,47.24,80.77,20,10.43,0,396.56,5.7,0,0,0,0,95.79,79.01,0,0,51.01,0

72,17:45-18:00,48.81,35.03,45.53,25.24,23.02,124.58,0,6.3,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,4.12,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,5,20.22,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,27.05,6.98,27.68,0,8.63,0,67.71,1,47.24,80.77,20,10.43,0,396.56,5.7,0,0,0,0,95.79,79.01,0,0,51.01,0

73,18:00-18:15,48.81,35.03,45.53,25.24,23.02,124.58,0,6.3,0,109.78,38.1,0,229.46,10.95,0,148.3,0,0,0,3.23,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,5,30.33,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,37.57,6.98,27.68,0,8.63,0,67.71,1,47.24,80.77,20,10.43,0,396.56,5.7,0,0,0,0,95.79,79.01,0,0,51.01,0

74,18:15-18:30,48.81,35.03,45.53,25.24,39.9,124.58,0,6.3,0,109.78,38.1,0,229.46,21.88,0,148.3,0,0,0,3.23,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,5,30.33,0,45,98.41,10.55,0,97.23,3.2,0,6.52,0,0,0,0,45.08,6.98,27.68,0,8.63,0,67.71,1,47.24,80.77,20,10.43,0,396.56,5.7,0,0,0,0,95.79,79.01,0,0,51.01,0

75,18:30-18:45,48.81,35,45.53,25.24,50.64,124.58,0,12.61,0,109.78,38.1,0,229.46,32.83,0,148.3,0,0,0,3.23,21.94,0,0,0,0,42.15,58.69,20.8,447.11,0,180.89,0,5,30.33,0,45,98.41,10.55,0,97.23,2.3,0,13.04,0,0,0,0,41.33,6.98,27.68,0,8.63,0,67.71,1,47.24,80.77,20,20.85,0,396.56,5.7,0,0,0,0,95.79,79.01,0,0,51.01,0

76,18:45-19:00,51.05,36.84,45.53,25.24,78.83,124.58,0,12.61,0,109.78,40.16,0,229.46,43.78,0,148.3,0,0,0,3.23,21.94,0,0,0,0,42.97,59.5,20.8,402.11,0,182.59,0,5,30.33,0,45,98.41,10.55,0,97.23,2.3,0,20.46,0,0,0,0,41.33,7.15,27.68,0,8.68,0,67.71,1,47.24,80.77,20,31.28,0,396.56,5.7,0,0,0,0,95.79,79.01,0,0,51.01,0

77,19:00-19:15,51.05,36.84,45.53,25.24,78.83,124.58,0,12.61,0,109.78,40.16,0,229.46,43.78,0,148.3,0,0,0,3.23,21.94,0,0,0,0,42.97,59.5,20.8,430.24,0,182.59,0,5,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,20.46,0,0,0,0,41.33,7.15,27.68,0,8.68,0,67.71,1,47.5,80.77,20,31.28,0,396.56,5.7,0,0,0,0,95.79,79.01,0,0,51.01,0

78,19:15-19:30,51.05,36.84,45.53,25.24,78.83,124.58,0,12.61,0,109.78,40.16,0,229.46,43.78,0,148.3,0,0,0,3.23,21.94,0,0,0,0,42.97,59.5,20.8,430.24,0,182.59,0,5,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,20.46,0,0,0,0,41.33,7.15,27.68,0,8.68,0,67.71,1,47.5,80.77,20,31.28,0,396.56,5.7,0,0,0,0,95.79,79.01,0,0,51.01,0

79,19:30-19:45,51.05,36.84,45.53,25.24,78.83,124.58,0,12.61,0,109.78,40.16,0,229.46,43.78,0,148.3,0,0,0,3.23,21.94,0,0,0,0,42.97,59.5,20.8,442.13,0,182.59,0,5,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,20.46,0,0,0,0,41.33,7.15,27.68,0,8.68,0,67.71,1,47.89,80.77,20,31.28,0,396.56,5.7,0,0,0,0,95.79,79.01,0,0,51.01,0

80,19:45-20:00,51.05,36.84,45.53,25.24,78.83,124.58,0,12.61,0,109.78,40.16,0,229.46,43.78,0,148.3,0,0,0,3.23,21.94,0,0,0,0,42.97,59.5,20.8,454.01,0,182.59,0,5,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,20.46,0,0,0,0,41.33,7.15,27.68,0,8.68,0,67.71,1,47.89,80.77,20,31.28,0,396.56,5.7,0,0,0,0,95.79,79.01,0,0,51.01,0

81,20:00-20:15,51.05,36.84,45.53,25.24,78.83,124.58,0,12.61,0,109.78,40.16,0,229.46,43.78,0,148.3,0,0,0,3.23,21.94,0,0,0,0,42.97,59.5,20.8,465.89,0,182.59,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,20.46,0,0,0,0,41.33,7.15,27.68,0,8.68,0,67.71,1,47.89,80.77,20,31.28,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

82,20:15-20:30,51.05,36.84,45.53,25.24,78.83,124.58,0,12.61,0,109.78,40.16,0,229.46,43.78,0,148.3,0,0,0,3.23,21.94,0,0,0,0,42.97,59.5,20.8,477.77,0,182.59,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,20.46,0,0,0,0,41.33,7.15,27.68,0,8.68,0,67.71,1,47.89,80.77,20,31.28,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

83,20:30-20:45,48.81,35.03,33.38,25.24,13.81,124.58,0,6.3,0,109.78,38.1,0,229.46,43.78,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.15,58.69,20.8,509.65,0,180.89,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,13.04,0,0,0,0,41.33,6.98,27.68,0,8.63,0,67.71,1,47.89,80.77,20,21.08,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

84,20:45-21:00,48.81,35.03,33.38,25.24,12.28,124.58,0,6.3,0,109.78,38.1,0,229.46,43.78,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.15,58.69,20.8,521.54,0,180.89,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,13.04,0,0,0,0,41.33,6.98,27.68,0,8.63,0,67.71,1,47.89,80.77,20,20.85,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

85,21:00-21:15,48.81,35.03,33.38,25.24,15.35,124.58,0,6.3,0,109.78,38.1,0,229.46,43.78,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.15,58.69,20.8,533.42,0,180.89,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,13.04,0,0,0,0,41.33,6.98,27.68,0,8.63,0,67.71,1,48.55,80.77,20,20.85,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

86,21:15-21:30,51.05,36.84,33.38,25.24,78.83,124.58,0,12.61,0,109.78,40.16,0,229.46,43.78,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.97,59.5,20.8,545.29,0,182.59,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,20.46,0,0,0,0,54.1,7.15,27.68,0,8.68,0,67.71,1,48.55,80.77,20,23.17,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

87,21:30-21:45,51.05,36.84,33.38,25.24,78.83,124.58,0,12.61,0,109.78,40.16,0,229.46,43.78,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.97,59.5,20.8,569.05,0,182.59,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,20.46,0,0,0,0,54.1,7.15,27.68,0,8.68,0,67.71,1,48.55,80.77,20,23.17,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

88,21:45-22:00,51.05,36.84,33.38,25.24,78.83,124.58,0,12.61,0,109.78,40.16,0,229.46,43.78,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.97,59.5,20.8,592.82,0,182.59,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,20.46,0,0,0,0,54.1,7.15,27.68,0,8.68,0,67.71,1,48.55,80.77,20,23.17,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

89,22:00-22:15,51.05,36.84,33.38,25.24,78.83,124.58,0,12.61,0,109.78,40.16,0,229.46,43.78,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.97,59.5,20.8,616.58,0,182.59,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,20.46,0,0,0,0,54.1,7.15,27.68,0,8.68,0,67.71,1,48.81,80.77,20,23.17,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

90,22:15-22:30,51.05,36.84,33.38,25.24,78.83,124.58,0,12.61,0,109.78,40.16,0,229.46,43.78,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.97,59.5,20.8,645.67,0,182.59,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,20.46,0,0,0,0,54.1,7.15,27.68,0,8.68,0,67.71,1,48.81,80.77,20,23.17,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

91,22:30-22:45,48.81,35.03,33.38,25.24,78.25,124.58,0,6.3,0,109.78,38.1,0,229.46,43.78,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.15,58.69,20.8,645.67,0,180.89,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1,48.81,80.77,20,11.59,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

92,22:45-23:00,48.81,35.03,33.38,25.24,78.25,124.58,0,6.3,0,109.78,38.1,0,229.46,43.78,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.15,58.69,20.8,645.67,0,180.89,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1,48.81,80.77,20,10.43,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

93,23:00-23:15,48.81,35.03,33.38,25.24,78.25,124.58,0,6.3,0,109.78,38.1,0,229.46,43.78,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.15,58.69,20.8,645.67,0,180.89,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1,49.2,80.77,20,10.43,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

94,23:15-23:30,48.81,35.03,33.38,25.24,78.25,124.58,0,6.3,0,109.78,38.1,0,229.46,43.78,0,148.3,0,0,0,2.65,21.94,0,0,0,0,42.15,58.69,20.8,645.67,0,180.89,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1,49.2,80.77,20,10.43,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

95,23:30-23:45,48.81,35.03,33.38,25.24,78.25,124.58,0,6.3,0,109.78,38.1,0,229.46,43.78,0,148.3,0,0,0,3.23,21.94,0,0,0,0,42.15,58.69,20.8,645.67,0,180.89,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1,49.2,80.77,20,10.43,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

96,23:45-24:00,48.81,35.03,33.38,25.24,78.25,124.58,0,6.3,0,109.78,38.1,0,229.46,43.78,0,148.3,0,0,0,3.23,21.94,0,0,0,0,42.15,58.69,20.8,645.67,0,180.89,0,3.72,30.33,0,44.5,98.41,10.55,0,97.23,2.3,0,19.56,0,0,0,0,47.34,6.98,27.68,0,8.63,0,67.71,1,49.2,80.77,20,10.43,0,400.5,5.7,0,0,0,0,95.79,79.01,0,0,50.79,0

