Block,Time,CHAMERA2,DADRT2,DHAULIGNGA,KHSTPP-II,NLCEXP,SIMHST1,URI2,BRBCL,KISHANGANGA,KUDGI,RIHAND2,TALA,TALST2,TANAKPUR,VALLURNTECL,DADRI_LF,DADRI_RF,FSTPP I & II,JHAJJAR,KGSU3AND4,KOLDAM,MAPS,NLCTS2EXP,RSTPSU1TO6,UNCHAHAR1,KKNP,KKNPPU2,KOTESHWR,NNTPP,RAPPB,RAPPC,RIHAND1,RSTPSU7,SEWA2,SINGRAULI,UNCHAHAR3,ANTA_CRF,AURY_CRF,DADRI_CRF,CHAMERA1,CHAMERA3,KHSTPP-I,NJPC,NLCIIST2,PARBATI3,TANDA2,TEHRI,KGSU1AND2,UNCHAHAR4,ANTA_LF,AURY_LF,DULHASTI,RIHAND3,SASAN,SINGRAULI_HYDRO,UNCHAHAR2,URI,ANTA_GF,ANTA_RF,BSIUL,NAPP,NLCIIST1,NTPL,RAMPUR,SALAL,SIMHST2,TelanganaSTPP,AURY_GF,AURY_RF,DADRI_GF
8,01:45-02:00,26.34,683.14,0,148.3,0,0,32.28,20,0,0,118.76,0,0,0,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,33.12,0,44.21,0,20.61,0,0,0,55.77,0,0,0,70.81,0

9,02:00-02:15,26.34,683.14,0,148.3,0,0,32.28,20,0,0,118.76,0,0,0,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,33.12,0,44.21,0,20.61,0,0,0,55.77,0,0,0,70.81,0

10,02:15-02:30,26.34,683.14,0,148.3,0,0,32.28,20,0,0,118.76,0,0,0,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,19.35,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,33.12,0,44.42,0,20.61,0,0,0,55.77,0,0,0,70.81,0

11,02:30-02:45,26.34,683.14,0,148.3,0,0,32.28,20,0,0,118.76,0,0,0,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,19.35,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,33.12,0,44.21,0,20.61,0,0,0,55.77,0,0,0,70.81,0

12,02:45-03:00,26.34,683.14,0,148.3,0,0,32.28,20,0,0,118.76,0,0,0,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,19.35,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,33.12,0,44.21,0,20.61,0,0,0,55.77,0,0,0,70.81,0

13,03:00-03:15,26.34,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,0,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,19.35,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,33.12,0,44.42,0,20.61,0,0,0,55.2,0,0,0,70.81,0

14,03:15-03:30,26.34,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,0,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,19.35,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,33.12,0,44.42,0,20.61,0,0,0,55.2,0,0,0,70.81,0

15,03:30-03:45,26.34,683.14,0,148.3,0,0,20.18,20,0,0,118.76,0,0,0,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,19.35,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,33.12,0,44.42,0,20.61,0,0,0,55.2,0,0,0,70.81,0

16,03:45-04:00,26.34,683.14,0,148.3,0,0,20.18,20,0,0,118.76,0,0,0,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,33.12,0,44.52,0,20.61,0,0,0,55.2,0,0,0,70.81,0

17,04:00-04:15,2.66,683.14,0,148.3,0,0,20.18,20,0,0,118.76,0,0,0,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,37.53,0,44.52,0,20.61,0,0,0,55.2,0,0,0,70.81,0

18,04:15-04:30,0,683.14,0,148.3,0,0,20.18,20,0,0,118.76,0,0,0,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,37.53,0,44.52,0,20.61,0,0,0,55.2,0,0,0,70.81,0

19,04:30-04:45,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.76,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,12.1,0,0,0,0,0,62.16,418.77,0.73,42.39,37.53,0,44.52,0,20.61,0,0,0,55.2,0,0,0,70.81,0

20,04:45-05:00,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.76,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,12.1,0,0,0,0,0,62.16,418.77,0.73,42.39,37.53,0,44.52,0,20.61,0,0,0,55.2,0,0,0,70.81,0

21,05:00-05:15,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.76,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,24.19,0,0,0,0,0,62.16,418.77,0.73,42.39,34.23,0,44.52,0,20.61,0,0,0,55.2,0,0,0,70.81,0

22,05:15-05:30,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.76,0,0,59.74,20.8,434.65,0,0,0,0,0,17.34,0,0,8.87,0,0,25.64,92,0,16.53,139.69,22.7,0,0,0,42.5,0,45.53,0,0,3.57,0,36.29,0,0,0,0,0,62.16,418.77,0.73,36.62,34.23,0,44.52,0,20.61,0,0,0,55.2,0,0,0,70.81,0

23,05:30-05:45,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.76,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,18.94,0,3.57,0,36.29,0,0,0,0,0,62.16,418.77,0.73,42.39,34.23,0,44.73,0,20.61,0,0,0,55.2,0,0,0,70.81,0

24,05:45-06:00,0,682.78,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.76,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,18.94,0,3.57,0,36.29,0,0,0,0,16.48,62.16,418.77,0.73,42.39,34.23,0,44.73,0,20.61,0,0,0,55.2,0,0,0,70.81,0

25,06:00-06:15,4,682.78,0,148.3,0,0,24.21,20,0,0,118.76,0,0,3.07,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,41.67,0,7.12,0,36.29,0,0,0,0,16.48,62.16,418.77,0.73,42.39,35.33,0,44.73,0,20.61,0,0,0,55.2,0,0,0,70.81,0

26,06:15-06:30,7.99,682.78,7.92,148.3,0,0,24.21,20,0,0,118.76,0,0,3.07,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,17.75,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,58.05,0,33.1,0,48.38,0,0,0,0,32.96,62.16,418.77,0.73,42.39,35.33,0,44.73,0,20.61,0,0,0,55.2,0,0,0,70.81,0

27,06:30-06:45,39.51,682.79,15.85,148.3,0,0,24.21,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,39.05,0,0,25.64,92,0,16.93,139.69,26.4,0,0,0,42.66,29.06,45.53,83.33,0,33.1,0,48.38,0,0,0,0,49.43,62.16,418.77,0.73,42.39,37.53,0,44.73,0,20.61,0,0,0,55.2,0,0,0,70.81,0

28,06:45-07:00,39.51,682.79,27.41,148.3,0,0,24.21,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,39.05,0,0,25.64,92,0,16.93,139.69,26.4,0,0,0,42.66,29.06,45.53,113.64,0,33.1,0,49.9,0,0,0,0,49.43,62.16,418.77,0.73,42.39,37.53,0,44.73,0,20.61,0,0,0,55.2,0,0,0,70.81,0

29,07:00-07:15,39.51,682.79,36.55,148.3,0,0,24.21,20,0,0,118.76,0,0,5,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,39.05,0,0,25.64,92,0,16.93,139.69,26.4,0,0,0,42.66,29.06,45.53,113.64,0,33.1,0,49.9,0,0,0,0,49.43,62.16,418.77,0.73,42.39,37.53,0,44.73,0,20.61,0,0,0,40.09,0,0,0,70.81,0

30,07:15-07:30,39.51,682.79,36.55,148.3,0,0,24.21,20,0,0,118.76,0,0,5,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,39.05,0,0,25.64,92,0,16.93,139.69,26.4,0,0,0,42.66,29.06,45.53,113.64,0,33.1,0,49.9,0,0,0,0,49.43,62.16,418.77,0.73,42.39,37.53,0,44.73,0,20.61,0,0,0,40.09,0,0,0,70.81,0

31,07:30-07:45,39.51,682.79,27.41,148.3,0,0,24.21,20,0,0,118.76,0,0,5,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,39.05,0,0,25.64,92,0,16.93,139.69,26.4,0,0,0,42.66,29.06,45.53,113.64,0,33.1,0,49.9,0,0,0,0,49.43,62.16,418.77,0.73,42.39,35.33,0,44.73,0,20.61,0,0,0,40.09,0,0,0,70.81,0

32,07:45-08:00,39.51,682.79,27.41,148.3,0,0,24.21,20,0,0,118.76,0,0,5,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,39.05,0,0,25.64,92,0,16.93,139.69,26.4,0,0,0,42.66,29.06,45.53,113.64,0,6.37,0,48.63,0,0,0,0,49.43,62.16,418.77,0.73,42.39,35.33,0,44.73,0,20.61,0,0,0,40.09,0,0,0,70.81,0

33,08:00-08:15,39.51,682.79,15.85,148.3,0,0,24.21,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,17.75,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,113.64,0,3.57,0,48.63,0,0,0,0,32.96,62.16,418.77,0.73,42.39,35.33,0,44.52,0,20.61,0,0,0,40.09,0,0,0,70.81,0

34,08:15-08:30,39.51,683.14,7.92,148.3,0,0,24.21,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,113.64,0,0,0,48.63,0,0,0,0,16.48,62.16,418.77,0.73,42.39,35.33,0,44.42,0,20.61,0,0,0,40.09,0,0,0,70.81,0

35,08:30-08:45,26.34,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,83.43,0,0,0,48.63,0,0,0,0,0,62.16,418.77,0.73,42.39,37.53,0,44.42,0,20.61,0,0,0,40.09,0,0,0,70.81,0

36,08:45-09:00,26.34,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,58.05,0,0,0,36.29,0,0,0,0,0,62.16,418.77,0.73,42.39,37.53,0,44.42,0,20.61,0,0,0,40.09,0,0,0,70.81,0

37,09:00-09:15,26.34,682.79,0,148.3,0,0,24.21,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,41.67,0,0,0,36.29,0,0,0,0,0,62.16,418.77,0.73,42.39,37.53,0,44.21,0,20.61,0,0,0,40.09,0,0,0,70.81,0

38,09:15-09:30,26.34,682.79,0,148.3,0,0,24.21,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,20.26,0,0,0,36.29,0,0,0,0,0,62.16,418.77,0.73,42.39,37.53,0,43.99,0,20.61,0,0,0,40.09,0,0,0,70.81,0

39,09:30-09:45,13.17,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,18.94,0,0,0,36.29,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,43.57,0,20.61,0,0,0,40.09,0,0,0,70.81,0

40,09:45-10:00,13.17,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,18.94,0,0,0,36.29,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,43.57,0,20.61,0,0,0,40.09,0,0,0,70.81,0

41,10:00-10:15,20,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,0,0,0,0,36.29,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,43.47,0,20.61,0,0,0,40.09,0,0,0,70.81,0

42,10:15-10:30,20,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,4.35,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,0,0,0,0,25.33,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,43.26,0,20.61,0,0,0,40.09,0,0,0,70.81,0

43,10:30-10:45,20,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,0,0,0,0,24.38,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,43.05,0,20.61,0,0,0,40.09,0,0,0,70.81,0

44,10:45-11:00,20,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,9.68,45.53,0,0,0,0,24.19,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,42.84,0,20.61,0,0,0,40.09,0,0,0,70.81,0

45,11:00-11:15,4,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,24.19,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,42.73,0,20.61,0,0,0,40.09,0,0,0,70.81,0

46,11:15-11:30,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,24.19,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,42.52,0,20.61,0,0,0,40.09,0,0,0,70.81,0

47,11:30-11:45,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,24.19,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,42.52,0,20.61,0,0,0,40.09,0,0,0,70.81,0

48,11:45-12:00,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,24.19,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,42.32,0,20.61,0,0,0,40.09,0,0,0,70.81,0

49,12:00-12:15,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,12.66,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,42.32,0,20.61,0,0,0,40.09,0,0,0,70.81,0

50,12:15-12:30,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,12.66,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,42,0,20.61,0,0,0,40.09,0,0,0,70.81,0

51,12:30-12:45,0,683.14,0,148.3,0,0,32.28,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,28.71,0,41.9,0,20.61,0,0,0,40.09,0,0,0,70.81,0

52,12:45-13:00,0,683.14,0,148.3,0,0,32.28,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,28.71,0,41.9,0,20.61,0,0,0,40.09,0,0,0,70.81,0

53,13:00-13:15,0,683.14,0,148.3,0,0,32.28,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,28.71,0,41.9,0,20.61,0,0,0,40.09,0,0,0,70.81,0

54,13:15-13:30,0,683.14,0,148.3,0,0,32.28,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,28.71,0,41.68,0,20.61,0,0,0,40.09,0,0,0,70.81,0

55,13:30-13:45,0,683.14,0,148.3,0,0,32.28,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.68,0,20.61,0,0,0,40.09,0,0,0,70.81,0

56,13:45-14:00,0,683.14,0,148.3,0,0,32.28,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,0,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.48,0,20.61,0,0,0,40.09,0,0,0,70.81,0

57,14:00-14:15,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,12.41,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.48,6.52,20.61,0,0,0,40.09,0,0,0,70.81,0

58,14:15-14:30,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,12.41,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.48,6.52,20.61,0,0,0,40.09,0,0,0,70.81,0

59,14:30-14:45,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,24.83,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.48,6.52,20.61,0,0,0,40.09,0,0,0,70.81,0

60,14:45-15:00,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,24.83,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.48,13.04,20.61,0,0,0,40.09,0,0,0,70.81,0

61,15:00-15:15,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,24.83,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.48,13.04,20.61,0,0,0,40.09,0,0,0,70.81,0

62,15:15-15:30,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,24.83,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.48,13.04,20.61,0,0,0,40.09,0,0,0,70.81,0

63,15:30-15:45,0,683.14,0,148.3,0,0,24.21,20,0,0,118.76,0,0,5.64,0,0,59.74,20.8,434.65,0,0,0,0,0,20.55,0,0,8.87,0,0,25.64,92,0,16.53,139.69,26.4,0,0,0,42.5,0,45.53,0,0,0,0,24.83,0,0,0,0,0,62.16,418.77,0.73,42.39,35.33,0,41.48,13.04,20.61,0,0,0,40.09,0,0,0,70.81,0

