Block,Time,KOTESHWR,MAPS,NLCIIST1,RIHAND1,RIHAND3,TANAKPUR,TANDA2,ANTA_LF,AURY_CRF,DADRI_GF,DADRT2,DHAULIGNGA,KISHANGANGA,NLCEXP,RSTPSU1TO6,SASAN,SINGRAULI,TALST2,UNCHAHAR2,VALLURNTECL,ANTA_CRF,AURY_LF,BRBCL,JHAJJAR,RAMPUR,SIMHST1,SIMHST2,TEHRI,UNCHAHAR3,URI2,ANTA_GF,KKNPPU2,NNTPP,RAPPB,RIHAND2,ANTA_RF,AURY_GF,CHAMERA1,KGSU1AND2,KUDGI,NAPP,RAPPC,SALAL,SEWA2,TALA,TelanganaSTPP,URI,DADRI_CRF,DULHASTI,KOLDAM,NJPC,RSTPSU7,AURY_RF,BSIUL,FSTPP I & II,KGSU3AND4,PARBATI3,UNCHAHAR1,DADRI_LF,CHAMERA2,CHAMERA3,KHSTPP-I,KHSTPP-II,KKNP,NLCIIST2,NLCTS2EXP,NTPL,SINGRAULI_HYDRO,UNCHAHAR4,DADRI_RF
6,01:15-01:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,79.38,0,0,0,2.21,0,32.96,0,23.39,0,69.5,6.52,20.8,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

7,01:30-01:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,79.38,0,0,0,2.21,0,32.96,0,23.39,0,69.5,6.52,20.8,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

8,01:45-02:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,79.38,0,0,0,2.21,0,32.96,0,23.39,0,69.5,6.52,20.8,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

9,02:00-02:15,8.87,0,0,92,60.02,12.81,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,79.38,0,0,0,2.21,0,32.96,0,23.39,0,69.5,0,20.8,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

10,02:15-02:30,8.87,0,0,92,60.02,12.81,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,26.73,0,0,0,2.21,0,32.96,0,23.39,0,69.5,0,20.8,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

11,02:30-02:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,23.39,0,69.5,0,20.8,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

12,02:45-03:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,23.39,0,69.5,0,20.8,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

13,03:00-03:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,23.39,0,69.5,0,19.26,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

14,03:15-03:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,23.39,0,69.5,0,19.26,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

15,03:30-03:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,23.39,0,69.5,0,19.26,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

16,03:45-04:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,23.39,0,69.5,0,19.26,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

17,04:00-04:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,3.31,0,32.96,0,23.39,0,69.5,0,19.26,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

18,04:15-04:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,38.64,0,32.96,0,42.62,0,69.5,0,19.26,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

19,04:30-04:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,38.64,0,32.96,0,42.62,0,69.5,0,20.8,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

20,04:45-05:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,3.31,0,32.96,0,42.62,0,69.5,0,20.8,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

21,05:00-05:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,42.62,0,69.5,0,20.8,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

22,05:15-05:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,42.62,0,69.5,1.1,20.8,0,0,20.84,21.92,2,0,45.53,148.3,0,0,0,0,0,0,66.85

23,05:30-05:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,18.23,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,70.17,0,69.5,6.52,20.8,0,0,20.84,21.92,4,9.68,42.49,148.3,0,0,0,0,0,0,66.85

24,05:45-06:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,27.48,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,42.74,0,11.85,0,0,41.55,51.78,12.78,0,0,0,2.21,0,49.43,0,88.93,0,69.5,6.52,20.8,0,2.55,20.84,21.92,9.99,19.36,42.49,148.3,0,0,0,0,0,0,66.85

25,06:00-06:15,19.72,0,0,92,60.02,12.81,0,0,0,0,341.57,37.65,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,31.13,26.39,4.57,0,0,0,0,118.76,41.68,0,14.05,0,0,41.55,51.78,12.78,0,0,0,2.21,0,49.93,0,116.95,0,69.5,19.56,20.8,0,5.09,20.84,21.92,40.79,30.56,42.49,148.3,0,0,0,0,0,0,66.85

26,06:15-06:30,19.72,0,0,92,60.02,12.81,0,0,0,0,341.57,37.65,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,31.13,26.39,4.57,0,0,0,0,118.76,41.68,0,14.05,0,0,41.55,51.78,12.78,0,0,0,2.21,0,49.93,0,116.95,0,69.5,19.56,20.8,0,33.1,20.84,21.92,40.79,30.56,42.49,148.3,0,0,0,0,0,0,66.85

27,06:30-06:45,19.72,0,0,92,60.02,8.96,0,0,0,0,341.57,37.65,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,31.13,26.39,4.57,0,0,0,0,118.76,41.68,0,14.05,0,0,41.55,51.78,12.78,0,0,0,2.21,0,49.93,0,116.95,0,69.5,19.56,20.8,0,33.1,20.84,21.92,40.79,30.56,42.49,148.3,0,0,0,0,0,0,66.85

28,06:45-07:00,19.72,0,0,92,60.02,8.96,0,0,0,0,341.57,37.65,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,30.68,26.39,4.57,0,0,0,0,118.76,41.68,0,14.05,0,0,41.55,51.78,12.78,0,0,0,2.21,0,49.93,0,116.95,0,69.5,19.56,20.8,0,33.1,20.84,21.92,40.79,30.56,42.49,148.3,0,0,0,0,0,0,66.85

29,07:00-07:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,27.48,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,14.93,26.39,4.57,0,0,0,0,118.76,41.68,0,11.85,0,0,41.55,51.78,12.78,0,0,0,2.21,0,49.43,0,116.95,0,69.5,6.52,20.8,0,33.1,20.84,21.92,12,19.36,42.49,148.3,0,0,0,0,0,0,66.85

30,07:15-07:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,18.23,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,49.43,0,94.04,0,69.5,6.52,20.8,0,33.1,20.84,21.92,12,9.68,42.49,148.3,0,0,0,0,0,0,66.85

31,07:30-07:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,12.78,0,0,0,3.31,0,49.43,0,70.17,0,69.5,6.52,20.8,0,33.1,20.84,21.92,12,9.68,42.49,148.3,0,0,0,0,0,0,66.85

32,07:45-08:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,12.78,0,0,0,40.85,0,49.43,0,40.72,0,69.5,6.52,20.8,0,5.09,20.84,21.92,12,9.68,42.49,148.3,0,0,0,0,0,0,66.85

33,08:00-08:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,18.83,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,26.73,0,0,0,40.85,0,32.96,0,40.72,0,69.5,6.52,20.8,0,2.55,20.84,21.92,12,9.68,42.49,148.3,0,0,0,0,0,0,66.85

34,08:15-08:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,18.83,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,79.38,0,0,0,4.97,0,32.96,0,40.72,0,69.5,6.49,20.8,0,0,20.84,21.92,2.4,9.68,42.49,148.3,0,0,0,0,0,0,66.85

35,08:30-08:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,18.83,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,79.38,0,0,0,3.31,0,32.96,0,40.72,0,69.5,6.49,20.8,0,0,20.84,21.92,2.4,9.68,42.49,148.3,0,0,0,0,0,0,66.85

36,08:45-09:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,18.83,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,79.38,0,0,0,3.31,0,32.96,0,40.72,0,69.5,6.49,20.8,0,0,20.84,21.92,2.4,9.68,42.49,148.3,0,0,0,0,0,0,66.85

37,09:00-09:15,8.87,0,0,92,60.02,12.81,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,18.83,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,79.38,0,0,0,3.31,0,32.96,0,40.72,0,69.5,6.49,20.8,0,0,20.84,21.92,2.4,9.68,30.35,148.3,0,0,0,0,0,0,66.85

38,09:15-09:30,8.87,0,0,92,60.02,12.81,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,18.83,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,26.73,0,0,0,3.31,0,32.96,0,40.72,0,69.5,6.49,20.8,0,0,20.84,21.92,2.4,9.68,30.35,148.3,0,0,0,0,0,0,66.85

39,09:30-09:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,12.78,0,0,0,3.31,0,32.96,0,40.72,0,69.5,0,20.8,0,0,20.84,21.92,9.99,0,30.35,148.3,0,0,0,0,0,0,66.85

40,09:45-10:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.68,0,0,0,0,41.55,51.78,12.78,0,0,0,3.31,0,32.96,0,40.72,0,69.5,0,20.8,0,0,20.84,21.92,9.99,0,30.35,148.3,0,0,0,0,0,0,66.85

41,10:00-10:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.48,0,0,0,0,41.55,51.78,12.78,0,0,0,3.31,0,32.96,0,40.72,0,69.5,0,20.8,0,0,20.84,21.92,2.4,0,30.35,148.3,0,0,0,0,0,0,66.85

42,10:15-10:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,654.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.48,0,0,0,0,41.55,51.78,12.78,0,0,0,3.31,0,32.96,0,40.72,0,69.29,0,20.8,0,0,20.84,21.92,2.4,0,30.35,148.3,0,0,0,0,0,0,66.85

43,10:30-10:45,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,534.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.48,0,0,0,0,41.55,51.78,12.78,0,0,0,3.31,0,32.96,0,40.72,0,69.29,0,20.8,0,0,20.84,21.92,2.4,0,30.35,148.3,0,0,0,0,0,0,66.85

44,10:45-11:00,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,534.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.48,0,0,0,0,41.55,51.78,12.78,0,0,0,4.97,0,32.96,0,40.72,0,69.29,0,20.8,0,0,20.84,21.92,2.4,0,30.35,148.3,0,0,0,0,0,0,66.85

45,11:00-11:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,534.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.48,0,0,0,0,41.55,51.78,12.78,0,0,0,2.43,0,32.96,0,23.39,0,69.29,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,66.85

46,11:15-11:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,534.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.48,0,0,0,0,41.55,51.78,12.78,0,0,0,2.43,0,32.96,0,23.39,0,69.29,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,66.85

47,11:30-11:45,8.87,0,0,92,60.02,12.81,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,534.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.48,0,0,0,0,41.55,51.78,12.78,0,0,0,40.85,0,32.96,0,23.39,0,69.29,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,66.85

48,11:45-12:00,8.87,0,0,92,60.02,12.81,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,534.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.48,0,0,0,0,41.55,51.78,12.78,0,0,0,40.85,0,32.96,0,23.39,0,69.29,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,66.85

49,12:00-12:15,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,534.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,0,0,0,4.41,0,32.96,0,23.39,0,69.29,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,65.76

50,12:15-12:30,8.87,0,0,92,60.02,7.68,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,534.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,32.96,0,23.39,0,69.29,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,65.76

51,12:30-12:45,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,534.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,16.48,0,23.39,0,69.29,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,65.76

52,12:45-13:00,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,534.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,16.48,0,23.39,0,69.29,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,65.76

53,13:00-13:15,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,554.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,16.48,0,23.39,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,65.76

54,13:15-13:30,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,554.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,16.48,0,23.39,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,65.76

55,13:30-13:45,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,554.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,16.48,0,23.39,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,65.76

56,13:45-14:00,8.87,0,0,92,60.02,12.81,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,554.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,16.48,0,23.39,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,65.76

57,14:00-14:15,8.87,0,0,92,60.02,12.81,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,554.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,16.48,0,23.39,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,65.76

58,14:15-14:30,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,554.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,16.48,0,23.39,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,30.35,98.87,0,0,0,0,0,0,65.76

59,14:30-14:45,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,604.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,16.48,0,23.39,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,33.38,98.87,0,0,0,0,0,0,65.76

60,14:45-15:00,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,1.32,0,0,0,405,139.68,0,42.4,0,0,0,15,604.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,12.78,0,0,0,2.21,0,16.48,0,23.39,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,33.38,98.87,0,0,0,0,0,0,65.76

61,15:00-15:15,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,604.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,25.57,0,0,0,2.21,0,16.48,0,23.39,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,33.38,98.87,0,0,0,0,0,0,65.76

62,15:15-15:30,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,604.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,25.57,0,0,0,2.21,0,16.48,0,23.39,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,33.38,98.87,0,0,0,0,0,0,65.76

63,15:30-15:45,8.87,0,0,92,60.02,8.96,0,0,0,0,341.57,9.11,0,0,0,405,139.68,0,42.4,0,0,0,15,604.31,0,0,0,0,26.39,4.57,0,0,0,0,118.76,41.16,0,0,0,0,41.55,51.78,25.57,0,0,0,2.21,0,16.48,0,23.39,0,68.96,0,20.8,0,0,20.84,21.92,2.4,0,33.38,98.87,0,0,0,0,0,0,65.76

