Block,Time,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01032024/15032024/HP-62,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01102023/02012046/L_NR_2021_17,NR/01032024/31032024/NVVN/OA/16997,NR/01032024/22032024/HP-59,NR/01102023/19072037/LT-05,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/30042040/GNA_LT_36,NR/01032024/22032024/HP-56,NR/30092023/26122029/SH-06,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/01102023/L_NR_2020_06,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/30042040/GNA_LT_35,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/05012040/L_NR_2020_02,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01012024/31032024/ ChanjuII,NR/01102023/22052037/LT-59,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,NR/01102023/23072042/L_NR_2012_04,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/01102023/06022042/L_NR_2012_02
61,15:00-15:15,92.52,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,22.5,0,7.34,46,32.720000,7.21,0.000000,7.5,10.67,0,16.210000,0.000000,25.980000,32.05,96.27,20.220000,25.980000,24.07,7.5,28.88,15.810000,43.6,32.05,10.67,47.5,196,1.430000,84,1.030000,51.020000,15.810000,3.220000,0.770000,115.361005,91,211.790000,144.405000,139.790000

62,15:15-15:30,90.82,237.5,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,22.5,0,7,42,32.720000,7.21,0.000000,7.5,10.67,0,15.290000,0.000000,25.980000,32.05,96.27,20.220000,25.980000,24.07,7.5,28.88,14.920000,41.5,32.05,10.67,47.5,186,1.430000,79,1.030000,51.020000,14.920000,3.220000,0.770000,107.342661,85,211.790000,144.405000,150.380000

63,15:30-15:45,84.66,225.45,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,22.5,0,7,38,32.720000,7.21,0.000000,7.5,10.67,0,14.270000,0.000000,25.980000,32.05,96.27,20.220000,25.980000,24.07,7.5,28.88,13.910000,39.3,32.05,10.67,45.09,172,1.430000,73,1.030000,51.020000,13.910000,3.220000,0.770000,98.604223,77,211.790000,144.405000,177.040000

64,15:45-16:00,78.5,209.57,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,22.5,0,7,35,32.720000,7.21,0.000000,7.5,10.67,0,13.240000,0.000000,25.980000,32.05,96.27,20.220000,25.980000,24.07,7.5,28.88,12.910000,36.2,32.05,10.67,41.91,158,1.430000,67,1.030000,51.020000,12.910000,3.220000,0.770000,87.705503,70,211.790000,144.405000,177.040000

65,16:00-16:15,70.93,194.06,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,18.5,0,7,31,32.720000,9.46,0.000000,6.17,10.67,14.83,12.280000,0.000000,25.980000,32.05,96.27,21.180000,25.980000,0,6.16,0,11.980000,33.4,32.05,10.67,38.81,144,1.430000,61,1.070000,51.020000,11.980000,3.220000,0.850000,77.06952,63,211.790000,144.405000,185.180000

66,16:15-16:30,62.59,177.09,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,18.5,0,7,27,48.950000,9.56,0.000000,6.17,11.33,14.83,10.700000,0.000000,25.980000,32.05,96.27,21.180000,25.980000,0,6.16,0,10.430000,30,32.05,11.33,35.42,126,1.430000,54,1.070000,51.020000,10.430000,3.220000,0.850000,66.307034,54,211.790000,144.405000,189.330000

67,16:30-16:45,53.73,159.27,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,33.020000,18.5,0,7,23,51.660000,9.72,0.000000,6.17,11.33,14.83,9.290000,0.000000,30.810000,32.05,96.27,22.140000,25.020000,0,6.16,0,9.060000,26.3,32.05,11.33,31.85,109,1.430000,46,1.070000,51.020000,9.060000,3.220000,0.850000,57.4129,45,211.790000,144.405000,236.950000

68,16:45-17:00,44.65,139.74,48.14,0.000000,32.05,96.27,0,48.140000,0.000000,47.170000,18.5,0,6.66,18,51.660000,9.92,0.000000,6.17,11.67,14.83,7.780000,0.000000,30.810000,32.05,96.27,23.100000,25.020000,0,6.16,0,7.590000,22.5,32.05,11.67,27.95,88,1.430000,37,1.070000,51.020000,7.590000,3.220000,0.850000,45.988706,37,211.790000,144.405000,260.510000

69,17:00-17:15,34.8,118.19,48.14,0.000000,20,96.27,0,48.140000,0.000000,57.740000,18.5,0,6.66,14,75.900000,10.14,0.000000,6.17,12.33,0,6.170000,0.000000,30.810000,28.38,96.27,23.100000,25.020000,0,6.16,0,6.020000,17.5,31.01,12.33,23.64,70,1.390000,30,1.030000,51.020000,6.020000,3.310000,0.850000,33.980652,28,211.790000,144.405000,260.510000

70,17:15-17:30,26.82,93.88,48.14,0.000000,7,96.27,0,48.140000,0.000000,57.740000,18.5,0,6.66,9,75.900000,10.35,0.000000,6.17,13,0,4.530000,0.000000,30.810000,10.98,96.27,24.070000,25.020000,0,6.16,0,4.420000,12,13.66,13,18.77,53,1.390000,22,1.030000,51.020000,4.420000,3.310000,0.850000,22.974891,19,211.790000,144.405000,260.510000

71,17:30-17:45,21.74,71.15,48.14,0.000000,1,96.27,0,48.140000,0.000000,57.740000,18.5,0,6.66,5,86.840000,10.44,0.000000,6.17,13.33,0,3.230000,0.000000,26.470000,8.54,96.27,24.070000,26.470000,0,6.16,0,3.150000,8,7,13.33,14.23,35,1.390000,15,1.030000,81.830000,3.150000,3.310000,0.850000,13.934792,11,211.790000,144.405000,260.510000

72,17:45-18:00,16.74,49.58,48.14,0.000000,0,96.27,0,48.140000,0.000000,57.740000,18.5,0,6.66,3,86.840000,10.36,0.000000,6.17,13.33,0,2.070000,0.000000,26.470000,3.42,96.27,24.070000,26.470000,0,6.16,0,2.020000,4,1,13.33,9.91,18,1.390000,7,1.030000,99.750000,2.020000,3.310000,0.850000,7.68749,7,211.790000,144.405000,260.510000

73,18:00-18:15,11.82,29.38,96.27,0.000000,0,96.27,0,48.140000,0.000000,47.170000,20.5,0,6.66,1,86.840000,10.12,0.000000,6.83,13.33,0,1.110000,0.000000,24.280000,0,96.27,24.070000,24.280000,0,6.84,0,1.080000,3,0,13.33,5.88,7,1.390000,3,1.030000,99.750000,1.080000,3.310000,0.900000,3.240423,3,211.790000,144.405000,260.510000

74,18:15-18:30,5.08,12.74,96.27,0.000000,0,96.27,0,48.140000,0.000000,33.020000,20.5,0,6.66,0,67.900000,9.64,0.000000,6.83,13.33,0,0.420000,0.000000,24.280000,0,96.27,25.030000,24.280000,0,6.84,0,0.410000,2,0,13.33,2.55,1,1.390000,1,1.030000,99.750000,0.410000,3.310000,0.900000,0.817404,0,211.790000,144.405000,260.510000

75,18:30-18:45,2.5,2.86,96.27,0.000000,0,96.27,0,48.140000,0.000000,47.170000,20.5,0,6.66,0,67.900000,9.11,0.000000,6.83,13.33,0,0.000000,0.000000,24.280000,0,96.27,25.030000,24.280000,0,6.84,0,0.000000,1,0,13.33,0.57,1,1.390000,0,1.030000,99.750000,0.000000,3.310000,0.900000,0,0,211.790000,144.405000,233.850000

76,18:45-19:00,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,57.740000,20.5,0,6.66,0,86.840000,8.74,0.000000,6.83,13.33,0,0.000000,0.000000,24.280000,0,96.27,25.990000,24.280000,0,6.84,0,0.000000,0,0,13.33,0,0,1.390000,0,1.030000,99.750000,0.000000,3.310000,0.900000,0,0,211.790000,144.405000,260.510000

77,19:00-19:15,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,57.740000,20.5,0,6.66,0,86.840000,8.31,0.000000,6.83,13.33,0,0.000000,0.000000,24.280000,0,96.27,25.990000,24.280000,0,6.84,0,0.000000,0,0,13.33,0,0,1.340000,0,0.990000,99.750000,0.000000,3.220000,0.900000,0,0,211.790000,144.405000,260.510000

78,19:15-19:30,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,57.740000,20.5,0,6.66,0,86.840000,7.95,0.000000,6.83,14.33,0,0.000000,0.000000,17.380000,0,96.27,25.990000,17.380000,0,6.84,0,0.000000,0,0,14.33,0,0,1.340000,0,0.990000,99.750000,0.000000,3.220000,0.900000,0,0,211.790000,144.405000,260.510000

79,19:30-19:45,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,57.740000,20.5,0,6.66,0,86.840000,7.41,0.000000,6.83,14.33,0,0.000000,0.000000,17.380000,0,96.27,25.030000,24.280000,0,6.84,0,0.000000,0,0,14.33,0,0,1.340000,0,0.990000,99.750000,0.000000,3.220000,0.900000,0,0,211.790000,144.405000,260.510000

80,19:45-20:00,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,57.740000,20.5,0,6.66,0,86.840000,7.01,0.000000,6.83,14.33,0,0.000000,0.000000,17.380000,0,96.27,25.030000,24.280000,0,6.84,0,0.000000,0,0,14.33,0,0,1.340000,0,0.990000,99.750000,0.000000,3.220000,0.900000,0,0,211.790000,144.405000,260.510000

81,20:00-20:15,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,47.170000,20.5,0,6.66,0,67.900000,7.01,0.000000,6.83,14.33,0,0.000000,0.000000,24.280000,0,96.27,25.030000,24.280000,0,6.84,0,0.000000,0,0,14.33,0,0,1.340000,0,0.990000,99.750000,0.000000,3.220000,0.900000,0,0,211.790000,144.405000,233.850000

82,20:15-20:30,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,33.020000,20.5,0,6.66,0,67.900000,7.01,0.000000,6.83,14.33,0,0.000000,0.000000,24.280000,0,96.27,25.030000,24.280000,0,6.84,0,0.000000,0,0,14.33,0,0,1.340000,0,0.990000,99.750000,0.000000,3.220000,0.900000,0,0,211.790000,144.405000,204.970000

83,20:30-20:45,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,33.020000,20.5,0,6.66,0,67.900000,7.01,0.000000,6.83,14.33,0,0.000000,0.000000,24.280000,0,96.27,25.030000,24.280000,0,6.84,0,0.000000,0,0,14.33,0,0,1.340000,0,0.990000,99.750000,0.000000,3.220000,0.900000,0,0,211.790000,144.405000,260.510000

84,20:45-21:00,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,47.170000,20.5,0,6.66,0,86.840000,7.01,0.000000,6.83,14.33,0,0.000000,0.000000,24.280000,0,96.27,25.030000,24.280000,0,6.84,0,0.000000,0,0,14.33,0,0,1.340000,0,0.990000,99.750000,0.000000,3.220000,0.900000,0,0,211.790000,144.405000,260.510000

85,21:00-21:15,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,47.170000,21,0,8.34,0,86.840000,7.01,0.000000,7,14.33,0,0.000000,0.000000,26.470000,0,96.27,25.030000,26.470000,0,7,0,0.000000,0,0,14.33,0,0,1.340000,0,0.950000,99.750000,0.000000,3.220000,0.850000,0,0,211.790000,144.405000,260.510000

86,21:15-21:30,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,47.170000,21,0,8.34,0,86.840000,7.01,0.000000,7,14.33,0,0.000000,0.000000,26.470000,0,96.27,25.030000,26.470000,0,7,0,0.000000,0,0,14.33,0,0,1.340000,0,0.950000,99.750000,0.000000,3.220000,0.850000,0,0,211.790000,144.405000,260.510000

87,21:30-21:45,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,33.020000,21.5,0,10,0,86.840000,7.01,0.000000,7.17,20,0,0.000000,0.000000,26.470000,0,96.27,25.030000,26.470000,0,7.16,0,0.000000,0,0,20,0,0,1.340000,0,0.950000,99.750000,0.000000,3.220000,0.850000,0,0,211.790000,144.405000,260.510000

88,21:45-22:00,0,0,96.27,0.000000,0,96.27,0,48.140000,0.000000,33.020000,21.5,0,10,0,86.840000,7.01,0.000000,7.17,20.33,0,0.000000,0.000000,26.470000,0,96.27,25.030000,26.470000,0,7.16,0,0.000000,0,0,20.33,0,0,1.340000,0,0.950000,99.750000,0.000000,3.220000,0.850000,0,0,211.790000,144.405000,260.510000

89,22:00-22:15,0,0,96.27,98.210000,0,96.27,0,48.140000,32.760000,33.020000,27.5,0,10,0,86.840000,7.01,0.000000,9.17,20.67,0,0.000000,76.530000,26.470000,0,96.27,25.030000,26.470000,0,9.16,0,0.000000,0,0,20.67,0,0,1.300000,0,0.950000,99.750000,0.000000,3.220000,0.850000,0,0,211.790000,144.405000,260.510000

90,22:15-22:30,0,0,96.27,98.210000,0,96.27,0,48.140000,32.760000,33.020000,27.5,0,10,0,67.900000,7.01,0.000000,9.17,21,0,0.000000,76.530000,26.470000,0,96.27,25.030000,26.470000,0,9.16,0,0.000000,0,0,21,0,0,1.300000,0,0.950000,99.750000,0.000000,3.220000,0.850000,0,0,211.790000,144.405000,233.850000

91,22:30-22:45,0,0,96.27,98.210000,0,96.27,0,48.140000,32.760000,33.020000,28,0,13.34,0,67.900000,7.01,0.000000,9.33,27.67,0,0.000000,76.530000,26.470000,0,96.27,25.030000,26.470000,0,9.34,0,0.000000,0,0,27.67,0,0,1.300000,0,0.950000,99.750000,0.000000,3.220000,0.850000,0,0,211.790000,144.405000,233.850000

92,22:45-23:00,0,0,96.27,98.210000,0,96.27,0,48.140000,32.760000,33.020000,28.5,0,13.34,0,67.900000,7.01,0.000000,9.5,27,0,0.000000,76.530000,26.470000,0,96.27,25.030000,26.470000,0,9.5,0,0.000000,0,0,27,0,0,1.300000,0,0.950000,99.750000,0.000000,3.220000,0.850000,0,0,211.790000,144.405000,233.850000

93,23:00-23:15,0,0,96.27,98.210000,0,96.27,0,48.140000,32.760000,35.100000,37.77,0,13,0,67.900000,7.01,0.000000,12.59,26.33,0,0.000000,76.530000,26.470000,0,96.27,25.990000,26.470000,0,12.59,0,0.000000,0,0,26.33,0,0,1.300000,0,0.950000,99.750000,0.000000,3.220000,0.770000,0,0,211.790000,144.405000,233.850000

94,23:15-23:30,0,0,96.27,98.210000,0,96.27,0,48.140000,32.760000,47.170000,36.77,0,12.66,0,86.840000,7.01,0.000000,12.26,25.33,0,0.000000,76.530000,26.470000,0,96.27,25.990000,26.470000,0,12.25,0,0.000000,0,0,25.33,0,0,1.300000,0,0.950000,99.750000,0.000000,3.220000,0.770000,0,0,211.790000,144.405000,260.510000

95,23:30-23:45,0,0,96.27,98.210000,0,96.27,0,48.140000,32.760000,47.170000,35.83,0,12.66,0,63.130000,7.01,0.000000,11.94,25.33,0,0.000000,76.530000,26.470000,0,96.27,25.990000,26.470000,0,11.94,0,0.000000,0,0,25.33,0,0,1.300000,0,0.950000,99.750000,0.000000,3.220000,0.770000,0,0,211.790000,144.405000,260.510000

96,23:45-24:00,0,0,96.27,98.210000,0,96.27,0,48.140000,32.760000,47.170000,35.06,0,12.66,0,63.130000,7.01,0.000000,11.69,25,0,0.000000,76.530000,26.470000,0,96.27,25.990000,26.470000,0,11.68,0,0.000000,0,0,25,0,0,1.300000,0,0.950000,99.750000,0.000000,3.220000,0.770000,0,0,211.790000,144.405000,229.480000

