Block,Time Block,BRBCL,CHAMERA1,BSIUL,KISHANGANGA,KKNP,KKNPPU2,CHAMERA3,CHAMERA2,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,MAPS,NLCEXP,NJPC,NLCIIST1,NAPP,RIHAND3,RAPPB,RIHAND1,RIHAND2,RAPPC,RSTPSU1TO6,TALA,TANAKPUR,SINGRAULI_HYDRO,TALST2,PARBATI3,NLCIIST2,NLCTS2EXP,NTPL,NNTPP,RAMPUR,SASAN,SEWA2,SINGRAULI,SIMHST2,SALAL,SIMHST1,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,JHAJJAR,KUDGI,KOLDAM,KOTESHWR,RSTPSU7,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_RF,AURY_LF,DADRI_GF,AURY_GF,URI2,ANTA_GF,UNCHAHAR3,AURY_CRF,ANTA_CRF,UNCHAHAR2,ANTA_RF,URI,UNCHAHAR1,VALLURNTECL,ANTA_LF,UNCHAHAR4,TelanganaSTPP,TANDA2,TEHRI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,11.96,0,0,0,0,0,20.68,27.42,366,38.9,20.13,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,10.34,10.61,0,0,0,0,0,0,0,2.66,405.24,0,103.27,0,76.82,0,43.47,0,0,95.68,153.79,0,3.88,18.7,0,0,0,0,0,0,0,0,25.74,0,0,0,0,23.26,0,10.68,11.84,0,0,1.57,0,2.71,34.3,0,0,0,0,0

7,01:30-01:45,11.06,0,0,0,0,0,20.68,27.42,366,38.9,20.13,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,10.34,10.61,0,0,0,0,0,0,0,2.66,405.24,0,103.27,0,76.82,0,43.47,0,0,95.68,115.08,0,3.88,9.35,0,0,0,0,0,0,0,0,25.74,0,0,0,0,23.26,0,10.68,11.84,0,0,1.57,0,2.71,34.3,0,0,0,0,0

8,01:45-02:00,10.79,0,0,0,0,0,20.68,27.42,366,38.9,20.13,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,10.34,10.61,0,0,0,0,0,0,0,2.66,405.24,0,103.27,0,76.82,0,43.47,0,0,95.68,115.08,0,3.88,9.35,0,0,0,0,0,0,0,0,25.74,0,0,0,0,23.26,0,10.68,11.84,0,0,1.57,0,2.71,34.3,0,0,0,0,0

9,02:00-02:15,9.74,0,6.31,0,0,0,20.68,27.42,366,29.25,20.13,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,10.34,10.61,0,0,0,0,0,0,0,2.66,394.1,0,103.27,0,76.82,0,43.47,0,0,95.68,115.08,0,3.88,9.35,0,0,0,0,0,0,0,0,14.29,0,0,0,0,23.26,0,10.68,11.84,0,0,1.57,0,2.71,34.3,0,0,0,0,0

10,02:15-02:30,10.73,0,6.31,0,0,0,20.68,27.42,366,29.25,20.13,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,10.34,10.61,0,0,0,0,0,0,0,2.66,394.1,0,103.27,0,76.82,0,43.47,0,0,95.68,115.08,0,3.88,9.35,0,0,0,0,0,0,0,0,14.29,0,0,0,0,23.26,0,10.68,11.84,0,0,1.57,0,2.71,34.3,0,0,0,0,0

11,02:30-02:45,12.96,0,6.31,0,0,0,20.68,27.42,366,29.25,20.13,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,10.34,10.61,0,0,0,0,0,0,0,2.66,394.1,0,103.27,0,76.82,0,43.47,0,0,95.68,115.08,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,23.26,0,8.54,11.84,0,0,1.57,0,2.71,17.15,0,0,0,0,0

12,02:45-03:00,12.2,0,6.31,0,0,0,20.68,27.42,366,29.25,20.13,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,10.34,10.61,0,0,0,0,0,0,0,2.66,394.1,0,103.27,0,76.82,0,43.47,0,0,95.68,115.08,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,23.26,0,8.54,11.84,0,0,1.57,0,2.71,17.15,0,0,0,0,0

13,03:00-03:15,14.52,0,6.31,0,0,0,20.68,27.42,436.16,29.25,20.13,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,10.34,9.17,0,0,0,0,0,0,0,2.66,375.58,0,103.27,0,76.82,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,8.54,15.28,0,0,1.57,0,2.71,17.15,0,0,0,0,0

14,03:15-03:30,14.52,0,6.31,0,0,0,20.68,27.42,448.12,29.25,20.13,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,10.34,9.17,0,0,0,0,0,0,0,2.66,375.58,0,103.27,0,76.82,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,8.54,15.28,0,0,1.57,0,2.71,17.15,0,0,0,0,0

15,03:30-03:45,14.52,0,6.31,0,0,0,10.34,13,454.11,29.25,20.13,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,10.34,9.17,0,0,0,0,0,0,0,2.66,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,8.54,15.28,0,0,1.57,0,2.71,17.15,0,0,0,0,0

16,03:45-04:00,14.52,11.47,6.31,0,0,0,10.34,13,463.1,29.25,20.13,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,10.34,9.17,0,0,0,0,0,0,0,2.66,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,8.54,15.28,0,0,1.57,0,2.71,17.15,0,0,0,0,0

17,04:00-04:15,14.52,11.47,6.31,0,0,0,10.34,13,456.55,29.25,17.92,52.77,0,0,123.65,0,43.54,123.48,0,45.8,117.78,58,0,10.34,9.17,0,0,0,0,0,0,0,2.66,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,8.54,15.28,0,0,1.57,0,2.71,17.15,0,0,0,0,0

18,04:15-04:30,14.52,11.47,6.31,0,0,0,10.34,13,465.54,29.25,17.92,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,10.34,9.17,0,0,0,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,8.54,15.28,0,0,1.57,0,2.71,17.15,0,0,0,0,0

19,04:30-04:45,14.52,13.6,6.31,0,0,0,10.34,13,462.54,29.25,17.92,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,10.34,9.17,0,0,0,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,17.15,0,0,0,0,0

20,04:45-05:00,14.52,13.6,6.31,0,0,0,10.34,13,467.53,29.25,17.92,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,10.34,9.17,0,0,0,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,17.15,0,0,0,0,0

21,05:00-05:15,14.52,13.6,6.31,0,0,0,10.34,13,456.84,29.25,17.92,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,9.75,9.17,0,0,3.81,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,32.91,0,0,0,0,0

22,05:15-05:30,14.52,13.6,6.31,0,0,0,10.34,13,460.3,29.25,17.92,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,9.24,9.17,0,0,5.44,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,32.91,0,0,0,0,0

23,05:30-05:45,14.52,13.6,6.31,0,0,0,10.34,13,459.97,29.25,17.92,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,8.87,9.17,0,0,8.16,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,32.91,0,0,0,0,0

24,05:45-06:00,14.52,13.6,6.31,0,0,0,10.34,13,462.77,29.25,17.92,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,8.73,9.17,0,0,52.36,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,48.71,15.28,0,0,1.57,0,2.71,32.91,0,0,0,0,0

25,06:00-06:15,14.52,13.6,6.31,0,0,0,10.34,13,395.42,29.25,20.13,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,8.73,9.17,0,0,52.36,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,48.71,15.28,0,0,1.57,0,2.71,33.05,0,0,0,0,0

26,06:15-06:30,14.52,13,6.31,0,0,0,10.34,13,383.83,29.25,20.13,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,8.72,9.17,0,0,52.36,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,34.3,0,0,0,0,0

27,06:30-06:45,14.52,0,6.31,0,0,0,10.34,13,371.26,29.25,20.13,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,8.52,9.17,0,0,52.36,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,34.3,0,0,0,0,0

28,06:45-07:00,14.52,0,6.31,0,0,0,10.34,13,376.1,29.25,20.13,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,8.55,9.17,0,0,52.36,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,17.15,0,0,0,0,0

29,07:00-07:15,14.52,0,6.31,0,0,0,10.34,13,384.8,29.25,20.13,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,9.02,9.17,0,0,52.36,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,17.15,0,0,0,0,0

30,07:15-07:30,14.52,0,6.31,0,0,0,10.34,13,412.83,29.25,20.13,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,9.02,9.17,0,0,6.8,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

31,07:30-07:45,14.52,0,6.31,0,0,0,10.34,13,436.99,29.25,15.89,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,9.02,9.17,0,0,3.81,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

32,07:45-08:00,14.52,0,6.31,0,0,0,10.34,13,460.19,29.25,15.89,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,9.02,9.17,0,0,3.81,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,48.71,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

33,08:00-08:15,14.52,0,6.31,0,0,0,10.34,13,439.89,29.25,15.89,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,3.81,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,48.71,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

34,08:15-08:30,14.52,0,6.31,0,0,0,10.34,13,425.39,29.25,15.89,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,3.81,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,43.47,0,0,95.68,119.69,0,3.88,9.35,0,0,0,0,0,0,0,0,10.02,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

35,08:30-08:45,14.52,0,6.31,0,0,0,10.34,13,400.27,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,3.81,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,38.23,0,0,82.99,119.69,0,1.9,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

36,08:45-09:00,14.52,0,6.31,0,0,0,10.34,13,386.75,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,3.81,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,38.23,0,0,95.68,119.69,0,1.9,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

37,09:00-09:15,14.52,0,6.31,0,0,0,10.34,10.11,386.75,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,14.96,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,38.23,0,0,95.68,119.69,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

38,09:15-09:30,14.52,0,6.31,0,0,0,10.34,10.11,406.1,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,14.96,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,38.23,0,0,90.73,119.69,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,10.68,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

39,09:30-09:45,14.52,0,6.31,0,0,0,10.34,10.11,417.7,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,14.96,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,32.22,0,0,73.79,119.69,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,23.51,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

40,09:45-10:00,14.52,0,6.31,0,0,0,10.34,10.11,426.4,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,14.96,0,0,0,0,2.58,375.58,0,103.27,0,75.34,0,32.22,0,0,69.77,119.69,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,23.51,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

41,10:00-10:15,14.52,0,6.31,0,0,0,10.34,10.11,442.84,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,2.72,0,0,0,0,2.58,375.58,0,103.27,0,62.97,0,32.22,0,0,69.77,119.69,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,15.49,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

42,10:15-10:30,14.52,0,6.31,0,0,0,10.34,10.11,437.04,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,0,0,0,0,0,2.58,375.58,0,103.27,0,62.97,0,32.22,0,0,69.77,119.69,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,15.49,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

43,10:30-10:45,14.52,0,6.31,0,0,0,10.34,10.11,451.53,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,0,0,0,0,0,2.58,375.58,0,103.27,0,62.97,0,32.22,0,0,69.77,119.69,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,15.49,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

44,10:45-11:00,14.52,0,6.31,0,0,0,10.34,10.11,453.47,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,0,0,0,0,0,2.58,375.58,0,103.27,0,62.97,0,32.22,0,0,69.77,119.69,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,15.49,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

45,11:00-11:15,14.52,0,6.31,0,0,0,10.34,10.11,385.26,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,0,0,0,0,0,2.58,377.64,0,103.27,0,62.97,0,32.22,0,0,69.77,119.69,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,15.49,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

46,11:15-11:30,14.52,0,6.31,0,0,0,10.34,10.11,385.08,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,0,0,0,0,0,2.58,377.77,0,103.27,0,62.97,0,32.22,0,0,69.77,119.69,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,15.49,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

47,11:30-11:45,14.52,0,6.31,0,0,0,10.34,10.11,409.27,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,0,0,0,0,0,2.58,377.77,0,103.27,0,62.97,0,32.22,0,0,69.77,119.69,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,12.82,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

48,11:45-12:00,14.52,0,0,0,0,0,10.34,10.11,433.46,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,0,0,0,0,0,2.58,377.77,0,103.27,0,62.97,0,32.22,0,0,69.77,119.69,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,31.24,0,12.82,15.28,0,0,1.57,0,2.71,0,0,0,0,0,0

49,12:00-12:15,14.52,0,0,0.14,0,0,10.34,10.11,430.63,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,0,0,0,0,0,2.58,377.77,0,103.27,0,67.47,0,32.22,0,0,69.77,111.38,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,30.6,0,49.15,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

50,12:15-12:30,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,0,0,0,0,0,2.58,377.77,0,103.27,0,67.47,0,32.22,0,0,69.77,111.38,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,30.6,0,49.15,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

51,12:30-12:45,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58.15,0,9,9.17,0,0,0,0,0,0,0,2.58,377.77,0,103.27,0,67.47,0,32.22,0,0,69.77,111.38,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,30.6,0,12.82,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

52,12:45-13:00,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,13.68,52.77,0,0,120.15,0,43.54,123.48,0,45.8,117.78,58,0,9,9.17,0,0,0,0,0,0,0,2.58,377.77,0,103.27,0,67.47,0,32.22,0,0,69.77,111.38,0,0.96,9.35,0,0,0,0,0,0,0,0,11.44,0,0,0,0,30.6,0,11.76,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

53,13:00-13:15,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,15.13,52.77,0,0,110.13,0,43.54,123.48,0,45.8,117.78,58,0,9.2,9.17,0,0,0,0,0,0,0,2.36,377.77,0,103.27,0,67.47,0,32.22,0,0,69.77,111.59,0,0.96,9.35,0,0,0,0,0,0,0,0,34.31,0,0,0,0,30.79,0,11.76,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

54,13:15-13:30,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,15.13,52.77,0,0,110.13,0,43.54,123.48,0,45.8,117.78,58,0,9.2,9.17,0,0,0,0,0,0,0,2.36,377.77,0,103.27,0,67.47,0,32.22,0,0,69.77,111.59,0,0.96,9.35,0,0,0,0,0,0,0,0,34.31,0,0,0,0,30.79,0,11.76,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

55,13:30-13:45,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,15.13,52.77,0,0,110.13,0,43.54,123.48,0,45.8,117.78,58,0,9.2,9.17,0,0,0,0,0,0,0,2.36,377.77,0,103.27,0,67.47,0,38.23,0,0,82.99,111.59,0,0.96,9.35,0,0,0,0,0,0,0,0,34.31,0,0,0,0,30.79,0,11.76,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

56,13:45-14:00,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,15.13,52.77,0,0,110.13,0,43.54,123.48,0,45.8,117.78,58,0,9.2,9.17,0,0,0,0,0,0,0,2.36,377.77,0,103.27,0,67.47,0,38.23,0,0,82.99,111.59,0,0.96,9.35,0,0,0,0,0,0,0,0,34.31,0,0,0,0,30.79,0,11.76,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

57,14:00-14:15,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,15.13,52.77,0,0,110.13,0,43.54,123.48,0,45.8,117.78,58,0,9.97,9.17,0,0,0,0,0,0,0,2.36,377.77,0,103.27,0,62.97,0,38.23,0,0,82.99,111.59,0,0.96,9.35,0,0,0,0,0,0,0,0,34.31,0,0,0,0,30.79,0,11.76,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

58,14:15-14:30,14.52,0,0,1.39,0,0,10.34,10.11,430.63,29.25,15.13,52.77,0,0,110.13,0,43.54,123.48,0,45.8,117.78,58,0,9.97,9.17,0,0,0,0,0,0,0,2.36,377.77,0,103.27,0,62.97,0,38.23,0,0,82.99,111.59,0,0.96,9.35,0,0,0,0,0,0,0,0,34.31,0,0,0,0,30.79,0,11.76,14.89,0,0,0.86,0,1.49,0,0,0,0,0,0

