Block,Time Block,AURY_CRF,AURY_GF,ANTA_RF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,DADRI_CRF,RIHAND1,DADRT2,CHAMERA3,CHAMERA2,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,CHAMERA1,BSIUL,BRBCL,NAPP,KUDGI,NLCEXP,MAPS,NLCIIST1,NJPC,TALA,RIHAND2,SASAN,TANDA2,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,TALST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,TANAKPUR,RIHAND3,URI2,UNCHAHAR3,ANTA_CRF,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,ANTA_LF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_GF,TEHRIPSP,KOTESHWR,NTPL,RAPPD,RAMPUR,RAPPC,PARBATI3,PARBATI2,RAPPB,JHAJJAR,KHSTPP-I,KHSTPP-II,NLCIIST2,NLCTS2EXP,NNTPP,FSTPP I & II,DULHASTI,DHAULIGNGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
31,07:30-07:45,0,0,0,0,0,0,0,0,0,89.06,45.44,32.71,45.41,0,0,0,0,8.31,6.71,40.62,18.85,17.17,23.35,0,0,0,0,169.43,19.88,120.74,341.55,2.52,0,0,0,0,0,0,76.15,17.68,62.54,11.48,126.1,30.04,15.51,0,0,0,24,46.81,0,11.88,1.46,0,0,0,9.77,0,23.45,5.49,62.91,35.82,10.84,0,240.95,37.82,81.48,0,0,0,14.52,53.38,40.92,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,0,94.76,4.96,32.71,45.41,0,0,0,0,8.31,6.71,40.62,18.85,16.99,23.35,0,0,0,0,169.43,19.88,120.74,346.22,2.52,0,0,0,0,0,0,76.15,17.68,72.23,11.48,126.1,30.04,15.51,0,0,0,24,46.81,0,11.88,1.46,0,0,0,9.77,0,23.45,5.49,62.91,35.82,10.84,0,240.95,37.82,81.48,0,0,0,14.52,53.38,40.92,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,0,94.76,4.96,32.71,45.41,0,0,0,0,8.31,6.71,40.62,18.85,18.9,23.35,0,0,0,0,169.43,20.57,120.74,346.97,2.52,0,0,0,0,0,0,76.15,17.68,72.23,11.48,126.1,30.04,15.51,0,0,0,28.91,46.81,0,12.91,1.46,0,0,0,9.77,0,23.45,5.49,62.91,36.54,10.84,0,240.95,37.82,87.68,0,0,0,15.41,53.38,40.92,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,0,94.76,4.96,32.71,45.41,0,0,0,0,8.31,6.71,40.62,18.85,18.5,23.35,0,0,0,0,169.43,20.57,120.74,351.63,2.52,0,0,0,0,0,0,76.15,17.68,72.23,11.48,126.1,30.04,15.51,0,0,0,28.91,51.07,0,12.91,1.46,0,0,0,9.77,0,23.45,5.49,62.91,36.54,10.84,0,240.95,37.82,90.92,0,0,0,15.41,53.38,40.92,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,0,94.76,4.96,32.71,45.41,0,0,0,0,8.31,6.71,40.62,18.85,20.55,23.35,0,0,0,0,169.43,20.57,120.74,352.38,2.52,0,0,0,0,0,0,76.15,17.68,72.23,11.48,126.1,30.04,18.95,0,0,0,30.84,51.07,0,14.51,1.46,0,0,0,9.77,0,23.45,5.49,62.91,40.11,10.84,0,248.79,38.55,95.29,0,0,0,15.41,53.38,40.92,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0,94.76,4.96,32.71,45.41,0,0,0,0,8.31,6.71,40.62,18.85,19.2,23.35,0,0,0,0,169.43,20.57,120.74,352.38,2.52,0,0,0,0,0,0,76.15,17.68,72.23,11.48,126.1,30.04,18.95,0,0,0,30.84,51.07,0,14.51,1.46,0,0,0,9.77,0,23.45,5.49,62.91,40.11,10.84,0,248.79,37.82,89.13,0,0,0,15.41,53.38,40.92,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,6.71,40.62,0,16.17,23.35,0,0,0,0,169.43,20.57,120.74,357.81,5.35,0,0,0,0,0,0,75.03,17.68,72.23,11.48,126.1,30.04,19.6,0,0,0,32.18,51.07,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,36.54,10.84,0,256.58,43.88,95.29,0,0,0,15.41,53.38,40.92,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,6.71,40.62,0,20.75,23.35,0,0,0,0,169.43,20.57,120.74,357.81,5.35,0,0,0,0,0,0,75.03,17.68,72.23,11.48,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,36.54,10.84,0,256.58,43.88,95.29,0,0,0,15.41,53.38,40.92,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,6.71,40.62,0,19.14,23.35,0,0,0,0,169.43,20.99,120.74,357.81,5.35,0,0,0,0,0,0,75.03,17.68,72.23,11.48,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,36.54,10.84,0,256.58,43.88,95.29,0,0,0,15.41,53.38,40.92,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,6.71,40.62,0,16.76,23.35,0,0,0,0,169.43,20.99,120.74,357.81,5.35,0,0,0,0,0,0,75.03,17.68,72.23,11.48,126.1,30.04,19.6,0,0,0,32.18,46.81,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,36.54,10.84,0,256.58,43.88,95.29,0,0,0,15.41,53.38,40.92,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,6.71,40.62,0,18.22,23.35,0,0,0,0,169.43,20.99,120.74,357.81,5.35,0,0,0,0,0,0,75.03,17.68,72.23,11.48,126.1,30.04,19.6,0,0,0,32.18,37.24,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,31.53,10.84,0,256.58,43.88,95.29,0,0,0,17.57,53.38,40.92,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,6.71,40.62,0,15.84,23.35,0,0,0,0,169.43,20.99,120.74,357.81,5.35,0,0,0,0,0,0,75.03,17.68,72.23,11.48,126.1,30.04,19.6,0,0,0,32.18,37.24,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,31.53,10.84,0,256.58,43.88,95.29,0,0,0,17.57,53.38,40.92,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,6.71,40.62,0,16.6,23.35,0,0,0,0,169.43,20.99,120.74,357.81,5.35,0,0,0,0,0,0,75.03,17.68,72.23,11.48,126.1,30.04,19.6,0,0,0,32.18,37.24,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,31.53,10.84,0,256.58,43.88,95.29,0,0,0,17.57,53.38,40.92,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,6.71,40.62,0,14.2,23.35,0,0,0,0,169.43,20.99,120.74,357.81,5.35,0,0,0,0,0,0,75.03,17.68,72.23,11.48,126.1,30.04,19.6,0,0,0,32.18,37.24,0,14.92,3.1,0,0,0,9.77,0,23.45,5.49,62.91,31.53,10.84,0,256.58,43.88,95.29,0,0,0,17.57,53.38,40.92,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,64.16,8.15,32.71,45.41,0,0,0,0,8.31,6.71,40.62,0,15.66,23.35,0,0,0,0,169.43,20.99,96.78,357.81,4.41,0,0,0,0,0,0,49.28,17.68,65.06,11.48,92.82,30.04,16.17,0,0,0,30.25,37.24,0,13.32,3.1,0,0,0,9.77,0,23.45,5.49,62.91,31.53,10.84,0,248.73,29.85,74.32,0,0,0,12.65,53.38,40.92,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,64.16,8.15,32.71,45.41,0,0,0,0,8.31,6.71,40.62,0,13.5,23.35,0,0,0,0,169.43,20.99,96.78,357.81,4.41,0,0,0,0,0,0,49.28,17.68,65.06,11.48,92.82,30.04,16.17,0,0,0,30.25,37.24,0,13.32,2.23,0,0,0,9.77,0,23.45,5.49,62.91,31.53,10.84,0,248.73,29.85,63.81,0,0,0,12.65,53.38,40.92,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,18.08,23.35,0,0,0,0,169.43,21.28,120.74,368.65,3.61,0,0,0,0,0,0,49.28,17.68,65.06,11.48,126.1,30.04,16.17,0,0,0,30.25,37.24,0,11.88,2.04,0,0,0,9.77,0,23.45,5.49,62.91,31.53,10.84,0,248.73,35,76.46,0,0,0,12.65,53.38,40.92,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,17.9,23.35,0,0,0,0,169.43,21.28,120.74,368.65,3.61,0,0,0,0,0,0,76.15,17.68,65.06,11.48,126.1,30.04,16.17,0,0,0,30.25,37.24,0,11.88,2.04,0,0,0,9.77,0,23.45,5.49,62.91,31.53,10.84,0,248.73,35,76.46,0,0,0,12.65,53.38,40.92,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,21.62,23.35,0,0,0,0,169.43,21.28,120.74,368.65,3.61,0,0,0,0,0,0,76.15,17.68,65.06,11.48,126.1,27.04,16.17,0,0,0,30.25,37.24,0,11.88,2.04,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,35,76.46,0,0,0,10.97,53.38,40.92,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,20.87,23.35,0,0,0,0,169.43,21.28,120.74,368.65,3.61,0,0,0,0,0,0,76.15,17.68,65.06,11.48,126.1,27.04,16.17,0,0,0,30.25,37.24,0,11.88,2.04,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,35,76.46,0,0,0,10.97,53.38,40.92,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,19.01,23.35,0,0,0,0,169.43,21.56,120.74,368.65,3.61,0,0,0,0,0,0,76.15,17.68,65.06,11.48,126.1,27.04,16.17,0,0,0,30.25,37.24,0,11.88,2.04,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,35,76.46,0,0,0,10.97,53.38,40.92,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,94.76,8.15,32.71,45.41,0,0,0,0,8.31,4.49,40.62,0,20.09,23.35,0,0,0,0,169.43,21.47,120.74,368.65,3.61,0,0,0,0,0,0,76.15,17.68,65.06,11.48,126.1,27.04,16.17,0,0,0,30.25,37.24,0,11.88,2.04,0,0,0,9.77,0,23.45,5.49,62.91,32.95,10.84,0,248.73,35,76.46,0,0,0,10.97,53.38,40.92,0,0,0,0,0

