Block,Time,KOLDAM,KOTESHWR,RSTPSU7,TANAKPUR,UNCHAHAR4,AURY_GF,AURY_RF,NAPP,NJPC,RIHAND2,SEWA2,UNCHAHAR1,URI2,ANTA_GF,DADRI_RF,BRBCL,CHAMERA1,DULHASTI,KHSTPP-II,KKNPPU2,RAPPB,RIHAND1,SIMHST2,SINGRAULI_HYDRO,TALA,TEHRI,ANTA_CRF,DADRI_CRF,KUDGI,RIHAND3,SASAN,TALST2,TelanganaSTPP,UNCHAHAR2,VALLURNTECL,DHAULIGNGA,KHSTPP-I,KISHANGANGA,NTPL,TANDA2,BSIUL,CHAMERA2,CHAMERA3,DADRT2,FSTPP I & II,KGSU3AND4,NLCEXP,NLCTS2EXP,NNTPP,RAMPUR,RAPPC,SALAL,SINGRAULI,JHAJJAR,KGSU1AND2,KKNP,NLCIIST1,RSTPSU1TO6,SIMHST1,UNCHAHAR3,ANTA_RF,DADRI_GF,DADRI_LF,MAPS,NLCIIST2,PARBATI3,URI,ANTA_LF,AURY_CRF,AURY_LF
6,01:15-01:30,5.35,19.32,0,8.71,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,28.1,36.23,98.87,0,0,90.54,0,0,9.62,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,83.67,127.75,413.81,0,0,0,0,0,27.05,31.81,0,0,0,0,7.03,29.81,0,0,0

7,01:30-01:45,5.35,9.66,0,8.71,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,28.1,36.23,98.87,0,0,90.54,0,0,9.67,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,83.67,127.75,413.81,0,0,0,0,0,27.05,31.81,0,0,0,0,7.03,33.12,0,0,0

8,01:45-02:00,5.35,9.66,0,8.71,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,28.1,36.23,98.87,0,0,90.54,0,0,9.62,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,83.67,127.75,413.81,0,0,0,0,0,27.05,31.81,0,0,0,0,7.03,33.12,0,0,0

9,02:00-02:15,5.35,9.66,0,8.71,1.62,0,77.33,44.75,167.1,121.71,0,20.96,36.05,0,95.63,20.01,27.42,36.23,98.87,0,0,90.54,0,0,9.76,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,83.67,127.75,413.81,0,0,0,0,0,27.05,31.81,0,0,0,0,7.03,29.81,0,0,0

10,02:15-02:30,5.35,9.66,0,8.71,1.62,0,77.33,44.75,167.1,121.71,0,20.96,36.05,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.79,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,83.67,127.75,413.81,0,0,0,0,0,27.05,31.81,0,0,0,0,7.03,29.81,0,0,0

11,02:30-02:45,5.35,9.66,0,8.71,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.82,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,83.67,127.75,413.81,0,0,0,0,0,27.05,31.81,0,0,0,0,21.08,29.81,0,0,0

12,02:45-03:00,5.35,9.66,0,8.71,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.85,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,83.67,127.75,413.81,0,0,0,0,0,27.05,31.81,0,0,0,0,21.08,29.81,0,0,0

13,03:00-03:15,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.9,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,31.81,0,0,0,0,35.14,33.12,0,0,0

14,03:15-03:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.85,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,31.58,0,0,0,0,35.14,33.12,0,0,0

15,03:30-03:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.11,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,31.58,0,0,0,0,35.14,33.12,0,0,0

16,03:45-04:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.27,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,31.58,0,0,0,0,35.14,33.12,0,0,0

17,04:00-04:15,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.15,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,31.58,0,0,0,0,35.14,33.12,0,0,0

18,04:15-04:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.06,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,31.58,0,0,0,0,35.14,33.12,0,0,0

19,04:30-04:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,36.05,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.11,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,31.58,0,0,0,0,21.08,36.43,0,0,0

20,04:45-05:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,36.05,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,8.61,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,31.58,0,0,0,0,21.08,36.43,0,0,0

21,05:00-05:15,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,36.05,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,8.73,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,76.69,127.75,413.81,0,0,0,0,0,27.05,31.58,0,0,0,0,21.08,36.43,0,0,0

22,05:15-05:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,36.05,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,8.61,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,32.08,686.07,20.8,0,0,0,0,3.54,60.68,76.69,127.75,413.81,0,0,0,0,0,27.05,31.58,0,0,0,0,21.08,36.43,0,0,0

23,05:30-05:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,8.21,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,25.31,686.07,20.8,0,0,0,0,3.54,60.68,76.69,127.75,413.81,0,0,0,0,0,27.05,31.58,0,0,0,0,36.54,36.43,0,0,0

24,05:45-06:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,8.41,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,25.31,686.07,20.8,0,0,0,0,3.54,60.68,76.69,127.75,413.81,0,0,0,0,0,27.05,31.23,0,0,0,0,54.11,36.43,0,0,0

25,06:00-06:15,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,8.37,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,73.21,123.08,413.81,0,0,0,0,0,27.05,31.23,0,0,0,0,54.11,26.49,0,0,0

26,06:15-06:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,8.33,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,73.21,118.41,413.81,0,0,0,0,0,27.05,31.23,0,0,0,0,54.11,26.49,0,0,0

27,06:30-06:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,36.05,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,8.37,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,74.37,115.29,413.81,0,0,0,0,0,27.05,31.23,0,0,0,0,54.11,33.12,0,0,0

28,06:45-07:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,36.05,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,8.41,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,74.37,112.17,413.81,0,0,0,0,0,27.05,31.23,0,0,0,0,54.11,33.12,0,0,0

29,07:00-07:15,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,8.33,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,74.37,110.61,413.81,0,0,0,0,0,27.05,31.1,0,0,0,0,54.11,33.12,0,0,0

30,07:15-07:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,8.41,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,74.37,110.61,413.81,0,0,0,0,0,27.05,30.99,0,0,0,0,7.03,33.12,0,0,0

31,07:30-07:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,10,35.44,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,32.08,686.07,20.8,0,0,0,0,3.54,60.68,74.37,110.61,413.81,0,0,0,0,0,27.05,30.99,0,0,0,0,7.03,33.12,0,0,0

32,07:45-08:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,95.63,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.94,17.72,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,32.08,686.07,20.8,0,0,0,0,3.54,60.68,74.37,110.61,413.81,0,0,0,0,0,27.05,30.87,0,0,0,0,17.56,33.12,0,0,0

33,08:00-08:15,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.15,17.72,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,74.37,110.61,413.81,0,0,0,0,0,27.05,30.87,0,0,0,0,17.56,33.12,0,0,0

34,08:15-08:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.27,17.72,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,74.37,110.61,413.81,0,0,0,0,0,27.05,30.87,0,0,0,0,17.56,33.12,0,0,0

35,08:30-08:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,24.33,36.23,98.87,0,0,90.54,0,0,9.79,17.72,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,25.31,686.07,20.8,0,0,0,0,3.54,60.68,74.37,115.29,413.81,0,0,0,0,0,27.05,30.87,0,0,0,0,17.56,33.12,0,0,0

36,08:45-09:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,24.33,36.23,98.87,0,0,90.54,0,0,10.94,17,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,44.22,25.31,686.07,20.8,0,0,0,0,3.54,60.68,74.37,119.96,413.81,0,0,0,0,0,27.05,30.75,0,0,0,0,17.56,33.12,0,0,0

37,09:00-09:15,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,24.33,36.23,98.87,0,0,90.54,0,0,10.96,17,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,74.37,124.63,413.81,0,0,0,0,0,27.05,30.75,0,0,0,0,17.56,33.12,0,0,0

38,09:15-09:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,13.43,36.23,98.87,0,0,90.54,0,0,10.96,17,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,74.37,127.75,413.81,0,0,0,0,0,27.05,30.75,0,0,0,0,17.56,33.12,0,0,0

39,09:30-09:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.94,17,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,74.37,127.75,413.81,0,0,0,0,0,27.05,30.64,0,0,0,0,17.56,33.12,0,0,0

40,09:45-10:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.91,17,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,74.37,127.75,413.81,0,0,0,0,0,27.05,30.51,0,0,0,0,17.56,33.12,0,0,0

41,10:00-10:15,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,11.05,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,46.48,127.75,413.81,0,0,0,0,0,27.05,30.4,0,0,0,0,17.56,36.43,0,0,0

42,10:15-10:30,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,11.17,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,46.48,127.75,413.81,0,0,0,0,0,27.05,30.4,0,0,0,0,17.56,36.43,0,0,0

43,10:30-10:45,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,11.17,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,46.48,127.75,413.81,0,0,0,0,0,27.05,30.4,0,0,0,0,17.56,28.71,0,0,0

44,10:45-11:00,5.35,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,11.17,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,46.48,127.75,413.81,0,0,0,0,0,27.05,30.28,0,0,0,0,17.56,28.71,0,0,0

45,11:00-11:15,2.43,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,32.51,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.94,0,0,0,0,127.6,362.25,0,0,43.71,0,30.23,44.31,1.44,0,2.89,13.04,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,46.48,127.75,413.81,0,0,0,0,0,27.05,30.28,0,0,0,0,17.56,28.71,0,0,0

46,11:15-11:30,2.43,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,32.51,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.94,0,0,0,0,127.6,362.25,0,0,43.71,0,30.23,44.31,1.44,0,2.89,13.04,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,46.48,127.75,413.81,0,0,0,0,0,27.05,30.28,0,0,0,0,17.56,28.71,0,0,0

47,11:30-11:45,2.43,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,32.51,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.94,0,0,0,0,127.6,362.25,0,0,43.71,0,30.23,44.31,1.44,0,2.89,13.04,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,52.28,127.75,413.81,0,0,0,0,0,27.05,30.16,0,0,0,0,17.56,28.71,0,0,0

48,11:45-12:00,2.43,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,32.51,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.94,0,0,0,0,127.6,362.25,0,0,43.71,0,30.23,44.31,1.44,0,2.89,13.04,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,52.28,127.75,413.81,0,0,0,0,0,27.05,29.93,0,0,0,0,17.56,28.71,0,0,0

49,12:00-12:15,2.43,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,32.51,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.94,0,0,0,0,127.6,362.25,0,0,43.71,0,30.23,44.31,1.44,0,2.89,13.04,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,29.93,0,0,0,0,17.56,28.71,0,0,0

50,12:15-12:30,2.43,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,32.51,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.94,0,0,0,0,127.6,362.25,0,0,43.71,0,30.23,44.31,1.44,0,2.89,13.04,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,29.8,0,0,0,0,17.56,28.71,0,0,0

51,12:30-12:45,2.43,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.84,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,29.93,0,0,0,0,15.46,33.12,0,0,0

52,12:45-13:00,2.43,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,29.56,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.84,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,13.04,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,29.93,0,0,0,0,15.46,33.12,0,0,0

53,13:00-13:15,4.85,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.84,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.04,0,0,0,0,15.46,38.64,0,0,0

54,13:15-13:30,3.7,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.84,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,35.8,25.31,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,30.04,0,0,0,0,15.46,38.64,0,0,0

55,13:30-13:45,3.64,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.58,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,32.82,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,29.93,0,0,0,0,15.46,38.64,0,0,0

56,13:45-14:00,3.56,9.66,0,8.33,1.62,0,77.33,44.75,167.1,121.71,0,20.96,26.6,0,93.64,20.01,0,36.23,98.87,0,0,90.54,0,0,10.58,0,0,0,0,127.6,362.25,0,0,43.71,0,40.4,44.31,1.44,0,2.89,6.52,32.82,32.08,686.07,20.8,0,0,0,0,3.54,60.68,80.18,127.75,413.81,0,0,0,0,0,27.05,29.8,0,0,0,0,15.46,38.64,0,0,0

