Block,Time Block,DADRT2,DULHASTI,FSTPP I & II,DHAULIGNGA,BSIUL,BRBCL,CHAMERA1,CHAMERA3,CHAMERA2,KISHANGANGA,KHSTPP-II,KKNP,SEWA2,SINGRAULI_HYDRO,SIMHST2,TALA,SINGRAULI,SIMHST1,KHSTPP-I,KGSU3AND4,KGSU1AND2,SALAL,PARBATI3,RIHAND1,NLCTS2EXP,PARBATI2,RAPPB,NNTPP,RSTPSU1TO6,NTPL,RAPPD,RSTPSU7,SASAN,RAMPUR,RIHAND3,RAPPC,RIHAND2,JHAJJAR,MAPS,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,KOLDAM,KOTESHWR,KKNPPU2,KUDGI,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,DADRI_RF,AURY_RF,ANTA_CRF,DADRI_LF,ANTA_RF,AURY_LF,UNCHAHAR2,URI,TANAKPUR,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,TANDA2,TelanganaSTPP,TALST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,658.34,57.21,17.5,10.53,18.81,14.23,40.53,33.68,46.93,8.3,142.59,0,18.17,0.94,0,0,144.55,0,43.78,0,0,76.32,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,431.4,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,50.34,6.03,20.81,0,1.79,0,33.98,26.61,5.31,0,0,0,0,0,0,0

7,01:30-01:45,658.34,57.21,17.5,10.53,18.81,13.45,40.53,33.68,46.93,8.3,142.59,0,18.17,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,431.4,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,50.34,0.49,20.81,0,1.79,0,33.98,26.61,5.31,0,0,0,0,0,0,0

8,01:45-02:00,658.34,57.21,17.5,10.53,18.81,11.14,40.53,33.68,46.93,8.3,142.59,0,18.17,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,431.4,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,50.34,0.49,20.81,0,1.79,0,33.98,26.61,5.31,0,0,0,0,0,0,0

9,02:00-02:15,658.34,57.21,17.5,10.53,18.81,11.47,40.53,33.68,46.93,8.3,142.59,0,18.17,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,431.4,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,50.34,0.49,20.81,0,1.79,0,33.98,26.61,5.31,0,0,0,0,0,0,0

10,02:15-02:30,658.34,57.21,17.5,10.53,18.81,11.32,40.53,33.68,46.93,8.3,142.59,0,12.12,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,431.4,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0.49,20.81,0,1.79,0,33.98,26.61,5.31,0,0,0,0,0,0,0

11,02:30-02:45,658.34,57.21,17.5,10.53,18.81,11.53,40.53,33.68,46.93,8.3,142.59,0,12.12,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,431.4,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0.49,20.81,0,1.63,0,33.98,26.61,5.31,0,0,0,0,0,0,0

12,02:45-03:00,658.34,57.21,17.5,10.53,18.81,11.7,40.53,33.68,46.93,8.3,142.59,0,12.12,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,431.4,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0.49,20.81,0,1.63,0,33.98,26.61,5.31,0,0,0,0,0,0,0

13,03:00-03:15,658.05,57.21,17.5,10.53,18.81,13.67,40.53,33.68,46.93,8.3,142.59,0,12.12,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,431.4,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0.49,20.81,0,1.67,0,33.98,26.61,5.31,0,0,0,0,0,0,0

14,03:15-03:30,658.05,57.21,17.5,10.53,18.81,14.42,40.53,33.68,46.93,8.3,142.59,0,12.12,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,431.4,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0.49,20.81,0,1.63,0,33.98,26.61,5.31,0,0,0,0,0,0,0

15,03:30-03:45,658.05,57.21,17.5,10.53,18.81,14.42,40.53,33.68,46.93,8.3,142.59,0,12.12,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,431.4,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0.49,20.81,0,1.63,0,33.98,26.61,5.31,0,0,0,0,0,0,0

16,03:45-04:00,658.05,57.21,17.5,10.53,18.81,14.42,40.53,33.68,46.93,8.3,142.59,0,12.12,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,431.4,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0.49,20.81,0,1.63,0,33.98,26.61,5.31,0,0,0,0,0,0,0

17,04:00-04:15,658.05,57.21,17.5,10.53,18.81,13.94,40.53,33.68,46.93,8.3,142.59,0,12.12,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,431.4,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0.49,20.81,0,1.63,11.65,33.98,26.61,5.31,0,0,0,0,0,0,0

18,04:15-04:30,658.05,57.21,17.5,10.53,18.81,14.42,40.53,33.68,46.93,8.3,142.59,0,12.12,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,421.78,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0.49,20.81,0,1.63,11.65,33.98,26.61,5.31,0,0,0,0,0,0,0

19,04:30-04:45,622.47,57.21,17.5,10.53,18.81,14.42,40.53,33.68,46.93,8.3,142.59,0,12.12,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,421.78,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,0.49,20.81,0,1.63,23.91,33.98,26.61,5.31,0,0,0,0,0,0,0

20,04:45-05:00,531.27,57.21,17.5,10.53,18.81,14.42,40.53,33.68,46.93,8.3,142.59,0,12.12,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,421.78,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,6.03,20.81,0,1.63,23.91,33.98,26.61,5.31,0,0,0,0,0,0,0

21,05:00-05:15,443.95,57.21,17.5,10.53,18.81,14.42,40.53,33.68,46.93,8.3,142.59,0,6.06,0.94,0,0,144.55,0,43.78,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,421.78,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.32,48.3,6.03,20.81,0,1.63,23.91,33.98,26.61,5.31,0,0,0,0,0,0,0

22,05:15-05:30,399.79,57.21,14.14,10.53,18.81,14.42,40.53,33.68,46.93,8.3,114.58,0,0,0.94,0,0,144.55,0,35.12,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,413.33,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,48.3,6.03,15.89,0,1.1,23.91,33.98,22.06,3.66,0,0,0,0,0,0,0

23,05:30-05:45,399.79,57.21,14.14,10.53,18.81,14.42,40.53,33.68,46.93,8.3,114.58,0,0,0.94,0,0,144.55,0,35.12,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,413.33,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,48.3,6.03,15.89,0,1.1,23.91,33.98,20.53,3.66,0,0,0,0,0,0,0

24,05:45-06:00,399.79,57.21,14.14,10.53,18.81,14.42,40.53,22.43,46.93,8.3,114.58,0,0,0.94,0,0,144.55,0,35.12,0,0,38.55,16.23,93.49,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,413.33,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,48.3,6.03,15.89,0,1.1,23.91,33.98,20.53,3.66,0,0,0,0,0,0,0

25,06:00-06:15,399.79,57.21,14.14,10.53,18.81,14.42,40.53,22.43,46.93,8.3,114.58,0,0,0.94,0,0,144.55,0,35.12,0,0,38.55,16.23,64.87,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,413.33,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,48.3,6.03,15.89,0,1.1,23.91,33.98,20.53,3.66,0,0,0,0,0,0,0

26,06:15-06:30,399.79,57.21,14.14,10.53,18.81,14.42,40.53,22.43,46.93,8.3,114.58,0,0,0.94,0,0,144.55,0,35.12,0,0,38.55,16.23,64.87,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,329.92,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,48.3,0.49,15.89,0,1.1,23.91,33.98,20.53,3.66,0,0,0,0,0,0,0

27,06:30-06:45,399.79,57.21,14.14,21.04,18.81,14.42,40.53,22.43,46.93,8.3,114.58,0,0,0.94,0,0,126.58,0,35.12,0,0,38.55,16.23,64.87,0,13,0,0,0,0,28.84,0,402.65,2.87,125.75,66.41,119.78,224.08,0,0,0,72.15,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,15.92,0.49,15.89,0,1.1,23.91,33.98,20.53,3.66,0,0,0,0,0,0,0

28,06:45-07:00,399.79,57.21,14.14,21.04,18.81,14.42,40.53,22.43,46.93,8.3,114.58,0,0,0.94,0,0,126.58,0,35.12,0,0,38.55,16.23,64.87,0,13,0,0,0,0,28.84,0,402.65,2.11,125.75,66.41,119.78,159.56,0,0,0,53.2,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,5.31,0.49,15.89,0,1.1,23.91,33.98,20.53,3.66,0,0,0,0,0,0,0

29,07:00-07:15,398.8,57.21,14.14,21.04,18.81,14.42,40.53,22.43,46.93,8.3,114.58,0,0,0.94,0,0,126.58,0,35.12,0,0,38.55,16.23,64.87,0,13,0,0,0,0,28.84,0,402.65,2.11,92.7,66.41,96.24,143.07,0,0,0,53.2,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.93,5.31,0,13.13,0,1.1,23.91,33.98,17.03,2.92,0,0,0,0,0,0,0

30,07:15-07:30,329.34,57.21,11.72,21.04,18.81,14.42,40.53,22.43,46.93,8.3,94.89,0,0,0.94,0,0,126.58,0,29.08,0,0,38.55,16.23,64.87,0,13,0,0,0,0,28.84,0,402.65,2.11,92.7,66.41,96.24,113.15,0,0,0,53.2,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.93,15.92,0,13.13,0,0.93,23.91,33.98,17.03,2.92,0,0,0,0,0,0,0

31,07:30-07:45,329.44,57.21,11.72,21.04,18.81,14.42,27.02,22.43,46.93,8.3,94.89,0,0,0.94,0,0,126.58,0,29.08,0,0,38.55,16.23,64.87,0,13,0,0,0,0,28.84,0,402.65,2.11,92.7,66.41,96.24,113.57,0,0,0,53.2,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.05,48.3,0,13.13,0,0.93,11.87,33.98,17.03,2.92,0,0,0,0,0,0,0

32,07:45-08:00,329.44,57.21,11.72,21.04,18.81,14.42,25.02,22.43,46.93,8.3,94.89,0,0,0.94,0,0,126.58,0,29.08,0,0,38.55,16.23,52.16,0,13,0,0,0,0,28.84,0,402.65,2.11,92.7,66.41,96.24,113.57,0,0,0,53.2,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,48.3,0,11.86,0,1.18,11.65,33.98,14.63,2.92,0,0,0,0,0,0,0

33,08:00-08:15,329.44,57.21,10.33,21.04,18.81,14.42,24.31,22.43,46.93,8.3,81.73,0,0,0.94,0,0,107.5,0,25.09,0,0,38.55,16.23,52.16,0,13,0,0,0,0,28.84,0,402.65,1.87,92.7,66.41,80.43,132.8,0,0,0,47.38,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,48.3,0,11.86,0,1.24,11.65,33.98,14.63,2.92,0,0,0,0,0,0,0

34,08:15-08:30,329.44,57.21,9.93,21.04,18.81,14.42,12.15,22.43,46.93,8.3,81.73,0,0,0.94,0,0,107.5,0,24.54,0,0,38.55,16.23,52.16,0,13,0,0,0,0,28.84,0,402.65,1.87,92.7,66.41,80.43,132.38,0,0,0,47.38,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,48.3,0,11.86,0,1.24,5.09,33.98,14.63,2.92,0,0,0,0,0,0,0

35,08:30-08:45,329.44,57.21,9.93,21.04,18.81,14.42,11.69,0,46.93,8.3,81.73,0,0,0.94,0,0,107.5,0,24.54,0,0,38.55,16.23,52.16,0,13,0,0,0,0,28.84,0,402.65,1.87,92.7,66.41,80.43,132.38,0,0,0,47.38,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.02,48.3,0,11.99,0,1.24,0,33.98,17.25,2.92,0,0,0,0,0,0,0

36,08:45-09:00,329.44,57.21,9.93,21.04,18.81,14.42,11.69,0,31.28,8.3,81.73,0,0,0.94,0,0,107.5,0,24.54,0,0,38.55,16.23,52.16,0,13,0,0,0,0,28.84,0,402.65,1.87,92.7,66.41,80.43,132.38,0,0,0,47.38,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.02,48.3,0,11.99,0,1.24,0,33.98,17.25,2.92,0,0,0,0,0,0,0

37,09:00-09:15,287.13,57.21,9.93,21.04,18.81,14.42,0,0,15.64,8.3,81.73,0,0,0.94,0,0,107.5,0,24.54,0,0,38.55,16.23,52.16,0,13,0,0,0,0,28.84,0,402.65,1.87,92.7,66.41,80.43,132.38,0,0,0,47.38,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,48.3,0,11.99,0,1.24,0,37.08,17.25,2.92,0,0,0,0,0,0,0

38,09:15-09:30,287.13,57.21,9.93,10.53,18.81,14.42,0,0,15.64,8.3,81.73,0,0,0.94,0,0,107.5,0,24.54,0,0,38.55,16.23,52.16,0,13,0,0,0,0,28.84,0,402.65,1.87,92.7,66.41,80.43,132.38,0,0,0,47.38,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,48.3,0,11.99,0,1.24,0,37.08,17.25,2.92,0,0,0,0,0,0,0

39,09:30-09:45,287.13,57.21,9.93,0,18.81,14.42,0,0,15.64,8.3,82.15,0,0,0.94,0,0,107.5,0,24.54,0,0,38.55,2.95,52.16,0,13,0,0,0,0,28.84,0,402.65,1.87,92.7,66.41,80.43,132.38,0,0,0,47.38,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.35,48.3,0,12.02,0,1.24,0,37.08,17.25,2.92,0,0,0,0,0,0,0

40,09:45-10:00,287.13,57.21,9.93,0,18.81,14.42,0,0,15.64,8.3,82.15,0,0,0.94,0,0,107.5,0,24.54,0,0,38.55,0,52.16,0,13,0,0,0,0,28.84,0,402.65,1.03,92.7,66.41,80.43,132.38,0,0,0,25.85,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.35,48.3,0,12.02,0,1.24,0,37.08,17.25,2.92,0,0,0,0,0,0,0

41,10:00-10:15,287.13,57.21,9.93,0,18.81,14.42,0,0,15.64,8.3,78.43,0,0,0.94,0,0,107.5,0,24.54,0,0,38.55,0,52.16,0,13,0,0,0,0,28.84,0,402.65,0,92.7,66.41,80.43,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.35,48.3,0,12.02,0,1.24,0,33.98,17.25,2.92,0,0,0,0,0,0,0

42,10:15-10:30,287.13,57.21,9.93,0,18.81,14.42,0,0,15.64,8.3,78.43,0,0,0.94,0,0,107.5,0,24.54,0,0,38.55,0,52.16,0,13,0,0,0,0,28.84,0,402.65,0,92.7,66.41,96.24,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.35,48.3,0,12.02,0,1.24,0,33.98,17.25,2.92,0,0,0,0,0,0,0

43,10:30-10:45,287.13,57.21,9.93,0,18.81,14.42,0,0,15.64,8.3,78.43,0,0,0.94,0,0,126.58,0,24.54,0,0,38.55,0,64.87,0,13,0,0,0,0,28.84,0,402.65,0,92.7,66.41,96.24,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.35,48.3,0,12.68,0,1.24,0,33.98,17.25,2.92,0,0,0,0,0,0,0

44,10:45-11:00,287.13,57.21,9.93,0,18.81,14.42,0,0,15.64,8.3,78.43,0,0,0.94,0,0,126.58,0,24.54,0,0,38.55,0,64.87,0,5.79,0,0,0,0,28.84,0,402.65,0,92.7,66.41,96.24,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.35,48.3,0,12.68,0,1.24,0,33.98,17.25,2.92,0,0,0,0,0,0,0

45,11:00-11:15,287.13,57.21,9.93,0,18.81,14.42,0,0,0,8.3,78.43,0,0,0.94,0,0,126.58,0,26.35,0,0,38.55,0,64.87,0,0,0,0,0,0,28.84,0,402.65,0,92.7,66.41,96.24,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,0,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

46,11:15-11:30,287.13,57.21,9.93,0,18.81,14.42,0,0,0,8.3,78.43,0,0,0.94,0,0,126.58,0,26.35,0,0,38.55,0,64.87,0,0,0,0,0,0,28.84,0,402.65,0,92.7,66.41,96.24,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,0,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

47,11:30-11:45,287.13,57.21,9.93,0,18.81,14.42,0,0,0,8.3,78.43,0,0,0.94,0,0,126.58,0,27.9,0,0,38.55,0,64.87,0,0,0,0,0,0,28.84,0,402.65,0,92.7,66.41,96.24,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,0,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

48,11:45-12:00,287.13,57.21,9.93,0,18.81,14.42,0,0,0,8.3,97.4,0,0,0.94,0,0,126.58,0,27.9,0,0,38.55,0,64.87,0,0,0,0,0,0,28.84,0,402.65,0,92.7,66.41,96.24,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,0,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

49,12:00-12:15,287.13,57.21,9.93,0,12.54,14.42,0,0,0,8.3,97.4,0,0,0.94,0,0,126.58,0,27.9,0,0,38.55,0,64.87,0,0,0,0,0,0,28.84,0,402.65,0,92.7,66.41,96.24,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,1.23,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

50,12:15-12:30,287.13,57.21,9.93,0,12.54,14.42,0,0,0,8.3,97.4,0,0,0.94,0,0,126.58,0,27.9,0,0,38.55,0,64.87,0,0,0,0,0,0,28.84,0,402.65,0,92.7,66.41,96.24,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,1.23,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

51,12:30-12:45,287.13,57.21,9.93,0,12.54,14.42,0,0,0,8.3,97.4,0,0,0.96,0,0,126.58,0,27.9,0,0,38.55,0,64.87,0,0,0,0,0,0,28.84,0,402.65,0,92.7,66.41,96.24,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,1.23,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

52,12:45-13:00,287.13,57.21,9.93,0,12.54,14.42,0,0,0,8.3,97.4,0,0,0.96,0,0,126.58,0,27.9,0,0,38.55,0,64.87,0,0,0,0,0,0,28.84,0,402.65,0,92.7,66.41,96.24,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,1.23,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

53,13:00-13:15,287.13,38.15,9.93,0,12.54,14.42,0,0,0,8.3,78.43,0,0,0.96,0,0,107.5,0,27.9,0,0,38.55,0,52.16,0,0,0,0,0,0,28.84,0,402.65,0,92.7,66.41,80.43,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,1.23,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

54,13:15-13:30,287.13,38.15,9.93,0,12.54,14.42,0,0,0,8.3,78.43,0,0,0.96,0,0,107.5,0,27.9,0,0,38.55,0,52.16,0,0,0,0,0,0,28.84,0,402.65,0,92.7,66.41,80.43,123.19,0,0,0,0,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,1.23,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

55,13:30-13:45,287.13,38.15,9.62,0,12.54,14.42,0,0,0,8.3,78.43,0,0,0.96,0,0,120.22,0,24.54,0,0,38.55,0,58.06,0,0,0,0,0,0,28.84,0,402.65,1.06,92.7,66.41,91.01,123.19,0,0,0,26.6,0,24.78,0,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.01,48.3,1.23,12.96,0,1.24,0,33.98,17.25,3.81,0,0,0,0,0,0,0

