Block,Time,KKNPPU2,NJPC,NLCTS2EXP,RAMPUR,ANTA_LF,AURY_CRF,BSIUL,CHAMERA1,CHAMERA2,DHAULIGNGA,KHSTPP-II,KOLDAM,NLCIIST2,SALAL,SASAN,SINGRAULI_HYDRO,TALA,UNCHAHAR2,AURY_LF,BRBCL,KGSU1AND2,NNTPP,UNCHAHAR4,DADRI_CRF,CHAMERA3,JHAJJAR,KGSU3AND4,KHSTPP-I,KUDGI,RIHAND1,RSTPSU1TO6,AURY_RF,FSTPP I & II,NTPL,PARBATI3,RIHAND2,SEWA2,SIMHST1,TANAKPUR,URI2,ANTA_RF,DADRI_GF,DADRT2,KISHANGANGA,KKNP,MAPS,RIHAND3,SIMHST2,SINGRAULI,TALST2,TANDA2,TEHRI,VALLURNTECL,ANTA_CRF,DADRI_RF,DULHASTI,NLCIIST1,RAPPC,TelanganaSTPP,UNCHAHAR3,AURY_GF,KOTESHWR,NAPP,NLCEXP,RAPPB,RSTPSU7,UNCHAHAR1,URI,ANTA_GF,DADRI_LF
15,03:30-03:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,2.56,4.44,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.33,0,23.56

16,03:45-04:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,2.56,4.44,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.33,0,23.56

17,04:00-04:15,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,8.33,4.44,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.33,0,23.56

18,04:15-04:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,8.33,4.44,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.33,0,23.56

19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,2.56,4.44,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.54,0,23.56

20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,2.56,4.44,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.54,0,23.56

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,2.56,4.44,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.54,0,23.56

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,2.56,4.44,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.54,0,23.56

23,05:30-05:45,0,18.94,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,8.33,4.44,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.54,0,23.56

24,05:45-06:00,0,37.88,0,0,0,0,0,0,3.33,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,8.33,4.44,29.93,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.54,0,23.56

25,06:00-06:15,0,56.82,0,0,0,0,1.1,0,13.17,9.13,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,3.82,118.76,0,0,1.15,4.44,30.35,0,683.14,0,0,0,124.32,0,139.68,0,0,15.12,0,0,67.95,32.96,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.54,0,23.56

26,06:15-06:30,0,94.7,0,0,0,0,2.2,0,26.34,9.13,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,9.68,654.31,0,45.22,0,92,0,70.59,18.2,0,16.55,118.76,0,0,1.15,4.44,30.35,0,683.14,0,0,0,124.32,0,139.68,0,0,31.13,0,0,67.95,32.96,0,53.93,0,26.39,0,17.75,43.68,0,0,0,20.56,1.54,0,23.56

27,06:30-06:45,0,140.34,0,0,0,0,13.04,12.01,26.34,16.51,98.87,0,0,12.78,196.88,0,0,21.19,0,20,0,0,0,0,29.06,654.31,0,45.22,0,92,0,70.59,18.2,0,16.55,118.76,10.54,0,1.15,4.44,30.35,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,49.43,0,53.93,0,26.39,0,29.88,43.68,0,0,0,20.56,1.54,0,23.56

28,06:45-07:00,0,140.34,0,0,0,0,13.04,28.05,26.34,36.55,98.87,0,0,55.77,196.88,0,0,21.19,0,20,0,0,0,0,29.06,654.31,0,45.22,0,92,0,70.59,18.2,0,16.55,118.76,10.54,0,1.15,4.44,30.35,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,49.43,0,53.93,0,26.39,0,29.88,43.68,0,0,0,20.56,4.41,0,23.56

29,07:00-07:15,0,140.34,0,0,0,0,13.04,42.15,26.34,36.55,98.87,0,0,55.77,196.88,0,0,21.19,0,20,0,0,0,0,29.06,654.31,0,45.22,0,92,0,70.59,18.2,0,16.55,118.76,10.54,0,1.15,4.44,30.35,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,49.43,0,53.93,0,26.39,0,29.88,43.68,0,0,0,20.56,4.41,0,23.56

30,07:15-07:30,0,140.34,0,0,0,0,19.56,42.15,26.34,36.55,98.87,0,0,55.77,196.88,0,0,21.19,0,20,0,0,0,0,29.06,654.31,0,45.22,0,92,0,70.59,18.2,0,16.55,118.76,10.54,0,1.15,4.44,30.35,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,49.43,0,53.93,0,26.39,0,29.88,43.68,0,0,0,20.56,26.49,0,23.56

31,07:30-07:45,0,140.34,0,0,0,0,19.56,28.05,26.34,36.55,98.87,0,0,55.77,196.88,0,0,21.19,0,20,0,0,0,0,29.06,459.81,0,45.22,0,92,0,70.59,18.2,0,16.55,118.76,10.54,0,1.15,4.44,30.35,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,49.43,0,53.93,0,26.39,0,29.88,43.68,0,0,0,20.56,1.66,0,23.56

32,07:45-08:00,0,140.34,0,0,0,0,13.04,14.05,26.34,36.55,98.87,0,0,9.29,196.88,0,0,21.19,0,20,0,0,0,0,29.06,459.81,0,45.22,0,92,0,70.59,18.2,0,3.56,118.76,10.54,0,1.15,4.44,30.35,0,683.14,0,0,0,124.32,0,139.68,0,0,62.24,0,0,67.95,49.43,0,53.93,0,26.39,0,29.88,43.68,0,0,0,20.56,1.66,0,23.56

33,08:00-08:15,0,94.7,0,0,0,0,2.2,14.05,26.34,16.12,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,1.27,459.81,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,1.15,4.44,30.03,0,683.14,0,0,0,124.32,0,139.68,0,0,46.69,0,0,67.95,32.96,0,53.93,0,26.39,0,19.72,43.68,0,0,0,20.56,1.66,0,23.56

34,08:15-08:30,0,61.56,0,0,0,0,0,0,26.34,8.06,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,459.81,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,1.15,4.44,30.03,0,683.14,0,0,0,124.32,0,139.68,0,0,31.13,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.66,0,23.56

35,08:30-08:45,0,39.78,0,0,0,0,0,0,13.17,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,602.34,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,1.15,4.44,30.03,0,678.78,0,0,0,124.32,0,139.68,0,0,15.56,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.66,0,23.56

36,08:45-09:00,0,23.39,0,0,0,0,0,0,13.17,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,1.15,4.44,30.03,0,683.14,0,0,0,124.32,0,139.68,0,0,15.56,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.66,0,23.56

37,09:00-09:15,0,18.94,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,1.15,4.44,30.03,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,26.49,0,23.56

38,09:15-09:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,1.15,4.44,30.03,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,26.49,0,23.56

39,09:30-09:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,1.15,4.17,30.03,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,26.49,0,23.56

40,09:45-10:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,1.15,4.17,30.03,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,4.41,0,23.56

41,10:00-10:15,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,3.2,4.17,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

42,10:15-10:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,3.2,4.17,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

43,10:30-10:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,8.33,4.17,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

44,10:45-11:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,8.33,4.17,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

45,11:00-11:15,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,3.2,4.17,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

46,11:15-11:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,3.2,4.17,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

47,11:30-11:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,3.2,4.17,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

48,11:45-12:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,3.2,4.17,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

49,12:00-12:15,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,3.2,4.17,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

50,12:15-12:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,18.2,0,0,118.76,0,0,3.2,4.17,29.09,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

51,12:30-12:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.17,28.88,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

52,12:45-13:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.17,28.88,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,16.48,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

53,13:00-13:15,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.17,28.88,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

54,13:15-13:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,2.33,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.17,28.88,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

55,13:30-13:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,12.78,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,8.33,4.31,28.88,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

56,13:45-14:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,12.78,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.85,4.31,28.88,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

57,14:00-14:15,0,0,0,0,0,0,0,0,0,0,98.87,0,0,12.78,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.85,4.31,28.88,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

58,14:15-14:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,12.78,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.2,4.31,28.88,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

59,14:30-14:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,12.78,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.85,4.31,28.88,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

60,14:45-15:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,12.78,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.85,4.31,28.88,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

61,15:00-15:15,0,0,0,0,0,0,0,0,0,0,98.87,0,0,12.78,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.85,4.31,28.77,0,683.14,0,0,0,124.32,0,139.68,0,0,0,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

62,15:15-15:30,0,0,0,0,0,0,0,0,0,0,98.87,0,0,12.78,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.85,4.31,28.77,0,683.14,0,0,0,124.32,0,139.68,0,0,15.56,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

63,15:30-15:45,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.85,4.31,28.77,0,683.14,0,0,0,124.32,0,139.68,0,0,15.56,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

64,15:45-16:00,0,0,0,0,0,0,0,0,0,0,98.87,0,0,1.4,196.88,0,0,21.19,0,20,0,0,0,0,0,654.31,0,45.22,0,92,0,70.59,11.7,0,0,118.76,0,0,3.85,4.31,28.77,0,683.14,0,0,0,124.32,0,139.68,0,0,31.13,0,0,67.95,0,0,53.93,0,26.39,0,8.87,43.68,0,0,0,20.56,1.11,0,23.56

