Block,Time,KOLDAM,NAPP,SIMHST1,SINGRAULI,ANTA_CRF,NLCEXP,NLCIIST1,SEWA2,TALST2,TEHRI,UNCHAHAR1,AURY_LF,AURY_RF,DADRI_RF,CHAMERA1,CHAMERA2,DADRT2,KGSU1AND2,RIHAND3,SIMHST2,DADRI_GF,KKNPPU2,NLCIIST2,NNTPP,NTPL,PARBATI3,RAPPB,RIHAND1,RSTPSU1TO6,RSTPSU7,URI,AURY_GF,BRBCL,DULHASTI,KHSTPP-II,KKNP,KUDGI,NJPC,NLCTS2EXP,RAPPC,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,ANTA_GF,ANTA_LF,DADRI_CRF,BSIUL,CHAMERA3,FSTPP I & II,KISHANGANGA,KOTESHWR,MAPS,RAMPUR,SASAN,TANAKPUR,ANTA_RF,AURY_CRF,DHAULIGNGA,JHAJJAR,KGSU3AND4,KHSTPP-I,RIHAND2,TALA,TelanganaSTPP,UNCHAHAR3,URI2,TANDA2,UNCHAHAR4,VALLURNTECL,DADRI_LF
65,16:00-16:15,0,43.57,0,125.97,28.77,0,0,0,0,31.13,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

66,16:15-16:30,0,43.57,0,125.97,28.77,0,0,0,0,46.69,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

67,16:30-16:45,0,43.57,0,125.97,28.77,0,0,0,0,62.24,20.56,0,0,6.58,0,0,682.78,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,32.96,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

68,16:45-17:00,0,43.57,0,125.97,28.77,0,0,0,0,62.24,20.56,0,0,6.58,0,0,682.78,0,124.32,0,0,0,0,0,0,0,0,92,0,0,1.11,0,20,32.96,98.87,0,0,23.39,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

69,17:00-17:15,0,43.57,0,125.97,28.77,0,0,0,0,62.24,20.56,0,0,6.58,0,13.17,682.78,0,124.32,0,0,0,0,0,0,0,0,92,0,0,4.41,0,20,32.96,98.87,0,0,46.78,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

70,17:15-17:30,0,43.57,0,125.97,29.09,0,0,0,0,62.24,20.56,0,0,6.58,12.01,13.17,682.78,0,124.32,0,0,0,0,0,0,0,0,92,0,0,4.41,0,20,32.96,98.87,0,0,61.56,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,8.06,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

71,17:30-17:45,0,43.57,0,125.97,29.09,0,0,0,0,62.24,20.56,0,0,6.58,13.66,26.34,682.78,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,32.96,98.87,0,0,93.56,0,54.06,1.4,0,42.4,0,0,36.72,0,6.36,18.2,0,26.62,0,0,405,0.51,0,70.59,15.98,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

72,17:45-18:00,0,43.57,0,125.97,29.09,0,0,5.27,0,62.24,20.56,0,0,6.58,28.05,26.34,682.78,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,32.96,98.87,0,0,116.95,0,54.06,1.4,0,42.4,0,0,36.72,0,29.06,18.2,0,39.83,0,0,405,0.51,0,70.59,15.98,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

73,18:00-18:15,0,43.57,0,125.97,29.09,0,0,5.27,0,62.24,20.56,0,0,6.58,28.05,26.34,682.78,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,32.96,98.87,0,0,140.34,0,54.06,1.4,0,42.4,0,0,36.72,0,29.06,18.2,0,39.83,0,0,405,0.51,0,70.59,33.43,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

74,18:15-18:30,0,43.57,0,125.97,29.09,0,0,5.27,0,62.24,20.56,0,0,6.58,28.05,26.34,682.78,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,32.96,98.87,0,0,140.34,0,54.06,1.4,0,42.4,0,0,36.72,0,29.06,18.2,0,39.83,0,0,405,0.51,0,70.59,33.43,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

75,18:30-18:45,0,43.57,0,125.97,29.71,0,0,5.27,0,62.24,20.56,0,0,6.58,28.05,26.34,682.78,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,32.96,98.87,0,0,140.34,0,54.06,1.4,0,42.4,0,0,36.72,0,29.06,18.2,0,39.83,0,0,405,0.51,0,70.59,33.43,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

76,18:45-19:00,0,43.57,0,125.97,29.71,0,0,5.27,0,62.24,20.56,0,0,6.58,28.05,26.34,682.78,0,124.32,0,0,0,0,0,0,0,0,92,0,0,11.04,0,20,32.96,98.87,0,0,140.34,0,54.06,1.4,0,42.4,0,0,36.72,0,29.06,18.2,0,39.83,0,0,405,0.51,0,70.59,33.43,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

77,19:00-19:15,0,43.57,0,125.97,29.71,0,0,5.27,0,62.24,20.56,0,0,6.58,24.49,26.34,682.78,0,124.32,0,0,0,0,0,0,3.82,0,92,0,0,26.49,0,20,32.96,98.87,0,0,116.95,0,54.06,1.4,0,42.4,0,0,36.72,0,29.06,18.2,0,39.83,0,0,405,0.51,0,70.59,15.98,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

78,19:15-19:30,0,43.57,0,125.97,29.71,0,0,0,0,62.24,20.56,0,0,6.58,24.49,26.34,682.78,0,124.32,0,0,0,0,0,0,16.55,0,92,0,0,26.49,0,20,32.96,98.87,0,0,93.56,0,54.06,1.4,0,42.4,0,0,36.72,0,1.91,18.2,0,19.72,0,0,405,0.51,0,70.59,7.93,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

79,19:30-19:45,0,43.57,0,125.97,29.71,0,0,0,0,62.24,20.56,0,0,6.58,12.01,13.17,682.78,0,124.32,0,0,0,0,0,0,16.55,0,92,0,0,26.49,0,20,32.96,98.87,0,0,70.17,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,7.93,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

80,19:45-20:00,0,43.57,0,125.97,29.71,0,0,0,0,62.24,20.56,0,0,6.58,0,13.17,682.78,0,124.32,0,0,0,0,0,0,16.55,0,92,0,0,6.63,0,20,32.96,98.87,0,0,43.56,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

81,20:00-20:15,0,43.57,0,125.97,29.71,0,0,0,0,62.24,20.56,0,0,6.58,0,13.17,683.11,0,124.32,0,0,0,0,0,0,16.55,0,92,0,0,3.31,0,20,32.96,98.87,0,0,0,0,54.06,9.29,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

82,20:15-20:30,0,43.57,0,125.97,29.71,0,0,0,0,62.24,20.56,0,0,6.58,0,3.33,683.14,0,124.32,0,0,0,0,0,0,16.55,0,92,0,0,3.31,0,20,32.96,98.87,0,0,0,0,54.06,55.77,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

83,20:30-20:45,0,43.57,0,125.97,29.71,0,0,0,0,62.24,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,16.55,0,92,0,0,3.31,0,20,16.48,98.87,0,0,0,0,54.06,55.77,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

84,20:45-21:00,0,43.57,0,125.97,29.71,0,0,0,0,62.24,20.56,0,0,6.58,0,0,683.14,0,124.32,0,0,0,0,0,0,3.56,0,92,0,0,3.31,0,20,16.48,98.87,0,0,0,0,54.06,55.77,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

85,21:00-21:15,0,43.57,0,125.97,29.93,0,0,0,0,62.24,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,3.31,0,20,16.48,98.87,0,0,0,0,54.06,9.29,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

86,21:15-21:30,0,43.57,0,125.97,29.93,0,0,0,0,62.24,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,8.83,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

87,21:30-21:45,0,43.57,0,125.97,29.93,0,0,0,0,46.69,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,8.83,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

88,21:45-22:00,0,43.57,0,125.97,29.93,0,0,0,0,46.69,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,8.83,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0.51,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

89,22:00-22:15,0,43.57,0,125.97,29.93,0,0,0,0,46.69,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,8.83,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

90,22:15-22:30,0,43.57,0,125.97,29.93,0,0,0,0,46.69,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,8.83,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,42.4,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

91,22:30-22:45,0,43.57,0,125.97,29.93,0,0,0,0,31.13,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,8.83,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,21.19,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

92,22:45-23:00,0,43.57,0,125.97,30.13,0,0,0,0,31.13,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,8.83,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,21.19,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

93,23:00-23:15,0,43.57,0,125.97,30.13,0,0,0,0,31.13,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,12.15,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,21.19,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

94,23:15-23:30,0,43.57,0,125.97,30.13,0,0,0,0,15.56,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,12.15,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,21.19,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

95,23:30-23:45,0,43.57,0,125.97,30.13,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,12.15,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,21.19,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

96,23:45-24:00,0,43.57,0,125.97,30.13,0,0,0,0,0,20.56,0,0,7.12,0,0,683.14,0,124.32,0,0,0,0,0,0,0,0,92,0,0,12.15,0,20,16.48,98.87,0,0,0,0,54.06,1.4,0,21.19,0,0,36.72,0,0,18.2,0,8.87,0,0,405,0,0,70.59,0,654.31,0,45.22,118.76,0,0,26.39,4.44,0,0,0,24.11

