Column1,Time,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,GNARE/SR/2025/01/13/4532,L_NR_2019_19,GNA/NR/2025/07/01/8139,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/1192,NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8154,GNA/NR/2025/07/01/2236,GNA/NR/2025/07/01/3109,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/2952,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/8128
29,07:00-07:15,7.39,31.77,0,13,0,9,8,11,7,5,10.59,3.44,0,10,28.19,10.59,19.69,17.17,22.41,11.56,134.99,15.26,0,66.92,232.2,10.36,-0,20.76,81.81,19.25,43.75,0,224.98,8.52,5.6,27.76,100.27,1.89,26.69,13.76,1.89,26.69,1.46,106.97,102.47,0,12.66

30,07:15-07:30,9.45,30.45,0,17,0,12,7,14,8,6,10.16,3.95,0,16,33,10.16,25.36,19.74,22.41,13.33,134.99,15.26,0,66.92,193.7,10.36,-0,20.76,81.81,19.25,43.75,0,224.98,8.52,5.6,28.26,100.27,3.26,26.69,13.76,3.26,26.69,2.52,98.48,102.47,0,12.66

31,07:30-07:45,11.51,29.56,0,20,0,16,10.05,19,10,8,9.85,4.46,0,22,33,9.85,31.05,22.31,17.01,26.87,134.99,15.26,0,66.92,155.2,10.36,-0,20.76,81.81,19.25,43.75,0,224.98,8.52,5.6,28.77,100.27,4.32,26.69,13.76,4.32,26.69,3.34,89.99,102.47,0,12.66

32,07:45-08:00,13.56,28.27,0,27,0,22,9.35,25,13,12,9.43,4.98,0,30,33,9.43,33,24.87,18.01,31.12,134.99,15.26,0,66.92,148.88,10.36,-0,20.76,81.81,19.25,43.75,0,224.98,8.52,5.6,28.77,100.27,5.1,26.69,13.76,5.1,26.69,3.94,70.19,102.47,0,12.66

33,08:00-08:15,19.34,40.35,0,33,0,28,8.94,28,17,14,13.46,7.93,0,33,33,13.46,33,39.64,15.41,35.1,134.99,15.26,0,66.92,192.5,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,5.6,28.77,100.27,5.67,26.7,14.55,5.67,26.7,4.38,70.19,102.47,0,12.66

34,08:15-08:30,25.12,40,0,40,0,34,8.69,32,20,16,13.33,10.88,0,33,33,13.33,33,54.41,16.21,38.79,134.99,15.26,0,66.92,192.5,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,5.6,28.77,100.27,6.23,26.7,14.55,6.23,26.7,4.81,70.19,102.47,0,12.66

35,08:30-08:45,30.9,40.13,0,47,0,40,8.52,40,23,19,13.37,13.84,0,33,33,13.37,33,69.18,22.81,42.05,134.99,15.26,0,66.92,192.5,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,5.6,26.75,100.27,6.79,26.7,14.55,6.79,26.7,5.24,70.19,102.47,0,12.66

36,08:45-09:00,36.68,40.14,0,52,0,46,8.39,47,26,22,13.38,16.79,0,33,33,13.38,33,83.95,23.61,45,134.99,15.26,0,66.92,192.5,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,5.6,26.75,100.27,7.34,26.7,14.55,7.34,26.7,5.67,70.19,102.47,0,12.66

37,09:00-09:15,53.31,43.58,0,57,0,51,8.82,56,28,25,14.52,20.63,0,33,33,14.52,33,103.17,24.41,47.63,134.99,15.26,0,38.5,192.5,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,5.41,27.25,100.27,8.26,26.8,14.55,8.26,26.8,6.39,70.19,70.59,0,10.16

38,09:15-09:30,57.37,47.34,0,61,0,55,9.6,62,31,27,15.78,24.48,0,33,33,15.78,33,122.38,25.81,49.97,134.99,15.26,0,38.5,231,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,5.41,27.25,100.27,9.09,26.8,14.55,9.09,26.8,7.02,70.19,70.59,0,10.16

39,09:30-09:45,61.43,39.49,0,69,0,60,9.67,66,34,30,13.17,26.19,0,33,33,13.17,33,130.95,27.21,74.15,134.99,15.26,0,38.5,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,5.41,27.25,100.27,9.89,26.8,14.55,9.89,26.8,7.65,70.19,70.59,0,12.66

40,09:45-10:00,65.49,41.51,0,79,0,64,10.33,70,40,32,13.83,28.24,0,33,33,13.83,33,141.19,28.41,78.06,134.99,15.26,0,38.5,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,5.41,27.25,100.27,10.69,26.8,14.55,10.69,26.8,8.25,70.19,70.59,0,12.66

41,10:00-10:15,63.7,32.51,0,79,0,69,8.33,78,39,36,10.83,29.73,0,33,33,10.83,33,148.64,28.01,80.01,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,5.41,27.25,100.27,11.43,26.8,14.55,11.43,26.8,8.82,70.19,130.23,0,12.66

42,10:15-10:30,61.9,33,0,83,0,72,8.33,83,41,39,11,30.93,0,33,33,11,33,154.67,28.41,83.91,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,5.41,27.25,100.27,12.16,26.8,14.55,12.16,26.8,9.4,70.19,130.23,0,12.66

43,10:30-10:45,60.11,30,0,88,0,75,8.33,87,44,40,10,35.12,0,33,33,10,33,175.62,30.41,85.86,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,5.41,27.25,100.27,12.9,26.96,14.55,12.9,26.96,9.96,70.19,130.23,0,12.66

44,10:45-11:00,58.06,30,0,89,0,76,8.33,88,45,41,10,35.6,0,33,33,10,33,177.99,31.21,88.79,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,5.41,27.25,100.27,13.63,26.96,14.55,13.63,26.96,10.53,70.19,130.23,0,12.66

45,11:00-11:15,59.53,31.01,0,91,0,76,8.33,90,45,42,10.33,36.39,0,33,33,10.33,33,181.92,14.01,88.79,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,4.2,27.25,100.27,14.19,26.96,14.55,14.19,26.96,10.97,70.19,130.23,0,12.66

46,11:15-11:30,60.87,31.5,0,91,0,76,8.33,91,46,43,10.5,37.33,0,33,33,10.5,33,186.66,14.01,89.76,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,4.2,27.25,100.27,14.35,26.96,14.55,14.35,26.96,11.1,70.19,130.23,0,12.66

47,11:30-11:45,61.73,31.99,0,91,0,76,8.67,84,46,39,10.67,37.86,0,33,33,10.67,33,189.3,14.41,95.62,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,4.2,27.25,100.27,16.02,26.96,14.55,16.02,26.96,12.39,78.67,130.23,0,12.66

48,11:45-12:00,62.77,32.51,0,91,0,76,9,84,46,39,10.83,37.7,0,33,33,10.83,33,188.5,15.01,68.3,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,8.52,4.2,27.25,100.27,16.43,26.96,14.55,16.43,26.96,12.69,87.16,130.23,0,12.66

49,12:00-12:15,83.33,33,0,91,0,76,9.33,82,46,42,11,42.06,0,33,33,11,33,210.32,16.01,68.3,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,6.67,5.51,27.25,100.27,16.62,26.97,16.85,16.62,26.97,12.84,95.65,130.23,0,12.07

50,12:15-12:30,83.33,34.01,0,91,0,76,9.67,82,46,43,11.33,42.31,0,33,33,11.33,33,211.55,17.01,92.69,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,6.67,5.51,27.25,100.27,16.65,26.97,16.85,16.65,26.97,12.86,104.14,130.23,0,12.07

51,12:30-12:45,95,34.5,0,91,0,76,10,81,46,43,11.5,45,0,33,33,11.5,33,225,18.01,92.69,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,6.67,5.51,28.26,100.27,16.64,26.97,16.85,16.64,26.97,12.85,112.63,130.23,0,12.07

52,12:45-13:00,95,34.99,0,91,0,76,10.33,81,46,43,11.67,45,0,33,33,11.67,33,225,19.01,92.69,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,6.67,5.51,28.26,100.27,16.62,26.97,16.85,16.62,26.97,12.84,115.46,130.23,0,12.07

53,13:00-13:15,84.55,34.99,0,91,0,76,10.67,81,46,43,11.67,44.17,0,33,33,11.67,33,220.83,20.01,67.19,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,6.67,5.6,28.26,100.27,16.34,26.97,13.18,16.34,26.97,12.63,115.46,130.23,0,12.07

54,13:15-13:30,84.85,34.99,0,91,0,76,11,81,46,43,11.67,44.17,0,33,33,11.67,33,220.83,22.01,68.15,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,6.67,5.6,28.26,100.27,16.15,26.97,13.18,16.15,26.97,12.48,115.46,130.23,0,12.07

55,13:30-13:45,84.04,34.99,0,91,0,76,9,81,46,40,11.67,43.33,0,33,33,11.67,33,216.67,24.01,68.22,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,6.67,5.6,28.26,100.27,15.95,26.97,13.18,15.95,26.97,12.32,115.46,112.57,0,12.07

56,13:45-14:00,83.44,36,0,91,0,73,9,81,46,39,12,42.5,0,33,33,12,33,212.5,28.01,64.28,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,6.67,5.6,28.26,100.27,15.77,26.97,13.18,15.77,26.97,12.19,115.46,112.57,0,12.07

57,14:00-14:15,90,36.49,0,82,0,72,9.34,81,41,36,12.17,33.73,0,33,33,12.17,33,168.67,32.01,58.65,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,6.67,5.69,29.27,100.27,15.39,26.97,13.18,15.39,26.97,11.9,115.46,112.57,0,12.07

58,14:15-14:30,88.33,37.5,0,79,0,70,9.66,80,39,35,12.5,33.05,0,33,33,12.5,33,165.27,34.01,29.27,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,6.67,5.69,29.27,100.27,15.02,26.97,13.18,15.02,26.97,11.6,115.46,112.57,0,12.07

59,14:30-14:45,78.2,34.99,0,67,0,60,10,78,33,34,11.67,27.72,0,33,33,11.67,33,138.6,36.01,29.27,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,6.67,5.69,29.27,100.27,14.12,26.5,13.18,14.12,26.5,10.92,115.46,112.57,0,12.07

60,14:45-15:00,72.07,34.99,0,63,0,57,10.34,77,32,33,11.67,26.82,0,33,33,11.67,33,134.11,36.62,29.27,134.99,15.26,0,76.32,270.7,0,-88.59,20.76,81.81,19.25,43.75,0,224.98,6.67,5.69,29.27,100.27,13.24,26.5,13.18,13.24,26.5,10.23,115.46,112.57,0,12.07

61,15:00-15:15,33.33,34.99,0,61,0,54,8.33,67,31,31,11.67,12.5,0,33,33,11.67,33,62.5,39.02,31.22,134.99,15.26,0,76.32,270.7,0,-0,20.76,81.81,19.25,43.75,0,224.98,6.67,5.93,29.27,100.27,13.34,26.5,13.18,13.34,26.5,10.31,115.46,112.57,0,12.07

62,15:15-15:30,33.33,36,0,59,0,51,8.33,65,29,27,12,12.5,0,33,33,12,33,62.5,39.02,31.22,134.99,15.26,0,76.32,270.7,0,-0,20.76,81.81,19.25,43.75,0,224.98,6.67,5.93,29.27,100.27,12.78,26.5,13.18,12.78,26.5,9.87,115.46,112.57,0,12.07

63,15:30-15:45,33.33,37.01,0,60,0,48,8.33,23,30,29,12.33,12.5,0,33,33,12.33,33,62.5,39.02,31.22,134.99,15.26,0,86.82,270.7,0,-0,20.76,81.81,19.25,43.75,0,224.98,6.67,5.93,29.27,100.27,11.9,26.5,13.18,11.9,26.5,9.2,115.46,130.23,0,12.07

64,15:45-16:00,33.33,37.5,0,57,0,45,8.67,23,28,28,12.5,12.5,0,33,33,12.5,33,62.5,39.02,31.22,134.99,15.26,0,86.82,270.7,0,-0,20.76,81.81,19.25,43.75,0,224.98,6.67,5.93,30.28,100.27,11.2,26.5,13.18,11.2,26.5,8.65,115.46,130.23,0,12.07

65,16:00-16:15,20,33.49,0,52,0,42,6.67,18,26,24,11.17,9.17,0,30,33,11.17,33,45.83,39.22,49.46,134.99,15.26,0,86.82,270.7,0,-0,20.76,81.81,19.25,43.75,0,224.98,6.67,6.34,30.28,100.27,10.3,26.5,13.18,10.3,26.5,7.96,115.46,130.23,0,12.07

66,16:15-16:30,19.33,34.5,0,40,0,37,7,15,20,22,11.5,8.33,0,20,33,11.5,33,41.67,39.22,45.94,134.99,15.26,0,86.82,270.7,0,-0,20.76,81.81,19.25,43.75,0,224.98,6.67,6.34,31.29,100.27,9.29,26.5,13.18,9.29,26.5,7.18,115.46,130.23,0,12.07

67,16:30-16:45,15,36,0,41,0,33,7.33,25,21,11,12,7.5,0,10,33,12,31.65,37.5,33.81,41.12,134.99,15.26,0,86.82,270.7,0,-0,20.76,81.81,19.25,43.75,0,224.98,6.67,6.34,31.29,100.27,8.14,26.5,13.18,8.14,26.5,6.29,115.46,130.23,0,12.07

68,16:45-17:00,15,37.5,0,35,0,27,7.33,23,17,10,12.5,7.5,0,5,29.23,12.5,27.19,37.5,33.81,36.14,134.99,15.26,0,86.82,270.7,0,-0,20.76,81.81,19.25,43.75,0,224.98,6.67,6.34,31.29,100.27,4.92,26.5,13.18,4.92,26.5,3.8,115.46,130.23,0,12.07

69,17:00-17:15,11.67,38.51,0,27,0,21,8.33,23,13,9,12.83,5,0,2,22.19,12.83,22.73,25,33.81,30.58,134.99,15.26,0,86.82,270.7,0,-0,20.76,81.81,19.25,43.75,0,224.98,6.67,6.72,31.29,100.27,4.18,26.5,16.85,4.18,26.5,3.23,115.46,130.23,0,12.07

70,17:15-17:30,11.67,40.5,0,20,0,15,8.33,22,10,8,13.5,5,0,0,17.67,13.5,18.46,25,33.81,24.86,134.99,15.26,0,86.82,270.7,0,-0,20.76,81.81,19.25,43.75,0,224.98,6.67,6.72,31.29,100.27,3.5,26.5,16.85,3.5,26.5,2.71,115.46,130.23,0,12.07

71,17:30-17:45,11,37.5,0,15,0,12,8.33,13,7,7,12.5,5,0,0,13.52,12.5,14.2,25,39.02,19.77,134.99,15.26,0,86.82,270.7,0,-0,20.76,81.81,19.25,43.75,0,224.98,6.67,6.72,31.29,100.27,2.87,26.5,16.85,2.87,26.5,2.23,115.46,130.23,0,12.07

72,17:45-18:00,10,37.99,0,9,0,9,8.33,10,4,6,12.67,5,0,0,9.9,12.67,10.15,25,39.02,15.16,134.99,15.26,0,86.82,270.7,0,-0,20.76,81.81,19.25,43.75,0,224.98,6.67,6.72,30.28,100.27,2.29,26.5,16.85,2.29,26.5,1.78,115.46,130.23,0,12.07

73,18:00-18:15,10,34.65,0,3,0,6,8.33,8,2,5,11.55,5.11,0,0,0,11.55,0,25.52,39.02,14.41,134.99,0,0,86.82,270.7,0,-0,20.76,81.81,0,43.75,0,224.98,6.67,7.09,29.27,100.27,1.83,19.42,17.32,1.83,29,1.41,115.46,130.23,0,12.07

