Block,Time Block,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,BSIUL,CHAMERA3,KGSU1AND2,KGSU3AND4,CHAMERA2,DHAULIGNGA,FSTPP I & II,ANTA_LF,DADRI_CRF,AURY_GF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_GF,ANTA_CRF,ANTA_RF,AURY_LF,BRBCL,NNTPP,NLCIIST1,NLCTS2EXP,NTPL,NLCIIST2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,KOTESHWR,MAPS,NJPC,NAPP,NLCEXP,KOLDAM,KKNP,KISHANGANGA,KKNPPU2,RAMPUR,PARBATI3,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,SINGRAULI,TALA,SALAL,SEWA2,DADRI_RF,DADRI_LF,KHSTPP-II,KHSTPP-I,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
34,08:15-08:30,31.77,267.94,0,351.25,6.26,9.33,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,4.79,0,0,14.6,0,0,18.15,8.55,0,39.25,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,76.51,0,0,0,142.93,40.95,0,0,0,0,0,0

35,08:30-08:45,31.77,261.67,0,351.25,6.26,9.33,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,3.19,0,0,14.6,0,0,18.15,8.55,0,39.25,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,76.51,0,0,0,142.93,40.95,0,0,0,0,0,0

36,08:45-09:00,31.77,267.94,0,351.25,6.26,9.33,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,3.19,0,0,14.6,0,0,18.15,8.55,0,39.25,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,76.51,0,0,0,142.93,40.95,0,0,0,0,0,0

37,09:00-09:15,31.77,267.94,0,351.25,6.26,9.33,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,12.35,0,30.48,3.19,0,0,14.6,0,0,18.15,8.55,0,39.25,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,76.51,0,0,0,142.93,29.25,0,0,0,0,0,0

38,09:15-09:30,31.77,267.94,0,351.25,6.26,9.33,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,12.35,0,30.48,3.19,0,0,14.6,0,0,18.15,8.55,0,39.25,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,25.76,0,0,0,142.93,29.25,0,0,0,0,0,0

39,09:30-09:45,31.77,239.02,0,351.25,0,0,0,0,9.63,1.27,17.85,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,3.19,0,0,14.6,0,0,4.4,8.55,0,39.25,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,142.93,27.6,0,0,0,0,0,0

40,09:45-10:00,31.77,239.02,0,351.25,0,0,0,0,9.63,1.27,17.85,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,3.19,0,0,14.6,0,0,4.4,8.55,0,39.25,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,142.93,27.6,0,0,0,0,0,0

41,10:00-10:15,31.77,239.02,0,351.25,0,0,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,3.19,0,0,14.6,0,0,4.4,8.55,0,39.25,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,142.93,29.25,0,0,0,0,0,0

42,10:15-10:30,31.77,239.02,0,351.25,0,0,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,3.19,0,0,14.6,0,0,4.4,8.55,0,39.25,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,142.93,29.25,0,0,0,0,0,0

43,10:30-10:45,31.77,239.02,0,262.52,0,0,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,3.19,0,0,14.6,0,0,4.4,8.55,0,39.25,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,142.93,29.25,0,0,0,0,0,0

44,10:45-11:00,31.77,239.02,0,235.53,0,0,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,4.79,0,0,14.6,0,0,4.4,8.55,0,39.25,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,142.93,29.25,0,0,0,0,0,0

45,11:00-11:15,31.77,239.02,0,235.53,0,0,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,2.34,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

46,11:15-11:30,31.77,239.02,0,235.53,0,0,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,2.34,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

47,11:30-11:45,31.77,274.2,0,235.53,0,0,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,12.35,0,30.48,39.37,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

48,11:45-12:00,31.77,291.85,0,235.53,0,0,0,0,2.31,8.78,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,12.35,0,30.48,39.37,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

49,12:00-12:15,31.77,291.85,0,235.53,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,4.25,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

50,12:15-12:30,31.77,291.85,0,235.53,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,7.4,0,30.48,2.13,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

51,12:30-12:45,15.88,291.85,0,235.53,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,8.64,0,30.48,2.13,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

52,12:45-13:00,15.88,291.85,0,235.53,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,8.64,0,30.48,2.13,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

53,13:00-13:15,15.88,291.85,0,250.46,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,8.64,0,30.48,2.13,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

54,13:15-13:30,15.88,291.85,0,250.46,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,8.64,0,30.48,2.13,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

55,13:30-13:45,15.88,291.85,0,250.46,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,8.64,0,30.48,2.13,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

56,13:45-14:00,15.88,291.85,0,250.46,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,12.35,0,30.48,2.13,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

57,14:00-14:15,15.88,291.85,0,250.46,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,12.35,0,30.48,2.13,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

58,14:15-14:30,15.88,291.85,0,250.46,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,17.92,0,8.64,0,30.48,2.13,0,0,14.6,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,29.25,0,0,0,0,0,0

59,14:30-14:45,15.88,300.52,0,298.65,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,8.64,0,40.87,2.13,0,0,20.09,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,31.83,0,0,0,0,0,0

60,14:45-15:00,15.88,308.23,0,298.65,0,0,0,0,2.31,1.27,20.05,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,25.43,0,8.64,0,40.87,2.13,0,0,20.09,0,0,4.4,8.55,0,22.54,40.05,0,0,0,0,0,0,0,57.59,0,114.46,390.34,88.67,0,0,0,49.91,0,0,134.62,0,12.32,0,0,0,95.29,32.17,0,0,0,0,0,0

