Time,Block,NR/2023/13636/A,NR/2023/13254/A,NR/2023/13165/A,NR/2023/13376/A,NR/2023/17068/C,NR/2023/13253/A,NR/2023/16291/F,NR/2023/13385/A,NR/2023/13242/A,NR/2023/16191/A,NR/2023/13383/A,NR/2023/13387/A,NR/2023/13908/A,NR/2023/17033/C,NR/2023/16291/F/II,NR/2023/17045/C,NR/2023/16077/A,NR/2023/16437/F,NR/2023/16952/D,NR/2023/13519/A,NR/2023/16520/F,NR/2023/15770/A,NR/2023/17044/C,NR/2023/16865/F,NR/2023/16073/A,NR/2023/17032/C,NR/2023/17031/C,NR/2023/17022/C,NR/2023/16953/D,NR/2023/17063/C,NR/2023/13148/A,NR/2023/16185/A,NR/2023/13150/A,NR/2023/17019/D,ER/2023/10844/C,NR/2023/17030/C,NR/2023/17062/C,Total
22,05:15-05:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.580000,30.720000,0.000000,142.620000,46.280000,100.420000,175.680000,9.540000,0.000000,0.000000,107.980000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,3.030000,4.850000,0.000000,0.000000,77.620000,63.260000,0,22.000000,0,0,1218.5

23,05:30-05:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.580000,30.720000,0.000000,142.620000,46.280000,100.420000,175.680000,9.540000,0.000000,0.000000,107.980000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,3.030000,4.850000,0.000000,0.000000,77.620000,63.260000,0,22.000000,0,0,1218.5

24,05:45-06:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.580000,30.720000,0.000000,142.620000,46.280000,100.420000,175.680000,9.540000,0.000000,0.000000,107.980000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,3.030000,4.850000,0.000000,0.000000,77.620000,63.260000,0,22.000000,0,0,1218.5

25,06:00-06:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.680000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.350000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,3.030000,4.850000,0.000000,0.000000,77.620000,63.260000,0,22.000000,0,0,1064.15

26,06:15-06:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.680000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.350000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,4.040000,4.850000,0.000000,0.000000,77.620000,63.260000,0,22.000000,0,0,1065.16

27,06:30-06:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.680000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.350000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,4.040000,4.850000,0.000000,0.000000,77.620000,63.260000,0.2,22.000000,0,0,1065.36

28,06:45-07:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.680000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.350000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,4.040000,4.850000,0.000000,0.000000,77.620000,63.260000,0.61,22.000000,0,0,1065.77

29,07:00-07:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.680000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.270000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,4.040000,4.850000,0.000000,0.000000,77.620000,63.260000,1.08,0.000000,0,0,1044.16

30,07:15-07:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.680000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.270000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,4.040000,4.850000,0.000000,0.000000,77.620000,63.260000,1.68,0.000000,0,0,1044.76

31,07:30-07:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.680000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.270000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,4.040000,4.850000,0.000000,0.000000,77.620000,63.260000,2.37,0.000000,0,0,1045.45

32,07:45:08:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.680000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.270000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,4.040000,4.850000,0.000000,0.000000,77.620000,63.260000,3.04,0.000000,0,0,1046.12

33,08:00-08:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.080000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,3.030000,4.850000,0.000000,0.000000,77.620000,63.260000,3.75,0.000000,0,0,1045.92

34,08:15-08:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.080000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,3.030000,4.850000,0.000000,0.000000,77.620000,63.260000,4.33,0.000000,0,0,1046.5

35,08:30-08:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.080000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,3.030000,4.850000,0.000000,0.000000,77.620000,63.260000,5.15,0.000000,0,0,1047.32

36,08:45:09:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.080000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,0.000000,24.260000,0.000000,0.000000,3.030000,4.850000,0.000000,0.000000,77.620000,63.260000,5.7,0.000000,0,0,1047.87

37,09:00:09:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,8.890000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,0.000000,0.000000,4.040000,4.850000,0.000000,0.000000,77.620000,63.260000,4.46,0.000000,16.01,0,1071.71

38,09:15-09:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,8.890000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,0.000000,0.000000,4.040000,4.850000,0.000000,0.000000,77.620000,63.260000,5.49,0.000000,16.01,0,1072.74

39,09:30-09:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,8.890000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,0.000000,0.000000,4.040000,4.850000,0.000000,0.000000,77.620000,63.260000,5.44,0.000000,16.01,0,1072.69

40,09:45-10:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,8.890000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,0.000000,0.000000,4.040000,4.850000,0.000000,0.000000,77.620000,63.260000,8.34,0.000000,16.01,0,1075.59

41,10:00-10:15,12.820000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,8.890000,0.000000,0.000000,0.000000,99.050000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,0.000000,0.000000,5.050000,4.850000,0.000000,0.000000,77.620000,63.260000,6.95,0.000000,16.01,0,1019.27

42,10:15-10:30,12.820000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,8.890000,0.000000,0.000000,0.000000,99.050000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,0.000000,0.000000,5.050000,4.850000,0.000000,0.000000,77.620000,63.260000,5.97,0.000000,16.01,0,1018.29

43,10:30-10:45,12.820000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,8.890000,0.000000,0.000000,0.000000,99.050000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,0.000000,0.000000,5.050000,4.850000,0.000000,0.000000,77.620000,63.260000,6.18,0.000000,16.01,0,1018.5

44,10:45-11:00,12.820000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,8.890000,0.000000,0.000000,0.000000,99.050000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,0.000000,0.000000,5.050000,4.850000,0.000000,0.000000,77.620000,63.260000,6.07,0.000000,16.01,0,1018.39

45,11:00-11:15,12.820000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,8.980000,0.000000,0.000000,0.000000,99.050000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,30.000000,18.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,7.94,0.000000,16.01,0,1073.39

46,11:15-11:30,12.820000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,8.980000,0.000000,0.000000,0.000000,99.050000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,30.000000,18.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,7.68,0.000000,16.01,0,1073.13

47,11:30-11:45,12.820000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,8.980000,0.000000,0.000000,0.000000,99.050000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,30.000000,18.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,7.42,0.000000,16.01,0,1072.87

48,11:45-12:00,12.820000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,8.980000,0.000000,0.000000,0.000000,99.050000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,30.000000,18.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,8.06,0.000000,16.01,0,1073.51

49,12:00-12:15,12.820000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.080000,0.000000,0.000000,0.000000,99.050000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,30.000000,18.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,6.95,0.000000,16.01,0,1072.5

50,12:15-12:30,12.820000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.080000,0.000000,0.000000,0.000000,99.050000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,30.000000,18.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,6.22,0.000000,16.01,0,1071.77

51,12:30-12:45,12.820000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.080000,0.000000,0.000000,0.000000,99.050000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,30.000000,18.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,4.84,0.000000,16.01,0,1070.39

52,12:45-13:00,12.820000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.080000,0.000000,0.000000,0.000000,99.050000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,30.000000,18.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,7.7,0.000000,16.01,0,1073.25

53,13:00-13:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.170000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,30.000000,18.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,7.94,0.000000,16.01,0,1129.52

54,13:15-13:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.170000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,30.000000,18.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,7.57,0.000000,16.01,0,1129.15

55,13:30-13:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.170000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,30.000000,18.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,6.75,0.000000,16.01,0,1128.33

56,13:45-14:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.170000,0.000000,0.000000,0.000000,148.580000,67.910000,0.000000,0.000000,63.060000,0.000000,8.250000,24.260000,30.000000,18.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,9.37,0.000000,16.01,0,1130.95

57,14:00-14:15,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.350000,0.000000,0.000000,0.000000,148.580000,67.910000,58.640000,0.000000,63.060000,48.510000,8.250000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,8.06,0.000000,16.01,0,1188.97

58,14:15-14:30,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.350000,0.000000,0.000000,0.000000,148.580000,67.910000,58.640000,0.000000,63.060000,48.510000,8.250000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,6.5,0.000000,16.01,0,1187.41

59,14:30-14:45,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.350000,0.000000,0.000000,0.000000,148.580000,67.910000,58.640000,0.000000,63.060000,48.510000,8.250000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,6.01,0.000000,16.01,0,1186.92

60,14:45-15:00,19.230000,19.690000,22.310000,20.370000,0.000000,48.510000,0.970000,30.720000,0.000000,142.620000,0.000000,100.420000,175.680000,9.350000,0.000000,0.000000,0.000000,148.580000,67.910000,58.640000,0.000000,63.060000,48.510000,8.250000,24.260000,0.000000,0.000000,10.090000,4.850000,0.000000,0.000000,77.620000,63.260000,6.34,0.000000,16.01,0,1187.25

