Block,Time Block,BSIUL,CHAMERA1,BRBCL,CHAMERA2,CHAMERA3,DHAULIGNGA,DADRT2,DULHASTI,FSTPP I & II,JHAJJAR,KGSU3AND4,KGSU1AND2,KHSTPP-II,KISHANGANGA,KHSTPP-I,KKNPPU2,KKNP,KOLDAM,KOTESHWR,KUDGI,MAPS,NLCEXP,NJPC,NAPP,NLCIIST1,NLCIIST2,NLCTS2EXP,PARBATI3,NNTPP,NTPL,RAPPB,RAMPUR,RAPPC,RSTPSU7,RIHAND3,RIHAND2,RIHAND1,RSTPSU1TO6,SIMHST2,SALAL,SEWA2,SASAN,SIMHST1,SINGRAULI_HYDRO,SINGRAULI,TANAKPUR,TALA,TANDA2,TALST2,TelanganaSTPP,TEHRI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,URI2,UNCHAHAR3,UNCHAHAR2,URI,ANTA_CRF,AURY_GF,ANTA_GF,AURY_CRF,ANTA_RF,ANTA_LF,DADRI_CRF,AURY_RF,DADRI_LF,DADRI_RF,AURY_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0,0,13.87,1.8,0,0,283.32,15.83,9.61,230.41,0,0,52.23,0,20.23,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,119.4,84.67,77.57,0,0,1.34,0,402.19,0,0,83.17,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,0,0,15.03,1.8,0,0,276.6,15.83,9.61,230.41,0,0,52.23,0,20.23,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,119.4,84.67,77.57,0,0,1.34,0,402.19,0,0,83.17,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,0,0,13.09,1.8,0,0,263.15,15.83,9.61,230.41,0,0,52.23,0,20.23,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,93.8,84.67,77.57,0,0,1.34,0,402.19,0,0,83.17,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,0,0,14.05,1.8,0,0,256.43,15.83,9.61,230.41,0,0,52.23,0,20.23,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,93.8,84.67,77.57,0,0,1.34,0,402.19,0,0,83.17,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,0,0,13.49,1.8,0,0,257.39,15.83,9.61,230.41,0,0,52.23,0,20.23,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,93.8,84.67,77.57,0,0,1.34,0,402.19,0,0,83.17,8,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,0,0,15.56,1.8,0,0,250.66,15.83,9.61,230.41,0,0,52.23,0,20.23,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,93.8,84.67,77.57,0,0,1.34,0,402.19,0,0,83.17,8,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,0,0,17.19,1.8,0,0,248.74,15.83,9.61,230.41,0,0,52.23,0,20.17,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,93.8,84.67,77.57,0,0,1.34,0,402.19,0,0,83.17,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,11.63,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,0,0,16.68,1.8,0,0,247.78,15.83,9.61,230.41,0,0,52.23,0,20.17,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,93.8,84.67,77.57,0,0,1.34,0,402.19,0,0,83.17,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,11.63,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,0,0,16.65,1.8,0,0,249.7,15.83,9.61,230.41,0,0,52.23,0,20.17,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,104.37,84.67,77.57,0,0,1.34,0,402.19,0,0,83.17,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,11.63,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,0,0,16.59,1.8,0,0,254.51,15.83,9.61,230.41,0,0,52.23,0,20.17,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,104.37,84.67,77.57,0,0,1.34,0,402.19,0,0,83.17,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,11.63,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,0,0,17.07,1.8,0,0,272.75,15.83,9.61,230.41,0,0,52.23,0,20.17,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,104.37,84.67,77.57,0,0,12.27,0,402.19,0,0,83.17,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,11.63,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,0,0,19.21,1.8,0,0,290.04,15.83,9.61,230.41,0,0,52.23,0,20.17,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,104.37,84.67,77.57,0,0,66.96,0,402.19,0,0,83.17,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,11.63,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,0,0,19.21,1.8,0,0,306.37,15.83,9.61,230.41,0,0,52.23,0,20.17,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,98.42,84.1,77.57,0,0,66.96,0,402.19,0,0,81.87,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,11.63,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,0,0,19.21,1.8,0,0,312.13,15.83,9.61,230.41,0,0,52.23,0,20.17,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,98.42,84.1,77.57,0,0,53.56,0,402.19,0,0,81.87,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,11.63,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,0,0,19.21,1.8,0,0,312.13,15.83,9.61,230.41,0,0,52.23,0,20.17,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,51.19,0,93.8,83.71,77.57,0,0,53.56,0,402.19,0,0,83.17,8,0,0,0,0,14.94,11.53,0,0,4.39,13.94,11.63,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,0,0,19.21,1.8,0,0,312.13,15.83,12.03,230.41,0,0,65.71,0,25.62,0,0,0,8.52,0,0,0,18.19,41.34,0,0,0,0,0,0,0,0,51.19,0,93.8,83.71,77.57,0,0,12.27,0,402.19,0,0,83.17,8,0,0,0,0,29.9,11.53,0,0,4.39,13.94,11.63,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,0,0,19.21,1.8,0,0,312.13,15.83,12.03,230.41,0,0,65.71,0,26.7,0,0,0,8.52,0,0,0,38.2,41.34,0,0,0,0,0,0,0,0,51.19,0,119.4,98.34,77.57,0,0,1.34,0,402.19,0,0,117.01,8,0,0,0,0,29.9,11.53,0,0,4.39,13.94,11.63,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,0,0,19.21,1.8,9.3,0,312.13,15.83,12.03,230.41,0,0,65.71,0,26.7,0,0,0,8.52,0,0,0,59.76,41.34,0,0,0,0,0,0,0,0,51.19,0,119.4,99.23,77.57,0,0,1.34,0,402.19,0,0,117.01,3.7,0,0,0,0,44.84,11.53,0,0,4.39,13.94,11.63,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,1.06,0,19.21,1.8,9.3,8.77,312.13,15.83,12.03,230.41,0,0,78.31,0,29.15,0,0,0,8.52,0,0,0,89.86,41.34,0,0,0,3.67,0,0,0,0,51.19,0,119.4,99.23,77.57,0,0,1.34,0,402.19,0,0,133.57,3.7,0,0,0,0,59.78,11.53,0,0,4.39,13.94,11.63,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,6.26,0,19.21,3.84,18.59,17.55,312.13,15.83,12.03,230.41,0,0,78.31,0,29.15,0,0,0,8.52,0,0,0,112.32,41.34,0,0,0,15.89,0,0,0,0,51.19,0,119.4,99.23,77.57,0,0,1.34,0,402.19,0,0,134.15,3.7,0,0,0,0,59.78,11.53,0,0,4.39,13.94,11.63,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,12.52,11.38,19.21,25.3,27.91,35.1,331.34,31.65,12.03,230.41,0,0,78.31,0,29.15,0,0,0,18.94,0,0,0,134.78,41.34,0,0,0,15.89,0,0,0,0,51.19,0,119.4,99.23,77.57,0,0,1.34,5.06,402.19,0,0,134.15,3.7,0,0,0,0,59.78,11.53,0,0,4.39,13.94,11.63,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,12.52,26.94,19.21,25.3,27.91,35.1,350.55,31.65,12.03,230.41,0,0,78.31,0,29.15,0,0,0,18.94,0,0,0,134.78,41.34,0,0,0,15.89,0,0,0,0,51.19,0,119.4,99.23,77.57,0,0,1.34,10.12,402.19,0,0,134.15,3.7,0,0,0,0,59.78,11.53,0,0,4.39,13.94,11.63,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,12.52,26.94,19.21,25.3,27.91,35.1,360.85,31.65,14.28,230.41,0,0,94.95,0,32.36,0,0,0,18.94,0,0,0,134.78,41.34,0,0,0,15.89,0,0,0,0,51.19,0,119.4,114.06,88.36,0,0,1.34,10.12,402.19,0,0,134.15,3.7,0,0,0,0,59.78,13.62,0,0,4.39,16.7,14.02,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,12.52,26.94,19.21,25.3,27.91,35.1,360.85,31.65,14.28,230.77,0,0,94.95,0,32.36,0,0,0,18.94,0,0,0,134.78,41.34,0,0,0,15.89,0,0,0,0,51.19,0,119.4,114.06,88.36,0,0,1.34,10.12,402.19,0,0,134.15,3.07,0,0,0,0,59.78,17.61,0,0,4.39,22.75,18.07,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,12.52,26.94,19.21,25.3,27.91,35.1,360.85,31.65,13.53,230.77,0,0,94.95,0,32.36,0,0,0,18.94,0,0,0,112.32,41.34,0,0,0,15.89,0,0,0,0,51.19,0,119.4,114.06,88.36,0,0,1.34,5.06,402.19,0,0,134.15,3.07,0,0,0,0,59.78,17.61,0,0,4.39,22.75,18.07,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,12.52,26.94,19.21,25.3,27.91,35.1,360.85,31.65,13.53,230.77,0,0,94.95,0,32.36,0,0,0,18.94,0,0,0,112.32,41.34,0,0,0,3.42,0,0,0,0,51.19,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,59.78,17.61,0,0,4.39,22.75,18.07,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,6.26,11.76,19.21,25.3,9.3,26.26,396.45,31.65,13.53,230.77,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,89.86,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,44.84,17.61,0,0,4.39,22.75,18.07,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,1.06,11.76,19.21,12.54,0,17.51,402.22,15.83,13.53,230.77,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,89.86,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,44.84,17.61,0,0,4.39,22.75,18.07,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,0,0,19.21,1.8,0,8.75,416.62,15.83,13.53,230.77,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,67.39,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,29.9,17.61,0,0,4.39,22.75,18.07,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,0,0,19.21,1.8,0,0,399.33,15.83,13.53,230.77,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,42.2,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,14.94,17.61,0,0,4.39,22.75,18.07,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,0,0,19.21,1.8,0,0,390.69,15.83,13.53,230.77,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,22.19,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,0,17.61,0,0,4.39,22.75,18.07,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,0,0,19.21,1.8,0,0,387.81,15.83,13.53,230.77,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,0,17.61,0,0,4.39,22.75,18.07,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,0,0,19.21,1.8,0,0,373.4,15.83,13.53,230.77,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,8,0,0,0,0,0,17.61,0,0,4.39,22.75,18.07,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,0,0,18.55,1.8,0,0,340.75,15.83,13.42,230.77,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,8,0,0,0,0,0,15.4,0,0,4.39,18.81,15.66,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,0,0,19.21,1.8,0,0,350.35,15.83,13.42,230.77,0,0,94.95,0,32.36,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,0,15.4,0,0,4.39,18.81,15.66,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,0,0,19.21,1.8,0,0,344.59,15.83,13.42,230.77,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,134.15,3.07,0,0,0,0,0,15.4,0,0,4.39,18.81,15.66,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,0,0,18.61,1.8,0,0,336.91,15.83,13.42,230.77,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,3.07,0,0,0,0,0,15.4,0,0,4.39,18.81,15.66,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,0,0,16.37,1.8,0,0,320.58,15.83,13.42,230.77,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,3.07,0,0,0,0,0,15.4,0,0,4.39,18.81,15.66,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,0,0,18.06,1.8,0,0,312.13,15.83,13.42,230.77,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,3.07,0,0,0,0,0,15.4,0,0,18.08,18.81,15.66,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,0,0,16.88,1.8,0,0,312.13,15.83,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,3.07,0,0,0,0,0,11.53,0,0,18.08,13.94,12.49,38.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,0,0,18.26,1.8,0,0,312.13,15.83,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,3.07,0,0,0,0,0,11.53,0,0,18.08,13.94,12.49,38.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,0,0,19.21,1.8,0,0,312.13,15.83,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,3.07,0,0,0,0,0,11.53,0,0,18.08,13.94,12.49,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,0,0,19.21,1.8,0,0,307.33,15.83,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,12.27,0,402.19,0,0,122.45,3.07,0,0,0,0,0,11.53,0,0,10.33,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,0,0,19.21,1.8,0,0,297.72,15.83,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,53.56,0,402.19,0,0,122.45,3.07,0,0,0,0,0,11.53,0,0,10.33,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,0,0,19.21,1.8,0,0,287.16,15.83,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,53.56,0,402.19,0,0,122.45,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,0,0,19.21,1.8,0,0,263.15,15.83,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,53.56,0,402.19,0,0,122.45,3.07,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,0,0,19.21,1.8,0,0,217.05,15.83,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,53.56,0,402.19,0,0,122.45,8,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,19.21,1.8,0,0,195.92,15.83,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,12.27,0,402.19,0,0,122.45,8,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,19.21,1.8,0,0,195.92,31.65,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,8,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,19.21,1.8,0,0,195.92,31.65,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,3.7,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,19.21,1.8,0,0,201.68,31.65,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,4.3,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,19.21,1.8,0,0,204.57,31.65,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,4.3,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,19.21,1.8,0,0,195.92,31.65,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,4.3,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,19.21,1.8,0,0,208.41,31.65,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,4.3,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,19.21,1.8,0,0,229.54,31.65,13.42,230.41,0,0,82.36,0,29.9,0,0,0,8.52,0,0,0,0,41.34,0,0,0,0,0,0,0,0,49.97,0,119.4,114.06,88.36,0,0,1.34,0,402.19,0,0,122.45,4.93,0,0,0,0,0,11.53,0,0,4.39,13.94,12.49,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

