Block,Time,L_NR_2012_04,L_NR_2012_02,L_NR_2019_11,L_NR_2012_07,LT-36,L_NR_2020_02,LT-59,LT-31,SH-06,L_NR_2012_01,SH-07,LT-05,LT-35,L_NR_2023_04,L_NR_2022_09,L_NR_2018_61,L_NR_2020_07,L_NR_2019_06,L_NR_2020_06,L_NR_2021_12,L_NR_2021_13,L_NR_2021_14,L_NR_2019_05,L_NR_2022_08,L_NR_2021_16,L_NR_2023_07,L_NR_2021_15,L_NR_2019_19,L_NR_2022_10,L_NR_2021_17,L_NR_2019_07,L_NR_2020_05,L_NR_2023_10
15,03:30-03:45,272.050000,261.750000,8.850000,74.170000,0.000000,7.350000,8.870000,0.000000,30.950000,101.320000,30.950000,86.210000,0.000000,29.700000,22,7.2,7,0,7,0,0,0,0,6,0,0,0,0,22,0,0,21,0

16,03:45-04:00,272.050000,261.750000,8.850000,74.170000,0.000000,7.350000,8.870000,0.000000,30.950000,101.320000,30.950000,81.940000,0.000000,29.700000,21.87,7.2,7,0,7,0,0,0,0,6,0,0,0,0,21.87,0,0,21,0

17,04:00-04:15,272.050000,261.750000,8.620000,74.170000,0.000000,7.250000,8.870000,0.000000,30.950000,101.320000,30.950000,77.660000,0.000000,29.730000,21.5,7.2,7,0,7,0,0,0,0,6,0,0,0,0,21.5,0,0,21,0

18,04:15-04:30,272.050000,261.750000,8.620000,74.170000,0.000000,7.250000,8.870000,0.000000,30.950000,101.320000,30.950000,73.400000,0.000000,29.730000,21.44,7.2,7,0,7,0,0,0,0,6,0,0,0,0,21.44,0,0,21,0

19,04:30-04:45,272.050000,261.750000,8.620000,74.170000,0.000000,7.250000,7.780000,0.000000,30.950000,101.320000,30.950000,69.130000,0.000000,29.730000,20.54,7.2,7,0,7,0,0,0,0,6,0,0,0,0,20.54,0,0,21,0

20,04:45-05:00,272.050000,261.750000,8.620000,74.170000,0.000000,7.250000,7.780000,0.000000,30.950000,101.320000,30.950000,64.870000,0.000000,29.730000,19.42,7.2,7,0,7,0,0,0,0,6,0,0,0,0,19.42,0,0,21,0

21,05:00-05:15,272.050000,261.750000,8.620000,74.170000,0.000000,7.250000,8.410000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.780000,27.17,7.2,8.82,0,8.82,0,0,0,0,6,0,0,0,0,27.17,0,0,26.47,0

22,05:15-05:30,272.050000,261.750000,8.620000,74.170000,0.000000,7.250000,8.410000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.780000,26.71,7.2,8.77,0,8.76,0,0,0,0,6,0,0,0,0,26.71,0,0,26.29,0

23,05:30-05:45,272.050000,261.750000,8.620000,74.170000,0.000000,7.250000,8.410000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.780000,25.53,7.2,8.66,0,8.65,0,0,0,0,6,0,0,0,0,25.53,0,0,25.95,0

24,05:45-06:00,272.050000,261.750000,8.620000,74.170000,0.000000,7.250000,8.410000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.780000,24.64,7.2,8.51,0,8.52,0,0,0,0,6,0,0,0,0.204792,24.64,0,0,25.56,0

25,06:00-06:15,272.050000,261.750000,8.310000,74.170000,0.000000,7.070000,8.410000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.730000,24.55,7.2,8.17,4.37,8.16,0,0,0,4.32,6,0.67,0,0,0.370576,24.55,0.33,1.38,24.49,0

26,06:15-06:30,272.050000,261.750000,8.310000,74.170000,0.020000,7.070000,8.410000,0.020000,30.950000,101.320000,30.950000,58.040000,0.020000,29.730000,23.54,7.2,7,9.5,7,0.09,0.02,0,8.64,6,2.67,1.32,0.21,2.213704,23.54,1.33,2.85,21,0.56

27,06:30-06:45,272.050000,261.750000,8.310000,74.170000,0.270000,7.070000,8.410000,0.260000,30.950000,101.320000,30.950000,58.040000,0.260000,29.730000,22.34,7.2,7,16.16,7,2.83,0.56,0.33,15.55,6,4,4.7,0.67,5.880456,22.34,2,7.6,21,2.02

28,06:45-07:00,272.050000,261.750000,8.310000,74.170000,0.810000,7.070000,8.410000,0.790000,30.950000,101.320000,30.950000,58.040000,0.790000,29.730000,21.86,7.2,7,30.14,7,10.13,2.02,1.67,24.19,6,8,10.75,1.9,10.688192,21.86,4,14.25,21,4.61

29,07:00-07:15,272.050000,261.750000,8.310000,74.170000,1.550000,6.890000,8.410000,1.510000,30.950000,101.320000,30.950000,58.040000,1.510000,29.730000,21.21,7.2,7,32.28,7,19.06,3.81,3.33,32.28,6,10.67,19.19,3.86,16.783192,21.21,5.33,20.89,21,8.23

30,07:15-07:30,272.050000,261.750000,8.310000,74.170000,2.410000,6.890000,8.410000,2.350000,30.950000,101.320000,30.950000,58.040000,2.350000,29.730000,19.88,7.2,7,28.98,7,30.86,6.17,6.67,28.98,6,12.67,29.64,6.58,23.473064,19.88,6.33,28.49,21,12.7

31,07:30-07:45,272.050000,261.750000,8.310000,74.170000,3.410000,6.890000,8.410000,3.330000,30.950000,101.320000,30.950000,58.040000,3.330000,28.770000,19.21,7.2,7,29.48,7,43.78,8.76,10,29.48,6,17.33,42.23,9.89,31.225904,19.21,8.67,29.49,21,18.1

32,07:45:08:00,272.050000,261.750000,8.310000,74.170000,4.590000,6.890000,8.410000,4.480000,30.950000,101.320000,30.950000,58.040000,4.480000,28.770000,18.33,7.2,7.5,29.65,7.5,60.44,12.09,14.09,29.65,6,20.67,59.5,13.72,44.332592,18.33,10.33,29.65,22.5,25.5

33,08:00-08:15,272.050000,261.750000,8.000000,74.170000,5.870000,6.690000,8.250000,5.730000,30.950000,101.320000,30.950000,58.040000,5.730000,28.770000,18.09,7.2,7.5,31.18,7.5,78.63,15.73,20.35,31.18,6,28,70,17.97,54.51368,18.09,14,31.19,22.5,30

34,08:15-08:30,272.050000,261.750000,8.000000,74.170000,7.170000,6.690000,8.250000,6.990000,30.950000,101.320000,30.950000,58.040000,6.990000,28.770000,17.75,7.2,7.5,31.18,7.5,97.84,19.57,26.94,31.18,6,31.33,84,22.24,64.880056,17.75,15.67,31.19,22.5,36

35,08:30-08:45,272.050000,261.750000,8.000000,74.170000,8.520000,6.690000,8.250000,8.310000,30.950000,101.320000,30.950000,58.040000,8.310000,29.730000,16.87,7.2,7.5,31.52,7.5,117.18,23.44,33.74,31.52,6,38.67,94.5,26.18,74.99288,16.87,19.33,31.51,22.5,40.5

36,08:45:09:00,272.050000,261.750000,8.000000,74.170000,9.700000,6.690000,8.250000,9.460000,30.950000,101.320000,30.950000,58.040000,9.460000,29.730000,16.09,7.2,7.5,31.52,7.5,136.23,27.25,40.54,31.52,6,46.67,105,29.74,84.608352,16.09,23.33,31.51,22.5,45

37,09:00:09:15,272.050000,261.750000,8.000000,74.170000,11.120000,6.690000,8.250000,10.840000,30.950000,101.320000,30.950000,58.040000,10.840000,26.670000,14.87,7.2,7.5,31.85,7.5,154.39,30.88,46.95,31.85,6,51.34,119,33.09,91.824832,14.87,25.66,31.85,22.5,51

38,09:15-09:30,272.050000,261.750000,8.000000,74.170000,12.490000,6.690000,8.250000,12.190000,30.950000,101.320000,30.950000,58.040000,12.190000,26.670000,13.54,7.2,6.66,31.85,6.67,170.88,34.18,55.09,31.85,6,56,133,36.11,99.509408,13.54,28,31.85,20,57

39,09:30-09:45,272.050000,261.750000,8.000000,74.170000,13.550000,6.690000,8.250000,13.230000,30.950000,101.320000,30.950000,58.040000,13.230000,26.670000,11.67,8.13,6.66,32.53,6.67,186.73,37.34,60.98,32.53,6,61.34,143.5,38.69,106.44308,11.67,30.66,32.54,20,61.5

40,09:45-10:00,272.050000,261.750000,8.000000,74.170000,14.460000,6.690000,8.250000,14.110000,30.950000,101.320000,30.950000,58.040000,14.110000,27.640000,11.67,7.94,6.66,32.53,6.67,202.14,40.43,66.47,32.53,6,64.67,154,39.8,113.201216,11.67,32.33,32.54,20,66

41,10:00-10:15,272.050000,261.750000,7.690000,74.170000,15.160000,6.610000,8.250000,14.780000,30.950000,101.320000,30.950000,58.040000,14.780000,28.600000,11.67,7.73,6.66,32.53,6.67,215.85,43.17,71.68,32.53,6,68.67,164.5,40,119.013408,11.67,34.33,32.54,20,70.5

42,10:15-10:30,272.050000,261.750000,7.690000,74.170000,16.120000,6.610000,8.250000,15.720000,30.950000,101.320000,30.950000,58.040000,15.720000,28.600000,11.67,15.18,6.66,32.53,6.67,228.13,45.62,76.84,32.53,6,69.34,171.5,41,124.084448,11.67,34.66,32.54,20,73.5

43,10:30-10:45,272.050000,261.750000,7.690000,74.170000,16.750000,6.610000,7.930000,16.340000,30.950000,101.320000,30.950000,58.040000,16.340000,28.600000,11.67,14.68,6.66,32.53,6.67,239.2,47.84,81.33,32.53,6,72,178.5,41.7,128.843424,11.67,36,32.54,20,76.5

44,10:45-11:00,272.050000,261.750000,7.690000,74.170000,17.230000,6.610000,7.930000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,28.600000,11.67,14.34,7.5,32.67,7.5,248.33,49.67,85,32.67,6,75.34,182,42.5,132.82224,11.67,37.66,32.66,22.5,78

45,11:00-11:15,272.050000,261.750000,7.690000,74.170000,17.230000,6.510000,7.930000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,28.600000,14.07,14.08,7.5,32.67,7.5,248.33,49.67,88.41,32.67,6,76.67,185.5,44,134.343552,14.07,38.33,32.66,22.5,79.5

46,11:15-11:30,272.050000,261.750000,7.690000,74.170000,17.230000,6.510000,7.930000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,28.600000,14.95,13.08,7.5,32.67,7.5,248.33,49.67,90.48,32.67,6,76.67,185.5,44.5,133.465872,14.95,38.33,32.66,22.5,79.5

47,11:30-11:45,272.050000,261.750000,7.690000,74.170000,17.230000,6.510000,7.930000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,28.600000,16.02,12.72,7.5,32.67,7.5,248.33,49.67,92.43,32.67,6,76.67,185.5,45.5,132.6272,16.02,38.33,32.66,22.5,79.5

48,11:45-12:00,272.050000,261.750000,7.690000,74.170000,17.230000,6.510000,7.930000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,28.600000,16.73,12.07,7.5,32.67,7.5,248.33,49.67,94.48,32.67,6,76.67,185.5,45.5,131.866544,16.73,38.33,32.66,22.5,79.5

49,12:00-12:15,272.050000,261.750000,8.080000,74.170000,17.230000,6.330000,7.930000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,28.600000,17.4,11.07,7.5,32.67,7.5,248.33,49.67,94.59,32.67,6,76.67,185.5,45.5,131.827536,17.4,38.33,32.66,22.5,79.5

50,12:15-12:30,272.050000,261.750000,8.080000,74.170000,17.230000,6.330000,7.930000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,26.670000,18.9,9.67,8.34,32.67,8.33,248.33,49.67,94.71,32.67,7.51,76.67,185.5,45.5,134.5776,18.9,38.33,32.66,25,79.5

51,12:30-12:45,272.050000,261.750000,8.080000,74.170000,17.230000,6.330000,7.930000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,26.670000,21.09,9.47,8.34,32.67,8.33,248.33,49.67,94.83,32.67,7.86,76.67,185.5,45.5,134.148512,21.09,38.33,32.66,25,79.5

52,12:45-13:00,272.050000,261.750000,8.080000,74.170000,17.230000,6.330000,7.930000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,26.670000,22.54,9.27,8.45,32.67,8.43,248.33,49.67,94.94,32.67,8.3,78.67,185.5,45.5,133.173312,22.54,39.33,32.66,25.3,79.5

53,13:00-13:15,272.050000,261.750000,7.840000,74.170000,17.230000,6.510000,8.100000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,26.670000,23.44,9.23,8.87,32.67,8.86,248.33,49.67,94.48,32.67,8.79,78.67,185.5,45.5,132.48092,23.44,39.33,32.66,26.58,79.5

54,13:15-13:30,272.050000,261.750000,7.840000,74.170000,17.230000,6.510000,8.100000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,26.670000,24.87,9.16,9.11,32.67,9.11,248.33,49.67,93.56,32.67,9.41,78.67,185.5,45.5,132.110344,24.87,39.33,32.66,27.33,79.5

55,13:30-13:45,272.050000,261.750000,7.840000,74.170000,17.230000,6.510000,8.100000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,26.670000,26.46,9.73,9.38,32.67,9.39,248.33,49.67,92.11,32.67,9.93,78.67,185.5,45.5,131.84704,26.46,39.33,32.66,28.16,79.5

56,13:45-14:00,272.050000,261.750000,7.840000,74.170000,17.230000,6.510000,8.100000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,26.670000,29.56,24.08,12.61,32.67,12.6,248.33,49.67,90.61,32.67,10.78,78.67,185.5,44,131.593488,29.56,39.33,32.66,37.81,79.5

57,14:00-14:15,272.050000,261.750000,8.080000,74.170000,17.230000,6.610000,8.100000,16.810000,30.950000,101.320000,30.950000,58.040000,16.810000,26.670000,30.99,24.54,13.34,32.67,13.35,248.33,49.67,88.56,32.67,11.18,75.34,175,43,129.438296,30.99,37.66,32.66,40.04,75

58,14:15-14:30,272.050000,261.750000,8.080000,74.170000,16.930000,6.610000,8.100000,16.520000,30.950000,101.320000,30.950000,58.040000,16.520000,26.670000,32.42,25.14,13.87,32.67,13.86,248.33,49.67,85.89,32.67,11.51,73.34,168,42,127.302608,32.42,36.66,32.66,41.6,72

59,14:30-14:45,272.050000,261.750000,8.080000,74.170000,16.420000,6.610000,8.250000,16.020000,30.950000,101.320000,30.950000,58.040000,16.020000,26.670000,33.94,25.66,14.44,32.67,14.46,248.33,49.67,82.54,32.67,11.78,71.34,161,41,125.147416,33.94,35.66,32.66,43.37,69

60,14:45-15:00,272.050000,261.750000,8.080000,74.170000,15.790000,6.610000,8.250000,15.390000,30.950000,101.320000,30.950000,58.040000,15.390000,26.670000,34.81,26.54,15.03,32.67,15.04,240.56,48.11,79,32.67,12,66.67,154,39,118.34052,34.81,33.33,32.66,45.12,66

61,15:00-15:15,272.050000,261.750000,8.620000,74.170000,14.920000,6.690000,8.950000,14.550000,30.950000,101.320000,30.950000,58.040000,14.550000,26.670000,35.13,27.34,15.24,32.67,15.24,228.69,45.74,74.09,32.67,12.08,63.34,147,37.2,109.553968,35.13,31.66,32.66,45.71,63

62,15:15-15:30,272.050000,261.750000,8.620000,74.170000,14.250000,6.690000,8.950000,13.900000,30.950000,101.320000,30.950000,58.040000,13.900000,26.670000,42.77,29.31,15.37,32.67,15.37,216.74,43.35,69.33,32.67,12.18,60.67,140,35.88,94.165312,42.77,30.33,32.66,46.11,60

63,15:30-15:45,272.050000,261.750000,8.620000,74.170000,13.210000,6.690000,8.950000,12.880000,30.950000,101.320000,30.950000,58.040000,12.880000,26.670000,43.61,32.08,16.79,32.67,16.81,203.11,40.62,65,32.67,12.62,58.67,133,34.3,90.040216,43.61,29.33,32.66,50.42,57

64,15:45-16:00,272.050000,261.750000,8.620000,74.170000,12.370000,6.690000,8.950000,12.060000,30.950000,101.320000,30.950000,58.040000,12.060000,26.670000,44.16,32.66,16.85,32.67,16.85,188.59,37.72,60.01,32.67,12.42,53.34,126,32.28,79.4788,44.16,26.66,32.66,50.54,54

65,16:00-16:15,272.050000,261.750000,8.850000,74.170000,11.350000,6.840000,9.180000,11.080000,30.950000,101.320000,30.950000,58.040000,11.080000,29.570000,44.65,33.16,16.84,32.67,16.83,172.04,34.41,54.26,32.67,12.33,52.67,112,29.79,72.79868,44.65,26.33,32.66,50.5,48

66,16:15-16:30,272.050000,261.750000,8.850000,74.170000,10.200000,6.840000,9.180000,9.950000,30.950000,101.320000,30.950000,58.040000,9.950000,28.600000,45.03,34.08,16.79,32.67,16.8,155.53,31.11,47.45,32.67,12.35,48.67,98,26.95,66.255088,45.03,24.33,32.66,50.4,42

67,16:30-16:45,272.050000,261.750000,8.850000,74.170000,8.880000,6.840000,9.180000,8.670000,30.950000,101.320000,30.950000,58.040000,8.670000,28.600000,45.28,17.08,16.63,32.67,16.64,137.27,27.45,41.72,32.67,12.2,44.67,84,23.75,59.818768,45.28,22.33,32.66,49.91,36

68,16:45-17:00,272.050000,261.750000,8.850000,74.170000,7.640000,6.840000,9.180000,7.450000,30.950000,101.320000,30.950000,58.040000,7.450000,28.600000,38.86,17.73,16.49,33,16.5,118.99,23.8,34.71,33,12.14,40.67,73.5,20.36,53.548232,38.86,20.33,23.75,49.49,31.5

69,17:00-17:15,272.050000,261.750000,9.460000,74.170000,6.390000,6.840000,9.570000,6.230000,30.950000,101.320000,30.950000,58.040000,6.230000,28.600000,38.8,18.28,13.98,33,13.98,100.1,20.02,28.11,33,11.98,36.67,63,16.97,44.147304,38.8,18.33,19,41.94,27

70,17:15-17:30,272.050000,261.750000,9.460000,74.170000,5.320000,6.840000,9.570000,5.190000,30.950000,101.320000,30.950000,58.040000,5.190000,28.600000,38.67,19.08,14.03,32.51,14.02,80.6,16.12,21.7,23.83,11.88,32.67,44.43,17.41,34.902408,38.67,16.33,14.25,42.06,19.04

71,17:30-17:45,272.050000,261.750000,9.460000,74.170000,4.130000,6.840000,9.570000,4.030000,30.950000,101.320000,30.950000,58.040000,4.030000,28.600000,38.65,20.48,14.14,20.11,14.15,62.23,12.44,15.69,14.3,11.78,28.67,31.68,13.2,26.174368,38.65,14.33,8.3,42.44,13.58

72,17:45-18:00,272.050000,261.750000,9.460000,74.170000,3.080000,6.840000,9.570000,3.010000,30.950000,101.320000,30.950000,58.040000,3.010000,28.600000,38.48,22.08,14.26,10.5,14.25,45.27,9.05,10.03,9.53,11.58,22.67,21.11,9.34,17.495088,38.48,11.33,2.57,42.76,9.05

73,18:00-18:15,272.050000,261.750000,9.460000,74.170000,2.160000,7.630000,9.810000,2.110000,30.950000,101.320000,30.950000,58.040000,2.110000,29.570000,37.4,25.06,14.22,0,14.23,30.23,6.05,1.93,0,11.52,16,12.37,6.14,12.853136,37.4,8,0,42.69,5.3

74,18:15-18:30,272.050000,261.750000,9.460000,74.170000,1.520000,7.630000,9.810000,1.490000,30.950000,101.320000,30.950000,58.040000,1.490000,29.570000,37.17,26.08,14.12,0,14.11,18.28,3.65,0.33,0,11.25,11.33,6.03,3.72,8.279448,37.17,5.67,0,42.34,2.59

75,18:30-18:45,272.050000,261.750000,9.460000,74.170000,0.800000,7.630000,9.810000,0.780000,30.950000,101.320000,30.950000,58.040000,0.780000,29.570000,31.43,16.2,13.34,0,13.33,9.32,1.86,0,0,11.05,9.33,2.33,2.18,3.335184,31.43,4.67,0,40,1

76,18:45-19:00,272.050000,261.750000,9.460000,74.170000,0.430000,7.630000,9.810000,0.420000,30.950000,101.320000,30.950000,58.040000,0.420000,29.570000,30.85,15.8,12.96,0,12.95,3.03,0.61,0,0,10.82,6.67,0.5,0.96,0.663136,30.85,3.33,0,38.85,0.21

77,19:00-19:15,272.050000,261.750000,9.460000,74.170000,0.090000,7.900000,9.810000,0.090000,30.950000,101.320000,30.950000,58.040000,0.090000,29.570000,30.84,15.36,12.88,0,12.9,0.02,0,0,0,10.67,3.33,0,0,0,30.84,1.67,0,38.69,0

78,19:15-19:30,272.050000,261.750000,9.460000,74.170000,0.000000,7.900000,9.810000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.570000,30.94,15.08,12.87,0,12.88,0.01,0,0,0,10.23,0.67,0,0,0,30.94,0.33,0,38.62,0

79,19:30-19:45,272.050000,261.750000,9.460000,74.170000,0.000000,7.900000,9.960000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.570000,31.08,15.26,12.82,0,12.81,0,0,0,0,9.37,0,0,0,0,31.08,0,0,38.44,0

80,19:45-20:00,272.050000,261.750000,9.460000,74.170000,0.000000,7.900000,9.960000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.570000,31.09,15.86,12.8,0,12.79,0,0,0,0,9.21,0,0,0,0,31.09,0,0,38.38,0

81,20:00-20:15,272.050000,261.750000,9.460000,74.170000,0.000000,8.100000,9.960000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.570000,29.26,16.13,12.87,0,12.87,0,0,0,0,9.04,0,0,0,0,29.26,0,0,38.61,0

82,20:15-20:30,272.050000,261.750000,9.460000,74.170000,0.000000,8.100000,9.960000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.570000,29.16,16,12.94,0,12.93,0,0,0,0,8.87,0,0,0,0,29.16,0,0,38.8,0

83,20:30-20:45,272.050000,261.750000,9.460000,74.170000,0.000000,8.100000,9.960000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.570000,28.99,15.47,13.12,0,13.11,0,0,0,0,8.71,0,0,0,0,28.99,0,0,39.34,0

84,20:45-21:00,272.050000,261.750000,9.460000,74.170000,0.000000,8.100000,9.960000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.570000,28.78,14.6,13.3,0,13.3,0,0,0,0,8.62,0,0,0,0,28.78,0,0,39.9,0

85,21:00-21:15,272.050000,261.750000,9.230000,74.170000,0.000000,7.630000,9.810000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,28.600000,28.57,13.51,13.34,0,13.35,0,0,0,0,8.57,0,0,0,0,28.57,0,0,40.04,0

86,21:15-21:30,272.050000,261.750000,9.230000,74.170000,0.000000,7.630000,9.810000,0.000000,63.160000,101.320000,63.160000,58.040000,0.000000,28.600000,28.47,8.99,13.4,0,13.39,0,0,0,0,8.55,0,0,0,0,28.47,0,0,40.17,0

87,21:30-21:45,272.050000,261.750000,9.230000,74.170000,0.000000,7.630000,9.810000,0.000000,63.160000,101.320000,63.160000,58.040000,0.000000,28.600000,35.24,8.76,12.63,0,12.63,0,0,0,0,9.08,0,0,0,0,35.24,0,0,37.89,0

88,21:45-22:00,272.050000,261.750000,9.230000,74.170000,0.000000,7.630000,9.810000,0.000000,63.160000,101.320000,63.160000,58.040000,0.000000,28.600000,35.3,8.48,12.72,0,12.72,0,0,0,0,9.04,0,0,0,0,35.3,0,0,38.17,0

89,22:00-22:15,272.050000,261.750000,9.080000,74.170000,0.000000,7.540000,9.640000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.660000,35.1,7.92,12.72,0,12.73,0,0,0,0,8.87,0,0,0,0,35.1,0,0,38.19,0

90,22:15-22:30,272.050000,261.750000,9.080000,74.170000,0.000000,7.540000,9.640000,0.000000,30.950000,101.320000,30.950000,58.040000,0.000000,29.660000,34.82,7.49,12.71,0,12.71,0,0,0,0,8.86,0,0,0,0,34.82,0,0,38.12,0

91,22:30-22:45,272.050000,261.750000,9.080000,74.170000,0.000000,7.540000,9.640000,0.000000,31.590000,101.320000,31.590000,58.040000,0.000000,29.660000,38.68,7.57,12.82,0,12.83,0,0,0,0,8.74,0,0,0,0,38.68,0,0,38.48,0

92,22:45-23:00,272.050000,261.750000,9.080000,74.170000,0.000000,7.540000,9.640000,0.000000,31.590000,101.320000,31.590000,58.040000,0.000000,29.660000,38.44,8.96,13.75,0,13.74,0,0,0,0,8.67,0,0,0,0,38.44,0,0,41.22,0

93,23:00-23:15,272.050000,261.750000,9.080000,74.170000,0.000000,7.440000,9.570000,0.000000,31.590000,101.320000,31.590000,58.040000,0.000000,28.690000,38.35,8.52,13.86,0,13.86,0,0,0,0,8.54,0,0,0,0,38.35,0,0,41.58,0

