Block,Time,KGSU3AND4,KHSTPP-I,KHSTPP-II,KOLDAM,KUDGI,TelanganaSTPP,ANTA_LF,AURY_GF,JHAJJAR,KGSU1AND2,NTPL,RAMPUR,RSTPSU1TO6,SINGRAULI,TANAKPUR,ANTA_CRF,ANTA_GF,CHAMERA1,NJPC,RIHAND3,UNCHAHAR1,AURY_RF,BRBCL,BSIUL,NNTPP,SALAL,SEWA2,SIMHST1,TALST2,UNCHAHAR3,ANTA_RF,FSTPP I & II,RIHAND1,TANDA2,VALLURNTECL,AURY_LF,DADRI_RF,DHAULIGNGA,DULHASTI,KISHANGANGA,NAPP,NLCIIST2,PARBATI3,RIHAND2,SASAN,SIMHST2,UNCHAHAR2,URI,DADRI_CRF,CHAMERA2,DADRT2,KKNP,MAPS,NLCEXP,NLCIIST1,NLCTS2EXP,RSTPSU7,TALA,TEHRI,URI2,DADRI_GF,DADRI_LF,CHAMERA3,KKNPPU2,KOTESHWR,RAPPB,RAPPC,SINGRAULI_HYDRO,UNCHAHAR4,AURY_CRF
65,16:00-16:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,0,0,124.33,20.85,68.96,20,0,0,2.33,10.53,0,0,26.4,26.46,16.68,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,407.81,0,42.39,39.75,0,0,683.14,0,0,0,0,0,0,0,34.02,26.9,0,0,0,0,8.87,0,25.76,0.82,0,0

66,16:15-16:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,0,0,124.33,20.85,68.96,20,0,0,2.33,10.53,0,0,26.4,26.46,16.68,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,407.81,0,42.39,39.75,0,0,683.14,0,0,0,0,0,0,0,34.02,26.9,0,0,0,0,8.87,0,25.76,0.82,0,0

67,16:30-16:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,0,23.39,124.33,20.85,68.96,20,0,0,2.33,15.81,0,0,26.4,26.25,16.68,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,407.81,0,42.39,39.75,0,4,683.14,0,0,0,0,0,0,0,34.02,26.9,0,0,0,0,8.87,0,25.76,0.82,0,0

68,16:45-17:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,13.2,23.39,124.33,20.85,68.96,20,0,0,2.33,15.81,0,0,26.4,26.25,16.68,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,407.81,0,42.39,39.75,0,13.17,683.14,0,0,0,0,0,0,0,34.02,26.9,0,0,0,0,8.87,0,25.76,0.82,0,0

69,17:00-17:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,24.57,46.78,124.33,20.85,68.96,20,6.52,0,2.33,15.81,0,0,26.4,26.25,18.2,92,0,0,0,59.73,9.14,16.48,0,20.61,0,0,118.76,407.81,0,42.39,34.78,0,13.17,683.14,0,0,0,0,0,0,0,44.73,26.9,0,0,9.68,0,8.87,0,25.76,0.82,0,0

70,17:15-17:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,42.15,46.78,124.33,20.85,68.96,20,6.52,0,2.33,15.81,0,0,26.4,26.25,18.2,92,0,0,0,59.73,9.24,32.96,0,20.61,0,0,118.76,407.81,0,42.39,34.78,0,26.34,683.14,0,0,0,0,0,0,0,44.73,26.9,0,0,19.35,0,17.75,0,25.76,0.82,0,0

71,17:30-17:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,42.15,70.17,124.33,20.85,68.96,20,19.56,0,16.27,15.81,0,0,26.4,26.99,18.2,92,0,0,0,59.73,27.41,49.43,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,39.51,683.14,0,0,0,0,0,0,0,44.73,26.9,0,0,29.06,0,39.05,0,25.76,0.82,0,0

72,17:45-18:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,38.99,70.17,124.33,20.85,68.96,20,19.56,0,70.88,15.81,0,0,26.4,26.88,18.2,92,0,0,0,59.73,27.41,49.43,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,34.18,683.14,0,0,0,0,0,0,0,44.73,26.9,0,0,24.86,0,39.05,0,25.76,0.82,0,0

73,18:00-18:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,35.83,93.56,124.33,20.85,68.96,20,19.56,0,70.88,15.81,0,0,26.4,27.51,18.2,92,0,0,0,59.73,27.41,49.43,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,28.84,683.14,0,0,0,0,0,0,0,44.73,28.25,0,0,16.46,0,39.05,0,25.76,0.82,0,0

74,18:15-18:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,38.99,116.95,124.33,20.85,68.96,20,19.56,0,70.88,15.81,0,0,26.4,27.51,18.2,92,0,0,0,59.73,27.41,49.43,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,34.18,683.14,0,0,0,0,0,0,0,44.73,28.25,0,0,24.86,0,39.05,0,25.76,0.82,0,0

75,18:30-18:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,41.28,140.35,124.33,20.85,68.96,20,19.56,0,15.11,15.81,0,0,26.4,27.51,18.2,92,0,0,0,59.73,27.41,49.43,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,39.51,683.14,0,0,0,0,0,0,0,44.73,28.25,0,0,29.06,0,39.05,0,25.76,0.82,0,0

76,18:45-19:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,139.69,0.25,0,0,41.28,140.35,124.33,20.85,68.96,20,19.56,0,2.33,15.81,0,0,26.4,27.51,18.2,92,0,0,0,59.73,27.41,49.43,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,39.51,683.14,0,0,0,0,0,0,0,44.73,28.25,0,0,29.06,0,39.05,0,25.76,0.82,0,0

77,19:00-19:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,132,0.25,0,0,23.7,116.95,124.33,20.85,68.96,20,6.52,0,2.33,15.81,0,0,26.4,27.51,18.2,92,0,0,0,59.73,8.85,32.96,0,20.61,0,3.82,118.76,416.25,0,42.39,34.78,0,39.51,683.14,0,0,0,0,0,0,0,44.73,28.25,0,0,17.19,0,17.75,0,25.76,0.82,0,0

78,19:15-19:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,128.25,0.25,0,0,13.2,93.56,124.33,20.85,68.96,20,6.52,0,2.33,15.81,0,0,26.4,27.72,18.2,92,0,0,0,59.73,0,32.96,0,20.61,0,16.54,118.76,416.25,0,42.39,34.78,0,39.51,683.14,0,0,0,0,0,0,0,34.02,28.25,0,0,17.19,0,17.75,0,25.76,0.82,0,0

79,19:30-19:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.25,0,0,13.2,93.56,124.33,20.85,68.96,20,6.52,0,2.33,15.81,0,0,26.4,27.72,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,16.54,118.76,416.25,0,42.39,34.78,0,26.34,683.14,0,0,0,0,0,0,0,34.02,28.25,0,0,7.89,0,17.75,0,25.76,0.82,0,0

80,19:45-20:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.25,0,0,12.64,46.78,124.33,20.85,68.96,20,6.52,0,2.33,10.53,0,0,26.4,27.72,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,16.54,118.76,416.25,0,42.39,34.78,0,4,683.14,0,0,0,0,0,0,0,34.02,28.25,0,0,7.89,0,17.75,0,25.76,0.82,0,0

81,20:00-20:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,22.83,124.33,20.85,68.96,20,6.52,0,2.33,0,0,0,26.4,27.72,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,16.54,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,34.02,30.94,0,0,0,0,8.87,0,25.76,0.82,0,0

82,20:15-20:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,2.33,0,0,0,26.4,27.72,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,16.54,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,34.02,30.94,0,0,0,0,8.87,0,25.76,0.82,0,0

83,20:30-20:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,2.33,0,0,0,26.4,28.04,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,16.54,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,34.02,30.94,0,0,0,0,8.87,0,25.76,0.82,0,0

84,20:45-21:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,2.33,0,0,0,26.4,28.04,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,3.57,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,22.49,30.94,0,0,0,0,8.87,0,25.76,0.82,0,0

85,21:00-21:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,2.33,0,0,0,26.4,28.04,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,22.49,30.94,0,0,0,0,8.87,0,25.76,0.82,0,0

86,21:15-21:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,2.33,0,0,0,26.4,28.04,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,22.49,30.94,0,0,0,0,8.87,0,25.76,0.82,0,0

87,21:30-21:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,2.33,0,0,0,26.4,28.04,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,22.49,30.94,0,0,0,0,8.87,0,25.76,0.77,0,0

88,21:45-22:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,2.33,0,0,0,26.4,28.04,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,22.49,30.94,0,0,0,0,8.87,0,25.76,0.77,0,0

89,22:00-22:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,2.33,0,0,0,26.4,28.24,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,22.49,26.9,0,0,0,0,8.87,0,25.76,0.77,0,0

90,22:15-22:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,9.29,0,0,0,26.4,28.24,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,22.49,26.9,0,0,0,0,8.87,0,25.76,0.77,0,0

91,22:30-22:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,70.88,0,0,0,26.4,28.24,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,10.97,31.9,0,0,0,0,8.87,0,25.76,0.77,0,0

92,22:45-23:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,70.88,0,0,0,26.4,28.24,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,10.97,31.9,0,0,0,0,8.87,0,25.76,0.77,0,0

93,23:00-23:15,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,70.88,0,0,0,26.4,28.24,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,10.83,31.9,0,0,0,0,8.87,0,25.76,0.77,0,0

94,23:15-23:30,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,9.29,0,0,0,26.4,28.24,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,10.83,31.9,0,0,0,0,8.87,0,25.76,0.77,0,0

95,23:30-23:45,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,2.33,0,0,0,26.4,28.24,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,10.83,31.9,0,0,0,0,8.87,0,25.76,0.77,0,0

96,23:45-24:00,0,45.53,148.3,0,0,0,0,0,434.65,0,0,0,0,125.96,0.77,0,0,0,0,124.33,20.85,68.96,20,6.52,0,2.33,0,0,0,26.4,28.24,18.2,92,0,0,0,59.73,0,16.48,0,20.61,0,0,118.76,416.25,0,42.39,34.78,0,0,683.14,0,0,0,0,0,0,0,10.83,31.9,0,0,0,0,8.87,0,25.76,0.77,0,0

