Column1,Time,GNA/NR/2024/11/01/9042,GNA/NR/2024/11/01/4503,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5428,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/1868,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/WR/2024/11/01/4200,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5444,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/9061,NR/01102023/19072037/LT-05,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/5474,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05
32,07:45-08:00,17.27,8.64,8,47,16,27.2,17,21.01,8.5,32,25.5,13,8,9.4,26.91,25.91,3.98,3.39,191.92,2.37,3.89,8.64,1.94,3.89,0,0,25.91,57.29,1.85,26.91,26.25,25.91,69.96,0,0,52.78,199.25,16.67,36.22,16.67,6.66,8.5,27.2,27.2

33,08:00-08:15,17.27,8.64,10,67.98,23,28.03,20,21.41,8,32,24,13,13,13.6,26.91,25.91,5.04,3.39,191.92,2.37,4.92,8.64,1.89,4.92,0,0,25.91,57.29,1.85,26.91,26.25,25.91,69.96,0,0,52.78,204.92,16.33,45.12,16.33,6.66,8,28.03,28.04

34,08:15-08:30,17.27,8.64,14,89.27,30,29.2,28,21.81,7.33,42,22,18,17,17.85,26.91,25.91,6.11,3.39,191.92,2.37,5.96,8.64,1.89,5.96,0,0,25.91,57.29,1.85,26.91,27.25,25.91,69.96,0,0,52.78,180.06,15,54.05,15,6.66,7.34,29.2,29.2

35,08:30-08:45,17.27,8.64,16,110.18,38,30.23,34,22.21,6.67,60,20,25,22,22.03,26.91,25.91,7.39,3.39,191.92,2.37,7.22,8.64,1.89,7.22,0,0,25.91,57.29,1.85,26.91,27.25,25.91,69.96,0,0,52.78,170.46,13.67,62.53,13.67,6.66,6.66,30.23,30.24

36,08:45-09:00,17.27,8.64,19,129.6,45,30.23,41,21.01,6.67,74,20,31,26,25.92,26.91,25.91,8.44,3.39,191.92,2.37,8.23,8.64,1.89,8.23,0,0,25.91,57.29,1.85,26.91,27.25,25.91,69.96,0,0,52.78,170.46,13,70.83,13,6.66,6.66,30.23,30.24

37,09:00-09:15,17.27,8.64,21,147.9,55,32.07,44,18,6.67,81,20,34,28,29.58,26.91,25.91,9.53,3.39,191.92,2.37,9.3,8.64,1.89,9.3,0,0,25.91,57.29,1.85,26.91,26.25,25.91,69.96,0,0,52.78,170.46,13.33,68.65,13.34,6.66,6.66,32.07,32.06

38,09:15-09:30,17.27,8.64,24,165.23,61,32.07,51,18.4,6.67,95,20,40,31,33.04,26.91,25.91,10.63,3.39,230.3,2.37,10.37,8.64,1.89,10.37,0,0,25.91,57.29,1.85,26.91,26.25,25.91,69.96,0,0,52.78,170.46,13.33,76.47,13.34,6.66,6.66,32.07,32.06

39,09:30-09:45,17.27,8.64,27,181.62,65,32.23,58,14.01,6.67,105,20,45,33,36.32,26.91,25.91,11.58,3.39,191.92,2.37,11.3,8.64,1.89,11.3,0,0,25.91,57.29,1.85,26.91,26.25,25.91,69.96,0,0,52.78,170.46,13.33,83.96,13.34,6.66,6.66,32.23,32.24

40,09:45-10:00,17.27,8.64,31,196.49,72,32.23,64,14.41,6.67,116,20,49,35,39.3,26.91,25.91,12.56,3.39,149.23,2.37,12.25,8.64,1.89,12.25,0,0,25.91,57.29,1.85,26.91,26.25,25.91,69.96,0,0,52.78,170.46,13.33,91.45,13.34,6.66,6.66,32.23,32.24

41,10:00-10:15,17.27,8.64,32,209.73,77,32.5,68,17.01,6.67,123,20,52,37,41.95,26.91,25.91,13.2,3.3,149.23,2.37,12.87,8.64,1.89,12.87,0,0,25.91,57.29,1.85,26.91,26.25,25.91,69.96,0,0,52.78,170.46,13.33,98.18,13.34,6.66,6.66,32.5,32.5

42,10:15-10:30,17.27,8.64,34,221.29,81,32.5,71,18.41,6.67,133,20,57,39,44.26,26.91,25.91,14.16,3.3,149.23,2.37,13.82,8.64,1.89,13.82,0,0,25.91,57.29,1.85,26.91,26.25,25.91,69.96,0,0,52.78,148.74,13.33,104.06,13.34,6.66,6.66,32.5,32.5

43,10:30-10:45,17.27,8.64,37,231.63,85,32.67,76,20.41,6.67,144,20,61,41,46.32,26.91,25.91,14.8,3.3,149.23,2.37,14.45,8.64,1.89,14.45,0,0,25.91,57.29,1.85,26.91,26.25,25.91,69.96,0,0,52.78,129.55,13.33,100.44,13.34,6.66,6.66,32.67,32.66

44,10:45-11:00,17.27,8.64,39,240.43,88,32.83,81,21.61,6.67,154,20,66,42,48.08,26.91,25.91,15.19,3.3,149.23,2.37,14.82,8.64,1.89,14.82,0,0,25.91,57.29,1.85,26.91,26.25,25.91,69.96,0,0,52.78,110.35,13.33,103.55,13.34,6.66,6.66,32.83,32.84

45,11:00-11:15,17.27,8.64,41,243.33,89,32.83,86,27.61,6.67,161,20,69,43,48.67,26.91,25.91,15.6,3.3,149.23,2.45,15.22,8.64,1.94,15.22,0,0,25.91,57.29,1.93,26.91,26.25,25.91,69.96,0,0,52.78,110.35,13.33,107.14,13.34,6.66,6.66,32.83,32.84

46,11:15-11:30,17.27,8.64,42,245.83,90,32.83,88,27.61,6.67,168,20,72,43,49.17,26.91,25.91,15.6,3.3,149.23,2.45,15.22,8.64,1.94,15.22,0,0,25.91,57.29,1.93,26.91,26.25,25.91,69.96,0,0,52.78,110.35,13.33,110.55,13.34,6.66,6.66,32.83,32.84

47,11:30-11:45,17.27,8.64,44,245.83,90,32.83,91,27.41,6.67,175,20,75,44,49.17,26.91,25.91,15.6,3.3,149.23,2.45,15.22,8.64,1.94,15.22,0,0,25.91,57.29,1.93,26.91,25.74,25.91,69.96,0,0,52.78,110.35,13.33,113.56,13.34,6.66,6.66,32.83,32.84

48,11:45-12:00,17.27,8.64,44,245.83,91,32.83,91,27.01,6.67,179,20,76,44,49.17,26.91,25.91,15.6,3.3,149.23,2.45,15.22,8.64,1.94,15.22,0,0,25.91,57.29,1.93,26.91,25.74,25.91,69.96,0,0,52.78,110.35,13.33,116.11,13.34,6.66,6.66,32.83,32.84

49,12:00-12:15,17.27,8.64,44,245.83,91,32.83,91,28.21,6.67,182,20,78,44,49.17,26.91,25.91,15.6,3.3,149.23,2.45,15.22,8.64,1.94,15.22,0,0,25.91,57.29,2.01,26.91,25.74,25.91,69.96,0,0,52.78,110.35,13.33,117.24,13.34,6.66,6.66,32.83,32.84

50,12:15-12:30,17.27,8.64,44,245.83,91,32.83,91,28.01,6.67,182,20,78,44,49.17,26.91,25.91,15.6,3.3,149.23,2.45,15.22,8.64,1.94,15.22,0,0,25.91,57.29,2.01,26.91,25.74,25.91,69.96,0,0,52.78,110.35,13.33,117.33,13.34,6.66,6.66,32.83,32.84

51,12:30-12:45,17.27,8.64,44,245.83,91,32.83,91,26.01,6.67,182,20,78,44,49.17,26.91,25.91,15.6,3.3,149.23,2.45,15.22,8.64,1.94,15.22,0,0,25.91,57.29,2.01,26.91,25.74,25.91,69.96,0,0,52.78,110.35,13.33,117.37,13.34,6.66,6.66,32.83,32.84

52,12:45-13:00,17.27,8.64,44,245.83,91,32.83,91,25.41,6.67,182,20,78,44,49.17,26.91,25.91,15.6,3.3,149.23,2.45,15.22,8.64,1.94,15.22,0,0,25.91,57.29,2.01,26.91,25.74,25.91,69.96,0,0,52.78,110.35,13.33,116.76,13.34,6.66,6.66,32.83,32.84

53,13:00-13:15,17.27,8.64,44,245.83,91,32.83,91,23.61,6.67,182,20,78,43,49.17,26.91,25.91,15.48,3.3,191.92,2.51,15.11,8.64,1.99,15.11,0,0,25.91,57.29,2.01,26.91,24.73,25.91,69.96,0,0,52.78,110.35,13.33,115.02,13.34,6.66,6.66,32.83,32.84

54,13:15-13:30,17.27,8.64,44,245.83,90,32.83,91,22.81,6.67,182,20,78,42,49.17,26.91,25.91,14.83,3.3,191.92,2.51,14.47,8.64,1.99,14.47,0,0,25.91,57.29,2.01,26.91,24.73,25.91,69.96,0,0,52.78,110.35,13.33,112.15,13.34,6.66,6.66,32.83,32.84

55,13:30-13:45,17.27,8.64,38,245.83,90,32.83,78,20.21,6.67,175,20,75,41,49.17,26.91,25.91,14.6,3.3,191.92,2.51,14.25,8.64,1.99,14.25,0,0,25.91,57.29,2.01,26.91,24.73,25.91,69.96,0,0,52.78,110.35,13.33,108.84,13.34,6.66,6.66,32.83,32.84

56,13:45-14:00,17.27,8.64,36,240.42,90,32.83,74,19.81,6.67,168,20,72,41,48.08,26.91,25.91,14.28,3.3,149.23,2.51,13.92,8.64,1.99,13.92,0,0,25.91,57.29,2.01,26.91,24.73,25.91,69.96,0,0,52.78,110.35,13.33,103.79,13.34,6.66,6.66,32.83,32.84

57,14:00-14:15,17.27,8.64,33,232.02,88,32.83,70,19.01,6.67,161,20,69,38,46.4,26.91,25.91,13.88,3.3,149.23,2.67,13.53,8.64,1.99,13.53,0,0,25.91,57.29,2.16,26.91,24.73,25.91,69.96,0,0,52.78,110.35,13.33,98.64,13.34,6.66,6.66,32.83,32.84

58,14:15-14:30,17.27,8.64,31,222.9,83,32.83,64,18.01,6.67,151,20,64,37,44.58,26.91,25.91,13.31,3.3,149.23,2.67,12.99,8.64,1.99,12.99,0,0,25.91,57.29,2.16,26.91,25.74,25.91,69.96,0,0,52.78,110.35,13.33,93.03,13.34,6.66,6.66,32.83,32.84

59,14:30-14:45,17.27,8.64,27,211.73,75,32.83,58,19.81,6.67,137,20,58,34,42.34,26.91,25.91,12.68,3.3,149.23,2.67,12.38,8.64,1.99,12.38,0,0,25.91,57.29,2.16,26.91,26.74,25.91,69.96,0,0,52.78,110.35,13.33,86.52,13.34,6.66,6.66,32.83,32.84

60,14:45-15:00,17.27,8.64,24,200.32,71,32.83,51,19.61,6.67,123,20,52,33,40.06,26.91,25.91,11.86,3.3,149.23,2.67,11.57,8.64,1.99,11.57,0,0,25.91,57.29,2.16,26.91,26.74,25.91,69.96,0,0,52.78,129.55,13.33,79.74,13.34,6.66,6.66,32.83,32.84

61,15:00-15:15,17.27,8.64,21,186.85,64,32.83,44,19.61,6.67,109,20,46,30,37.37,26.91,25.91,10.92,3.3,149.23,2.67,10.66,8.64,2.03,10.66,0,0,25.91,57.29,2.31,26.91,26.74,25.91,69.96,0,0,52.78,148.74,14,72.95,14,6.66,6.66,32.83,32.84

62,15:15-15:30,17.27,8.64,18,171.39,58,32.83,37,19.41,6.67,95,20,40,27,34.28,26.91,25.91,9.82,3.3,191.92,2.67,9.58,8.64,2.03,9.58,0,0,25.91,57.29,2.31,26.91,28.26,25.91,69.96,0,0,52.78,170.46,14,65.19,14,6.66,6.66,32.83,32.84

63,15:30-15:45,17.27,8.64,15,155.64,52,32.83,30,24.21,6.67,81,20,34,24,31.13,26.91,25.91,8.81,3.3,230.3,2.67,8.6,8.64,2.03,8.6,0,0,25.91,57.29,2.31,26.91,29.78,25.91,69.96,0,0,52.78,197.33,14.33,57.61,14.34,6.66,6.66,32.83,32.84

64,15:45-16:00,17.27,8.64,11,138.48,45,32.83,24,23.61,6.67,67,20,28,22,27.7,26.91,25.91,7.88,3.3,271.33,2.67,7.69,8.64,2.03,7.69,0,0,25.91,57.29,2.31,26.91,30.28,25.91,69.96,0,0,52.78,204.92,14.33,49.79,14.34,6.66,6.66,32.83,32.84

65,16:00-16:15,17.27,8.64,8,120.87,38,32.83,16,19.4,6.67,56,20,24,18,24.17,24.08,25.91,7.04,3.3,271.33,2.9,6.87,8.64,2.03,6.87,0,0,25.91,57.29,2.62,26.91,29.28,25.91,69.96,0,0,52.78,204.92,14.67,40.65,14.66,6.66,6.66,32.83,32.84

66,16:15-16:30,17.27,8.64,5,100.49,32,25,10,18,6.67,46,20,19,14,20.1,24.08,25.91,6.19,3.3,271.33,2.9,6.04,8.64,2.03,6.04,0,0,25.91,57.29,2.62,26.91,29.28,25.91,69.96,0,0,52.78,204.92,14.67,30.82,14.66,6.66,6.66,33,33

67,16:30-16:45,17.27,8.64,3,80.45,23,14.71,7,17.2,6.67,32,20,13,11,16.09,24.08,25.91,5.33,3.3,271.33,2.9,5.2,8.64,2.03,5.2,0,0,25.91,76.09,2.62,24.08,29.28,25.91,69.96,0,0,52.78,224.11,15.33,21.09,15.34,6.66,6.66,24.04,26.59

68,16:45-17:00,17.27,8.64,2,60.36,17,7.16,3,16.4,6.67,21,20,9,8,12.07,24.08,25.91,4.51,3.3,271.33,2.9,4.39,8.64,2.03,4.39,0,0,25.91,76.09,2.62,24.08,29.28,25.91,69.96,0,0,52.78,204.92,15.67,13.7,15.66,6.66,6.66,14.63,19.14

69,17:00-17:15,17.27,8.64,1,39.78,12,1.85,1,15.6,6.67,11,20,4,7,7.96,24.08,25.91,3.73,3.3,271.33,2.9,3.65,8.64,2.03,3.65,0,0,25.91,86.56,2.94,24.08,28.77,25.91,65.83,0,0,71.97,260.53,16,7,16,6.66,6.66,7.11,9.83

70,17:15-17:30,17.27,8.64,0,20.98,8,0,0,14.6,6.67,7,20,3,5,4.19,24.08,25.91,3,3.3,271.33,2.9,2.92,8.64,2.03,2.92,0,0,25.91,86.56,2.94,24.08,28.77,25.91,65.83,0,0,99.97,260.53,16.33,0.12,16.34,6.66,6.66,3.34,3.32

71,17:30-17:45,17.27,8.64,0,8.49,5,0,0,13.4,6.67,4,20,1,2,1.7,18.98,25.91,2.26,3.3,271.33,2.9,2.21,8.64,2.03,2.21,0,0,25.91,86.56,2.94,18.98,29.28,25.91,74.29,0,0,99.97,260.53,16.67,0,16.66,6.66,6.66,1.89,0.94

72,17:45-18:00,17.27,8.64,0,1.71,2,0,0,12.41,6.67,1,20,0,0,0.34,18.98,25.91,1.51,3.3,271.33,2.9,1.47,8.64,2.03,1.47,0,0,25.91,86.56,2.94,18.98,29.28,25.91,82.76,0,0,99.97,260.53,17,0,17,6.66,6.66,0.8,0.79

73,18:00-18:15,17.27,8.64,0,0,0,0,0,12.81,6.67,0,20,0,0,0,18.98,25.91,0.86,3.39,271.33,3.28,0.84,8.64,2.03,0.84,50,0,25.91,86.56,3.09,18.98,29.28,25.91,91.22,150,0,99.97,260.53,19.67,0,19.66,6.66,6.66,0,0

74,18:15-18:30,17.27,8.64,0,0,0,0,0,11.21,6.67,0,20,0,0,0,18.98,25.91,0,3.39,271.33,3.28,0,8.64,2.03,0,50,0,25.91,86.56,3.09,18.98,29.28,25.91,114.73,150,0,99.97,260.53,20,0,20,6.66,6.66,0,0

75,18:30-18:45,17.27,8.64,0,0,0,0,0,15.61,6.67,0,20,0,0,0,18.98,25.91,0,3.39,271.33,3.05,0,8.64,2.03,0,50,0,25.91,86.56,3.09,18.98,29.28,25.91,114.73,150,0,99.97,260.53,19,0,19,6.66,6.66,0,0

76,18:45-19:00,17.27,8.64,0,0,0,0,0,14.41,6.67,0,20,0,0,0,18.98,25.91,0,3.39,271.33,3.05,0,8.64,2.03,0,50,0,25.91,86.56,3.09,18.98,29.28,25.91,114.73,150,0,99.97,260.53,19.33,0,19.34,6.66,6.66,0,0

77,19:00-19:15,17.27,8.64,0,0,0,0,0,10.8,6.67,0,20,0,0,0,0,25.91,0,3.48,271.33,2.9,0,8.64,2.03,0,50,0,25.91,86.56,3.09,0,29.28,25.91,106.27,150,0,99.97,260.53,19.67,0,19.66,6.66,6.66,0,0

