Column1,Time,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/01/8058,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/3514,NR/01102023/31052040/LT-31,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/5531,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/7459,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/01/3925,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/01/8738,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/6775,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59
71,17:30-17:45,8,7,3.32,0,7,21,20.86,1,14,0,7,6.67,14,4.17,3,4.59,2.95,7,0,8.09,269.47,24.22,0,0,65.74,1.61,26.82,0,20.12,19.16,0.4,43.11,28.74,75.96,1.22,36.4,0,0,0.4,14.37,47.9,99.8,0.41,47.9,1.55,47.9,36.4,128.78,0

72,17:45-18:00,8.2,3,1.56,0,7,21,9.77,0,14,0,7,6.67,14,1.96,1,0.73,0.85,1,0,3.75,269.47,25.23,0,0,65.74,1.61,26.82,0,20.12,19.16,0.1,43.11,28.74,86.41,1.22,36.4,0,0,0.1,14.37,47.9,99.8,0.11,47.9,1.55,47.9,36.4,128.78,0

73,18:00-18:15,8.6,2,0,0,7,21,2.58,0,14,0,7,6.67,14,0.52,0,0,0,0,0,0.79,269.47,25.74,30,50,82.63,1.56,26.82,50,20.12,19.16,0,43.11,28.74,86.41,1.14,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,128.78,0

74,18:15-18:30,8.8,0,0,0,7,21,0,0,14,0,7,6.67,14,0,0,0,0,0,0,0,269.47,25.74,30,50,114.58,1.56,26.82,50,20.12,19.16,0,43.11,28.74,86.41,1.14,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,128.78,0

75,18:30-18:45,8.8,0,0,0,7,21,0,0,14,0,7,6.67,14,0,0,0,0,0,0,0,269.47,25.74,30,50,114.58,1.56,26.82,50,20.12,19.16,0,43.11,28.74,86.41,1.14,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,128.78,0

76,18:45-19:00,9,0,0,0,7,21,0,0,14,0,7,6.67,14,0,0,0,0,0,0,0,269.47,25.74,30,50,114.58,1.56,26.82,50,20.12,19.16,0,43.11,28.74,86.41,1.14,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,128.78,0

77,19:00-19:15,8.8,0,0,0,7,21,0,0,16.67,0,7,6.67,16.66,0,0,0,0,0,0,0,269.47,25.23,30,50,93.91,1.56,26.82,50,20.12,19.16,0,43.11,28.74,86.41,0.99,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,128.78,0

78,19:15-19:30,8.8,0,0,0,7,21,0,0,18.33,0,7,6.67,18.34,0,0,0,0,0,0,0,269.47,25.23,30,50,65.74,1.56,26.82,50,20.12,19.16,0,43.11,28.74,86.41,0.99,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,128.78,0

79,19:30-19:45,9,0,0,0,7.33,22.01,0,0,20,0,7.33,6.67,20,0,0,0,0,0,0,0,269.47,25.23,30,50,65.74,1.56,26.82,50,20.12,19.16,0,43.11,28.74,86.41,0.99,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,128.78,0

80,19:45-20:00,9,0,0,0,7.5,22.5,0,0,25,0,7.5,6.67,25,0,0,0,0,0,0,0,269.47,25.23,30,50,65.74,1.56,26.82,50,20.12,19.16,0,43.11,28.74,86.41,0.99,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,128.78,0

81,20:00-20:15,9.2,0,0,0,10,30,0,0,26.67,0,10,6.67,26.66,0,0,0,0,0,0,0,269.47,25.23,30,50,65.74,1.52,26.82,50,20.12,19.16,0,43.11,28.74,86.41,0.99,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,128.78,0

82,20:15-20:30,9.2,0,0,0,10.67,31.99,0,0,30,0,10.67,6.67,30,0,0,0,0,0,0,0,269.47,25.23,30,50,65.74,1.52,26.82,50,20.12,19.16,0,43.11,28.74,86.41,0.99,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,128.78,0

83,20:30-20:45,9.6,0,0,0,14.17,42.49,0,0,44,0,14.17,10.33,44,0,0,0,0,0,0,0,269.47,25.23,30,50,69.87,1.52,26.82,50,20.12,19.16,0,43.11,28.74,62.83,0.99,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,100.04,0

84,20:45-21:00,10,0,0,0,13.83,41.51,0,0,44.33,0,13.83,11,44.34,0,0,0,0,0,0,0,269.47,25.23,30,50,69.87,1.52,26.82,50,20.12,19.16,0,43.11,28.74,59.23,0.99,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,100.04,0

85,21:00-21:15,10,0,0,0,13.5,40.5,0,0,45,0,13.5,11.33,45,0,0,0,0,0,0,0,269.47,25.23,30,50,69.87,1.52,26.82,50,20.12,19.16,0,43.11,28.74,59.23,0.99,36.4,0,0,0,14.37,47.9,99.8,0,47.9,1.55,47.9,36.4,76.09,0

86,21:15-21:30,10.4,0,0,0,13.5,40.5,0,0,44,0,13.5,11,44,0,0,0,0,0,0,0,269.47,25.23,30,50,69.87,1.52,26.82,50,20.12,19.16,0,43.11,28.74,59.23,0.99,36.4,0,0,0,14.37,47.9,71.06,0,47.9,1.55,47.9,36.4,82.36,0

87,21:30-21:45,10.6,0,0,0,15.17,45.49,0,0,52.67,0,15.17,12.67,52.66,0,0,0,0,0,0,0,269.47,25.23,30,50,69.87,1.52,26.82,50,20.12,19.16,0,43.11,28.74,59.23,0.99,36.4,0,0,0,14.37,47.9,52.69,0,47.9,1.55,47.9,36.4,82.36,0

88,21:45-22:00,10.8,0,0,0,14.83,44.51,0,0,51,0,14.83,12.33,51,0,0,0,0,0,0,0,269.47,25.23,30,50,69.87,1.52,26.82,50,20.12,19.16,0,43.11,28.74,59.23,0.99,36.4,0,0,0,14.37,47.9,52.69,0,47.9,1.55,47.9,36.4,82.36,0

89,22:00-22:15,11.21,0,0,0,17.33,52.01,0,0,57.67,0,17.33,14.33,57.66,0,0,0,0,0,0,0,269.47,25.23,30,50,69.87,1.48,26.82,0,20.12,19.16,0,43.11,28.74,59.23,0.99,36.4,0,0,0,14.37,47.9,52.69,0,47.9,1.55,47.9,36.4,82.36,0

90,22:15-22:30,11.61,0,0,0,17.33,52.01,0,0,56.33,0,17.33,14,56.34,0,0,0,0,0,0,0,269.47,25.23,30,50,69.87,1.48,26.82,0,20.12,19.16,0,43.11,28.74,59.23,0.99,36.4,0,0,0,14.37,47.9,52.69,0,47.9,1.55,47.9,36.4,82.36,0

91,22:30-22:45,11.21,0,0,0,17.17,51.49,0,0,55,0,17.17,13.67,55,0,0,0,0,0,0,0,269.47,25.23,30,50,69.87,1.48,26.82,0,20.12,19.16,0,43.11,28.74,59.23,0.99,36.4,0,0,0,14.37,47.9,52.69,0,47.9,1.55,47.9,36.4,64.19,0

92,22:45-23:00,11,0,0,0,17,51,0,0,54,0,17,12.67,54,0,0,0,0,0,0,0,249.08,25.23,30,50,69.87,1.48,26.82,0,20.12,19.16,0,43.11,28.74,59.23,0.99,36.4,0,0,0,14.37,47.9,52.69,0,47.9,1.55,47.9,36.4,64.19,0

93,23:00-23:15,10.6,0,0,0,16.83,50.51,0,0,39.67,0,16.83,11.67,39.66,0,0,0,0,0,0,0,229.92,25.23,30,50,69.87,1.48,26.82,0,20.12,19.16,0,43.11,28.74,59.23,0.99,33.53,0,0,0,14.37,47.9,52.69,0,47.9,1.55,47.9,33.53,64.19,0

94,23:15-23:30,10.2,0,0,0,16.5,49.5,0,0,38,0,16.5,11.33,38,0,0,0,0,0,0,0,211.72,25.23,30,50,69.87,1.48,26.82,0,20.12,19.16,0,43.11,28.74,59.23,0.99,33.53,0,0,0,14.37,47.9,52.69,0,47.9,1.55,47.9,33.53,64.19,0

95,23:30-23:45,9.8,0,0,0,18.67,55.99,0,0,42.67,0,18.67,11,42.66,0,0,0,0,0,0,0,211.72,25.23,30,50,69.87,1.48,26.82,0,20.12,19.16,0,43.11,28.74,59.23,0.99,33.53,0,0,0,14.37,47.9,52.69,0,47.9,1.55,47.9,33.53,64.19,0

96,23:45-24:00,9.4,0,0,0,18.17,54.49,0,0,40,0,18.17,10.67,40,0,0,0,0,0,0,0,211.72,25.23,30,50,69.87,1.48,26.82,0,20.12,19.16,0,43.11,28.74,59.23,0.99,33.53,0,0,0,14.37,47.9,52.69,0,47.9,1.55,47.9,33.53,64.19,0

