Block,Time Block,RAPPC,RIHAND1,RIHAND2,RAPPD,RSTPSU1TO6,RIHAND3,NJPC,NLCIIST2,MAPS,NAPP,KOTESHWR,NLCEXP,NLCIIST1,KUDGI,RAPPB,RAMPUR,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,TALA,TEHRI,TANDA2,SIMHST1,SINGRAULI_HYDRO,TALST2,SIMHST2,TANAKPUR,TelanganaSTPP,SINGRAULI,KGSU1AND2,KGSU3AND4,JHAJJAR,KISHANGANGA,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,DADRI_RF,DADRI_LF,DADRI_CRF,DADRI_GF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,ANTA_GF,SALAL,SASAN,SEWA2,RSTPSU7,UNCHAHAR1,UNCHAHAR4,URI2,URI,UNCHAHAR3,UNCHAHAR2,VALLURNTECL,CHAMERA2,CHAMERA3,CHAMERA1,DHAULIGNGA,FSTPP I & II,BRBCL,DULHASTI,BSIUL,DADRT2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
14,03:15-03:30,65.58,93.93,120.36,18.49,0,92.54,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,13.35,28.61,5.33,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,32.85,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,399.42,0,0,12.59,2.14,36.81,48.53,14.81,23.79,0,47.16,33.84,40.79,42.3,14.63,19.32,56.7,12.6,45.17,0,0,0,0,0

15,03:30-03:45,65.58,93.93,120.36,18.49,0,92.54,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,13.77,28.61,5.33,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,32.85,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,399.42,0,0,10.38,2.14,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,14.63,19.28,56.7,12.6,45.17,0,0,0,0,0

16,03:45-04:00,65.58,93.93,120.36,18.49,0,92.54,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,15.34,28.61,5.33,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,32.85,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,399.42,0,0,10.38,2.14,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,14.63,19.32,56.7,12.6,45.17,0,0,0,0,0

17,04:00-04:15,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,15.34,28.61,5.33,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,399.42,0,0,12.59,2.14,36.81,48.53,16.84,23.79,0,47.16,33.84,40.79,42.3,12.95,19.32,56.7,6.3,45.17,0,0,0,0,0

18,04:15-04:30,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,15.34,28.61,5.33,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,399.42,0,0,10.38,2.14,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,12.95,19.32,56.7,6.3,45.17,0,0,0,0,0

19,04:30-04:45,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,14.48,28.61,5.33,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,399.42,0,0,10.38,2.14,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,6.3,45.17,0,0,0,0,0

20,04:45-05:00,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,14.48,28.61,5.33,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,399.42,0,0,10.38,2.14,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,6.3,45.17,0,0,0,0,0

21,05:00-05:15,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,14.48,28.61,5.33,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,38.22,142.4,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.38,2.14,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,6.3,121.5,0,0,0,0,0

22,05:15-05:30,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,14.48,28.61,5.33,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,38.22,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.38,2.14,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,6.3,51.94,0,0,0,0,0

23,05:30-05:45,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,14.48,28.61,5.33,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,38.22,143.27,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.38,2.14,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,6.3,45.18,0,0,0,0,0

24,05:45-06:00,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,14.48,28.61,3.96,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,29.52,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.38,1.07,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,6.3,45.18,0,0,0,0,0

25,06:00-06:15,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,14.48,28.61,3.96,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,29.52,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.38,1.07,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,12.6,45.18,0,0,0,0,0

26,06:15-06:30,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,13.63,28.61,3.96,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,29.52,114.96,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.38,1.07,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,12.6,45.18,0,0,0,0,0

27,06:30-06:45,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,14.77,28.61,3.96,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,24.65,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.38,1.07,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,12.6,45.18,0,0,0,0,0

28,06:45-07:00,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,14.77,28.61,3.96,0,1.11,0,0,7.42,0,145.24,0,0,240.54,8.34,24.65,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.38,1.07,36.81,48.53,13.19,23.79,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,12.6,45.18,0,0,0,0,0

29,07:00-07:15,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,14,28.61,1.67,0,1.11,0,0,11.14,0,145.24,0,0,232.83,8.34,24.65,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.04,0.78,36.81,48.53,12.65,23.2,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,12.6,42.79,0,0,0,0,0

30,07:15-07:30,65.58,93.93,120.36,18.49,0,126.36,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,14,28.61,1.67,0,1.11,0,0,11.14,0,145.24,0,0,232.83,8.34,24.65,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.04,0.7,36.81,48.53,12.65,23.2,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,12.6,42.79,0,0,0,0,0

31,07:30-07:45,65.58,91.38,116.24,18.49,0,122.31,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,13.01,28.61,1.67,0,1.11,0,0,11.14,0,140.83,0,0,232.83,8.34,28.04,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.04,0.7,36.81,48.53,12.65,23.2,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,12.6,42.79,0,0,0,0,0

32,07:45-08:00,65.58,91.38,116.24,18.49,0,122.31,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,13.01,28.61,1.67,0,1.11,0,0,11.14,0,140.83,0,0,232.83,8.34,28.04,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.04,0.7,36.81,48.53,12.65,23.2,0,47.16,33.84,40.79,42.3,10.65,19.32,56.7,12.6,42.79,0,0,0,0,0

33,08:00-08:15,65.58,91.37,116.19,18.49,0,122.28,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,12.15,28.61,3.05,0,1.11,0,0,11.14,0,140.83,0,0,232.83,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.04,1.77,36.81,51.19,12.65,23.2,0,47.16,33.84,40.79,31.72,10.65,19.32,56.7,12.6,42.79,0,0,0,0,0

34,08:15-08:30,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,12.15,28.61,3.05,0,1.11,0,0,11.14,0,140.83,0,0,232.83,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.04,1.77,36.81,51.19,12.65,23.2,0,47.16,33.84,40.79,31.72,10.65,19.32,56.7,12.6,42.79,0,0,0,0,0

35,08:30-08:45,65.58,91.76,103.31,18.49,0,98.91,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,12.15,19.07,3.05,0,1.11,0,0,5.56,0,108.72,0,0,232.83,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.04,1.77,36.81,51.19,12.65,23.2,0,47.16,33.84,40.79,31.72,10.65,19.32,56.7,12.6,42.79,0,0,0,0,0

36,08:45-09:00,65.58,91.76,103.31,18.49,0,98.91,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,12.15,9.54,3.05,0,1.11,0,0,5.56,0,108.72,0,0,232.83,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,386.92,0,0,10.04,1.77,36.81,51.19,12.65,23.2,0,47.16,33.84,40.79,31.72,10.65,19.32,56.7,12.6,42.79,0,0,0,0,0

37,09:00-09:15,65.58,91.76,103.31,18.49,0,98.91,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,12.15,0,3.05,0,1.11,0,0,5.56,0,108.72,0,0,232.83,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,394.26,0,0,10.04,1.77,36.81,51.19,12.65,23.2,0,47.16,33.84,40.79,21.14,10.65,19.32,56.7,18.9,42.79,0,0,0,0,0

38,09:15-09:30,65.58,91.76,103.31,18.49,0,98.91,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,12.15,0,3.05,0,1.11,0,0,5.56,0,108.72,0,0,232.83,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,51.19,12.65,23.2,0,47.16,33.84,40.79,21.14,10.65,19.32,56.7,18.9,42.79,0,0,0,0,0

39,09:30-09:45,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,48.92,39.93,12.15,0,3.05,0,1.11,0,0,5.56,0,140.83,0,0,232.83,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,51.19,12.65,23.2,0,47.16,33.84,40.79,21.14,10.65,19.32,56.7,18.9,42.79,0,0,0,0,0

40,09:45-10:00,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,41.5,39.93,12.15,0,3.05,0,1.11,0,0,5.56,0,140.83,0,0,232.83,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,51.19,12.65,23.2,0,47.16,33.84,40.79,21.14,10.65,19.32,56.7,18.9,42.79,0,0,0,0,0

41,10:00-10:15,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,41.5,39.93,12.15,0,3.05,0,1.11,0,0,7.42,0,140.83,0,0,232.83,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,51.19,12.65,23.2,0,47.16,33.84,40.79,10.58,10.65,19.32,56.7,18.9,42.79,0,0,0,0,0

42,10:15-10:30,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,41.5,39.93,12.15,0,3.05,0,1.11,0,0,7.42,0,140.83,0,0,232.83,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,51.19,12.65,23.2,0,47.16,33.84,40.79,10.58,10.65,19.32,56.7,18.9,42.79,0,0,0,0,0

43,10:30-10:45,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,37.95,39.93,11.87,0,3.05,0,1.11,0,0,7.42,0,107.76,0,0,232.83,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,51.19,12.65,23.2,0,47.16,33.84,40.79,10.58,10.65,19.32,56.7,18.9,42.79,0,0,0,0,0

44,10:45-11:00,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,37.95,39.93,11.87,0,3.05,0,1.11,0,0,7.42,0,107.76,0,0,232.83,8.34,32.85,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,51.19,12.65,23.2,0,47.16,33.84,40.79,10.58,10.65,18.49,56.7,18.9,42.79,0,0,0,0,0

45,11:00-11:15,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,37.95,39.93,11.36,0,3.05,0,1.11,0,0,8.66,0,114.52,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,48.53,12.65,23.2,0,47.16,33.84,40.79,10.58,10.65,19.32,56.7,6.3,42.79,0,0,0,0,0

46,11:15-11:30,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,37.95,39.93,11.36,0,3.05,0,1.11,0,0,8.66,0,124.18,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,48.53,12.65,23.2,0,47.16,33.84,40.79,10.58,10.65,18.83,56.7,6.3,42.79,0,0,0,0,0

47,11:30-11:45,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,37.95,39.93,14.77,0,3.05,0,1.11,0,0,9.9,0,140.83,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,48.53,12.65,23.2,0,47.16,33.84,40.79,10.58,10.65,19.32,56.7,6.3,42.79,0,0,0,0,0

48,11:45-12:00,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,37.95,39.93,14.77,0,3.05,0,1.11,0,0,9.9,0,140.83,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,48.53,12.65,23.2,0,47.16,33.84,13.74,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

49,12:00-12:15,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,4.45,25.41,13.01,0,3.05,0,1.11,0,0,9.9,0,140.83,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,12.25,1.77,36.81,48.53,16.3,23.2,0,47.16,33.84,13.74,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

50,12:15-12:30,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,4.45,7.27,13.01,0,3.05,0,1.11,0,0,9.9,0,140.83,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,13.74,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

51,12:30-12:45,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,4.45,7.27,11.64,0,3.05,0,1.11,0,0,9.9,0,130.97,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,13.74,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

52,12:45-13:00,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,4.45,7.27,11.64,0,3.05,0,1.11,0,0,9.9,0,130.97,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,12.25,1.77,36.81,48.53,16.3,26.03,0,47.16,33.84,13.74,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

53,13:00-13:15,65.58,91.76,117.95,18.49,0,123.68,174.76,0,0,24.65,10.08,0,0,0,0,6.74,0,0,0,4.45,7.27,11.64,0,3.05,0,1.11,0,0,9.9,0,130.97,0,0,232.83,8.34,38.62,125.24,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,396.7,0,0,10.04,1.77,36.81,48.53,12.78,23.2,0,47.16,33.84,13.74,10.58,12.95,19.32,56.7,6.3,42.79,0,0,0,0,0

