Time,Block,NR/2024/18458/C,NR/2024/18285/A/3791,NR/2024/18462/C,NR/2023/18074/A/3670,NR/2023/18204/A/3659,NR/2024/18460/C,NR/2024/18331/A/3805,NR/2024/18459/C,WR/2023/20937/A/3803,NR/2024/18457/C,NR/2023/18183/A/3804,WR/2023/20914/A/3799,NR/2024/18456/C,Total
53,13:00-13:15,3.370000,9.620000,0.000000,0.770000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,7.5,193.02

54,13:15-13:30,3.370000,9.620000,0.000000,0.770000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,7.17,192.69

55,13:30-13:45,3.370000,9.620000,0.000000,0.770000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,6.64,192.16

56,13:45-14:00,3.370000,9.620000,0.000000,0.770000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,6.25,191.77

57,14:00-14:15,3.370000,9.620000,0.000000,0.770000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,6.01,191.53

58,14:15-14:30,3.370000,9.620000,0.000000,0.770000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,5.82,191.34

59,14:30-14:45,3.370000,9.620000,0.000000,0.770000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,5.58,191.1

60,14:45-15:00,3.370000,9.620000,0.000000,0.770000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,5.22,190.74

61,15:00-15:15,3.370000,9.620000,0.000000,0.670000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,4.78,190.2

62,15:15-15:30,3.370000,9.620000,0.000000,0.670000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,4.43,189.85

63,15:30-15:45,3.370000,9.620000,0.000000,0.670000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,4.07,189.49

64,15:45-16:00,3.370000,9.620000,0.000000,0.670000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,3.55,188.97

65,16:00-16:15,3.370000,9.620000,0.000000,0.480000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,3.16,188.39

66,16:15-16:30,3.370000,9.620000,0.000000,0.480000,5.770000,0.000000,158.480000,3.850000,0.000000,3.660000,0.000000,0.000000,2.56,187.79

67,16:30-16:45,0.000000,9.620000,0.000000,0.480000,5.770000,0.000000,158.480000,0.000000,0.000000,0.000000,0.000000,0.000000,2.07,176.42

68,16:45-17:00,0.000000,9.620000,0.000000,0.480000,5.770000,0.000000,158.480000,0.000000,0.000000,0.000000,0.000000,0.000000,1.57,175.92

69,17:00-17:15,0.000000,9.620000,0.000000,0.480000,5.770000,38.480000,158.480000,0.000000,0.000000,0.000000,0.000000,0.000000,1.13,213.96

70,17:15-17:30,0.000000,9.620000,0.000000,0.480000,5.770000,38.480000,158.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.74,213.57

71,17:30-17:45,0.000000,9.620000,0.000000,0.480000,5.770000,38.480000,158.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.4,213.23

72,17:45-18:00,0.000000,9.620000,0.000000,0.480000,5.770000,38.480000,158.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0.2,213.03

73,18:00-18:15,0.000000,9.620000,0.000000,0.480000,5.770000,38.480000,158.480000,0.000000,25.000000,0.000000,0.000000,55.000000,0,292.83

74,18:15-18:30,0.000000,9.620000,0.000000,0.480000,5.770000,38.480000,158.480000,0.000000,25.000000,0.000000,0.000000,55.000000,0,292.83

75,18:30-18:45,0.000000,9.620000,0.000000,0.480000,5.770000,38.480000,158.480000,0.000000,25.000000,0.000000,0.000000,55.000000,0,292.83

76,18:45-19:00,0.000000,9.620000,0.000000,0.480000,5.770000,38.480000,158.480000,0.000000,25.000000,0.000000,0.000000,55.000000,0,292.83

77,19:00-19:15,0.000000,9.620000,0.000000,0.580000,5.770000,38.480000,0.000000,0.000000,25.000000,0.000000,158.480000,55.000000,0,292.93

78,19:15-19:30,0.000000,9.620000,0.000000,0.580000,5.770000,38.480000,0.000000,0.000000,25.000000,0.000000,158.480000,55.000000,0,292.93

79,19:30-19:45,0.000000,9.620000,0.000000,0.580000,5.770000,38.480000,0.000000,0.000000,25.000000,0.000000,158.480000,55.000000,0,292.93

80,19:45-20:00,0.000000,9.620000,0.000000,0.580000,5.770000,38.480000,0.000000,0.000000,25.000000,0.000000,158.480000,55.000000,0,292.93

81,20:00-20:15,0.000000,9.620000,0.000000,0.580000,5.770000,0.000000,0.000000,0.000000,25.000000,0.000000,158.480000,55.000000,0,254.45

82,20:15-20:30,0.000000,9.620000,0.000000,0.580000,5.770000,0.000000,0.000000,0.000000,25.000000,0.000000,158.480000,55.000000,0,254.45

83,20:30-20:45,0.000000,9.620000,0.000000,0.580000,5.770000,0.000000,0.000000,0.000000,25.000000,0.000000,158.480000,55.000000,0,254.45

84,20:45-21:00,0.000000,9.620000,0.000000,0.580000,5.770000,0.000000,0.000000,0.000000,25.000000,0.000000,158.480000,55.000000,0,254.45

85,21:00-21:15,0.000000,9.620000,0.000000,0.580000,5.770000,0.000000,0.000000,0.000000,25.000000,0.000000,158.480000,55.000000,0,254.45

86,21:15-21:30,0.000000,9.620000,0.000000,0.580000,5.770000,0.000000,0.000000,0.000000,25.000000,0.000000,158.480000,55.000000,0,254.45

87,21:30-21:45,0.000000,9.620000,0.000000,0.580000,5.770000,0.000000,0.000000,0.000000,25.000000,0.000000,158.480000,55.000000,0,254.45

88,21:45-22:00,0.000000,9.620000,0.000000,0.580000,5.770000,0.000000,0.000000,0.000000,25.000000,0.000000,158.480000,55.000000,0,254.45

89,22:00-22:15,0.000000,9.620000,0.000000,0.480000,5.770000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.000000,0,70.87

90,22:15-22:30,0.000000,9.620000,0.000000,0.480000,5.770000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.000000,0,70.87

91,22:30-22:45,0.000000,9.620000,0.000000,0.480000,5.770000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.000000,0,70.87

92,22:45-23:00,0.000000,9.620000,0.000000,0.480000,5.770000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.000000,0,70.87

93,23:00-23:15,0.000000,9.620000,0.000000,0.480000,5.770000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,15.87

94,23:15-23:30,0.000000,9.620000,0.000000,0.480000,5.770000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,15.87

95,23:30-23:45,0.000000,9.620000,0.000000,0.480000,5.770000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,15.87

96,23:45-24:00,0.000000,9.620000,0.000000,0.480000,5.770000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,15.87

