Block,Time Block,NLCEXP,NLCIIST1,NJPC,MAPS,NLCIIST2,NAPP,CHAMERA1,BRBCL,BSIUL,AURY_RF,AURY_LF,DADRI_LF,DADRI_CRF,DADRI_RF,DADRI_GF,KUDGI,UNCHAHAR1,UNCHAHAR4,TANDA2,UNCHAHAR3,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,SIMHST2,TALA,SINGRAULI,TEHRI,AURY_CRF,ANTA_CRF,VALLURNTECL,ANTA_RF,URI2,ANTA_LF,AURY_GF,ANTA_GF,URI,KKNPPU2,KISHANGANGA,KOLDAM,KHSTPP-II,KKNP,KOTESHWR,NTPL,PARBATI3,RAPPC,PARBATI2,NNTPP,RAPPB,RIHAND1,RAPPD,RAMPUR,SASAN,RIHAND2,RSTPSU1TO6,SIMHST1,RSTPSU7,RIHAND3,SALAL,SEWA2,NLCTS2EXP,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KHSTPP-I,JHAJJAR,CHAMERA3,KGSU1AND2,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
23,05:30-05:45,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.38,0.97,2.94,13.19,0,1.07,6.18,0,23.79,0,19.31,117.08,28.61,0,0,0,0,36.81,0,0,0,51.19,0,0,9.26,97.69,0,10.08,0,57.07,66.24,47.18,0,0,64.91,18.91,6.74,393.44,96.23,0,0,0,126.36,0,0,0,47.16,21.17,10.03,56.7,7.37,24.65,217.35,33.84,0,0,0,0,0,0,0

24,05:45-06:00,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.38,0.97,2.94,13.19,0,1.07,6.18,0,23.79,0,19.18,117.08,28.61,0,0,0,0,36.81,0,0,0,51.19,0,0,9.26,97.69,0,10.08,0,57.07,66.24,47.18,0,0,64.91,18.91,6.74,393.44,96.23,0,0,0,126.36,0,0,0,47.16,21.17,10.03,56.7,7.37,24.65,217.35,33.84,0,0,0,0,0,0,0

25,06:00-06:15,0,0,174.76,0,0,24.26,40.79,19.26,12.6,0,0,0,0,0,0,0,10.38,0.97,2.94,13.19,0,1.07,6.18,0,23.79,0,19.18,117.08,28.61,0,0,0,0,36.81,0,0,0,49.07,0,0,9.26,99.42,0,10.08,0,57.07,66.24,45.01,0,0,64.91,18.91,6.74,393.44,96.23,0,0,0,81.71,0,0,0,47.16,21.17,10.03,56.7,7.37,24.65,217.35,33.84,0,0,0,0,0,0,0

26,06:15-06:30,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.38,0.97,2.94,13.19,0,1.07,6.18,0,23.79,0,19.18,117.08,28.61,0,0,0,0,36.81,0,0,0,49.07,0,0,9.26,99.42,0,10.08,0,57.07,66.24,45.01,0,0,64.91,18.91,6.74,393.44,96.23,0,0,0,81.71,0,0,0,47.16,21.17,10.03,56.7,7.37,24.65,217.35,33.84,0,0,0,0,0,0,0

27,06:30-06:45,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.38,0.97,2.94,13.19,0,1.07,6.18,0,23.79,0,24,117.08,28.61,0,0,0,0,36.81,0,0,0,49.07,0,0,9.26,97.69,0,10.08,0,57.07,66.24,45.01,0,0,64.91,18.91,6.74,393.44,96.23,0,0,0,81.71,0,0,0,47.16,31.72,10.03,56.7,7.37,24.65,217.35,33.84,0,0,0,0,0,0,0

28,06:45-07:00,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.38,0.97,2.94,13.19,0,1.07,6.18,0,23.79,0,24,117.08,28.61,0,0,0,0,36.81,0,0,0,49.07,0,0,9.26,97.69,0,10.08,0,57.07,66.24,45.01,0,0,64.91,18.91,6.74,393.44,96.23,0,0,0,81.71,0,0,0,47.16,31.72,10.03,56.7,7.37,28.04,217.35,33.84,0,0,0,0,0,0,0

29,07:00-07:15,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.04,0.68,1.59,12.65,0,1.07,5.56,0,23.2,0,24,117.08,28.61,0,0,0,0,36.81,0,0,0,49.07,0,0,9.26,97.69,0,10.08,0,57.07,66.24,45.01,0,0,64.91,18.91,6.74,393.44,96.23,0,0,0,81.71,0,0,0,47.16,31.72,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

30,07:15-07:30,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,5.56,0,23.2,0,24,117.08,28.61,0,0,0,0,36.81,0,0,0,49.07,0,0,9.26,97.69,0,10.08,0,48.92,66.24,45.01,0,0,64.91,18.91,6.74,393.44,96.23,0,0,0,81.71,0,0,0,47.16,31.72,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

31,07:30-07:45,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,24.14,113.1,28.61,0,0,0,0,36.81,0,0,0,49.07,0,0,9.26,97.69,0,10.08,0,41.5,66.24,43.55,0,0,62.75,18.91,6.74,393.44,93.83,0,0,0,79.04,0,0,0,47.16,31.72,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

32,07:45-08:00,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,24.14,88.53,5.89,0,0,0,0,36.81,0,0,0,49.07,0,0,9.26,97.69,0,10.08,0,41.5,66.24,43.55,0,0,62.75,18.91,6.74,393.44,93.83,0,0,0,79.04,0,0,0,47.16,31.72,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

33,08:00-08:15,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,24.14,88.53,0,0,0,0,0,36.81,0,0,0,36.26,0,0,9.26,97.69,0,10.08,0,41.5,66.24,43.55,0,0,62.75,18.91,6.74,393.44,80.15,0,0,0,69.49,0,0,0,47.16,31.72,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

34,08:15-08:30,0,0,174.76,0,0,24.26,40.79,19.32,12.6,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,24.29,88.53,0,0,0,0,0,36.81,0,0,0,25.59,0,0,9.26,97.69,0,10.08,0,41.5,66.24,43.55,0,0,62.75,18.91,6.74,393.44,80.15,0,0,0,69.49,0,0,0,47.16,31.72,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

35,08:30-08:45,0,0,174.76,0,0,24.26,40.79,19.32,18.9,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,29.11,88.53,0,0,0,0,0,36.81,0,0,0,17.07,0,0,9.26,97.69,0,10.08,0,41.5,66.24,43.55,0,0,62.75,18.91,6.74,399.97,80.15,0,0,0,69.49,0,0,0,47.16,31.72,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

36,08:45-09:00,0,0,174.76,0,0,24.26,23.66,19.32,18.9,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,29.25,88.53,0,0,0,0,0,36.81,0,0,0,12.8,0,0,9.26,97.69,0,10.08,0,41.5,66.24,43.55,0,0,62.75,18.91,6.74,399.97,80.15,0,0,0,69.49,0,0,0,47.16,31.72,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

37,09:00-09:15,0,0,174.76,0,0,24.26,0,19.32,18.9,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,29.54,88.53,0,0,0,0,0,36.81,0,0,0,0,0,0,9.26,97.69,0,10.08,0,48.92,66.24,43.55,0,0,62.75,18.91,6.74,399.97,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

38,09:15-09:30,0,0,174.76,0,0,24.26,0,19.32,18.9,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,29.54,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,10.08,0,48.92,66.24,43.55,0,0,62.75,18.91,6.74,399.97,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

39,09:30-09:45,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,29.25,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,10.08,0,48.92,66.24,36.3,0,0,62.75,18.91,6.74,378.76,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

40,09:45-10:00,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,29.25,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,10.08,0,48.92,66.24,36.3,0,0,62.75,18.91,6.74,352.29,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

41,10:00-10:15,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,28.97,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,14.55,0,41.5,66.24,36.3,0,0,62.75,18.91,6.74,327.92,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

42,10:15-10:30,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,28.97,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,14.55,0,41.5,66.24,36.3,0,0,62.75,18.91,6.74,320.85,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

43,10:30-10:45,0,0,174.76,0,0,24.26,0,19.05,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,28.97,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,96.9,0,7.5,0,41.5,66.24,36.3,0,0,62.75,18.91,6.74,320.85,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

44,10:45-11:00,0,0,174.76,0,0,24.26,0,16.69,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,28.97,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,96.9,0,4.48,0,41.5,66.24,36.3,0,0,62.75,18.91,6.74,320.85,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

45,11:00-11:15,0,0,174.76,0,0,24.26,0,17.25,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,28.84,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,96.9,0,4.48,0,37.95,66.24,36.3,0,0,62.75,18.91,6.74,335.33,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

46,11:15-11:30,0,0,174.76,0,0,24.26,0,18.57,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,28.92,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,96.9,0,4.48,0,37.95,66.24,36.3,0,0,62.75,18.91,6.74,362.19,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

47,11:30-11:45,0,0,174.76,0,0,24.26,0,18.99,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,28.92,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,4.48,0,32.62,66.24,36.3,0,0,62.75,18.91,6.74,399.97,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

48,11:45-12:00,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,28.92,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,4.48,0,32.62,66.24,36.3,0,0,62.75,18.91,6.74,399.97,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

49,12:00-12:15,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,24.14,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,7.27,0,32.62,66.24,36.3,0,0,62.75,18.91,6.74,399.97,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

50,12:15-12:30,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,4.96,0,23.2,0,24.14,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,7.27,0,32.62,66.24,36.3,0,0,62.75,18.91,6.74,399.97,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

51,12:30-12:45,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,11.14,0,23.2,0,25.39,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,7.27,0,32.62,66.24,36.3,0,0,62.75,18.91,6.74,399.97,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

52,12:45-13:00,0,0,174.76,0,0,24.26,0,18.94,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,11.14,0,23.2,0,25.39,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,97.69,0,7.27,0,32.62,66.24,36.3,0,0,62.75,18.91,6.74,399.97,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

53,13:00-13:15,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,11.14,0,23.2,0,25.39,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,96.9,0,7.27,0,32.62,66.24,36.3,0,0,62.75,18.91,6.74,372.87,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

54,13:15-13:30,0,0,174.76,0,0,24.26,0,19.32,6.3,0,0,0,0,0,0,0,10.04,0.59,1.59,12.65,0,1.07,11.14,0,23.2,0,25.39,88.53,0,0,0,0,0,0,0,0,0,0,0,0,9.26,96.9,0,7.27,0,32.62,66.24,36.3,0,0,62.75,18.91,6.74,313.89,80.15,0,0,0,69.49,0,0,0,47.16,10.58,10.03,56.7,4.98,28.04,211.58,33.84,0,0,0,0,0,0,0

