Block,Time Block,KUDGI,KOTESHWR,KOLDAM,KISHANGANGA,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,NTPL,BSIUL,CHAMERA3,CHAMERA2,JHAJJAR,BRBCL,DADRT2,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,MAPS,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,SALAL,SEWA2,SINGRAULI,RIHAND3,TALA,RIHAND2,TANDA2,SASAN,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,TALST2,SIMHST2,RSTPSU7,TANAKPUR,ANTA_LF,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_GF,UNCHAHAR4,URI2,ANTA_CRF,UNCHAHAR3,TelanganaSTPP,RAPPB,RAMPUR,RAPPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,0,8.55,0,0,41.55,0,0,142.96,0,0,0,0,0,41.09,0,0,0,40.46,0,0,0,2.31,202.48,14.46,327.65,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,9.26,0,35.27,2.13,14.39,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

16,03:45-04:00,0,8.55,0,0,41.55,0,0,142.96,0,0,0,0,0,41.09,0,0,0,40.46,0,0,0,2.31,202.48,14.46,327.65,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,9.26,0,35.27,2.13,14.39,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

17,04:00-04:15,0,8.55,0,0,41.55,0,0,142.96,0,0,0,0,0,41.09,0,0,0,40.46,0,0,0,2.31,202.48,14.46,327.65,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,9.26,0,35.27,2.13,14.39,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

18,04:15-04:30,0,8.55,0,0,41.55,0,0,142.96,0,0,0,0,0,41.09,0,0,0,40.46,0,0,0,2.31,202.48,14.46,327.65,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,9.26,0,35.27,2.13,14.39,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

19,04:30-04:45,0,8.55,0,0,41.55,0,0,142.96,0,0,0,0,0,41.09,0,0,0,40.46,0,0,0,2.31,202.48,14.46,327.65,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,9.26,0,35.27,2.13,14.39,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

20,04:45-05:00,0,8.55,0,0,41.55,0,0,142.96,0,0,0,0,0,41.09,0,0,0,40.46,0,0,9.33,2.31,202.48,14.46,327.65,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,9.26,0,35.27,2.13,14.39,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

21,05:00-05:15,0,8.55,0,0,41.55,0,0,142.96,0,0,0,0,0,41.09,0,0,0,40.46,0,0,9.33,2.31,202.48,14.46,327.65,0,8.78,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,9.26,0,35.27,2.13,14.39,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

22,05:15-05:30,0,8.55,0,0,41.55,0,0,142.96,0,0,0,0,0,41.09,0,0,0,40.46,0,1.06,9.33,2.31,202.48,14.46,327.65,0,8.78,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,9.26,0,35.27,2.13,14.39,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

23,05:30-05:45,0,8.55,0,0,41.55,0,0,142.96,0,0,0,0,0,67.64,0,0,0,40.46,0,6.29,9.33,12.7,202.48,14.46,327.65,0,17.57,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,9.26,0,35.27,2.13,14.39,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

24,05:45-06:00,0,8.55,0,0,41.55,0,0,142.96,0,0,2.46,0,0,85.73,0,0,0,40.46,0,6.29,18.66,16.07,202.48,14.46,327.65,11.42,26.49,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,9.26,0,35.27,2.13,14.39,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

25,06:00-06:15,0,9.51,0,0,41.55,0,0,142.96,0,0,4.91,0,0,112.74,0,0,0,40.46,0,18.86,29.46,39.32,202.48,14.46,327.65,13.54,36.29,17.27,48.13,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,12.59,0,35.27,42.57,30.01,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

26,06:15-06:30,0,9.51,0,0,41.55,0,0,142.96,0,0,31.91,0,0,112.74,0,0,0,40.46,0,18.86,29.46,39.32,202.48,14.46,327.65,13.54,36.29,17.27,48.13,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,12.59,0,35.27,42.57,30.01,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

27,06:30-06:45,0,9.51,0,0,41.55,0,0,142.96,0,0,31.91,0,0,112.74,0,0,0,40.46,0,18.86,29.46,39.32,202.48,14.46,327.65,13.54,36.29,17.27,48.13,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,10.5,0,35.27,7.45,30.01,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

28,06:45-07:00,0,9.51,0,0,41.55,0,0,142.96,0,0,31.91,0,0,112.74,0,0,0,40.46,0,18.86,29.46,39.32,202.48,14.46,327.65,13.54,36.29,17.27,48.13,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,10.5,0,35.27,4.25,29.58,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

29,07:00-07:15,0,8.55,0,0,41.55,0,0,142.96,0,0,31.91,0,0,112.74,0,0,0,40.46,0,6.29,18.66,38.09,202.48,14.46,327.65,11.42,26.49,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,8.64,0,35.27,4.25,14.39,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

30,07:15-07:30,0,8.55,0,0,41.55,0,0,142.96,0,0,31.91,0,0,85.54,0,0,0,40.46,0,6.29,9.33,25.39,202.48,14.46,327.65,0,17.57,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,8.64,0,35.27,4.25,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

31,07:30-07:45,0,8.55,0,0,41.55,0,0,142.96,0,0,31.91,0,0,85.54,0,0,0,40.46,0,6.29,9.33,11.57,202.48,14.46,327.65,0,8.78,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,8.64,0,35.27,4.25,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

32,07:45-08:00,0,8.55,0,0,41.55,0,0,142.96,0,0,4.91,0,0,67.64,0,0,0,40.46,0,6.29,9.33,11.57,202.48,14.46,327.65,0,8.78,17.27,47.65,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,238.59,88.69,0,0,0,0,0,0,8.64,0,35.27,4.25,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

33,08:00-08:15,0,8.55,0,0,41.55,0,0,142.96,0,0,2.46,0,0,41.09,0,0,0,40.46,0,6.29,9.33,11.57,202.48,14.46,306.37,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,249.43,88.69,0,0,0,0,0,0,8.03,0,35.27,4.25,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

34,08:15-08:30,0,8.55,0,0,41.55,0,0,142.96,0,0,0,0,0,41.09,0,0,0,40.46,0,6.26,9.33,2.31,202.48,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,265.71,88.69,0,0,0,0,0,0,8.03,0,35.27,7.45,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

35,08:30-08:45,0,8.55,0,0,41.55,0,0,142.96,0,0,0,0,0,41.09,0,0,0,40.46,0,6.26,9.33,11.57,173.86,14.46,245.82,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,278.36,88.69,0,0,0,0,0,0,8.03,0,30.67,39.38,0,15.26,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

36,08:45-09:00,0,8.55,0,0,41.55,0,0,142.96,0,0,0,0,0,40.34,0,0,0,40.46,0,6.26,9.33,11.57,173.86,14.46,245.82,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,286.5,88.69,0,0,0,0,0,0,8.03,0,30.67,39.38,0,15.26,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

37,09:00-09:15,0,8.55,0,0,42.1,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,6.26,9.33,2.31,173.86,14.46,245.82,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,291.92,88.69,0,0,0,0,0,0,8.03,0,30.67,7.45,0,15.26,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

38,09:15-09:30,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,6.26,9.33,2.31,173.86,14.46,255.46,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,25.77,0,134.65,57.86,0,114.48,0,297.35,88.69,0,0,0,0,0,0,8.03,0,30.67,4.25,0,15.26,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

39,09:30-09:45,0,8.55,0,0,37.5,0,0,142.96,0,0,0,0,0,38.35,0,0,0,40.46,0,0,9.33,2.31,173.86,14.46,255.46,0,8.78,15.08,31.77,0,0,0,0,0,0,0,0,0,0,76.52,0,134.65,57.86,0,114.48,0,302.76,88.69,0,0,0,0,0,0,8.03,0,30.67,4.25,0,15.26,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

40,09:45-10:00,0,8.55,0,0,37.5,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,9.33,2.31,173.86,14.46,265.1,0,8.78,15.08,31.77,0,0,0,0,0,0,0,0,0,0,76.52,0,134.65,57.86,0,114.48,0,308.18,88.69,0,0,0,0,0,0,8.03,0,30.67,4.25,0,15.26,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

41,10:00-10:15,0,8.55,0,0,37.5,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,173.86,14.46,284.38,0,8.78,15.08,31.77,0,0,0,0,0,0,0,0,0,0,76.52,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.03,0,30.67,4.25,0,15.26,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

42,10:15-10:30,0,8.55,0,0,37.5,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,173.86,14.46,284.38,0,8.78,15.08,31.77,0,0,0,0,0,0,0,0,0,0,76.52,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.03,0,30.67,4.25,0,15.26,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

43,10:30-10:45,0,8.55,0,0,42.86,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,173.86,14.46,289.02,0,8.78,14.97,31.77,0,0,0,0,0,0,0,0,0,0,25.77,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,12.59,0,30.46,39.38,0,15.15,0,0,0,25.93,0,0,0,0,0,50.16,0,0,0,0,0

44,10:45-11:00,0,8.55,0,0,42.86,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,173.86,14.46,289.02,0,8.78,14.97,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,12.59,0,30.46,39.38,0,15.15,0,0,0,25.93,0,0,0,0,0,50.16,0,0,0,0,0

45,11:00-11:15,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,173.86,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,30.46,3.19,0,15.15,0,0,0,25.93,0,0,0,0,0,50.16,0,0,0,0,0

46,11:15-11:30,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,173.86,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,30.46,3.19,0,15.15,0,0,0,25.93,0,0,0,0,0,50.16,0,0,0,0,0

47,11:30-11:45,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,202.48,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,3.19,0,17.48,0,0,0,25.93,0,0,0,0,0,50.16,0,0,0,0,0

48,11:45-12:00,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,202.48,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,3.19,0,17.48,0,0,0,25.93,0,0,0,0,0,50.16,0,0,0,0,0

49,12:00-12:15,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,202.48,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,3.19,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

50,12:15-12:30,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,202.48,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,3.19,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

51,12:30-12:45,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,173.86,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,12.59,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

52,12:45-13:00,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,173.86,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,12.59,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

53,13:00-13:15,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,173.86,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

54,13:15-13:30,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,173.86,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

55,13:30-13:45,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,173.86,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

56,13:45-14:00,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,2.31,173.86,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

57,14:00-14:15,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,1.8,173.86,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

58,14:15-14:30,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,1.8,173.86,14.46,289.02,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,8.64,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

59,14:30-14:45,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,1.8,202.48,14.46,324.2,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,12.59,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

60,14:45-15:00,0,8.55,0,0,43.89,0,0,142.96,0,0,0,0,0,22.55,0,0,0,40.46,0,0,0,1.8,202.48,14.46,327.65,0,8.78,17.27,31.77,0,0,0,0,0,0,0,0,0,0,12.32,0,134.65,57.86,0,114.48,0,309.08,88.69,0,0,0,0,0,0,12.59,0,35.27,2.13,0,17.48,0,0,0,4.41,0,0,0,0,0,50.16,0,0,0,0,0

