Block,Time Block,VALLURNTECL,UNCHAHAR3,URI2,URI,UNCHAHAR4,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,UNCHAHAR2,TALST2,TANDA2,TANAKPUR,TALA,TEHRI,UNCHAHAR1,TelanganaSTPP,RIHAND2,RIHAND1,RAPPC,RIHAND3,RAPPB,SASAN,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,MAPS,NLCTS2EXP,RAMPUR,NLCIIST1,NNTPP,NJPC,NLCIIST2,NTPL,PARBATI3,NAPP,NLCEXP,BSIUL,CHAMERA3,JHAJJAR,KGSU1AND2,CHAMERA2,BRBCL,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,KGSU3AND4,CHAMERA1,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-II,KUDGI,KOTESHWR,KHSTPP-I,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,0,14.19,4.15,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0,0,0,11.55,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,8.94,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.56,0,0,11.72,0,158.42,12.56,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

10,02:15-02:30,0,14.19,4.15,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0,0,0,11.55,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.56,0,0,12.86,0,158.42,12.56,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

11,02:30-02:45,0,14.19,4.15,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0,0,0,11.55,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.56,0,0,14.5,0,158.42,12.56,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

12,02:45-03:00,0,14.19,4.15,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0,0,0,11.55,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.56,0,0,16.7,0,158.42,12.56,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

13,03:00-03:15,0,14.19,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0,0,0,11.55,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.56,0,0,15.89,0,158.42,12.56,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

14,03:15-03:30,0,14.19,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0,0,0,11.55,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.56,0,0,15.84,0,158.42,12.56,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

15,03:30-03:45,0,14.19,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0,0,0,11.55,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.56,0,0,15.53,0,158.42,12.56,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

16,03:45-04:00,0,14.19,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0,0,0,11.55,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.56,0,0,17.04,0,158.42,12.56,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

17,04:00-04:15,0,14.09,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,11.22,0,0,5.54,0,0,11.55,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.56,0,0,19.24,0,158.42,14.14,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

18,04:15-04:30,0,14.09,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,11.22,0,0,5.54,0,0,11.55,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.56,0,0,19.24,0,158.42,14.44,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

19,04:30-04:45,0,19.28,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,5.54,0,0,14.9,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.56,0,0,19.24,0,158.42,14.44,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

20,04:45-05:00,0,19.28,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,5.54,0,0,14.9,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,346.56,0,0,19.24,0,158.42,14.44,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

21,05:00-05:15,0,19.28,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0.49,0,0,14.9,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,350.59,0,0,19.24,0,158.42,14.44,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

22,05:15-05:30,0,19.28,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0.49,0,0,14.9,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,0,0,0,0,41.81,0,0,0,350.59,0,0,19.24,0,158.42,14.44,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

23,05:30-05:45,0,19.28,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0.49,0,0,14.9,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,20.95,0,0,0,41.81,0,0,0,350.59,0,0,19.24,0,158.42,14.44,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

24,05:45-06:00,0,19.28,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0.49,0,14.97,14.9,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,104.44,0,0,0,0,0,44.28,0,0,0,41.81,0,0,9.3,350.59,0,0,19.24,0,158.42,14.44,15.85,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

25,06:00-06:15,0,19.28,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0.49,0,29.94,14.9,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,120.6,0,0,0,0,0,60.95,0,0,3.67,41.81,0,0,9.3,350.59,0,3.2,19.24,0,192.9,14.44,15.85,0,0,0,0,0,138.87,0,17.08,43.5,0,0,0,0,0,0

26,06:15-06:30,0,19.28,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0.49,0,44.91,14.9,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,5.07,121.17,0,0,0,0,0,90,0,0,15.92,41.81,0,2.12,9.3,350.59,0,12.67,19.24,7.75,237.2,14.44,31.7,0,0,0,0,0,142.66,0,25.62,43.5,0,0,0,0,0,0

27,06:30-06:45,0,19.28,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0.49,0,59.87,14.9,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,10.13,121.17,0,0,0,0,0,109.32,0,0,15.92,41.81,0,12.54,18.64,350.59,0,25.34,19.24,15.37,261.25,14.44,31.7,0,13.52,0,0,0,142.66,0,38.32,43.5,0,0,0,0,0,0

28,06:45-07:00,0,19.28,4.15,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0.49,0,59.87,14.9,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,15.21,121.17,0,0,0,0,0,135.02,0,0,15.92,41.81,0,12.54,18.64,350.59,0,25.34,19.24,15.37,280.49,14.44,31.7,0,13.52,0,0,0,142.66,0,38.32,43.5,0,0,0,0,0,0

29,07:00-07:15,0,19.28,4.15,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0.49,0,59.87,14.9,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,15.21,121.17,0,0,0,0,0,135.02,0,0,15.92,41.81,0,12.54,18.64,350.59,0,25.34,19.24,33.29,289.93,16.58,31.7,0,13.52,0,0,0,142.66,0,38.32,43.5,0,0,0,0,0,0

30,07:15-07:30,0,21.88,4.15,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0.49,0,59.87,17.04,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,15.21,121.17,0,0,0,0,0,135.02,0,0,15.92,41.81,0,12.54,18.64,350.59,0,25.34,19.24,35.16,289.93,16.58,31.7,0,13.52,0,0,0,142.66,0,38.32,43.5,0,0,0,0,0,0

31,07:30-07:45,0,25.39,4.15,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.11,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,15.21,121.17,0,0,0,0,0,135.02,0,0,15.92,41.81,0,12.54,18.64,389.07,0,25.34,19.24,35.16,289.93,16.58,31.7,0,13.52,0,0,0,142.66,0,38.32,43.5,0,0,0,0,0,0

32,07:45-08:00,0,25.39,4.15,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.11,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,10.13,121.17,0,0,0,0,0,135.02,0,0,3.42,41.81,0,12.54,18.64,451.6,0,25.34,19.24,35.16,289.93,16.58,31.7,0,13.52,0,0,0,142.66,0,38.32,43.5,0,0,0,0,0,0

33,08:00-08:15,0,25.39,4.15,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.11,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,5.07,121.17,0,0,0,0,0,91.1,0,0,0,41.81,0,2.12,9.3,564.49,0,25.34,17.94,35.16,295.7,16.58,31.7,0,13.52,0,0,0,142.66,0,18.97,43.5,0,0,0,0,0,0

34,08:15-08:30,0,25.39,4.15,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.11,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,72.88,0,0,0,41.81,0,0,9.3,581.81,0,25.34,19.24,15.37,305.32,16.58,15.85,0,13.46,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

35,08:30-08:45,0,25.39,4.15,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.48,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,60.95,0,0,0,41.81,0,0,9.3,581.81,0,25.34,19.24,7.75,289.93,16.58,15.85,0,13.46,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

36,08:45-09:00,0,25.39,4.15,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.48,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,40.09,0,0,0,41.81,0,0,9.3,601.05,0,12.67,19.24,0,289.93,16.58,15.85,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

37,09:00-09:15,0,25.39,4.15,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.48,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,21.86,0,0,0,41.81,0,0,9.3,586.28,0,12.67,19.24,0,289.93,16.58,15.85,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

38,09:15-09:30,0,25.39,4.15,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.48,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,9.3,601.05,0,12.67,19.24,0,289.93,16.58,15.85,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

39,09:30-09:45,0,25.39,10.35,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.48,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,9.3,601.05,0,12.67,19.24,0,289.93,16.58,15.85,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

40,09:45-10:00,0,25.39,10.35,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37,0,0,1.48,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,9.3,581.81,0,12.67,19.24,0,300.51,16.58,15.85,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

41,10:00-10:15,0,21.88,10.35,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,1.48,0,59.87,17.23,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,9.3,495.23,0,12.67,19.24,0,289.77,16.58,15.85,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

42,10:15-10:30,0,25.39,10.35,25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,1.48,0,59.87,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,9.3,391.33,0,12.67,19.24,0,289.93,16.58,15.85,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

43,10:30-10:45,0,25.39,10.35,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,3.58,0,44.91,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,9.3,365.02,0,12.67,18.36,0,289.93,16.58,15.85,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

44,10:45-11:00,0,25.39,10.35,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,3.58,0,44.91,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,9.3,350.59,0,12.67,18.17,0,289.93,16.58,15.85,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

45,11:00-11:15,0,25.39,4.15,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,6.16,0,44.91,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,9.3,355.4,0,12.67,17.41,0,289.93,16.58,15.85,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

46,11:15-11:30,0,25.39,4.15,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,6.16,0,29.94,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,9.3,351.55,0,12.67,16.75,0,289.93,16.58,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

47,11:30-11:45,0,25.39,4.15,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,6.16,0,29.94,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,12.29,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,379.79,0,0,18.59,0,289.93,16.58,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

48,11:45-12:00,0,25.39,4.15,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,6.16,0,14.97,19.78,0,114.24,88.5,51.4,119.6,0,402.86,0,0,0,0,0,12.29,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,379.79,0,0,19.24,0,276.46,16.58,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

49,12:00-12:15,0,21.88,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,6.16,0,0,17.04,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,40.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,363.1,0,0,19.24,0,266.84,15.05,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

50,12:15-12:30,0,21.88,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,6.16,0,0,17.04,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,40.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,266.84,14.44,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

51,12:30-12:45,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,8.94,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,262.21,12.08,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

52,12:45-13:00,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,238.16,12.08,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

53,13:00-13:15,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,214.11,12.08,0,0,0,0,0,0,122.96,0,8.54,39.34,0,0,0,0,0,0

54,13:15-13:30,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,190.06,12.08,0,0,0,0,0,0,122.96,0,8.54,37.5,0,0,0,0,0,0

55,13:30-13:45,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,158.42,12.08,0,0,0,0,0,0,105.96,0,8.54,33.18,0,0,0,0,0,0

56,13:45-14:00,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,158.42,12.08,0,0,0,0,0,0,105.96,0,8.54,33.18,0,0,0,0,0,0

57,14:00-14:15,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,158.42,12.08,0,0,0,0,0,0,122.96,0,8.54,36.85,0,0,0,0,0,0

58,14:15-14:30,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,158.42,12.08,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

59,14:30-14:45,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,158.42,12.08,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

60,14:45-15:00,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,158.42,12.08,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

61,15:00-15:15,0,19.28,4.15,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,4.31,0,0,14.9,0,114.24,88.5,51.4,119.6,0,395.02,0,0,0,0,0,2.24,0,121.17,0,0,0,0,0,0,0,0,0,41.81,0,0,0,351.55,0,0,19.24,0,158.42,12.08,0,0,0,0,0,0,142.66,0,8.54,43.5,0,0,0,0,0,0

