Column1,Time,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2024/12/01/1766,NR/01102023/22052037/LT-59,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/1599,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,GNA/NR/2024/12/01/1475,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2024/10/15/7089,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/2197,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/12/01/1899,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/7739,GNA/WR/2024/11/01/4200,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/31052040/LT-31,GNA/SR/2024/12/01/6968,NR/01102023/30042040/GNA_LT_35
13,03:00-03:15,0,0,0,0,0,0,0,0,70,19.17,0,0,70,0,57.49,26.66,19.17,25.97,0.69,8.66,95.13,1.74,0,70.13,32,25.97,64.44,0,0,69.25,25.97,0,8.66,57.42,1.14,1.62,32,31.71,0,0,6,0,0,150,0

14,03:15-03:30,0,0,0,0,0,0,0,0,70.67,19.17,0,0,70.67,0,57.49,26,19.17,25.97,0.69,8.66,95.13,1.74,0,70.13,32,25.97,64.44,0,0,69.25,25.97,0,8.66,57.42,1.14,1.62,32,31.71,0,0,6,0,0,150,0

15,03:30-03:45,0,0,0,0,0,0,0,0,75,20.83,0,0,75,0,62.51,32.66,20.83,25.97,0.69,8.66,95.13,1.74,0,70.13,32,25.97,64.44,0,0,69.25,25.97,0,8.66,57.42,1.14,1.62,32,31.71,0,0,6,0,0,150,0

16,03:45-04:00,0,0,0,0,0,0,0,0,74.66,20.83,0,0,74.67,0,62.51,32.34,20.83,25.97,0.69,8.66,95.13,1.74,0,70.13,32,25.97,64.44,0,0,69.25,25.97,0,8.66,57.42,1.14,1.62,32,31.71,0,0,6,0,0,150,0

17,04:00-04:15,0,0,0,0,0,0,0,0,74,20.83,0,0,74,0,62.51,36.67,20.83,25.97,0.69,8.66,95.13,1.74,0,70.13,32,25.97,64.44,0,0,62.52,25.97,0,8.66,57.42,1.14,1.62,32,31.71,0,0,6,0,0,150,0

18,04:15-04:30,0,0,0,0,0,0,0,0,73,20.83,0,0,73,0,62.51,36,20.83,25.97,0.69,8.66,95.13,1.74,0,70.13,32,25.97,64.44,0,0,69.25,25.97,0,8.66,57.42,1.14,1.62,32,31.71,0,0,6,0,0,150,0

19,04:30-04:45,0,0,0,0,0,0,0,0,75,20.83,0,0,75,0,62.51,38.33,20.83,25.97,0.69,8.66,95.13,1.74,0,70.13,32,25.97,64.44,0,15.39,69.25,25.97,0,8.66,57.42,1.14,1.62,32,31.71,0,0,6,0,0,150,0

20,04:45-05:00,0,0,0,0,0,0,0,0,75,20.83,0,0,75,0,62.51,38,20.83,25.97,0.69,8.66,95.13,1.74,0,70.13,32,25.97,64.44,0,23.08,69.25,25.97,0,8.66,57.42,1.14,1.62,32,31.71,0,0,6,0,0,150,0

21,05:00-05:15,0,0,0,0,0,0,0,0,79.66,20.83,0,0,79.67,0,62.51,30,20.83,25.97,0.69,8.66,95.13,1.74,0,70.13,32,25.97,64.44,0,23.08,86.56,25.97,0,8.66,57.42,1.14,1.62,32,31.71,0,0,6,0,0,150,0

22,05:15-05:30,0,0,0,0,0,0,0,0,79.34,20.83,0,0,79.33,0,62.51,29.33,20.83,25.97,0.69,8.66,95.13,1.74,0,70.13,32,25.97,78.87,0,30.78,100.2,25.97,0,8.66,57.42,1.14,1.62,32,31.71,0,0,6,0,0,150,0

23,05:30-05:45,0,0,0,0,0,0,0,0,78,20.83,0,0,78,0,62.51,28.33,20.83,25.97,0.69,8.66,95.13,1.74,0,70.13,32,25.97,94.56,0,38.47,100.2,25.97,0,8.66,64.08,1.14,1.62,32,31.71,0,0,6,0,0,150,0

24,05:45-06:00,0,0,0,0,0,0,0,0,76.66,20.83,0,0,76.67,0,62.51,25,20.83,25.97,0.69,8.66,95.13,1.74,0,70.13,32,25.97,111.36,0,46.17,100.2,25.97,0,8.66,64.08,1.14,1.62,32,31.71,0,0,6,0,0,150,0

25,06:00-06:15,0,0,0,0,0,0.7,0,0,75.66,20,0,0,75.67,0,60,16.67,20,25.97,0.69,8.66,0,1.74,0,65.99,32,25.97,111.36,0,53.86,100.2,25.97,0,8.66,64.08,1.07,1.62,32,0,0,0,6,0,0,150,0

26,06:15-06:30,0,0,0,0,0,1.29,0,0,75,20,0,0,75,0.29,60,16,20,25.97,0.69,8.66,0,1.74,0,65.99,32,25.97,94.56,0,53.86,100.2,25.97,0,8.66,64.08,1.07,1.62,32,0,0,0,6,0,0,150,0

27,06:30-06:45,0,0,0,0,0,2.99,0,0,70,19.67,1,0.18,70,0.7,58.99,15,19.67,25.97,0.69,8.66,0,1.74,0,74.47,32,25.97,113.77,0,61.56,100.2,25.97,0,8.66,76.26,1.07,1.62,32,0,0,0,6,0,0,150,0

28,06:45-07:00,0,0,0,0,0,6.04,0,0,66.66,19.67,6,3.68,66.67,1.03,58.99,14,19.67,25.97,0.69,8.66,0,1.74,0.14,82.96,32,25.97,130.56,0,69.25,100.2,25.97,0,8.66,86.75,1.07,1.62,32,0,0,0,6,0,0.13,150,0.13

29,07:00-07:15,0.28,2,0,0,0.06,14.55,1,0,60,16.67,11,13.49,60,2.91,49.99,18.33,16.67,25.97,0.69,8.66,0,1.65,0.31,91.44,32,25.97,130.56,0,76.94,100.2,25.97,0,8.66,86.75,1.07,1.62,32,0,0,0.14,6,1,0.3,150,0.3

30,07:15-07:30,1.32,3,1,1,0.26,25.13,2,1,56.66,16.67,18,24.94,56.67,5.24,49.99,18,16.67,25.97,0.69,8.66,0,1.65,0.6,115,32,25.97,130.56,0,76.94,100.2,25.97,0,8.66,86.75,1.07,1.62,32,0,0,6.22,6,4,0.59,150,0.59

31,07:30-07:45,4.16,6,3,2,0.83,27.5,5,3,56,16.67,24,27.5,56,7.9,49.99,17.67,16.67,25.97,0.69,8.66,0,1.65,1.03,115,31,25.97,130.56,0,76.94,100.2,25.97,0,8.66,86.75,1.07,1.62,31,0,0,14.6,6,7,1,150,1

32,07:45-08:00,13.33,8,4,4,2.67,26.83,8,4,55,16.67,26.83,26.84,55,10.55,49.99,17.33,16.67,25.97,0.69,8.66,0,1.65,1.59,115,31,25.97,130.56,0,76.94,100.2,25.97,0,8.66,86.75,1.07,1.62,31,0,0,24.13,6,11,1.56,150,1.56

33,08:00-08:15,27.45,11,7,4,5.49,27.5,9,5,52.66,15,27.5,27.5,52.67,16.88,45,16,15,33.66,0.69,8.66,0,1.74,2.55,115,31,33.66,130.56,0,76.94,100.2,33.66,0,8.66,86.75,0.99,1.62,31,0,0,33.32,6,18,2.48,150,2.48

34,08:15-08:30,45.85,18,12,7,9.17,28.4,10,5,51.66,15,28.4,28.4,51.67,23.26,45,15.33,15,33.66,0.69,8.66,0,1.74,3.08,115,31,33.66,130.56,0,76.94,100.2,33.66,0,8.66,86.75,0.99,1.62,31,0,0,42.63,6,28,3.02,150,3.02

35,08:30-08:45,67.12,17,12,8,13.42,29.23,13,7,48.34,15,29.23,29.24,48.33,29.58,45,15,15,33.66,0.69,8.66,0,1.74,3.83,115,31,33.66,130.56,0,76.94,100.2,33.66,0,8.66,86.75,0.99,1.62,31,0,0,51.57,6,28,3.73,150,3.73

36,08:45-09:00,86.67,22,15,12,17.33,29.23,17,9,45,15,29.23,29.24,45,35.92,45,14.33,15,33.66,0.69,8.66,0,1.74,4.66,115,31,33.66,130.56,0,76.94,100.2,33.66,0,8.66,86.75,0.99,1.62,31,0,0,60.26,6,35,4.55,150,4.55

37,09:00-09:15,107.57,28,21,17,21.52,29.23,23,12,32,14.67,29.23,29.24,32,42.34,43.99,9.67,14.67,25.97,0.69,8.66,0,1.74,6.7,115,30.5,25.97,130.56,0,76.94,100.2,25.97,0,8.66,86.75,0.99,1.62,30.5,0,0,85.26,6,49,6.54,150,6.54

38,09:15-09:30,127.55,35,27,20,25.51,30.23,30,15,28.34,14.17,30.23,30.24,28.33,48.68,42.49,9,14.17,25.97,0.69,8.66,0,1.74,7.64,115,30.5,25.97,130.56,0,76.94,100.2,25.97,0,8.66,86.75,0.99,1.62,30.5,0,0,92.94,6,63,7.46,150,7.46

39,09:30-09:45,134.48,45,33,23,26.9,30.23,40,20,25.66,13.83,30.23,30.24,25.67,55.2,41.51,8.33,13.83,25.97,0,8.66,0,1.74,8.65,65.99,30.5,25.97,130.56,0,76.94,100.2,25.97,0,8.66,86.75,0.99,1.62,30.5,0,0,99.23,3,77,8.44,150,8.44

40,09:45-10:00,150.37,49,39,25,30.07,30.23,43,22,23.34,13.5,30.23,30.24,23.33,61.02,40.5,7.67,13.5,25.97,0,8.66,0,1.74,10.24,65.99,30.5,25.97,130.56,0,76.94,100.2,25.97,0,8.66,86.75,0.99,1.62,30.5,0,0,105.15,3,91,9.99,150,9.99

41,10:00-10:15,167.32,53,39,27,33.46,30.23,48,24,28.34,13,30.23,30.24,28.33,64.34,39,7,13,25.97,0.69,8.66,0,1.74,11.13,65.99,32,25.97,130.56,0,76.94,100.2,25.97,0,8.66,86.75,0.99,1.62,32,0,0,109.51,3,91,10.86,150,10.86

42,10:15-10:30,180.47,59,45,29,36.1,30.23,53,27,28.34,12.5,30.23,30.24,28.33,68.43,37.5,6.67,12.5,25.97,0.69,8.66,0,1.74,10.05,65.99,32,25.97,130.56,0,76.94,100.2,25.97,0,8.66,86.75,0.99,1.62,32,0,0,112.32,3,105,9.81,150,9.81

43,10:30-10:45,191.25,65,49,31,38.25,30.23,56,28,28,12.5,30.23,30.24,28,71.13,37.5,6.67,12.5,25.97,0.69,8.66,0,1.74,10.7,65.99,32,25.97,130.56,0,76.94,100.2,25.97,0,8.66,86.75,0.99,1.62,32,0,0,99.82,3,116,10.43,150,10.43

44,10:45-11:00,200.27,70,55,32,40.05,30.23,60,30,27.66,12.67,30.23,30.24,27.67,74.76,37.99,6.67,12.67,25.97,0.69,8.66,0,1.74,11.29,65.99,32,25.97,130.56,0,76.94,100.2,25.97,0,8.66,74.57,0.99,1.62,32,0,0,103.97,3,130,11.01,150,11.01

45,11:00-11:15,185.57,72,60,34,37.12,30.23,63,32,22.34,13.17,30.23,30.24,22.33,72.8,39.49,6.67,13.17,25.97,0.69,8.66,0,1.74,11.66,65.99,32,25.97,130.56,0,76.94,100.2,25.97,0,8.66,74.57,1.07,1.62,32,0,0,107.73,3,140,11.37,150,11.37

46,11:15-11:30,189.11,75,64,35,37.82,30.23,67,33,21.66,13.67,30.23,30.24,21.67,72.8,40.99,6.67,13.67,25.97,0.69,8.66,0,1.74,12.14,65.99,32,25.97,130.56,0,76.94,100.2,25.97,0,8.66,74.57,1.07,1.62,32,0,0,111.2,3,151,11.84,150,11.84

47,11:30-11:45,193.52,77,69,35,38.7,30.23,75,38,20.66,14.17,30.23,30.24,20.67,72.8,42.49,6.67,14.17,25.97,0.69,8.66,0,1.74,12.48,65.99,32,25.97,130.56,0,76.94,100.2,25.97,0,8.66,74.57,1.07,1.62,32,0,0,114.08,3,161,12.18,150,12.18

48,11:45-12:00,208.33,81,69,36,41.67,30.23,77,38,20,14.83,30.23,30.24,20,72.8,44.51,6.67,14.83,25.97,0.69,8.66,0,1.74,12.48,65.99,32,25.97,130.56,0,76.94,100.2,25.97,0,8.66,74.57,1.07,1.62,32,0,0,116.78,3,161,12.18,150,12.18

49,12:00-12:15,208.33,80,69,36,41.67,30.23,79,39,19.34,9.17,30.23,30.24,19.33,72.8,27.49,6.67,9.17,25.97,0.69,8.66,0,1.74,12.48,65.99,32,25.97,112.32,0,92.33,100.2,25.97,0,8.66,74.57,1.07,1.62,32,0,0,121.11,3,161,12.18,150,12.18

50,12:15-12:30,208.33,80,69,37,41.67,30.23,80,40,18.66,8.83,30.23,30.24,18.67,72.8,26.51,6.67,8.83,25.97,0.69,8.66,0,1.74,12.48,65.99,32,25.97,112.32,0,105.8,100.2,25.97,0,8.66,74.57,1.07,1.62,32,0,0,121.59,3,161,12.18,150,12.18

51,12:30-12:45,208.33,80,69,37,41.67,30.23,80,40,18,8.5,30.23,30.24,18,72.8,25.5,6.67,8.5,25.97,0.69,8.66,0,1.74,12.48,65.99,32,25.97,112.32,0,105.8,100.2,25.97,0,8.66,74.57,1.07,1.62,32,0,0,121.38,3,161,12.18,150,12.18

52,12:45-13:00,208.33,80,69,37,41.67,30.23,80,40,17.34,8.17,30.23,30.24,17.33,72.8,24.49,6.67,8.17,25.97,0.69,8.66,0,1.74,12.48,65.99,32,25.97,112.32,0,105.8,100.2,25.97,0,8.66,74.57,1.07,1.62,32,0,0,120.61,3.2,161,12.18,150,12.18

53,13:00-13:15,208.33,78,69,36,41.67,30.23,80,40,17.34,8,30.23,30.24,17.33,72.8,24,6.67,8,25.97,0.69,8.66,0,1.74,12.48,65.99,32,25.97,112.32,0,105.8,100.2,25.97,0,8.66,74.57,1.14,1.66,32,0,0,118.67,3.4,161,12.18,150,12.18

54,13:15-13:30,208.33,77,69,35,41.67,30.23,80,40,17.34,7.5,30.23,30.24,17.33,72.8,22.5,6.67,7.5,25.97,0.69,8.66,0,1.74,12.48,65.99,32,25.97,112.32,0,105.8,100.2,25.97,0,8.66,74.57,1.14,1.66,32,0,0,115.57,3.6,161,12.18,150,12.18

55,13:30-13:45,208.33,75,67,35,41.67,30.23,75,37,17.34,7.17,30.23,30.24,17.33,72.8,21.49,6.67,7.17,25.97,0,8.66,0,1.74,12.12,70.13,32,25.97,112.32,0,105.8,100.2,25.97,0,8.66,74.57,1.14,1.66,32,0,0,116.41,4,158,11.82,150,11.82

56,13:45-14:00,191.27,73,64,34,38.25,30.23,72,36,17.34,6.83,30.23,30.24,17.33,72.8,20.51,6.67,6.83,25.97,0,8.66,0,1.74,11.76,70.13,32,25.97,112.32,0,105.8,100.2,25.97,0,8.66,74.57,1.14,1.66,32,0,0,111,4.4,151,11.47,150,11.47

57,14:00-14:15,187.63,70,61,33,37.53,30.23,69,34,17.34,6.83,30.23,30.24,17.33,72.23,20.51,6.67,6.83,25.97,0.69,8.66,0,1.65,11.23,70.13,32,25.97,112.32,0,121.19,100.2,25.97,23.22,8.66,74.57,1.22,1.66,32,0,0,105.26,4.6,144,10.95,150,10.95

58,14:15-14:30,181.77,65,58,31,36.36,30.23,63,32,17.34,6.83,30.23,30.24,17.33,68.89,20.51,6.67,6.83,25.97,0.69,8.66,0,1.65,10.59,70.13,32,25.97,112.32,0,134.65,100.2,25.97,23.22,8.66,74.57,1.22,1.66,32,0,0,99.26,5,137,10.33,150,10.33

59,14:30-14:45,172.87,58,55,28,34.58,30.23,60,30,17.34,6.83,30.23,30.24,17.33,62.24,20.51,6.67,6.83,25.97,0.69,8.66,0,1.65,9.97,70.13,32,25.97,112.32,0,134.65,100.2,25.97,23.72,8.66,74.57,1.22,1.66,32,0,0,92.9,5.4,130,9.73,150,9.73

60,14:45-15:00,162.32,54,49,26,32.47,30.23,53,27,18.66,6.83,30.23,30.24,18.67,58.91,20.51,6.67,6.83,25.97,0.69,8.66,0,1.65,9.21,70.13,32,25.97,112.32,0,134.65,100.2,25.97,23.72,8.66,74.57,1.22,1.66,32,0,0,86.16,6,116,8.98,150,8.98

61,15:00-15:15,151.08,49,43,23,30.22,30.23,47,23,20,6.83,30.23,30.24,20,54.52,20.51,6.67,6.83,25.97,0.69,8.66,0,1.74,8.43,70.13,32,25.97,112.32,0,134.65,100.2,25.97,23.72,8.66,74.57,1.3,1.71,32,0,0,81.06,6.4,102,8.22,150,8.22

62,15:15-15:30,138.7,43,37,21,27.74,30.23,43,22,22,6.83,30.23,30.24,22,48.99,20.51,6.67,6.83,25.97,0.69,8.66,0,1.74,7.45,70.13,32,25.97,112.32,0,134.65,100.2,25.97,23.72,8.66,74.57,1.3,1.71,32,0,0,73.27,6.8,88,7.27,150,7.27

63,15:30-15:45,125.3,31,31,19,25.06,30.35,37,18,23.66,6.83,30,30.35,23.67,43.68,20.51,6.67,6.83,25.97,0.69,8.66,0,1.74,6.59,70.13,32,25.97,95.53,0,134.65,89.45,25.97,23.72,8.66,77.22,1.3,1.71,32,0,0,64.9,6.8,74,6.44,150,6.44

64,15:45-16:00,111.36,26,27,15,22.27,32.6,30,15,26.34,6.83,26,32.6,26.33,37.86,20.51,6.67,6.83,25.97,0.69,8.66,0,1.74,5.73,70.13,32,25.97,112.32,0,134.65,100.2,25.97,23.72,8.66,86.75,1.3,1.71,32,0,0,56.2,6.8,63,5.59,150,5.59

65,16:00-16:15,97.17,18,19,11,19.43,33,27,13,19.66,8.5,20,33,19.67,32.08,25.5,6.67,8.5,25.97,0.69,8.66,0,1.74,4.83,65.99,32,25.97,112.32,0,134.65,100.2,25.97,23.72,8.66,74.57,1.38,1.71,32,0,0,46.03,6.8,46,4.72,150,4.72

66,16:15-16:30,82.22,13,13,8,16.45,25.76,20,10,20,8.67,13,33,20,25.63,25.99,7,8.67,25.97,0.69,8.66,0,1.74,3.92,65.99,32,25.97,130.56,0,134.65,100.2,25.97,24.22,8.66,77.22,1.38,1.71,32,0,0,35.1,6.8,32,3.82,150,3.82

67,16:30-16:45,62.18,9,9,5,12.44,14.75,13,7,20.66,8.67,7,23.54,20.67,19.51,25.99,7.33,8.67,25.97,0.69,8.66,0,1.74,2.98,74.47,32,25.97,130.56,0,134.65,100.2,25.97,24.22,8.66,82.99,1.38,1.71,32,0,0,23.89,6.8,21,2.91,150,2.91

68,16:45-17:00,44.7,8,6,3,8.94,6.16,9,4,21.66,8.5,1,9.56,21.67,13,25.5,7.33,8.5,25.97,0.69,8.66,0,1.74,2.06,82.96,32,25.97,130.56,0,134.65,100.2,25.97,24.22,8.66,86.75,1.38,1.71,32,0,0,16.21,6.8,14,2.02,150,2.02

69,17:00-17:15,27.57,7,3,2,5.51,1.48,6,3,22.66,8.67,0,3.5,22.67,9.61,25.99,7.67,8.67,31.74,0.69,8.66,0,1.74,1.51,91.44,31.21,31.74,130.56,0,134.65,94.05,31.74,24.73,8.66,86.75,1.38,1.71,31.21,0,0,8.24,6.8,7,1.47,150,1.47

70,17:15-17:30,14.49,5,1,1,2.9,2.28,2,1,24,9,0,0.99,24,6.64,27,8,9,31.74,0.69,8.66,0,1.74,1.02,115,31.21,31.74,130.56,0,134.65,94.05,31.74,25.23,8.66,86.75,1.38,1.71,31.21,0,0,0.07,6.8,4,1,150,1

71,17:30-17:45,5.43,3,0,0,1.08,1.3,1,0,26,9,0,0.05,26,3.57,27,8.33,9,31.74,0.69,8.66,0,1.74,0.59,115,30,31.74,130.56,0,134.65,94.05,31.74,25.74,8.66,86.75,1.38,1.71,30,0,0,0,6.8,1,0.58,150,0.58

72,17:45-18:00,0.88,2,0,0,0.17,0.73,0,0,27,9,0,0.03,27,0.31,27,8.33,9,31.74,0.69,8.66,0,1.74,0.21,115,30,31.74,130.56,0,134.65,94.05,31.74,26.24,8.66,86.75,1.38,1.71,30,0,0,0,6.8,0,0.2,150,0.2

73,18:00-18:15,0,0,0,0,0,0,0,0,27.34,9.33,0,0,27.33,0.31,28.01,9,9.33,31.74,0.69,8.66,0,1.74,0,115,30.5,31.74,130.56,150,134.65,94.05,31.74,25.74,8.66,86.75,1.38,1.66,30.5,0,50,0,6.8,0,0,150,0

74,18:15-18:30,0,0,0,0,0,0,0,0,29.34,9.83,0,0,29.33,0.31,29.51,9,9.83,31.74,0.69,8.66,0,1.74,0,115,30.5,31.74,130.56,150,134.65,94.05,31.74,25.74,8.66,86.75,1.38,1.66,30.5,0,50,0,6.8,0,0,150,0

75,18:30-18:45,0,0,0,0,0,0,0,0,32.66,10.5,0,0,32.67,0,31.5,7.67,10.5,31.74,0.69,8.66,0,1.74,0,115,30.5,31.74,130.56,150,134.65,94.05,31.74,25.74,8.66,86.75,1.38,1.66,30.5,0,50,0,6.8,0,0,150,0

76,18:45-19:00,0,0,0,0,0,0,0,0,34.34,11.17,0,0,34.33,0,33.49,7.67,11.17,31.74,0.69,8.66,0,1.74,0,115,30.5,31.74,130.56,150,134.65,94.05,31.74,25.23,8.66,86.75,1.38,1.66,30.5,0,50,0,6.8,0,0,150,0

77,19:00-19:15,0,0,0,0,0,0,0,0,37,12.67,0,0,37,0,37.99,8.33,12.67,31.74,0.69,8.66,0,1.74,0,115,0,31.74,130.56,150,134.65,94.05,31.74,25.23,8.66,86.75,1.3,1.66,30.5,0,50,0,6.8,0,0,150,0

78,19:15-19:30,0,0,0,0,0,0,0,0,42.34,14.67,0,0,42.33,0,43.99,8.67,14.67,31.74,0.69,8.66,0,1.74,0,115,0,31.74,130.56,150,134.65,94.05,31.74,25.23,8.66,86.75,1.3,1.66,30.5,0,50,0,6.8,0,0,150,0

79,19:30-19:45,0,0,0,0,0,0,0,0,47.34,13.67,0,0,47.33,0,40.99,8.33,13.67,31.74,0.69,8.66,0,1.74,0,115,0,31.74,130.56,150,134.65,100.2,31.74,25.23,8.66,86.75,1.3,1.66,32,0,50,0,6,0,0,150,0

80,19:45-20:00,0,0,0,0,0,0,0,0,52,15.67,0,0,52,0,46.99,8.33,15.67,31.74,0.69,8.66,0,1.74,0,65.99,9,31.74,130.56,150,134.65,100.2,31.74,25.23,8.66,86.75,1.3,1.66,32,0,50,0,6,0,0,150,0

