Block,Time Block,VALLURNTECL,TALST2,TEHRIPSP,TANAKPUR,UNCHAHAR3,URI2,TALA,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,TANDA2,UNCHAHAR1,UNCHAHAR4,JHAJJAR,KOTESHWR,KGSU1AND2,KHSTPP-II,KGSU3AND4,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,SINGRAULI_HYDRO,SASAN,SIMHST2,SINGRAULI,SIMHST1,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,DHAULIGNGA,FSTPP I & II,DULHASTI,RAPPC,RIHAND2,RIHAND1,RAPPB,NLCTS2EXP,NNTPP,RAPPD,NTPL,PARBATI3,RAMPUR,RIHAND3,PARBATI2,CHAMERA3,CHAMERA2,DADRT2,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,CHAMERA1,BSIUL,BRBCL,KUDGI,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,1.36,26.93,36.83,5.11,18.17,0,43.03,50.62,6.09,21.07,2.31,234.15,7.28,0,143.14,0,0,0,0,8.41,44.15,1.12,404.2,0,148.73,0,0,0,49.35,6.09,10.59,17.57,57.49,66.34,93.1,62.18,0,0,0,25.23,0,37.08,2.14,89.16,36.39,33.87,47.2,198.27,0,0,53.49,0,24.41,0,0,0,0,34.45,0,0,26.62,0,0,23.04,0,27.12,6.29,12.11,0,0,0,0,0,0,0

7,01:30-01:45,0,0,0,1.36,26.93,36.83,5.11,18.17,0,43.03,50.62,6.09,21.07,2.31,235.55,7.28,0,143.14,0,0,0,0,8.41,44.15,1.12,404.2,0,148.73,0,0,0,49.35,6.09,10.59,17.57,57.49,66.34,93.1,62.18,0,0,0,25.23,0,37.08,2.14,89.16,36.39,33.87,47.2,220.54,0,0,53.49,0,24.41,0,0,0,0,34.45,0,0,26.62,0,0,23.04,0,27.12,6.29,11.37,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,1.36,26.93,36.83,5.11,18.17,0,43.03,50.62,6.09,21.07,2.31,235.55,7.28,0,143.14,0,0,0,0,8.41,44.15,1.12,404.2,0,148.73,0,0,0,49.35,5.4,10.59,17.57,57.49,66.34,93.1,62.18,0,0,0,25.23,0,37.08,2.14,89.16,36.39,33.87,47.2,253.22,0,0,53.49,0,24.41,0,0,0,0,34.45,0,0,26.62,0,0,23.04,0,27.12,6.29,12.39,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,1.36,26.93,36.83,4.26,18.17,0,43.02,50.62,6.09,21.07,2.31,235.55,7.28,0,143.14,0,0,0,0,8.41,44.15,1.12,404.2,0,148.73,0,0,0,44.86,5.04,10.59,17.57,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,2.14,88.68,36.39,33.87,47.2,231.89,0,0,53.49,0,24.41,0,0,0,0,9.01,0,0,8.13,0,0,6.75,0,25.84,6.29,12.9,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,1.36,26.93,36.83,4.26,18.17,0,43.02,50.62,6.09,21.07,2.31,235.55,7.28,0,143.14,0,0,0,0,8.41,44.15,1.12,404.2,0,148.73,0,0,0,44.86,0,10.59,17.57,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,2.14,88.68,36.39,33.87,47.2,203.61,0,0,53.49,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,25.77,6.29,12.32,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,1.36,27.02,36.83,4.26,18.17,0,43.05,50.62,6.09,21.07,1.82,214.31,7.28,0,143.14,0,0,0,0,8.41,44.15,1.12,404.2,0,148.73,0,0,0,44.86,0,10.59,17.57,57.49,66.34,93.1,62.18,0,0,0,25.23,0,37.08,2.14,89.16,36.39,33.87,47.2,198.27,0,0,53.49,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,25.77,6.29,11.4,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,1.36,27.02,36.83,4.26,18.17,0,43.53,50.62,5.96,21.07,1.82,214.31,7.28,0,143.14,0,0,0,0,8.41,44.15,1.12,404.2,0,148.73,0,0,0,44.86,0,10.59,17.57,57.49,66.34,93.1,62.18,0,0,0,25.23,0,37.08,2.14,89.16,36.39,33.87,47.2,198.27,0,0,53.49,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,25.77,6.29,10.93,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,1.36,27.02,36.83,4.26,18.17,0,43.53,50.62,6.2,21.07,2.63,214.31,7.28,0,143.14,0,0,0,0,8.41,44.15,1.12,404.2,0,148.73,0,0,0,44.86,0,10.59,17.57,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,3.21,88.68,36.39,33.87,47.2,198.27,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,25.77,6.29,16.28,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,1.36,27.02,36.83,4.26,18.17,0,43.53,50.62,6.2,21.07,2.31,214.31,7.28,0,143.14,0,0,0,0,8.41,44.15,1.12,404.2,0,148.73,0,0,0,44.86,0,10.59,17.57,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,4.29,88.68,36.39,33.87,47.2,198.27,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,13.56,6.29,17.55,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,1.36,27.02,36.83,4.26,18.17,0,43.53,50.62,6.2,21.07,2.31,214.31,7.28,0,143.14,0,0,0,0,8.41,44.15,1.12,404.2,0,148.73,0,0,0,44.86,0,10.59,17.57,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,4.29,88.68,36.39,33.87,47.2,198.27,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,13.56,6.29,16.67,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,1.36,27.02,36.83,4.26,18.17,0,43.53,50.62,6.2,21.07,2.31,214.31,7.28,0,143.14,0,0,0,2.27,8.41,44.15,1.12,404.2,0,148.73,0,0,0,44.86,0,10.59,17.57,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,4.29,88.68,36.39,33.87,47.2,198.27,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,13.56,6.29,18.42,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,1.36,21.06,36.83,4.26,18.17,0,33.98,50.62,2.02,16.52,0.75,157.33,7.28,0,143.14,0,0,0,2.27,8.41,44.15,1.12,404.2,0,148.73,0,0,0,44.86,0,10.59,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,4.29,88.68,31.29,33.87,47.2,163.52,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,13.56,12.59,16.04,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,1.36,21.06,36.83,4.26,18.17,0,33.98,50.62,2.02,16.52,0.75,157.33,7.28,0,143.14,0,0,0,2.27,8.41,44.15,1.12,404.2,0,148.73,0,0,0,81.88,0,10.59,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,4.29,88.68,31.29,33.87,47.2,112.11,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,17.42,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,1.36,21.06,36.83,3.41,18.17,0,33.98,50.62,2.02,16.52,0.75,106.17,7.28,0,143.14,0,0,0,2.27,8.41,44.15,1.12,404.2,0,150.17,0,0,0,81.88,0,10.59,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,4.29,88.68,31.29,22.56,47.2,112.11,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,18.94,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,1.36,21.06,36.83,3.41,18.17,0,33.98,50.62,2.02,16.52,0.75,106.17,7.28,0,143.14,0,0,0,2.27,8.41,44.15,1.12,404.2,0,150.17,0,0,0,81.88,0,10.59,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,4.29,88.68,31.29,22.56,47.2,112.11,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,19.12,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,1.36,21.06,36.83,2.56,18.17,0,33.98,50.62,2.02,16.52,0.75,106.17,7.28,0,143.14,0,0,0,2.27,8.41,35.4,1.12,404.2,0,150.17,0,0,0,81.88,0,10.59,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,4.29,88.68,31.29,22.56,47.2,112.11,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,19.3,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,1.36,21.06,36.83,2.56,9.08,0,33.98,50.62,2.02,16.52,0.75,106.17,7.28,0,143.14,0,0,0,2.27,8.41,35.4,1.12,404.2,0,150.17,0,0,0,81.88,0,10.59,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,4.29,88.68,31.29,22.56,47.2,112.11,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,19.3,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,1.36,21.06,36.83,2.56,9.08,0,33.98,50.62,2.02,16.52,0.75,106.17,7.28,0,143.14,0,0,0,2.27,8.41,35.4,1.12,404.2,0,150.17,0,0,0,81.88,0,10.59,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,4.29,88.68,31.29,22.56,47.2,112.11,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,19.3,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,1.36,21.06,36.83,2.56,9.08,0,33.98,50.62,2.02,16.52,0.75,106.17,7.28,0,143.14,0,0,0,2.27,8.41,35.4,1.12,404.2,0,150.17,0,0,0,49.35,0,10.59,14.7,57.49,66.34,92.12,61.51,0,0,0,25.23,0,37.08,4.29,88.68,31.29,22.56,47.2,112.11,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,19.3,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,3.33,21.06,36.83,2.56,9.08,0,33.98,50.62,2.02,16.52,0.75,106.17,7.28,0,114.85,0,0,0,2.27,8.41,35.4,1.12,404.2,0,150.17,0,0,0,51.59,0,10.59,14.7,57.49,66.34,121.76,95.62,0,0,0,25.23,0,37.08,4.29,127.76,31.29,22.56,47.2,175.25,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,19.3,0,0,0,0,0,0,0

26,06:15-06:30,0,0,0,3.33,21.06,36.83,2.56,0,0,33.98,50.62,2.02,16.52,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,35.4,1.12,404.2,0,150.17,0,0,0,51.59,0,10.59,14.7,57.49,66.34,121.76,95.62,0,0,0,25.23,0,37.08,4.29,127.76,31.29,22.56,47.2,35.3,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,19.3,0,0,0,0,0,0,0

27,06:30-06:45,0,0,0,3.33,16.45,36.83,2.56,0,0,26.33,50.62,2.02,12.34,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,35.4,1.12,404.2,0,150.17,0,0,0,51.59,0,10.59,14.7,57.49,66.34,121.76,95.62,0,0,0,25.23,0,22.25,4.29,127.76,16.01,22.56,47.2,4.97,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,19.3,0,0,0,0,0,0,0

28,06:45-07:00,0,0,0,3.33,12.85,36.83,2.56,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,150.17,0,0,0,51.59,0,10.59,12.27,57.49,66.34,121.76,95.62,0,0,0,25.23,0,22.25,4.29,127.76,16.01,22.56,47.2,4.97,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,19.3,0,0,0,0,0,0,0

29,07:00-07:15,0,0,0,3.33,12.85,36.83,2.56,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,10.59,12.27,57.49,66.34,119.32,93.39,0,0,0,25.23,0,22.25,4.29,125.05,16.01,22.56,47.2,4.97,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

30,07:15-07:30,0,0,0,3.33,12.85,36.83,2.56,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,10.59,12.27,57.49,66.34,119.32,93.39,0,0,0,25.23,0,22.25,4.29,125.05,16.01,22.56,47.2,4.97,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

31,07:30-07:45,0,0,0,3.33,12.85,36.83,2.56,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,10.59,12.27,57.49,66.34,119.32,93.39,0,0,0,25.23,0,22.25,4.29,125.05,16.01,22.56,47.2,4.97,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,18.19,0,0,0,0,0,0,0

32,07:45-08:00,0,0,0,3.33,12.85,36.83,2.56,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,10.59,12.27,57.49,66.34,119.32,93.39,0,0,0,25.23,0,22.25,4.29,125.05,16.01,22.56,47.2,4.97,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

33,08:00-08:15,0,0,0,3.33,12.85,36.83,2.56,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,10.59,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,22.25,4.29,125.05,16.01,22.56,47.2,4.97,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

34,08:15-08:30,0,0,0,3.33,12.85,36.83,2.56,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,10.59,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,22.25,4.29,125.05,16.01,22.56,47.2,4.97,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

35,08:30-08:45,0,0,0,3.33,12.85,36.83,2.56,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,10.59,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,22.25,4.29,125.05,16.01,22.56,47.2,4.97,0,0,106.96,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,3.33,12.85,36.83,2.56,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,10.59,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,22.25,3.21,125.05,16.01,11.28,47.2,4.97,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,3.33,12.85,36.83,2.56,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,10.59,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,22.25,3.21,125.05,16.01,11.28,31.47,4.97,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,3.33,12.85,36.83,2.56,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,10.59,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,22.25,3.21,125.05,16.01,11.28,31.47,4.97,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,3.33,12.85,36.83,3.41,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,10.59,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,22.25,2.14,125.05,16.01,11.28,15.73,4.97,0,0,53.49,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.28,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,3.33,12.85,36.83,3.41,0,0,23.35,50.62,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,10.59,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,22.25,2.14,125.05,16.01,11.28,15.73,4.97,0,0,53.49,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,3.33,12.85,36.83,7.37,0,0,23.35,50.08,2.02,10.09,0.75,106.17,7.28,0,143.14,0,0,0,0,8.41,38.08,1.12,404.2,0,145.6,0,0,0,51.59,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,16.31,2.14,125.05,16.01,11.28,15.73,4.97,0,0,53.49,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,3.33,12.85,36.83,7.37,0,0,23.35,50.08,2.02,10.09,0.75,106.17,7.28,0,143.14,0,0,0,0,8.41,38.08,1.12,404.2,0,145.6,0,0,0,51.59,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,16.31,2.14,125.05,16.01,11.28,15.73,4.97,0,0,53.49,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,18.02,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,50.08,2.02,10.09,0.75,106.17,7.28,0,143.14,0,0,0,0,8.41,38.08,1.12,404.2,0,145.6,0,0,0,51.59,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,16.31,2.14,125.05,16.01,11.28,15.73,4.97,0,0,53.49,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,18.45,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,50.08,2.02,10.09,0.75,106.17,7.28,0,143.14,0,0,0,0,8.41,38.08,1.12,404.2,0,145.6,0,0,0,51.59,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,16.31,2.14,125.05,16.01,11.28,15.73,4.97,0,0,53.49,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,13.97,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,51.15,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,130.46,0,0,0,51.59,0,0,10.16,57.49,66.34,94.72,61.03,0,0,0,25.23,0,16.31,2.14,90,16.01,11.28,15.73,4.97,0,0,53.49,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,14.44,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,51.15,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,130.46,0,0,0,51.59,0,0,10.16,57.49,66.34,94.72,61.03,0,0,0,25.23,0,16.31,2.14,90,16.01,11.28,15.73,4.97,0,0,53.49,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,15.34,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,51.15,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,16.31,2.14,125.05,16.01,11.28,15.73,4.97,0,0,53.49,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,16.71,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,51.15,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,16.31,3.21,125.05,16.01,11.28,15.73,4.97,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,51.15,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,16.31,3.21,125.05,16.01,11.28,15.73,4.97,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,51.15,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,16.31,3.21,125.05,16.01,11.28,15.73,4.97,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,51.15,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,16.31,3.21,125.05,5.82,11.28,15.73,4.97,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,51.15,2.02,10.09,0.75,106.17,7.28,0,114.85,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,51.59,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,16.31,3.21,125.05,5.82,11.28,15.73,4.97,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,3.33,12.85,36.83,7.94,0,0,23.35,51.15,2.02,10.09,0.75,106.17,7.28,0,99.66,0,0,0,0,8.41,29.33,1.12,404.2,0,145.6,0,0,0,37.02,0,0,10.16,57.49,66.34,119.32,93.39,0,0,0,25.23,0,4.15,3.21,125.05,5.82,11.28,15.73,4.97,0,0,80.23,0,24.41,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,19.3,0,0,0,0,0,0,0

