Column1,Time,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/9252,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/2069,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/6160,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/4138,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/2474,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/8954,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/5800,NR/01102023/31102037/L_NR_2019_11,GNARE/NR/2024/12/20/3668,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07)
24,05:45-06:00,0,0,0,0,0,0.06,0.3,0,164.1,13.51,7.76,10.45,0,96.53,26.93,0,0,123.08,164.1,0,14.48,0,69.1,0,9.14,70.4,28.96,0,17.38,201.14,28.25,3.12,272.94,26.93,5.5,10.62,0,0,100.56,3.51,0,3.54,0.3,0.7,10,27,0,6,10.67,27,32,10.66,0,0

25,06:00-06:15,0,1,0,1,1,0.3,1.52,0,164.1,13.51,7.76,10.45,0,96.53,26.93,0,0,123.08,164.1,0,14.48,0,69.1,0,9.05,70.4,28.96,0,17.38,201.14,29.27,2.95,272.94,26.93,5.5,10.62,0,0,100.56,3.51,0,3.54,1.51,2.58,9.33,21.66,5.2,6,11.33,21.67,34,11.34,0,0

26,06:15-06:30,0,2,0,5,2,0.55,2.73,1,164.1,13.51,7.76,10.45,0,96.53,26.93,0,0,123.08,164.1,0,14.48,0,69.1,0,9.05,70.4,28.96,0,17.38,201.14,29.27,2.95,272.94,26.93,5.5,10.62,0,0,100.56,3.51,0,3.54,3.09,6.33,8.67,18.66,15.6,6,10.83,18.67,32.5,10.84,2.93,2

27,06:30-06:45,0,3,0,7,3,1.85,9.24,2,164.1,13.51,7.76,10.45,0,96.53,26.93,0.56,0,123.08,164.1,0,14.48,0.56,69.1,0,9.05,70.4,28.96,0,17.38,201.14,29.27,2.95,231.67,26.93,5.5,10.62,0,0.44,100.56,3.51,0,3.54,5.22,11.18,6.67,18.34,31.91,6,10.33,18.33,31,10.34,27.14,5

28,06:45-07:00,1,5,0,9,4,4.21,21.04,5,164.1,13.51,7.76,10.45,0,96.53,26.93,1.17,0,123.08,164.1,0,14.48,1.17,56.87,0,9.05,70.4,28.96,0,17.38,169.58,28.26,2.95,193.06,26.93,5.5,10.62,0,0.91,100.56,3.51,0,3.54,7.93,17.34,6.67,17,32.97,6,10,17,30,10,32.98,8

29,07:00-07:15,6,7,0,13,7,6.37,31.82,8,164.1,13.51,7.76,10.45,0,96.53,26.93,1.95,0,123.08,164.1,0,14.48,1.95,56.87,0,9.05,70.4,28.96,0,17.38,169.58,27.25,2.95,150.11,26.93,5.5,10.62,0,1.5,100.56,3.51,0,3.54,11.84,24.64,6.67,15.66,33,6,9.5,15.67,28.5,9.5,33,13

30,07:15-07:30,12,9,0,19,9,8.77,43.82,13,164.1,13.51,7.76,10.45,0,96.53,26.93,2.82,0,123.08,164.1,0,14.48,2.82,56.87,0,9.05,70.4,28.96,0,17.38,169.58,26.25,2.95,150.11,26.93,5.5,10.62,0,2.18,100.56,3.51,0,3.54,16.09,32.67,6.67,15,33,5.8,9.17,15,27.5,9.16,33,16

31,07:30-07:45,18,15,0,30,15,11.47,57.36,21,164.1,13.51,4.14,2.9,0,96.53,26.93,3.88,0,123.08,164.1,0,14.48,3.88,56.87,0,9.05,70.4,28.96,0,17.38,169.58,26.25,2.95,150.11,26.93,1.19,10.62,0,2.99,100.56,3.51,0,3.54,22.08,40.47,6.67,15,33,5.6,8.67,15,26,8.66,33,22

32,07:45-08:00,24,18,0,37,19,14.52,72.6,27,164.1,13.51,4.14,2.9,0,96.53,26.93,4.96,0,123.08,164.1,0,14.48,4.96,56.87,0,9.05,70.4,28.96,0,17.38,169.58,26.25,2.95,150.11,26.93,1.19,10.62,0,3.84,100.56,3.51,0,3.54,28.15,48.8,6.67,15,33,5.2,8.33,15,25,8.34,33,30

33,08:00-08:15,34,22,0,39,19,17.77,88.86,36,164.1,13.51,4.14,8.68,0,0,26.93,6.1,0,123.08,164.1,0,14.48,6.1,45.93,0,8.96,70.4,28.96,0,17.38,169.58,26.25,2.95,150.11,26.93,3.99,10.62,0,4.71,100.56,3.51,0,3.47,34.75,57.29,6.67,15,33,5,6.67,15,20,6.66,33,33

34,08:15-08:30,39,25,0,45,23,21.08,105.39,43,164.1,13.51,4.14,8.68,0,0,26.93,7.17,0,123.08,164.1,0,14.48,7.17,45.93,0,8.96,70.4,28.96,0,17.38,169.58,26.25,2.95,150.11,26.93,3.92,10.62,0,5.55,100.56,3.51,0,3.47,41.63,65.74,6.67,15,33,4.8,6.67,15,20,6.66,33,33

35,08:30-08:45,45,28,0,52,26,24.63,123.12,48,164.1,13.51,4.14,6.19,0,0,26.93,8.28,0,123.08,164.1,0,14.48,8.28,45.93,0,8.96,70.4,28.96,0,17.38,169.58,27.25,3.27,150.11,26.93,3.94,10.62,0,6.4,100.56,3.51,0,3.47,48.49,73.72,6.67,15,33,4.6,6.67,15,20,6.66,33,33

36,08:45-09:00,52,31,0,59,29,27.98,139.92,53,164.1,13.51,4.14,6.19,0,0,26.93,9.3,0,123.08,164.1,0,14.48,9.3,45.93,0,8.96,70.4,28.96,0,17.38,169.58,27.25,3.27,150.11,26.93,3.94,10.62,0,7.19,100.56,3.51,0,3.47,55.25,86.06,6.67,15,33,4.4,6.67,15,20,6.66,33,33

37,09:00-09:15,58,33,0,67,33,32.12,160.57,62,164.1,13.51,4.14,6.19,0,0,26.94,10.34,0,123.08,164.1,0,14.48,10.34,45.93,0,8.96,70.4,28.96,0,17.38,135.14,26.24,3.27,150.11,26.94,3.94,10.62,0,7.99,71.61,3.51,0,3.47,61.69,95.62,6.67,14.66,33,4.2,6.67,14.67,20,6.66,33,33

38,09:15-09:30,64,36,0,72,36,35.09,175.45,67,164.1,13.51,4.14,6.19,0,0,26.94,11.25,0,123.08,164.1,0,14.48,11.25,45.93,0,8.96,70.4,28.96,0,17.38,135.14,26.24,3.27,150.11,26.94,3.94,10.62,0,8.7,53.09,3.51,0,3.47,67.76,101.43,6.67,14.34,33,4,6.67,14.33,20,6.66,33,33

39,09:30-09:45,70,38,0,77,39,37.91,189.55,73,164.1,13.51,4.14,6.19,0,0,26.94,12.08,0,123.08,164.1,0,14.48,12.08,45.93,0,8.96,70.4,28.96,0,17.38,135.14,26.24,3.27,150.11,26.94,3.94,10.62,0,9.34,53.09,3.51,0,3.54,73.32,107.19,6.67,13.66,33,6,6.67,13.67,19.99,6.67,33,33

40,09:45-10:00,76,40,0,83,42,40.58,202.91,79,164.1,13.51,4.14,6.19,0,0,26.94,12.81,0,123.08,164.1,0,14.48,12.81,45.93,0,8.96,70.4,28.96,0,17.38,135.14,27.25,3.27,150.11,26.94,3.94,10.62,0,9.89,53.09,3.51,0,3.54,78.5,112.95,6.67,13.34,33,6,6.67,13.33,19.99,6.67,33,33

41,10:00-10:15,81,42,0,89,45,42.84,214.18,86,164.1,13.51,4.14,6.19,0,0,26.94,14.82,0,123.08,164.1,0,14.48,14.82,45.93,0,8.87,70.4,28.96,0,17.38,135.14,30.27,3.27,150.11,26.94,3.94,10.62,0,11.45,53.09,3.51,0,3.54,82.98,116.48,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

42,10:15-10:30,84,43,0,93,47,44.5,222.48,89,164.1,13.51,4.14,6.19,0,0,26.94,15.45,0,123.08,164.1,0,14.48,15.45,45.93,0,8.87,70.4,28.96,0,17.38,135.14,30.27,3.27,150.11,26.94,3.94,10.62,0,11.94,53.09,3.51,0,3.54,86.99,117.98,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

43,10:30-10:45,87,44,0,93,47,45.63,228.13,95,164.1,13.51,4.14,5.42,0,0,26.94,16.09,0,123.08,164.1,0,14.48,16.09,45.93,0,8.87,70.4,28.96,0,17.38,135.14,30.27,3.27,150.11,26.94,3.94,10.62,0,12.43,53.09,3.51,0,3.54,90.48,119.04,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

44,10:45-11:00,88,45,0,93,47,45.95,229.73,97,164.1,13.51,4.14,5.42,0,0,26.94,16.73,0,123.08,164.1,0,14.48,16.73,45.93,0,8.87,70.4,28.96,0,17.38,135.14,30.27,3.27,150.11,26.94,3.94,10.62,0,12.93,53.09,3.51,0,3.54,93.84,119.28,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

45,11:00-11:15,90,45,0,93,47,46.33,231.65,99,164.1,13.51,4.14,5.42,0,0,26.94,17.34,0,123.08,164.1,0,14.48,17.34,45.93,0,8.87,70.4,28.96,0,17.38,135.14,29.27,3.2,132.73,26.94,3.94,10.62,0,13.4,53.09,3.55,0,3.54,96.77,120.44,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

46,11:15-11:30,90,45,0,93,47,46.49,232.42,99,164.1,13.51,4.14,5.42,0,0,26.94,17.99,0,123.08,164.1,0,14.48,17.99,45.93,0,8.87,70.4,28.96,0,17.38,135.14,29.27,3.2,132.73,26.94,3.94,10.62,0,13.9,53.09,3.55,0,3.54,99.38,122.66,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

47,11:30-11:45,90,45,0,93,47,46.71,233.55,99,164.1,13.51,4.14,5.42,0,0,26.94,17.99,0,123.08,164.1,0,14.48,17.99,45.93,0,8.87,70.4,28.96,0,17.38,135.14,28.25,3.2,132.73,26.94,3.94,10.62,0,13.9,53.09,3.55,0,3.54,100,123.99,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

48,11:45-12:00,90,45,0,93,47,46.98,234.88,99,164.1,13.51,4.14,5.42,0,0,26.94,17.99,0,123.08,164.1,0,14.48,17.99,45.93,0,8.87,70.4,28.96,0,17.38,135.14,28.25,3.2,132.73,26.94,3.94,10.62,0,13.9,53.09,3.55,0,3.54,100,124.59,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

49,12:00-12:15,90,45,0,93,47,47,234.97,99,164.1,13.51,4.14,5.42,0,0,26.95,17.99,0,123.08,164.1,0,14.48,17.99,45.93,0,8.77,70.4,28.96,0,17.38,135.14,28.25,3.2,132.73,26.95,3.94,10.62,0,13.9,53.09,3.55,0,3.54,100,124.12,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

50,12:15-12:30,90,45,0,93,47,47,235.02,99,164.1,13.51,4.14,5.42,0,0,26.95,17.99,0,123.08,164.1,0,14.48,17.99,45.93,0,8.77,70.4,28.96,0,17.38,135.14,28.25,3.2,132.73,26.95,3.94,10.62,0,13.9,53.09,3.55,0,3.54,100,124.93,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

51,12:30-12:45,90,45,0,93,47,46.91,234.57,99,164.1,13.51,4.14,5.42,0,0,26.95,17.99,0,123.08,164.1,0,14.48,17.99,45.93,0,8.77,70.4,28.96,0,17.38,135.14,27.75,3.2,132.73,26.95,3.94,10.62,0,13.9,53.09,3.55,0,3.54,100,124.68,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

52,12:45-13:00,90,45,0,93,47,46.78,233.87,99,164.1,13.51,4.14,5.42,0,0,26.95,17.99,0,123.08,164.1,0,14.48,17.99,45.93,0,8.77,70.4,28.96,0,17.38,135.14,27.75,3.2,132.73,26.95,3.94,10.62,0,13.9,53.09,3.55,0,3.54,100,123.83,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

53,13:00-13:15,90,45,0,93,47,46.47,232.32,99,164.1,13.51,4.14,5.42,0,0,26.95,17.99,0,123.08,164.1,0,14.48,17.99,45.93,0,8.77,70.4,28.96,0,17.38,135.14,26.75,3.2,112.94,26.95,3.94,10.62,0,13.9,82.05,3.65,0,3.62,100,121.2,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

54,13:15-13:30,90,45,0,93,47,46.27,231.35,99,164.1,13.51,4.14,5.42,0,0,26.95,17.99,0,123.08,164.1,0,14.48,17.99,45.93,0,8.77,70.4,28.96,0,17.38,135.14,27.76,3.2,93.63,26.95,3.94,10.62,0,13.9,100.56,3.65,0,3.62,99.63,116.99,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

55,13:30-13:45,90,44,0,93,47,46.12,230.61,98,164.1,13.51,4.14,5.42,0,0,26.95,17.99,0,123.08,164.1,0,14.48,17.99,45.93,0,8.77,70.4,28.96,0,17.38,135.14,27.76,3.2,112.94,26.95,3.94,10.62,0,13.9,100.56,3.65,0,3.62,99,112.42,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

56,13:45-14:00,90,44,0,93,47,45.93,229.67,98,164.1,13.51,4.14,5.42,0,0,26.95,17.36,0,123.08,164.1,0,14.48,17.36,45.93,0,8.77,70.4,28.96,0,17.38,135.14,27.76,3.2,132.73,26.95,3.94,10.62,0,13.42,100.56,3.65,0,3.62,98.14,107.77,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

57,14:00-14:15,88,43,0,90,45,45.6,228,97,164.1,13.51,4.14,4.56,0,0,26.95,16.92,0,123.08,164.1,0,14.48,16.92,45.93,0,8.69,70.4,28.96,0,17.38,135.14,27.76,3.2,132.73,26.95,3.94,10.62,0,13.07,100.56,3.65,0,3.7,96.94,103.04,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

58,14:15-14:30,87,43,0,90,45,45.12,225.58,95,164.1,13.51,4.14,4.56,0,0,26.95,16.33,0,123.08,164.1,0,14.48,16.33,45.93,0,8.69,70.4,28.96,0,17.38,135.14,26.75,3.2,132.73,26.95,3.94,10.62,0,12.62,100.56,3.65,0,3.7,95.08,98.15,0.33,13.34,33,6,6.67,13.33,19.99,6.67,33,33

59,14:30-14:45,84,41,0,90,45,44,219.97,91,164.1,13.51,4.14,4.56,0,0,26.95,15.92,0,123.08,164.1,0,14.48,15.92,45.93,0,8.69,70.4,28.96,0,17.38,135.14,26.75,3.2,132.73,26.95,3.94,10.62,0,12.3,100.56,3.65,0,3.7,92.54,92.81,0.67,13.34,33,6.6,6.67,13.33,19.99,6.67,33,33

60,14:45-15:00,81,40,0,85,43,42.63,213.16,89,164.1,13.51,4.14,4.56,0,0,26.95,15.45,0,123.08,164.1,0,14.48,15.45,45.93,0,8.69,70.4,28.96,0,17.38,135.14,26.75,3.2,132.73,26.95,3.94,10.62,0,11.94,100.56,3.65,0,3.7,89.56,86.98,1,13.34,33,6.6,6.67,13.33,19.99,6.67,33,33

61,15:00-15:15,78,39,0,80,40,40.92,204.59,87,164.1,13.51,4.14,4.56,0,0,26.95,14.81,0,123.08,164.1,0,14.48,14.81,45.93,0,8.77,70.4,28.96,0,17.38,135.14,26.75,3.2,132.73,26.95,3.94,10.62,0,11.44,100.56,3.7,0,3.77,85.96,80.93,1.33,13.34,33,6.6,6.67,13.33,19.99,6.67,33,33

62,15:15-15:30,73,38,0,77,38,38.52,192.59,83,164.1,13.51,4.14,4.56,0,0,26.95,13.99,0,123.08,164.1,0,14.48,13.99,45.93,0,8.77,70.4,28.96,0,17.38,135.14,26.75,3.2,132.73,26.95,3.94,10.62,0,10.81,100.56,3.7,0,3.77,81.86,74.69,1.67,13.66,33,6.8,6.67,13.67,19.99,6.67,33,33

63,15:30-15:45,69,33,0,73,37,35.87,179.36,77,164.1,13.51,4.14,4.56,0,0,26.95,13.04,0,123.08,164.1,0,14.48,13.04,45.93,0,8.77,70.4,28.96,0,17.38,135.14,26.75,3.2,132.73,26.95,3.94,10.62,0,10.07,100.56,3.7,0,3.77,77.07,68.46,1.67,14.34,33,7.2,6.67,14.33,19.99,6.67,33,33

