Block,Time,LT-59,L_NR_2021_16,L_NR_2021_15,L_NR_2021_14,L_NR_2022_09,L_NR_2021_17,L_NR_2019_07,L_NR_2021_12,L_NR_2021_13,L_NR_2023_07,L_NR_2023_10,L_NR_2022_08,L_NR_2020_02,L_NR_2012_02,LT-05,LT-35,SH-07,L_NR_2020_06,L_NR_2019_05,SH-06,L_NR_2023_04,L_NR_2019_06,L_NR_2012_07,L_NR_2018_61,L_NR_2022_10,L_NR_2020_07,L_NR_2012_01,LT-36,LT-31,L_NR_2019_11,L_NR_2019_19,L_NR_2020_05,L_NR_2012_04
40,09:45-10:00,0.000000,62.67,38.53,68.57,75.09,31.33,32.67,199.66,39.93,136.5,58.5,32.84,11.900000,201.390000,70.520000,10.660000,26.090000,37,32.66,26.090000,30.680000,32.67,56.060000,14.77,75.09,37.01,0.000000,10.930000,10.660000,0.000000,77.79525,111.01,133.380000

41,10:00-10:15,0.000000,66.67,40.59,72.77,75.87,33.33,32.67,209.38,41.88,147,63,33.52,11.900000,201.390000,94.780000,11.300000,26.090000,37.17,32.66,26.090000,31.640000,32.67,56.060000,15.65,75.87,37.18,0.000000,11.580000,11.300000,0.000000,81.744,111.52,133.380000

42,10:15-10:30,0.000000,68,42.03,76.83,76.11,34,32.67,217.13,43.43,154,66,33.73,11.900000,201.390000,116.020000,11.780000,26.090000,37.76,32.66,26.090000,30.680000,32.67,56.060000,15.9,76.11,37.76,0.000000,12.080000,11.780000,0.000000,85.61475,113.27,133.380000

43,10:30-10:45,0.000000,69.34,43.12,79.33,76.55,34.66,32.67,225,45,161,69,33.47,11.900000,201.390000,116.020000,12.160000,26.090000,38.33,32.66,26.090000,31.640000,32.67,56.060000,16.05,76.55,38.34,0.000000,12.450000,12.160000,0.000000,88.92975,115,133.380000

44,10:45-11:00,0.000000,71.34,43.98,82.33,76.67,35.66,32.67,229.17,45.83,168,72,34.73,11.900000,201.390000,116.020000,12.630000,26.090000,38.33,32.66,26.090000,30.680000,32.67,56.060000,14.17,76.67,38.34,0.000000,12.940000,12.630000,0.000000,92.352,115,133.380000

45,11:00-11:15,0.000000,71.34,46.37,90.95,76.67,35.66,32.67,229.17,45.83,171.5,73.5,35.4,11.900000,201.390000,116.020000,12.970000,26.090000,38.33,32.66,26.090000,31.640000,32.67,46.900000,13.66,76.67,38.34,0.000000,13.290000,12.970000,0.000000,94.575,115,133.380000

46,11:15-11:30,0.000000,70.67,47.67,92.02,76.67,35.33,32.67,229.17,45.83,172.9,74.1,35.79,11.900000,201.390000,116.020000,13.220000,26.090000,38.33,32.66,26.090000,30.680000,32.67,46.900000,14.18,76.67,38.34,0.000000,13.540000,13.220000,0.000000,95.69625,115,133.380000

47,11:30-11:45,0.000000,70,48.42,93.13,76.67,35,32.67,229.17,45.83,173.6,74.4,36.14,11.900000,201.390000,116.020000,13.400000,26.090000,38.33,32.66,26.090000,30.680000,32.67,46.900000,15.68,76.67,38.34,0.000000,13.730000,13.400000,0.000000,97.13925,115,133.380000

48,11:45-12:00,0.000000,69.34,48.72,93.3,76.67,34.66,32.67,229.17,45.83,173.6,74.4,36.23,11.900000,201.390000,116.020000,13.400000,26.090000,38.33,32.66,26.090000,30.680000,32.67,46.900000,15.77,76.67,38.34,0.000000,13.730000,13.400000,0.000000,98.50425,115,133.380000

49,12:00-12:15,0.000000,69.34,48.73,93.66,76.67,34.66,32.67,229.17,45.83,173.6,74.4,36.54,11.900000,201.390000,116.020000,13.400000,26.090000,38.33,32.66,26.090000,30.680000,32.67,46.900000,16.73,76.67,38.34,0.000000,13.730000,13.400000,0.000000,98.62125,115,133.380000

50,12:15-12:30,0.000000,69.34,48.5,93.77,76.67,34.66,32.67,235.83,47.17,173.6,74.4,40,11.900000,201.390000,116.020000,13.400000,26.090000,37.5,32.66,26.090000,30.680000,32.67,46.900000,20.08,76.67,37.5,0.000000,13.730000,13.400000,0.000000,96.71025,112.5,133.380000

51,12:30-12:45,0.000000,69.34,50,93.45,76.67,34.66,32.67,235.83,47.17,173.6,74.4,40,11.900000,201.390000,116.020000,13.400000,26.090000,37.5,32.66,26.090000,30.680000,32.67,46.900000,23.08,76.67,37.5,0.000000,13.730000,13.400000,0.000000,99.12825,112.5,133.380000

52,12:45-13:00,0.000000,69.34,50,93.8,76.67,34.66,32.67,235.83,47.17,173.6,74.4,40,11.900000,201.390000,116.020000,13.400000,26.090000,37.5,32.66,26.090000,30.680000,32.67,46.900000,26.1,76.67,37.5,0.000000,13.730000,13.400000,0.000000,92.9175,112.5,133.380000

53,13:00-13:15,0.000000,70,50,93.41,76.67,35,32.67,235.83,47.17,173.6,74.4,40,11.900000,165.940000,116.020000,13.400000,26.090000,37.5,32.66,26.090000,31.640000,32.67,46.900000,28.87,76.67,37.5,0.000000,13.730000,13.400000,0.000000,93.41475,112.5,133.380000

54,13:15-13:30,0.000000,70,50,93.05,76.67,35,32.67,235.83,47.17,173.6,74.4,40,11.900000,165.940000,116.020000,13.290000,26.090000,37.5,32.66,26.090000,30.680000,32.67,46.900000,32.07,76.67,37.5,0.000000,13.620000,13.290000,0.000000,93.53175,112.5,133.380000

55,13:30-13:45,9.330000,70,50,92.59,78.33,35,32.67,235.83,47.17,173.6,74.4,40,11.900000,214.260000,116.020000,13.080000,26.090000,38.33,32.66,26.090000,30.680000,32.67,46.900000,36.38,78.33,38.34,0.000000,13.420000,13.080000,9.990000,94.848,115,133.380000

56,13:45-14:00,9.330000,70.67,49.79,82.14,78.33,35.33,32.67,235.83,47.17,173.6,74.4,40,11.900000,226.080000,116.020000,12.770000,26.090000,38.33,32.66,26.090000,30.680000,32.67,46.900000,40.9,78.33,38.34,0.000000,13.080000,12.770000,9.990000,95.34525,115,133.380000

57,14:00-14:15,10.340000,71.34,47.37,81.53,78.33,35.66,32.67,231.67,46.33,161,69,40,11.900000,261.530000,116.020000,12.330000,26.090000,38.33,32.66,26.090000,31.640000,32.67,46.900000,42.8,78.33,38.34,0.000000,12.630000,12.330000,10.770000,92.75175,115,133.380000

58,14:15-14:30,10.340000,72,46.02,80.06,78.33,36,32.67,229.63,45.93,161,69,40,11.900000,261.530000,116.020000,12.030000,24.670000,38.33,32.66,24.670000,31.640000,32.67,74.110000,43.02,78.33,38.34,0.000000,12.340000,12.030000,10.770000,87.6135,115,133.380000

59,14:30-14:45,10.340000,70,44.11,78,78.33,35,32.67,221.3,44.26,157.5,67.5,40,11.900000,261.530000,116.020000,11.640000,24.670000,38.33,32.66,24.670000,31.640000,32.67,74.110000,43.02,78.33,38.34,0.000000,11.930000,11.640000,10.770000,81.92925,115,133.380000

60,14:45-15:00,10.340000,68.67,41.84,74.92,78.33,34.33,32.67,216.23,43.24,154,66,40,11.900000,261.530000,116.020000,11.140000,24.670000,38.33,32.66,24.670000,31.640000,32.67,74.110000,43.02,78.33,38.34,0.000000,11.410000,11.140000,10.770000,75.27,115,133.380000

61,15:00-15:15,10.340000,67.34,36.42,71.58,76.67,33.66,32.67,207.21,41.44,143.5,61.5,40,11.900000,261.530000,116.020000,10.760000,24.670000,38.33,32.66,24.670000,31.640000,32.67,74.110000,43.02,76.67,38.34,0.000000,11.030000,10.760000,10.770000,70.13175,115,133.380000

62,15:15-15:30,10.340000,62,35.25,67.96,76.67,31,32.67,198.2,39.64,136.5,58.5,40,11.900000,261.530000,116.020000,10.080000,24.670000,38.33,32.66,24.670000,31.640000,32.67,74.110000,43.02,76.67,38.34,0.000000,10.340000,10.080000,10.770000,64.74975,115,133.380000

63,15:30-15:45,10.340000,60.67,33.18,72.53,76.67,30.33,32.67,188.78,37.76,129.5,55.5,36.67,11.900000,261.530000,116.020000,9.410000,24.670000,37.61,32.66,24.670000,31.640000,32.67,74.110000,43.02,76.67,37.62,0.000000,9.640000,9.410000,10.770000,58.80225,112.83,133.380000

64,15:45-16:00,10.340000,58.67,31,66.83,76.67,29.33,32.67,182.28,36.45,126,54,36.67,11.900000,261.530000,116.020000,8.770000,24.670000,37.36,32.66,24.670000,31.640000,32.67,74.110000,43.02,76.67,37.36,0.000000,8.990000,8.770000,10.770000,52.83525,112.07,133.380000

65,16:00-16:15,10.340000,56.67,28.62,60.87,76.67,28.33,32.67,166.08,33.22,119,51,36.67,11.900000,261.530000,116.020000,5.790000,24.670000,37.25,32.66,24.670000,31.770000,32.67,74.110000,43.02,76.67,37.24,0.000000,5.940000,5.790000,10.770000,47.02425,111.75,133.380000

66,16:15-16:30,10.340000,54,26.06,54.6,76.67,27,32.67,153.49,30.7,108.5,46.5,36.61,11.900000,261.530000,116.020000,5.240000,24.670000,36.64,32.66,24.670000,31.770000,32.67,74.110000,43.02,76.67,36.64,0.000000,5.380000,5.240000,10.770000,41.09625,109.92,133.380000

67,16:30-16:45,10.340000,52,29.49,48.23,76.67,26,32.67,139.83,27.97,98,42,36.6,11.900000,261.530000,116.020000,4.560000,24.670000,36.35,32.66,24.670000,31.770000,32.67,64.950000,43.02,76.67,36.36,0.000000,4.680000,4.560000,10.770000,35.14875,109.07,133.380000

68,16:45-17:00,10.340000,50.67,25.65,41.9,76.67,25.33,26.62,126.18,25.23,87.5,37.5,38.91,11.900000,261.530000,116.020000,4.000000,24.670000,37.73,33,24.670000,31.770000,33,64.950000,43.02,76.67,37.71,0.000000,4.100000,4.000000,10.770000,29.4645,113.18,133.380000

69,17:00-17:15,10.340000,39.34,21.62,33.6,76.67,19.66,12.24,112.51,22.5,73.5,31.5,38.59,11.900000,261.530000,116.020000,3.390000,15.360000,37.61,23,15.360000,30.800000,33,74.110000,43.02,76.67,37.62,0.000000,3.470000,3.390000,10.770000,24.40425,112.83,133.380000

70,17:15-17:30,10.340000,34.67,17.58,27.57,76.67,17.33,4.44,98.84,19.77,63,27,38.13,11.900000,261.530000,116.020000,2.790000,15.360000,37.36,0,15.360000,30.800000,13.8,74.110000,43.02,76.67,37.36,0.000000,2.870000,2.790000,10.770000,19.8705,112.07,133.380000

71,17:30-17:45,10.340000,29.33,14.26,20.2,76.67,14.67,1.11,84.43,16.89,49,21,37.48,11.900000,261.530000,116.020000,2.240000,15.360000,37.25,0,15.360000,30.800000,0,74.110000,43.02,76.67,37.24,0.000000,2.300000,2.240000,10.770000,15.522,111.75,133.380000

72,17:45-18:00,10.340000,24,11.05,11.2,76.67,12,0.05,70.03,14.01,38.5,16.5,36.44,11.900000,261.530000,116.020000,1.670000,15.360000,36.64,0,15.360000,30.840000,0,74.110000,43.02,76.67,36.64,0.000000,1.720000,1.670000,10.770000,11.349,109.92,133.380000

73,18:00-18:15,10.340000,17.33,8.2,7.47,75.63,8.67,0,55.62,11.12,28,12,36.94,11.900000,261.530000,116.020000,1.160000,15.360000,36.35,0,15.360000,29.870000,0,74.110000,43.02,75.63,36.36,0.000000,1.180000,1.160000,10.770000,7.86825,109.07,133.380000

74,18:15-18:30,10.340000,12.67,5.77,2,76.06,6.33,0,41.22,8.24,17.5,7.5,35.65,11.900000,261.530000,116.020000,0.860000,15.360000,35.6,0,15.360000,29.870000,0,74.110000,43.02,76.06,35.61,0.000000,0.880000,0.860000,10.770000,4.35825,106.81,133.380000

75,18:30-18:45,10.340000,8,3,1,73.55,4,0,26.7,5.34,10.5,4.5,32.82,11.900000,261.530000,116.020000,0.410000,15.360000,33.35,0,15.360000,30.840000,0,74.110000,43.02,73.55,33.35,0.000000,0.420000,0.410000,10.770000,1.95975,100.04,133.380000

76,18:45-19:00,10.340000,5.33,1.12,0.33,71.65,2.67,0,14.33,2.87,7,3,32.2,11.900000,261.530000,116.020000,0.100000,15.360000,31.95,0,15.360000,30.840000,0,74.110000,43.02,71.65,31.94,0.000000,0.100000,0.100000,10.770000,0.75075,95.85,133.380000

77,19:00-19:15,10.340000,2.67,0.14,0.03,69.96,1.33,0,8.06,1.61,2.66,1.14,31.61,11.900000,261.530000,116.020000,0.050000,15.360000,31.65,0,15.360000,31.810000,0,74.110000,43.02,69.96,31.64,0.000000,0.060000,0.050000,10.770000,0.08775,94.93,133.380000

78,19:15-19:30,10.340000,0.67,0,0,69.81,0.33,0,3.58,0.72,0.66,0.28,30.78,11.900000,261.530000,116.020000,0.000000,15.360000,31.41,0,15.360000,31.810000,0,74.110000,43.02,69.81,31.42,0.000000,0.000000,0.000000,10.770000,0,94.24,133.380000

79,19:30-19:45,10.340000,0.67,0,0,69.6,0.33,0,0.9,0.18,0,0,30.17,11.900000,261.530000,116.020000,0.000000,0.000000,30.89,0,30.930000,31.810000,0,74.110000,43.02,69.6,30.88,0.000000,0.000000,0.000000,10.770000,0,92.66,133.380000

80,19:45-20:00,10.340000,0,0,0,65.86,0,0,0,0,0,0,29.21,11.900000,261.530000,116.020000,0.000000,0.000000,29.94,0,30.930000,31.810000,0,74.110000,43.02,65.86,29.95,0.000000,0.000000,0.000000,10.770000,0,89.82,133.380000

81,20:00-20:15,10.340000,0,0,0,62.95,0,0,0,0,0,0,29.58,11.900000,261.530000,116.020000,0.000000,0.000000,31.33,0,30.930000,31.810000,0,74.110000,43.02,62.95,31.32,0.000000,0.000000,0.000000,10.770000,0,93.99,133.380000

82,20:15-20:30,10.340000,0,0,0,62.35,0,0,0,0,0,0,29.23,11.900000,261.530000,116.020000,0.000000,0.000000,31.44,0,30.930000,31.810000,0,74.110000,43.02,62.35,31.45,0.000000,0.000000,0.000000,10.770000,0,94.33,133.380000

83,20:30-20:45,10.340000,0,0,0,60.71,0,0,0,0,0,0,27.56,11.900000,261.530000,116.020000,0.000000,0.000000,30.75,0,30.930000,31.810000,0,74.110000,42.99,60.71,30.77,0.000000,0.000000,0.000000,10.770000,0,92.26,133.380000

84,20:45-21:00,10.340000,0,0,0,60.21,0,0,0,0,0,0,26.25,11.900000,261.530000,116.020000,0.000000,0.000000,29.51,0,30.930000,31.810000,0,74.110000,39.27,60.21,29.5,0.000000,0.000000,0.000000,10.770000,0,88.52,133.380000

85,21:00-21:15,10.340000,0,0,0,68.55,0,0,0,0,0,0,25.14,11.900000,261.530000,116.020000,0.000000,0.000000,28.4,0,30.930000,31.810000,0,74.110000,34.58,68.55,28.4,0.000000,0.000000,0.000000,10.770000,0,85.19,133.380000

86,21:15-21:30,10.340000,0,0,0,67.97,0,0,0,0,0,0,28.25,11.900000,261.530000,116.020000,0.000000,0.000000,27.42,0,30.930000,31.810000,0,74.110000,32.44,67.97,27.43,0.000000,0.000000,0.000000,10.770000,0,82.27,133.380000

87,21:30-21:45,10.340000,0,0,0,66.95,0,0,0,0,0,0,27.64,11.900000,261.530000,116.020000,0.000000,0.000000,32.15,0,30.930000,31.810000,0,74.110000,34.18,66.95,32.14,0.000000,0.000000,0.000000,10.770000,0,96.44,133.380000

88,21:45-22:00,10.340000,0,0,0,65.73,0,0,0,0,0,0,28.03,11.900000,261.530000,116.020000,0.000000,0.000000,32.33,0,30.930000,31.810000,0,74.110000,33.05,65.73,32.35,0.000000,0.000000,0.000000,10.770000,0,97,133.380000

89,22:00-22:15,10.340000,0,0,0,64.58,0,0,0,0,0,0,28.98,11.900000,261.530000,116.020000,0.000000,0.000000,32.6,0,30.930000,31.810000,0,74.110000,33.59,64.58,32.6,0.000000,0.000000,0.000000,10.770000,0,97.79,133.380000

90,22:15-22:30,10.340000,0,0,0,65.35,0,0,0,0,0,0,28.59,11.900000,261.530000,116.020000,0.000000,0.000000,33.12,0,30.930000,31.810000,0,74.110000,32.4,65.35,33.13,0.000000,0.000000,0.000000,10.770000,0,99.38,133.380000

91,22:30-22:45,10.340000,0,0,0,68,0,0,0,0,0,0,27.4,11.900000,261.530000,116.020000,0.000000,29.960000,32.42,0,29.960000,31.860000,0,74.110000,29.94,68,32.41,0.000000,0.000000,0.000000,10.770000,0,97.25,133.380000

92,22:45-23:00,10.340000,0,0,0,68.54,0,0,0,0,0,0,26.69,11.900000,261.530000,116.020000,0.000000,29.960000,31.37,0,29.960000,31.860000,0,74.110000,36.15,68.54,31.36,0.000000,0.000000,0.000000,10.770000,0,94.1,133.380000

93,23:00-23:15,10.340000,0,0,0,67.81,0,0,0,0,0,0,27.32,11.900000,261.530000,116.020000,0.000000,29.960000,31.34,0,29.960000,30.890000,0,74.110000,36.17,67.81,31.33,0.000000,0.000000,0.000000,10.770000,0,94.01,133.380000

