Block,Time,TEHRI,RAPPC,BSIUL,NJPC,CHAMERA2,RIHAND1,URI2,DULHASTI,DADRI_GF,TANDA2,KOTESHWR,AURY_CRF,ANTA_LF,UNCHAHAR4,DADRT2,UNCHAHAR1,AURY_RF,RAMPUR,KISHANGANGA,RIHAND3,DADRI_CRF,DADRI_LF,PARBATI3,SINGRAULI_HYDRO,UNCHAHAR3,CHAMERA3,TANAKPUR,JHAJJAR,RIHAND2,UNCHAHAR2,KOLDAM,AURY_GF,ANTA_CRF,DADRI_RF,RAPPB,ANTA_RF,DHAULIGNGA,AURY_LF,ANTA_GF,SEWA2,SALAL,URI,NAPP,SINGRAULI,CHAMERA1,NLCIIST2,NTPL,KAPS,BRBCL,NNTPP,KGSU3AND4,MOUDA_II,TALST2,SIMHST2,KHSTPP-II,MAPS,RSTPSU1TO6,KAWAS-zLIQ,KAWAS-APM,NLCEXP,KKNP,RSTPSU7,KSTPS I&II,TAPS-II,KAWAS-ComGas,FSTPP I & II,VALLURNTECL,NLCIIST1,KAWAS-RLNG,VSTPS V,TALA,NLCTS2EXP,KGSU1AND2,KUDGI,VSTPS II,VSTPS IV,VSTPS III,KAWAS-NAPM,KSTPS7,KHSTPP-I,SIPAT II,MOUDA,GANDHAR-RLNG,SASAN,GANDHAR-ComGas,LARA-I,GANDHAR-NAPM,KHARGONE-I,GADARWARA-I,GANDHAR-APM,SIPAT I,SOLAPUR,VSTPS I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
24,05:45-06:00,0.000000,57.332561,19.008642,73.343211,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,219.589767,0.000000,0.000000,1.414266,1.255809,122.319536,0.000000,0.000000,52.505911,1.020039,12.727943,20.417383,2.972330,252.950291,116.683092,19.919968,2.057283,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,120.341560,40.748764,0.42,1.01,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,110.467438,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,12.299323,2.30,0.85,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,31.220679,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.295032,0,0,0,0,0

25,06:00-06:15,0.000000,57.332561,19.008642,73.343211,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,219.589767,0.000000,0.000000,1.414266,2.466767,122.319536,0.000000,0.000000,52.505911,1.020039,13.888054,20.417383,2.972330,252.950291,116.683092,20.698644,1.662450,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,120.341560,40.748764,0.43,1.15,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,61.846293,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,6.303053,2.30,0.86,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.295859,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.295032,0,0,0,0,0

26,06:15-06:30,0.000000,57.332561,19.008642,73.343211,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,219.589767,0.000000,0.000000,1.414266,2.466767,122.319536,0.000000,0.000000,52.505911,1.020039,13.888054,20.417383,2.972330,252.950291,116.683092,20.698644,1.662450,0.000000,0.000000,0.000000,0.000000,0.000000,19.171907,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,120.341560,40.748764,0.43,1.34,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,61.846293,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,6.303053,2.30,0.86,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.295859,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.295032,0,0,0,0,0

27,06:30-06:45,0.000000,57.332561,0.000000,73.343211,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.189303,0.000000,0.000000,1.414266,2.466767,122.319536,0.000000,0.000000,5.371448,1.020039,13.439194,20.417383,2.972330,236.862739,116.683092,20.698644,2.057283,0.000000,0.000000,0.000000,0.000000,0.000000,19.171907,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.332871,40.748764,0.43,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,61.846293,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,6.303053,2.30,0.86,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.295859,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.295032,0,0,0,0,0

28,06:45-07:00,0.000000,57.332561,0.000000,73.343211,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.182340,0.000000,0.000000,1.414266,2.466767,122.319536,0.000000,0.000000,3.760014,1.020039,13.439194,20.417383,2.972330,236.862739,116.683092,20.698644,2.057283,0.000000,0.000000,0.000000,0.000000,0.000000,19.171907,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.43,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,61.846293,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,6.303053,2.30,0.86,0.000000,1.283457,0.000000,1.57,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.295859,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.295032,0,0,0,0,0

29,07:00-07:15,0.000000,57.332561,0.000000,73.343211,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.189303,0.000000,0.000000,1.414266,2.466767,122.319536,0.000000,0.000000,3.760014,1.020039,13.439194,20.417383,2.972330,236.862739,116.683092,20.701474,1.028641,0.000000,0.000000,0.000000,0.000000,0.000000,19.171907,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.42,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,101.969494,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.83,0.000000,1.283457,0.000000,1.37,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.498887,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

30,07:15-07:30,0.000000,57.332561,0.000000,73.343211,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.182340,0.000000,0.000000,1.414266,2.466767,122.319536,0.000000,0.000000,3.760014,1.020039,13.439194,20.417383,2.972330,236.862739,116.683092,20.701474,1.028641,0.000000,0.000000,0.000000,0.000000,0.000000,19.171907,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.42,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,110.336592,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.83,0.000000,1.283457,0.000000,1.17,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.498887,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

31,07:30-07:45,0.000000,57.332561,0.000000,73.343211,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.189303,0.000000,0.000000,1.414266,2.466767,122.319536,0.000000,0.000000,3.760014,1.020039,13.357964,20.417383,1.114624,236.862739,116.683092,20.558511,1.028641,0.000000,0.000000,0.000000,0.000000,0.000000,19.171907,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.42,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,110.467438,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.83,0.000000,1.283457,0.000000,0.98,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.498887,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

32,07:45:08:00,0.000000,57.332561,0.000000,73.343211,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.182340,0.000000,0.000000,1.414266,2.466767,122.319536,0.000000,0.000000,3.760014,1.020039,13.357964,20.417383,1.114624,236.862739,116.683092,20.558511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.171907,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.42,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,110.467438,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.83,0.000000,1.283457,0.000000,0.79,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.498887,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

33,08:00-08:15,0.000000,57.332561,0.000000,73.343211,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.138488,0.000000,0.000000,1.414266,2.466767,122.319536,0.000000,0.000000,0.000000,1.020039,13.357964,20.417383,0.000000,236.862739,116.683092,18.523357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.171907,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.42,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,110.467438,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.83,0.000000,1.283457,0.000000,0.74,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.498887,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

34,08:15-08:30,0.000000,57.332561,0.000000,73.343211,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.141278,0.000000,0.000000,1.414266,2.466767,122.319536,0.000000,0.000000,0.000000,1.020039,13.357964,20.417383,0.000000,236.862739,116.683092,18.523357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.171907,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.42,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,110.467438,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.83,0.000000,1.283457,0.000000,0.74,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.498887,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

35,08:30-08:45,0.000000,57.332561,0.000000,73.343211,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.138488,0.000000,0.000000,1.414266,2.466767,122.319536,0.000000,0.000000,0.000000,0.980807,13.357964,20.417383,0.000000,236.862739,116.683092,11.123711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.42,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,110.467438,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.83,0.000000,1.283457,0.000000,0.74,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.498887,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

36,08:45:09:00,0.000000,57.332561,0.000000,39.591477,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.141278,0.000000,0.000000,0.765207,2.466767,122.319536,0.000000,0.000000,0.000000,0.980807,13.357964,20.417383,0.000000,236.862739,116.683092,11.123711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.585953,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.42,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,110.467438,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.83,0.000000,1.283457,0.000000,0.74,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,17.498887,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

37,09:00:09:15,0.000000,57.332561,0.000000,39.591477,42.186474,77.312040,34.186497,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.130467,0.000000,0.000000,0.765207,2.466767,122.319536,0.000000,0.000000,0.000000,0.980807,13.357964,20.417383,0.000000,236.862739,116.683092,11.123711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.42,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.74,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.83,0.000000,1.283457,0.000000,0.74,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,11.504920,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

38,09:15-09:30,0.000000,57.332561,0.000000,39.591477,42.186474,77.312040,34.186497,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.133259,0.000000,0.000000,0.765207,2.466767,122.319536,0.000000,0.000000,0.000000,0.980807,13.357964,20.417383,0.000000,236.862739,116.683092,11.123711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,76.729695,51.232666,43.141307,121.333400,40.748764,0.42,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.74,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.83,0.000000,1.283457,0.000000,0.74,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,11.504920,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

39,09:30-09:45,0.000000,57.332561,0.000000,39.591477,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.130467,0.000000,0.000000,0.765207,2.466767,122.319536,0.000000,0.000000,0.000000,0.980807,13.357964,20.417383,0.000000,236.862739,116.683092,18.523357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,65.158453,47.496950,43.141307,121.333400,40.748764,0.42,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.83,0.000000,1.283457,0.000000,0.69,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,11.504920,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

40,09:45-10:00,0.000000,57.332561,0.000000,33.751734,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.133259,0.000000,0.000000,0.649059,2.466767,122.319536,0.000000,0.000000,0.000000,0.980807,13.357964,20.417383,0.000000,236.862739,116.683092,18.523357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.43,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.86,0.000000,1.283457,0.000000,0.69,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,11.504920,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

41,10:00-10:15,0.000000,57.332561,0.000000,19.795739,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.331866,0.000000,0.000000,0.382602,2.466767,122.319536,0.000000,0.000000,0.000000,0.980807,13.499062,20.417383,0.000000,236.862739,116.683092,21.790914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.43,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.86,0.000000,1.283457,0.000000,0.74,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,11.504920,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

42,10:15-10:30,0.000000,57.332561,0.000000,0.000000,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.334592,0.000000,0.000000,0.000000,2.466767,122.319536,0.000000,0.000000,0.000000,0.980807,13.499062,20.417383,0.000000,236.862739,116.683092,21.790914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,76.729695,47.496950,43.141307,121.333400,40.748764,0.44,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.91,0.000000,1.283457,0.000000,0.74,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,11.504920,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

43,10:30-10:45,0.000000,57.332561,0.000000,0.000000,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.331866,0.000000,0.000000,0.000000,2.466767,122.319536,0.000000,0.000000,0.000000,0.980807,13.593611,20.417383,0.000000,235.895939,116.683092,21.893226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,76.729695,51.232666,43.141307,121.333400,40.748764,0.44,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.91,0.000000,1.283457,0.000000,0.79,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,11.504920,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

44,10:45-11:00,0.000000,57.332561,0.000000,0.000000,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.334592,0.000000,0.000000,0.000000,2.466767,122.319536,0.000000,0.000000,0.000000,0.980807,13.593611,20.417383,0.000000,235.895939,116.683092,21.893226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,76.729695,51.232666,43.141307,121.333400,40.748764,0.44,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.91,0.000000,1.283457,0.000000,0.79,1.93,7.68,1.878456,2.594590,1.894622,0.000000,1.297295,11.504920,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

45,11:00-11:15,0.000000,57.332561,0.000000,0.000000,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.386374,0.000000,0.000000,0.000000,2.466767,122.319536,0.000000,0.000000,0.000000,1.000423,13.593611,20.417383,0.000000,235.895939,116.683092,21.893226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,80.886355,47.496950,43.141307,121.333400,40.748764,0.44,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.91,0.000000,1.283457,0.000000,0.79,1.93,0.00,1.878456,2.594590,1.894622,0.000000,1.297295,21.172920,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

46,11:15-11:30,0.000000,57.332561,0.000000,0.000000,42.186474,77.312040,32.208765,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.400001,0.000000,0.000000,0.000000,2.466767,122.319536,0.000000,0.000000,0.000000,1.000423,13.593611,20.417383,0.000000,235.895939,116.683092,21.893226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,80.886355,47.496950,43.141307,121.333400,40.748764,0.44,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,2.900400,2.30,0.91,0.000000,1.283457,0.000000,0.79,1.93,0.00,1.878456,2.594590,1.894622,0.000000,1.297295,25.226712,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

47,11:30-11:45,0.000000,57.332561,0.000000,0.000000,28.124315,77.312040,34.186497,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.386374,0.000000,0.000000,0.000000,2.466767,122.319536,0.000000,0.000000,0.000000,1.000423,13.593611,20.417383,0.000000,235.895939,116.683092,21.893226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,80.886355,47.496950,43.141307,121.333400,40.748764,0.44,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,8.802327,2.30,0.91,0.000000,1.283457,0.000000,0.79,1.93,0.00,1.878456,2.594590,1.894622,0.000000,1.297295,25.226712,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

48,11:45-12:00,0.000000,57.332561,0.000000,0.000000,28.124315,77.312040,34.186497,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.400001,0.000000,0.000000,0.000000,2.466767,122.319536,0.000000,0.000000,0.000000,1.000423,13.593611,20.417383,0.000000,235.895939,116.683092,21.893226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,80.886355,47.496950,43.141307,121.333400,40.748764,0.44,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,8.802327,2.30,0.91,0.000000,1.283457,0.000000,0.79,1.93,0.00,1.878456,2.594590,1.894622,0.000000,1.297295,25.226712,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

49,12:00-12:15,0.000000,57.332561,0.000000,0.000000,28.124315,77.312040,31.784965,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.386374,0.000000,0.000000,0.000000,2.466767,122.319536,0.000000,0.000000,0.000000,1.000423,13.593611,20.417383,0.000000,235.895939,116.683092,21.893226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,80.886355,47.496950,43.141307,121.333400,40.748764,0.43,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,8.802327,2.30,0.91,0.000000,1.283457,0.000000,0.79,1.93,0.00,1.878456,2.594590,1.894622,0.000000,1.297295,25.226712,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

50,12:15-12:30,0.000000,57.332561,0.000000,0.000000,28.124315,77.312040,31.784965,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.400001,0.000000,0.000000,0.000000,2.466767,122.319536,0.000000,0.000000,0.000000,1.000423,13.593611,20.417383,0.000000,235.895939,116.683092,21.893226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,80.886355,47.496950,43.141307,121.333400,40.748764,0.43,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,8.802327,2.30,0.91,0.000000,1.283457,0.000000,0.79,1.93,0.00,1.878456,2.594590,1.894622,0.000000,1.297295,25.226712,0.904068,1.873758,0.000000,333.908550,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

51,12:30-12:45,0.000000,57.332561,0.000000,0.000000,28.124315,77.312040,31.784965,52.115693,0.000000,2.359089,8.423597,0.000000,0.000000,0.000000,182.386374,0.000000,0.000000,0.000000,2.466767,122.319536,0.000000,0.000000,0.000000,1.000423,13.593611,20.417383,0.000000,235.895939,116.683092,21.893226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.608716,80.886355,47.496950,43.141307,121.333400,40.748764,0.43,1.40,0.792042,14.502010,0.14,1.06,3.395103,2.93,0.00,91.257025,0.23,5.85,0.000000,0.000000,0.79,1.57,1.88,2.870752,2.700657,0.000000,8.802327,2.30,0.91,0.000000,1.283457,0.000000,0.79,1.93,0.00,1.878456,2.594590,1.894622,0.000000,1.297295,25.226712,0.904068,1.873758,0.000000,337.017779,0.000000,4.116755,0.000000,3.424858,4.151343,0.000000,5.137286,1.712429,2.263736,0,0,0,0,0

