Block,Time,NLCTS2EXP,ANTA_GF,ANTA_LF,DADRI_GF,DADRI_LF,DADRI_RF,BRBCL,KKNPPU2,NJPC,NNTPP,PARBATI2,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,BSIUL,DULHASTI,KGSU1AND2,NLCIIST2,PARBATI3,RSTPSU1TO6,SASAN,TALST2,TANAKPUR,URI2,CHAMERA3,KHSTPP-II,NAPP,RAMPUR,RIHAND1,RSTPSU7,TEHRIPSP,UNCHAHAR4,URI,DHAULIGNGA,JHAJJAR,KHSTPP-I,KOTESHWR,KUDGI,MAPS,RAPPD,RIHAND2,SALAL,SINGRAULI,TANDA2,AURY_CRF,AURY_RF,DADRI_CRF,CHAMERA2,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR2,CHAMERA1,DADRT2,KGSU3AND4,KISHANGANGA,KKNP,NTPL,RAPPB,RIHAND3,SEWA2,SIMHST1,TALA,TelanganaSTPP,ANTA_CRF,ANTA_RF,FSTPP I & II,KOLDAM,NLCEXP,NLCIIST1,RAPPC,TEHRI,AURY_GF,AURY_LF
22,05:15-05:30,0,0,0,0,0,106.06,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,9.86,28.06,33.95,49.43,24.36,5.68,48.09,0,192.57,3.23,52.36,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.48,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,24.81,0,0,52.85,20.15,8.63,0,0,65.43,57.14,0,0

23,05:30-05:45,0,0,0,0,0,106.06,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,9.86,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,3.23,52.36,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.48,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,24.66,0,0,52.85,20.15,8.63,0,0,65.43,57.14,0,0

24,05:45-06:00,0,0,0,0,0,106.06,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,9.86,31.18,33.95,49.43,24.36,5.68,48.09,0,103.98,3.23,52.36,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.48,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,24.51,0,0,52.85,20.15,8.63,0,0,65.43,57.14,0,0

25,06:00-06:15,0,0,0,0,0,106.06,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,9.86,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,38.64,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.48,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,24.43,0,0,52.6,20.15,8.63,0,0,65.43,76.19,0,0

26,06:15-06:30,0,0,0,0,0,106.06,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,9.86,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,38.64,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.48,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,24.28,0,0,52.6,20.15,8.63,0,0,65.43,76.19,0,0

27,06:30-06:45,0,0,0,0,0,106.06,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,9.86,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,38.64,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.48,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,24.14,0,0,52.6,20.15,8.63,0,0,65.43,76.19,0,0

28,06:45-07:00,0,0,0,0,0,106.06,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,9.86,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,38.64,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.48,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,23.98,0,0,52.6,20.15,8.63,0,0,65.43,76.19,0,0

29,07:00-07:15,0,0,0,0,0,106.06,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,52.36,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,23.84,0,0,52.6,20.15,8.63,0,0,65.43,76.19,0,0

30,07:15-07:30,0,0,0,0,0,106.06,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,52.36,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,26.4,0,0,52.6,20.15,8.63,0,0,65.43,76.19,0,0

31,07:30-07:45,0,0,0,0,0,106.06,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,43.05,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,26.55,0,0,52.6,20.15,8.63,0,0,65.43,76.19,0,0

32,07:45-08:00,0,0,0,0,0,106.06,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,43.05,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,26.4,0,0,52.6,20.15,8.63,0,0,65.43,76.19,0,0

33,08:00-08:15,0,0,0,0,0,104.09,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,43.05,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,26.4,0,0,52.09,20.8,8.63,0,0,65.43,76.19,0,0

34,08:15-08:30,0,0,0,0,0,104.09,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,43.05,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,26.55,0,0,52.09,20.8,8.63,0,0,65.43,38.09,0,0

35,08:30-08:45,0,0,0,0,0,104.09,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,26.55,0,0,52.09,20.8,8.63,0,0,65.43,19.05,0,0

36,08:45-09:00,0,0,0,0,0,104.09,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,26.55,0,0,52.09,20.8,8.63,0,0,65.43,0,0,0

37,09:00-09:15,0,0,0,0,0,104.09,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,26.55,0,0,51.59,20.8,8.63,0,0,65.43,0,0,0

38,09:15-09:30,0,0,0,0,0,104.09,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,331.88,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,26.55,0,0,51.59,20.8,8.63,0,0,65.43,0,0,0

39,09:30-09:45,0,0,0,0,0,104.09,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,348.98,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,43.05,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,27.14,0,0,51.59,20.8,8.63,0,0,65.43,0,0,0

40,09:45-10:00,0,0,0,0,0,104.09,24.99,0,175.8,0,49.27,21.65,27.38,0,19.56,38.32,0,0,57.24,0,348.98,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,43.05,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,4.65,0,0,0,130.84,18.34,0,27.14,0,0,51.59,20.8,8.63,0,0,65.43,0,0,0

41,10:00-10:15,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,348.98,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,47.47,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,82.22,0,47.12,0,0,44.52,42.15,689.39,0,2.33,0,0,0,130.84,18.34,0,27.28,0,0,50.83,20.8,8.63,0,0,65.43,0,0,0

42,10:15-10:30,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,348.98,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,47.47,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,113.75,5.73,0,81.57,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.58,0,0,50.83,20.8,8.63,0,0,65.43,0,0,0

43,10:30-10:45,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,348.98,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,47.47,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,98.76,5.73,0,81.57,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.73,0,0,50.58,20.8,8.63,0,0,65.43,0,0,0

44,10:45-11:00,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,348.98,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,47.47,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,98.76,5.73,0,81.57,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,28.01,0,0,50.58,20.8,8.63,0,0,65.43,0,0,0

45,11:00-11:15,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,382.5,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,45.08,0,0,33.7,125.27,81.34,98.76,5.73,0,81.57,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,28.01,0,0,50.08,20.8,8.63,0,0,65.43,0,0,0

46,11:15-11:30,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,393.75,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,44.16,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,81.57,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,28.01,0,0,50.08,20.8,8.63,0,0,65.43,0,0,0

47,11:30-11:45,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,405,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,41.95,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,81.57,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,28.01,0,0,50.08,20.8,8.63,0,0,65.43,0,0,0

48,11:45-12:00,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,416.25,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,41.95,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,81.57,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,28.01,0,0,50.08,20.8,8.63,0,0,65.43,0,0,0

49,12:00-12:15,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,39.75,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,81.57,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.58,0,0,49.81,20.8,8.63,0,0,65.43,0,0,0

50,12:15-12:30,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,0,3.23,39.75,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,81.57,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.58,0,0,49.81,20.8,8.63,0,0,65.43,0,0,0

51,12:30-12:45,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,103.98,3.23,39.75,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,81.57,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.14,0,0,49.81,20.8,8.63,0,0,65.43,0,0,0

52,12:45-13:00,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,3.23,39.75,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,81.57,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.14,0,0,49.81,20.8,8.63,0,0,65.43,19.05,0,0

53,13:00-13:15,0,0,0,0,0,104.09,24.99,0,175.8,0,38.71,21.65,27.38,0,19.56,38.32,0,0,57.24,0,418.77,0,11.91,31.18,33.95,49.43,24.36,5.68,48.09,0,192.57,3.23,39.75,42.46,667.27,45.53,42.84,0,0,33.7,125.27,81.34,98.76,5.73,0,81.57,0,47.12,0,0,44.52,42.15,689.39,0,0,0,0,0,130.84,18.34,0,27.73,0,0,49.56,20.8,8.63,0,0,65.43,38.09,0,0

