Block,Time,RAPPC,AURY_GF,RIHAND1,RAMPUR,DADRI_LF,SALAL,SEWA2,RAPPB,BSIUL,UNCHAHAR1,URI2,UNCHAHAR3,DADRI_GF,CHAMERA3,KISHANGANGA,CHAMERA2,DADRI_RF,URI,AURY_RF,ANTA_CRF,NJPC,UNCHAHAR4,TANAKPUR,TEHRI,PARBATI3,ANTA_LF,CHAMERA1,ANTA_GF,AURY_LF,RIHAND2,JHAJJAR,FSTPP I & II,DHAULIGNGA,ANTA_RF,SINGRAULI,DULHASTI,UNCHAHAR2,DADRI_CRF,RIHAND3,AURY_CRF,KOLDAM,TANDA2,NAPP,KHSTPP-II,SINGRAULI_HYDRO,KOTESHWR,DADRT2,KKNP,KAWAS-RLNG,KAWAS-zLIQ,SOLAPUR,MOUDA_II,RSTPSU7,KGSU1AND2,LARA-I,MOUDA,GADARWARA-I,KHSTPP-I,NTPL,GANDHAR-ComGas,KUDGI,GANDHAR-RLNG,TAPS-II,TALA,NLCTS2EXP,NLCIIST2,KAWAS-APM,KAWAS-ComGas,VSTPS I,KSTPS7,SIMHST2,VSTPS IV,NNTPP,KAPS,VSTPS II,NLCIIST1,KGSU3AND4,SIPAT II,KSTPS I&II,KAWAS-NAPM,TALST2,RSTPSU1TO6,SIPAT I,VSTPS III,KHARGONE-I,GANDHAR-NAPM,BRBCL,VALLURNTECL,GANDHAR-APM,NLCEXP,SASAN,MAPS,VSTPS V,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,0.000000,1.375498,0.493697,30.021314,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,437.686598,19.973355,0.000000,0.000000,138.769784,51.937806,33.221480,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,17.403945,332.089545,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.82,0.000000,0.00,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.359974,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.57,5.119751,1.888156,3.413168,0.000000,10.398938,0.00,0.000000,1.67,293.843445,0.23,1.279076,0,0,0,0,0

7,01:30-01:45,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,0.000000,1.375498,0.493697,30.021314,0.000000,0.000000,27.073117,0.000000,0.000000,116.284815,430.214762,19.973355,0.000000,0.000000,138.769784,51.937806,33.221480,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,17.403945,332.089545,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.82,0.000000,1.82,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.359974,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.60,5.119751,1.888156,3.413168,0.000000,10.238128,0.00,0.000000,1.67,304.369650,0.23,1.279076,0,0,0,0,0

8,01:45-02:00,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,0.000000,1.375498,0.493697,30.021314,0.000000,0.000000,13.536558,0.000000,0.000000,116.284815,430.214762,19.973355,0.000000,0.000000,138.769784,51.937806,33.221480,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,17.403945,332.089545,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.82,0.000000,1.82,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.359974,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.60,5.119751,1.888156,3.413168,0.000000,10.542961,0.00,0.000000,1.67,312.029475,0.23,1.279076,0,0,0,0,0

9,02:00-02:15,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,20.367772,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,0.000000,1.375498,0.493697,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,435.551795,19.973355,0.000000,0.000000,138.769784,51.937806,33.221480,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,17.403945,301.143485,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.82,0.000000,4.09,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.359974,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.60,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.67,318.858281,0.23,1.279076,0,0,0,0,0

10,02:15-02:30,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,20.367772,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,0.000000,1.375498,0.493697,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,435.551795,19.973355,0.000000,0.000000,138.769784,51.937806,33.221480,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,17.403945,239.489975,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.82,0.000000,4.09,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.359974,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.60,5.119751,1.888156,3.413168,0.000000,10.596599,0.00,0.000000,1.67,325.578694,0.23,1.279076,0,0,0,0,0

11,02:30-02:45,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,20.367772,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,0.000000,1.375498,0.493697,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,435.551795,19.973355,0.000000,0.000000,138.769784,51.937806,35.382418,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,17.403945,182.532286,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.82,0.000000,4.09,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.359974,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.60,5.119751,1.888156,3.413168,0.000000,10.559134,0.00,0.000000,1.67,332.552025,0.23,1.279076,0,0,0,0,0

12,02:45-03:00,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,18.943759,15.799666,33.382780,20.280808,0.000000,20.367772,2.458347,42.042477,0.000000,48.930384,0.000000,0.000000,0.000000,1.375498,0.493697,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,435.551795,19.973355,0.000000,0.000000,138.769784,51.937806,35.382418,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,17.403945,179.926110,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.82,0.000000,4.09,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.359974,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.60,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.67,333.852750,0.23,1.279076,0,0,0,0,0

13,03:00-03:15,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,18.943759,15.799666,33.382780,20.280808,0.000000,20.367772,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,0.000000,0.619563,0.493697,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,435.551795,19.973355,0.000000,0.000000,138.769784,51.937806,35.382418,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,179.926110,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.82,0.000000,4.09,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.359974,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.60,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,333.852750,0.23,1.279076,0,0,0,0,0

14,03:15-03:30,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,18.943759,15.799666,33.382780,20.280808,0.000000,20.367772,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,0.000000,0.619563,0.493697,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,435.551795,19.973355,0.000000,0.000000,138.769784,51.937806,35.382418,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,179.926110,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.82,0.000000,4.09,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.359974,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.60,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,333.852750,0.23,1.279076,0,0,0,0,0

15,03:30-03:45,57.136865,0.000000,90.877303,0.000000,0.000000,51.501002,16.552026,0.000000,18.943759,15.799666,33.382780,20.280808,0.000000,20.367772,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,0.000000,0.619563,0.493697,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,435.551795,19.973355,0.000000,0.000000,138.769784,51.937806,33.209340,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,180.171924,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.82,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.349578,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.60,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,333.852750,0.23,1.279076,0,0,0,0,0

16,03:45-04:00,57.136865,0.000000,90.877303,0.374488,0.000000,51.501002,16.552026,0.000000,18.943759,15.799666,33.382780,20.280808,0.000000,20.367772,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,19.432247,0.619563,0.493697,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,435.551795,17.945573,0.000000,0.000000,138.769784,51.937806,27.428340,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,180.171924,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.82,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.349578,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.60,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,333.852750,0.23,1.279076,0,0,0,0,0

17,04:00-04:15,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,18.943759,10.448267,33.382780,12.482817,0.000000,20.367772,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,19.728169,0.619563,0.493697,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,369.635213,14.091573,0.000000,0.000000,138.769784,51.937806,27.428340,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,178.009959,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.96,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.339180,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.60,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,336.062537,0.23,1.279076,0,0,0,0,0

18,04:15-04:30,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,18.943759,15.799666,33.382780,20.280808,0.000000,20.367772,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,19.728169,0.619563,0.493697,30.021314,0.000000,0.000000,0.000000,0.000000,0.000000,116.284815,401.729825,14.091573,0.000000,0.000000,138.769784,51.937806,27.428340,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,180.171924,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.96,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.339180,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.60,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

19,04:30-04:45,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,18.943759,15.799666,33.382780,20.280808,0.000000,20.367772,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,19.728169,0.619563,0.493697,30.021314,3.345696,0.000000,0.000000,0.000000,0.000000,116.284815,434.458770,14.091573,0.000000,0.000000,138.769784,51.937806,27.428340,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,179.926110,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.96,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.339180,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

20,04:45-05:00,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,18.943759,15.799666,33.382780,20.280808,0.000000,20.367772,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,19.728169,0.619563,0.493697,20.014209,6.691393,0.000000,13.536558,0.000000,0.000000,116.284815,435.551795,14.091573,0.000000,0.000000,138.769784,51.937806,27.428340,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,179.926110,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.96,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.339180,1.292867,1.78,2.585733,0.17,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

21,05:00-05:15,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,18.943759,8.520642,33.382780,8.913049,0.000000,20.367772,2.458347,27.943212,0.000000,51.057792,0.000000,0.000000,19.728169,0.619563,0.493697,0.000000,34.795243,0.000000,27.073117,0.000000,0.000000,116.284815,371.467357,14.091573,0.000000,0.000000,138.769784,51.937806,27.428340,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,177.572245,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.96,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.339180,1.292867,1.78,2.585733,0.18,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

22,05:15-05:30,57.136865,0.000000,90.877303,0.762595,0.000000,51.501002,16.552026,0.000000,18.943759,12.387816,33.382780,16.711040,0.000000,20.367772,2.458347,27.943212,0.000000,51.057792,0.000000,0.000000,39.456339,0.619563,0.493697,0.000000,34.795243,0.000000,40.609675,0.000000,0.000000,116.284815,403.596328,14.091573,0.000000,0.000000,138.769784,51.937806,27.428340,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,179.926110,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.96,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.339180,1.292867,1.78,2.585733,0.18,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

23,05:30-05:45,57.136865,0.000000,90.877303,0.953244,0.000000,51.501002,16.552026,0.000000,18.943759,12.387816,33.382780,16.711040,0.000000,30.552328,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,49.320423,0.705789,0.493697,0.000000,34.795243,0.000000,40.609675,0.000000,0.000000,116.284815,437.075639,14.091573,9.553234,0.000000,138.769784,51.937806,27.428340,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,182.020582,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.90,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.339180,1.292867,1.78,2.585733,0.18,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,0.00,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

24,05:45-06:00,57.136865,0.000000,90.877303,1.300496,0.000000,51.501002,16.552026,0.000000,18.943759,8.850007,33.382780,8.913049,0.000000,30.552328,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,67.568979,0.705789,0.493697,0.000000,34.795243,0.000000,40.609675,0.000000,0.000000,116.284815,398.292451,14.091573,17.998846,0.000000,138.769784,51.937806,27.428340,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,181.796065,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.90,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.339180,1.292867,1.78,2.585733,0.18,0.799281,1.872044,0.75,2.10,1.801965,2.860953,0.000000,0.00,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

25,06:00-06:15,57.136865,0.000000,90.877303,1.143891,0.000000,51.501002,16.552026,0.000000,18.943759,8.850007,33.382780,8.913049,0.000000,30.552328,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,59.184508,0.705789,0.493697,0.000000,34.795243,0.000000,40.609675,0.000000,0.000000,116.284815,294.482213,19.973355,17.998846,0.000000,138.769784,51.937806,27.428340,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,171.941682,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,31.581603,1.98,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.318388,1.292867,1.78,2.585733,0.18,0.799281,1.872044,0.77,2.10,1.801965,2.860953,0.000000,0.00,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

26,06:15-06:30,57.136865,0.000000,90.877303,1.409439,0.000000,51.501002,16.552026,0.000000,18.943759,10.327238,33.382780,12.767049,0.000000,30.552328,2.458347,27.943212,0.000000,48.930384,0.000000,0.000000,73.092867,0.705789,0.493697,0.000000,34.795243,0.000000,40.609675,0.000000,0.000000,116.284815,228.964213,19.973355,17.998846,0.000000,138.769784,51.937806,20.762076,0.000000,121.902020,0.000000,0.000000,2.351036,42.766569,142.131305,1.036106,8.394844,171.941682,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,22.529520,1.98,0.000000,4.88,0.000000,2.691439,0.000000,0.84,0.40,0.000000,0.000000,2.318388,1.292867,1.78,2.585733,0.18,0.799281,1.872044,0.77,2.10,1.801965,2.860953,0.000000,0.00,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,0.00,0.000000,1.61,336.237412,0.23,1.279076,0,0,0,0,0

