Block,Time,RAPPC,AURY_GF,RIHAND1,RAMPUR,DADRI_LF,SALAL,SEWA2,RAPPB,BSIUL,UNCHAHAR1,URI2,UNCHAHAR3,DADRI_GF,CHAMERA3,KISHANGANGA,CHAMERA2,DADRI_RF,URI,AURY_RF,ANTA_CRF,NJPC,UNCHAHAR4,TANAKPUR,TEHRI,PARBATI3,ANTA_LF,CHAMERA1,ANTA_GF,AURY_LF,RIHAND2,JHAJJAR,FSTPP I & II,DHAULIGNGA,ANTA_RF,SINGRAULI,DULHASTI,UNCHAHAR2,DADRI_CRF,RIHAND3,AURY_CRF,KOLDAM,TANDA2,NAPP,KHSTPP-II,SINGRAULI_HYDRO,KOTESHWR,DADRT2,KKNP,KAWAS-RLNG,KAWAS-zLIQ,SOLAPUR,MOUDA_II,RSTPSU7,KGSU1AND2,LARA-I,MOUDA,GADARWARA-I,KHSTPP-I,NTPL,GANDHAR-ComGas,KUDGI,GANDHAR-RLNG,TAPS-II,TALA,NLCTS2EXP,NLCIIST2,KAWAS-APM,KAWAS-ComGas,VSTPS I,KSTPS7,SIMHST2,VSTPS IV,NNTPP,KAPS,VSTPS II,NLCIIST1,KGSU3AND4,SIPAT II,KSTPS I&II,KAWAS-NAPM,TALST2,RSTPSU1TO6,SIPAT I,VSTPS III,KHARGONE-I,GANDHAR-NAPM,BRBCL,VALLURNTECL,GANDHAR-APM,NLCEXP,SASAN,MAPS,VSTPS V,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,57.136865,0.000000,90.877303,2.778024,0.000000,80.610264,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.514219,42.042477,0.000000,46.802976,0.000000,0.000000,143.621073,1.375498,0.000000,29.612861,68.653691,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,19.973355,38.212934,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,17.403945,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.70,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.37,266.648625,0.23,1.279076,0,0,0,0,0

84,20:45-21:00,57.136865,0.000000,90.877303,1.879251,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.458347,42.042477,0.000000,46.802976,0.000000,0.000000,97.457156,1.375498,0.000000,29.612861,51.523725,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,19.973355,28.659701,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,16.789688,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.19,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.37,266.648625,0.23,1.279076,0,0,0,0,0

85,21:00-21:15,57.136865,0.000000,90.877303,1.879251,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.458347,42.042477,0.000000,46.802976,0.000000,0.000000,97.457156,1.375498,6.418066,29.612861,9.367950,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,19.973355,19.106467,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,16.789688,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.16,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.51,266.648625,0.23,1.279076,0,0,0,0,0

86,21:15-21:30,57.136865,0.000000,90.877303,1.879251,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.458347,42.042477,0.000000,46.802976,0.000000,0.000000,97.457156,1.375498,6.418066,29.612861,3.345696,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,19.973355,19.106467,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,16.789688,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.16,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,266.648625,0.23,1.279076,0,0,0,0,0

87,21:30-21:45,57.136865,0.000000,90.877303,1.879251,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.458347,42.042477,0.000000,46.802976,0.000000,0.000000,97.457156,1.375498,6.418066,29.612861,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,19.973355,19.106467,0.000000,138.209475,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,16.789688,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.16,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,266.648625,0.23,1.279076,0,0,0,0,0

88,21:45-22:00,57.136865,0.000000,90.877303,2.349064,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.458347,42.042477,0.000000,46.802976,0.000000,0.000000,121.821445,1.375498,6.418066,29.612861,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,19.973355,19.106467,0.000000,138.209475,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,16.789688,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.16,0.799281,1.872044,0.71,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,266.648625,0.23,1.279076,0,0,0,0,0

89,22:00-22:15,57.136865,0.000000,90.877303,2.778024,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.514219,42.042477,0.000000,46.802976,0.000000,0.000000,146.185735,1.375498,0.617122,29.612861,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,19.973355,28.659701,0.000000,138.209475,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,24.877402,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.16,0.799281,1.872044,0.76,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,266.648625,0.23,1.279076,0,0,0,0,0

90,22:15-22:30,57.136865,0.000000,90.877303,2.778024,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.514219,42.042477,0.000000,46.802976,0.000000,0.000000,146.185735,1.375498,0.617122,29.612861,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,19.973355,28.659701,0.000000,138.209475,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,24.877402,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.16,0.799281,1.872044,0.78,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,266.648625,0.23,1.279076,0,0,0,0,0

91,22:30-22:45,57.136865,0.000000,90.877303,2.778024,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.514219,42.042477,0.000000,46.802976,0.000000,0.000000,146.185735,1.375498,0.617122,29.612861,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,18.749710,28.659701,0.000000,138.762253,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,24.877402,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.16,0.799281,1.872044,0.78,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,266.648625,0.23,1.279076,0,0,0,0,0

92,22:45-23:00,57.136865,0.000000,90.877303,2.349064,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.514219,42.042477,0.000000,46.802976,0.000000,0.000000,121.821445,1.375498,0.617122,29.612861,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,18.749710,19.106467,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,24.877402,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,5.99,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.16,0.799281,1.872044,0.72,2.10,1.801965,2.860953,0.000000,2.92,7.57,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,266.648625,0.23,1.279076,0,0,0,0,0

93,23:00-23:15,57.136865,0.000000,90.877303,1.613704,0.000000,38.625752,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.458347,42.042477,0.000000,47.866680,0.000000,0.000000,83.844720,1.375498,0.617122,28.183275,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,18.749710,19.106467,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,4.100521,2.351036,42.766569,142.131305,1.036106,16.789688,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,0.00,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.16,0.799281,1.872044,0.72,2.10,1.801965,2.860953,0.000000,2.92,7.50,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,266.648625,0.23,1.279076,0,0,0,0,0

94,23:15-23:30,57.136865,0.000000,90.877303,1.239217,0.000000,38.625752,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.458347,42.042477,0.000000,47.866680,0.000000,0.000000,64.116551,1.375498,0.617122,28.183275,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,18.749710,19.106467,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,3.075391,2.351036,42.766569,142.131305,1.036106,16.789688,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,0.00,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.16,0.799281,1.872044,0.72,2.10,1.801965,2.860953,0.000000,2.92,7.50,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,266.648625,0.23,1.279076,0,0,0,0,0

95,23:30-23:45,57.136865,0.000000,90.877303,0.762595,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.458347,42.042477,0.000000,47.866680,0.000000,0.000000,39.456339,1.375498,0.617122,28.183275,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,18.749710,19.106467,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,2.050261,2.351036,42.766569,142.131305,1.036106,16.789688,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,0.00,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.16,0.799281,1.872044,0.72,2.10,1.801965,2.860953,0.000000,2.92,7.50,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,266.648625,0.23,1.279076,0,0,0,0,0

96,23:45-24:00,57.136865,0.000000,90.877303,0.381296,0.000000,51.501002,16.552026,0.000000,18.943759,21.380065,33.382780,25.975960,0.000000,30.552328,2.458347,42.042477,0.000000,47.866680,0.000000,0.000000,19.728169,1.375498,0.617122,28.183275,0.000000,0.000000,40.609675,0.000000,0.000000,116.284815,424.877729,18.749710,9.553234,0.000000,138.769784,51.937806,41.858968,0.000000,121.902020,0.000000,1.594646,2.351036,42.766569,142.131305,1.036106,16.789688,332.092589,1.55,0.000000,0.000000,3.413167,3.383514,1.87,1.92,4.102703,1.867362,2.068586,33.926280,1.82,0.000000,0.00,0.000000,2.691439,0.000000,0.84,0.00,0.000000,0.000000,2.276803,1.292867,1.78,2.585733,0.16,0.799281,1.872044,0.72,2.10,1.801965,2.860953,0.000000,2.92,7.50,5.119751,1.888156,3.413168,0.000000,10.839401,2.29,0.000000,1.61,266.648625,0.23,1.279076,0,0,0,0,0

