Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/1192,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/2786,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/1044,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/8128,GNA/NR/2025/07/01/2997,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8139,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/3109,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2952,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/8154,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15
6,01:15-01:30,43.01,14.33,33.66,10.33,33.67,0,14.33,0,0,0,81.69,163.39,49.02,14.25,43.68,30,5.89,64.11,100.13,270.31,12.64,15.23,-0,134.79,10.47,19.22,27.26,8.51,0,0,20.73,130.04,0,0,10.73,86.69,7.46,0,0,0,0,0,0,0,36.01,0,0

7,01:30-01:45,43.5,14.5,33.66,10.33,33.67,0,14.5,0,0,0,81.69,163.39,49.02,23.64,43.68,30,5.89,64.11,100.13,270.31,12.64,15.23,-0,134.79,10.47,19.22,27.26,8.51,0,0,20.73,130.04,0,0,10.73,86.69,7.46,0,0,0,0,0,0,0,38.02,0,0

8,01:45-02:00,43.99,14.67,33.66,10.33,33.67,0,14.67,0,0,0,81.69,163.39,49.02,23.64,43.68,30,5.89,64.11,100.13,270.31,12.64,15.23,-0,134.79,10.47,19.22,27.26,8.51,0,0,20.73,130.04,0,0,10.73,86.69,7.46,0,0,0,0,0,0,0,37.62,0,0

9,02:00-02:15,41.51,13.83,33.66,10.33,33.67,0,13.83,0,0,0,81.69,163.39,49.02,26.5,43.68,26.5,5.89,64.11,100.13,270.31,12.64,15.23,-0,134.79,10.47,19.22,26.25,8.51,0,0,20.73,130.04,0,0,10.73,86.69,7.46,0,0,0,0,0,0,0,37.42,0,0

10,02:15-02:30,40.99,13.67,33.34,10,33.33,0,13.67,0,0,0,81.69,163.39,49.02,26.5,43.68,26.5,5.89,64.11,100.13,270.31,12.64,15.23,-0,134.79,10.47,19.22,26.25,8.51,0,0,20.73,130.04,0,0,10.73,86.69,7.46,0,0,0,0,0,0,0,37.22,0,0

11,02:30-02:45,40.01,13.33,33.34,10,33.33,0,13.33,0,0,0,81.69,163.39,49.02,26.5,43.68,26.5,5.89,64.11,100.13,270.31,12.64,15.23,-0,134.79,5.19,19.22,26.25,8.51,0,0,20.73,130.04,0,0,10.73,86.69,7.46,0,0,0,0,0,0,0,37.02,0,0

12,02:45-03:00,39,13,32.66,9.67,32.67,0,13,0,0,0,81.69,163.39,49.02,26.5,43.68,26.5,5.89,64.11,100.13,270.31,12.64,15.23,-0,134.79,5.19,19.22,26.25,8.51,0,0,20.73,130.04,0,0,10.73,86.69,7.46,0,0,0,0,0,0,0,37.02,0,0

13,03:00-03:15,37.5,12.5,29.66,9.33,29.67,0,12.5,0,0,0,81.69,163.39,0,26.5,43.68,26.5,3.71,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,0,0,20.73,130.04,0,0,10.73,66.83,6.99,0,0,0,0,0,0,0,37.02,0,0

14,03:15-03:30,36.49,12.17,28.34,9,28.33,0,12.17,0,0,0,81.69,163.39,0,26.5,43.68,26.5,3.71,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,0,0,20.73,130.04,0,0,10.73,66.83,6.99,0,0,0,0,0,0,0,35.61,0,0

15,03:30-03:45,36,12,38.34,11.67,38.33,0,12,0,0,0,81.69,163.39,0,26.5,43.68,26.5,3.71,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,0,0,20.73,130.04,0,0,10.73,66.83,6.99,0,0,0,0,0,0,0,35.01,0,0

16,03:45-04:00,34.99,11.67,38.34,11.67,38.33,0,11.67,0,0,0,81.69,163.39,0,26.5,43.68,26.5,3.71,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,0,0,20.73,130.04,0,0,10.73,66.83,6.99,0,0,0,0,0,0,0,34.41,0,0

17,04:00-04:15,44.51,14.83,38,11.33,38,0,14.83,0,0,0,81.69,163.39,0,26.5,43.68,26.5,3.71,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,0,0,20.73,130.04,0,0,10.73,66.83,6.99,0,0,0,0,0,0,0,31.01,0,0

18,04:15-04:30,42.49,14.17,37.66,11,37.67,0,14.17,0,0,0,81.69,163.39,0,26.5,43.68,26.5,3.71,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,0,0,20.73,130.04,0,0,10.73,66.83,6.99,0,0,0,0,0,0,0,31.01,0,0

19,04:30-04:45,32.51,10.83,37.34,10,37.33,0,10.83,0,0,0,81.69,163.39,0,26.5,43.68,26.5,3.71,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,0,0,20.73,130.04,0,0,10.73,66.83,6.99,0,0,0,0,0,0,0,31.01,0,0

20,04:45-05:00,32.51,10.83,36.66,9.33,36.67,0,10.83,0,0,0,81.69,163.39,0,26.5,43.68,26.5,3.71,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,0,0,20.73,130.04,0,0,10.73,66.83,6.99,0,0,0,0,0,0,0,31.01,0,0

21,05:00-05:15,32.51,10.83,26.66,9.33,26.67,0,10.83,0,0,0,81.69,163.39,0,26.5,43.68,26.5,5.89,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,0,0,20.73,130.04,0,0,10.73,86.69,6.53,0,0,0,0,0,0,0,26.01,0,0

22,05:15-05:30,31.99,10.67,26.66,9.33,26.67,0,10.67,0,0,0,81.69,163.39,0,26.5,43.68,26.5,5.89,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,0,0,20.73,130.04,0,0,10.73,86.69,6.53,0,0,0,0,0,0,0,26.01,0,0

23,05:30-05:45,31.5,10.5,26,9.33,26,0,10.5,0,0,0,81.69,163.39,0,26.5,43.68,26.5,5.89,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,27.26,6.62,0,0,20.73,130.04,0,0,10.73,86.69,6.53,0,0,0,0,0,0,0,30.01,0,0

24,05:45-06:00,31.01,10.33,25,9.33,25,0,10.33,0.6,0,0,81.69,163.39,0,26.5,43.68,26.5,5.89,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,27.26,6.62,0,0,20.73,130.04,0,0,10.73,86.69,6.53,0.14,0,0,0,0.81,0,0,30.01,0.16,0

25,06:00-06:15,28.01,9.33,24.34,6.67,24.33,0,9.33,2.77,0,1,81.69,163.39,0,26.5,43.68,26.5,5.89,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,27.26,6.62,0,0,20.73,130.04,0,0,10.73,86.69,6.53,2.01,0,5.2,3.8,4.25,1,1,29.61,0.85,1

26,06:15-06:30,26.51,8.83,24,6.67,24,0,8.83,4.94,1,2,81.69,163.39,0,26.5,43.68,26.5,5.89,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,27.26,6.62,0,0,20.73,130.04,0,0,10.73,86.69,6.53,4.89,0,13.2,13.6,8.69,2,3,29.21,1.74,2

27,06:30-06:45,24.49,8.17,20,6.67,20,3,8.17,7.11,2,3,81.69,163.39,0,26.5,43.68,26.5,5.89,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,0.96,0.74,20.73,130.04,0,0.96,10.73,86.69,6.53,9.01,0,22.4,25.4,13.99,3,4,23.97,2.8,3

28,06:45-07:00,22.99,7.67,20,7,20,5,7.67,9.28,3,7,81.69,163.39,0,26.5,43.68,26.5,5.89,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,25.24,6.62,1.4,1.08,20.73,130.04,0,1.4,10.73,86.69,6.53,14.41,0,32.7,33,20.01,6,6,23.97,4,4

29,07:00-07:15,24,8,20.66,7,20.67,8,8,12.65,5,10,81.69,163.39,0,26.5,43.68,26.5,5.89,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,25.24,6.62,2,1.55,20.73,130.04,0,2,10.73,66.83,6.53,20.98,0,33,33,28.95,11,10,23.97,5.79,5

30,07:15-07:30,24.49,8.17,21,7.33,21,11,8.17,16.02,6,12,81.69,163.39,0,26.5,43.68,26.5,5.89,64.11,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,25.24,6.62,2.64,2.05,20.73,130.04,0,2.64,10.73,66.83,6.53,28.31,0,33,33,38.89,13,13,23.97,7.78,6

31,07:30-07:45,25.01,8.33,21.66,7.67,21.67,16,8.33,19.73,7,15,81.69,163.39,0,26.5,43.68,26.5,5.89,70.08,100.13,270.31,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,3.16,2.44,20.73,126.1,0,3.16,10.73,56.34,6.53,36.05,0,33,33,49.68,17,13,21.01,9.94,7

32,07:45-08:00,25.99,8.67,22.34,7.67,22.33,25,8.67,23.46,10,20,81.69,163.39,0,26.5,43.68,26.5,5.89,70.08,100.13,231.87,9.76,15.23,-0,134.79,5.19,19.22,27.26,6.62,3.27,2.53,20.73,102.32,0,3.27,10.73,56.34,6.53,43.93,0,33,33,61.05,21,16,21.21,12.21,9

33,08:00-08:15,28.5,9.5,23.34,8,23.33,33,9.5,28.24,12,25,81.69,163.39,0,26.5,43.68,26.5,3.71,70.08,100.13,193.42,9.76,15.23,-0,134.79,5.19,19.22,28.27,6.62,3.61,2.8,20.73,102.32,0,3.61,10.73,56.34,6.33,51.86,0,33,33,74.03,23,19,21.41,14.81,11

34,08:15-08:30,29.51,9.83,24,8.67,24,33,9.83,32.83,14,28,81.69,163.39,0,26.5,43.68,26.5,3.71,70.08,100.13,154.98,9.76,15.23,-0,134.79,5.19,19.22,28.27,6.62,3.99,3.09,20.73,102.32,0,3.99,10.73,56.34,6.33,59.82,0,33,33,86.62,28,22,21.61,17.32,12

35,08:30-08:45,31.01,10.33,28.34,9.33,28.33,33,10.33,37.42,15,30,81.69,163.39,0,26.5,43.68,26.5,3.71,70.08,100.13,149.46,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,6.61,5.11,20.73,102.32,9.03,6.61,10.73,56.34,6.33,72.12,0,33,33,96.11,33,25,22.01,19.22,18

36,08:45-09:00,31.99,10.67,29,9.67,29,33,10.67,42.01,17,35,81.69,163.39,0,26.5,43.68,26.5,3.71,70.08,100.13,149.46,9.76,15.23,-0,134.79,5.19,19.22,26.25,6.62,7.46,5.77,20.73,102.32,9.03,7.46,10.73,56.34,6.33,78.7,0,33,33,105.6,40,31,22.41,21.12,21

37,09:00-09:15,32.51,10.83,30,7.18,30,33,10.83,47.43,16,31,81.69,163.39,0,26.61,43.68,26.61,5.89,70.08,100.13,149.46,9.76,15.23,-90.88,134.79,5.19,19.22,26.25,6.62,8.33,6.43,20.73,84.06,9.03,8.33,10.73,56.34,6.33,85.25,0,33,33,124.11,47,27,23.01,24.82,23

38,09:15-09:30,33,11,30.66,7.52,30.67,33,11,52.85,17,33,81.69,163.39,0,26.61,43.68,26.61,5.89,70.08,100.13,149.46,9.76,15.23,-90.88,134.79,5.19,19.22,26.25,6.62,8.91,6.88,20.73,84.06,9.03,8.91,10.73,56.34,6.33,91.87,0,33,33,138.84,49,30,23.21,27.77,27

39,09:30-09:45,33.49,11.17,31.66,7.88,31.67,33,11.17,64.75,15,30,81.69,163.39,0,26.61,43.68,26.61,5.89,70.08,100.13,184.6,9.76,15.23,-90.88,134.79,5.19,19.22,26.25,6.62,9.86,7.62,20.73,84.06,9.03,9.86,10.73,56.34,6.33,96,0,33,33,139.01,56,25,11,27.8,30

40,09:45-10:00,34.01,11.33,32.34,8.24,32.33,33,11.33,69.99,16,32,81.69,163.39,0,26.61,43.68,26.61,5.89,70.08,100.13,223.04,9.76,15.23,-90.88,134.79,5.19,19.22,26.25,6.62,10.83,8.36,20.73,84.74,9.03,10.83,10.73,56.34,6.33,101.32,0,33,33,149.87,61,27,11,29.97,31

41,10:00-10:15,39,13,33,8.6,33,33,13,71.42,20,41,81.69,163.39,0,26.61,43.68,26.61,5.89,70.08,100.13,257.22,9.76,15.23,-90.88,134.79,5.19,19.22,26.25,6.62,13.59,10.5,20.73,84.06,9.03,13.59,10.73,56.34,6.33,106.17,0,33,33,176.26,70,37,11,35.25,34

42,10:15-10:30,39,13,33.34,8.94,33.33,33,13,72.92,22,45,81.69,163.39,0,26.61,43.68,26.61,5.89,70.08,100.13,270.31,9.76,15.23,-90.88,134.79,5.19,19.22,26.25,6.62,14.44,11.15,20.73,84.06,9.03,14.44,10.73,56.34,6.33,124.84,0,33,33,186.19,75,40,11,37.24,35

43,10:30-10:45,39,13,33.66,11,33.67,33,13,83.06,23,47,81.69,163.39,0,26.61,43.68,26.61,5.89,70.08,100.13,270.31,9.76,15.23,-90.88,134.79,5.19,19.22,26.25,6.62,14.98,11.57,20.73,84.06,9.03,14.98,10.73,56.34,6.33,124.84,0,33,33,214.74,76,46,15.01,42.95,36

44,10:45-11:00,39,13,34,11.67,34,33,13,87.19,24,48,81.69,163.39,0,26.61,43.68,26.61,5.89,70.08,100.13,270.31,9.76,15.23,-90.88,134.79,5.19,19.22,25.74,6.62,15.5,11.98,20.73,84.06,9.03,15.5,10.73,56.34,6.33,124.84,0,33,33,225.59,76,51,15.21,45.12,37

45,11:00-11:15,38.51,12.83,35,12,35,33,12.83,89.25,26,51,81.69,163.39,0,26.61,43.68,26.61,5.89,70.08,100.13,270.31,9.76,15.23,-90.88,134.79,5.19,19.22,25.74,6.62,15.82,12.22,20.73,84.06,9.03,15.82,10.73,56.34,4.66,124.84,0,33,33,230.66,85,51,15.41,46.13,39

46,11:15-11:30,38.51,12.83,35.66,12.33,35.67,33,12.83,91.32,27,53,81.69,163.39,0,26.61,43.68,26.61,5.89,70.08,100.13,270.31,9.76,15.23,-90.88,134.79,5.19,19.22,25.24,6.62,15.95,12.33,20.73,111.78,9.03,15.95,10.73,56.34,4.66,124.84,0,33,33,230.66,85,51,15.61,46.13,40

47,11:30-11:45,39,13,36.34,12.67,36.33,33,13,92.7,29,59,81.69,163.39,0,26.61,43.68,26.61,5.89,64.11,100.13,270.31,12.64,15.23,-90.88,134.79,5.19,19.22,25.24,6.62,16.03,12.39,20.73,84.06,18.69,16.03,10.73,56.34,4.66,109.23,0,33,33,230.66,88,57,28.05,46.13,42

48,11:45-12:00,40.5,13.5,37.34,13.33,37.33,33,13.5,93.62,32,63,81.69,163.39,0,26.61,43.68,26.61,5.89,64.11,100.13,270.31,12.64,15.23,-90.88,134.79,5.19,19.22,25.24,6.62,16.12,12.45,20.73,84.06,18.69,16.12,10.73,56.34,4.66,109.23,0,33,33,230.66,88,57,28.05,46.13,43

49,12:00-12:15,43.01,14.33,37,13.67,37,33,14.33,92.8,23,47,81.69,163.39,0,26.7,43.68,26.7,5.89,64.11,100.13,270.31,12.64,15.23,-90.88,134.79,5.19,19.22,27.76,6.62,16.11,12.45,20.73,102.32,18.69,16.11,10.73,56.34,6.99,109.23,0,33,33,230.66,83,45,38.42,46.13,43

50,12:15-12:30,42.49,14.17,37.34,14.33,37.33,33,14.17,92.29,25,50,81.69,163.39,0,26.7,43.68,26.7,5.89,64.11,100.13,270.31,12.64,15.23,-90.88,134.79,5.19,19.22,27.76,6.62,16.16,12.48,20.73,102.32,18.69,16.16,10.73,56.34,6.99,109.23,0,33,33,230.66,83,45,38.42,46.13,43

51,12:30-12:45,43.01,14.33,38,18.33,38,33,14.33,96.67,23,47,81.69,163.39,0,26.7,43.68,26.7,3.24,64.11,100.13,270.31,12.64,15.23,-90.88,134.79,5.19,19.22,27.76,6.62,16.17,12.49,20.73,102.32,18.69,16.17,10.73,56.34,6.99,103.38,0,33,33,230,83,45,38.42,46,43

52,12:45-13:00,45,15,38.34,19,38.33,33,15,96,25,50,81.69,163.39,0,26.7,43.68,26.7,3.24,64.11,100.13,270.31,12.64,15.23,-90.88,134.79,5.19,19.22,27.76,6.62,16.14,12.48,20.73,102.32,18.69,16.14,10.73,56.34,6.99,103.38,0,33,33,230,83,45,38.42,46,43

53,13:00-13:15,46.99,15.67,39,20,39,33,15.67,95,23,47,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,255.77,5.95,15.23,-90.88,134.79,5.19,19.22,27.76,4,12.84,9.92,20.73,102.32,18.69,12.84,10.73,56.34,6.99,103.38,0,33,33,230,83,45,43.02,46,44

54,13:15-13:30,49.5,16.5,40,20.67,40,33,16.5,94.33,25,50,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,248.56,5.95,15.23,-90.88,134.79,5.19,19.22,27.76,4,12.73,9.84,20.73,102.32,18.69,12.73,10.73,56.34,6.99,101.26,0,33,33,229.97,83,45,43.02,46,44

55,13:30-13:45,51.49,17.17,41.34,21,41.33,33,17.17,93.33,27,53,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,5.95,15.23,-90.88,134.79,5.19,19.22,27.76,4,12.44,9.62,20.73,102.32,18.69,12.44,10.73,66.83,7.18,96.36,0,33,33,235.81,78,45,43.02,47.16,44

56,13:45-14:00,54,18,42,21.67,42,33,18,90,27,53,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,5.95,15.23,-90.88,134.79,5.19,19.22,27.76,4,12.15,9.39,20.73,102.32,18.69,12.15,10.73,66.83,7.18,91.97,0,33,33,228.09,78,45,43.02,45.62,43

57,14:00-14:15,50.51,16.83,43,22.33,43,33,16.83,90.13,28,57,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,260.78,6.95,15.23,-90.88,134.79,5.19,19.22,28.27,4,12.35,9.54,20.73,102.32,18.69,12.35,10.73,66.83,7.18,87.14,0,33,33,229.73,77,45,43.02,45.95,39

58,14:15-14:30,52.5,17.5,44.66,23,44.67,33,17.5,86.67,28,57,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,6.93,15.23,-90.88,134.79,5.19,19.22,28.27,4,12.54,9.69,20.73,130.04,18.69,12.54,10.73,66.83,7.18,58.52,0,33,33,226.36,73,45,43.02,45.27,38

59,14:30-14:45,53.51,17.83,45.66,23.67,45.67,33,17.83,75,29,59,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,6.83,15.23,-90.88,134.79,5.19,19.22,28.27,4,12.83,9.91,20.73,102.32,18.69,12.83,10.73,66.83,7.46,58.52,0,33,33,216.76,78,45,43.02,43.35,37

60,14:45-15:00,54.49,18.17,46.66,24,46.67,33,18.17,73.33,30,60,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,6.83,15.23,-90.88,134.79,5.19,19.22,28.27,4,13.12,10.14,20.73,130.04,18.69,13.12,10.73,66.83,7.46,58.52,0,33,33,206.75,75,45,43.02,41.35,36

61,15:00-15:15,55.5,18.5,48.34,24.67,48.33,33,18.5,78.83,30,60,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,6.83,15.23,-90.88,134.79,5.19,19.22,28.27,4,13.29,10.27,20.73,130.04,18.69,13.29,10.73,66.83,9.32,58.52,0,33,33,197.06,70,49,43.02,39.41,32

62,15:15-15:30,55.01,18.33,49.34,25,49.33,33,18.33,74.08,28,57,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,6.83,15.23,-90.88,134.79,5.19,19.22,28.27,4,12.84,9.92,20.73,130.04,18.69,12.84,10.73,66.83,9.32,58.52,0,33,33,183.97,65,49,43.02,36.8,30

63,15:30-15:45,55.01,18.33,50,25,50,33,18.33,69.52,28,57,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,6.83,15.23,-90.88,134.79,5.19,19.22,28.27,4,12.1,9.35,20.73,130.04,18.69,12.1,10.73,77.5,9.32,48.76,0,33,33,173.91,61,51,43.02,34.78,29

64,15:45-16:00,55.01,18.33,50.34,25.33,50.33,33,18.33,64.97,28,57,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,6.83,15.23,-90.88,134.79,5.19,19.22,28.27,4,11.81,9.13,20.73,130.04,18.69,11.81,10.73,76.62,9.32,48.76,0,33,33,163.83,57,46,43.02,32.77,28

65,16:00-16:15,55.5,18.5,44.66,18,44.67,24,18.5,60.03,23,47,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,12.64,15.23,-90.88,134.79,5.19,19.22,0,4,11.27,8.71,20.73,102.32,13.16,11.27,10.73,66.83,9.78,48.76,0,33,33,134.88,52,43,43.02,26.98,25

66,16:15-16:30,55.99,18.67,45,18.04,45,16,18.67,55.09,22,44,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,12.64,15.23,-90.88,134.79,5.19,19.22,0,4,9.89,7.64,20.73,102.32,13.16,9.89,10.73,66.83,9.78,48.76,0,33,33,124.43,47,39,43.02,24.89,24

67,16:30-16:45,55.99,18.67,45.34,18.09,45.33,8,18.67,52.66,22,43,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,12.64,15.23,-90.88,134.79,5.19,19.22,0,4,9.24,7.14,20.73,102.32,13.16,9.24,10.73,66.83,9.78,45.71,0,33,33,111.78,42,37,43.02,22.36,22

68,16:45-17:00,56.51,18.83,45.66,18.15,45.67,5,18.83,47.47,22,43,81.69,163.39,0,26.7,43.68,26.7,3.24,70.08,100.13,270.31,12.64,15.23,-90.88,134.79,5.19,19.22,0,4,8.08,6.24,20.73,102.32,13.16,8.08,10.73,66.83,9.78,39.7,0,33,33,101.67,38,33,43.02,20.33,21

69,17:00-17:15,56.51,18.83,45.66,18.07,45.67,2,18.83,43.73,17,33,81.69,163.39,0,26.7,43.68,26.7,3.24,64.11,100.13,270.31,12.64,15.23,-0,134.79,5.19,19.22,0,8.51,6.6,5.1,20.73,102.32,13.16,6.6,10.73,66.83,0,34.99,0,33,33,103.72,33,27,43.02,20.74,19

70,17:15-17:30,57,19,46,17.91,46,0,19,37.61,13,27,81.69,163.39,0,26.7,43.68,26.7,3.24,64.11,100.13,270.31,12.64,15.23,-0,134.79,5.19,19.22,0,8.51,5.84,4.51,20.73,102.32,13.16,5.84,10.73,66.83,0,29.76,0,33,33,89.43,28,24,43.02,17.89,16

71,17:30-17:45,55.99,18.67,46,20,46,0,18.67,25.43,12,23,81.69,163.39,0,26.7,43.68,26.7,3.24,64.11,100.13,270.31,12.64,15.23,-0,134.79,5.19,19.22,0,8.51,5.11,3.95,20.73,102.32,13.16,5.11,10.73,66.83,0,24.3,0,29.6,32.8,75.22,19,19,43.02,15.04,13

