Block,Time,BRBCL,DULHASTI,NAPP,PARBATI2,RAPPC,SASAN,SIMHST1,TALA,AURY_LF,DADRI_GF,BSIUL,CHAMERA2,KGSU3AND4,NLCIIST2,NTPL,RAPPB,RIHAND2,TANAKPUR,URI2,ANTA_CRF,ANTA_LF,DADRI_CRF,KUDGI,MAPS,NJPC,NLCEXP,NNTPP,ANTA_RF,DADRI_RF,KISHANGANGA,RIHAND3,SEWA2,SINGRAULI_HYDRO,TALST2,TANDA2,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,AURY_RF,DADRT2,FSTPP I & II,KGSU1AND2,KKNP,NLCTS2EXP,RSTPSU1TO6,TEHRI,TelanganaSTPP,CHAMERA3,KHSTPP-II,KKNPPU2,KOTESHWR,NLCIIST1,RAMPUR,RIHAND1,UNCHAHAR4,AURY_CRF,CHAMERA1,JHAJJAR,KHSTPP-I,RSTPSU7,SALAL,SINGRAULI,UNCHAHAR2,AURY_GF,DADRI_LF,DHAULIGNGA,KOLDAM,PARBATI3,SIMHST2,URI,ANTA_GF
12,02:45-03:00,20,39.62,51.33,9,26.02,418.77,0,0,0,0,6.52,32.49,0,0,0,0,124.53,0,39.63,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,18.2,0,0,0,0,0,0,23.3,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,40.09,150.25,20.77,0,0,10.93,0,0,0,48.57,0

13,03:00-03:15,20,39.62,51.33,9,26.02,418.77,0,0,0,0,6.52,32.49,0,0,0,0,124.53,0,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,18.2,0,0,0,0,0,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,70.88,150.25,20.77,0,0,10.93,0,0,0,48.57,0

14,03:15-03:30,20,39.62,51.33,9,26.02,418.77,0,0,0,0,6.52,16.25,0,0,0,0,124.53,0,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,18.2,0,0,0,0,0,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,70.88,150.25,20.77,0,0,10.93,0,0,0,48.57,0

15,03:30-03:45,20,39.62,51.33,9,26.02,418.77,0,0,0,0,6.52,16.25,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,18.2,0,0,0,0,0,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,70.88,150.25,20.77,0,0,10.93,0,0,0,48.57,0

16,03:45-04:00,20,39.62,51.33,9,26.02,418.77,0,0,0,0,6.52,16.25,0,0,0,0,124.53,6.27,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,18.2,0,0,0,0,12.66,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,70.88,150.25,20.77,0,0,10.93,0,0,0,48.57,0

17,04:00-04:15,20,39.62,51.33,9,26.02,418.77,0,0,0,0,13.04,16.25,0,0,0,0,124.53,6.27,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,12.66,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,70.88,150.25,20.77,0,0,10.93,0,0,0,48.57,0

18,04:15-04:30,20,39.62,51.33,9,27.87,418.77,0,0,0,0,13.04,16.25,0,0,0,0,124.53,6.27,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,70.88,150.25,20.77,0,0,10.93,0,16.86,0,48.57,0

19,04:30-04:45,20,39.62,51.33,9,27.87,418.77,0,0,0,0,13.04,16.25,0,0,0,0,124.53,6.27,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,40.09,150.25,20.77,0,0,10.93,0,16.86,0,48.57,0

20,04:45-05:00,20,39.62,51.33,9,27.87,418.77,0,0,0,0,13.04,16.25,0,0,0,0,124.53,2.56,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,40.09,150.25,20.77,0,0,10.93,0,16.86,0,48.57,0

21,05:00-05:15,20,39.62,51.33,9,27.87,418.77,0,0,0,0,13.04,16.25,0,0,0,0,124.53,0.9,38.05,0,0,0,0,0,55.26,0,0,53.18,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,40.09,150.25,27.3,0,0,10.93,0,16.86,0,48.57,0

22,05:15-05:30,20,39.62,51.33,9,27.87,418.77,0,0,0,0,13.04,16.25,0,0,0,0,124.53,0.9,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,40.09,150.25,27.3,0,0,10.93,0,16.86,0,48.57,0

23,05:30-05:45,20,39.62,51.33,9,27.87,418.77,0,0,0,0,13.04,16.25,0,0,0,0,124.53,0.9,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,26.73,150.25,30.86,0,0,10.93,0,16.86,0,48.57,0

24,05:45-06:00,20,39.62,51.33,9,27.87,418.77,0,0,0,0,13.04,16.25,0,0,0,0,124.53,0.9,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,26.73,150.25,30.86,0,0,10.93,0,16.86,0,48.57,0

25,06:00-06:15,20,39.62,51.33,9,27.87,418.77,0,0,0,0,13.04,16.25,0,0,0,0,124.53,0.9,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,26.73,150.25,34.42,0,0,10.93,0,16.86,0,51.34,0

26,06:15-06:30,20,39.62,51.33,9,27.87,418.77,0,0,0,0,13.04,16.25,0,0,0,0,124.53,0.9,38.05,0,0,0,0,0,55.26,0,0,53.44,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,26.73,150.25,37.39,0,0,10.93,0,16.86,0,51.34,0

27,06:30-06:45,20,39.62,51.33,9,29.73,418.77,0,0,0,0,6.52,16.25,0,0,0,0,124.53,0.9,38.05,0,0,0,0,0,55.26,0,0,53.18,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,26.73,150.25,37.39,0,0,10.93,0,16.86,0,51.34,0

28,06:45-07:00,20,39.62,51.33,9,29.73,418.77,0,0,0,0,6.52,16.25,0,0,0,0,124.53,0.9,38.05,0,0,0,0,0,55.26,0,0,53.18,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,2.28,0,0,468.51,45.53,0,26.73,150.25,40.36,0,0,10.93,0,16.86,0,51.34,0

29,07:00-07:15,20,39.62,51.33,9,29.73,418.77,0,0,0,0,6.52,16.25,0,0,0,0,124.53,0.9,38.05,0,0,0,0,0,55.26,0,0,53.18,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,3.18,0,0,438.51,45.53,0,26.73,150.25,44.97,0,0,10.93,0,16.86,0,48.57,0

30,07:15-07:30,20,39.62,51.33,9,29.73,418.77,0,0,0,0,6.52,16.25,0,0,0,0,124.53,0.9,38.05,0,0,0,0,0,55.26,0,0,53.18,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,3.18,0,0,438.51,45.53,0,26.73,150.25,44.97,0,0,10.93,0,16.86,0,48.57,0

31,07:30-07:45,20,39.62,51.33,9,29.73,418.77,0,0,0,0,6.52,16.25,0,0,0,0,124.53,1.79,38.05,0,0,0,0,0,55.26,0,0,53.18,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,25.32,0,11.65,148.3,0,10.41,0,2.18,46.48,3.18,0,0,670.51,45.53,0,26.73,150.25,44.97,0,0,10.93,0,16.86,0,48.57,0

32,07:45-08:00,20,39.62,51.33,9,29.73,418.77,0,0,0,0,6.52,16.25,0,0,0,0,124.53,1.79,38.05,0,0,0,0,0,27.29,0,0,53.18,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,12.66,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,600.51,45.53,0,26.73,150.25,44.97,0,0,10.93,0,16.86,0,48.57,0

33,08:00-08:15,20,39.62,51.33,9,29.73,418.77,0,0,0,0,6.52,16.25,0,0,0,0,124.53,1.79,38.05,0,0,0,0,0,27.29,0,0,52.92,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,600.51,45.53,0,26.73,150.25,44.97,0,0,10.93,0,16.86,0,48.57,0

34,08:15-08:30,20,39.62,51.33,9,29.73,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.79,38.05,0,0,0,0,0,27.29,0,0,52.92,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,600.51,45.53,0,26.73,150.25,44.97,0,0,10.93,0,16.86,0,51.34,0

35,08:30-08:45,20,39.62,51.33,9,29.73,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.79,38.05,0,0,0,0,0,27.29,0,0,52.92,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,550.51,45.53,0,26.73,150.25,44.97,0,0,0,0,16.86,0,51.34,0

36,08:45-09:00,20,39.62,51.33,9,31.59,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.79,38.05,0,0,0,0,0,27.29,0,0,52.92,74.38,8.56,130.75,18.88,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,550.51,45.53,0,26.73,150.25,44.97,0,0,0,0,16.86,0,51.34,0

37,09:00-09:15,20,39.62,51.33,0,31.59,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.79,38.05,0,0,0,0,0,27.29,0,0,52.66,74.38,8.56,130.75,0,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,550.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,51.34,0

38,09:15-09:30,20,39.62,51.33,0,31.59,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.79,38.05,0,0,0,0,0,27.29,0,0,52.66,74.38,8.56,130.75,0,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,520.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,48.57,0

39,09:30-09:45,20,39.62,51.33,0,31.59,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.79,38.05,0,0,0,0,0,27.29,0,0,52.66,74.38,8.56,130.75,0,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,520.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,48.57,0

40,09:45-10:00,20,39.62,51.33,0,31.59,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,1.79,38.05,0,0,0,0,0,27.29,0,0,52.66,74.38,8.56,130.75,0,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,450.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,48.57,0

41,10:00-10:15,20,19.81,51.33,0,31.59,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,3.07,38.05,0,0,0,0,0,27.29,0,0,52.14,74.38,8.56,130.75,0,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,450.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,48.57,0

42,10:15-10:30,20,19.81,51.33,0,31.59,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,3.07,38.05,0,0,0,0,0,27.29,0,0,52.14,74.38,8.56,130.75,0,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,430.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,48.57,0

43,10:30-10:45,20,19.81,51.33,0,31.59,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,3.07,38.05,0,0,0,0,0,27.29,0,0,52.14,74.38,8.56,130.75,0,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,430.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,48.57,0

44,10:45-11:00,20,19.81,51.33,0,31.59,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,3.07,38.05,0,0,0,0,0,27.29,0,0,52.14,74.38,8.56,130.75,0,0.98,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,430.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,48.57,0

45,11:00-11:15,20,19.81,51.33,0,33.45,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,3.07,38.05,0,0,0,0,0,27.29,0,0,51.61,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,430.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,48.57,0

46,11:15-11:30,20,19.81,51.33,0,33.45,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,3.07,38.05,0,0,0,0,0,27.29,0,0,51.61,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.07,46.48,3.18,0,0,430.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,48.57,0

47,11:30-11:45,20,19.81,51.33,0,33.45,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,3.07,38.05,0,0,0,0,0,27.29,0,0,51.61,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,0,0,1.07,46.48,3.18,0,0,430.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,48.57,0

48,11:45-12:00,20,19.81,51.33,0,33.45,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,3.07,38.05,0,0,0,0,0,0,0,0,51.61,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,0,0,0,46.48,3.18,0,0,430.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,48.57,0

49,12:00-12:15,20,19.81,51.33,0,33.45,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,3.07,38.05,0,0,0,0,0,0,0,0,51.61,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,0,0,0,46.48,3.18,0,0,430.51,45.53,0,39.51,150.25,44.97,0,0,0,0,4.29,0,48.57,0

50,12:15-12:30,20,19.81,51.33,0,33.45,418.77,0,0,0,0,6.52,0,0,0,0,0,124.53,3.07,38.05,0,0,0,0,0,0,0,0,51.09,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,0,0,0,46.48,3.18,0,0,430.51,45.53,0,39.51,150.25,44.97,0,0,0,0,0,0,48.57,0

51,12:30-12:45,20,19.81,51.33,0,65.89,418.77,0,1.03,0,0,6.52,0,0,0,0,0,124.53,1.79,38.05,0,0,0,0,0,0,0,0,51.09,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,0,0,0,46.48,3.18,0,0,430.51,45.53,0,39.51,150.25,44.97,0,0,0,0,0,0,48.57,0

52,12:45-13:00,20,19.81,51.33,0,65.89,418.77,0,1.03,0,0,6.52,0,0,0,0,0,124.53,1.79,38.05,0,0,0,0,0,0,0,0,51.09,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,0,0,0,46.48,3.18,0,0,430.51,45.53,0,39.51,150.25,44.97,0,0,0,0,0,0,48.57,0

53,13:00-13:15,20,19.81,51.33,0,65.89,418.77,0,1.03,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,0,0,0,51.09,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,0,0,0,46.48,3.18,0,0,430.51,45.53,0,39.51,150.25,44.97,0,0,0,0,0,0,49.13,0

54,13:15-13:30,20,19.81,51.33,0,66.73,418.77,0,1.03,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,0,0,0,51.09,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,0,0,0,46.48,3.18,0,0,440.51,45.53,0,39.51,150.25,44.97,0,0,0,0,0,0,49.13,0

55,13:30-13:45,20,19.81,51.33,0,66.73,418.77,0,2.06,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,0,0,0,51.09,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,0,46.48,3.18,0,0,440.51,45.53,0,39.51,150.25,44.97,0,0,0,0,0,0,49.13,0

56,13:45-14:00,20,19.81,51.33,0,66.73,418.77,0,2.06,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,0,0,0,51.09,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,0,46.48,3.18,0,0,440.51,45.53,0,39.51,150.25,44.97,0,0,0,0,0,0,49.13,0

57,14:00-14:15,20,19.81,51.33,3.75,66.73,418.77,0,2.06,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,27.63,0,0,51.09,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,1.09,46.48,3.18,0,0,440.51,45.53,0,39.51,150.25,44.97,0,0,0,0,0,0,49.13,0

58,14:15-14:30,20,19.81,51.33,9,66.73,418.77,0,2.06,0,0,6.52,0,0,0,0,0,124.53,1.15,38.05,0,0,0,0,0,55.26,0,0,51.09,74.38,8.56,130.75,0,1,0,5.65,21.63,27.67,0,85.35,688.87,11.7,0,0,0,0,0,0,0,148.3,0,10.41,0,2.18,46.48,3.18,0,0,440.51,45.53,0,39.51,150.25,44.97,0,0,0,0,0,0,49.13,0

