Block,Time Block,FSTPP I & II,JHAJJAR,SIMHST2,TANAKPUR,TelanganaSTPP,SALAL,SEWA2,TALA,TEHRI,TANDA2,SINGRAULI_HYDRO,SASAN,SIMHST1,TALST2,SINGRAULI,DADRI_CRF,ANTA_CRF,ANTA_RF,AURY_RF,DADRI_RF,AURY_LF,DADRI_LF,ANTA_LF,AURY_GF,DADRI_GF,ANTA_GF,AURY_CRF,DULHASTI,DHAULIGNGA,DADRT2,CHAMERA3,CHAMERA2,MAPS,KOLDAM,KOTESHWR,KUDGI,RSTPSU1TO6,RAPPC,RSTPSU7,NNTPP,NTPL,RIHAND3,RAPPB,PARBATI3,RIHAND2,RAMPUR,RIHAND1,KKNPPU2,KKNP,CHAMERA1,BSIUL,BRBCL,NLCIIST2,NLCEXP,NLCIIST1,NJPC,NLCTS2EXP,KHSTPP-II,KISHANGANGA,KHSTPP-I,NAPP,KGSU1AND2,KGSU3AND4,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR1,UNCHAHAR2,URI,VALLURNTECL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,18.33,232.85,0,8.44,0,81.07,0,9.97,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,557.25,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,87.72,0,0,27.23,6.32,14.28,0,0,0,161.9,0,95.8,1.4,42.93,43.59,0,0,0,34.93,19.43,15.02,30.79,17.12,0,0,0,0,0,0

8,01:45-02:00,17.37,232.85,0,8.44,0,81.07,0,9.97,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,508.81,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,87.72,0,0,27.23,6.32,15.21,0,0,0,161.9,0,95.8,1.4,42.93,43.59,0,0,0,34.93,19.43,15.02,30.79,17.12,0,0,0,0,0,0

9,02:00-02:15,17.37,232.85,0,8.44,0,81.07,0,9.4,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,460.36,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,3.82,117.92,3.43,87.72,0,0,26.57,6.32,16.29,0,0,0,161.9,0,95.8,1.4,42.93,43.59,0,0,0,25.77,19.43,15.02,30.79,19.25,0,0,0,0,0,0

10,02:15-02:30,17.37,232.85,0,8.44,0,81.07,0,9.4,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,460.36,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,3.82,117.92,3.43,87.72,0,0,23.57,6.32,14.19,0,0,0,161.9,0,95.8,1.4,42.93,43.59,0,0,0,25.77,19.43,15.02,30.79,19.25,0,0,0,0,0,0

11,02:30-02:45,17.37,232.85,0,8.44,0,81.07,0,8.98,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,411.92,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,3.82,117.92,3.43,87.72,0,0,23.57,6.32,15.81,0,0,0,161.9,0,95.8,1.4,42.93,43.59,0,0,0,28.64,19.43,15.02,30.79,21.93,0,0,0,0,0,0

12,02:45-03:00,17.37,232.85,0,8.44,0,81.07,0,8.98,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,3.82,117.92,3.43,87.72,0,0,23.57,6.32,15.68,0,0,0,161.9,0,95.8,1.4,42.93,43.59,0,0,0,28.64,19.43,15.02,30.79,21.93,0,0,0,0,0,0

13,03:00-03:15,17.37,228.68,0,8.07,0,76.55,0,8.98,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,3.82,117.92,3.43,87.72,0,0,23.57,6.32,15.59,0,0,0,161.9,0,95.8,1.4,37.05,43.59,0,0,0,25.77,14.42,11.86,23.29,23.53,0,0,0,0,0,0

14,03:15-03:30,17.37,228.68,0,8.07,0,76.55,0,8.98,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,3.82,117.92,3.43,87.72,0,0,23.57,6.32,15.54,0,0,0,161.9,0,95.8,1.4,35.29,43.59,0,0,0,25.77,14.42,11.86,23.29,23.53,0,0,0,0,0,0

15,03:30-03:45,17.37,228.68,0,8.07,0,76.55,0,9.4,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,3.82,117.92,3.43,87.72,0,0,23.57,6.32,17.48,0,0,0,161.9,0,95.8,1.4,32.34,43.59,0,0,0,25.77,14.42,11.86,23.29,28.88,0,0,0,0,0,0

16,03:45-04:00,17.37,228.68,0,8.07,0,76.55,0,9.4,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,3.82,117.92,3.43,87.72,0,0,23.57,6.32,17.58,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,28.88,0,0,0,0,0,0

17,04:00-04:15,17.37,228.68,0,8.07,0,76.55,0,9.4,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,35.23,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,3.82,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,82.58,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,43.86,0,0,0,0,0,0

18,04:15-04:30,17.37,228.68,0,8.07,0,76.55,0,9.4,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,35.23,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,43.86,0,0,0,0,0,0

19,04:30-04:45,17.37,228.68,0,8.07,0,76.55,0,9.4,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,35.23,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,82.58,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,43.86,0,0,0,0,0,0

20,04:45-05:00,17.37,228.68,0,8.07,0,76.55,0,9.4,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,35.23,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,14.98,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,95.29,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,43.86,0,0,0,0,0,0

21,05:00-05:15,17.37,228.68,0,8.07,0,76.55,0,9.17,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,35.23,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,82.58,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,35.3,0,0,0,0,0,0

22,05:15-05:30,17.37,228.68,0,8.07,0,76.55,0,8.87,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,35.23,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,6.81,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,82.58,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,35.3,0,0,0,0,0,0

23,05:30-05:45,17.37,228.68,0,8.07,0,76.55,0,8.5,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,12.26,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,82.58,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,35.3,0,0,0,0,0,0

24,05:45-06:00,17.37,228.68,0,8.07,0,76.55,0,8.2,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,52.43,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,82.58,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,35.3,0,0,0,0,0,0

25,06:00-06:15,17.37,228.68,0,8.07,0,76.55,0,8.05,34.34,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,52.43,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,93.48,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,35.3,0,0,0,0,0,0

26,06:15-06:30,17.37,228.68,0,8.07,0,76.55,0,7.97,16.47,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,52.43,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,35.3,0,0,0,0,0,0

27,06:30-06:45,13.36,228.68,0,8.07,0,76.55,0,8.2,16.47,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,52.43,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,21.39,0,0,0,0,0,0

28,06:45-07:00,13.36,228.68,0,8.07,0,76.55,0,8.19,16.47,0,0,305.2,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,52.43,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,95.8,1.4,31.17,43.59,0,0,0,25.77,14.42,11.86,23.29,21.39,0,0,0,0,0,0

29,07:00-07:15,13.36,228.68,0,8.07,0,76.55,0,8.53,16.47,0,0,318.03,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,52.43,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,95.8,1.4,28.14,43.59,0,0,0,25.77,14.42,11.86,23.29,35.3,0,0,0,0,0,0

30,07:15-07:30,13.36,228.68,0,8.07,0,76.55,0,8.59,0,0,0,334.64,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,20.71,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,6.81,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,95.8,1.4,28.14,43.59,0,0,0,25.77,14.42,11.86,23.29,35.3,0,0,0,0,0,0

31,07:30-07:45,13.36,228.68,0,8.07,0,76.55,0,8.64,0,0,0,342.26,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,6.81,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,95.8,1.4,28.14,43.59,0,0,0,25.77,14.42,11.86,23.29,35.3,0,0,0,0,0,0

32,07:45-08:00,13.36,228.68,0,8.07,0,76.55,0,8.65,0,0,0,349.89,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,30.36,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,95.8,1.4,28.14,43.59,0,0,0,25.77,14.42,11.86,23.29,35.3,0,0,0,0,0,0

33,08:00-08:15,13.36,228.68,0,8.07,0,76.55,0,8.59,0,0,0,355.64,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,84.06,1.4,25.07,43.59,0,0,0,34.93,14.42,11.86,23.29,35.3,0,0,0,0,0,0

34,08:15-08:30,13.36,228.68,0,8.07,0,76.55,0,8.6,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,87.72,0,0,23.57,12.63,19.38,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,34.93,14.42,11.86,23.29,35.3,0,0,0,0,0,0

35,08:30-08:45,13.36,228.68,0,8.07,0,76.55,0,3.28,0,0,0,370.6,0,0,109.41,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,110.17,0,17.01,107.73,3.43,87.72,0,0,23.57,0,19.38,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,34.93,14.42,11.86,23.29,35.3,0,0,0,0,0,0

36,08:45-09:00,13.36,228.68,0,8.07,0,76.55,0,3.2,0,0,0,370.6,0,0,95.72,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,98.79,0,17.01,103.24,3.43,87.72,0,0,23.57,0,19.38,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,34.93,14.42,11.86,23.29,35.3,0,0,0,0,0,0

37,09:00-09:15,13.36,228.68,0,8.07,0,76.91,0,3.23,0,0,0,370.6,0,0,95.72,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,98.79,0,17.01,103.24,3.43,87.72,0,0,23.57,0,19.38,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,25.77,14.42,11.86,23.29,43.86,0,0,0,0,0,0

38,09:15-09:30,13.36,228.68,0,8.07,0,76.91,0,3.13,0,0,0,370.6,0,0,95.72,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,111.38,0,17.01,103.24,3.43,87.72,0,0,23.57,0,19.38,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,25.77,14.42,11.86,23.29,43.86,0,0,0,0,0,0

39,09:30-09:45,13.36,228.68,0,8.07,0,76.91,0,3.17,0,0,0,370.6,0,0,95.72,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,111.38,0,17.01,103.24,3.43,87.72,0,0,23.57,0,19.38,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,25.77,14.42,11.86,23.29,33.17,0,0,0,0,0,0

40,09:45-10:00,13.36,228.68,0,8.07,0,76.91,0,3.12,0,0,0,370.6,0,0,95.72,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,100.73,0,17.01,103.24,3.43,87.72,0,0,23.57,0,19.38,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,25.77,14.42,11.86,23.29,33.17,0,0,0,0,0,0

41,10:00-10:15,13.36,218.02,0,8.07,0,76.91,0,3.32,0,0,0,370.6,0,0,95.72,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,113.81,0,17.01,103.24,3.43,87.72,0,0,13.55,0,19.06,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,34.93,14.42,11.86,23.29,33.17,0,0,0,0,0,0

42,10:15-10:30,13.36,218.02,0,8.07,0,76.91,0,3.3,0,0,0,370.6,0,0,95.72,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,118.17,0,17.01,103.24,3.43,87.72,0,0,0,0,19.38,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,34.93,14.42,11.86,23.29,43.86,0,0,0,0,0,0

43,10:30-10:45,13.36,218.02,0,8.07,0,76.91,0,3.25,0,0,0,370.6,0,0,95.72,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,118.17,0,17.01,103.24,3.43,87.72,0,0,0,0,19.38,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,25.77,14.42,11.86,23.29,43.86,0,0,0,0,0,0

44,10:45-11:00,13.36,218.02,0,8.07,0,76.91,0,3.19,0,0,0,370.6,0,0,95.72,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,103.24,3.43,87.72,0,0,0,0,19.38,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,25.77,14.42,11.86,23.29,33.17,0,0,0,0,0,0

45,11:00-11:15,13.36,218.02,0,8.07,0,76.91,0,3.2,0,0,0,370.6,0,0,95.72,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,3.8,9.36,0,0,58.79,0,0,0,123.63,0,17.01,103.24,3.43,87.72,0,0,0,0,19.38,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,25.77,14.42,11.86,23.29,33.17,0,0,0,0,0,0

46,11:15-11:30,13.36,218.02,0,8.07,0,76.91,0,3.28,0,0,0,370.6,0,0,95.72,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,3.8,9.36,0,0,58.79,0,0,0,123.63,0,17.01,103.24,3.43,87.72,0,0,0,0,18.55,0,0,0,161.9,0,70.84,1.4,22.75,43.59,0,0,0,25.77,14.42,11.86,23.29,33.17,0,0,0,0,0,0

47,11:30-11:45,11.16,218.02,0,8.07,0,76.91,0,3.48,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,3.8,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,87.72,0,0,0,0,18.3,0,0,0,161.9,0,63.75,1.4,22.59,43.59,0,0,0,25.77,14.42,11.86,23.29,25.67,0,0,0,0,0,0

48,11:45-12:00,11.15,218.02,0,8.07,0,76.91,0,3.48,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,87.72,0,0,0,0,19.38,0,0,0,161.9,0,63.75,1.4,22.59,43.59,0,0,0,25.77,14.42,11.86,23.29,25.67,0,0,0,0,0,0

49,12:00-12:15,11.15,218.02,0,8.07,0,76.91,5.61,3.48,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,89.71,0,0,0,0,19.38,0,0,0,161.9,0,82.58,1.4,22.59,43.59,0,0,0,25.77,14.42,11.86,23.29,29.95,0,0,0,0,0,0

50,12:15-12:30,11.15,218.02,0,8.07,0,76.91,5.61,3.48,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,89.71,0,0,0,0,19.38,0,0,0,161.9,0,95.8,1.4,24.92,43.59,0,0,0,25.77,14.42,11.86,23.29,29.95,0,0,0,0,0,0

51,12:30-12:45,11.15,218.02,0,8.07,0,76.91,5.61,3.48,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,89.71,0,0,0,0,19.38,0,0,0,161.9,0,95.8,1.4,24.92,43.59,0,0,0,25.77,14.42,11.86,23.29,29.95,0,0,0,0,0,0

52,12:45-13:00,11.15,218.02,0,8.07,0,76.91,5.61,3.48,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,89.71,0,0,0,0,19.38,0,0,0,161.9,0,95.8,1.4,24.92,43.59,0,0,0,28.64,14.42,11.86,23.29,29.95,0,0,0,0,0,0

53,13:00-13:15,11.15,218.02,0,8.07,0,76.91,5.61,3.48,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,3.8,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,89.71,0,0,0,0,19.38,0,0,0,161.9,0,82.58,1.4,22.59,43.59,0,0,0,28.64,14.42,11.86,23.29,29.95,0,0,0,0,0,0

54,13:15-13:30,11.15,218.02,0,8.07,0,76.91,5.61,3.48,0,0,0,370.6,0,0,123.78,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,89.71,0,0,0,0,19.38,0,0,0,161.9,0,82.58,1.4,22.59,43.59,0,0,0,28.64,14.42,11.86,23.29,29.95,0,0,0,0,0,0

55,13:30-13:45,15.16,218.02,0,8.07,0,76.91,5.61,3.48,0,0,0,370.6,0,0,113.8,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,57.68,0,0,0,0,19.38,0,0,0,161.9,0,66.4,1.4,22.59,43.59,0,0,0,28.64,14.42,11.86,23.29,29.95,0,0,0,0,0,0

56,13:45-14:00,15.16,218.02,0,8.07,0,76.91,5.61,3.48,0,0,0,370.6,0,0,113.8,0,0,0,0,0,0,0,0,0,0,0,0,52.12,39.14,365.6,31.08,42.84,0,5.18,9.36,0,0,58.79,0,0,0,123.63,0,17.01,117.92,3.43,57.68,0,0,0,0,19.38,0,0,0,161.9,0,76.01,1.4,24.91,43.59,0,0,0,28.64,14.42,11.86,23.29,29.95,0,0,0,0,0,0

