Block,Time Block,SALAL,TEHRI,SASAN,TANDA2,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALST2,UNCHAHAR1,SEWA2,SINGRAULI,TANAKPUR,TelanganaSTPP,TALA,CHAMERA1,JHAJJAR,BSIUL,CHAMERA3,FSTPP I & II,CHAMERA2,DHAULIGNGA,KGSU1AND2,BRBCL,DULHASTI,KGSU3AND4,DADRT2,NTPL,PARBATI3,NLCEXP,NLCIIST1,NLCIIST2,RAMPUR,NLCTS2EXP,NNTPP,RAPPC,RSTPSU1TO6,RIHAND3,RAPPB,RSTPSU7,RIHAND2,RIHAND1,NAPP,KOLDAM,KISHANGANGA,KUDGI,NJPC,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KHSTPP-I,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,URI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,80.98,74.43,396.36,0,0,0,0,0,14.99,5.6,137.23,12.52,0,10.53,40.8,111.41,6.31,31.05,14.18,42.8,39.1,0,13.71,52.06,0,459.88,0,20.4,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18,19.4,30.75,42.74,0,0,0,0,0

7,01:30-01:45,80.98,74.43,396.36,0,0,0,0,0,14.99,0,137.23,12.52,0,10.53,40.8,111.41,6.31,31.05,14.18,42.8,39.1,0,12.87,52.06,0,411.48,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,95.7,0,0,32.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18,19.4,30.75,46.48,0,0,0,0,0

8,01:45-02:00,80.98,74.43,396.36,0,0,0,0,0,14.99,0,137.23,12.52,0,10.53,40.8,111.41,6.31,31.05,14.18,42.8,39.1,0,13.03,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,95.7,0,0,29.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18,19.4,30.75,46.48,0,0,0,0,0

9,02:00-02:15,80.98,74.43,396.36,1.09,0,0,0,0,14.99,0,137.23,12.52,0,10.53,40.8,111.41,6.31,31.05,14.18,42.8,39.1,0,13.3,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,95.7,0,0,29.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18,19.4,30.75,42.74,0,0,0,0,0

10,02:15-02:30,80.98,74.43,396.36,0.86,0,0,0,0,11.85,0,137.23,12.52,0,10.53,40.8,111.41,6.31,31.05,14.18,42.8,39.1,0,13.81,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,83.98,0,0,29.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18,14.47,23.27,42.74,0,0,0,0,0

11,02:30-02:45,80.98,74.43,396.36,0.55,0,0,0,0,11.85,0,137.23,12.52,0,10.53,40.8,111.41,6.31,31.05,14.18,42.8,39.1,0,12.64,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,83.98,0,0,29.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18,14.47,23.27,42.74,0,0,0,0,0

12,02:45-03:00,80.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,12.52,0,10.53,40.8,111.41,6.31,31.05,14.18,42.8,39.1,0,15.53,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,83.98,0,0,29.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.18,14.47,23.27,42.74,0,0,0,0,0

13,03:00-03:15,77.04,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,10.66,40.8,111.41,6.31,20.68,14.18,42.8,39.1,0,16.14,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,94.62,0,0,32.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,46.48,0,0,0,0,0

14,03:15-03:30,77.04,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,10.54,40.8,111.41,6.31,20.68,14.18,42.8,39.1,0,15.3,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,94.62,0,0,32.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,46.48,0,0,0,0,0

15,03:30-03:45,77.04,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,10.64,40.8,111.41,6.31,20.68,11.07,42.8,39.1,0,15.66,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

16,03:45-04:00,77.04,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,10.63,40.8,111.41,6.31,20.68,11.07,42.8,39.1,0,18.42,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

17,04:00-04:15,77.04,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,10.62,40.8,111.41,12.62,20.68,11.07,42.8,39.1,0,18.61,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

18,04:15-04:30,77.04,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,10.51,40.8,111.41,12.62,20.68,11.07,42.8,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

19,04:30-04:45,71.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,10.4,40.8,111.41,12.62,20.68,11.07,42.8,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,46.48,0,0,0,0,0

20,04:45-05:00,71.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,10.16,27.2,111.41,12.62,20.68,11.07,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,46.48,0,0,0,0,0

21,05:00-05:15,71.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,9.88,27.2,111.41,12.62,20.68,12.86,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,63.69,0,0,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

22,05:15-05:30,71.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,9.39,27.2,111.41,12.62,20.68,12.86,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,63.69,0,0,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

23,05:30-05:45,71.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,9.37,27.2,111.41,12.62,20.68,12.86,28.53,39.1,0,19.36,52.06,0,365.23,0,8.16,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,63.69,0,0,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

24,05:45-06:00,71.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,9.41,27.2,111.41,12.62,20.68,12.86,28.53,39.1,0,19.36,52.06,0,365.23,0,52.37,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,63.69,0,0,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

25,06:00-06:15,71.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.4,0,9.13,27.2,111.41,12.62,20.68,17.35,28.53,39.1,0,19.36,52.06,0,365.23,0,52.37,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,82.49,0,0,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,46.48,0,0,0,0,0

26,06:15-06:30,71.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.16,0,8.93,27.2,111.41,12.62,20.68,17.35,28.53,39.1,0,19.36,52.06,0,365.23,0,52.37,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,82.49,0,0,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,46.48,0,0,0,0,0

27,06:30-06:45,71.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.16,0,8.93,27.2,111.41,12.62,20.68,17.35,28.53,39.1,0,19.36,52.06,0,365.23,0,52.37,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,82.49,0,0,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

28,06:45-07:00,71.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.16,0,8.75,27.2,111.41,12.62,20.68,17.35,28.53,39.1,0,19.36,52.06,0,365.23,0,52.37,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,82.49,0,0,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

29,07:00-07:15,71.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.16,0,9.11,27.2,111.41,12.62,20.68,17.35,28.53,39.1,0,19.36,52.06,0,365.23,0,52.37,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,82.49,0,0,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

30,07:15-07:30,71.98,74.43,396.36,0,0,0,0,0,11.85,0,137.23,11.16,0,9.17,27.2,111.41,12.62,20.68,17.35,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,117.8,0,44,5.18,1.39,0,161.74,0,37.4,82.49,0,0,28.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

31,07:30-07:45,71.98,74.43,396.36,0,0,0,0,0,11.85,0,125.64,11.16,0,9.33,27.2,111.41,12.62,20.68,12.86,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,95.39,0,44,5.18,1.39,0,161.74,0,37.4,63.69,0,0,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,46.48,0,0,0,0,0

32,07:45-08:00,71.98,74.43,396.36,0,0,0,0,0,11.85,0,125.64,11.16,0,9.36,27.2,111.41,12.62,20.68,12.86,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,95.39,0,44,5.18,1.39,0,161.74,0,37.4,63.69,0,0,22.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,46.48,0,0,0,0,0

33,08:00-08:15,73.1,74.43,396.36,0,0,0,0,0,11.85,0,125.64,11.16,0,11.82,27.2,111.41,12.62,20.68,11.28,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,95.39,0,44,5.18,1.39,0,161.74,0,37.4,63.69,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

34,08:15-08:30,73.1,74.43,396.36,0,0,0,0,0,11.85,0,94.04,11.16,0,11.92,13.6,111.41,12.62,20.68,11.07,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,95.39,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

35,08:30-08:45,73.1,74.43,396.36,0,0,0,0,0,11.85,0,94.04,11.16,0,12.01,13.6,111.41,12.62,20.68,11.07,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,95.39,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

36,08:45-09:00,73.1,74.43,396.36,0,0,0,0,0,11.85,0,94.04,11.16,0,12.04,13.6,111.41,12.62,20.68,11.07,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,123.5,0,0,95.39,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

37,09:00-09:15,73.1,74.43,364.95,0,0,0,0,0,11.85,0,88.93,11.16,0,12.23,12.61,111.41,12.62,20.68,11.07,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,95.51,0,0,77.39,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

38,09:15-09:30,73.1,74.43,313.16,0,0,0,0,0,11.85,0,88.93,11.16,0,12.23,12.23,111.41,12.62,20.68,11.07,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,95.51,0,0,77.39,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

39,09:30-09:45,73.1,74.43,274.45,0,0,0,0,0,11.85,0,88.93,11.16,0,12.23,12.23,111.41,12.62,20.68,11.07,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

40,09:45-10:00,73.1,74.43,274.45,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,12.23,111.41,12.62,20.68,11.07,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,5.18,1.39,0,161.74,0,37.4,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

41,10:00-10:15,73.1,74.43,275.59,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,12.23,111.41,12.62,20.68,11.07,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,3.56,1.39,0,161.74,0,37.4,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

42,10:15-10:30,73.1,66.66,275.59,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,0,111.41,6.31,20.68,11.07,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,2.35,1.39,0,161.74,0,37.4,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

43,10:30-10:45,73.1,66.66,275.59,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,0,111.41,6.31,20.68,11.07,28.53,39.1,0,18.75,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,2.35,1.39,0,161.74,0,37.4,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

44,10:45-11:00,73.1,66.66,275.59,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,0,111.41,6.31,20.68,11.07,28.53,39.1,0,18.29,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,2.35,1.39,0,161.74,0,37.4,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

45,11:00-11:15,73.1,66.66,275.59,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,0,111.41,6.31,20.68,11.07,28.53,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,2.35,1.39,0,161.74,0,37.4,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

46,11:15-11:30,73.1,74.43,275.59,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,0,111.41,6.31,20.68,11.07,28.53,39.1,0,17.16,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,1.17,1.39,0,161.74,0,28.05,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

47,11:30-11:45,73.1,74.43,275.59,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,0,111.41,6.31,20.68,11.07,25.99,39.1,0,18.39,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,1.17,1.39,0,161.74,0,28.05,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

48,11:45-12:00,73.1,74.43,275.59,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,0,111.41,6.31,20.68,11.07,25.99,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,1.17,1.39,0,161.74,0,28.05,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

49,12:00-12:15,73.1,74.43,275.59,0,0,0,0,0,11.85,0,88.93,2.48,0,12.52,0,111.41,6.31,20.68,11.07,21.66,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,1.17,1.39,0,161.74,0,28.05,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

50,12:15-12:30,73.1,74.43,275.59,0,0,0,0,0,11.85,0,88.93,2.48,0,12.52,0,111.41,6.31,20.68,11.07,21.66,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,1.17,1.39,0,161.74,0,28.05,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

51,12:30-12:45,74.23,74.43,275.59,0,0,0,0,0,11.85,0,88.93,3.73,0,12.52,0,111.41,6.31,20.68,11.07,21.66,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,1.17,1.39,0,161.74,0,28.05,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

52,12:45-13:00,74.23,74.43,285.27,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,0,111.41,6.31,20.68,11.07,21.66,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,1.17,1.39,0,161.74,0,28.05,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

53,13:00-13:15,74.23,66.66,275.59,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,0,111.41,6.31,20.68,11.07,21.66,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,2.35,1.39,0,161.74,0,28.05,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

54,13:15-13:30,74.23,66.66,275.59,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,0,111.41,6.31,20.68,11.07,21.66,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,67.93,0,0,77.39,0,44,2.37,1.39,0,161.74,0,28.05,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

55,13:30-13:45,74.23,66.66,285.27,0,0,0,0,0,11.85,0,88.93,11.16,0,12.52,0,111.41,6.31,20.68,11.07,21.66,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,72.59,0,0,77.39,0,44,2.37,1.39,0,161.74,0,28.05,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

56,13:45-14:00,74.23,66.66,304.63,0,0,0,0,0,11.85,0,88.93,11.16,0,12.5,0,111.41,6.31,20.68,11.07,21.66,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,95.51,0,0,77.39,0,44,2.14,1.39,0,161.74,0,28.05,52.63,0,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

57,14:00-14:15,73.1,74.43,343.34,0,0,0,0,0,11.85,0,88.93,11.16,0,12.78,12.23,111.41,6.31,20.68,11.07,21.66,39.1,0,19.36,52.06,0,365.23,0,17,0,0,0,3.43,0,0,58.3,0,95.51,0,0,77.39,0,44,2.14,1.39,0,161.74,0,28.05,52.63,0,0,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.89,14.47,23.27,42.74,0,0,0,0,0

