Block,Time,SASAN,SIMHST2,TALST2,AURY_GF,DADRI_CRF,DADRI_RF,DADRT2,RAPPC,RIHAND3,RSTPSU1TO6,CHAMERA2,DULHASTI,KOLDAM,NLCEXP,NLCIIST1,SEWA2,TANDA2,TEHRI,TelanganaSTPP,ANTA_LF,AURY_CRF,FSTPP I & II,JHAJJAR,NJPC,NTPL,PARBATI3,URI,BSIUL,CHAMERA3,KGSU1AND2,KGSU3AND4,NLCTS2EXP,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,URI2,VALLURNTECL,ANTA_GF,DADRI_GF,KKNPPU2,NAPP,NNTPP,RAMPUR,RAPPB,RIHAND2,TANAKPUR,UNCHAHAR1,KHSTPP-I,KHSTPP-II,KISHANGANGA,KKNP,KUDGI,SINGRAULI,TALA,UNCHAHAR3,ANTA_CRF,ANTA_RF,BRBCL,CHAMERA1,DHAULIGNGA,KOTESHWR,MAPS,NLCIIST2,RIHAND1,RSTPSU7,SALAL,SIMHST1,AURY_LF,AURY_RF,DADRI_LF
11,02:30-02:45,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,29.48,53.79,5.35,0,0,0,0,76.9,0,0,0,14.3,413.81,167.1,0,3.51,44.16,13.04,21.37,0,0,0,0,43.71,1.62,36.35,0,0,0,0,44.75,0,3.54,0,121.71,12.94,20.96,33.69,98.87,1.44,0,0,141.78,9.7,27.05,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,83.67,0,0,78.06,0

12,02:45-03:00,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,29.48,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,3.51,44.16,13.04,21.37,0,0,0,0,43.71,1.62,36.35,0,0,0,0,44.75,0,3.54,0,121.71,12.94,20.96,33.69,98.87,1.44,0,0,141.78,9.7,27.05,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,83.67,0,0,78.06,0

13,03:00-03:15,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,3.51,48.02,13.04,21.37,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,10.14,27.05,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

14,03:15-03:30,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,3.51,48.02,13.04,21.37,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,10.14,27.05,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

15,03:30-03:45,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,3.51,44.16,13.04,21.37,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,10.14,27.05,0,48.13,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

16,03:45-04:00,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,3.51,44.16,13.04,21.37,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,10.14,27.05,0,48.13,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

17,04:00-04:15,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,3.51,44.16,13.04,21.37,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,10.14,27.05,0,48.13,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

18,04:15-04:30,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,3.51,44.16,13.04,21.37,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,10.09,27.05,0,48.13,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

19,04:30-04:45,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,3.51,48.02,13.04,21.37,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,10,27.05,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

20,04:45-05:00,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,3.51,48.02,13.04,21.37,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,9.85,27.05,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

21,05:00-05:15,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,3.51,44.16,13.04,21.37,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,9.7,27.05,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

22,05:15-05:30,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,3.51,44.16,13.04,21.37,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,9.55,27.05,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

23,05:30-05:45,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,8.43,44.16,13.04,21.37,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,9.41,27.05,0,48.13,20.01,42.15,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

24,05:45-06:00,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,54.11,44.16,13.04,21.37,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,9.27,27.05,0,48.13,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

25,06:00-06:15,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,54.11,48.02,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.78,20.96,33.69,98.87,1.44,0,0,141.78,9.5,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

26,06:15-06:30,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,26.85,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.3,413.81,167.1,0,54.11,48.02,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,9.11,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

27,06:30-06:45,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,44.22,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.99,413.81,167.1,0,54.11,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,9.27,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

28,06:45-07:00,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,44.22,53.79,5.35,0,0,0,1.36,76.9,0,0,0,14.99,413.81,167.1,0,54.11,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,9.41,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

29,07:00-07:15,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,44.22,53.79,5.35,0,0,0,1.36,76.9,0,0,0,15.67,413.81,167.1,0,54.11,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,9.41,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

30,07:15-07:30,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,44.22,53.79,5.35,0,0,0,1.36,76.9,0,0,0,15.67,413.81,167.1,0,17.56,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,9.41,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

31,07:30-07:45,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,44.22,53.79,5.35,0,0,0,1.36,76.9,0,0,0,16.37,413.81,167.1,0,17.56,48.02,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,9.55,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

32,07:45-08:00,411.75,0,0,0,0,97.42,686.07,60.23,127.6,0,44.22,53.79,5.35,0,0,0,1.36,76.9,0,0,0,17.07,413.81,167.1,0,17.56,48.02,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,9.55,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

33,08:00-08:15,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,5.35,0,0,0,1.36,76.9,0,0,0,17.07,413.81,167.1,0,17.56,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,8.88,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

34,08:15-08:30,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,5.35,0,0,0,1.36,76.9,0,0,0,17.77,413.81,167.1,0,17.56,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.76,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

35,08:30-08:45,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,5.16,0,0,0,1.36,76.9,0,0,0,17.77,413.81,167.1,0,17.56,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.85,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

36,08:45-09:00,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,17.77,413.81,167.1,0,17.56,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.9,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

37,09:00-09:15,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,17.77,413.81,167.1,0,17.56,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.78,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

38,09:15-09:30,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,17.77,413.81,167.1,0,17.56,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.78,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

39,09:30-09:45,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,17.56,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.78,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

40,09:45-10:00,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,17.56,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.78,27.05,0,46.96,20.01,28.1,40.4,38.64,0,0,0,0,77.85,0,0,78.06,0

41,10:00-10:15,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.78,27.05,0,46.72,20.01,28.1,40.4,38.64,0,0,0,0,79.6,0,0,77.81,0

42,10:15-10:30,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.78,27.05,0,46.72,20.01,28.1,40.4,38.64,0,0,0,0,79.6,0,0,77.81,0

43,10:30-10:45,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.78,27.05,0,46.72,20.01,28.1,40.4,38.64,0,0,0,0,79.01,0,0,77.81,0

44,10:45-11:00,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,13.04,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.78,27.05,0,46.72,20.01,28.1,40.4,38.64,0,0,0,0,79.01,0,0,77.81,0

45,11:00-11:15,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.78,27.05,0,46.72,20.01,28.1,40.4,38.64,0,0,0,0,79.01,0,0,77.81,0

46,11:15-11:30,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.78,27.05,0,46.72,20.01,28.1,40.4,38.64,0,0,0,0,79.01,0,0,77.81,0

47,11:30-11:45,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.78,27.05,0,46.72,20.01,40.87,40.4,38.64,0,0,0,0,58.1,0,0,77.81,0

48,11:45-12:00,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,11.78,27.05,0,46.72,20.01,42.15,40.4,38.64,0,0,0,0,63.92,0,0,77.81,0

49,12:00-12:15,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,12.37,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.81,0

50,12:15-12:30,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,12.37,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.81,0

51,12:30-12:45,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,12.37,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.81,0

52,12:45-13:00,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,12.37,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.81,0

53,13:00-13:15,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,12.37,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.81,0

54,13:15-13:30,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,11.53,20.96,33.69,98.87,1.44,0,0,141.78,12.37,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.81,0

55,13:30-13:45,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,3.85,20.96,33.69,98.87,1.44,0,0,141.78,12.37,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.81,0

56,13:45-14:00,411.75,0,0,0,0,94.95,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,15.46,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,3.85,20.96,33.69,98.87,1.44,0,0,141.78,12.37,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.81,0

57,14:00-14:15,411.75,0,0,0,0,96.19,686.07,60.23,127.6,0,44.22,53.79,3.64,0,0,0,1.36,76.9,0,0,0,20.8,413.81,167.1,0,3.51,44.16,6.52,32.08,0,0,0,0,43.71,1.62,33.98,0,0,0,0,44.75,0,3.54,0,121.71,5.13,20.96,33.69,98.87,1.44,0,0,141.78,12.37,27.05,0,46.37,20.01,42.15,40.4,28.98,0,0,0,0,79.01,0,0,77.58,0

