Block,Time Block,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,JHAJJAR,DHAULIGNGA,FSTPP I & II,KGSU1AND2,DULHASTI,DADRT2,KHSTPP-I,KHSTPP-II,KGSU3AND4,KOLDAM,NAPP,KISHANGANGA,KUDGI,NJPC,MAPS,KOTESHWR,KKNP,KKNPPU2,NTPL,PARBATI3,NLCEXP,NLCIIST2,NLCIIST1,RAMPUR,NLCTS2EXP,NNTPP,RIHAND1,RIHAND3,RAPPC,RAPPB,RIHAND2,SEWA2,SINGRAULI,SASAN,RSTPSU1TO6,RSTPSU7,SALAL,TALA,SIMHST1,SINGRAULI_HYDRO,SIMHST2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TEHRI,URI,URI2,TANDA2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TALST2,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,DADRI_GF,AURY_GF,DADRI_RF,DADRI_CRF,AURY_RF,DADRI_LF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,12.54,30.85,42.53,19.23,40.54,376.23,38.85,13.75,0,51.73,550.76,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,11.14,112.37,397.61,0,0,62.58,8.05,0,0.48,0,24.82,10.47,0,39.554,65.41,37.16,23.45,1.48,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,12.54,30.85,42.53,10.58,40.54,325,38.85,11.85,0,51.73,452.69,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,11.14,101.13,378.67,0,0,62.58,8.05,0,0.48,0,22.26,9.12,0,35.592,65.41,37.16,23.45,1.48,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,12.54,30.85,42.53,10.58,40.54,230.66,38.85,11.85,0,51.73,380.96,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,11.14,101.13,359.19,0,0,62.58,8.35,0,0.48,0,21.39,9.12,0,34.092,65.41,37.16,23.45,1.48,16.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,12.54,30.85,42.53,10.74,40.54,210.83,38.85,11.85,0,51.73,363.65,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,7.43,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,5.57,101.13,354.33,0,0,62.58,8.76,0,0.48,0,14.31,9.12,0,22.06,65.41,37.16,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,12.54,30.85,42.53,10.92,40.54,153.13,38.85,11.85,0,51.73,363.65,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,7.43,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,5.57,101.13,354.33,0,0,62.58,8.76,0,0.48,0,14.31,9.12,0,22.06,65.41,37.16,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,12.54,30.85,42.53,13.23,40.54,110.69,38.85,11.85,0,51.73,363.65,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,5.57,101.13,354.33,0,0,62.58,8.76,0,0.48,0,14.31,9.12,0,21.87,65.41,37.16,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,12.54,30.85,42.53,13.05,40.54,110.69,38.85,11.85,0,51.73,363.65,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,5.57,101.13,354.33,0,0,62.58,8.76,0,0.48,0,14.31,9.12,0,21.87,65.41,37.16,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,12.54,30.85,42.53,13.17,40.54,110.69,38.85,10.28,0,51.73,363.65,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,16.89,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,5.57,101.13,354.33,0,0,62.58,8.48,0,0.48,0,14.31,9.12,0,23.12,65.41,33.98,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,12.54,30.85,42.53,16.6,40.54,110.69,38.85,10.28,0,51.73,363.65,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,16.89,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,5.57,101.13,354.33,0,0,62.58,8.48,0,0.48,0,14.31,9.12,0,23.12,65.41,33.98,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,12.54,30.85,42.53,17.83,40.54,110.69,38.85,10.28,0,51.73,363.65,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,16.89,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,354.33,0,0,62.58,8.48,0,0.48,0,14.31,9.12,0,23.12,65.41,33.98,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,12.54,30.85,42.53,18.39,40.54,110.69,38.85,10.28,0,51.73,363.65,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,16.89,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,354.33,0,0,62.58,8.48,0,0.48,0,14.31,9.12,0,23.12,65.41,33.98,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,12.54,30.85,42.53,19.15,40.54,110.69,38.85,9.66,0,51.73,363.65,34.48,142.62,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,7.43,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,354.33,0,0,75.98,8.48,0,0.48,0,14.31,11.09,0,23.12,65.41,33.98,34.67,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,12.54,30.85,42.53,19.23,40.54,110.69,38.85,9.66,0,51.73,363.65,34.48,114.61,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,7.43,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,354.33,0,0,75.98,8.48,0,0.48,0,14.31,11.09,0,23.12,65.41,33.98,34.67,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,12.54,30.85,42.53,19.23,40.54,110.69,38.85,9.66,0,51.73,363.65,34.48,114.61,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,7.43,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,354.33,0,0,80.47,8.35,0,0.48,0,14.31,11.09,0,23.12,65.41,33.98,34.67,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,12.54,30.85,42.53,19.23,40.54,110.69,38.85,9.66,0,51.73,363.65,34.48,114.61,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,7.43,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,354.33,0,0,80.47,8.35,0,0.48,0,14.31,11.09,0,23.12,65.41,33.98,34.67,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,12.54,30.85,42.53,19.23,40.54,110.69,38.85,9.66,0,51.73,363.65,34.48,114.61,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,7.43,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,364.07,0,0,80.47,8.2,0,0.48,0,14.31,11.09,0,23.12,65.41,29.73,25.58,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,12.54,30.85,42.53,19.23,40.54,110.69,38.85,9.66,0,51.73,363.65,34.48,114.61,0,5.15,43.6,2.77,0,160.7,0,37.16,0,0,0,7.43,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,383.55,0,0,80.47,7.78,0,0.48,0,14.31,11.09,0,23.12,65.41,29.73,25.58,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,12.54,30.85,42.53,19.23,40.54,110.69,38.85,9.66,0,51.73,363.65,34.48,114.61,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,12.17,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,393.34,0,0,80.47,7.49,0,0.48,0,14.31,11.09,0,23.12,65.41,29.73,25.58,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,12.54,30.85,42.53,19.23,40.54,110.69,38.85,9.66,0,51.73,363.65,34.48,114.61,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,51.35,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,393.82,0,0,80.47,6.92,0,0.48,0,14.31,11.09,0,23.12,65.41,29.73,25.58,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,12.54,30.85,42.53,19.23,40.54,110.69,38.85,11.85,0,51.73,363.65,42.36,142.62,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,51.35,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,393.82,0,0,80.47,6.92,0,0.48,0,16.41,11.09,0,26.336,65.41,33.98,22.74,1.48,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,12.54,30.85,42.53,19.23,40.54,110.69,38.85,11.85,0,51.73,362.89,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,51.35,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,393.82,0,0,80.47,6.92,0,0.48,0,16.41,11.09,0,26.336,65.41,33.98,22.74,1.48,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,12.54,30.85,42.53,19.23,40.54,110.69,38.85,11.85,0,51.73,362.89,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,35.14,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,393.82,0,0,80.47,6.92,0,0.48,0,16.41,11.09,0,26.336,65.41,33.98,22.74,1.48,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,12.54,30.85,42.53,19.23,40.54,110.69,38.85,11.85,0,51.73,362.89,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,35.14,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,393.82,0,0,80.47,6.92,0,0.48,0,16.41,11.09,0,26.336,66.23,33.98,22.74,1.48,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,12.54,30.85,42.53,19.23,40.54,110.69,38.85,11.85,0,51.73,362.89,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,35.14,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,393.82,0,0,80.47,6.92,0,0.48,0,14.31,11.09,0,21.87,66.23,37.16,22.74,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,12.54,30.85,42.53,19.23,40.54,110.69,38.85,11.85,0,51.73,362.89,42.61,142.62,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,393.82,0,0,80.47,6.92,0,0.48,0,14.31,11.09,0,23.12,51.12,44.59,22.74,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,34.48,142.62,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,393.82,0,0,75.98,6.92,0,0.48,0,14.31,11.09,0,23.12,51.12,44.59,22.74,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,34.48,142.62,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.21,0,117.05,0,101.13,393.82,0,0,75.98,6.92,0,0.48,0,14.31,11.09,0,23.12,51.12,37.16,22.74,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,34.48,119.4,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,393.82,0,0,74.87,6.92,0,0.48,0,14.31,11.09,0,23.12,51.12,37.16,22.74,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,34.48,114.61,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,393.82,0,0,74.87,6.92,0,0.48,0,14.31,11.09,0,23.12,51.12,37.16,22.74,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,28.98,78.45,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,393.82,0,0,74.87,6.92,0,0.48,0,14.31,2.46,0,23.12,51.12,44.59,22.74,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,24.54,78.45,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,393.82,0,0,74.87,6.92,0,0.48,0,14.31,2.46,0,23.12,51.12,44.59,22.74,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,29.19,94.37,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,393.82,0,0,74.87,7.35,0,0.48,0,14.31,2.46,0,23.12,34.08,37.16,22.74,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,30.38,97.61,0,5.15,43.6,2.77,0,160.7,0,27.87,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,393.82,0,0,74.87,7.35,0,0.48,0,14.31,10.47,0,23.12,34.08,37.16,22.74,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,30.38,97.61,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,393.82,0,0,74.87,7.35,0,0.48,0,14.31,12.44,0,23.12,34.08,37.16,34.67,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,30.38,97.61,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,393.82,0,0,74.87,7.35,0,0.48,0,14.31,12.44,0,23.12,34.08,44.59,34.67,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,38.53,125.63,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,393.82,0,0,74.87,7.35,0,0.48,0,14.31,12.44,0,23.12,34.08,44.59,34.67,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,38.53,125.63,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,393.82,0,0,74.87,7.35,0,0.48,0,14.31,12.44,0,23.12,34.08,35.03,34.67,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,38.53,125.63,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,393.82,0,0,74.87,7.35,0,0.48,0,14.31,12.44,0,23.12,34.08,33.98,22.74,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,12.54,30.85,42.53,19.23,40.54,110.69,38.85,7.57,0,51.73,362.89,38.53,125.63,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,101.13,393.82,0,0,74.87,7.35,0,0.48,0,14.31,12.44,0,23.12,34.08,33.98,22.74,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,12.54,30.85,42.53,19.23,40.54,110.69,38.85,10.2,0,51.73,362.89,38.53,125.63,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,105.37,393.82,0,0,74.87,10.27,0,0.48,0,14.31,11.09,0,23.12,34.08,33.98,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,12.54,30.85,42.53,19.23,40.54,110.69,38.85,10.2,0,51.73,362.89,32.63,105.93,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,111.3,393.82,0,0,74.87,10.27,0,0.48,0,14.31,11.09,0,23.12,34.08,33.98,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,12.54,30.85,42.53,19.23,40.54,110.69,38.85,10.2,0,51.73,362.89,32.63,105.93,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,112.37,393.82,0,0,74.87,10.27,0,0.48,0,14.31,11.09,0,23.12,34.08,35.03,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,12.54,30.85,42.53,19.23,40.54,110.69,38.85,10.2,0,51.73,362.89,32.63,105.93,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,112.37,393.82,0,0,74.87,10.2,0,0.48,0,14.31,11.09,0,23.12,34.08,35.03,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,12.54,30.85,42.53,19.23,40.54,110.69,38.85,10.2,0,51.73,362.89,32.63,105.93,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,112.37,393.82,0,0,74.87,10.46,0,0.48,0,14.31,11.09,0,23.12,34.08,44.59,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,12.54,30.85,42.53,19.23,40.54,110.69,38.85,10.2,0,51.73,362.89,32.63,105.93,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,112.37,393.82,0,0,74.87,10.46,0,0.48,0,14.31,11.09,0,23.12,34.08,44.59,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,12.54,30.85,42.53,19.23,40.54,110.69,38.85,10.2,0,51.73,362.89,32.63,105.93,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,112.37,393.82,0,0,74.87,10.46,0,0.48,0,14.31,11.09,0,23.12,34.08,36.09,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,12.54,30.85,42.53,19.23,40.54,110.69,38.85,10.2,0,51.73,362.89,32.63,105.93,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,112.37,393.82,0,0,74.87,10.46,0,0.48,0,14.31,11.09,0,23.12,34.08,36.09,23.45,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,12.54,30.85,42.53,19.23,40.54,110.69,38.85,10.2,0,51.73,362.89,32.63,105.93,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,6.76,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,112.37,375.97,0,0,74.87,10.46,0,0.48,0,14.31,11.09,0,23.12,34.08,36.09,24.86,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,12.54,30.85,42.53,19.23,40.54,110.69,38.85,10.2,0,51.73,362.89,32.63,105.93,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,112.37,375.97,0,0,74.87,10.46,0,0.48,0,14.31,11.09,0,23.12,34.08,36.09,24.86,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

55,13:30-13:45,12.54,30.85,42.53,19.23,40.54,110.69,38.85,10.2,0,51.73,362.89,32.63,105.93,0,5.15,43.6,2.77,0,160.7,0,18.58,0,0,0,20.27,0,0,0,3.4,0,0,81.13,122.71,58.36,0,117.05,0,112.37,375.97,0,0,74.87,10.46,0,0.48,0,14.31,11.09,0,23.12,34.08,36.09,24.86,1.48,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

