Column1,Time,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/16/2139,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/8456,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/7960,GNA/NR/2025/04/16/8132,GNA/NR/2025/04/01/6216,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8510,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/01/7459,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8964,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/1831,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,GNA/SR/2025/04/01/2597,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/16/4327,NR/01102023/30042040/GNA_LT_35,GNA/WR/2025/04/01/4420,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/16/6639,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668
6,01:15-01:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.78,43.7,14.57,9.62,100.17,4.22,7.73,9.86,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.11,86.73,52.5,260.18,72.11,0,0,48.08,72.11,24.5,72.33,73.5,24,24.5,72.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.22,7.73,9.86,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.11,86.73,52.5,242.3,72.11,0,0,48.08,72.11,27,72.67,81,23.33,27,72.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.22,7.73,9.86,32,9.62,9.62,0,114.97,0,4.04,0,1.92,4.11,86.73,52.5,242.3,72.11,0,0,48.08,72.11,26.33,72.33,79.01,22.67,26.33,72.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.3,7.73,9.76,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.95,86.73,0,242.3,72.11,0,0,48.08,72.11,26,70.67,78,27.33,26,70.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.3,7.73,9.76,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.95,86.73,0,242.3,72.11,0,0,48.08,72.11,25.83,70,77.51,26.67,25.83,70,0,0,7,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,30.28,43.7,14.57,9.62,100.17,4.3,7.73,9.76,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.95,86.73,0,242.3,72.11,0,0,48.08,72.11,25.67,60,76.99,21.33,25.67,60,0,0,7,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,29.77,43.7,14.57,9.62,100.17,4.3,7.73,9.76,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.95,86.73,0,242.3,72.11,0,0,48.08,72.11,25.5,59.66,76.5,21.33,25.5,59.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,19.23,96.15,2.88,2.88,14.42,2.88,10.41,0,271.86,29.77,43.7,14.57,9.62,100.17,4.3,7.73,9.66,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,21.17,59.34,63.49,21,21.17,59.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,0,271.86,29.77,43.7,14.57,9.62,100.17,4.3,7.73,9.66,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,21.17,59,63.49,21.33,21.17,59,0,0,7,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,19.23,96.15,2.88,2.88,14.42,2.88,10.41,0,271.86,29.77,43.7,14.57,9.62,100.17,4.3,7.73,9.66,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,21.17,58.66,63.49,18.67,21.17,58.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,19.23,96.15,2.88,2.88,14.42,2.88,10.41,0,271.86,29.77,43.7,14.57,9.62,100.17,4.3,7.73,9.66,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,21.33,58.34,64.01,18.67,21.33,58.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,19.23,96.15,2.88,2.88,14.42,2.88,10.41,0,271.86,29.77,43.7,14.57,9.62,100.17,3.84,7.73,9.48,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,21.5,60.66,64.5,19,21.5,60.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,0,271.86,29.77,43.7,14.57,9.62,100.17,3.84,7.73,9.48,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,21.67,61.34,64.99,19,21.67,61.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,19.23,96.15,2.88,2.88,14.42,2.88,10.41,0,271.86,29.77,43.7,14.57,9.62,100.17,4.22,7.73,9.48,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,22,61.66,66,19.33,22,61.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,19.23,96.15,2.88,2.88,14.42,2.88,10.41,0,271.86,29.77,43.7,14.57,9.62,100.17,4.22,7.73,9.48,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,22.17,62.34,66.49,19.33,22.17,62.33,0,0,7,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,29.77,43.7,14.57,9.62,100.17,4.14,7.73,9.3,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,22.17,63,66.49,19.67,22.17,63,0,0,7,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,29.27,43.7,14.57,9.62,100.17,4.14,7.73,9.3,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,22.33,63.66,67.01,20,22.33,63.67,0,0,7,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,29.27,43.7,14.57,9.62,100.17,4.14,7.73,9.3,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,22.17,70,66.49,20,22.17,70,0,0,7,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,28.77,43.7,14.57,9.62,100.17,4.14,7.73,9.3,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,22,70.34,66,19.67,22,70.33,0,0,7,0,0,0,0,0,0.09,0,0,0,0,0

25,06:00-06:15,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,28.26,43.7,14.57,9.62,100.17,4.14,7.73,9.11,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,23.17,69.34,69.49,22.33,23.17,69.33,0.01,0,7,0,0.07,0,1,0,1.34,0,0,1,0,0

26,06:15-06:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,27.76,43.7,14.57,9.62,100.17,4.14,7.73,9.11,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,23,69,69,22,23,69,0.15,4.2,7,5.3,0.75,0,2,0,3.53,2,1,5,0,0.25

27,06:30-06:45,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,27.25,43.7,14.57,9.62,100.17,4.14,7.73,9.11,32,9.62,9.62,0,114.97,0,4.04,0,1.92,3.87,86.73,0,242.3,72.11,0,0,48.08,72.11,23,68.34,69,21,23,68.33,1.48,21.22,7,23.34,7.37,1,3,0,7.49,5,2,7,1,1.87

28,06:45-07:00,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,27.25,43.7,14.57,9.62,100.17,4.14,7.73,9.11,32,9.62,9.62,1.04,114.97,1.04,4.04,0,1.92,3.87,86.73,0,242.3,72.11,1.04,0,48.08,72.11,22.83,68.34,68.51,21,22.83,68.33,2.89,32.83,7,32.96,14.45,4,5,1,14.35,8,3,10,3,5.95

29,07:00-07:15,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,26.75,43.7,14.57,9.62,100.17,4.14,7.73,9.02,25.36,9.62,9.62,1.91,106.49,1.91,4.04,0,1.92,3.87,67.86,0,219.39,72.11,1.91,0,48.08,72.11,22.83,66.66,68.51,21,22.83,66.67,5.62,33,7,33,28.09,14,7,6,22.78,13,7,13,5,10.45

30,07:15-07:30,19.23,96.15,2.88,2.88,14.42,2.88,10.41,32,271.86,26.24,43.7,14.57,9.62,100.17,4.14,7.73,9.02,25.36,9.62,9.62,2.98,98.01,2.98,4.04,0,1.92,3.87,55.68,0,197.76,72.11,2.98,0,48.08,72.11,22.67,64.66,67.99,20.33,22.67,64.67,8.61,33,7,33,43.04,28,10,12,32.11,16,12,20,7,16.86

31,07:30-07:45,19.23,96.15,2.88,2.88,14.42,2.88,5.77,32,271.86,26.24,43.7,14.57,9.62,100.17,4.14,6.27,9.02,25.36,9.62,9.62,4.13,89.53,4.13,3.97,0,1.92,3.87,55.68,0,168.92,72.11,4.13,0,48.08,72.11,22.5,68,67.5,20,22.5,68,11.77,33,7,33,58.87,42,13,18,40.95,22,19,27,12,24.23

32,07:45-08:00,19.23,96.15,2.88,2.88,14.42,2.88,5.77,32,271.86,26.24,43.7,14.57,9.62,100.17,4.14,4.82,9.02,25.36,9.62,9.62,5.36,81.04,5.36,3.97,0,1.92,3.87,45.19,0,134.61,72.11,5.36,0,48.08,72.11,22,66.34,66,20.33,22,66.33,15.36,33,7,33,76.77,56,17,24,50.17,30,27,33,16,32.87

33,08:00-08:15,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,230.76,26.24,43.7,14.57,9.62,71.32,4.07,3.9,8.84,26.78,9.62,9.62,6.76,72.56,6.76,3.96,0,1.92,3.87,45.19,0,134.61,72.11,6.76,0,48.08,72.11,21.83,64.34,65.51,20,21.83,64.33,19.22,32.67,7,32.67,96.11,76,18,32,59.28,32.66,36,37,22,41.5

34,08:15-08:30,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,192.3,27.25,43.7,14.57,9.62,52.88,4.07,3.9,8.84,26.78,9.62,9.62,8.22,70.11,8.22,3.96,0,1.92,3.87,45.19,0,134.61,72.11,8.22,0,48.08,72.11,21.67,63.66,64.99,20,21.67,63.67,23.25,33,7,33,116.24,90,22,38,68.35,33,42,43,27,49.61

35,08:30-08:45,19.23,96.15,2.88,2.88,14.42,2.88,5.67,26.78,149.52,27.25,43.7,14.57,9.62,52.88,4.07,4.12,8.84,26.78,9.62,9.62,9.57,70.11,9.57,3.96,0,1.92,3.87,45.19,0,134.61,72.11,9.57,0,48.08,72.11,21,63.34,63,20,21,63.33,27.31,33,7,33,136.57,105,25,45,76.96,33,49,50,30,57.58

36,08:45-09:00,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,27.25,43.7,14.57,9.62,52.88,4.07,4.12,8.84,26.78,9.62,9.62,10.81,70.11,10.81,3.96,0,1.92,3.87,45.19,0,134.61,72.11,10.81,0,48.08,72.11,20.67,62.66,61.99,19.67,20.67,62.67,31.3,33,7,33,156.47,119,28,51,85.35,33,56,57,33,65.28

37,09:00-09:15,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,26.24,43.7,14.57,9.62,52.88,3.99,4.12,8.74,26.78,9.62,9.62,12.02,70.11,12.02,3.96,0,1.92,3.87,45.19,0,134.61,72.11,12.02,0,48.08,72.11,18.67,62,55.99,20,18.67,62,35.16,33,7,33,175.81,133,32,57,102.38,33,62,63,35,72.47

38,09:15-09:30,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,26.24,43.7,14.57,9.62,52.88,3.99,4.12,8.74,26.78,9.62,9.62,13.06,70.11,13.06,3.96,0,1.92,3.87,45.19,0,134.61,72.11,13.06,0,48.08,72.11,18.5,61.34,55.5,20,18.5,61.33,38.76,33,7,33,193.82,147,34,63,110.83,33,67,69,37,78.91

39,09:30-09:45,19.23,96.15,2.88,2.88,14.42,2.88,3.37,26.78,149.52,26.24,43.7,14.57,9.62,52.88,3.99,4.12,8.74,26.78,9.62,9.62,14.09,70.11,14.09,3.96,0,1.92,3.11,45.19,0,134.61,72.11,14.09,0,48.08,72.11,18,60.34,54,20.33,18,60.33,41.66,33,7,33,208.3,147,37,63,118.36,33,73,73,40,84.88

40,09:45-10:00,19.23,96.15,2.88,2.88,14.42,2.88,3.37,26.78,149.52,26.24,43.7,14.57,9.62,52.88,3.99,4.12,8.74,26.78,9.62,9.62,14.99,70.11,14.99,3.96,0,1.92,3.64,45.19,0,134.61,72.11,14.99,0,48.08,72.11,17.5,60,52.5,20.33,17.5,60,44.71,33,7,33,223.54,158,39,67,125.24,33,80,78,41,90.92

41,10:00-10:15,19.23,96.15,2.88,2.88,14.42,2.88,3.37,26.78,149.52,27.25,43.7,14.57,9.62,52.88,3.99,4.12,8.65,26.78,9.62,9.62,15.87,70.11,15.87,3.96,0,1.92,3.64,45.19,0,134.61,72.11,15.87,0,48.08,72.11,17.17,58.34,51.49,21,17.17,58.33,47.26,33,6,33,236.31,168,42,72,131.43,33,86,83,43,96.26

42,10:15-10:30,19.23,96.15,2.88,2.88,14.42,2.88,3.37,26.78,149.52,28.26,43.7,14.57,9.62,52.88,3.99,4.12,8.65,26.78,9.62,9.62,16.63,70.11,16.63,3.96,0,1.92,3.64,45.19,0,134.61,72.11,16.63,0,48.08,72.11,16.33,57.34,49.01,22.33,16.33,57.33,48.75,33,6,33,243.73,179,43,76,137.24,33,89,87,45,98.33

43,10:30-10:45,19.23,96.15,2.88,2.88,14.42,2.88,3.37,26.78,149.52,28.26,43.7,14.57,9.62,52.88,3.99,4.12,8.65,26.78,9.62,9.62,17.27,70.11,17.27,3.96,0,1.92,3.64,45.19,0,134.61,72.11,17.27,0,48.08,72.11,15.83,57.66,47.51,13.33,15.83,57.67,49.17,33,6,33,245.83,189,45,81,143.08,33,93,90,46,100

44,10:45-11:00,19.23,96.15,2.88,2.88,14.42,2.88,3.37,26.78,149.52,27.76,43.7,14.57,9.62,52.88,3.99,4.12,8.65,26.78,9.62,9.62,17.72,70.11,17.72,3.96,0,1.92,3.64,45.19,0,134.61,72.11,17.72,0,48.08,72.11,15.17,57.66,45.49,13.33,15.17,57.67,49.17,33,6,33,245.83,200,47,85,148.2,33,95,93,47,100

45,11:00-11:15,19.23,96.15,2.88,2.88,14.42,2.88,5.73,26.78,149.52,27.76,43.7,14.57,9.62,52.88,3.99,4.12,8.46,26.78,9.62,9.62,17.66,70.11,17.66,3.96,0,1.92,3.64,45.19,0,134.61,72.11,17.66,0,48.08,72.11,20,57.66,60,22.67,20,57.67,47.7,33,6,33,238.51,210,48,90,151.22,33,98,97,48,100

46,11:15-11:30,19.23,96.15,2.88,2.88,14.42,2.88,5.64,26.78,149.52,27.76,43.7,14.57,9.62,52.88,3.99,4.12,8.46,26.78,9.62,9.62,17.66,70.11,17.66,3.96,0,1.92,3.64,45.19,0,134.61,72.11,17.66,0,48.08,72.11,20.83,58,62.51,23,20.83,58,47.7,33,6,33,238.51,210,48,90,152.35,33,98,97,48,100

47,11:30-11:45,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,26.75,43.7,14.57,9.62,52.88,3.99,4.12,8.46,26.78,9.62,9.62,17.66,70.11,17.66,3.96,0,1.92,3.64,45.19,0,134.61,72.11,17.66,0,48.08,72.11,21.67,58.34,64.99,23.33,21.67,58.33,47.7,33,6,33,238.51,210,48,90,152.66,33,98,97,49,100

48,11:45-12:00,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,26.75,43.7,14.57,9.62,52.88,3.99,4.12,8.46,26.78,9.62,9.62,17.66,70.11,17.66,3.96,0,1.92,3.64,45.19,0,134.61,72.11,17.66,0,48.08,72.11,21.67,58.34,64.99,24.33,21.67,58.33,47.7,33,6,33,238.51,210,48,90,151.85,33,98,97,49,100

49,12:00-12:15,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,26.75,43.7,14.57,9.62,52.88,3.99,4.12,8.37,26.78,9.62,9.62,17.66,70.11,17.66,3.96,0,1.92,3.64,45.19,0,134.61,72.11,17.66,0,48.08,72.11,21.67,67,64.99,24.33,21.67,67,47.7,33,6,33,238.51,210,50,90,150.66,33,98,100,49,100

50,12:15-12:30,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,26.75,43.7,14.57,9.62,52.88,3.99,4.12,8.37,26.78,9.62,9.62,17.66,70.11,17.66,3.96,0,1.92,3.64,45.19,0,134.61,72.11,17.66,0,48.08,72.11,21.67,67.66,64.99,24.33,21.67,67.67,47.7,33,6.4,33,238.51,210,50,90,149.94,33,98,100,49,100

51,12:30-12:45,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,26.75,43.7,14.57,9.62,52.88,3.99,4.12,8.37,26.78,9.62,9.62,17.66,70.11,17.66,3.96,0,1.92,3.64,45.19,0,134.61,72.11,17.66,0,48.08,72.11,21.67,63.34,64.99,24.33,21.67,63.33,47.7,33,6.8,33,238.51,210,50,90,147.71,33,98,100,49,100

52,12:45-13:00,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,26.75,43.7,14.57,9.62,52.88,3.99,4.12,8.37,26.78,9.62,9.62,17.66,70.11,17.66,3.96,0,1.92,3.64,45.19,0,134.61,72.11,17.66,0,48.08,72.11,21.67,64,64.99,24.33,21.67,64,47.7,33,7.4,33,238.51,210,50,90,145.29,33,98,100,49,100

53,13:00-13:15,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,26.75,43.7,14.57,9.62,52.88,4.14,4.12,8.28,26.78,9.62,9.62,17.66,70.11,17.66,3.96,0,1.92,3.72,45.19,0,134.61,72.11,17.66,0,48.08,72.11,21.67,64.34,64.99,24.33,21.67,64.33,47.7,33,9,33,238.51,210,50,90,144.03,33,98,100,49,100

54,13:15-13:30,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,27.25,43.7,14.57,9.62,52.88,4.14,4.12,8.28,26.78,9.62,9.62,17.66,70.11,17.66,3.96,0,1.92,3.72,45.19,0,134.61,72.11,17.66,0,48.08,72.11,21.67,64.66,64.99,24.33,21.67,64.67,47.7,33,13.41,33,238.51,210,50,90,142.66,33,98,100,49,100

55,13:30-13:45,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,27.25,43.7,14.57,9.62,52.88,4.14,4.12,8.28,26.78,9.62,9.62,17.66,70.11,17.66,3.96,0,1.92,3.72,45.19,0,134.61,72.11,17.66,0,48.08,72.11,21.67,64.66,64.99,24.33,21.67,64.67,47.7,33,15.41,33,238.51,210,50,90,140.13,33,98,100,48,100

56,13:45-14:00,19.23,96.15,2.88,2.88,14.42,2.88,4.74,26.78,149.52,27.25,43.7,14.57,9.62,52.88,4.14,4.12,8.28,26.78,9.62,9.62,17.66,70.11,17.66,3.96,0,1.92,3.72,45.19,0,134.61,72.11,17.66,0,48.08,72.11,21.67,64.66,64.99,24.33,21.67,64.67,47.7,33,16.01,33,238.51,210,50,90,136.47,33,97,100,48,100

57,14:00-14:15,19.23,96.15,2.88,2.88,14.42,2.88,3.37,26.78,173.07,26.24,43.7,14.57,9.62,52.88,4.14,4.12,8.19,26.78,9.62,9.62,17.66,70.11,17.66,0.96,0,1.92,3.72,45.19,0,134.61,72.11,17.66,0,48.08,72.11,21.67,65,64.99,24.33,21.67,65,47.7,33,7.2,33,238.51,207,48,88,130.75,33,95,97,47,100

58,14:15-14:30,19.23,96.15,2.88,2.88,14.42,2.88,3.37,26.78,192.3,26.75,43.7,14.57,9.62,52.88,4.14,4.12,8.19,26.78,9.62,9.62,17.22,70.11,17.22,0.96,0,1.92,3.72,45.19,0,134.61,72.11,17.22,0,48.08,72.11,21.67,65.34,64.99,23.33,21.67,65.33,47.7,33,7.2,33,238.51,203,47,87,123.48,33,93,93,46,100

59,14:30-14:45,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,230.76,26.75,43.7,14.57,9.62,52.88,4.22,4.12,8.19,26.78,9.62,9.62,16.66,70.11,16.66,0.96,0,1.92,3.87,45.19,0,134.61,72.11,16.66,0,48.08,72.11,21.67,65.66,64.99,28.33,21.67,65.67,47.7,33,7.2,33,238.51,196,45,84,115.83,33,91,90,43,100

60,14:45-15:00,19.23,96.15,2.88,2.88,14.42,2.88,5.77,26.78,249.99,27.25,43.7,14.57,9.62,52.88,4.22,4.12,8.19,26.78,9.62,9.62,16.02,70.11,16.02,3.85,0,1.92,3.87,64.06,0,182.68,72.11,16.02,0,48.08,72.11,21.67,65.34,64.99,28.33,21.67,65.33,47.61,33,8,33,238.06,189,43,81,107.86,33,88,87,41,98.31

