Block,Time,KOTESHWR,NLCTS2EXP,PARBATI2,RSTPSU1TO6,VALLURNTECL,DADRI_GF,BRBCL,DADRT2,DHAULIGNGA,NNTPP,RAPPD,TelanganaSTPP,URI,AURY_RF,DADRI_LF,CHAMERA1,KGSU1AND2,KISHANGANGA,NJPC,NLCEXP,NLCIIST2,RAPPB,RIHAND3,SIMHST1,SIMHST2,TALA,UNCHAHAR1,ANTA_GF,ANTA_LF,KHSTPP-II,KOLDAM,RAMPUR,RIHAND2,SALAL,UNCHAHAR2,UNCHAHAR3,DADRI_CRF,CHAMERA3,FSTPP I & II,JHAJJAR,KGSU3AND4,MAPS,NTPL,RSTPSU7,SINGRAULI_HYDRO,TALST2,TEHRI,TEHRIPSP,URI2,AURY_CRF,AURY_GF,BSIUL,CHAMERA2,KHSTPP-I,SEWA2,SINGRAULI,ANTA_RF,KKNPPU2,KUDGI,NAPP,PARBATI3,RAPPC,TANAKPUR,TANDA2,UNCHAHAR4,ANTA_CRF,AURY_LF,DULHASTI,KKNP,NLCIIST1,RIHAND1,SASAN,DADRI_RF
6,01:15-01:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,24.4,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,36.96,0,0,0,0,30.35,18.87,106.32,52.34,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

7,01:30-01:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,4.41,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,24.4,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,106.32,52.34,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

8,01:45-02:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,4.41,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,24.55,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,106.32,52.34,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

9,02:00-02:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,4.41,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,24.55,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,106.32,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

10,02:15-02:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,4.41,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,24.55,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,106.32,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

11,02:30-02:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,36.43,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,24.55,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,106.32,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

12,02:45-03:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,36.43,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,27.34,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,106.32,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

13,03:00-03:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,36.43,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,27.34,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,37.41,0,0,0,0,30.35,18.87,106.32,52.85,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

14,03:15-03:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,27.34,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,37.41,0,0,0,0,30.35,18.87,112.22,52.85,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

15,03:30-03:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,27.34,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,112.22,52.85,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

16,03:45-04:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,27.34,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,112.22,52.85,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

17,04:00-04:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,27.05,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,112.22,52.85,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

18,04:15-04:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,27.05,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,112.22,52.85,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

19,04:30-04:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.91,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,112.22,52.85,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

20,04:45-05:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.91,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,112.22,52.85,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

21,05:00-05:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.75,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,106.32,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

22,05:15-05:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.46,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,106.32,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

23,05:30-05:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,25.73,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,37.41,0,0,0,0,30.35,18.87,106.32,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

24,05:45-06:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,23.38,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,37.41,0,0,0,0,30.35,18.87,106.32,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,105.4

25,06:00-06:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,23.07,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,52.6,0,0,24.23,46.09,65.6,11.91,5.73,3.23,0,0,37.42,0,0,46.89,360,103.43

26,06:15-06:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,23.07,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,52.6,0,0,24.23,46.09,65.6,11.91,5.73,3.23,0,0,37.42,0,0,46.89,360,103.43

27,06:30-06:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,19.87,82.34,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,23.07,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,52.6,0,0,24.23,46.09,65.6,11.91,5.73,3.23,0,0,37.42,0,0,46.89,360,103.43

28,06:45-07:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,19.87,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,23.23,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,103.43

29,07:00-07:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,15.45,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,23.52,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,103.43

30,07:15-07:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,15.45,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,23.52,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,103.43

31,07:30-07:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,23.66,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,103.43

32,07:45-08:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.46,22.41,0,0,148.3,8.63,5.68,120.68,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,107.85,52.6,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,46.89,360,103.43

33,08:00-08:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.46,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,52.09,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,360,103.43

34,08:15-08:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.6,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,52.09,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,360,103.43

35,08:30-08:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,36.43,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.6,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,52.09,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,360,103.43

36,08:45-09:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,36.43,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.6,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,52.09,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,360,103.43

37,09:00-09:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.6,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,37.41,0,0,0,0,30.35,18.87,113.75,51.59,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,380.25,103.43

38,09:15-09:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.6,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,37.41,0,0,0,0,30.35,18.87,113.75,51.59,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,400.5,103.43

39,09:30-09:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,8.83,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.71,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,51.59,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

40,09:45-10:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,8.83,82.08,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.71,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,51.59,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

41,10:00-10:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,8.83,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.71,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,50.83,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

42,10:15-10:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,8.83,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.71,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,50.83,0,0,24.23,46.09,65.6,0,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

43,10:30-10:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,36.43,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.71,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,50.58,0,0,24.23,46.09,65.6,3.85,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

44,10:45-11:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,36.43,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.71,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,207.96,28.06,0,0,0,0,30.35,18.87,113.75,50.58,0,0,24.23,46.09,65.6,7.68,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

45,11:00-11:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.75,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,103.98,37.41,0,0,0,0,30.35,18.87,113.75,50.08,0,0,24.23,46.09,65.6,11.91,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

46,11:15-11:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.75,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,0,37.41,0,0,0,0,30.35,18.87,113.75,50.08,0,0,24.23,46.09,65.6,11.91,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

47,11:30-11:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,11.59,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,27.96,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,0,28.06,0,0,0,0,30.35,18.87,113.75,50.08,0,0,24.23,46.09,65.6,11.91,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

48,11:45-12:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,11.59,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,27.96,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,14.3,667.27,0,0,0,0,0,0,82.67,0,28.06,0,0,0,0,30.35,18.87,113.75,50.08,0,0,24.23,46.09,65.6,11.91,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

49,12:00-12:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,8.83,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.72,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,0,28.06,0,0,0,0,30.35,18.87,113.75,49.81,0,0,24.23,46.09,65.6,11.91,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

50,12:15-12:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,8.83,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,29.26,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,0,28.06,0,0,0,0,30.35,18.87,113.75,49.81,0,0,24.23,46.09,65.6,11.91,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

51,12:30-12:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,8.83,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.81,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,0,28.06,0,0,0,0,30.35,18.87,113.75,49.81,0,0,24.23,46.09,65.6,11.91,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

52,12:45-13:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,8.83,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,30.6,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,0,28.06,0,0,0,0,30.35,18.87,113.75,49.81,0,0,24.23,46.09,65.6,11.91,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

53,13:00-13:15,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.44,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,0,28.06,0,0,0,0,30.35,18.87,113.75,49.56,0,0,24.23,46.09,65.6,10.89,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

54,13:15-13:30,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,31.42,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,82.67,0,28.06,0,0,0,0,30.35,18.87,113.75,49.56,0,0,24.23,46.09,65.6,10.89,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

55,13:30-13:45,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,31.42,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,62,0,28.06,0,0,0,0,30.35,18.87,113.75,49.06,0,0,24.23,46.09,65.6,10.89,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

56,13:45-14:00,45.08,0,0,0,0,0,18.75,689.39,31.84,0,38.75,0,13.25,81.82,0,28.1,0,6.97,175.8,0,0,0,130.84,0,0,26.44,22.41,0,0,148.3,8.63,5.68,125.27,80.18,44.52,0,0,0,20.8,667.27,0,0,0,0,0,0,62,0,28.06,0,0,0,0,30.35,18.87,113.75,49.06,0,0,24.23,46.09,65.6,10.89,5.73,3.23,0,0,37.42,0,0,48.09,410.62,103.43

