Block,Time,KKNPPU2,KOTESHWR,RAPPC,TALA,TALST2,TANDA2,UNCHAHAR2,URI,AURY_CRF,DADRI_CRF,DULHASTI,KGSU3AND4,KHSTPP-I,RIHAND1,SIMHST1,AURY_LF,CHAMERA1,KHSTPP-II,NLCEXP,NNTPP,RIHAND2,RSTPSU1TO6,RSTPSU7,TelanganaSTPP,ANTA_CRF,ANTA_LF,DHAULIGNGA,KGSU1AND2,KUDGI,NAPP,NLCTS2EXP,NTPL,RIHAND3,SINGRAULI_HYDRO,TEHRI,UNCHAHAR1,UNCHAHAR3,VALLURNTECL,CHAMERA3,KKNP,RAPPB,SASAN,AURY_RF,DADRT2,JHAJJAR,TANAKPUR,UNCHAHAR4,AURY_GF,DADRI_GF,BRBCL,BSIUL,CHAMERA2,KOLDAM,PARBATI3,RAMPUR,SIMHST2,URI2,ANTA_GF,ANTA_RF,FSTPP I & II,KISHANGANGA,MAPS,NJPC,NLCIIST1,NLCIIST2,SALAL,SEWA2,SINGRAULI,DADRI_LF,DADRI_RF
14,03:15-03:30,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,42.49,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,14.93,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,42.74,20.8,0,0,20.83,0,0,2.33,0,104.16,21.92,66.85

15,03:30-03:45,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,42.49,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,14.93,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,42.74,20.8,0,0,20.83,0,0,2.33,0,104.16,21.92,66.85

16,03:45-04:00,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,43.71,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,14.93,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,42.74,20.8,0,0,20.83,0,0,2.33,0,104.16,21.92,66.85

17,04:00-04:15,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,43.71,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,14.93,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,42.74,20.8,0,0,20.83,0,0,2.33,0,104.16,21.92,66.85

18,04:15-04:30,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,14.93,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,42.74,20.8,0,0,20.83,0,0,2.33,0,104.16,21.92,66.85

19,04:30-04:45,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,14.93,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,42.74,20.8,0,0,20.83,0,0,2.33,0,104.16,21.92,66.85

20,04:45-05:00,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,14.93,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,42.74,20.8,0,0,20.83,0,0,2.33,0,104.16,21.92,66.85

21,05:00-05:15,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,14.93,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,42.74,20.8,0,0,42.43,0,0,2.33,0,104.16,21.92,66.85

22,05:15-05:30,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,14.93,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,42.74,20.8,0,0,69.6,0,0,2.33,0,104.16,21.92,66.85

23,05:30-05:45,0,8.87,52.03,0,0,0,42.4,1.66,0,0,49.43,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,15.56,20.56,26.39,0,19.36,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,1.1,8,0,0,0,0,4.57,0,42.74,20.8,0,0,92.61,0,0,2.33,0,104.16,21.92,66.85

24,05:45-06:00,0,8.87,52.03,0,0,0,42.4,1.66,0,0,49.43,0,44.31,92,0,0,11.85,148.3,0,0,118.76,0,0,0,0,0,18.23,0,0,42.08,0,0,124.32,0,15.25,20.56,26.39,0,19.36,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,2.2,13.06,0,2.55,0,0,4.57,0,42.74,20.8,0,0,116.95,0,0,2.33,0,104.16,21.92,66.85

25,06:00-06:15,0,8.87,52.03,0,0,0,42.4,1.66,0,0,49.43,0,44.31,92,0,0,14.05,148.3,0,0,118.76,0,0,0,0,0,27.48,0,0,42.08,0,0,124.32,0,31.13,20.56,26.39,0,19.36,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,6.52,26.34,0,6.36,0,0,4.57,0,41.68,20.8,0,0,140.34,0,0,2.33,0,104.16,21.92,66.85

26,06:15-06:30,0,19.72,52.03,0,0,0,42.4,1.66,0,0,49.43,0,44.31,92,0,0,14.05,148.3,0,0,118.76,0,0,0,0,0,37.65,0,0,42.08,0,0,124.32,0,31.13,20.56,26.39,0,29.06,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,19.56,39.51,0,33.1,0,0,4.57,0,41.68,20.8,0,0,140.34,0,0,2.33,5.27,104.16,21.92,66.85

27,06:30-06:45,0,19.72,52.03,0,0,0,42.4,1.66,0,0,49.43,0,44.31,92,0,0,14.05,148.3,0,0,118.76,0,0,0,0,0,37.65,0,0,42.08,0,0,124.32,0,31.13,20.56,26.39,0,29.06,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,19.56,39.51,0,33.1,0,0,4.57,0,41.68,20.8,0,0,140.34,0,0,2.33,10.54,104.16,21.92,66.85

28,06:45-07:00,0,19.72,52.03,0,0,0,42.4,1.66,0,0,49.43,0,44.31,92,0,0,14.05,148.3,0,0,118.76,0,0,0,0,0,37.65,0,0,42.08,0,0,124.32,0,31.13,20.56,26.39,0,29.06,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,19.56,39.51,0,33.1,0,0,4.57,0,41.68,20.8,0,0,140.34,0,0,2.33,10.54,104.16,21.92,66.85

29,07:00-07:15,0,19.72,52.03,0,0,0,42.4,1.66,0,0,49.43,0,44.31,92,0,0,11.85,148.3,0,0,118.76,0,0,0,0,0,37.65,0,0,42.08,0,0,124.32,0,31.13,20.56,26.39,0,29.06,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,19.56,39.51,0,33.1,0,0,4.57,0,41.68,20.8,0,0,140.34,0,0,2.33,10.54,104.16,21.92,66.85

30,07:15-07:30,0,19.72,52.03,0,0,0,42.4,1.66,0,0,49.43,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,37.65,0,0,42.08,0,0,124.32,0,31.13,20.56,26.39,0,29.06,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,19.56,39.51,0,33.1,0,0,4.57,0,41.68,20.8,0,0,140.34,0,0,18.59,5.27,104.16,21.92,66.85

31,07:30-07:45,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,27.48,0,0,42.08,0,0,124.32,0,14.93,20.56,26.39,0,19.36,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,6.52,26.34,0,33.1,0,0,4.57,0,41.68,20.8,0,0,113.64,0,0,79.38,0,104.16,21.92,66.85

32,07:45-08:00,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,18.23,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,5.76,0,0,0,20.01,1.1,12,0,5.09,0,0,4.57,0,41.68,20.8,0,0,85.42,0,0,79.38,0,104.16,21.92,66.85

33,08:00-08:15,0,8.87,52.03,0,0,0,42.4,39.19,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,9.11,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,11.91,0,0,0,20.01,0,12,0,2.55,0,0,4.57,0,41.68,20.8,0,0,73.96,0,0,79.38,0,104.16,21.92,66.85

34,08:15-08:30,0,8.87,52.03,0,0,0,42.4,39.19,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,11.91,0,0,0,20.01,0,12,0,0,0,0,4.57,0,41.68,20.8,0,0,41.67,0,0,79.38,0,104.16,21.92,66.85

35,08:30-08:45,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.68,20.8,0,0,23.39,0,0,13.95,0,104.16,21.92,66.85

36,08:45-09:00,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.68,20.8,0,0,23.39,0,0,12.78,0,104.16,21.92,66.85

37,09:00-09:15,0,8.87,52.03,0,0,0,42.4,1.66,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.68,20.8,0,0,21.78,0,0,12.78,0,104.16,21.92,66.85

38,09:15-09:30,0,8.87,52.03,0,0,0,42.4,1.66,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.68,20.8,0,0,21.78,0,0,12.78,0,104.16,21.92,66.85

39,09:30-09:45,0,8.87,52.03,0,0,0,42.4,1.66,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,9.68,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.68,20.8,0,0,21.78,0,0,12.78,0,104.16,21.92,66.85

40,09:45-10:00,0,8.87,52.03,0,0,0,42.4,1.66,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.68,20.8,0,0,21.78,0,0,12.78,0,104.16,21.92,66.85

41,10:00-10:15,0,8.87,52.03,0,0,0,42.4,1.66,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.48,20.8,0,0,21.78,0,0,12.78,0,104.16,21.92,66.85

42,10:15-10:30,0,8.87,52.03,0,0,0,42.4,1.66,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.48,20.8,0,0,21.78,0,0,12.78,0,104.16,21.92,66.85

43,10:30-10:45,0,8.87,52.03,0,0,0,42.4,39.19,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.48,20.8,0,0,21.78,0,0,12.78,0,104.16,21.92,66.85

44,10:45-11:00,0,8.87,52.03,0,0,0,42.4,39.19,0,0,16.48,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.48,20.8,0,0,0,0,0,12.78,0,104.16,21.92,66.85

45,11:00-11:15,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.48,20.8,0,0,0,0,0,12.78,0,104.16,21.92,66.85

46,11:15-11:30,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.48,20.8,0,0,0,0,0,12.78,0,104.16,21.92,66.85

47,11:30-11:45,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.48,20.8,0,0,0,0,0,12.78,0,104.16,21.92,66.85

48,11:45-12:00,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.48,20.8,0,0,0,0,0,12.78,0,104.16,21.92,66.85

49,12:00-12:15,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,0,0,0,12.78,0,104.16,21.92,65.76

50,12:15-12:30,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,0,0,0,12.78,0,104.16,21.92,65.76

51,12:30-12:45,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,11.91,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,0,0,0,12.78,0,104.16,21.92,65.76

52,12:45-13:00,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,11.91,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,0,0,0,12.78,0,104.16,21.92,65.76

53,13:00-13:15,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,11.91,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,0,0,0,12.78,0,104.16,21.92,65.76

54,13:15-13:30,0,8.87,52.03,0,0,0,42.4,26.49,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,11.91,0,0,0,20.01,0,2.4,0,0,0,0,10.76,0,41.16,20.8,0,0,21.78,0,0,12.78,0,104.16,21.92,65.76

55,13:30-13:45,0,8.87,52.03,0,0,0,42.4,26.49,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,10.76,0,41.16,20.8,0,0,21.78,0,0,12.78,0,104.16,21.92,65.76

56,13:45-14:00,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,10.76,0,41.16,20.8,0,0,21.78,0,0,12.78,0,104.16,21.92,65.76

57,14:00-14:15,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,10.76,0,41.16,20.8,0,0,21.78,0,0,12.78,0,104.16,21.92,65.76

58,14:15-14:30,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,5.13,0,0,0,20.01,0,2.4,0,0,0,0,10.76,0,41.16,20.8,0,0,41.67,0,0,12.78,0,104.16,21.92,65.76

59,14:30-14:45,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,11.91,0,0,0,20.01,0,2.4,0,0,0,0,10.76,0,41.16,20.8,0,0,41.67,0,0,12.78,0,104.16,21.92,65.76

60,14:45-15:00,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,11.91,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,41.67,0,0,12.78,0,104.16,21.92,65.76

61,15:00-15:15,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,41.67,0,0,12.78,0,104.16,21.92,65.76

62,15:15-15:30,0,8.87,52.03,0,0,0,42.4,1.66,0,0,32.96,0,44.31,92,0,0,0,148.3,0,0,118.76,0,0,0,0,0,0,0,0,42.08,0,0,124.32,0,0,20.56,26.39,0,0,0,0,418.77,70.16,341.57,654.31,6.4,0,0,0,20.01,0,2.4,0,0,0,0,4.57,0,41.16,20.8,0,0,41.67,0,0,12.78,0,104.16,21.92,65.76

