Block,Time Block,BSIUL,CHAMERA1,BRBCL,CHAMERA3,DADRT2,CHAMERA2,DHAULIGNGA,DULHASTI,FSTPP I & II,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,KOLDAM,KKNP,KISHANGANGA,KKNPPU2,KOTESHWR,KUDGI,MAPS,NLCEXP,NJPC,NAPP,NLCIIST1,NLCIIST2,NNTPP,NLCTS2EXP,RAPPC,NTPL,PARBATI3,PARBATI2,RIHAND1,RAPPB,RAPPD,RAMPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,RIHAND3,SINGRAULI,RIHAND2,SASAN,TALST2,UNCHAHAR1,URI,TANAKPUR,TALA,UNCHAHAR4,VALLURNTECL,TelanganaSTPP,URI2,TANDA2,UNCHAHAR3,TEHRI,UNCHAHAR2,AURY_CRF,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,AURY_RF,AURY_LF,AURY_GF,DADRI_CRF,DADRI_RF,DADRI_GF,DADRI_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
18,04:15-04:30,12.59,12.35,19.3,22.56,7.23,31.47,10.59,56.74,10.02,109.5,0,0,114.06,33.41,3.77,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,22.25,21.83,27.25,0,26.37,4.29,0,1.13,0,0,0,64.49,0,48.95,125.95,64.56,374.61,0,10.42,51.15,1.36,7.37,0.97,0,0,36.83,1.81,13.26,28.18,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,12.59,12.35,19.3,17.81,7.23,31.47,10.59,56.74,10.02,109.5,0,0,94.29,27.33,3.77,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,22.25,21.83,19.21,0,26.37,4.29,0,1.13,0,0,0,64.49,0,48.95,107.34,56.27,374.61,0,10.42,51.15,1.36,7.37,0.97,0,0,36.83,1.81,13.26,28.18,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,12.59,12.35,19.3,17.81,7.23,31.47,10.59,56.74,10.02,109.5,0,0,114.05,27.33,3.77,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,22.25,21.83,27.24,0,26.37,4.29,0,1.13,0,0,0,64.49,0,48.95,125.95,64.56,374.61,0,10.42,51.15,1.36,7.37,0.97,0,0,36.83,1.81,13.26,28.18,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,6.29,0,19.3,17.81,7.23,25.48,10.59,56.74,10.02,109.5,0,0,112.29,27.33,3.77,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,22.99,21.83,27.25,0,26.37,4.29,0,1.13,0,0,0,64.49,0,48.95,125.95,64.56,374.61,0,10.42,51.15,1.36,7.09,0.97,0,0,36.83,1.81,13.26,28.18,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,6.29,0,19.3,17.81,7.23,25.48,10.59,56.74,10.02,109.5,0,0,114.06,27.33,3.77,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,22.99,21.83,27.25,0,26.37,4.29,0,1.13,0,0,0,64.49,0,48.95,125.95,64.56,374.61,0,10.42,51.15,1.36,7.09,0.97,0,0,36.83,1.81,13.26,28.18,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,6.29,0,19.3,17.81,7.23,25.48,10.59,56.74,10.02,109.5,0,0,114.06,27.33,3.77,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,22.99,21.83,27.25,0,26.37,4.29,0,1.13,0,0,0,81.88,0,48.95,125.95,64.56,374.61,0,10.42,51.15,1.36,6.52,0.97,0,0,36.83,1.81,13.26,28.18,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,6.29,0,19.3,17.81,7.23,25.48,10.59,56.74,10.02,109.5,0,0,114.06,33.41,3.77,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,22.99,21.83,27.25,0,26.37,4.29,0,1.13,0,0,0,81.88,0,48.95,125.95,64.56,374.61,0,10.42,51.15,1.36,6.52,0.97,0,0,36.83,1.81,13.26,28.18,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,6.29,0,19.3,11.43,83.48,25.48,10.59,56.74,10.02,109.5,0,0,94.92,33.41,3.77,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,22.25,21.83,62.71,0,26.37,4.29,0,1.13,0,0,0,81.88,0,90.55,125.95,94.27,374.61,0,10.42,51.15,3.33,6.52,0.97,0,0,36.83,1.81,13.26,28.18,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,6.29,0,19.3,11.43,13.99,25.48,10.59,56.74,10.02,109.5,0,0,94.29,27.33,3.77,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,22.25,21.83,52.99,0,26.37,4.29,0,1.13,0,0,0,81.88,0,90.55,107.34,81.75,374.61,0,10.42,51.15,3.33,6.52,0.97,0,0,36.83,1.81,13.26,28.18,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,6.29,0,19.3,11.43,7.23,15.73,10.59,56.74,10.02,109.5,0,0,71.55,27.33,3.77,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,22.25,21.83,62.7,0,26.37,4.29,0,1.13,0,0,0,81.88,0,90.55,125.95,94.27,374.61,0,10.42,51.15,3.33,7.09,0.97,0,0,36.83,1.81,13.26,17.93,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,6.29,0,19.3,11.43,7.23,15.73,10.59,56.74,10.02,109.5,0,0,71.55,24.63,3.77,0,8.41,0,10.08,0,0,0,89.86,22.75,0,0,0,0,66.34,0,22.25,21.83,62.71,0,26.37,3.6,0,1.13,0,0,0,81.88,0,90.55,125.95,94.27,374.61,0,10.42,51.15,3.33,7.09,0.97,0,0,36.83,1.81,13.26,17.93,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,6.29,0,19.3,11.43,7.23,15.73,10.59,56.74,10.02,109.5,0,0,72.81,28.05,2.31,0,8.41,0,10.08,0,0,0,89.86,22.75,0,0,0,0,66.34,0,22.25,21.83,62.71,0,26.37,3.6,0,1.13,0,0,0,81.88,0,90.55,125.95,94.27,374.61,0,10.42,49.55,3.33,7.09,0.97,0,0,36.83,1.81,13.26,8.92,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,6.29,0,19.3,11.43,7.23,15.73,10.59,56.74,10.02,109.5,0,0,74.09,28.05,0,0,8.41,0,10.08,0,0,0,89.86,22.75,0,0,0,0,66.34,0,22.25,21.83,62.71,0,26.37,3.6,0,1.13,0,0,0,81.88,0,90.55,125.95,94.27,374.61,0,10.42,49.55,3.33,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,6.29,0,18.52,11.43,7.23,15.73,10.59,56.74,10.02,109.5,0,0,74.09,28.05,0,0,8.41,0,10.08,0,0,0,89.86,22.75,0,0,0,0,66.34,0,22.25,21.83,62.71,0,26.37,3.6,0,1.13,0,0,0,81.88,0,90.55,125.95,94.27,374.61,0,10.42,49.55,11.13,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,6.29,0,18.87,11.43,7.23,15.73,10.59,56.74,10.02,109.5,0,0,74.32,28.05,0,0,8.41,0,10.08,0,0,0,89.86,22.75,0,0,0,0,66.34,0,22.25,21.83,62.71,0,26.37,3.6,0,1.13,0,0,0,81.88,0,70.27,99.43,80.48,374.61,0,10.42,49.55,11.13,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,6.29,0,18.96,17.81,7.23,25.48,10.59,56.74,10.02,109.5,0,0,79.77,28.05,0,0,8.41,0,10.08,0,0,0,89.86,22.75,0,0,0,0,66.34,0,22.25,21.83,62.71,0,26.37,3.6,0,1.12,0,0,0,81.88,0,70.27,92.51,80.48,374.61,0,10.42,49.55,7.41,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,6.29,0,19.09,17.81,7.23,25.48,10.59,56.74,10.02,109.5,0,0,79.77,28.05,0,0,8.41,0,10.08,0,0,0,89.86,22.75,0,0,0,0,66.34,0,22.25,21.83,62.71,0,26.37,3.6,0,1.12,0,0,0,81.88,0,70.27,92.51,80.48,380.05,0,10.42,49.55,4.32,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,6.29,0,19.3,11.43,7.23,25.48,10.59,56.74,10.02,109.5,0,0,79.77,28.05,0,0,8.41,0,10.08,0,0,0,89.86,22.75,0,0,0,0,66.34,0,22.25,21.83,62.71,0,26.37,3.6,0,1.12,0,0,0,79.63,0,70.27,92.51,80.48,382.48,0,10.42,49.55,4.32,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,6.29,0,19.3,11.43,7.23,25.48,10.59,56.74,10.02,109.5,0,0,79.77,28.05,0,0,8.41,0,10.08,0,0,0,89.86,22.75,0,0,0,0,66.34,0,22.25,21.83,62.71,0,26.37,3.6,0,1.12,0,0,0,79.63,0,70.27,92.51,80.48,382.48,0,10.42,49.55,4.32,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,6.29,0,18.77,11.43,7.23,15.73,0,56.74,10.02,109.5,0,0,79.77,28.05,0,0,8.41,0,10.08,0,0,0,89.86,22.75,0,0,0,0,66.34,0,22.25,21.83,52.99,0,26.37,3.6,0,1.12,0,0,0,79.63,0,70.27,82.59,80.48,338.63,0,10.42,49.55,4.32,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,6.29,0,17.85,11.43,7.23,15.73,0,56.74,10.02,109.5,0,0,79.77,28.05,0,0,8.41,0,10.08,0,0,0,89.86,22.75,0,0,0,0,66.34,0,22.25,21.83,52.99,0,26.37,3.6,0,1.12,0,0,0,79.63,0,70.27,82.59,80.48,309.55,0,10.42,49.55,4.32,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,6.29,0,19.3,11.43,7.23,15.73,0,56.74,10.02,109.5,0,0,77.08,28.05,0,0,8.41,0,10.08,0,0,0,89.86,22.75,0,0,0,0,66.34,0,16.31,10.92,52.99,0,26.37,3.6,0,1.12,0,0,0,79.63,0,70.27,82.59,80.48,309.55,0,10.42,49.55,4.32,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,6.29,0,19.3,11.43,7.23,15.73,0,56.74,10.02,109.5,0,0,77.08,28.05,0,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,16.31,10.92,52.99,0,26.37,4.29,0,1.12,0,0,0,79.63,0,70.27,82.59,80.48,309.55,0,10.42,49.55,4.32,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,6.29,0,19.3,11.43,7.23,15.73,0,56.74,10.02,109.5,0,0,77.08,28.05,0,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,4.15,10.92,52.99,0,26.37,4.29,0,1.12,0,0,0,79.63,0,70.27,82.59,80.48,248.16,0,10.42,49.55,4.32,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,6.29,0,18.86,11.43,7.23,15.73,0,56.74,10.02,109.5,0,0,85.21,28.05,0,0,8.41,0,10.08,0,0,0,106.96,22.75,0,0,0,0,66.34,0,4.15,10.92,52.99,0,26.37,4.29,0,1.12,0,0,0,79.63,0,70.27,82.59,80.48,248.16,0,10.42,49.55,4.32,7.09,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,6.29,0,19.15,0,7.23,15.73,0,56.74,10.02,109.5,0,0,84.55,28.05,0,0,8.41,0,10.08,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,10.92,52.99,0,26.37,3.21,0,1.12,0,0,0,79.63,0,70.27,82.59,80.48,341.04,0,10.42,49.23,4.32,12.49,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,6.29,0,15.2,0,7.23,0,0,56.74,10.02,109.5,0,0,84.55,28.05,0,0,8.41,0,10.08,0,0,0,53.49,22.75,0,0,0,0,66.34,0,4.15,10.92,52.99,0,26.37,2.14,0,1.12,0,0,0,79.63,0,70.27,82.59,80.48,341.04,0,10.42,49.23,4.32,12.49,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,6.29,0,15.6,0,7.23,0,0,56.74,10.02,107.45,0,0,80.81,28.05,0,0,8.41,0,10.08,0,0,0,53.49,22.75,0,0,0,0,66.34,0,4.15,10.92,63.42,0,26.37,2.14,0,1.12,0,0,0,64.49,0,70.27,92.06,80.48,341.04,0,10.42,49.23,4.32,13.91,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,6.29,0,15.66,0,7.23,0,0,56.74,10.02,107.45,0,0,80.81,28.05,0,0,8.41,0,10.08,0,0,0,53.49,22.75,0,0,0,0,66.34,0,4.15,10.92,63.42,0,26.37,2.14,0,1.12,0,0,0,64.49,0,70.27,92.06,80.48,345.87,0,10.42,49.23,4.32,13.91,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,6.29,0,16.5,0,7.23,0,0,56.74,10.02,107.45,0,0,83.97,28.05,0,0,8.41,0,10.08,0,0,0,53.49,22.75,0,0,0,0,66.34,0,4.15,10.92,63.42,0,26.37,2.14,0,1.12,0,0,0,64.49,0,70.27,92.06,80.48,345.87,0,10.42,49.23,4.32,13.91,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,6.29,0,18.42,0,7.23,0,0,56.74,10.02,107.45,0,0,83.97,28.05,0,0,8.41,0,10.08,0,0,0,53.49,22.75,0,0,0,0,66.34,0,4.15,10.92,63.42,0,26.37,2.14,0,1.12,0,0,0,64.49,0,70.27,92.06,80.48,368.07,0,10.42,49.23,4.32,13.91,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,6.29,0,19.3,0,7.23,0,0,56.74,10.02,107.45,0,0,83.97,28.05,0,0,8.41,0,7.28,0,0,0,53.49,22.75,0,0,0,0,66.34,0,4.15,10.92,63.42,0,26.37,2.14,0,1.12,0,0,0,51.59,0,70.27,92.06,80.48,372.35,0,10.42,49.23,4.32,13.91,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,6.29,0,19.3,0,7.23,0,0,56.74,10.02,107.45,0,0,83.97,28.05,0,0,8.41,0,7.28,0,0,0,53.49,22.75,0,0,0,0,66.34,0,4.15,10.92,63.42,0,26.37,2.14,0,1.12,0,0,0,51.59,0,70.27,92.06,80.48,372.35,0,10.42,49.23,4.32,13.91,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,6.29,0,19.3,0,7.23,0,0,56.74,10.02,107.45,0,0,83.97,28.05,0,0,8.41,0,7.28,0,0,0,53.49,22.75,0,0,0,0,66.34,0,4.15,10.92,63.42,0,26.37,2.14,0,1.12,0,0,0,51.59,0,70.27,92.06,80.48,372.35,0,10.42,49.23,3.33,13.91,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,6.29,0,18.6,0,7.23,0,0,56.74,10.02,107.45,0,0,83.97,28.05,0,0,8.41,0,7.28,0,0,0,53.49,22.75,0,0,0,0,66.34,0,4.15,10.92,63.42,0,26.37,2.14,0,1.12,0,0,0,51.59,0,70.27,92.06,80.48,372.35,0,10.42,49.23,3.33,13.91,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,6.29,0,19.3,0,7.23,0,0,56.74,10.02,107.45,0,0,83.97,28.05,0,0,8.41,0,7.28,0,0,0,80.23,22.75,0,0,0,0,66.34,0,4.15,10.92,63.42,0,26.37,3.21,0,1.12,0,0,0,51.59,0,70.27,92.06,80.48,404.2,0,10.42,49.23,3.33,13.91,0.97,0,0,36.83,1.81,13.26,0,23.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

