Block,Time Block,SINGRAULI_HYDRO,TALST2,SINGRAULI,TANAKPUR,TALA,TANDA2,ANTA_LF,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_GF,UNCHAHAR4,URI2,ANTA_CRF,UNCHAHAR3,AURY_GF,AURY_CRF,ANTA_RF,AURY_LF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,BSIUL,DHAULIGNGA,DADRT2,DULHASTI,SASAN,RSTPSU7,SIMHST2,SALAL,SIMHST1,SEWA2,KHSTPP-I,NTPL,RIHAND3,PARBATI3,RAPPB,RIHAND2,NLCEXP,NLCIIST1,RIHAND1,NLCIIST2,RAMPUR,NLCTS2EXP,RSTPSU1TO6,RAPPC,NNTPP,KGSU1AND2,KGSU3AND4,KOLDAM,KKNP,KKNPPU2,KUDGI,MAPS,NJPC,KOTESHWR,NAPP,FSTPP I & II,JHAJJAR,KISHANGANGA,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
26,06:15-06:30,0,0,123.69,12.55,9.01,0,0,0,41.13,49.27,30.2,19.95,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,29.65,39.57,14.55,13.63,18.98,36.52,220.12,48.44,336.14,0,0,25.36,0,0,43.58,0,120.6,47.54,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,113.45,38.26,39.69,19.42,233.99,0,143.87,0,0,0,0,0

27,06:30-06:45,0,0,123.69,12.55,8.73,0,0,0,41.13,49.27,30.2,19.95,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,29.65,39.57,14.55,13.63,18.98,36.52,220.12,48.44,336.14,0,0,25.36,0,0,43.58,0,120.6,47.54,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,113.45,38.26,39.69,19.42,233.99,0,143.87,0,0,0,0,0

28,06:45-07:00,0,0,123.69,12.55,8.44,0,0,0,41.13,10.71,30.2,19.95,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,29.65,39.57,14.55,13.63,18.98,36.52,220.12,48.44,336.14,0,0,25.36,0,0,43.58,0,120.6,47.54,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,113.45,38.26,39.69,19.42,233.99,0,143.87,0,0,0,0,0

29,07:00-07:15,0,0,123.69,11.19,8.3,0,0,0,41.13,8.57,15.09,19.95,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,18.78,25.55,14.55,11.5,6.33,26.66,220.12,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,47.54,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,113.45,19.13,39.69,19.42,233.99,0,143.87,0,0,0,0,0

30,07:15-07:30,0,0,123.69,11.19,8.3,0,0,0,41.13,8.57,0,19.95,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,9.39,25.55,14.55,0,6.33,17.68,220.12,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,7.41,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,82.68,8.6,39.69,19.42,233.99,0,143.87,0,0,0,0,0

31,07:30-07:45,0,0,123.69,11.19,8.3,0,0,0,41.13,8.57,0,16.73,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,9.39,12.78,14.55,0,6.33,8.84,218.49,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,3.08,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,19.42,233.99,0,143.87,0,0,0,0,0

32,07:45-08:00,0,0,123.69,11.19,8.44,0,0,0,41.13,8.57,0,16.73,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,9.39,12.78,14.55,0,6.33,8.84,197.07,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,19.42,233.99,0,143.87,0,0,0,0,0

33,08:00-08:15,0,0,123.69,11.19,8.44,0,0,0,41.13,8.57,0,14.58,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,9.39,12.78,14.55,0,6.33,8.84,182.24,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,19.42,233.99,0,143.87,0,0,0,0,0

34,08:15-08:30,0,0,123.69,11.19,8.58,0,0,0,41.13,8.57,0,14.58,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,9.39,12.78,14.55,0,6.33,8.84,182.24,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,19.42,226.25,0,143.87,0,0,0,0,0

35,08:30-08:45,0,0,123.69,11.19,8.58,0,0,0,36.5,49.27,0,14.58,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,9.39,12.78,14.55,0,6.33,8.84,182.24,47.95,336.14,0,0,39.46,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,19.42,226.25,0,143.87,0,0,0,0,0

36,08:45-09:00,0,0,123.69,11.19,8.73,0,0,0,36.5,49.27,0,14.58,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,9.39,12.78,14.55,0,6.33,8.84,182.24,47.95,336.14,0,0,77.01,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,19.42,226.25,0,143.87,0,0,0,0,0

37,09:00-09:15,0,0,123.69,11.19,9.29,0,0,0,41.13,10.71,0,16.73,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,9.39,12.78,14.55,0,6.33,8.84,187.37,47.95,336.14,0,0,77.01,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,19.42,233.99,0,143.87,0,0,0,0,0

38,09:15-09:30,0,0,123.69,11.19,9.29,0,0,0,41.13,6.43,0,16.73,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,0,12.78,14.55,0,6.33,8.84,187.37,47.95,336.14,0,0,77.01,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,19.42,233.99,0,143.87,0,0,0,0,0

39,09:30-09:45,0,0,123.69,11.19,9.29,0,0,0,41.13,6.43,0,16.73,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,0,12.78,14.55,0,6.33,8.84,187.37,47.95,336.14,0,0,77.01,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,68.07,8.6,39.69,19.42,233.99,0,143.87,0,0,0,0,0

40,09:45-10:00,0,0,123.69,11.19,9.29,0,0,0,41.13,6.43,0,19.95,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,6.33,8.84,198.7,47.95,336.14,0,0,39.46,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,233.99,0,143.87,0,0,0,0,0

41,10:00-10:15,0,0,123.69,11.19,9.29,0,0,0,41.13,49.27,0,19.95,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,6.33,8.84,190.94,47.95,336.14,0,0,37.2,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,233.99,0,143.87,0,0,0,0,0

42,10:15-10:30,0,0,123.69,11.19,9.29,0,0,0,41.13,49.27,0,19.95,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,6.33,8.84,208.4,47.95,336.14,0,0,37.2,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,233.99,0,143.87,0,0,0,0,0

43,10:30-10:45,0,0,123.69,11.19,9.01,0,0,0,41.13,10.71,0,19.95,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,6.33,8.84,190.45,47.95,336.14,0,0,37.2,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,233.99,0,143.87,0,0,0,0,0

44,10:45-11:00,0,0,123.69,11.19,9.01,0,0,0,41.13,6.43,0,19.95,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,6.33,8.84,193.85,47.95,336.14,0,0,37.2,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,233.99,0,143.87,0,0,0,0,0

45,11:00-11:15,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,6.33,8.84,190.94,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,229.9,0,143.87,0,0,0,0,0

46,11:15-11:30,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,6.33,8.84,200.64,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,229.9,0,143.87,0,0,0,0,0

47,11:30-11:45,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,8.84,208.4,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,229.9,0,143.87,0,0,0,0,0

48,11:45-12:00,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,8.84,220.12,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,229.9,0,143.87,0,0,0,0,0

49,12:00-12:15,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,8.84,220.12,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,229.9,0,143.87,0,0,0,0,0

50,12:15-12:30,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,8.84,220.12,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,229.9,0,143.87,0,0,0,0,0

51,12:30-12:45,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,8.84,220.12,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,229.9,0,143.87,0,0,0,0,0

52,12:45-13:00,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,8.84,220.12,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,229.9,0,143.87,0,0,0,0,0

53,13:00-13:15,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,8.84,220.12,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,276.36,0,143.87,0,0,0,0,0

54,13:15-13:30,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,8.84,220.12,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,19.42,326.24,0,143.87,0,0,0,0,0

55,13:30-13:45,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,8.84,220.12,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,20.18,342.91,0,143.87,0,0,0,0,0

56,13:45-14:00,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,8.84,220.12,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,20.18,344.85,0,143.87,0,0,0,0,0

57,14:00-14:15,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,8.46,221.92,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,20.18,367.91,0,143.87,0,0,0,0,0

58,14:15-14:30,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,8.84,221.92,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,20.18,367.91,0,143.87,0,0,0,0,0

59,14:30-14:45,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,17.68,221.92,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,20.18,390,0,143.87,0,0,0,0,0

60,14:45-15:00,0,0,123.69,11.19,9.07,0,0,0,33.26,6.43,0,16.04,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,2.33,14.55,0,0,17.68,221.92,47.95,336.14,0,0,25.36,0,0,43.58,0,120.6,0,0,115.21,0,0,44.62,0,0,0,0,50.1,0,0,0,0,0,0,0,0,45.38,8.6,39.69,20.18,412.08,0,143.87,0,0,0,0,0

