Block,Time Block,KISHANGANGA,KHSTPP-II,KKNP,NLCIIST2,NLCIIST1,NLCTS2EXP,NNTPP,KHSTPP-I,NJPC,NAPP,NLCEXP,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,RIHAND1,RIHAND2,RIHAND3,RAPPB,RAPPC,KGSU1AND2,KGSU3AND4,MAPS,SIMHST2,SINGRAULI,SIMHST1,TALST2,SINGRAULI_HYDRO,TALA,UNCHAHAR2,URI,TEHRI,VALLURNTECL,TANDA2,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,BRBCL,BSIUL,KUDGI,KKNPPU2,KOLDAM,KOTESHWR,SASAN,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,JHAJJAR,DULHASTI,FSTPP I & II,DHAULIGNGA,PARBATI3,RAMPUR,NTPL,CHAMERA2,DADRT2,CHAMERA1,CHAMERA3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,95.32,0,0,0,0,0,38.09,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,121.45,0,0,0,0,15.32,0.85,0,0,0,14.94,0,4.41,0,4.95,0,14.43,0,0,0,0,8.55,336.45,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,1.54,570.89,0,0,0,0,0,0,0

7,01:30-01:45,0,95.32,0,0,0,0,0,38.09,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,121.45,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,0,4.95,0,13.56,0,0,0,0,8.55,349.9,0,0,12.32,0,234.7,15.89,15.08,0,0,0,0,1.54,537.15,0,0,0,0,0,0,0

8,01:45-02:00,0,95.32,0,0,0,0,0,38.09,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,121.45,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,0,4.95,0,15.74,0,0,0,0,8.55,365,0,0,67.22,0,234.7,15.89,15.08,0,0,0,0,1.54,528.47,0,0,0,0,0,0,0

9,02:00-02:15,0,83.65,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,121.45,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,0,4.95,0,15.28,0,0,0,0,8.55,373.44,0,0,67.22,0,234.7,15.89,15.08,0,0,0,0,1.54,517.87,0,0,0,0,0,0,0

10,02:15-02:30,0,83.65,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,121.45,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,0,4.95,0,14.52,0,0,0,0,8.55,380.31,0,0,67.22,0,234.7,15.89,15.08,0,0,0,0,1.54,508.23,0,0,0,0,0,0,0

11,02:30-02:45,0,83.65,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,121.45,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,0,9.88,0,14.93,0,0,0,0,8.55,389.62,0,0,67.22,0,234.7,15.89,15.08,0,0,0,0,1.54,435.92,0,0,0,0,0,0,0

12,02:45-03:00,0,83.65,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,121.45,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,0,9.88,0,16.38,0,0,0,0,8.55,400.58,0,0,13.45,0,234.7,15.89,15.08,0,0,0,0,1.54,435.92,0,0,0,0,0,0,0

13,03:00-03:15,0,83.65,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,121.45,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,2.14,9.88,0,15.26,0,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,15.08,0,0,0,0,1.54,449.16,0,0,0,0,0,0,0

14,03:15-03:30,0,83.65,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,121.45,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,3.99,4.95,0,14.7,0,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,15.08,0,0,0,0,1.54,453.99,0,0,0,0,0,0,0

15,03:30-03:45,0,83.65,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,127.41,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,6.18,4.95,0,16.85,0,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,15.08,0,0,0,0,1.54,456.87,0,0,0,0,0,0,0

16,03:45-04:00,0,83.65,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.11,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,6.65,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,15.08,0,0,0,0,1.54,462.21,0,0,0,0,0,0,0

17,04:00-04:15,0,83.65,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,123.45,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,8.87,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,1.54,478.76,0,0,0,0,0,0,0

18,04:15-04:30,0,83.65,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,123.74,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,9.32,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,1.54,495.27,0,0,0,0,0,0,0

19,04:30-04:45,0,83.65,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,123.74,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,11.58,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,1.54,519.59,0,0,0,0,0,0,0

20,04:45-05:00,0,83.65,0,0,0,0,0,37.88,22.55,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,123.74,0,0,0,0,15.32,1.17,0,0,0,14.94,0,4.41,11.98,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,1.54,530.11,0,0,0,0,0,0,0

21,05:00-05:15,0,83.65,0,0,0,0,0,37.88,45.1,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,123.74,0,0,0,0,15.32,1.17,14.89,0,0,14.94,0,4.41,11.98,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,1.54,537.85,0,0,0,0,0,0,0

22,05:15-05:30,0,83.65,0,0,0,0,0,37.88,67.65,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,123.74,0,0,0,0,15.32,1.17,29.76,0,0,14.94,0,4.41,14.31,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,1.54,534.6,0,0,0,0,0,0,0

23,05:30-05:45,0,83.65,0,0,0,0,0,37.88,90.2,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,123.74,0,0,0,0,15.32,1.17,29.76,0,0,14.94,0,4.41,14.45,4.95,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,8.8,0,0,0,1.54,493.76,0,0,0,0,0,0,0

24,05:45-06:00,0,83.65,0,0,0,0,0,37.88,112.75,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,123.74,0,0,0,0,15.32,1.17,44.65,0,0,14.94,0,4.41,15.76,4.95,0,19.28,1.06,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,17.61,0,0,0,3.6,455.2,0,9.33,0,0,0,0,0

25,06:00-06:15,0,95.32,0,0,0,0,0,38.09,112.75,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,123.74,0,0,0,0,15.32,1.17,60.01,0,0,14.94,0,4.41,15.76,4.95,0,19.28,6.29,0,0,0,8.55,403.74,0,0,2.25,0,234.7,31.78,15.08,26.42,3.68,0,0,7.71,406.99,11.42,18.66,0,0,0,0,0

26,06:15-06:30,0,95.32,0,0,0,0,0,38.09,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,123.74,0,0,0,0,15.32,1.17,60.01,0,0,14.94,0,4.41,16.93,4.95,0,19.28,12.57,0,0,0,19.01,403.74,0,0,13.45,5.08,234.7,47.66,15.08,35.24,15.96,0,0,38.09,362.24,27.04,28.02,0,0,0,0,0

27,06:30-06:45,0,95.32,0,0,0,0,0,38.09,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,123.74,0,0,0,0,15.32,34.06,60.01,0,0,14.94,0,4.41,16.93,4.95,0,19.28,12.57,0,0,0,19.01,403.74,0,0,67.22,10.16,234.7,47.66,17.86,35.24,15.96,0,0,38.09,362.24,40.59,28.02,0,0,0,0,0

28,06:45-07:00,0,95.32,0,0,0,0,0,38.09,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,123.74,0,0,0,0,15.32,34.06,60.01,0,0,14.94,0,4.41,18.1,4.95,0,19.28,12.57,0,0,0,19.01,403.74,0,0,67.22,10.16,234.7,47.66,17.86,35.24,15.96,0,0,38.09,385.24,40.59,28.02,0,0,0,0,0

29,07:00-07:15,0,95.32,0,0,0,0,0,38.09,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,2.66,60.01,0,0,14.94,0,4.41,19.33,4.95,0,19.28,12.57,0,0,0,19.01,403.74,0,0,67.22,10.16,234.7,47.66,17.86,35.24,15.96,0,0,38.09,400.69,38.08,28.02,0,0,0,0,0

30,07:15-07:30,0,95.32,0,0,0,0,0,38.09,135.3,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,0.85,60.01,0,0,14.94,0,4.41,19.33,4.95,0,19.28,12.57,0,0,0,19.01,403.74,0,0,67.22,5.08,234.7,47.66,17.86,35.24,15.96,0,0,38.09,431.15,27.04,28.02,0,0,0,0,0

31,07:30-07:45,0,95.32,0,0,0,0,0,38.09,112.75,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,0.85,44.65,0,0,14.94,0,4.41,19.33,4.32,0,19.28,12.57,0,0,0,8.55,403.74,0,0,13.45,0,234.7,31.78,17.86,26.42,15.96,0,0,3.86,503.4,11.42,18.66,0,0,0,0,0

32,07:45-08:00,0,95.32,0,0,0,0,0,38.09,90.2,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,0.85,29.76,0,0,14.94,0,4.41,19.33,4.32,0,19.28,12.57,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,17.86,17.61,3.43,0,0,1.54,544.28,0,9.33,0,0,0,0,0

33,08:00-08:15,0,82.76,0,0,0,0,0,37.88,67.65,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,2.13,14.89,0,0,14.94,0,4.41,19.33,4.32,0,19.28,12.57,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,17.86,8.8,0,0,0,1.54,549.16,0,0,0,0,0,0,0

34,08:15-08:30,0,82.76,0,0,0,0,0,37.88,38.81,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,34.06,14.89,0,0,14.94,0,4.41,19.33,4.32,0,19.28,6.29,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,17.86,0,0,0,0,1.54,559.78,0,0,0,0,0,0,0

35,08:30-08:45,0,82.76,0,0,0,0,0,37.88,22.55,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,34.06,0,0,0,14.94,0,18.15,19.33,4.32,0,19.28,6.29,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,17.86,0,0,0,0,1.54,580.17,0,0,0,0,0,0,0

36,08:45-09:00,0,82.76,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,2.66,0,0,0,14.94,0,18.15,19.33,4.32,0,19.28,6.29,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,16.01,0,0,0,0,1.54,565.56,0,0,0,0,0,0,0

37,09:00-09:15,0,82.76,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,0.85,0,0,0,14.94,0,18.15,19.33,9.88,0,19.28,0,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,15.08,0,0,0,0,1.54,551.12,0,0,0,0,0,0,0

38,09:15-09:30,0,82.76,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,0.85,0,0,0,14.94,0,18.15,19.33,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,15.08,0,0,0,0,1.54,547.28,0,0,0,0,0,0,0

39,09:30-09:45,0,82.76,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,0.85,0,0,0,14.94,0,18.15,19.33,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,17.86,0,0,0,0,1.54,546.34,0,0,0,0,0,0,0

40,09:45-10:00,0,82.76,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,0.85,0,0,0,14.94,0,18.15,19.33,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,12.32,0,234.7,15.89,17.86,0,0,0,0,1.54,532.86,0,0,0,0,0,0,0

41,10:00-10:15,0,82.76,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,0.85,0,0,0,14.94,0,10.37,19.33,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,17.86,0,0,0,0,1.54,470.17,0,0,0,0,0,0,0

42,10:15-10:30,0,82.76,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,2.13,0,0,0,14.94,0,10.37,19.33,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,17.86,0,0,0,0,1.54,440.39,0,0,0,0,0,0,0

43,10:30-10:45,0,82.76,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,34.06,0,0,0,14.94,0,4.41,19.33,4.32,0,18.49,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,17.86,0,0,0,0,1.54,412.98,0,0,0,0,0,0,0

44,10:45-11:00,0,82.76,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,34.06,0,0,0,14.94,0,4.41,19.33,4.32,0,18.39,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,17.86,0,0,0,0,1.54,422.34,0,0,0,0,0,0,0

45,11:00-11:15,0,82.76,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,0.64,0,0,0,14.94,0,4.41,19.33,9.88,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,1.54,406.62,0,0,0,0,0,0,0

46,11:15-11:30,0,82.76,0,0,0,0,0,37.88,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,130.29,0,0,0,0,15.32,0.64,0,0,0,14.94,0,4.41,19.33,4.32,0,19.17,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,15.08,0,0,0,0,1.54,391.09,0,0,0,0,0,0,0

47,11:30-11:45,0,82.76,0,0,0,0,0,35.91,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.63,0,0,0,0,15.32,0.64,0,0,0,14.94,0,4.41,19.33,4.32,0,16.84,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,15.08,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

48,11:45-12:00,0,82.76,0,0,0,0,0,35.91,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,0.64,0,0,0,14.94,0,4.41,19.33,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,15.08,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

49,12:00-12:15,0,95.32,0,0,0,0,0,35.91,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,0.64,0,0,0,14.94,0,4.41,19.33,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,15.08,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

50,12:15-12:30,0,95.32,0,0,0,0,0,35.91,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,0.64,0,0,0,11.58,0,4.41,19.33,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,15.08,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

51,12:30-12:45,0,82.93,0,0,0,0,0,35.91,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,11.65,0.64,0,0,0,11.58,0,10.37,14.42,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,15.08,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

52,12:45-13:00,0,70.79,0,0,0,0,0,35.91,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,11.65,0.64,0,0,0,11.58,0,10.37,14.42,9.88,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,15.08,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

53,13:00-13:15,0,70.79,0,0,0,0,0,28.78,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,11.65,0.64,0,0,0,11.58,0,10.37,14.42,9.88,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,11.18,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

54,13:15-13:30,0,70.79,0,0,0,0,0,28.78,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,11.65,0.64,0,0,0,11.58,0,10.37,14.42,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,11.18,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

55,13:30-13:45,0,70.79,0,0,0,0,0,28.78,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,11.65,34.06,0,0,0,11.58,0,4.41,14.42,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,11.18,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

56,13:45-14:00,0,70.79,0,0,0,0,0,28.78,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,11.65,34.06,0,0,0,11.58,0,4.41,14.42,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,11.18,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

57,14:00-14:15,0,70.79,0,0,0,0,0,28.78,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,11.65,0.64,0,0,0,11.58,0,4.41,14.42,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,11.18,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

58,14:15-14:30,0,70.79,0,0,0,0,0,28.78,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,11.65,0.64,0,0,0,11.58,0,4.41,14.42,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,11.18,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

59,14:30-14:45,0,70.79,0,0,0,0,0,40.39,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,11.65,0.64,0,0,0,11.58,0,5.84,14.42,9.88,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,17.73,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

60,14:45-15:00,0,70.79,0,0,0,0,0,40.39,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,11.65,0.64,0,0,0,11.58,0,5.84,14.42,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,231.38,15.89,17.86,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

61,15:00-15:15,0,70.79,0,0,0,0,0,40.39,0,40.88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,114.5,119.86,0,50.64,0,0,0,0,134.67,0,0,0,0,15.32,0.64,0,0,0,15.45,0,5.84,19.33,4.32,0,19.28,0,0,0,0,8.55,403.74,0,0,2.25,0,234.7,15.89,17.86,0,0,0,0,1.54,362.24,0,0,0,0,0,0,0

