Block,Time Block,DHAULIGNGA,DULHASTI,FSTPP I & II,RAMPUR,RIHAND1,RAPPD,RAPPC,SALAL,RIHAND2,RAPPB,RIHAND3,SEWA2,SIMHST1,RSTPSU1TO6,RSTPSU7,SASAN,TALA,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,DADRT2,CHAMERA3,CHAMERA2,PARBATI3,PARBATI2,NTPL,CHAMERA1,BSIUL,BRBCL,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NLCTS2EXP,NAPP,NNTPP,MAPS,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KUDGI,KISHANGANGA,KGSU1AND2,KGSU3AND4,JHAJJAR,KHSTPP-I,AURY_CRF,DADRI_CRF,DADRI_RF,ANTA_RF,AURY_RF,DADRI_LF,ANTA_LF,AURY_GF,AURY_LF,DADRI_GF,ANTA_GF,KHSTPP-II,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,ANTA_CRF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,URI2,UNCHAHAR3,TANDA2,TALST2,TANAKPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
20,04:45-05:00,40.99,36.99,17.44,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,22.57,0,0,71.34,189.34,21.83,45.48,50.23,24.8,0,40.69,18.88,22.19,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,277.64,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.65,46.88,0,20.49,1.33,0,185.89,32.36,25.77,2.3,0,11.5,0,0,0,0,0

21,05:00-05:15,40.99,36.99,17.44,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,22.27,0,0,71.34,307.59,21.83,45.48,50.23,24.8,0,40.69,18.88,21.81,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,267.02,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.65,14.91,0,20.09,0.8,0,185.89,32.36,25.14,1.25,0,11.5,0,0,0,0,0

22,05:15-05:30,40.99,36.99,17.44,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,22,0,0,71.34,398.81,21.83,45.48,50.23,24.8,0,40.69,18.88,24.12,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,306.6,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.65,6.4,0,20.09,0.8,0,185.89,32.36,25.14,1.38,0,11.5,0,0,0,0,0

23,05:30-05:45,40.99,36.99,17.44,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,21.85,0,0,71.34,431.81,21.83,45.48,50.23,24.8,0,40.69,18.88,24.12,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,382.01,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.65,6.4,0,20.09,0.8,0,185.89,32.36,25.14,1.38,0,11.5,0,0,0,0,0

24,05:45-06:00,40.99,36.99,17.44,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,21.71,0,0,71.34,422.15,21.83,45.48,50.23,24.8,0,40.69,18.88,20.56,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,439.93,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.65,14.91,0,20.09,0.8,0,185.89,32.36,25.14,1.38,0,11.5,0,0,0,0,0

25,06:00-06:15,40.99,36.99,17.44,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,21.43,0,0,71.34,402.85,21.83,45.48,50.23,24.8,0,40.69,18.88,20.45,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,326.03,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.65,14.91,0,20.09,0.8,0,185.89,32.36,25.14,1.38,0,11.5,0,0,0,0,0

26,06:15-06:30,40.99,36.99,17.44,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,21.43,0,0,71.34,393.2,21.83,45.48,50.23,24.8,0,40.69,18.88,24.12,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,450.92,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.65,14.91,0,20.09,0.8,0,185.89,32.36,25.14,1.38,0,11.5,0,0,0,0,0

27,06:30-06:45,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,25.98,0,0,71.34,454.33,21.83,45.48,50.23,24.8,0,40.69,18.88,22.81,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,560.24,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.65,14.91,0,20.09,0.8,0,185.89,28.59,25.14,1.38,0,11.5,0,0,0,0,0

28,06:45-07:00,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,25.98,0,0,71.34,477.18,21.83,45.48,50.23,24.8,0,40.69,18.88,18.8,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,470,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,41.65,14.91,0,20.09,0.8,0,185.89,28.59,25.14,1.38,0,11.5,0,0,0,0,0

29,07:00-07:15,40.99,36.99,15.96,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,26.25,0,0,71.34,435.25,21.83,45.48,50.23,24.8,0,40.69,18.88,20.49,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,355.83,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,36.34,4.26,0,17.9,0.8,0,185.89,32.36,21.46,1.38,0,11.5,0,0,0,0,0

30,07:15-07:30,40.99,36.99,18.78,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,26.39,0,0,71.34,321.16,21.83,45.48,50.23,24.8,0,40.69,18.88,21,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,297.91,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,36.34,4.26,0,18.18,0.92,0,185.89,32.36,22.42,1.38,0,11.5,0,0,0,0,0

31,07:30-07:45,40.99,36.99,16.59,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,26.54,0,0,71.34,205.04,21.83,45.48,50.23,24.8,0,40.69,18.88,20.64,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,239.99,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,28.6,4.26,0,14.41,1.47,0,185.89,32.36,17.43,2.3,0,11.5,0,0,0,0,0

32,07:45-08:00,40.99,36.99,15.96,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,394.21,26.54,0,0,71.34,140.11,21.83,45.48,50.23,24.8,0,40.69,18.88,18.9,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,235.55,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,23.64,4.26,0,14.13,1.47,0,185.89,32.36,13.99,2.3,0,11.5,0,0,0,0,0

33,08:00-08:15,40.99,36.99,12.79,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,400.33,26.54,0,0,71.34,140.11,21.83,45.48,50.23,24.8,0,40.69,18.88,18.87,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,235.55,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,28.76,4.26,0,14.13,1.03,0,185.89,32.36,13.99,2.3,0,11.5,0,0,0,0,0

34,08:15-08:30,40.99,36.99,12.79,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.54,0,0,71.34,140.11,21.83,45.48,50.23,24.8,0,40.69,18.88,18.78,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,235.55,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,28.76,4.26,0,14.13,0.8,0,185.89,32.36,13.99,2.3,0,11.5,0,0,0,0,0

35,08:30-08:45,40.99,36.99,12.79,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22,0,0,71.34,140.11,21.83,45.48,50.23,24.8,0,40.69,18.88,18.96,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,235.55,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,39.75,0,28.76,15.99,0,14.13,0.8,0,100.37,32.36,13.99,2.3,0,11.5,0,0,0,0,0

36,08:45-09:00,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.05,0,0,71.34,140.11,21.83,45.48,50.23,24.8,0,40.69,18.88,17.9,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,235.55,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,28.76,15.99,0,14.13,1.47,0,0,32.36,13.99,2.3,0,11.5,0,0,0,0,0

37,09:00-09:15,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.13,0,0,71.34,140.11,21.83,45.48,45.92,24.8,0,40.69,18.88,20.1,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,235.55,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,28.76,15.99,0,14.13,1.47,0,0,32.36,13.99,2.3,0,11.5,0,0,0,0,0

38,09:15-09:30,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.13,0,0,71.34,140.11,21.83,45.48,45.92,24.8,0,40.69,18.88,18.31,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,235.55,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,28.76,15.99,0,14.13,1.47,0,0,32.36,13.99,2.3,0,11.5,0,0,0,0,0

39,09:30-09:45,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.13,0,0,71.34,140.11,21.83,45.48,45.92,24.8,0,40.69,18.88,21.08,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,4.49,0,0,239.99,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,28.76,15.99,0,14.13,1.47,0,0,32.36,17.43,2.3,0,11.5,0,0,0,0,0

40,09:45-10:00,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,22.13,0,0,71.34,140.11,21.83,45.48,45.92,24.8,0,40.69,18.88,21.94,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,2.25,0,0,239.99,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,28.76,15.99,0,14.13,1.47,0,0,32.36,17.43,2.3,0,11.5,0,0,0,0,0

41,10:00-10:15,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,24.97,0,0,71.34,143.31,21.83,45.48,45.92,24.8,0,40.69,18.88,23.23,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0.62,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,29.49,50.54,0,14.54,1.94,0,0,32.36,18.09,4.88,0,9.52,0,0,0,0,0

42,10:15-10:30,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,24.97,0,0,71.34,143.31,21.83,45.48,45.92,24.8,0,40.69,18.88,22.28,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,29.49,50.54,0,14.54,1.94,0,0,32.36,18.09,4.88,0,9.52,0,0,0,0,0

43,10:30-10:45,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,24.97,0,0,71.34,143.31,21.83,45.48,45.92,24.8,0,40.69,18.88,17.04,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,29.49,42.63,0,14.54,1.94,0,0,32.36,18.09,4.88,0,9.52,0,0,0,0,0

44,10:45-11:00,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,24.97,0,0,71.34,143.31,21.83,45.48,45.92,24.8,0,40.69,18.88,16.64,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,29.49,42.63,0,14.54,1.94,0,0,32.36,18.09,4.88,0,9.52,0,0,0,0,0

45,11:00-11:15,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,24.97,0,0,71.34,143.31,21.83,45.48,43.06,24.8,0,40.69,18.88,19.11,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,29.49,42.63,0,14.54,1.94,0,0,32.36,18.09,4.88,0,9.52,0,0,0,0,0

46,11:15-11:30,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,24.97,0,0,71.34,143.31,21.83,45.48,43.06,24.8,0,40.69,18.88,18.39,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,29.49,42.63,0,14.54,1.94,0,0,32.36,18.09,4.88,0,9.52,0,0,0,0,0

47,11:30-11:45,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,25.68,0,0,71.34,143.31,21.83,45.48,43.06,24.8,0,40.69,18.88,18.17,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,29.49,42.63,0,14.54,1.94,0,0,32.36,18.52,4.88,0,9.52,0,0,0,0,0

48,11:45-12:00,40.99,36.99,14.05,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,25.68,0,0,71.34,143.31,21.83,45.48,43.06,24.8,0,40.69,18.88,17.62,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,29.49,42.63,0,14.54,1.94,0,0,32.36,18.52,4.88,0,9.52,0,0,0,0,0

49,12:00-12:15,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,71.34,143.31,21.83,45.48,43.06,24.8,0,40.69,18.88,22.26,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,35,36.23,0,16.76,1.94,0,0,32.36,21.96,4.88,0,9.52,0,0,0,0,0

50,12:15-12:30,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,71.34,143.31,21.83,45.48,43.06,24.8,0,40.69,18.88,24.12,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,0,0,35,36.23,0,16.76,1.94,0,0,32.36,21.96,4.88,0,9.52,0,0,0,0,0

51,12:30-12:45,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,71.34,143.31,21.83,45.48,43.06,24.8,0,40.69,18.88,20.86,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,39.75,0,35,10.66,0,16.76,1.94,0,100.37,32.36,21.96,4.88,0,11.5,0,0,0,0,0

52,12:45-13:00,40.99,36.99,15.95,5.48,45.65,38.76,63.16,76.84,120.92,0,126.3,17.7,0,0,0,401.81,26.11,0,0,71.34,143.31,21.83,45.48,43.06,24.8,0,40.69,18.88,20.83,0,0,0,169.7,0,23.27,0,0,43.52,0,0,8.33,0,0,0,0,247.78,43.95,0,0,0,0,0,0,0,0,0,0,0,94.16,79.5,0,35,4.26,0,16.76,1.94,0,185.89,32.36,21.96,4.88,0,11.5,0,0,0,0,0

