Block,Time,L_NR_2020_02,SH-07,SH-06,LT-36,LT-31,L_NR_2023_04,LT-59,L_NR_2012_02,LT-05,L_NR_2019_19,L_NR_2012_07,LT-35,L_NR_2019_11,LT_MEJA_Delhi,L_NR_2012_04,L_NR_2012_01,L_NR_2021_14,L_NR_2020_07,L_NR_2022_08,L_NR_2021_16,L_NR_2019_06,L_NR_2018_61,L_NR_2021_15,L_NR_2019_05,L_NR_2020_06,L_NR_2021_12,L_NR_2022_10,L_NR_2021_17,L_NR_2021_13,L_NR_2019_07,L_NR_2022_09,L_NR_2020_05
23,05:30-05:45,8.100000,19.040000,19.040000,0.000000,0.000000,0.000000,6.770000,261.720000,115.730000,1.800000,63.430000,0.000000,7.080000,2.320000,272.020000,101.310000,0,7.49,6.85,0.34,0,42.06,0,0,7.48,0,13.8,0.17,0,0,13.8,22.44

24,05:45-06:00,8.100000,19.040000,19.040000,0.000000,0.000000,0.000000,6.770000,201.540000,115.730000,6.280000,63.430000,0.000000,7.080000,2.320000,272.020000,101.310000,0,7.41,6.89,1.63,0,41.14,0.37,0,7.41,0.41,13.72,0.82,0.08,0,13.72,22.24

25,06:00-06:15,7.900000,20.820000,20.820000,0.170000,0.170000,0.000000,6.460000,155.410000,70.570000,10.630000,44.400000,0.170000,7.080000,2.320000,272.020000,101.310000,0.03,7.43,6.66,4.13,11.48,39.78,0.82,14.54,7.43,3.57,13.78,2.07,0.71,1.42,13.78,22.3

26,06:15-06:30,7.900000,20.820000,20.820000,0.510000,0.500000,0.000000,6.460000,201.540000,70.570000,15.060000,44.400000,0.500000,7.080000,2.320000,272.020000,101.310000,0.03,7.33,6.8,6.97,20.14,39.17,2.1,22.42,7.34,8.17,13.75,3.48,1.63,3.94,13.75,22.01

27,06:30-06:45,7.900000,20.820000,20.820000,1.000000,0.980000,0.000000,6.460000,201.540000,94.850000,20.490000,63.430000,0.980000,7.080000,2.320000,272.020000,101.310000,1.27,11.44,6.7,10.62,17.55,37,3.33,17.55,11.44,13.23,40.07,5.31,2.65,11.4,40.07,34.33

28,06:45-07:00,7.900000,20.820000,20.820000,1.610000,1.570000,0.000000,6.460000,201.540000,94.850000,27.510000,63.430000,1.570000,7.080000,2.320000,272.020000,101.310000,3.7,11.27,6.76,15.27,15.5,35.82,5.06,15.5,11.27,20.29,38.54,7.63,4.06,15.5,38.54,33.81

29,07:00-07:15,7.720000,21.760000,21.760000,2.430000,2.380000,0.000000,6.460000,155.410000,70.570000,35.360000,31.920000,2.380000,6.690000,2.320000,272.020000,72.300000,7.27,11.06,6.79,20.56,15.5,34.17,7.27,15.5,11.05,30.52,36.77,10.28,6.1,15.5,36.77,33.16

30,07:15-07:30,7.720000,21.760000,21.760000,3.440000,3.370000,0.000000,6.460000,155.410000,70.570000,43.710000,31.920000,3.370000,6.690000,2.320000,272.020000,53.200000,12.1,10.44,12.83,18.67,15.5,33.51,9.92,15.5,10.44,43.91,35.52,9.33,8.78,15.5,35.52,31.33

31,07:30-07:45,7.720000,21.760000,21.760000,4.510000,4.400000,0.000000,6.460000,155.410000,70.570000,52.340000,31.920000,4.400000,6.690000,2.320000,272.020000,53.200000,18.1,10.22,12.5,22,15.5,32.81,12.78,15.5,10.22,60.27,33.24,11,12.05,15.5,33.24,30.66

32,07:45:08:00,7.720000,21.760000,21.760000,5.630000,5.490000,0.000000,6.460000,155.410000,70.570000,60.720000,31.920000,5.490000,6.690000,2.320000,272.020000,53.200000,24.93,20.1,12.17,32,15.5,33.46,15.78,15.5,20.11,77.85,30.57,16,15.57,15.5,30.57,60.33

33,08:00-08:15,7.720000,21.760000,21.760000,6.740000,6.580000,0.000000,6.460000,119.930000,70.570000,68.540000,31.920000,6.580000,6.690000,2.320000,272.020000,53.200000,30.84,19.78,8.85,38,25.85,28.72,17.44,25.85,19.77,96.46,28.06,19,19.29,25.85,28.06,59.33

34,08:15-08:30,7.720000,21.760000,21.760000,7.850000,7.660000,0.000000,6.460000,119.930000,70.570000,75.990000,31.920000,7.660000,6.690000,2.320000,272.020000,53.200000,38.66,19.41,8.45,45.34,25.85,28.77,20.35,25.85,19.41,114.51,25.21,22.66,22.9,25.85,25.21,58.22

35,08:30-08:45,7.720000,20.820000,20.820000,8.960000,8.730000,0.000000,6.460000,119.930000,70.570000,83.780000,31.920000,8.730000,6.690000,2.320000,272.020000,53.200000,44.4,19.06,8.29,52,25.85,29.17,23.11,25.85,19.05,132.76,26.55,26,26.55,25.85,26.55,57.16

36,08:45:09:00,7.720000,20.820000,20.820000,9.970000,9.730000,0.000000,6.460000,119.930000,70.570000,91.820000,31.920000,9.730000,6.690000,2.320000,272.020000,53.200000,51.27,18.44,7.74,59.34,25.85,29.7,25.85,25.85,18.44,149.91,28.11,29.66,29.98,25.85,28.11,55.33

37,09:00:09:15,7.530000,21.720000,21.720000,10.660000,10.400000,0.000000,6.230000,119.930000,70.570000,99.600000,31.920000,10.400000,6.930000,2.320000,272.020000,53.200000,56.81,17.53,9.4,64,25.85,29.51,28.58,25.85,17.54,166.43,57.73,32,33.28,25.85,57.73,52.62

38,09:15-09:30,7.530000,21.720000,21.720000,10.880000,10.610000,0.000000,6.230000,119.930000,70.570000,105.820000,31.920000,10.610000,6.930000,2.320000,272.020000,53.200000,62.7,16.75,9.62,68.67,25.85,29.34,31.08,25.85,16.74,176.15,57.45,34.33,35.23,25.85,57.45,50.22

39,09:30-09:45,7.530000,21.720000,21.720000,10.960000,10.690000,0.000000,6.230000,119.930000,70.570000,110.910000,31.920000,10.690000,6.930000,2.320000,272.020000,53.200000,67.92,26.73,9.94,73.34,25.85,32.52,32.51,25.85,26.73,190.78,57.12,36.66,38.15,25.85,57.12,80.19

40,09:45-10:00,7.530000,21.720000,21.720000,11.000000,10.730000,0.000000,6.230000,119.930000,70.570000,115.690000,31.920000,10.730000,6.930000,2.320000,272.020000,53.200000,72.48,26.75,21.7,78.67,25.85,31.97,34.39,25.85,26.76,204.02,56.45,39.33,40.8,25.85,56.45,80.27

41,10:00-10:15,7.350000,21.760000,21.760000,11.020000,10.760000,0.000000,6.230000,119.930000,70.570000,119.190000,31.920000,10.760000,6.930000,2.320000,232.130000,53.200000,76.85,26.82,21.47,85.34,25.85,31.57,36.02,25.85,26.81,216.87,55.77,42.66,43.37,25.85,55.77,80.44

42,10:15-10:30,7.350000,21.760000,21.760000,11.050000,10.780000,0.000000,6.230000,119.930000,70.570000,121.250000,31.920000,10.780000,6.930000,2.320000,272.020000,53.200000,80.97,26.83,21.37,91.34,25.85,30.95,37.45,25.85,26.84,227.18,23.45,45.66,45.43,25.85,23.45,80.51

43,10:30-10:45,7.350000,21.760000,21.760000,11.080000,10.810000,0.000000,6.230000,119.930000,70.570000,123.750000,31.920000,10.810000,6.930000,2.320000,272.020000,53.200000,83.79,11.74,21.25,90.67,25.85,31.07,38.92,25.85,11.72,236.3,24.42,45.33,47.26,25.85,24.42,35.17

44,10:45-11:00,7.350000,21.760000,21.760000,11.090000,10.820000,0.000000,6.230000,119.930000,70.570000,127.060000,31.920000,10.820000,6.930000,2.320000,272.020000,53.200000,85.15,11.78,21.11,90.67,25.85,30.74,40.24,25.85,11.78,236.3,25.08,45.33,47.26,25.85,25.08,35.34

45,11:00-11:15,7.350000,21.760000,21.760000,11.100000,10.830000,0.000000,6.230000,119.930000,70.570000,129.750000,31.920000,10.830000,6.930000,2.320000,272.020000,53.200000,86.13,11.9,21.11,90,25.85,26.06,38.87,25.85,11.89,233.33,25.86,45,46.67,25.85,25.86,35.67

46,11:15-11:30,7.350000,21.760000,21.760000,11.110000,10.840000,0.000000,6.230000,119.930000,70.570000,130.700000,31.920000,10.840000,6.930000,2.320000,272.020000,53.200000,86.64,12.12,20.37,90,25.85,26.48,39.52,25.85,12.11,233.33,26.42,45,46.67,25.85,26.42,36.34

47,11:30-11:45,7.350000,21.760000,21.760000,11.110000,10.840000,0.000000,6.230000,119.930000,70.570000,131.400000,31.920000,10.840000,6.930000,2.320000,272.020000,53.200000,86.7,12.28,9.07,89.34,25.85,26.55,40.02,25.85,12.28,233.33,26.7,44.66,46.67,25.85,26.7,36.84

48,11:45-12:00,7.350000,21.760000,21.760000,11.120000,10.850000,0.000000,6.230000,119.930000,70.570000,131.990000,31.920000,10.850000,6.930000,2.320000,272.020000,53.200000,86.7,12.44,9.42,89.34,25.85,26.65,40.62,25.85,12.43,233.33,26.62,44.66,46.67,25.85,26.62,37.29

49,12:00-12:15,7.160000,21.760000,21.760000,11.120000,10.850000,0.000000,6.230000,119.930000,70.570000,130.010000,31.920000,10.850000,7.080000,2.320000,272.020000,53.200000,86.7,12.62,9.33,88.67,25.85,26.82,41.39,25.85,12.61,233.33,26.19,44.33,46.67,25.85,26.19,37.84

50,12:15-12:30,7.160000,21.760000,21.760000,11.120000,10.850000,0.000000,6.230000,119.930000,70.570000,128.770000,31.920000,10.850000,7.080000,2.320000,272.020000,53.200000,86.7,13.09,9.48,88.67,25.85,27.55,41.99,25.85,13.08,233.33,25.65,44.33,46.67,25.85,25.65,39.25

51,12:30-12:45,7.160000,21.760000,21.760000,11.080000,10.810000,0.000000,6.230000,119.930000,70.570000,127.690000,31.920000,10.810000,7.080000,2.320000,272.020000,53.200000,86.7,13.24,9.7,89.34,25.85,28.28,40.32,25.85,13.22,233.33,22.49,44.66,46.67,25.85,22.49,39.67

52,12:45-13:00,7.160000,21.760000,21.760000,11.110000,10.840000,0.000000,6.230000,119.930000,70.570000,130.090000,31.920000,10.840000,7.080000,2.320000,272.020000,53.200000,86.67,13.44,9.97,90,25.85,30.6,40.17,25.85,13.45,233.33,22.68,45,46.67,25.85,22.68,40.34

53,13:00-13:15,7.160000,21.760000,21.760000,11.100000,10.830000,0.000000,6.380000,119.930000,70.570000,130.470000,31.920000,10.830000,7.310000,2.320000,232.130000,53.200000,86.58,14.06,10.34,90.67,25.85,33.74,40.09,25.85,14.06,233.33,22.72,45.33,46.67,25.85,22.72,42.17

54,13:15-13:30,7.160000,21.760000,21.760000,11.070000,10.800000,0.000000,6.380000,119.930000,70.570000,129.780000,31.920000,10.800000,7.310000,2.320000,232.130000,53.200000,86.54,14.47,10.75,90.67,25.85,35.14,40.1,25.85,14.48,233.33,22.98,45.33,46.67,25.85,22.98,43.42

55,13:30-13:45,7.160000,21.760000,21.760000,11.050000,10.780000,0.000000,6.380000,119.930000,70.570000,127.720000,31.920000,10.780000,7.310000,2.320000,272.020000,53.200000,86.58,15.31,17.75,91.34,25.85,36.14,40.17,25.85,15.31,233.33,23.31,45.66,46.67,25.85,23.31,45.92

56,13:45-14:00,7.160000,21.760000,21.760000,11.040000,10.770000,0.000000,6.380000,119.930000,70.570000,122.440000,31.920000,10.770000,7.310000,2.320000,272.020000,53.200000,86.35,16.28,18,89.34,25.85,37.13,40.09,25.85,16.27,233.33,23.41,44.66,46.67,25.85,23.41,48.82

57,14:00-14:15,7.300000,21.760000,21.760000,11.010000,10.740000,0.000000,6.540000,166.060000,70.570000,116.110000,31.920000,10.740000,7.310000,2.320000,272.020000,53.200000,85.5,16.26,18.38,87.34,25.85,34.33,37.27,25.85,16.26,233.33,32.39,43.66,46.67,25.85,32.39,48.78

58,14:15-14:30,7.300000,21.760000,21.760000,11.000000,10.730000,0.000000,6.540000,166.060000,70.570000,109.830000,50.940000,10.730000,7.310000,2.320000,272.020000,53.200000,84.96,17.54,18.67,85.34,25.85,35.23,36.4,25.85,17.53,233.33,32.41,42.66,46.67,25.85,32.41,52.6

59,14:30-14:45,7.300000,21.760000,21.760000,10.960000,10.700000,0.000000,6.540000,240.220000,70.570000,103.430000,50.940000,10.700000,7.310000,2.320000,272.020000,53.200000,83.95,18.15,18.93,84,25.85,36.44,35.11,25.85,18.14,233.33,33.55,42,46.67,25.85,33.55,54.42

60,14:45-15:00,7.300000,21.760000,21.760000,10.880000,10.610000,0.000000,6.540000,261.720000,70.570000,96.540000,74.750000,10.610000,7.310000,3.770000,272.020000,53.200000,82.24,18.82,19.23,82,25.85,38.28,33.99,25.85,18.83,229.48,33.73,41,45.89,25.85,33.73,56.49

61,15:00-15:15,7.530000,21.760000,21.760000,10.760000,10.510000,0.000000,6.060000,261.720000,115.730000,90.230000,74.750000,10.510000,7.530000,3.770000,272.020000,53.200000,78.34,18.87,19.89,70.67,25.85,38.67,32.66,25.85,18.88,218.64,34.41,35.33,43.73,25.85,34.41,56.63

62,15:15-15:30,7.530000,21.760000,21.760000,10.600000,10.340000,0.000000,6.060000,261.720000,115.730000,84.900000,74.750000,10.340000,7.530000,3.770000,272.020000,53.200000,73.85,19.57,20.67,68.67,25.85,39.09,31.11,25.85,19.58,206.93,35.18,34.33,41.38,25.85,35.18,58.74

63,15:30-15:45,7.530000,21.760000,21.760000,10.220000,9.970000,0.000000,6.060000,226.560000,115.730000,78.530000,74.750000,9.970000,7.530000,3.770000,272.020000,53.520000,65.49,19.69,25.69,63.34,25.85,43.38,27,25.85,19.68,193.87,35.46,31.66,38.77,25.85,35.46,59.05

64,15:45-16:00,7.530000,21.760000,21.760000,9.750000,9.520000,0.000000,6.060000,226.560000,115.730000,71.650000,74.750000,9.520000,7.530000,3.770000,272.020000,53.520000,60.43,20.28,26.67,55.34,25.85,43.37,24.01,25.85,20.28,180.76,34.88,27.66,36.15,25.85,34.88,60.83

65,16:00-16:15,7.900000,21.760000,21.760000,8.780000,8.570000,0.000000,6.060000,226.560000,115.730000,64.330000,74.750000,8.570000,7.530000,3.770000,272.020000,53.520000,55.31,20.47,27.28,50.67,25.85,43.41,20.96,25.85,20.48,165.59,35,25.33,33.12,25.85,35,61.43

66,16:15-16:30,7.900000,21.760000,21.760000,8.080000,7.880000,0.000000,6.060000,226.560000,115.730000,56.360000,74.750000,7.880000,7.530000,3.770000,272.020000,53.520000,50.16,20.6,27.4,46,25.85,43.41,17.88,25.85,20.61,151.16,35.38,23,30.23,25.85,35.38,61.83

67,16:30-16:45,7.900000,21.760000,21.760000,7.200000,7.020000,0.000000,6.230000,226.560000,115.730000,47.290000,74.750000,7.020000,7.530000,3.770000,272.020000,53.520000,44.5,21.04,27.28,42,25.85,43.28,17.74,25.85,21.04,135.43,35.61,21,27.08,25.85,35.61,63.12

68,16:45-17:00,7.900000,21.760000,21.760000,6.450000,6.290000,0.000000,6.230000,226.560000,115.730000,38.010000,74.750000,6.290000,7.530000,3.770000,272.020000,53.520000,38.43,21.35,27.01,38,25.85,43.23,17.15,25.85,21.35,118.33,35.9,19,23.66,25.85,35.9,64.04

69,17:00-17:15,8.280000,21.760000,21.760000,5.490000,5.360000,0.000000,7.000000,226.560000,115.730000,30.050000,74.750000,5.360000,7.690000,3.770000,272.020000,53.310000,32.03,21.61,27.06,34,26.53,43.28,15.92,26.53,21.62,101.12,37.05,17,20.22,24.49,37.05,64.86

70,17:15-17:30,8.280000,21.760000,21.760000,4.750000,4.640000,0.000000,7.000000,226.560000,115.730000,23.590000,74.750000,4.640000,7.690000,3.770000,272.020000,53.310000,25.96,22.52,27.17,26.67,31.43,43.42,14.37,31.43,22.53,84.08,38.19,13.33,16.82,14.69,38.19,67.58

71,17:30-17:45,8.280000,21.760000,21.760000,3.890000,3.790000,0.000000,7.000000,261.720000,115.730000,18.190000,74.750000,3.790000,7.690000,3.770000,272.020000,53.310000,19.77,23.11,27.35,19.33,22.48,43.31,11.58,21.74,23.1,66.53,39.05,9.67,13.3,8.57,39.05,69.31

72,17:45-18:00,8.280000,21.760000,21.760000,3.050000,2.970000,0.000000,7.000000,261.720000,115.730000,13.400000,74.750000,2.970000,7.690000,3.770000,272.020000,53.310000,13.93,23.46,27.56,14.67,10.48,43.31,8.99,12.44,23.46,51.28,32.12,7.33,10.25,2.65,32.12,70.38

73,18:00-18:15,8.740000,21.760000,21.760000,2.420000,2.360000,0.000000,7.310000,261.720000,75.890000,9.620000,74.750000,2.360000,7.690000,3.770000,272.020000,53.310000,8.93,23.72,28.66,10,0,43.38,6.69,0,23.72,37.87,32,5,7.57,0,32,71.16

74,18:15-18:30,8.740000,21.760000,21.760000,1.670000,1.630000,0.000000,7.310000,261.720000,70.570000,5.860000,55.730000,1.630000,7.690000,3.770000,272.020000,53.310000,5.15,23.93,29.07,4.67,0,43.24,4.72,0,23.94,25.76,31.95,2.33,5.15,0,31.95,71.82

75,18:30-18:45,8.740000,21.760000,21.760000,1.140000,1.110000,0.000000,7.310000,261.720000,70.570000,2.970000,55.730000,1.110000,7.690000,3.770000,272.020000,53.310000,2.56,24.09,29.22,2,0,43.66,3.59,0,24.09,17.63,31.89,1,3.52,0,31.89,72.27

76,18:45-19:00,8.740000,21.760000,21.760000,0.000000,0.000000,0.000000,7.310000,261.720000,70.570000,1.310000,55.730000,0.000000,7.690000,3.770000,272.020000,53.310000,0.8,24.22,29.06,1.33,0,43.66,2.42,0,24.22,11.13,32.77,0.67,2.22,0,32.77,72.67

77,19:00-19:15,9.070000,21.760000,21.760000,0.000000,0.000000,0.000000,7.310000,261.720000,94.850000,0.350000,74.750000,0.000000,8.080000,3.770000,272.020000,53.310000,0.03,23.58,28.35,1.25,0,43.79,1.26,0,23.58,5.82,31.8,0.63,1.16,0,31.8,70.74

78,19:15-19:30,9.070000,21.760000,21.760000,0.000000,0.000000,0.000000,7.310000,261.720000,94.850000,0.000000,87.240000,0.000000,8.080000,3.770000,272.020000,101.310000,0,22.98,27.68,0.39,0,43.64,0.21,0,22.96,1.92,30.85,0.2,0.38,0,30.85,68.89

79,19:30-19:45,9.070000,21.760000,21.760000,0.000000,0.000000,0.000000,6.620000,261.720000,94.850000,0.000000,87.240000,0.000000,8.080000,3.770000,272.020000,101.310000,0,22.35,26.75,0,0,43.79,0,0,22.34,0,29.77,0,0,0,29.77,67.03

80,19:45-20:00,9.070000,21.760000,21.760000,0.000000,0.000000,0.000000,6.620000,261.720000,94.850000,0.000000,87.240000,0.000000,8.080000,3.770000,272.020000,101.310000,0,21.8,25.77,0,0,43.68,0,0,21.81,0,28.66,0,0,0,28.66,65.42

81,20:00-20:15,9.300000,21.760000,21.760000,0.000000,0.000000,0.000000,7.000000,261.720000,94.850000,0.000000,87.240000,0.000000,8.310000,3.840000,272.020000,101.310000,0,15.92,18.6,0,0,43.73,0,0,15.93,0,25.74,0,0,0,25.74,47.78

82,20:15-20:30,9.300000,21.760000,21.760000,0.000000,0.000000,0.000000,7.000000,261.720000,115.730000,0.000000,87.240000,0.000000,8.310000,3.840000,272.020000,101.310000,0,15.82,18.98,0,0,43.76,0,0,15.83,0,23,0,0,0,23,47.48

83,20:30-20:45,9.300000,21.760000,21.760000,0.000000,0.000000,0.000000,7.000000,261.720000,115.730000,0.000000,87.240000,0.000000,8.310000,3.840000,272.020000,101.310000,0,15.98,19.41,0,0,43.78,0,0,16,0,21.19,0,0,0,21.19,47.99

84,20:45-21:00,9.300000,20.830000,20.830000,0.000000,0.000000,0.000000,7.000000,261.720000,115.730000,0.000000,87.240000,0.000000,8.310000,3.840000,272.020000,101.310000,0,16.02,21.87,0,0,43.63,0,0,16.02,0,20.34,0,0,0,20.34,48.06

85,21:00-21:15,9.540000,19.040000,19.040000,0.000000,0.000000,0.000000,7.000000,261.720000,115.730000,0.000000,87.240000,0.000000,7.740000,3.840000,272.020000,101.310000,0,16.15,15.56,0,0,43.66,0,0,16.17,0,20.22,0,0,0,20.22,48.5

86,21:15-21:30,9.540000,19.040000,19.040000,0.000000,0.000000,0.000000,7.000000,261.720000,115.730000,0.000000,87.240000,0.000000,7.740000,3.840000,272.020000,101.310000,0,16.33,15.06,0,0,43.8,0,0,16.35,0,20.12,0,0,0,20.12,49.04

87,21:30-21:45,9.540000,19.040000,19.040000,0.000000,0.000000,0.000000,7.000000,261.720000,115.730000,0.000000,87.240000,0.000000,7.740000,3.840000,272.020000,101.310000,0,11.65,14.93,0,0,43.73,0,0,11.67,0,20.05,0,0,0,20.05,35

88,21:45-22:00,9.540000,19.040000,19.040000,0.000000,0.000000,0.000000,7.000000,261.720000,115.730000,0.000000,87.240000,0.000000,7.740000,3.840000,272.020000,101.310000,0,11.78,15.06,0,0,43.65,0,0,11.78,0,20.1,0,0,0,20.1,35.34

89,22:00-22:15,7.620000,19.040000,19.040000,0.000000,0.000000,0.000000,6.310000,261.720000,115.730000,0.000000,87.240000,0.000000,7.740000,3.840000,272.020000,101.310000,0,12.38,15.36,0,0,43.72,0,0,12.37,0,20.29,0,0,0,20.29,37.12

90,22:15-22:30,7.620000,19.040000,19.040000,0.000000,0.000000,0.000000,6.310000,261.720000,115.730000,0.000000,87.240000,0.000000,7.740000,3.840000,272.020000,101.310000,0,13.09,16.05,0,0,43.65,0,0,13.1,0,21.33,0,0,0,21.33,39.29

91,22:30-22:45,7.620000,19.040000,19.040000,0.000000,0.000000,0.000000,6.620000,261.720000,115.730000,0.000000,87.240000,0.000000,7.740000,3.840000,253.410000,101.310000,0,14.11,17.09,0,0,43.64,0,0,14.11,0,24.3,0,0,0,24.3,42.33

