Column1,Time,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/2474,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/6957,GNA/NR/2025/04/01/8510,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/9154,GNA/NR/2025/05/01/9320,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/3877,GNA/NR/2025/04/01/8456,NR/01102023/19072037/LT-05,GNA/NR/2025/05/01/6160,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/7791,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/4138,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,L_NR_2019_19,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08
33,08:00-08:15,5.98,26.93,129.08,40.46,4.62,26.93,4.95,5.98,28.95,5.98,163.76,4.13,9.77,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,4.31,70.25,14.45,6.69,52.98,26.24,0,0,149.8,3.97,0,29,14,2.2,57.71,31.22,33,33,23.33,30,21,33,15.34,75.67,23.33,76.69,75.66,0,21,70.01,21.67

34,08:15-08:30,5.98,26.93,129.08,40.46,5.43,26.93,4.95,7.04,28.95,7.04,163.76,4.13,9.77,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,4.31,70.25,14.45,6.69,52.98,26.24,0,0,149.8,3.97,0,35,18,2.2,66.27,37.91,33,33,22.5,37,25,33,18.48,76.67,22.5,92.41,76.66,0,25,67.5,20

35,08:30-08:45,5.98,26.93,129.08,40.46,6.27,26.93,4.95,8.11,28.95,8.11,163.76,4.13,9.77,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,4.31,70.25,14.45,6.69,52.98,26.75,0,0,149.8,3.97,0,43,21,2.2,74.44,44.6,33,33,21.67,38,23,33,21.69,77.33,21.67,108.44,77.34,0,33,64.99,18.33

36,08:45-09:00,5.98,26.93,129.08,40.46,7.05,26.93,4.95,9.12,28.95,9.12,163.76,4.13,9.77,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,4.31,70.25,14.45,6.69,52.98,27.75,0,0,149.8,3.97,0,50,25,2.2,82.37,50.66,33,33,22.5,44,25,33,24.9,78,22.5,124.47,78,0,37,67.5,20

37,09:00-09:15,5.98,26.94,129.08,40.46,7.83,26.94,4.81,10.14,28.95,10.14,163.76,4.13,9.68,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,4.31,70.25,14.45,6.69,52.98,26.74,0,0,149.8,3.97,0,57,28,2.2,90.14,56.47,33,33,23.33,48,27,33,28.16,75.67,23.33,140.82,75.66,0,46,70.01,21.67

38,09:15-09:30,5.98,26.94,129.08,40.46,8.53,26.94,4.81,11.03,28.95,11.03,163.76,4.13,9.68,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,4.31,70.25,14.45,6.69,52.98,26.74,0,0,149.8,3.97,0,63,32,2.2,97.03,62.1,33,33,24.17,55,30,33,31.31,76.33,24.17,156.53,76.34,0,52,72.49,23.33

39,09:30-09:45,5.6,26.94,129.08,40.46,9.15,26.94,4.81,11.84,28.95,11.84,163.76,4.13,9.68,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,70.25,14.45,6.3,52.98,27.25,0,0,149.8,3.97,0,70,35,2.2,103.87,67.24,33,33,29.17,57,30,33,32.26,77,29.17,161.32,77,0,58,87.49,28.33

40,09:45-10:00,5.6,26.94,129.08,40.46,9.7,26.94,4.81,12.56,28.95,12.56,163.76,4.13,9.68,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,70.25,14.45,6.3,52.98,27.25,0,0,149.8,3.97,0,75,37,2.2,110.37,71.93,33,33,30.33,63,32,33,34.92,77.67,30.33,174.62,77.66,0,63,91.01,29.33

41,10:00-10:15,5.6,26.94,129.08,40.46,10.21,26.94,4.81,13.22,28.95,13.22,163.76,4.13,9.58,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,70.25,14.45,6.3,52.98,27.75,0,0,149.8,3.97,0,81,41,2.2,115.85,70,33,33,30.83,72,34,33,40.26,78.67,30.83,201.3,78.66,0,69,92.51,30.67

42,10:15-10:30,5.6,26.94,129.08,40.46,10.66,26.94,4.81,13.79,28.95,13.79,163.76,4.13,9.58,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,70.25,14.45,6.3,52.98,27.75,0,0,149.8,3.97,0,85,42,2.2,119.24,75,33,33,31.33,76,36,33,43.23,79.33,31.33,216.14,79.34,0,72,94.01,31

43,10:30-10:45,5.6,26.94,129.08,40.46,8.38,26.94,4.81,10.83,28.95,10.83,163.76,4.13,9.58,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,70.25,14.45,6.3,52.98,28.26,0,0,149.8,3.97,0,89,44,2.2,124.1,86.67,33,33,34.17,85,39,33,40.87,83.33,34.17,204.32,83.34,0,75,102.49,31.33

44,10:45-11:00,5.6,26.94,129.08,40.46,8.63,26.94,4.81,11.16,28.95,11.16,163.76,4.13,9.58,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,70.25,14.45,6.3,52.98,28.26,0,0,149.8,3.97,0,90,45,2.2,128.38,93.33,33,33,34.33,87,41,33,41.74,83.33,34.33,208.69,83.34,0,78,103.01,31.67

45,11:00-11:15,5.6,26.94,129.08,40.46,8.83,26.94,4.81,11.43,17.51,11.43,163.76,4.13,9.4,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,70.25,14.45,6.15,52.98,28.26,0,0,149.8,3.97,0,93,47,2.2,132.13,98.33,33,33,34.5,91,41,33,44.12,83.33,34.5,220.57,83.34,0,81,103.5,40

46,11:15-11:30,5.6,26.94,129.08,40.46,9.09,26.94,4.81,11.76,17.51,11.76,163.76,4.13,9.4,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,70.25,14.45,6.15,52.98,28.26,0,0,149.8,3.97,0,93,47,2.2,134.47,100,33,33,34.67,91,43,33,44.17,83.33,34.67,220.82,83.34,0,84,103.99,40

47,11:30-11:45,5.6,26.94,129.08,40.46,10.71,26.94,4.81,13.85,17.51,13.85,163.76,4.13,9.4,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,70.25,14.45,6.15,52.98,28.26,0,0,149.8,3.97,0,93,47,2.2,135.43,93.33,33,33,35,87,43,33,44.17,83.33,35,220.86,83.34,0,87,105,40

48,11:45-12:00,5.6,26.94,129.08,40.46,10.81,26.94,4.81,13.99,17.51,13.99,163.76,4.13,9.4,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,70.25,14.45,6.15,52.98,28.26,0,0,149.8,3.97,0,93,47,2.2,127.61,93.33,33,33,35.17,87,43,33,44.17,83.33,35.17,220.84,83.34,0,87,105.49,40

49,12:00-12:15,5.6,26.95,129.08,40.46,11.37,26.95,4.95,14.72,17.51,14.72,163.76,4.13,9.22,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,71.66,14.45,6.22,52.98,28.76,0,0,149.8,3.97,0,93,47,2.2,127.61,93.33,33,33,35.33,86,43,33,44.17,83.33,35.33,220.82,83.34,0,87,106.01,40

50,12:15-12:30,5.6,26.95,129.08,40.46,11.4,26.95,4.95,14.76,17.51,14.76,163.76,4.13,9.22,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,71.66,14.45,6.22,52.98,28.76,0,0,149.8,3.97,0,93,47,3.4,127.61,95,33,33,35.5,86,43,33,44.16,83.33,35.5,220.78,83.34,0,87,106.5,40

51,12:30-12:45,5.6,26.95,129.08,40.46,11.36,26.95,4.95,14.72,17.51,14.72,163.76,4.13,9.22,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,71.66,14.45,6.22,52.98,28.76,0,0,149.8,3.97,0,93,47,6,127.61,96.67,33,33,32.5,88,43,33,45.83,83.33,32.5,229.17,83.34,0,87,97.5,36.67

52,12:45-13:00,5.6,26.95,129.08,40.46,11.35,26.95,4.95,14.7,17.51,14.7,163.76,4.13,9.22,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,71.66,14.45,6.22,52.98,28.76,0,0,149.8,3.97,0,93,47,6.4,127.61,100,33,33,32.5,88,43,33,45.83,83.33,32.5,229.17,83.34,0,87,97.5,37.33

53,13:00-13:15,5.28,26.95,129.08,40.46,11.14,26.95,5.09,14.43,17.51,14.43,163.76,4.13,9.12,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,0,14.45,6.38,52.98,28.25,0,0,149.8,3.97,0,93,47,6.8,127.61,93.33,33,33,32.5,88,43,33,45.83,83.33,32.5,229.17,83.34,0,87,97.5,38.33

54,13:15-13:30,5.28,26.95,129.08,40.46,11.04,26.95,5.09,14.29,17.51,14.29,163.76,4.13,9.12,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,0,14.45,6.38,52.98,28.76,0,0,192.66,3.97,0,93,47,7,138.22,93.33,33,33,32.67,88,43,33,45.83,83.33,32.67,229.17,83.34,0,87,97.99,39.33

55,13:30-13:45,5.28,26.95,129.08,40.46,10.91,26.95,5.09,14.11,17.51,14.11,163.76,4.13,9.12,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,0,14.45,6.38,52.98,28.76,0,0,149.8,3.97,0,93,47,9,134.82,93.33,33,33,27.75,88,42,33,45.83,75,27.75,229.17,75,0,87,83.25,39.74

56,13:45-14:00,5.28,26.95,129.08,40.46,10.64,26.95,5.09,13.77,17.51,13.77,163.76,4.13,9.12,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,0,14.45,6.38,52.98,28.76,0,0,149.8,3.97,0,93,47,9.4,131.5,91.05,33,33,27.9,88,42,33,45.83,75,27.9,229.17,75,0,87,83.7,40.4

57,14:00-14:15,5.28,26.95,129.08,40.46,10.49,26.95,5.37,13.56,17.51,13.56,163.76,4.13,9.04,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,0,0,14.45,6.69,52.98,28.76,0,0,149.8,3.97,0,90,45,9.6,127.8,87.3,33,33,28.2,83,40,33,45.83,75,28.2,229.17,75,0,87,84.6,41.54

58,14:15-14:30,5.28,26.95,129.08,40.46,10.32,26.95,5.37,13.35,17.51,13.35,163.76,4.13,9.04,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,1.36,0,14.45,6.69,52.98,28.26,0,0,149.8,3.97,0,90,45,10,122.15,83.82,33,33,28.8,80,39,33,45.49,75,28.8,227.46,75,0,84,86.4,42

59,14:30-14:45,5.36,26.95,129.08,40.46,9.94,26.95,4.67,12.86,17.51,12.86,163.76,4.13,9.04,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,2.03,0,14.45,6.69,52.98,28.26,0,0,149.8,3.97,0,88,44,15.01,115.92,85.13,33,33,29.25,76,38,33,44.63,75,29.25,223.17,75,0,75,87.75,40

60,14:45-15:00,5.36,26.95,129.08,40.46,9.53,26.95,4.67,12.33,17.51,12.33,163.76,4.13,9.04,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,2.03,0,14.45,6.69,52.98,28.76,0,0,149.8,3.97,0,85,43,15.21,110.17,80.56,33,33,29.7,71,36,33,43.78,75,29.7,218.87,75,0,72,89.1,40

61,15:00-15:15,5.36,26.95,129.08,40.46,9.12,26.95,4.86,11.79,17.51,11.79,163.76,4.13,8.85,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,2.72,0,14.45,6.3,52.98,27.75,0,0,149.8,3.97,0,73,37,18.21,104.62,83.61,33,33,32.5,65,34,33,43.83,78.33,32.5,219.17,78.34,0,64,97.5,40

62,15:15-15:30,5.36,26.95,129.08,40.46,8.49,26.95,4.86,10.99,17.51,10.99,163.76,4.13,8.85,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,3.39,0,14.45,6.3,52.98,28.26,0,0,149.8,3.95,0,69,34,18.81,98.87,77.47,33,33,32.5,62,31,33,41.4,78.33,32.5,206.97,78.34,0,61,97.5,40

63,15:30-15:45,5.43,26.95,129.08,40.46,7.88,26.95,4.86,10.2,17.51,10.2,163.76,4.13,8.85,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,2.03,0,14.45,6.3,52.98,28.76,0,0,149.8,3.92,0,64,32,19.21,89.91,66.93,33,33,32.5,55,28,33,40.19,78.33,32.5,200.94,78.34,0,57,97.5,40

64,15:45-16:00,5.43,26.95,129.08,40.46,7.41,26.95,4.86,9.58,17.51,9.58,163.76,4.13,8.85,0,0,10.6,13.49,0,122.82,163.76,0,0,28.9,2.03,0,14.45,6.3,100.36,28.76,0,0,149.8,3.9,0,58,29,19.21,80.56,59.54,33,33,32.67,50,25,33,36.78,78.33,32.67,183.9,78.34,0,52,97.99,40

